id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Captain;value_TeamPlayerFormation;value_PlayerPosition;value_Resume;value_Involved;value_TeamKit;value_JerseyNumber;value_TeamFormation;value_DirectionOfPlay;value_PassEndX;value_PassEndY;value_KickOff;value_Angle;value_Zone;value_Length;value_Launch;value_LongBall;value_SwitchOfPlay;value_Chipped;value_OutOfPlay;value_OppositeRelatedEventId;value_NextEventThrowIn;value_ThrowIn;value_Defensive;value_Offensive;value_HeadPass;value_Direct;value_Shove/Push;value_Foul;value_FreeKickTaken;value_AttemptedTackle;value_LayOff;value_PlayersCaughtOffside;value_DeletedEventType;value_Cross;value_Indirect;value_NextEventGoalKick;value_Low;value_GoalKick;value_Assist;value_GkX;value_RelatedEventId;value_OutOfBoxCentre;value_IndividualPlay;value_GoalmouthY;value_BlockedX;value_LeftFooted;value_BlockedY;value_Assisted;value_Blocked;value_RegularPlay;value_GoalmouthZ;value_LowCentre;value_GkY;value_DefBlock;value_Left;value_CornerTaken;value_InSwinger;value_Head;value_BlockedPass;value_IntendedTackleTarget;value_FlickOn;value_IntentionalAssist;value_FirstTouch;value_Right;value_BigChance;value_BoxCentre;value_RightFooted;value_NotVisible;value_KeeperThrow;value_ParriedSafe;value_Standing;value_Hands;value_Injury;value_InjuredPlayerId;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_Stooping;value_Collected;value_OverArm;value_LowRight;value_GoalShotTimestamp;value_GoalShotGameClock;value_RefereeDelay;value_DrinksBreak;value_BoxLeft;value_High;value_FromCorner;value_ShirtPull/Holding;value_Volley;value_BoxRight;value_Reaching;value_OwnPlayer;value_ParriedDanger;value_CloseLeft;value_Minutes;value_OutSwinger;value_YellowCard;value_TacticalFoul;value_OutOfBoxDeepLeft;value_SetPiece;value_SixYardBlocked;value_HighCentre;value_EndType;value_Tactical;value_RecklessOffence;value_CaptainChange;value_TempShotOn;value_OutOfBoxRight;value_FreeKick;value_BlockedCross;value_LowLeft;value_NotAssisted;value_SmallBoxLeft;value_CloseHigh;value_OutOfBoxDeepRight;value_GkKickFromHands;value_GkHoof;value_WeatherProblem;value_RefereeStop;value_ClockAffecting;value_NotPastGoalLine;value_FromShotOffTarget;value_Diving;value_GameEnd;value_Dissent;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2705241883;4;49;1;0;13;bd0378yx50xpdcgwkt9p9bmz8;1;53,1;87,6;2024-08-02T19:03:55.172Z;2024-08-02T19:03:55Z;[];6ihxsnp8rmyvu0xjm4oquxd04;C. Stout;;;ef5l49abdub3dtvmdz7dolatw;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;;;;;;;;;0;0;0;13;Philadelphia Union II;13;DML;1,0
2705241915;5;1;1;0;14;bd0378yx50xpdcgwkt9p9bmz8;1;53,1;87,6;2024-08-02T19:03:55.652Z;2024-08-02T19:03:57Z;[{'id': 5128099483, 'qualifierId': 56, 'value': 'Back'}, {'id': 5128099491, 'qualifierId': 212, 'value': '12.9'}, {'id': 5128099487, 'qualifierId': 141, 'value': '76.3'}, {'id': 5128099485, 'qualifierId': 140, 'value': '43.2'}, {'id': 5128099495, 'qualifierId': 213, 'value': '3.78'}];6ihxsnp8rmyvu0xjm4oquxd04;C. Stout;;;ef5l49abdub3dtvmdz7dolatw;Pass;;;;;;;;;;43,2;76,3;;3,78;;12,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;43,2;76,3;;;;;;;0;0;0;14;Philadelphia Union II;14;DML;1,0
2705241967;6;1;1;0;15;bd0378yx50xpdcgwkt9p9bmz8;1;43,2;75,7;2024-08-02T19:03:57.044Z;2024-08-02T19:04:02Z;[{'id': 5128099819, 'qualifierId': 212, 'value': '13.2'}, {'id': 5128099813, 'qualifierId': 56, 'value': 'Back'}, {'id': 5128099815, 'qualifierId': 140, 'value': '37.4'}, {'id': 5128099817, 'qualifierId': 141, 'value': '93.0'}, {'id': 5128099821, 'qualifierId': 213, 'value': '2.05'}];bu0qf3q6j69an4i0gz7xhqcd0;Y. Ramos;;;ef5l49abdub3dtvmdz7dolatw;Pass;;;;;;;;;;37,4;93,0;;2,05;;13,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;37,4;93,0;;;;;;;0;0;0;15;Philadelphia Union II;15;DMC;1,0
2705241985;7;1;1;0;21;bd0378yx50xpdcgwkt9p9bmz8;1;39,8;95,3;2024-08-02T19:04:02.500Z;2024-08-02T19:04:04Z;[{'id': 5128099925, 'qualifierId': 140, 'value': '28.3'}, {'id': 5128099931, 'qualifierId': 213, 'value': '4.04'}, {'id': 5128099927, 'qualifierId': 141, 'value': '72.8'}, {'id': 5128099929, 'qualifierId': 212, 'value': '19.5'}, {'id': 5128099923, 'qualifierId': 56, 'value': 'Back'}];8za8xvdiyduedk2i99bdqv4es;J. Machado;;;ef5l49abdub3dtvmdz7dolatw;Pass;;;;;;;;;;28,3;72,8;;4,04;;19,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;28,3;72,8;;;;;;;0;0;0;21;Philadelphia Union II;21;DC;1,0
2705242007;8;1;1;0;22;bd0378yx50xpdcgwkt9p9bmz8;1;28,3;73,0;2024-08-02T19:04:04.372Z;2024-08-02T19:04:07Z;[{'id': 5128100033, 'qualifierId': 56, 'value': 'Back'}, {'id': 5128100039, 'qualifierId': 212, 'value': '31.5'}, {'id': 5128100041, 'qualifierId': 213, 'value': '4.90'}, {'id': 5128100035, 'qualifierId': 140, 'value': '33.8'}, {'id': 5128100037, 'qualifierId': 141, 'value': '27.5'}];2f5ymqh1j87xhi9ynovnujpm2;B. Schaefer;;;ef5l49abdub3dtvmdz7dolatw;Pass;;;;;;;;;;33,8;27,5;;4,9;;31,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;33,8;27,5;;;;;;;0;0;0;22;Philadelphia Union II;22;DC;1,0
2705242023;9;1;1;0;25;bd0378yx50xpdcgwkt9p9bmz8;1;33,4;24,0;2024-08-02T19:04:07.220Z;2024-08-02T19:04:10Z;[{'id': 5128100135, 'qualifierId': 212, 'value': '17.2'}, {'id': 5128100129, 'qualifierId': 140, 'value': '43.1'}, {'id': 5128100137, 'qualifierId': 213, 'value': '5.35'}, {'id': 5128100127, 'qualifierId': 56, 'value': 'Back'}, {'id': 5128100131, 'qualifierId': 141, 'value': '3.6'}];2l6v8ab245wzmb1litvkir1ii;G. Gibert;;;ef5l49abdub3dtvmdz7dolatw;Pass;;;;;;;;;;43,1;3,6;;5,35;;17,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;43,1;3,6;;;;;;;0;0;0;25;Philadelphia Union II;25;DC;1,0
2705242059;10;1;1;0;28;bd0378yx50xpdcgwkt9p9bmz8;1;42,1;3,9;2024-08-02T19:04:10.004Z;2024-08-02T19:04:14Z;[{'id': 5128100311, 'qualifierId': 140, 'value': '43.7'}, {'id': 5128100313, 'qualifierId': 141, 'value': '16.0'}, {'id': 5128100315, 'qualifierId': 212, 'value': '8.4'}, {'id': 5128100317, 'qualifierId': 213, 'value': '1.37'}, {'id': 5128100309, 'qualifierId': 56, 'value': 'Back'}];bpr7u1cp7bzt1w2t1tsmru73e;J. Castellano;;;ef5l49abdub3dtvmdz7dolatw;Pass;;;;;;;;;;43,7;16,0;;1,37;;8,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;43,7;16,0;;;;;;;0;0;0;28;Philadelphia Union II;28;DMR;1,0
2705242073;11;1;1;0;33;bd0378yx50xpdcgwkt9p9bmz8;0;41,4;2,5;2024-08-02T19:04:14.851Z;2024-08-02T19:38:19Z;[{'id': 5128100419, 'qualifierId': 212, 'value': '32.3'}, {'id': 5128100413, 'qualifierId': 56, 'value': 'Right'}, {'id': 5128100411, 'qualifierId': 157}, {'id': 5128100415, 'qualifierId': 140, 'value': '72.1'}, {'id': 5128100421, 'qualifierId': 213, 'value': '0.04'}, {'id': 5128100423, 'qualifierId': 1}, {'id': 5128100417, 'qualifierId': 141, 'value': '4.6'}];9asj8t10cvfumot9hr3dprsic;B. Stitz;;;ef5l49abdub3dtvmdz7dolatw;Pass;;;;;;;;;;72,1;4,6;;0,04;;32,3;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;72,1;4,6;;;;;;;0;0;0;33;Philadelphia Union II;33;FW;1,0
2705242079;8;49;1;0;35;1zgjjyruyufrkh4xjvryqsb1i;1;25,4;95,5;2024-08-02T19:04:16.731Z;2024-08-02T19:04:16Z;[];a3qa9kw3vbh8nu5mgns92czro;O. Makhanya;;;ef5l49abdub3dtvmdz7dolatw;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;;;;;;;;;0;0;0;35;Cincinnati II;35;DC;1,0
2705242145;9;1;1;0;39;1zgjjyruyufrkh4xjvryqsb1i;0;34,4;96,0;2024-08-02T19:04:20.491Z;2024-08-02T19:04:24Z;[{'id': 5128100759, 'qualifierId': 157}, {'id': 5128100765, 'qualifierId': 141, 'value': '83.7'}, {'id': 5128100767, 'qualifierId': 212, 'value': '39.6'}, {'id': 5128100771, 'qualifierId': 1}, {'id': 5128100761, 'qualifierId': 56, 'value': 'Left'}, {'id': 5128100769, 'qualifierId': 213, 'value': '6.07'}, {'id': 5128100763, 'qualifierId': 140, 'value': '71.3'}];a3qa9kw3vbh8nu5mgns92czro;O. Makhanya;;;ef5l49abdub3dtvmdz7dolatw;Pass;;;;;;;;;;71,3;83,7;;6,07;;39,6;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;71,3;83,7;;;;;;;0;0;0;39;Cincinnati II;39;DC;1,0
