id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Captain;value_TeamPlayerFormation;value_PlayerPosition;value_Resume;value_Involved;value_TeamKit;value_JerseyNumber;value_TeamFormation;value_DirectionOfPlay;value_PassEndX;value_PassEndY;value_KickOff;value_Angle;value_Zone;value_Length;value_Launch;value_LongBall;value_SwitchOfPlay;value_Chipped;value_OutOfPlay;value_OppositeRelatedEventId;value_NextEventThrowIn;value_ThrowIn;value_Defensive;value_Offensive;value_HeadPass;value_Direct;value_Shove/Push;value_Foul;value_FreeKickTaken;value_AttemptedTackle;value_LayOff;value_PlayersCaughtOffside;value_DeletedEventType;value_Cross;value_Indirect;value_NextEventGoalKick;value_Low;value_GoalKick;value_Assist;value_GkX;value_RelatedEventId;value_OutOfBoxCentre;value_IndividualPlay;value_GoalmouthY;value_BlockedX;value_LeftFooted;value_BlockedY;value_Assisted;value_Blocked;value_RegularPlay;value_GoalmouthZ;value_LowCentre;value_GkY;value_DefBlock;value_Left;value_CornerTaken;value_InSwinger;value_Head;value_BlockedPass;value_IntendedTackleTarget;value_FlickOn;value_IntentionalAssist;value_FirstTouch;value_Right;value_BigChance;value_BoxCentre;value_RightFooted;value_NotVisible;value_KeeperThrow;value_ParriedSafe;value_Standing;value_Hands;value_Injury;value_InjuredPlayerId;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_Stooping;value_Collected;value_OverArm;value_LowRight;value_GoalShotTimestamp;value_GoalShotGameClock;value_RefereeDelay;value_DrinksBreak;value_BoxLeft;value_High;value_FromCorner;value_ShirtPull/Holding;value_Volley;value_BoxRight;value_Reaching;value_OwnPlayer;value_ParriedDanger;value_CloseLeft;value_Minutes;value_OutSwinger;value_YellowCard;value_TacticalFoul;value_OutOfBoxDeepLeft;value_SetPiece;value_SixYardBlocked;value_HighCentre;value_EndType;value_Tactical;value_RecklessOffence;value_CaptainChange;value_TempShotOn;value_OutOfBoxRight;value_FreeKick;value_BlockedCross;value_LowLeft;value_NotAssisted;value_SmallBoxLeft;value_CloseHigh;value_OutOfBoxDeepRight;value_GkKickFromHands;value_GkHoof;value_WeatherProblem;value_RefereeStop;value_ClockAffecting;value_NotPastGoalLine;value_FromShotOffTarget;value_Diving;value_GameEnd;value_Dissent;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2705213443;1;34;16;0;0;1zgjjyruyufrkh4xjvryqsb1i;1;0,0;0,0;2024-08-02T18:07:54.933Z;2024-08-02T20:23:46Z;[{'id': 5128319911, 'qualifierId': 194, 'value': 'cbpm8k301adrmft5fd0kaeiuh'}, {'id': 5127944345, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5127944339, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5127944347, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5127944337, 'qualifierId': 30, 'value': '1ceqwz4ozqi6ft5l4hf5a04r8, 872ifpo3qufi9vv9vy7ty6uj8, 2qz3ojbfedl8psp1tvq0183ro, 81w1fqi66z0ibawynhraybaxg, 3h4x6eh6zkcaww4g6rhkwpbf8, a3qa9kw3vbh8nu5mgns92czro, cbpm8k301adrmft5fd0kaeiuh, 20wmdzih6b1t0ekt1v2qd4b2s, ngmdu10fjli45jvddeljv8yc, 9j3va21w5i9ypf8qmt4g1vggk, 7bodno8j3qjiqp9wy8kobwmqc, 993vihjmsn70q9w237fatzgbu, 15v2azulwhof0p216i7bjp250, dvems493n5l4twsq6cq2fg26s, 5aszabja459117mqykvfpajh0, de6bz3uyz5ta17f0jnnfhzims, d4spt2529fmys8d26x61lk36c, 434xf7moiduhzy9ivp7jxr10, sqm6jwnogmzp7u7rsv3rtel0, ao8lbslcj9wswv1jx15t59444'}, {'id': 5128095169, 'qualifierId': 197, 'value': '23483'}, {'id': 5127944341, 'qualifierId': 59, 'value': '57, 58, 39, 22, 44, 29, 88, 6, 35, 77, 56, 24, 30, 36, 42, 45, 47, 55, 62, 81'}, {'id': 5127944343, 'qualifierId': 130, 'value': '3'}];;;;;ef5l49abdub3dtvmdz7dolatw;Team set up;;;;;;23483,0;;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;;;;;;;;;0;0;0;0;Cincinnati II;0;;
2705214371;1;34;16;0;0;bd0378yx50xpdcgwkt9p9bmz8;1;0,0;0,0;2024-08-02T18:11:10.115Z;2024-08-02T21:08:43Z;[{'id': 5127949833, 'qualifierId': 44, 'value': '1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5127949839, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5127949831, 'qualifierId': 30, 'value': 'b82dmhiv5rfrczfcx26cnvo16, bpr7u1cp7bzt1w2t1tsmru73e, 6ihxsnp8rmyvu0xjm4oquxd04, 8za8xvdiyduedk2i99bdqv4es, 2f5ymqh1j87xhi9ynovnujpm2, 2l6v8ab245wzmb1litvkir1ii, bfm4xr4ue74v0li53slarf9t6, bu0qf3q6j69an4i0gz7xhqcd0, b94wogguhbhpo2mal3pfpo26s, 9asj8t10cvfumot9hr3dprsic, aw0ngrym0lzn2paoz70wtlgyc, 6hq9a0pz5ybc67wdttd54xvbp, 14etj499a213gtgymith3htec, cv05cz78z9nsbgj98hnw7o4yc, bh6ncbb98ru6ox5oth7kle51w, dpijel5jgf0itquzz7ryfju38, dfkazpw3p03p6umdchplgivx0, 2wrsvrjkc77nfo16e6gxjlbtg'}, {'id': 5128092549, 'qualifierId': 197, 'value': '23703'}, {'id': 5128368059, 'qualifierId': 194, 'value': '2l6v8ab245wzmb1litvkir1ii'}, {'id': 5127949835, 'qualifierId': 59, 'value': '30, 43, 64, 48, 38, 96, 49, 52, 35, 44, 77, 40, 50, 60, 61, 68, 80, 98'}, {'id': 5127949841, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5127949837, 'qualifierId': 130, 'value': '18'}];;;;;ef5l49abdub3dtvmdz7dolatw;Team set up;;;;;;23703,0;;18,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;;;;;;;;;0;0;0;0;Philadelphia Union II;0;;
2705241761;2;32;1;0;0;1zgjjyruyufrkh4xjvryqsb1i;1;0,0;0,0;2024-08-02T19:03:41.452Z;2024-08-02T19:03:41Z;[{'id': 5128098653, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;ef5l49abdub3dtvmdz7dolatw;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;;;;;;;;;0;0;0;0;Cincinnati II;0;;
2705241763;2;32;1;0;0;bd0378yx50xpdcgwkt9p9bmz8;1;0,0;0,0;2024-08-02T19:03:41.452Z;2024-08-02T19:03:44Z;[{'id': 5128098677, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;ef5l49abdub3dtvmdz7dolatw;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;;;;;;;;;0;0;0;0;Philadelphia Union II;0;;
2705241785;3;1;1;0;0;1zgjjyruyufrkh4xjvryqsb1i;1;50,0;50,0;2024-08-02T19:03:41.453Z;2024-08-02T19:03:44Z;[{'id': 5128098805, 'qualifierId': 140, 'value': '35.4'}, {'id': 5128098807, 'qualifierId': 141, 'value': '51.3'}, {'id': 5128098813, 'qualifierId': 279, 'value': 'S'}, {'id': 5128098811, 'qualifierId': 213, 'value': '3.08'}, {'id': 5128098803, 'qualifierId': 56, 'value': 'Back'}, {'id': 5128098809, 'qualifierId': 212, 'value': '15.4'}];9j3va21w5i9ypf8qmt4g1vggk;E. Davis;;;ef5l49abdub3dtvmdz7dolatw;Pass;;;;;;;;;;35,4;51,3;;3,08;;15,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;35,4;51,3;;;;;;;0;0;0;0;Cincinnati II;0;FW;1,0
2705241801;4;1;1;0;3;1zgjjyruyufrkh4xjvryqsb1i;1;36,1;56,0;2024-08-02T19:03:44.587Z;2024-08-02T19:03:46Z;[{'id': 5128098897, 'qualifierId': 140, 'value': '38.7'}, {'id': 5128098895, 'qualifierId': 56, 'value': 'Back'}, {'id': 5128098899, 'qualifierId': 141, 'value': '78.0'}, {'id': 5128098901, 'qualifierId': 212, 'value': '15.2'}, {'id': 5128098903, 'qualifierId': 213, 'value': '1.39'}];81w1fqi66z0ibawynhraybaxg;S. Ngabo;;;ef5l49abdub3dtvmdz7dolatw;Pass;;;;;;;;;;38,7;78,0;;1,39;;15,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;38,7;78,0;;;;;;;0;0;0;3;Cincinnati II;3;DMC;1,0
2705241821;5;1;1;0;4;1zgjjyruyufrkh4xjvryqsb1i;1;39,0;79,2;2024-08-02T19:03:46.331Z;2024-08-02T19:03:49Z;[{'id': 5128099027, 'qualifierId': 141, 'value': '93.2'}, {'id': 5128099031, 'qualifierId': 212, 'value': '11.1'}, {'id': 5128099035, 'qualifierId': 213, 'value': '2.11'}, {'id': 5128099023, 'qualifierId': 140, 'value': '33.6'}, {'id': 5128099021, 'qualifierId': 56, 'value': 'Back'}];7bodno8j3qjiqp9wy8kobwmqc;C. Olney;;;ef5l49abdub3dtvmdz7dolatw;Pass;;;;;;;;;;33,6;93,2;;2,11;;11,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;33,6;93,2;;;;;;;0;0;0;4;Cincinnati II;4;ML;1,0
2705241847;6;1;1;0;7;1zgjjyruyufrkh4xjvryqsb1i;1;35,3;88,5;2024-08-02T19:03:49.275Z;2024-08-02T19:03:51Z;[{'id': 5128099141, 'qualifierId': 141, 'value': '65.5'}, {'id': 5128099143, 'qualifierId': 212, 'value': '16.8'}, {'id': 5128099137, 'qualifierId': 56, 'value': 'Back'}, {'id': 5128099145, 'qualifierId': 213, 'value': '4.34'}, {'id': 5128099139, 'qualifierId': 140, 'value': '29.4'}];2qz3ojbfedl8psp1tvq0183ro;F. Westfield;;;ef5l49abdub3dtvmdz7dolatw;Pass;;;;;;;;;;29,4;65,5;;4,34;;16,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;29,4;65,5;;;;;;;0;0;0;7;Cincinnati II;7;DC;1,0
2705241875;7;1;1;0;9;1zgjjyruyufrkh4xjvryqsb1i;0;31,5;58,0;2024-08-02T19:03:51.339Z;2024-08-02T19:03:54Z;[{'id': 5128099309, 'qualifierId': 212, 'value': '30.0'}, {'id': 5128099303, 'qualifierId': 56, 'value': 'Back'}, {'id': 5128099305, 'qualifierId': 140, 'value': '40.9'}, {'id': 5128099307, 'qualifierId': 141, 'value': '16.4'}, {'id': 5128099311, 'qualifierId': 213, 'value': '5.05'}];a3qa9kw3vbh8nu5mgns92czro;O. Makhanya;;;ef5l49abdub3dtvmdz7dolatw;Pass;;;;;;;;;;40,9;16,4;;5,05;;30,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;40,9;16,4;;;;;;;0;0;0;9;Cincinnati II;9;DC;1,0
2705241871;3;8;1;0;12;bd0378yx50xpdcgwkt9p9bmz8;1;53,8;87,1;2024-08-02T19:03:54.053Z;2024-08-02T19:03:54Z;[{'id': 5128099291, 'qualifierId': 56, 'value': 'Left'}];6ihxsnp8rmyvu0xjm4oquxd04;C. Stout;;;ef5l49abdub3dtvmdz7dolatw;Interception;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;away;;;;;;;;;0;0;0;12;Philadelphia Union II;12;DML;1,0
