id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;matchId;type_displayName;value_Resume;value_Involved;value_TeamFormation;value_TeamPlayerFormation;value_Captain;value_TeamKit;value_PlayerPosition;value_JerseyNumber;value_DirectionOfPlay;value_Zone;value_Angle;value_KickOff;value_PassEndY;value_PassEndX;value_Length;value_LongBall;value_Chipped;value_DeletedEventType;value_OppositeRelatedEventId;value_NextEventGoalKick;value_GoalKick;value_Low;value_Launch;value_Offensive;value_Defensive;value_HeadPass;value_IntendedTackleTarget;value_TouchTypeControl;value_TouchTypePass;value_TouchTypeClearance;value_NextEventThrowIn;value_ThrowIn;value_TakeOnOvertake;value_PlayersCaughtOffside;value_FreeKickTaken;value_Indirect;value_Head;value_TakeOnSpace;value_SwitchOfPlay;value_Overrun;value_BlockedPass;value_Foul;value_Direct;value_AttemptedTackle;value_MediumGkIntervention;value_KeeperThrow;value_LayOff;value_OutOfPlay;value_Handball;value_DangerousPlay;value_Shove/Push;value_NotVisible;value_ShirtPull/Holding;value_FlickOn;value_IndividualPlay;value_RightFooted;value_GkY;value_OutOfBoxCentre;value_GkX;value_RegularPlay;value_GoalmouthZ;value_GoalmouthY;value_NotAssisted;value_Right;value_InSwinger;value_Cross;value_HighGkIntervention;value_HighClaim;value_LowGkIntervention;value_DrivenCross;value_LeftFooted;value_Straight;value_Left;value_CornerTaken;value_Assist;value_BlockedX;value_SwerveLeft;value_Assisted;value_BoxLeft;value_Blocked;value_LowRight;value_BlockedY;value_RelatedEventId;value_DefBlock;value_LastLine;value_IntentionalAssist;value_High;value_BoxCentre;value_Dissent;value_YellowCard;value_TacticalFoul;value_FloatedCross;value_SetPiece;value_FirstTouch;value_HighRight;value_SmallBoxLeft;value_GoalDisallowed;value_LeadingToAttempt;value_1On1;value_CloseHigh;value_RelatedError1Id;value_Weak;value_BigChance;value_OutSwinger;value_PullBack;value_Minutes;value_EndType;value_RecklessOffence;value_LowLeft;value_LowCentre;value_Unchallenged;value_OverArm;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_BoxRight;value_Hands;value_Standing;value_Collected;value_Stooping;value_ParriedDanger;value_Fumble;value_PersistentInfringement;value_SecondYellow;value_CaptainChange;value_ParriedSafe;value_Volley;value_BlockedClearance;value_GkYTimeOfGoal;value_GoalShotGameClock;value_GkXTimeOfGoal;value_KeeperTouched;value_GoalShotTimestamp;value_InjuredPlayerId;value_Injury;value_GkKickFromHands;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2703498859;74;1;1;5;53;1pc6sx2h4rp113ldkbp5d2xas;0;71,1;24,4;2024-07-27T00:09:57.470Z;2024-07-27T00:09:58Z;[{'id': 5118428591, 'qualifierId': 140, 'value': '73.2'}, {'id': 5118428597, 'qualifierId': 213, 'value': '1.10'}, {'id': 5118428595, 'qualifierId': 212, 'value': '4.8'}, {'id': 5118428593, 'qualifierId': 141, 'value': '30.7'}, {'id': 5118428589, 'qualifierId': 56, 'value': 'Center'}];1795jw1oc3pkthyq0kqexh65m;B. Fischer;;e8p914erm3l8t24lf3s2cu4gk;Pass;;;;;;;;;;;1,1;;30,7;73,2;4,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;73,2;30,7;;;;;;;0;0;5;53;Colorado Rapids II;353;DMR;1,0
2703498879;61;49;1;5;56;iiolvosiuokkrl5iuoxcjo4p;1;30,2;71,9;2024-07-27T00:10:00.536Z;2024-07-27T00:10:00Z;[];f1oc42nax0yel4gblge49py7e;D. Amadou;;e8p914erm3l8t24lf3s2cu4gk;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;;;;;;;;;0;0;5;56;Minnesota United II;356;MC;1,0
2703498887;62;1;1;5;56;iiolvosiuokkrl5iuoxcjo4p;1;30,2;71,9;2024-07-27T00:10:00.841Z;2024-07-27T00:10:02Z;[{'id': 5118428711, 'qualifierId': 212, 'value': '16.0'}, {'id': 5118428713, 'qualifierId': 213, 'value': '4.53'}, {'id': 5118428705, 'qualifierId': 56, 'value': 'Back'}, {'id': 5118428707, 'qualifierId': 140, 'value': '27.4'}, {'id': 5118428709, 'qualifierId': 141, 'value': '48.7'}];f1oc42nax0yel4gblge49py7e;D. Amadou;;e8p914erm3l8t24lf3s2cu4gk;Pass;;;;;;;;;;;4,53;;48,7;27,4;16,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;27,4;48,7;;;;;;;0;0;5;56;Minnesota United II;356;MC;1,0
2703498897;63;1;1;5;57;iiolvosiuokkrl5iuoxcjo4p;1;27,4;48,7;2024-07-27T00:10:02.230Z;2024-07-27T00:56:56Z;[{'id': 5118428783, 'qualifierId': 212, 'value': '9.4'}, {'id': 5118428781, 'qualifierId': 141, 'value': '44.3'}, {'id': 5118428777, 'qualifierId': 56, 'value': 'Back'}, {'id': 5118428785, 'qualifierId': 213, 'value': '3.47'}, {'id': 5118428779, 'qualifierId': 140, 'value': '18.9'}];7pegcq6kh8s6naujxky714ys4;N. Strellnauer;;e8p914erm3l8t24lf3s2cu4gk;Pass;;;;;;;;;;;3,47;;44,3;18,9;9,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;18,9;44,3;;;;;;;0;0;5;57;Minnesota United II;357;AMR;1,0
2703498899;64;1;1;5;59;iiolvosiuokkrl5iuoxcjo4p;1;18,9;33,8;2024-07-27T00:10:03.963Z;2024-07-27T00:57:05Z;[{'id': 5118532253, 'qualifierId': 141, 'value': '39.3'}, {'id': 5118532249, 'qualifierId': 56, 'value': 'Back'}, {'id': 5118532255, 'qualifierId': 212, 'value': '9.2'}, {'id': 5118532257, 'qualifierId': 213, 'value': '0.42'}, {'id': 5118532251, 'qualifierId': 140, 'value': '26.9'}];4wu5ystem7t4d7veep83j2qne;S. Flores;;e8p914erm3l8t24lf3s2cu4gk;Pass;;;;;;;;;;;0,42;;39,3;26,9;9,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;26,9;39,3;;;;;;;0;0;5;59;Minnesota United II;359;DR;1,0
2703498911;65;1;1;6;1;iiolvosiuokkrl5iuoxcjo4p;1;25,7;40,6;2024-07-27T00:10:05.639Z;2024-07-27T00:10:07Z;[{'id': 5118428847, 'qualifierId': 140, 'value': '17.5'}, {'id': 5118428845, 'qualifierId': 56, 'value': 'Back'}, {'id': 5118428849, 'qualifierId': 141, 'value': '35.6'}, {'id': 5118428853, 'qualifierId': 213, 'value': '3.52'}, {'id': 5118428851, 'qualifierId': 212, 'value': '9.3'}];etyqw24tl6zko0qarctyv6ane;R. Peña;;e8p914erm3l8t24lf3s2cu4gk;Pass;;;;;;;;;;;3,52;;35,6;17,5;9,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;17,5;35,6;;;;;;;0;0;6;1;Minnesota United II;361;MC;1,0
2703498933;66;1;1;6;2;iiolvosiuokkrl5iuoxcjo4p;1;17,5;35,6;2024-07-27T00:10:07.015Z;2024-07-27T00:10:09Z;[{'id': 5118428959, 'qualifierId': 213, 'value': '2.47'}, {'id': 5118428951, 'qualifierId': 56, 'value': 'Back'}, {'id': 5118428957, 'qualifierId': 212, 'value': '11.0'}, {'id': 5118428955, 'qualifierId': 141, 'value': '45.7'}, {'id': 5118428953, 'qualifierId': 140, 'value': '9.3'}];4wu5ystem7t4d7veep83j2qne;S. Flores;;e8p914erm3l8t24lf3s2cu4gk;Pass;;;;;;;;;;;2,47;;45,7;9,3;11,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;9,3;45,7;;;;;;;0;0;6;2;Minnesota United II;362;DR;1,0
2703498951;67;1;1;6;4;iiolvosiuokkrl5iuoxcjo4p;1;9,3;45,7;2024-07-27T00:10:08.887Z;2024-07-27T00:10:13Z;[{'id': 5118429059, 'qualifierId': 212, 'value': '35.7'}, {'id': 5118429063, 'qualifierId': 1}, {'id': 5118429061, 'qualifierId': 213, 'value': '1.08'}, {'id': 5118429055, 'qualifierId': 140, 'value': '25.4'}, {'id': 5118429057, 'qualifierId': 141, 'value': '92.0'}, {'id': 5118429053, 'qualifierId': 56, 'value': 'Back'}];a9w6952jyw6x83gxp94zs8ro4;J. Belluz;;e8p914erm3l8t24lf3s2cu4gk;Pass;;;;;;;;;;;1,08;;92,0;25,4;35,7;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;25,4;92,0;;;;;;;0;0;6;4;Minnesota United II;364;DL;1,0
2703498969;68;1;1;6;8;iiolvosiuokkrl5iuoxcjo4p;1;28,0;92,0;2024-07-27T00:10:13.319Z;2024-07-27T00:10:20Z;[{'id': 5118429177, 'qualifierId': 213, 'value': '3.81'}, {'id': 5118429175, 'qualifierId': 212, 'value': '18.0'}, {'id': 5118429171, 'qualifierId': 140, 'value': '14.6'}, {'id': 5118429173, 'qualifierId': 141, 'value': '75.5'}, {'id': 5118429169, 'qualifierId': 56, 'value': 'Back'}];86piuxs9tep01rcbsp3t8vx90;P. Dormoh;;e8p914erm3l8t24lf3s2cu4gk;Pass;;;;;;;;;;;3,81;;75,5;14,6;18,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;14,6;75,5;;;;;;;0;0;6;8;Minnesota United II;368;DC;1,0
2703498977;69;1;1;6;15;iiolvosiuokkrl5iuoxcjo4p;1;35,5;81,3;2024-07-27T00:10:20.167Z;2024-07-27T00:10:22Z;[{'id': 5118429227, 'qualifierId': 141, 'value': '72.3'}, {'id': 5118429225, 'qualifierId': 140, 'value': '41.4'}, {'id': 5118429223, 'qualifierId': 56, 'value': 'Back'}, {'id': 5118429231, 'qualifierId': 213, 'value': '5.50'}, {'id': 5118429229, 'qualifierId': 212, 'value': '8.7'}];8p3y7tm4lzwp39tojonnohaay;N. Jones;;e8p914erm3l8t24lf3s2cu4gk;Pass;;;;;;;;;;;5,5;;72,3;41,4;8,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;41,4;72,3;;;;;;;0;0;6;15;Minnesota United II;375;DC;1,0
2703498979;70;61;1;6;16;iiolvosiuokkrl5iuoxcjo4p;0;41,4;72,3;2024-07-27T00:10:21.343Z;2024-07-30T06:01:50Z;[{'id': 5118429237, 'qualifierId': 56, 'value': 'Back'}];ew8oodr9hiuqve7xlz24xznfu;M. Vargas;;e8p914erm3l8t24lf3s2cu4gk;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;;;;;;;;;0;0;6;16;Minnesota United II;376;AMC;1,0
2703498985;71;83;1;6;17;iiolvosiuokkrl5iuoxcjo4p;0;41,3;69,6;2024-07-27T00:10:22.079Z;2024-07-30T06:37:12Z;[{'id': 5118429377, 'qualifierId': 399, 'value': 'a4staqjshva5lhcr0dw744nze'}];ew8oodr9hiuqve7xlz24xznfu;M. Vargas;;e8p914erm3l8t24lf3s2cu4gk;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;;;;;;;;;0;0;6;17;Minnesota United II;377;AMC;1,0
2703498981;75;49;1;6;18;1pc6sx2h4rp113ldkbp5d2xas;1;55,8;29,9;2024-07-27T00:10:22.654Z;2024-07-27T00:10:22Z;[];a4staqjshva5lhcr0dw744nze;R. O'Driscoll;;e8p914erm3l8t24lf3s2cu4gk;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;;;;;;;;;0;0;6;18;Colorado Rapids II;378;AMC;1,0
2703498989;76;1;1;6;18;1pc6sx2h4rp113ldkbp5d2xas;1;55,8;29,9;2024-07-27T00:10:22.960Z;2024-07-27T00:10:24Z;[{'id': 5118429277, 'qualifierId': 213, 'value': '0.94'}, {'id': 5118429275, 'qualifierId': 212, 'value': '9.5'}, {'id': 5118429271, 'qualifierId': 140, 'value': '61.1'}, {'id': 5118429269, 'qualifierId': 56, 'value': 'Center'}, {'id': 5118429273, 'qualifierId': 141, 'value': '41.2'}, {'id': 5118429267, 'qualifierId': 155}];a4staqjshva5lhcr0dw744nze;R. O'Driscoll;;e8p914erm3l8t24lf3s2cu4gk;Pass;;;;;;;;;;;0,94;;41,2;61,1;9,5;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;61,1;41,2;;;;;;;0;0;6;18;Colorado Rapids II;378;AMC;1,0
2703498997;77;1;1;6;19;1pc6sx2h4rp113ldkbp5d2xas;1;62,7;40,1;2024-07-27T00:10:24.142Z;2024-07-27T00:10:26Z;[{'id': 5118429319, 'qualifierId': 141, 'value': '46.0'}, {'id': 5118429311, 'qualifierId': 56, 'value': 'Center'}, {'id': 5118429315, 'qualifierId': 140, 'value': '53.8'}, {'id': 5118429327, 'qualifierId': 213, 'value': '2.74'}, {'id': 5118429323, 'qualifierId': 212, 'value': '10.2'}];2pka62t1zg04jwkcx6zbc4wlw;F. McRobb;;e8p914erm3l8t24lf3s2cu4gk;Pass;;;;;;;;;;;2,74;;46,0;53,8;10,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;53,8;46,0;;;;;;;0;0;6;19;Colorado Rapids II;379;DC;1,0
2703499001;78;1;1;6;21;1pc6sx2h4rp113ldkbp5d2xas;1;53,8;46,1;2024-07-27T00:10:25.950Z;2024-07-27T00:10:28Z;[{'id': 5118429343, 'qualifierId': 213, 'value': '0.27'}, {'id': 5118429335, 'qualifierId': 56, 'value': 'Center'}, {'id': 5118429337, 'qualifierId': 140, 'value': '64.0'}, {'id': 5118429341, 'qualifierId': 212, 'value': '11.1'}, {'id': 5118429339, 'qualifierId': 141, 'value': '50.4'}];a4staqjshva5lhcr0dw744nze;R. O'Driscoll;;e8p914erm3l8t24lf3s2cu4gk;Pass;;;;;;;;;;;0,27;;50,4;64,0;11,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;64,0;50,4;;;;;;;0;0;6;21;Colorado Rapids II;381;AMC;1,0
2703499061;79;1;1;6;23;1pc6sx2h4rp113ldkbp5d2xas;1;59,0;43,3;2024-07-27T00:10:27.886Z;2024-07-27T00:10:33Z;[{'id': 5118429619, 'qualifierId': 213, 'value': '5.02'}, {'id': 5118429613, 'qualifierId': 140, 'value': '66.8'}, {'id': 5118429617, 'qualifierId': 212, 'value': '27.3'}, {'id': 5118429611, 'qualifierId': 56, 'value': 'Right'}, {'id': 5118429615, 'qualifierId': 141, 'value': '5.0'}];8hftsf1ff8839jdbe3e6lmm1g;K. Romanshyn;;e8p914erm3l8t24lf3s2cu4gk;Pass;;;;;;;;;;;5,02;;5,0;66,8;27,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;66,8;5,0;;;;;;;0;0;6;23;Colorado Rapids II;383;MC;1,0
2703499071;80;1;1;6;28;1pc6sx2h4rp113ldkbp5d2xas;1;65,4;10,0;2024-07-27T00:10:33.358Z;2024-07-27T00:10:35Z;[{'id': 5118429689, 'qualifierId': 56, 'value': 'Right'}, {'id': 5118429693, 'qualifierId': 141, 'value': '4.4'}, {'id': 5118429697, 'qualifierId': 213, 'value': '5.86'}, {'id': 5118429695, 'qualifierId': 212, 'value': '9.3'}, {'id': 5118429691, 'qualifierId': 140, 'value': '73.5'}];1795jw1oc3pkthyq0kqexh65m;B. Fischer;;e8p914erm3l8t24lf3s2cu4gk;Pass;;;;;;;;;;;5,86;;4,4;73,5;9,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;73,5;4,4;;;;;;;0;0;6;28;Colorado Rapids II;388;DMR;1,0
2703499079;81;1;1;6;30;1pc6sx2h4rp113ldkbp5d2xas;1;72,2;4,6;2024-07-27T00:10:34.990Z;2024-07-27T00:10:36Z;[{'id': 5118429747, 'qualifierId': 213, 'value': '2.96'}, {'id': 5118429745, 'qualifierId': 212, 'value': '12.5'}, {'id': 5118429739, 'qualifierId': 56, 'value': 'Right'}, {'id': 5118429741, 'qualifierId': 140, 'value': '60.5'}, {'id': 5118429743, 'qualifierId': 141, 'value': '8.0'}];1gmj4ge2sog221wqkmap8kidw;A. Martinez;;e8p914erm3l8t24lf3s2cu4gk;Pass;;;;;;;;;;;2,96;;8,0;60,5;12,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;60,5;8,0;;;;;;;0;0;6;30;Colorado Rapids II;390;FW;1,0
2704687099;808;45;1;6;31;iiolvosiuokkrl5iuoxcjo4p;0;39,2;96,8;2024-07-27T00:10:35.408Z;2024-07-30T06:02:52Z;[{'id': 5124963545, 'qualifierId': 56, 'value': 'Back'}, {'id': 5124963551, 'qualifierId': 233, 'value': '880'}, {'id': 5124963549, 'qualifierId': 285}];7gh46rkxaa7trgtp8lf1l591w;F. Núñez;;e8p914erm3l8t24lf3s2cu4gk;Challenge;;;;;;;;;;;;;;;;;;;880,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;;;;;;;;;0;0;6;31;Minnesota United II;391;AML;1,0
2704687097;880;3;1;6;31;1pc6sx2h4rp113ldkbp5d2xas;1;60,8;3,2;2024-07-27T00:10:35.408Z;2024-07-30T06:36:28Z;[{'id': 5124966721, 'qualifierId': 233, 'value': '808'}, {'id': 5124963541, 'qualifierId': 286}, {'id': 5124963537, 'qualifierId': 56, 'value': 'Right'}, {'id': 5124963543, 'qualifierId': 464}];1795jw1oc3pkthyq0kqexh65m;B. Fischer;;e8p914erm3l8t24lf3s2cu4gk;Take On;;;;;;;;;;;;;;;;;;;808,0;;;;;1,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;;;;;;;;;0;0;6;31;Colorado Rapids II;391;DMR;1,0
2703499085;82;1;1;6;32;1pc6sx2h4rp113ldkbp5d2xas;0;65,1;5,0;2024-07-27T00:10:36.702Z;2024-07-27T00:10:38Z;[{'id': 5118429779, 'qualifierId': 56, 'value': 'Right'}, {'id': 5118429783, 'qualifierId': 141, 'value': '14.3'}, {'id': 5118429785, 'qualifierId': 212, 'value': '9.9'}, {'id': 5118429787, 'qualifierId': 213, 'value': '0.69'}, {'id': 5118429781, 'qualifierId': 140, 'value': '72.4'}];1795jw1oc3pkthyq0kqexh65m;B. Fischer;;e8p914erm3l8t24lf3s2cu4gk;Pass;;;;;;;;;;;0,69;;14,3;72,4;9,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;72,4;14,3;;;;;;;0;0;6;32;Colorado Rapids II;392;DMR;1,0
2703499109;72;8;1;6;33;iiolvosiuokkrl5iuoxcjo4p;1;28,6;86,6;2024-07-27T00:10:37.743Z;2024-07-30T06:04:16Z;[{'id': 5118429903, 'qualifierId': 56, 'value': 'Back'}, {'id': 5124963797, 'qualifierId': 385}];f1oc42nax0yel4gblge49py7e;D. Amadou;;e8p914erm3l8t24lf3s2cu4gk;Interception;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;;;;;;;;;0;0;6;33;Minnesota United II;393;MC;1,0
2704687181;881;61;1;6;33;1pc6sx2h4rp113ldkbp5d2xas;1;70,5;18,2;2024-07-27T00:10:38.238Z;2024-07-30T06:04:08Z;[{'id': 5124963765, 'qualifierId': 56, 'value': 'Right'}];f4gpras1h3k8qfz71u84iyyok;W. Schmidt;;e8p914erm3l8t24lf3s2cu4gk;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;;;;;;;;;0;0;6;33;Colorado Rapids II;393;MC;1,0
2704687213;809;49;1;6;33;iiolvosiuokkrl5iuoxcjo4p;1;29,5;81,8;2024-07-27T00:10:38.321Z;2024-07-30T06:04:34Z;[];86piuxs9tep01rcbsp3t8vx90;P. Dormoh;;e8p914erm3l8t24lf3s2cu4gk;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;;;;;;;;;0;0;6;33;Minnesota United II;393;DC;1,0
2703499119;73;1;1;6;34;iiolvosiuokkrl5iuoxcjo4p;1;36,5;94,2;2024-07-27T00:10:39.119Z;2024-07-30T06:04:41Z;[{'id': 5118432315, 'qualifierId': 140, 'value': '39.9'}, {'id': 5118432317, 'qualifierId': 141, 'value': '96.1'}, {'id': 5118432321, 'qualifierId': 213, 'value': '0.35'}, {'id': 5118432313, 'qualifierId': 56, 'value': 'Back'}, {'id': 5118432319, 'qualifierId': 212, 'value': '3.8'}];86piuxs9tep01rcbsp3t8vx90;P. Dormoh;;e8p914erm3l8t24lf3s2cu4gk;Pass;;;;;;;;;;;0,35;;96,1;39,9;3,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;39,9;96,1;;;;;;;0;0;6;34;Minnesota United II;394;DC;1,0
