id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamFormation;value_Resume;value_TeamKit;value_Involved;value_TeamPlayerFormation;value_PlayerPosition;value_JerseyNumber;value_Captain;value_DirectionOfPlay;value_PassEndY;value_Length;value_Zone;value_Angle;value_KickOff;value_PassEndX;value_Chipped;value_LongBall;value_HeadPass;value_TouchTypeClearance;value_Offensive;value_OppositeRelatedEventId;value_Direct;value_Shove/Push;value_Foul;value_Defensive;value_FreeKickTaken;value_SwitchOfPlay;value_Head;value_IntendedTackleTarget;value_DeletedEventType;value_Launch;value_OutOfPlay;value_NextEventThrowIn;value_ThrowIn;value_NextEventGoalKick;value_Low;value_GoalKick;value_ShirtPull/Holding;value_AttemptedTackle;value_Cross;value_RightFooted;value_OutSwinger;value_BlockedPass;value_BlockedCross;value_TakeOnOvertake;value_TouchTypePass;value_TakeOnSpace;value_Left;value_InSwinger;value_CornerTaken;value_LeftFooted;value_LowGkIntervention;value_Assist;value_LowRight;value_BlockedX;value_RelatedEventId;value_IndividualPlay;value_BlockedY;value_RegularPlay;value_GoalmouthY;value_Assisted;value_GoalmouthZ;value_BoxLeft;value_Collected;value_Hands;value_Diving;value_KeeperThrow;value_GoalShotGameClock;value_GkXTimeOfGoal;value_OutOfBoxCentre;value_GkX;value_SwerveRight;value_FirstTouch;value_GkY;value_GkYTimeOfGoal;value_GoalShotTimestamp;value_LowLeft;value_NotAssisted;value_Overrun;value_Injury;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_PlayersCaughtOffside;value_NotVisible;value_Indirect;value_InjuredPlayerId;value_TouchTypeControl;value_Defensive1V1;value_RecklessOffence;value_YellowCard;value_MediumGkIntervention;value_LayOff;value_IntentionalAssist;value_BigChance;value_BoxDeepLeft;value_LowCentre;value_Feet;value_ParriedDanger;value_Stooping;value_NotPastGoalLine;value_BoxCentre;value_Right;value_GkKickFromHands;value_HighGkIntervention;value_HighClaim;value_Handball;value_GoalDisallowed;value_High;value_FlickOn;value_SmallBoxCentre;value_Volley;value_MisHit;value_Minutes;value_EndType;value_Tactical;value_Weak;value_Standing;value_Blocked;value_SetPiece;value_DefBlock;value_CloseRight;value_FreeKick;value_SwerveLeft;value_ParriedSafe;value_Fumble;value_LeadingToGoal;value_FantasyAssistTeam;value_RelatedError1Id;value_FantasyAssistedBy;value_SmallBoxRight;value_FantasyAssistId;value_HighRight;value_FantasyAssistType;value_Deflection;value_TempMissed;value_BoxRight;value_CaptainChange;value_IncorrectOutOfPlayDecision;value_RefereeDelay;value_ObjectThrownOnPitch;value_TimeWasting;value_HighLeft;value_Straight;value_FloatedCross;value_FromCorner;value_CloseHigh;value_ThroughBall;value_1On1;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2681907235;1;34;16;0;0;1pc6sx2h4rp113ldkbp5d2xas;1;0,0;0,0;2024-05-03T22:18:02.730Z;2024-05-10T13:54:07Z;[{'id': 5000069333, 'qualifierId': 130, 'value': '8'}, {'id': 5000069339, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5000069337, 'qualifierId': 197, 'value': '23805'}, {'id': 5000069325, 'qualifierId': 30, 'value': 'dmeyu5u98jwawdkmyv3a0vi8k, 5g3yur7k1fvc47hjz5y2zrze, 2pka62t1zg04jwkcx6zbc4wlw, 69h930ebovyl7rut5dz4r2iok, 9s3boszvqn3fzsx0r1xswqyqy, aqqjtiyr2nayy6rjq6wxk6ec4, iu61re9bbusv2w7fu7w6505w, 6e688gqc8qzt0h9cutptkcd90, 45b72f8szmqnv8tz06j7mj1wq, 8hftsf1ff8839jdbe3e6lmm1g, byelagxi3qg0rb06tjl3fodn8, a4staqjshva5lhcr0dw744nze, 1795jw1oc3pkthyq0kqexh65m, 1unlspl01ht69hrm9apxt4oic, e2olfsduxvaqsx6rdbaasa356, 2ye36bmajaqbiwf8713uocob8, 658tknyb70yhkx52dg4ttngus, a1rc6kukly42y5j5smz3w72tw, btr1fg89bjqk2en1k4vbuxlp0, 9r22tf7lu2q4un35qwfsnpw5w'}, {'id': 5000069335, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5000069329, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5000069331, 'qualifierId': 59, 'value': '61, 12, 39, 36, 40, 23, 90, 42, 29, 38, 57, 34, 35, 43, 44, 46, 47, 48, 52, 60'}, {'id': 5000110367, 'qualifierId': 194, 'value': '2pka62t1zg04jwkcx6zbc4wlw'}];;;;;ckbt7kinldoy3cawkjnrnazo4;Team set up;8,0;;23805,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;;;;;;;;;0;0;0;0;St. Louis City II;0;;
2681907357;1;34;16;0;0;dqx48fglv1l96cyrmjdod0xec;1;0,0;0,0;2024-05-03T22:18:49.433Z;2024-05-10T14:00:25Z;[{'id': 5000069985, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5000069983, 'qualifierId': 130, 'value': '8'}, {'id': 5000083599, 'qualifierId': 194, 'value': '910fd7rfysvvfzp2s1ywna5pm'}, {'id': 5000069987, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5000069981, 'qualifierId': 59, 'value': '55, 33, 99, 43, 40, 72, 75, 49, 80, 41, 59, 42, 46, 50, 56, 64, 71, 77, 88, 94'}, {'id': 5000100541, 'qualifierId': 197, 'value': '15002'}, {'id': 5000069977, 'qualifierId': 30, 'value': '37vbc16ejxmfkssydcdxq69zo, 2dqtrnq0k1fphyw71yh41gvtg, 7zkzjmk1go1u2vi5qkqlmezu, dpedfgxin5nc4qmziaokpmiy2, 910fd7rfysvvfzp2s1ywna5pm, bbnk87q7t8pahznohwjjcvu5m, en6q7ddrr22sz6knipkbqhyw9, 3dyn7hheqvs3gm3m84jrra9lg, f2nvagw4mjjpn1ytj6rdl5ene, 5jigl7kp5d2i5ws1602jm7n1m, 9gswafduy82n4o6f0uk0khhck, 276kl5oc1k19y1linbxml0xec, 9k050zmkegfu3gdw2b4g4uwwk, 9ulwk81vyj5rbz88h62i2ejv8, 92oqt9q51us5rpmqmvvrdso6i, 632mpv8dpnxjm69f8ip1e4l5g, 7h6a0x05z2laewfq7spicxwd0, 8bwjj53jwbsi0emx370uka5g4, 8hg6c5ehhaa37lwduf5977i3u, 4eh46qse8ocmutobremniuolw'}, {'id': 5000069979, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5'}];;;;;ckbt7kinldoy3cawkjnrnazo4;Team set up;8,0;;15002,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;;;;;;;;;0;0;0;0;Minnesota United II;0;;
2681912663;2;32;1;0;0;1pc6sx2h4rp113ldkbp5d2xas;1;0,0;0,0;2024-05-03T23:04:26.241Z;2024-05-10T13:43:32Z;[{'id': 5000101125, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;ckbt7kinldoy3cawkjnrnazo4;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;;;;;;;;;0;0;0;0;St. Louis City II;0;;
2681912657;2;32;1;0;0;dqx48fglv1l96cyrmjdod0xec;1;0,0;0,0;2024-05-03T23:04:26.241Z;2024-05-03T23:04:26Z;[{'id': 5000101107, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;ckbt7kinldoy3cawkjnrnazo4;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;;;;;;;;;0;0;0;0;Minnesota United II;0;;
2681912687;3;1;1;0;0;dqx48fglv1l96cyrmjdod0xec;1;49,8;49,9;2024-05-03T23:04:26.242Z;2024-05-03T23:04:32Z;[{'id': 5000101277, 'qualifierId': 141, 'value': '50.4'}, {'id': 5000101279, 'qualifierId': 212, 'value': '21.6'}, {'id': 5000101273, 'qualifierId': 56, 'value': 'Back'}, {'id': 5000101281, 'qualifierId': 213, 'value': '3.13'}, {'id': 5000101283, 'qualifierId': 279, 'value': 'S'}, {'id': 5000101275, 'qualifierId': 140, 'value': '29.2'}];5jigl7kp5d2i5ws1602jm7n1m;J. Klein;;;ckbt7kinldoy3cawkjnrnazo4;Pass;;;;;;;;;;50,4;21,6;;3,13;;29,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;29,2;50,4;;;;;;;0;0;0;0;Minnesota United II;0;AMC;1,0
2681912689;4;1;1;0;6;dqx48fglv1l96cyrmjdod0xec;0;30,0;48,1;2024-05-03T23:04:32.294Z;2024-05-03T23:04:32Z;[{'id': 5000101295, 'qualifierId': 56, 'value': 'Center'}, {'id': 5000101303, 'qualifierId': 213, 'value': '5.94'}, {'id': 5000101299, 'qualifierId': 141, 'value': '27.3'}, {'id': 5000101297, 'qualifierId': 140, 'value': '68.2'}, {'id': 5000101293, 'qualifierId': 155}, {'id': 5000101305, 'qualifierId': 1}, {'id': 5000101301, 'qualifierId': 212, 'value': '42.5'}];910fd7rfysvvfzp2s1ywna5pm;M. Wentzel;;;ckbt7kinldoy3cawkjnrnazo4;Pass;;;;;;;;;;27,3;42,5;;5,94;;68,2;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;68,2;27,3;;;;;;;0;0;0;6;Minnesota United II;6;DL;1,0
2681912693;3;1;1;0;6;1pc6sx2h4rp113ldkbp5d2xas;1;30,5;85,1;2024-05-03T23:04:32.921Z;2024-05-03T23:04:34Z;[{'id': 5000101333, 'qualifierId': 141, 'value': '75.3'}, {'id': 5000101331, 'qualifierId': 140, 'value': '41.7'}, {'id': 5000101337, 'qualifierId': 213, 'value': '5.77'}, {'id': 5000101329, 'qualifierId': 56, 'value': 'Back'}, {'id': 5000101327, 'qualifierId': 3}, {'id': 5000101335, 'qualifierId': 212, 'value': '13.5'}];2pka62t1zg04jwkcx6zbc4wlw;F. McRobb;;;ckbt7kinldoy3cawkjnrnazo4;Pass;;;;;;;;;;75,3;13,5;;5,77;;41,7;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;41,7;75,3;;;;;;;0;0;0;6;St. Louis City II;6;DC;1,0
2681912697;4;49;1;0;8;1pc6sx2h4rp113ldkbp5d2xas;1;41,7;75,3;2024-05-03T23:04:34.759Z;2024-05-04T00:01:07Z;[];69h930ebovyl7rut5dz4r2iok;M. Khan;;;ckbt7kinldoy3cawkjnrnazo4;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;;;;;;;;;0;0;0;8;St. Louis City II;8;MC;1,0
2681912701;5;1;1;0;8;1pc6sx2h4rp113ldkbp5d2xas;0;42,2;74,8;2024-05-03T23:04:35.063Z;2024-05-04T00:01:04Z;[{'id': 5000101369, 'qualifierId': 56, 'value': 'Center'}, {'id': 5000101375, 'qualifierId': 212, 'value': '14.2'}, {'id': 5000101373, 'qualifierId': 141, 'value': '68.4'}, {'id': 5000101371, 'qualifierId': 140, 'value': '55.1'}, {'id': 5000101377, 'qualifierId': 213, 'value': '5.97'}];69h930ebovyl7rut5dz4r2iok;M. Khan;;;ckbt7kinldoy3cawkjnrnazo4;Pass;;;;;;;;;;68,4;14,2;;5,97;;55,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;55,1;68,4;;;;;;;0;0;0;8;St. Louis City II;8;MC;1,0
2681912705;5;8;1;0;11;dqx48fglv1l96cyrmjdod0xec;1;41,2;31,3;2024-05-03T23:04:37.910Z;2024-05-10T14:01:14Z;[{'id': 5000101387, 'qualifierId': 56, 'value': 'Back'}, {'id': 5016580873, 'qualifierId': 385}];dpedfgxin5nc4qmziaokpmiy2;C. Cilley;;;ckbt7kinldoy3cawkjnrnazo4;Interception;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;;;;;;;;;0;0;0;11;Minnesota United II;11;MC;1,0
