id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;assist;keyPass;matchId;type_displayName;value_PlayerPosition;value_Involved;value_TeamPlayerFormation;value_TeamFormation;value_TeamKit;value_Resume;value_JerseyNumber;value_Captain;value_DirectionOfPlay;value_Zone;value_Length;value_PassEndX;value_KickOff;value_Angle;value_PassEndY;value_LongBall;value_Launch;value_Defensive;value_OppositeRelatedEventId;value_Offensive;value_HeadPass;value_DeletedEventType;value_Chipped;value_FlickOn;value_TouchTypeControl;value_AttemptedTackle;value_Foul;value_Direct;value_FreeKickTaken;value_LayOff;value_NextEventThrowIn;value_ThrowIn;value_TouchTypePass;value_IntendedTackleTarget;value_NextEventGoalKick;value_Low;value_GoalKick;value_BlockedPass;value_OutOfPlay;value_Defensive1V1;value_TakeOnSpace;value_ShirtPull/Holding;value_TakeOnOvertake;value_TouchTypeClearance;value_RelatedEventId;value_YellowCard;value_TacticalFoul;value_SwerveLeft;value_OutOfBoxCentre;value_NotAssisted;value_FreeKick;value_BlockedY;value_GoalmouthZ;value_BlockedX;value_RightFooted;value_LowCentre;value_GoalmouthY;value_Diving;value_Hands;value_ParriedSafe;value_LowGkIntervention;value_Right;value_Left;value_CornerNotTaken;value_Cross;value_OutSwinger;value_CornerTaken;value_HighGkIntervention;value_LeftFooted;value_HighClaim;value_KeeperThrow;value_OverArm;value_LeadingToGoal;value_RegularPlay;value_Assist;value_IntentionalAssist;value_Assisted;value_BigChance;value_GoalShotTimestamp;value_GoalShotGameClock;value_GkX;value_RelatedError1Id;value_Volley;value_GkY;value_GkYTimeOfGoal;value_GkXTimeOfGoal;value_BoxCentre;value_FirstTouch;value_InSwinger;value_Head;value_Unchallenged;value_Straight;value_DrivenCross;value_NotVisible;value_Shove/Push;value_BlockedCross;value_Handball;value_OtherObstacle;value_BallHitsReferee;value_Blocked;value_DefBlock;value_PlayersCaughtOffside;value_Indirect;value_ThroughBall;value_IndividualPlay;value_Deflection;value_LowRight;value_Collected;value_ThrowInSetPiece;value_SixYardBlocked;value_InjuredPlayerId;value_Injury;value_Overrun;value_RecklessOffence;value_SwitchOfPlay;value_OverhitCross;value_PullBack;value_LowLeft;value_BoxLeft;value_Minutes;value_High;value_EndType;value_CloseLeft;value_SavedOffLine;value_LastLine;value_SmallBoxRight;value_Feet;value_Stooping;value_PenaltyTakerId;value_Penalty;value_FantasyAssistType;value_FantasyAssistedBy;value_HighLeft;value_FantasyAssistId;value_CausingPlayer;value_Second(2Nd)OppositeRelatedEventId;value_FantasyAssistTeam;value_Scored;value_FastBreak;value_FromCorner;value_Tactical;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_SmallBoxCentre;value_MediumGkIntervention;value_OtherBodyPart;value_ParriedDanger;value_HighRight;value_HitWoodwork;value_HitRightPost;value_TempShotOn;value_AerialFoul;value_TimeWasting;value_MisHit;value_SetPiece;value_GkHoof;value_HighCentre;value_GoesToPenalties;value_Saved;value_KeeperTouched;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2663283307;220;1;1;21;20;c7c4wwva2u1vb3rr7rwava044;1;95,0;33,7;2024-03-24T21:25:33.200Z;2024-03-24T21:25:35Z;[{'id': 4899404403, 'qualifierId': 141, 'value': '67.0'}, {'id': 4899404407, 'qualifierId': 213, 'value': '1.56'}, {'id': 4899404399, 'qualifierId': 56, 'value': 'Center'}, {'id': 4899404401, 'qualifierId': 140, 'value': '95.3'}, {'id': 4899404405, 'qualifierId': 212, 'value': '22.6'}];1874nj27f507jqja4e8zla1as;B. Destin;;;btn4yv7vq02d43eueyko1nwno;Pass;;;;;;;;;;;22,6;95,3;;1,56;67,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;95,3;67,0;;;;;;;;0;21;20;New York RB II;1280;FW;1,0
2663283345;221;1;1;21;22;c7c4wwva2u1vb3rr7rwava044;1;95,3;67,0;2024-03-24T21:25:35.536Z;2024-03-24T21:25:39Z;[{'id': 4899404519, 'qualifierId': 212, 'value': '12.0'}, {'id': 4899404513, 'qualifierId': 56, 'value': 'Center'}, {'id': 4899404515, 'qualifierId': 140, 'value': '85.3'}, {'id': 4899404521, 'qualifierId': 213, 'value': '2.64'}, {'id': 4899404517, 'qualifierId': 141, 'value': '75.4'}];977s1fxwxwxqbged7jln0nka2;Leo Afonso;;;btn4yv7vq02d43eueyko1nwno;Pass;;;;;;;;;;;12,0;85,3;;2,64;75,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;85,3;75,4;;;;;;;;0;21;22;New York RB II;1282;FWL;1,0
2663283351;222;50;1;21;25;c7c4wwva2u1vb3rr7rwava044;1;89,9;82,8;2024-03-24T21:25:38.907Z;2024-03-24T21:25:41Z;[{'id': 4899404609, 'qualifierId': 233, 'value': '193'}, {'id': 4899404539, 'qualifierId': 56, 'value': 'Left'}, {'id': 4899404541, 'qualifierId': 286}];bn5ic0uuxaupf6hs2tgqqq0b8;S. Morales;;;btn4yv7vq02d43eueyko1nwno;Dispossessed;;;;;;;;;;;;;;;;;;;193,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;;;;0;21;25;New York RB II;1285;MC;1,0
2663283367;193;7;1;21;25;4g68p0t2f5jzhzfr67i2rj1ex;1;10,1;17,2;2024-03-24T21:25:38.908Z;2024-03-27T14:27:43Z;[{'id': 4899404589, 'qualifierId': 56, 'value': 'Back'}, {'id': 4899404591, 'qualifierId': 285}, {'id': 4899404605, 'qualifierId': 233, 'value': '222'}, {'id': 4901969475, 'qualifierId': 383}];es0bxxdxf6bco25evmg19ic4;M. Sofo;;;btn4yv7vq02d43eueyko1nwno;Tackle;;;;;;;;;;;;;;;;;;1,0;222,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;;0;21;25;Inter Miami II;1285;MR;1,0
2663283377;194;49;1;21;27;4g68p0t2f5jzhzfr67i2rj1ex;1;5,6;5,9;2024-03-24T21:25:40.349Z;2024-03-24T21:25:40Z;[];es0bxxdxf6bco25evmg19ic4;M. Sofo;;;btn4yv7vq02d43eueyko1nwno;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;;0;21;27;Inter Miami II;1287;MR;1,0
2663283395;195;3;1;21;28;4g68p0t2f5jzhzfr67i2rj1ex;1;3,7;5,0;2024-03-24T21:25:41.997Z;2024-03-27T14:27:50Z;[{'id': 4899404675, 'qualifierId': 233, 'value': '223'}, {'id': 4901969477, 'qualifierId': 464}, {'id': 4899404669, 'qualifierId': 285}, {'id': 4899404667, 'qualifierId': 56, 'value': 'Back'}];es0bxxdxf6bco25evmg19ic4;M. Sofo;;;btn4yv7vq02d43eueyko1nwno;Take On;;;;;;;;;;;;;;;;;;1,0;223,0;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;;0;21;28;Inter Miami II;1288;MR;1,0
2663283393;223;45;1;21;28;c7c4wwva2u1vb3rr7rwava044;0;96,3;95,0;2024-03-24T21:25:41.997Z;2024-03-24T21:25:44Z;[{'id': 4899404661, 'qualifierId': 286}, {'id': 4899404659, 'qualifierId': 56, 'value': 'Left'}, {'id': 4899404695, 'qualifierId': 233, 'value': '195'}];bn5ic0uuxaupf6hs2tgqqq0b8;S. Morales;;;btn4yv7vq02d43eueyko1nwno;Challenge;;;;;;;;;;;;;;;;;;;195,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;;;;0;21;28;New York RB II;1288;MC;1,0
2663283405;196;1;1;21;30;4g68p0t2f5jzhzfr67i2rj1ex;1;5,6;16,7;2024-03-24T21:25:43.420Z;2024-03-24T21:25:44Z;[{'id': 4899404729, 'qualifierId': 212, 'value': '9.3'}, {'id': 4899404723, 'qualifierId': 56, 'value': 'Back'}, {'id': 4899404731, 'qualifierId': 213, 'value': '1.58'}, {'id': 4899404727, 'qualifierId': 141, 'value': '30.4'}, {'id': 4899404725, 'qualifierId': 140, 'value': '5.5'}];es0bxxdxf6bco25evmg19ic4;M. Sofo;;;btn4yv7vq02d43eueyko1nwno;Pass;;;;;;;;;;;9,3;5,5;;1,58;30,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;5,5;30,4;;;;;;;;0;21;30;Inter Miami II;1290;MR;1,0
2663283439;197;1;1;21;31;4g68p0t2f5jzhzfr67i2rj1ex;0;4,6;28,0;2024-03-24T21:25:44.732Z;2024-03-24T21:25:46Z;[{'id': 4899404833, 'qualifierId': 56, 'value': 'Back'}, {'id': 4899404843, 'qualifierId': 212, 'value': '33.3'}, {'id': 4899404845, 'qualifierId': 213, 'value': '5.65'}, {'id': 4899404847, 'qualifierId': 1}, {'id': 4899404837, 'qualifierId': 140, 'value': '30.2'}, {'id': 4899404841, 'qualifierId': 141, 'value': '0.0'}, {'id': 4899404831, 'qualifierId': 157}];59kitnlge8bjsxmhy850bsutw;J. Gutierrez;;;btn4yv7vq02d43eueyko1nwno;Pass;;;;;;;;;;;33,3;30,2;;5,65;0,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;30,2;0,0;;;;;;;;0;21;31;Inter Miami II;1291;DL;1,0
2663283443;198;5;1;21;33;4g68p0t2f5jzhzfr67i2rj1ex;0;30,1;-1,5;2024-03-24T21:25:46.442Z;2024-03-24T21:26:04Z;[{'id': 4899404851, 'qualifierId': 347}, {'id': 4899405259, 'qualifierId': 233, 'value': '224'}, {'id': 4899404849, 'qualifierId': 56, 'value': 'Back'}];59kitnlge8bjsxmhy850bsutw;J. Gutierrez;;;btn4yv7vq02d43eueyko1nwno;Out;;;;;;;;;;;;;;;;;;;224,0;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;;0;21;33;Inter Miami II;1293;DL;1,0
2663283525;224;5;1;21;33;c7c4wwva2u1vb3rr7rwava044;1;69,9;101,5;2024-03-24T21:25:46.442Z;2024-03-24T21:54:17Z;[{'id': 4899405241, 'qualifierId': 56, 'value': 'Left'}, {'id': 4899405243, 'qualifierId': 347}, {'id': 4899405249, 'qualifierId': 233, 'value': '198'}];bn5ic0uuxaupf6hs2tgqqq0b8;S. Morales;;;btn4yv7vq02d43eueyko1nwno;Out;;;;;;;;;;;;;;;;;;;198,0;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;;;;0;21;33;New York RB II;1293;MC;1,0
2663283527;225;1;1;21;47;c7c4wwva2u1vb3rr7rwava044;1;67,2;100,0;2024-03-24T21:26:00.785Z;2024-03-27T14:28:33Z;[{'id': 4899405265, 'qualifierId': 140, 'value': '80.8'}, {'id': 4899407203, 'qualifierId': 189}, {'id': 4899405263, 'qualifierId': 56, 'value': 'Center'}, {'id': 4899405269, 'qualifierId': 212, 'value': '23.0'}, {'id': 4899405271, 'qualifierId': 213, 'value': '5.38'}, {'id': 4899405261, 'qualifierId': 107}, {'id': 4901969483, 'qualifierId': 1}, {'id': 4899405267, 'qualifierId': 141, 'value': '75.0'}];9hxomhr5g6zy05ei4z4lhrklw;S. Basabe;;;btn4yv7vq02d43eueyko1nwno;Pass;;;;;;;;;;;23,0;80,8;;5,38;75,0;1,0;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;80,8;75,0;;;;;;;;0;21;47;New York RB II;1307;DC;1,0
2663762323;1036;61;1;21;48;c7c4wwva2u1vb3rr7rwava044;1;77,7;70,3;2024-03-24T21:26:01.273Z;2024-03-27T14:28:39Z;[{'id': 4901969487, 'qualifierId': 56, 'value': 'Center'}, {'id': 4901969491, 'qualifierId': 189}];cr0qx5v3zpktzejoh6f6kyzv8;J. Pymm;;;btn4yv7vq02d43eueyko1nwno;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;;;;0;21;48;New York RB II;1308;FWR;1,0
2663283531;199;1;1;21;49;4g68p0t2f5jzhzfr67i2rj1ex;0;35,3;28,5;2024-03-24T21:26:02.997Z;2024-03-27T14:28:51Z;[{'id': 4899405293, 'qualifierId': 212, 'value': '0.9'}, {'id': 4899405853, 'qualifierId': 233, 'value': '227'}, {'id': 4899405295, 'qualifierId': 213, 'value': '0.31'}, {'id': 4899405287, 'qualifierId': 56, 'value': 'Back'}, {'id': 4899405857, 'qualifierId': 286}, {'id': 4899405851, 'qualifierId': 236}, {'id': 4899405289, 'qualifierId': 140, 'value': '36.1'}, {'id': 4899405291, 'qualifierId': 141, 'value': '28.9'}];8q2wozyqz4nveabn71hc614dm;S. Sserwadda;;;btn4yv7vq02d43eueyko1nwno;Pass;;;;;;;;;;;0,9;36,1;;0,31;28,9;;;;227,0;1,0;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;36,1;28,9;;;;;;;;0;21;49;Inter Miami II;1309;MC;1,0
2663283587;227;74;1;21;49;c7c4wwva2u1vb3rr7rwava044;1;69,0;79,0;2024-03-24T21:26:02.998Z;2024-03-24T21:52:57Z;[{'id': 4899405867, 'qualifierId': 233, 'value': '199'}, {'id': 4899405585, 'qualifierId': 56, 'value': 'Left'}, {'id': 4899405589, 'qualifierId': 285}];cjjvy22j5q0piz5omn2tf18us;Pep Casas;;;btn4yv7vq02d43eueyko1nwno;Blocked Pass;;;;;;;;;;;;;;;;;;1,0;199,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;;;;0;21;49;New York RB II;1309;MC;1,0
2663283557;201;43;1;21;54;4g68p0t2f5jzhzfr67i2rj1ex;1;0,0;0,0;2024-03-24T21:26:07.536Z;2024-03-24T21:27:47Z;[{'id': 4899408355, 'qualifierId': 144, 'value': '81'}, {'id': 4899405441, 'qualifierId': 380, 'value': '0'}];;;;;btn4yv7vq02d43eueyko1nwno;Deleted event;;;;;;;;;;;;;;;;;;;;;;81,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;;0;21;54;Inter Miami II;1314;;
2663284189;255;81;1;21;55;c7c4wwva2u1vb3rr7rwava044;0;85,6;47,6;2024-03-24T21:26:08.798Z;2024-03-24T21:28:04Z;[{'id': 4899408657, 'qualifierId': 380}];;;;;btn4yv7vq02d43eueyko1nwno;Obstacle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;;;;0;21;55;New York RB II;1315;;
2663283583;202;43;1;22;1;4g68p0t2f5jzhzfr67i2rj1ex;1;0,0;0,0;2024-03-24T21:26:14.136Z;2024-03-27T14:29:27Z;[{'id': 4901969503, 'qualifierId': 144, 'value': '27'}, {'id': 4899405683, 'qualifierId': 233, 'value': '228'}];;;;;btn4yv7vq02d43eueyko1nwno;Deleted event;;;;;;;;;;;;;;;;;;;228,0;;;27,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;;0;22;1;Inter Miami II;1321;;
2663283611;228;43;1;22;1;c7c4wwva2u1vb3rr7rwava044;1;0,0;0,0;2024-03-24T21:26:14.136Z;2024-03-27T14:29:31Z;[{'id': 4901969507, 'qualifierId': 144, 'value': '27'}];;;;;btn4yv7vq02d43eueyko1nwno;Deleted event;;;;;;;;;;;;;;;;;;;;;;27,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;;;;0;22;1;New York RB II;1321;;
2663283667;203;43;1;22;4;4g68p0t2f5jzhzfr67i2rj1ex;1;0,0;0,0;2024-03-24T21:26:17.922Z;2024-03-27T14:29:18Z;[{'id': 4899446623, 'qualifierId': 233, 'value': '229'}, {'id': 4899406013, 'qualifierId': 55, 'value': '202'}, {'id': 4901969497, 'qualifierId': 144, 'value': '28'}];;;;;btn4yv7vq02d43eueyko1nwno;Deleted event;;;;;;;;;;;;;;;;;;;229,0;;;28,0;;;;;;;;;;;;;;;;;;;;;;;202,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;202,0;;;0;22;4;Inter Miami II;1324;;
2663283615;229;43;1;22;4;c7c4wwva2u1vb3rr7rwava044;1;0,0;0,0;2024-03-24T21:26:17.922Z;2024-03-27T14:29:25Z;[{'id': 4901969501, 'qualifierId': 144, 'value': '28'}, {'id': 4899405707, 'qualifierId': 55, 'value': '228'}];;;;;btn4yv7vq02d43eueyko1nwno;Deleted event;;;;;;;;;;;;;;;;;;;;;;28,0;;;;;;;;;;;;;;;;;;;;;;;228,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;228,0;;;0;22;4;New York RB II;1324;;
2663283663;230;68;1;22;16;c7c4wwva2u1vb3rr7rwava044;1;67,8;71,1;2024-03-24T21:26:29.298Z;2024-03-24T21:28:00Z;[{'id': 4899408707, 'qualifierId': 354}];;;;;btn4yv7vq02d43eueyko1nwno;Referee Drop Ball;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;;;;0;22;16;New York RB II;1336;;
2663283675;204;68;1;22;18;4g68p0t2f5jzhzfr67i2rj1ex;0;35,4;34,0;2024-03-24T21:26:31.102Z;2024-03-24T21:26:44Z;[{'id': 4899406531, 'qualifierId': 354}];;;;;btn4yv7vq02d43eueyko1nwno;Referee Drop Ball;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;;0;22;18;Inter Miami II;1338;;
2663283685;231;1;1;22;19;c7c4wwva2u1vb3rr7rwava044;1;68,8;71,1;2024-03-24T21:26:32.386Z;2024-03-27T14:29:38Z;[{'id': 4899406093, 'qualifierId': 213, 'value': '4.07'}, {'id': 4899406085, 'qualifierId': 56, 'value': 'Center'}, {'id': 4899406087, 'qualifierId': 140, 'value': '64.7'}, {'id': 4899406089, 'qualifierId': 141, 'value': '62.6'}, {'id': 4899406091, 'qualifierId': 212, 'value': '7.2'}];cjjvy22j5q0piz5omn2tf18us;Pep Casas;;;btn4yv7vq02d43eueyko1nwno;Pass;;;;;;;;;;;7,2;64,7;;4,07;62,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;64,7;62,6;;;;;;;;0;22;19;New York RB II;1339;MC;1,0
2663283697;232;1;1;22;19;c7c4wwva2u1vb3rr7rwava044;1;61,3;61,2;2024-03-24T21:26:33.058Z;2024-03-24T21:26:35Z;[{'id': 4899406169, 'qualifierId': 140, 'value': '63.9'}, {'id': 4899406173, 'qualifierId': 212, 'value': '10.7'}, {'id': 4899406175, 'qualifierId': 213, 'value': '1.31'}, {'id': 4899406167, 'qualifierId': 56, 'value': 'Center'}, {'id': 4899406171, 'qualifierId': 141, 'value': '76.4'}];bmuuex6k6mwfnqmvvq4ai0f10;Y. Bright;;;btn4yv7vq02d43eueyko1nwno;Pass;;;;;;;;;;;10,7;63,9;;1,31;76,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;63,9;76,4;;;;;;;;0;22;19;New York RB II;1339;MC;1,0
2663283707;233;1;1;22;21;c7c4wwva2u1vb3rr7rwava044;1;63,8;76,4;2024-03-24T21:26:34.946Z;2024-03-24T21:26:35Z;[{'id': 4899406205, 'qualifierId': 56, 'value': 'Center'}, {'id': 4899406211, 'qualifierId': 212, 'value': '6.5'}, {'id': 4899406207, 'qualifierId': 140, 'value': '59.2'}, {'id': 4899406209, 'qualifierId': 141, 'value': '70.0'}, {'id': 4899406213, 'qualifierId': 213, 'value': '3.87'}];9hxomhr5g6zy05ei4z4lhrklw;S. Basabe;;;btn4yv7vq02d43eueyko1nwno;Pass;;;;;;;;;;;6,5;59,2;;3,87;70,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;59,2;70,0;;;;;;;;0;22;21;New York RB II;1341;DC;1,0
