id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamKit;value_Involved;value_PlayerPosition;value_JerseyNumber;value_Resume;value_TeamFormation;value_Captain;value_TeamPlayerFormation;value_DirectionOfPlay;value_Angle;value_Zone;value_PassEndY;value_PassEndX;value_Length;value_KickOff;value_LongBall;value_TouchTypeClearance;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_Offensive;value_Defensive;value_HeadPass;value_OutOfPlay;value_DeletedEventType;value_Launch;value_MediumGkIntervention;value_GkKickFromHands;value_BlockedPass;value_Shove/Push;value_Direct;value_Foul;value_FreeKickTaken;value_Chipped;value_TakeOnOvertake;value_TouchTypePass;value_Cross;value_OutSwinger;value_RightFooted;value_Head;value_NotAssisted;value_LeftFooted;value_LowLeft;value_OutOfBoxCentre;value_RegularPlay;value_Blocked;value_GkX;value_GoalmouthZ;value_BlockedY;value_GoalmouthY;value_BlockedX;value_GkY;value_IndividualPlay;value_DefBlock;value_IntendedTackleTarget;value_ThroughBall;value_LastLine;value_TouchTypeControl;value_Right;value_Left;value_InSwinger;value_CornerTaken;value_Assist;value_RelatedEventId;value_Assisted;value_CloseLeft;value_FromCorner;value_NextEventGoalKick;value_GoalKick;value_High;value_TakeOnSpace;value_HighRight;value_SwerveLeft;value_Handball;value_LowGkIntervention;value_KeeperThrow;value_AttemptedTackle;value_SwitchOfPlay;value_Low;value_IntentionalAssist;value_GoalShotGameClock;value_GoalShotTimestamp;value_BoxCentre;value_FirstTouch;value_GkYTimeOfGoal;value_GkXTimeOfGoal;value_SwerveRight;value_LayOff;value_FlickOn;value_PlayersCaughtOffside;value_NotVisible;value_Indirect;value_RecklessOffence;value_YellowCard;value_Injury;value_InjuredPlayerId;value_AerialFoul;value_BlockedClearance;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_ShirtPull/Holding;value_LowCentre;value_HighClaim;value_RefereeDelay;value_DrinksBreak;value_HighCentre;value_Collected;value_Standing;value_Hands;value_Minutes;value_LowRight;value_Diving;value_Fingertip;value_SetPiece;value_BoxRight;value_EndType;value_FastBreak;value_BoxLeft;value_BigChance;value_Feet;value_Sliding;value_ParriedDanger;value_VideoCoverageLost;value_Overrun;value_OverhitCross;value_MisHit;value_Straight;value_FloatedCross;value_OverArm;value_Tactical;value_BoxDeepRight;value_HighLeft;value_SmallBoxRight;value_CloseRight;value_LeadingToGoal;value_KeeperTouched;value_RelatedError1Id;value_HitWoodwork;value_FreeKick;value_HitLeftPost;value_Reaching;value_HighGkIntervention;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2692508123;1;34;16;0;0;1zgjjyruyufrkh4xjvryqsb1i;1;0,0;0,0;2024-05-26T20:07:37.215Z;2024-05-26T23:39:06Z;[{'id': 5057987593, 'qualifierId': 197, 'value': '23521'}, {'id': 5057826373, 'qualifierId': 30, 'value': '2y9o7d8tm1f8fnp6jewxzifis, 15v2azulwhof0p216i7bjp250, 2qz3ojbfedl8psp1tvq0183ro, 81w1fqi66z0ibawynhraybaxg, 3h4x6eh6zkcaww4g6rhkwpbf8, a3qa9kw3vbh8nu5mgns92czro, cjhjwaelyypl3ca9gpzu61vys, 45v94x6b8g7n4xa3lsfdp6pzo, 9j3va21w5i9ypf8qmt4g1vggk, de6bz3uyz5ta17f0jnnfhzims, 7bodno8j3qjiqp9wy8kobwmqc, ngmdu10fjli45jvddeljv8yc, 5aszabja459117mqykvfpajh0, 82h370aim64ufe2pugftbfxg4, 1ceqwz4ozqi6ft5l4hf5a04r8, 872ifpo3qufi9vv9vy7ty6uj8, cbpm8k301adrmft5fd0kaeiuh, c59pt9nvdpxlp6xvs78un16hg, 20wmdzih6b1t0ekt1v2qd4b2s'}, {'id': 5057826375, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5057826377, 'qualifierId': 59, 'value': '76, 30, 39, 22, 44, 29, 38, 41, 77, 45, 56, 35, 42, 43, 57, 58, 88, 98, 6'}, {'id': 5057826383, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5057826379, 'qualifierId': 130, 'value': '3'}, {'id': 5058287473, 'qualifierId': 194, 'value': '2y9o7d8tm1f8fnp6jewxzifis'}, {'id': 5057826381, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0'}];;;;;d1dfjadu57a6m4uh2jwpwi3h0;Team set up;23521,0;;;;;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;0;0;0;0;New York RB II;0;;
2692509317;1;34;16;0;0;4g68p0t2f5jzhzfr67i2rj1ex;1;0,0;0,0;2024-05-26T20:09:46.972Z;2024-05-26T23:38:11Z;[{'id': 5057833011, 'qualifierId': 59, 'value': '21, 34, 24, 65, 27, 23, 82, 91, 37, 16, 79, 35, 44, 50, 76, 77, 90, 97'}, {'id': 5057985639, 'qualifierId': 197, 'value': '23373'}, {'id': 5057833013, 'qualifierId': 130, 'value': '2'}, {'id': 5057833017, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5057833015, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5057833007, 'qualifierId': 30, 'value': 'bvtvko74cyeqe297mp6shrf2s, 59kitnlge8bjsxmhy850bsutw, nhhmltlm3ayn7vqmp6etck5w, 8q2wozyqz4nveabn71hc614dm, e23u0x31okggroh6dkoqx5fdg, e2tuar1frliervcr2mnmvfspg, afqry84j23xgkhqryrontj190, 5u3ohty1lsm0fn2ltez4g7o5w, es0bxxdxf6bco25evmg19ic4, 8y7kqet5swj9dmqama0z5ngus, e4rpnf90oa672lcm8ego7vllg, gz9dek1oxgman9jslfku0zmy, 8u0efvao8rym6mdx0tl0h0qac, 4gp2d7oltfq4uwzj78gr6q9sk, 35eyloaqnyzxecdatlfdqfbis, 80p7shawtxjiydizsg5fo5a1g, ov4fk38lrcculu6tdbnrto2c, 4akvdujqbywk628gok9xbh2j8'}, {'id': 5057833009, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5058285669, 'qualifierId': 194, 'value': 'bvtvko74cyeqe297mp6shrf2s'}];;;;;d1dfjadu57a6m4uh2jwpwi3h0;Team set up;23373,0;;;;;2,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;0;0;0;0;Philadelphia Union II;0;;
2692537239;2;32;1;0;0;4g68p0t2f5jzhzfr67i2rj1ex;1;0,0;0,0;2024-05-26T21:03:50.343Z;2024-05-31T07:26:58Z;[{'id': 5057986625, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;d1dfjadu57a6m4uh2jwpwi3h0;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;0;0;0;0;Philadelphia Union II;0;;
2692537237;2;32;1;0;0;1zgjjyruyufrkh4xjvryqsb1i;1;0,0;0,0;2024-05-26T21:03:50.343Z;2024-05-26T21:03:50Z;[{'id': 5057986621, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;d1dfjadu57a6m4uh2jwpwi3h0;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;0;0;0;0;New York RB II;0;;
2692537263;3;1;1;0;0;1zgjjyruyufrkh4xjvryqsb1i;1;50,2;49,7;2024-05-26T21:03:50.344Z;2024-05-26T21:58:33Z;[{'id': 5057986741, 'qualifierId': 213, 'value': '3.41'}, {'id': 5057986733, 'qualifierId': 56, 'value': 'Back'}, {'id': 5057986737, 'qualifierId': 141, 'value': '45.8'}, {'id': 5057986735, 'qualifierId': 140, 'value': '41.1'}, {'id': 5057986739, 'qualifierId': 212, 'value': '9.9'}, {'id': 5057986743, 'qualifierId': 279, 'value': 'S'}];9j3va21w5i9ypf8qmt4g1vggk;E. Davis;;;d1dfjadu57a6m4uh2jwpwi3h0;Pass;;;;;;;;;;3,41;;45,8;41,1;9,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;41,1;45,8;;;;;;;0;0;0;0;New York RB II;0;FW;1,0
2692537275;4;1;1;0;4;1zgjjyruyufrkh4xjvryqsb1i;1;40,0;44,6;2024-05-26T21:03:54.906Z;2024-05-26T21:58:32Z;[{'id': 5057986781, 'qualifierId': 141, 'value': '96.6'}, {'id': 5057986777, 'qualifierId': 56, 'value': 'Back'}, {'id': 5057986787, 'qualifierId': 1}, {'id': 5057986785, 'qualifierId': 213, 'value': '1.86'}, {'id': 5057986779, 'qualifierId': 140, 'value': '29.8'}, {'id': 5057986783, 'qualifierId': 212, 'value': '36.9'}];45v94x6b8g7n4xa3lsfdp6pzo;D. Vazquez;;;d1dfjadu57a6m4uh2jwpwi3h0;Pass;;;;;;;;;;1,86;;96,6;29,8;36,9;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;29,8;96,6;;;;;;;0;0;0;4;New York RB II;4;AMC;1,0
2692537277;5;1;1;0;6;1zgjjyruyufrkh4xjvryqsb1i;0;29,8;96,8;2024-05-26T21:03:56.475Z;2024-05-26T21:58:32Z;[{'id': 5057986799, 'qualifierId': 213, 'value': '6.06'}, {'id': 5057986793, 'qualifierId': 140, 'value': '36.6'}, {'id': 5057986791, 'qualifierId': 56, 'value': 'Back'}, {'id': 5057986797, 'qualifierId': 212, 'value': '7.3'}, {'id': 5057986795, 'qualifierId': 141, 'value': '94.4'}];2qz3ojbfedl8psp1tvq0183ro;F. Westfield;;;d1dfjadu57a6m4uh2jwpwi3h0;Pass;;;;;;;;;;6,06;;94,4;36,6;7,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;36,6;94,4;;;;;;;0;0;0;6;New York RB II;6;DC;1,0
2692537287;3;8;1;0;6;4g68p0t2f5jzhzfr67i2rj1ex;1;61,4;4,3;2024-05-26T21:03:56.908Z;2024-05-31T07:41:02Z;[{'id': 5062630081, 'qualifierId': 385}, {'id': 5057986893, 'qualifierId': 56, 'value': 'Right'}];afqry84j23xgkhqryrontj190;I. Kasule;;;d1dfjadu57a6m4uh2jwpwi3h0;Interception;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;0;0;0;6;Philadelphia Union II;6;MR;1,0
2692537293;4;5;1;0;7;4g68p0t2f5jzhzfr67i2rj1ex;0;61,8;-1,6;2024-05-26T21:03:57.659Z;2024-05-26T21:22:44Z;[{'id': 5057986933, 'qualifierId': 56, 'value': 'Right'}, {'id': 5057986935, 'qualifierId': 347}, {'id': 5057986985, 'qualifierId': 233, 'value': '6'}];afqry84j23xgkhqryrontj190;I. Kasule;;;d1dfjadu57a6m4uh2jwpwi3h0;Out;;;;;;;;;;;;;;;;;;1,0;6,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;0;0;0;7;Philadelphia Union II;7;MR;1,0
2692537289;6;5;1;0;7;1zgjjyruyufrkh4xjvryqsb1i;1;38,2;101,6;2024-05-26T21:03:57.659Z;2024-05-26T21:21:31Z;[{'id': 5057986911, 'qualifierId': 347}, {'id': 5057986973, 'qualifierId': 233, 'value': '4'}, {'id': 5057986909, 'qualifierId': 56, 'value': 'Back'}];2qz3ojbfedl8psp1tvq0183ro;F. Westfield;;;d1dfjadu57a6m4uh2jwpwi3h0;Out;;;;;;;;;;;;;;;;;;1,0;4,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;0;0;0;7;New York RB II;7;DC;1,0
