id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamKit;value_Involved;value_PlayerPosition;value_JerseyNumber;value_Resume;value_TeamFormation;value_Captain;value_TeamPlayerFormation;value_DirectionOfPlay;value_Angle;value_Zone;value_PassEndY;value_PassEndX;value_Length;value_KickOff;value_LongBall;value_TouchTypeClearance;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_Offensive;value_Defensive;value_HeadPass;value_OutOfPlay;value_DeletedEventType;value_Launch;value_MediumGkIntervention;value_GkKickFromHands;value_BlockedPass;value_Shove/Push;value_Direct;value_Foul;value_FreeKickTaken;value_Chipped;value_TakeOnOvertake;value_TouchTypePass;value_Cross;value_OutSwinger;value_RightFooted;value_Head;value_NotAssisted;value_LeftFooted;value_LowLeft;value_OutOfBoxCentre;value_RegularPlay;value_Blocked;value_GkX;value_GoalmouthZ;value_BlockedY;value_GoalmouthY;value_BlockedX;value_GkY;value_IndividualPlay;value_DefBlock;value_IntendedTackleTarget;value_ThroughBall;value_LastLine;value_TouchTypeControl;value_Right;value_Left;value_InSwinger;value_CornerTaken;value_Assist;value_RelatedEventId;value_Assisted;value_CloseLeft;value_FromCorner;value_NextEventGoalKick;value_GoalKick;value_High;value_TakeOnSpace;value_HighRight;value_SwerveLeft;value_Handball;value_LowGkIntervention;value_KeeperThrow;value_AttemptedTackle;value_SwitchOfPlay;value_Low;value_IntentionalAssist;value_GoalShotGameClock;value_GoalShotTimestamp;value_BoxCentre;value_FirstTouch;value_GkYTimeOfGoal;value_GkXTimeOfGoal;value_SwerveRight;value_LayOff;value_FlickOn;value_PlayersCaughtOffside;value_NotVisible;value_Indirect;value_RecklessOffence;value_YellowCard;value_Injury;value_InjuredPlayerId;value_AerialFoul;value_BlockedClearance;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_ShirtPull/Holding;value_LowCentre;value_HighClaim;value_RefereeDelay;value_DrinksBreak;value_HighCentre;value_Collected;value_Standing;value_Hands;value_Minutes;value_LowRight;value_Diving;value_Fingertip;value_SetPiece;value_BoxRight;value_EndType;value_FastBreak;value_BoxLeft;value_BigChance;value_Feet;value_Sliding;value_ParriedDanger;value_VideoCoverageLost;value_Overrun;value_OverhitCross;value_MisHit;value_Straight;value_FloatedCross;value_OverArm;value_Tactical;value_BoxDeepRight;value_HighLeft;value_SmallBoxRight;value_CloseRight;value_LeadingToGoal;value_KeeperTouched;value_RelatedError1Id;value_HitWoodwork;value_FreeKick;value_HitLeftPost;value_Reaching;value_HighGkIntervention;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2692537355;7;1;1;0;13;1zgjjyruyufrkh4xjvryqsb1i;1;54,7;100,0;2024-05-26T21:04:03.562Z;2024-05-26T21:04:06Z;[{'id': 5057987255, 'qualifierId': 107}, {'id': 5057987257, 'qualifierId': 56, 'value': 'Left'}, {'id': 5057987265, 'qualifierId': 213, 'value': '5.91'}, {'id': 5057987263, 'qualifierId': 212, 'value': '20.8'}, {'id': 5057987261, 'qualifierId': 141, 'value': '89.9'}, {'id': 5057987259, 'qualifierId': 140, 'value': '73.2'}];2qz3ojbfedl8psp1tvq0183ro;F. Westfield;;;d1dfjadu57a6m4uh2jwpwi3h0;Pass;;;;;;;;;;5,91;;89,9;73,2;20,8;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;73,2;89,9;;;;;;;0;0;0;13;New York RB II;13;DC;1,0
2692537359;8;44;1;0;16;1zgjjyruyufrkh4xjvryqsb1i;1;74,2;89,9;2024-05-26T21:04:06.714Z;2024-05-26T21:04:08Z;[{'id': 5057987279, 'qualifierId': 56, 'value': 'Left'}, {'id': 5057987281, 'qualifierId': 286}, {'id': 5057987311, 'qualifierId': 233, 'value': '5'}];9j3va21w5i9ypf8qmt4g1vggk;E. Davis;;;d1dfjadu57a6m4uh2jwpwi3h0;Aerial;;;;;;;;;;;;;;;;;;;5,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;0;0;0;16;New York RB II;16;FW;1,0
2692537357;5;44;1;0;16;4g68p0t2f5jzhzfr67i2rj1ex;0;25,8;10,1;2024-05-26T21:04:06.715Z;2024-05-26T21:04:08Z;[{'id': 5057987319, 'qualifierId': 233, 'value': '8'}, {'id': 5057987277, 'qualifierId': 285}, {'id': 5057987275, 'qualifierId': 56, 'value': 'Back'}];e23u0x31okggroh6dkoqx5fdg;D. Alexandre;;;d1dfjadu57a6m4uh2jwpwi3h0;Aerial;;;;;;;;;;;;;;;;;;;8,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;0;0;0;16;Philadelphia Union II;16;DL;1,0
2692537363;9;1;1;0;17;1zgjjyruyufrkh4xjvryqsb1i;0;73,2;89,3;2024-05-26T21:04:07.450Z;2024-05-26T21:04:07Z;[{'id': 5057987295, 'qualifierId': 3}, {'id': 5057987297, 'qualifierId': 56, 'value': 'Center'}, {'id': 5057987299, 'qualifierId': 140, 'value': '81.9'}, {'id': 5057987305, 'qualifierId': 213, 'value': '5.31'}, {'id': 5057987303, 'qualifierId': 212, 'value': '16.2'}, {'id': 5057987301, 'qualifierId': 141, 'value': '69.7'}];9j3va21w5i9ypf8qmt4g1vggk;E. Davis;;;d1dfjadu57a6m4uh2jwpwi3h0;Pass;;;;;;;;;;5,31;;69,7;81,9;16,2;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;81,9;69,7;;;;;;;0;0;0;17;New York RB II;17;FW;1,0
2692537391;7;12;1;0;18;4g68p0t2f5jzhzfr67i2rj1ex;1;14,7;36,4;2024-05-26T21:04:08.876Z;2024-05-26T23:23:35Z;[{'id': 5057987461, 'qualifierId': 56, 'value': 'Back'}, {'id': 5057987499, 'qualifierId': 167}, {'id': 5057987469, 'qualifierId': 213, 'value': '4.53'}, {'id': 5057987463, 'qualifierId': 140, 'value': '10.2'}, {'id': 5057987467, 'qualifierId': 212, 'value': '25.7'}, {'id': 5057987465, 'qualifierId': 141, 'value': '0.0'}];e2tuar1frliervcr2mnmvfspg;A. O'Connor;;;d1dfjadu57a6m4uh2jwpwi3h0;Clearance;;;;;;;;;;4,53;;0,0;10,2;25,7;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;10,2;0,0;;;;;;;0;0;0;18;Philadelphia Union II;18;DC;1,0
2692537377;6;43;1;0;19;4g68p0t2f5jzhzfr67i2rj1ex;1;0,0;0,0;2024-05-26T21:04:09.996Z;2024-05-31T07:41:27Z;[{'id': 5062630147, 'qualifierId': 144, 'value': '49'}];e2tuar1frliervcr2mnmvfspg;A. O'Connor;;;d1dfjadu57a6m4uh2jwpwi3h0;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;49,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;0;0;0;19;Philadelphia Union II;19;DC;1,0
2692537393;8;5;1;0;19;4g68p0t2f5jzhzfr67i2rj1ex;0;11,4;-1,0;2024-05-26T21:04:10.154Z;2024-05-26T21:22:45Z;[{'id': 5057987475, 'qualifierId': 56, 'value': 'Back'}, {'id': 5057987477, 'qualifierId': 347}, {'id': 5057987617, 'qualifierId': 233, 'value': '10'}];e2tuar1frliervcr2mnmvfspg;A. O'Connor;;;d1dfjadu57a6m4uh2jwpwi3h0;Out;;;;;;;;;;;;;;;;;;1,0;10,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;0;0;0;19;Philadelphia Union II;19;DC;1,0
2692537409;10;5;1;0;19;1zgjjyruyufrkh4xjvryqsb1i;1;88,6;101,0;2024-05-26T21:04:10.154Z;2024-05-26T21:04:17Z;[{'id': 5057987591, 'qualifierId': 347}, {'id': 5057987589, 'qualifierId': 56, 'value': 'Left'}, {'id': 5057987603, 'qualifierId': 233, 'value': '8'}];9j3va21w5i9ypf8qmt4g1vggk;E. Davis;;;d1dfjadu57a6m4uh2jwpwi3h0;Out;;;;;;;;;;;;;;;;;;1,0;8,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;0;0;0;19;New York RB II;19;FW;1,0
2692537469;11;1;1;0;34;1zgjjyruyufrkh4xjvryqsb1i;1;86,8;100,0;2024-05-26T21:04:24.601Z;2024-05-26T21:04:26Z;[{'id': 5057987931, 'qualifierId': 107}, {'id': 5057987941, 'qualifierId': 141, 'value': '87.5'}, {'id': 5057987933, 'qualifierId': 56, 'value': 'Left'}, {'id': 5057987937, 'qualifierId': 140, 'value': '92.7'}, {'id': 5057987947, 'qualifierId': 213, 'value': '5.28'}, {'id': 5057987943, 'qualifierId': 212, 'value': '11.5'}];2qz3ojbfedl8psp1tvq0183ro;F. Westfield;;;d1dfjadu57a6m4uh2jwpwi3h0;Pass;;;;;;;;;;5,28;;87,5;92,7;11,5;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;92,7;87,5;;;;;;;0;0;0;34;New York RB II;34;DC;1,0
2692537489;12;1;1;0;35;1zgjjyruyufrkh4xjvryqsb1i;1;93,7;87,2;2024-05-26T21:04:25.930Z;2024-05-26T21:04:27Z;[{'id': 5057988063, 'qualifierId': 56, 'value': 'Left'}, {'id': 5057988067, 'qualifierId': 141, 'value': '94.2'}, {'id': 5057988065, 'qualifierId': 140, 'value': '84.1'}, {'id': 5057988069, 'qualifierId': 212, 'value': '11.1'}, {'id': 5057988071, 'qualifierId': 213, 'value': '2.70'}];9j3va21w5i9ypf8qmt4g1vggk;E. Davis;;;d1dfjadu57a6m4uh2jwpwi3h0;Pass;;;;;;;;;;2,7;;94,2;84,1;11,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;84,1;94,2;;;;;;;0;0;0;35;New York RB II;35;FW;1,0
