id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_PlayerPosition;value_Involved;value_Captain;value_TeamPlayerFormation;value_TeamFormation;value_Resume;value_JerseyNumber;value_TeamKit;value_DirectionOfPlay;value_Zone;value_PassEndX;value_Length;value_Angle;value_PassEndY;value_KickOff;value_Launch;value_LongBall;value_OppositeRelatedEventId;value_Offensive;value_Defensive;value_DeletedEventType;value_HeadPass;value_Chipped;value_AttemptedTackle;value_Foul;value_Direct;value_FreeKickTaken;value_PlayersCaughtOffside;value_Indirect;value_BlockedPass;value_NextEventThrowIn;value_IncorrectOutOfPlayDecision;value_ThrowIn;value_ShirtPull/Holding;value_TakeOnSpace;value_TouchTypePass;value_OutOfPlay;value_SwitchOfPlay;value_Assist;value_Blocked;value_GkY;value_LowCentre;value_IndividualPlay;value_RightFooted;value_RelatedEventId;value_OutOfBoxCentre;value_GoalmouthZ;value_BlockedX;value_GkX;value_BlockedY;value_Assisted;value_GoalmouthY;value_RegularPlay;value_DefBlock;value_LowGkIntervention;value_KeeperThrow;value_TouchTypeControl;value_TakeOnOvertake;value_LowLeft;value_OverArm;value_Cross;value_OutSwinger;value_HighGkIntervention;value_Overrun;value_LeftFooted;value_InSwinger;value_Head;value_DrivenCross;value_Straight;value_BlockedCross;value_LayOff;value_ThroughBall;value_IntentionalAssist;value_BoxDeepLeft;value_CloseLeft;value_NextEventGoalKick;value_Low;value_GoalKick;value_Left;value_Right;value_CornerTaken;value_IntendedTackleTarget;value_FromCorner;value_TouchTypeClearance;value_CloseRightAndHigh;value_BoxCentre;value_Defensive1V1;value_PenaltyTakerId;value_Penalty;value_DeniedGoalScoringOpp;value_YellowCard;value_BigChance;value_CausingPlayer;value_Second(2Nd)OppositeRelatedEventId;value_NotAssisted;value_Diving;value_Saved;value_ParriedDanger;value_Hands;value_GkYTimeOfGoal;value_HighLeft;value_FirstTouch;value_GoalShotTimestamp;value_GkXTimeOfGoal;value_SetPiece;value_GoalShotGameClock;value_CloseRight;value_FloatedCross;value_ParriedSafe;value_Standing;value_MediumGkIntervention;value_Collected;value_NotVisible;value_FlickOn;value_RecklessOffence;value_FreeKick;value_LowRight;value_Volley;value_BoxLeft;value_SixYardBlocked;value_PullBack;value_DrinksBreak;value_RefereeDelay;value_SmallBoxLeft;value_Handball;value_Shove/Push;value_BlockedClearance;value_High;value_GkKickFromHands;value_TacticalFoul;value_FollowsADribble;value_SoloRun;value_Tap;value_Minutes;value_SwerveRight;value_EndType;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_Unchallenged;value_HighRight;value_BoxRight;value_Reaching;value_1On1;value_Feet;value_Sliding;value_CaptainChange;value_HighCentre;value_KeeperTouched;value_SmallBoxCentre;value_LeadingToAttempt;value_RelatedError1Id;value_BoxDeepRight;value_FastBreak;value_SwerveLeft;value_NotPastGoalLine;value_MisHit;value_InjuredPlayerId;value_Injury;value_RedCard;value_FoulAndAbusiveLanguage;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2710852409;1;34;16;0;0;479lsfr4cwlzewpbuda3y2xv4;1;0,0;0,0;2024-08-18T22:09:59.804Z;2024-08-21T15:30:07Z;[{'id': 5159047543, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5159047541, 'qualifierId': 30, 'value': '8h2vywep73yn25kus2nda8ga2, 6g7i7z6m8vts105dny1g6z3hm, bdgjmawy0anbgy1tz87ocvd9l, i5wj5hcg2r9934e7gauxtgmi, ex99a6zbacpkkhgvynu80qpzo, 2wsgrwgiotfis2l96i0sxlvys, 25rizu4n91uyax4z6l5jv6dqs, 9bv0zjyrsopyv3hw8m47sgr9w, 7tpb4dk9meee0utyu4cosnxn8, p99ze5cksh5tv01knf5oj33e, abemsr9zh7bklu5jboks5ivpw, 595bi39ikp8s9sfw6q5981mvo, 4ulfw4ik3i6ks2t7utgek5l3o, c2b6h5zwjvzdvdcybyuqd6exg, bvb7i5n0j5ltqkv991p40r8yc, bebv65gzex5nuihc5mutjrwus, 3g6rx9q2duzspubkzzm0852xg, 7r0zyjb523r5phis7b1boqfpw'}, {'id': 5159172327, 'qualifierId': 194, 'value': 'i5wj5hcg2r9934e7gauxtgmi'}, {'id': 5159047549, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5159047547, 'qualifierId': 130, 'value': '8'}, {'id': 5159047551, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5159047545, 'qualifierId': 59, 'value': '99, 30, 20, 53, 54, 29, 95, 56, 23, 49, 34, 62, 64, 59, 61, 60, 65, 90'}, {'id': 5159162883, 'qualifierId': 197, 'value': '3378'}];;;;;erlouwa9mxt0hd06rb10ml8us;Team set up;;;;;8,0;;;3378,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;;0;0;0;New York City II;0;;
2710853003;1;34;16;0;0;6ddsx316t3j0z6nolrky9k4r8;1;0,0;0,0;2024-08-18T22:11:36.813Z;2024-08-26T15:38:25Z;[{'id': 5159051085, 'qualifierId': 130, 'value': '4'}, {'id': 5159051089, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5159051081, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5'}, {'id': 5159051079, 'qualifierId': 30, 'value': '3o4uxnvpnf3cwjs3srwegxp90, 6sf0pdlzomnt3e1hlc4twyv4k, 7uk47vm92xsvwdofmw1ppawyy, 2676930j149yvanqev61emh62, 5bjavs7mhqjh1tlrfp4vj7od0, 1ni0mewxcbo26d1xxetkdy3ca, cwyml9l4tfvb4ceh8tv3au0wk, 1cfm4ne1po0mld4bl37deg36c, a0do5kh5akr89kst2p1hohixg, 1p4rbf4wumfagv2ntlewdxey, 3ei1s8oyub83owfxxbsygmsmi, 3mq1g1pyo3flkaorg9wqmfhuc, duj699i9620tuf3ii9z06bqsq, eq98gflais2v26wgbkw9wrxg4, 4k6c9nnzytq9qhc9uol64wg7o, 4h2k5kwclhlgjk2koqin5r2fo, 2s085s5fgmzsmf7oup7aekm0a'}, {'id': 5159051083, 'qualifierId': 59, 'value': '75, 38, 68, 70, 81, 63, 29, 32, 83, 74, 77, 50, 42, 47, 37, 64, 57'}, {'id': 5162506005, 'qualifierId': 194, 'value': '2676930j149yvanqev61emh62'}, {'id': 5175962643, 'qualifierId': 197, 'value': '23611'}, {'id': 5159051087, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0'}];;;;;erlouwa9mxt0hd06rb10ml8us;Team set up;;;;;4,0;;;23611,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;;;;;;;;;;0;0;0;Orlando City B;0;;
2710873799;2;32;1;0;0;479lsfr4cwlzewpbuda3y2xv4;1;0,0;0,0;2024-08-18T23:03:39.707Z;2024-08-26T15:14:13Z;[{'id': 5159164225, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;erlouwa9mxt0hd06rb10ml8us;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;;0;0;0;New York City II;0;;
2710873795;2;32;1;0;0;6ddsx316t3j0z6nolrky9k4r8;1;0,0;0,0;2024-08-18T23:03:39.707Z;2024-08-18T23:03:39Z;[{'id': 5159164213, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;erlouwa9mxt0hd06rb10ml8us;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;;;;;;;;;;0;0;0;Orlando City B;0;;
2710873821;3;1;1;0;0;479lsfr4cwlzewpbuda3y2xv4;1;50,0;50,0;2024-08-18T23:03:39.708Z;2024-08-18T23:03:43Z;[{'id': 5159164303, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159164305, 'qualifierId': 140, 'value': '28.0'}, {'id': 5159164309, 'qualifierId': 212, 'value': '26.0'}, {'id': 5159164311, 'qualifierId': 213, 'value': '2.66'}, {'id': 5159164307, 'qualifierId': 141, 'value': '67.6'}, {'id': 5159164313, 'qualifierId': 279, 'value': 'S'}];i5wj5hcg2r9934e7gauxtgmi;I. Almaguer;;;erlouwa9mxt0hd06rb10ml8us;Pass;;;;;;;;;;;28,0;26,0;2,66;67,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;28,0;67,6;;;;;;;;0;0;0;New York City II;0;MC;1,0
2710873859;4;1;1;0;3;479lsfr4cwlzewpbuda3y2xv4;1;30,2;64,7;2024-08-18T23:03:42.948Z;2024-08-18T23:03:46Z;[{'id': 5159164463, 'qualifierId': 213, 'value': '5.57'}, {'id': 5159164461, 'qualifierId': 212, 'value': '48.9'}, {'id': 5159164457, 'qualifierId': 140, 'value': '65.5'}, {'id': 5159164459, 'qualifierId': 141, 'value': '17.9'}, {'id': 5159164453, 'qualifierId': 157}, {'id': 5159164465, 'qualifierId': 1}, {'id': 5159164455, 'qualifierId': 56, 'value': 'Right'}];2wsgrwgiotfis2l96i0sxlvys;T. Reid-Brown;;;erlouwa9mxt0hd06rb10ml8us;Pass;;;;;;;;;;;65,5;48,9;5,57;17,9;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;65,5;17,9;;;;;;;;0;0;3;New York City II;3;DC;1,0
2710873871;5;44;1;0;7;479lsfr4cwlzewpbuda3y2xv4;1;67,0;17,5;2024-08-18T23:03:46.820Z;2024-08-19T00:53:57Z;[{'id': 5159164633, 'qualifierId': 233, 'value': '4'}, {'id': 5159164515, 'qualifierId': 286}, {'id': 5159164513, 'qualifierId': 56, 'value': 'Right'}];6g7i7z6m8vts105dny1g6z3hm;A. Freeman;;;erlouwa9mxt0hd06rb10ml8us;Aerial;;;;;;;;;;;;;;;;;;4,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;;0;0;7;New York City II;7;DR;1,0
2710873885;4;44;1;0;7;6ddsx316t3j0z6nolrky9k4r8;0;33,0;82,5;2024-08-18T23:03:46.821Z;2024-08-19T00:53:57Z;[{'id': 5159164611, 'qualifierId': 285}, {'id': 5159164649, 'qualifierId': 233, 'value': '5'}, {'id': 5159164609, 'qualifierId': 56, 'value': 'Back'}];3ei1s8oyub83owfxxbsygmsmi;J. Jiménez;;;erlouwa9mxt0hd06rb10ml8us;Aerial;;;;;;;;;;;;;;;;;;5,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;;;;;;;;;;0;0;7;Orlando City B;7;FWL;1,0
2710873881;3;43;1;0;7;6ddsx316t3j0z6nolrky9k4r8;1;0,0;0,0;2024-08-18T23:03:46.888Z;2024-08-18T23:04:00Z;[{'id': 5159165105, 'qualifierId': 144, 'value': '3'}, {'id': 5159164581, 'qualifierId': 285, 'value': '0'}, {'id': 5159164579, 'qualifierId': 56, 'value': 'Back'}];a0do5kh5akr89kst2p1hohixg;Camil Azzam Ruiz;;;erlouwa9mxt0hd06rb10ml8us;Deleted event;;;;;;;;;;;;;;;;;;;;0,0;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;;;;;;;;;;0;0;7;Orlando City B;7;FW;1,0
2710873875;6;1;1;0;7;479lsfr4cwlzewpbuda3y2xv4;0;65,8;16,9;2024-08-18T23:03:47.043Z;2024-08-18T23:03:47Z;[{'id': 5159164539, 'qualifierId': 141, 'value': '21.8'}, {'id': 5159164535, 'qualifierId': 56, 'value': 'Center'}, {'id': 5159164533, 'qualifierId': 3}, {'id': 5159164543, 'qualifierId': 213, 'value': '0.75'}, {'id': 5159164541, 'qualifierId': 212, 'value': '4.9'}, {'id': 5159164537, 'qualifierId': 140, 'value': '69.2'}];6g7i7z6m8vts105dny1g6z3hm;A. Freeman;;;erlouwa9mxt0hd06rb10ml8us;Pass;;;;;;;;;;;69,2;4,9;0,75;21,8;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;69,2;21,8;;;;;;;;0;0;7;New York City II;7;DR;1,0
