id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_JerseyNumber;value_Involved;value_PlayerPosition;value_TeamFormation;value_TeamPlayerFormation;value_TeamKit;value_Resume;value_Captain;value_DirectionOfPlay;value_PassEndY;value_Length;value_Angle;value_PassEndX;value_KickOff;value_Zone;value_ShirtPull/Holding;value_Offensive;value_OppositeRelatedEventId;value_Foul;value_Direct;value_Defensive;value_FreeKickTaken;value_IntendedTackleTarget;value_DeletedEventType;value_LongBall;value_BlockedPass;value_OutOfPlay;value_NextEventThrowIn;value_ThrowIn;value_Cross;value_Chipped;value_AttemptedTackle;value_Head;value_Assist;value_GoalmouthY;value_RelatedEventId;value_BlockedX;value_RegularPlay;value_IndividualPlay;value_Assisted;value_OutOfBoxCentre;value_LeftFooted;value_BlockedY;value_LowCentre;value_GoalmouthZ;value_Standing;value_Collected;value_Hands;value_KeeperThrow;value_NextEventGoalKick;value_High;value_GoalKick;value_Launch;value_HeadPass;value_Shove/Push;value_Handball;value_SwitchOfPlay;value_OverArm;value_LayOff;value_TacticalFoul;value_YellowCard;value_RecklessOffence;value_NotVisible;value_Left;value_Right;value_CornerTaken;value_Straight;value_RightFooted;value_HighCentre;value_Reaching;value_InSwinger;value_IntentionalAssist;value_BoxCentre;value_GkY;value_FirstTouch;value_CloseLeft;value_GkX;value_OverhitCross;value_Dissent;value_Overrun;value_BlockedCross;value_HighClaim;value_GkKickFromHands;value_BoxRight;value_LowRight;value_Minutes;value_EndType;value_BoxLeft;value_HighLeft;value_FlickOn;value_LowLeft;value_Blocked;value_DefBlock;value_OutSwinger;value_BoxDeepLeft;value_Low;value_35Centre;value_BigChance;value_Tactical;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_ThroughBall;value_InjuredPlayerId;value_Injury;value_CloseRight;value_FromCorner;value_Feet;value_Stooping;value_ParriedSafe;value_SmallBoxCentre;value_NotAssisted;value_Sliding;value_HitLeftPost;value_GoalShotGameClock;value_GoalShotTimestamp;value_HitWoodwork;value_GkHoof;value_AerialFoul;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2731879487;49;1;1;6;13;c7c4wwva2u1vb3rr7rwava044;1;26,0;82,0;2024-10-06T17:12:55.105Z;2024-10-06T17:12:57Z;[{'id': 5274171761, 'qualifierId': 213, 'value': '4.72'}, {'id': 5274171759, 'qualifierId': 212, 'value': '18.9'}, {'id': 5274171757, 'qualifierId': 141, 'value': '54.2'}, {'id': 5274171755, 'qualifierId': 140, 'value': '26.1'}, {'id': 5274171753, 'qualifierId': 56, 'value': 'Back'}];7ve3vmg19c3g91j7zs32oecd0;R. Montenegro;;;jsfono2kxucpdz0mkzlx3cb8;Pass;;;;;;;;;;54,2;18,9;4,72;26,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;26,1;54,2;;;;;;;0;0;6;13;Carolina Core;373;MC;1,0
2731879547;50;1;1;6;15;c7c4wwva2u1vb3rr7rwava044;1;26,1;54,2;2024-10-06T17:12:57.329Z;2024-10-06T17:12:59Z;[{'id': 5274172071, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274172073, 'qualifierId': 140, 'value': '29.4'}, {'id': 5274172075, 'qualifierId': 141, 'value': '27.6'}, {'id': 5274172079, 'qualifierId': 213, 'value': '4.90'}, {'id': 5274172077, 'qualifierId': 212, 'value': '18.4'}];6lsvk9o6d581sd33g38mr6904;G. Ferraina;;;jsfono2kxucpdz0mkzlx3cb8;Pass;;;;;;;;;;27,6;18,4;4,9;29,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;29,4;27,6;;;;;;;0;0;6;15;Carolina Core;375;DC;1,0
2731879605;51;1;1;6;17;c7c4wwva2u1vb3rr7rwava044;1;31,9;25,9;2024-10-06T17:12:59.634Z;2024-10-06T17:13:03Z;[{'id': 5274172419, 'qualifierId': 141, 'value': '43.6'}, {'id': 5274172423, 'qualifierId': 213, 'value': '1.73'}, {'id': 5274172417, 'qualifierId': 140, 'value': '30.1'}, {'id': 5274172415, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274172421, 'qualifierId': 212, 'value': '12.2'}];3x8f4j8q49d8hft60a6k8l5as;T. Barton;;;jsfono2kxucpdz0mkzlx3cb8;Pass;;;;;;;;;;43,6;12,2;1,73;30,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;30,1;43,6;;;;;;;0;0;6;17;Carolina Core;377;DL;1,0
2731879675;52;1;1;6;21;c7c4wwva2u1vb3rr7rwava044;1;29,3;49,0;2024-10-06T17:13:02.961Z;2024-10-06T17:13:05Z;[{'id': 5274172783, 'qualifierId': 140, 'value': '38.9'}, {'id': 5274172791, 'qualifierId': 213, 'value': '1.25'}, {'id': 5274172781, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274172799, 'qualifierId': 1}, {'id': 5274172785, 'qualifierId': 141, 'value': '93.9'}, {'id': 5274172787, 'qualifierId': 212, 'value': '32.2'}];6lsvk9o6d581sd33g38mr6904;G. Ferraina;;;jsfono2kxucpdz0mkzlx3cb8;Pass;;;;;;;;;;93,9;32,2;1,25;38,9;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;38,9;93,9;;;;;;;0;0;6;21;Carolina Core;381;DC;1,0
2731879711;53;1;1;6;23;c7c4wwva2u1vb3rr7rwava044;0;40,7;95,4;2024-10-06T17:13:05.186Z;2024-10-06T17:13:06Z;[{'id': 5274172947, 'qualifierId': 213, 'value': '6.06'}, {'id': 5274172939, 'qualifierId': 56, 'value': 'Left'}, {'id': 5274172945, 'qualifierId': 212, 'value': '23.3'}, {'id': 5274172941, 'qualifierId': 140, 'value': '62.3'}, {'id': 5274172943, 'qualifierId': 141, 'value': '87.7'}];9hxomhr5g6zy05ei4z4lhrklw;S. Basabe;;;jsfono2kxucpdz0mkzlx3cb8;Pass;;;;;;;;;;87,7;23,3;6,06;62,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;62,3;87,7;;;;;;;0;0;6;23;Carolina Core;383;DC;1,0
2731879745;69;8;1;6;25;2nnef9tr9g7m2s6n873qif95g;1;47,5;17,7;2024-10-06T17:13:07.170Z;2024-10-06T17:13:07Z;[{'id': 5274173107, 'qualifierId': 56, 'value': 'Back'}];f3uzkdl46t1mujsddhr5tg07o;M. Alenga;;;jsfono2kxucpdz0mkzlx3cb8;Interception;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;0;0;6;25;Inter Miami II;385;DMC;1,0
2731879895;54;1;1;6;27;c7c4wwva2u1vb3rr7rwava044;1;59,1;87,1;2024-10-06T17:13:09.138Z;2024-10-06T17:57:33Z;[{'id': 5274173733, 'qualifierId': 141, 'value': '89.3'}, {'id': 5274173731, 'qualifierId': 140, 'value': '54.4'}, {'id': 5274173729, 'qualifierId': 56, 'value': 'Left'}, {'id': 5274173735, 'qualifierId': 212, 'value': '5.2'}, {'id': 5274173737, 'qualifierId': 213, 'value': '2.85'}];bn5ic0uuxaupf6hs2tgqqq0b8;S. Morales;;;jsfono2kxucpdz0mkzlx3cb8;Pass;;;;;;;;;;89,3;5,2;2,85;54,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;54,4;89,3;;;;;;;0;0;6;27;Carolina Core;387;MC;1,0
2731879913;55;61;1;6;28;c7c4wwva2u1vb3rr7rwava044;1;57,4;85,9;2024-10-06T17:13:10.299Z;2024-10-06T17:57:37Z;[{'id': 5274173801, 'qualifierId': 56, 'value': 'Left'}];9hxomhr5g6zy05ei4z4lhrklw;S. Basabe;;;jsfono2kxucpdz0mkzlx3cb8;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;;;0;0;6;28;Carolina Core;388;DC;1,0
2731879879;70;43;1;6;29;2nnef9tr9g7m2s6n873qif95g;1;0,0;0,0;2024-10-06T17:13:11.169Z;2024-10-06T17:13:33Z;[{'id': 5274176329, 'qualifierId': 144, 'value': '61'}, {'id': 5274173689, 'qualifierId': 56, 'value': 'Back'}];3jx1f1s8r150i6qo2juzooro4;F. Canete;;;jsfono2kxucpdz0mkzlx3cb8;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;61,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;0;0;6;29;Inter Miami II;389;AMC;1,0
2731879959;71;49;1;6;32;2nnef9tr9g7m2s6n873qif95g;1;32,9;73,0;2024-10-06T17:13:14.190Z;2024-10-06T17:13:14Z;[];1y1nw8t5bj1r6dqie0v1i189g;Juan Pablo Rodríguez;;;jsfono2kxucpdz0mkzlx3cb8;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;0;0;6;32;Inter Miami II;392;DC;1,0
2731880129;72;1;1;6;32;2nnef9tr9g7m2s6n873qif95g;1;32,9;73,0;2024-10-06T17:13:14.720Z;2024-10-06T17:13:21Z;[{'id': 5274174831, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274174833, 'qualifierId': 140, 'value': '9.3'}, {'id': 5274174835, 'qualifierId': 141, 'value': '51.0'}, {'id': 5274174837, 'qualifierId': 212, 'value': '28.9'}, {'id': 5274174839, 'qualifierId': 213, 'value': '3.68'}];1y1nw8t5bj1r6dqie0v1i189g;Juan Pablo Rodríguez;;;jsfono2kxucpdz0mkzlx3cb8;Pass;;;;;;;;;;51,0;28,9;3,68;9,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;9,3;51,0;;;;;;;0;0;6;32;Inter Miami II;392;DC;1,0
2731880155;73;1;1;6;39;2nnef9tr9g7m2s6n873qif95g;0;13,4;35,5;2024-10-06T17:13:21.109Z;2024-10-06T17:13:22Z;[{'id': 5274174963, 'qualifierId': 213, 'value': '4.84'}, {'id': 5274174955, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274174959, 'qualifierId': 141, 'value': '0.0'}, {'id': 5274174961, 'qualifierId': 212, 'value': '25.7'}, {'id': 5274174957, 'qualifierId': 140, 'value': '16.4'}];9i2pmc50q29y560ojvik3sdg4;A. Sutton;;;jsfono2kxucpdz0mkzlx3cb8;Pass;;;;;;;;;;0,0;25,7;4,84;16,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;16,4;0,0;;;;;;;0;0;6;39;Inter Miami II;399;GK;1,0
2731880421;56;5;1;6;40;c7c4wwva2u1vb3rr7rwava044;1;83,6;101,8;2024-10-06T17:13:21.937Z;2024-10-06T17:29:35Z;[{'id': 5274176385, 'qualifierId': 56, 'value': 'Left'}, {'id': 5274183735, 'qualifierId': 233, 'value': '74'}, {'id': 5274176387, 'qualifierId': 347}];9hxomhr5g6zy05ei4z4lhrklw;S. Basabe;;;jsfono2kxucpdz0mkzlx3cb8;Out;;;;;;;;;;;;;;;;;;74,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;;;0;0;6;40;Carolina Core;400;DC;1,0
2731880165;74;5;1;6;40;2nnef9tr9g7m2s6n873qif95g;0;16,4;-1,8;2024-10-06T17:13:21.937Z;2024-10-06T17:29:35Z;[{'id': 5274183787, 'qualifierId': 233, 'value': '56'}, {'id': 5274174995, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274174997, 'qualifierId': 347}];9i2pmc50q29y560ojvik3sdg4;A. Sutton;;;jsfono2kxucpdz0mkzlx3cb8;Out;;;;;;;;;;;;;;;;;;56,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;0;0;6;40;Inter Miami II;400;GK;1,0
2731880483;57;1;1;6;51;c7c4wwva2u1vb3rr7rwava044;0;81,3;100,0;2024-10-06T17:13:33.715Z;2024-10-06T17:13:36Z;[{'id': 5274176719, 'qualifierId': 141, 'value': '80.3'}, {'id': 5274176717, 'qualifierId': 140, 'value': '87.2'}, {'id': 5274176715, 'qualifierId': 56, 'value': 'Left'}, {'id': 5274176721, 'qualifierId': 212, 'value': '16.0'}, {'id': 5274176713, 'qualifierId': 107}, {'id': 5274176723, 'qualifierId': 213, 'value': '5.11'}];9hxomhr5g6zy05ei4z4lhrklw;S. Basabe;;;jsfono2kxucpdz0mkzlx3cb8;Pass;;;;;;;;;;80,3;16,0;5,11;87,2;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;87,2;80,3;;;;;;;0;0;6;51;Carolina Core;411;DC;1,0
2731880555;75;1;1;6;55;2nnef9tr9g7m2s6n873qif95g;1;13,2;14,3;2024-10-06T17:13:37.587Z;2024-10-06T17:13:39Z;[{'id': 5274177089, 'qualifierId': 140, 'value': '24.7'}, {'id': 5274177093, 'qualifierId': 212, 'value': '22.7'}, {'id': 5274177087, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274177091, 'qualifierId': 141, 'value': '42.5'}, {'id': 5274177095, 'qualifierId': 213, 'value': '1.01'}];f0jwa1a61lxs31g47csjv7itw;I. Covi;;;jsfono2kxucpdz0mkzlx3cb8;Pass;;;;;;;;;;42,5;22,7;1,01;24,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;24,7;42,5;;;;;;;0;0;6;55;Inter Miami II;415;DC;1,0
2731880577;76;1;1;6;57;2nnef9tr9g7m2s6n873qif95g;0;24,5;43,4;2024-10-06T17:13:39.121Z;2024-10-06T17:14:00Z;[{'id': 5274179965, 'qualifierId': 236}, {'id': 5274179967, 'qualifierId': 233, 'value': '58'}, {'id': 5274179971, 'qualifierId': 286}, {'id': 5274177203, 'qualifierId': 140, 'value': '30.0'}, {'id': 5274177217, 'qualifierId': 213, 'value': '5.11'}, {'id': 5274177213, 'qualifierId': 212, 'value': '15.0'}, {'id': 5274177207, 'qualifierId': 141, 'value': '23.1'}, {'id': 5274177199, 'qualifierId': 56, 'value': 'Back'}];clvcgt5ofonse0q96sppu7hg4;S. Cambindo;;;jsfono2kxucpdz0mkzlx3cb8;Pass;;;;;;;;;;23,1;15,0;5,11;30,0;;;;1,0;58,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;30,0;23,1;;;;;;;0;0;6;57;Inter Miami II;417;DMC;1,0
2731880671;58;74;1;6;57;c7c4wwva2u1vb3rr7rwava044;1;75,9;64,6;2024-10-06T17:13:39.122Z;2024-10-06T17:17:03Z;[{'id': 5274179925, 'qualifierId': 285}, {'id': 5274180019, 'qualifierId': 233, 'value': '76'}, {'id': 5274177713, 'qualifierId': 56, 'value': 'Center'}];cliiemf1ih37qhh1wi1olk9ka;R. Carmichael;;;jsfono2kxucpdz0mkzlx3cb8;Blocked Pass;;;;;;;;;;;;;;;;;;76,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;;;0;0;6;57;Carolina Core;417;FW;1,0
2731880649;77;1;1;7;0;2nnef9tr9g7m2s6n873qif95g;0;28,6;24,4;2024-10-06T17:13:42.691Z;2024-10-06T17:13:43Z;[{'id': 5274177605, 'qualifierId': 141, 'value': '23.1'}, {'id': 5274177601, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274177607, 'qualifierId': 212, 'value': '1.1'}, {'id': 5274177603, 'qualifierId': 140, 'value': '29.2'}, {'id': 5274177611, 'qualifierId': 213, 'value': '5.33'}];f3uzkdl46t1mujsddhr5tg07o;M. Alenga;;;jsfono2kxucpdz0mkzlx3cb8;Pass;;;;;;;;;;23,1;1,1;5,33;29,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;29,2;23,1;;;;;;;0;0;7;0;Inter Miami II;420;DMC;1,0
2731880685;59;1;1;7;1;c7c4wwva2u1vb3rr7rwava044;0;89,9;84,2;2024-10-06T17:13:43.348Z;2024-10-06T17:13:44Z;[{'id': 5274177789, 'qualifierId': 2}, {'id': 5274177795, 'qualifierId': 140, 'value': '88.6'}, {'id': 5274177797, 'qualifierId': 141, 'value': '54.0'}, {'id': 5274177799, 'qualifierId': 212, 'value': '20.6'}, {'id': 5274177793, 'qualifierId': 56, 'value': 'Center'}, {'id': 5274177791, 'qualifierId': 155}, {'id': 5274177801, 'qualifierId': 213, 'value': '4.65'}];bn5ic0uuxaupf6hs2tgqqq0b8;S. Morales;;;jsfono2kxucpdz0mkzlx3cb8;Pass;;;;;;;;;;54,0;20,6;4,65;88,6;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;88,6;54,0;;;;;;;0;0;7;1;Carolina Core;421;MC;1,0
2731881433;62;61;1;7;4;c7c4wwva2u1vb3rr7rwava044;1;69,4;73,5;2024-10-06T17:13:46.444Z;2024-10-06T17:14:19Z;[{'id': 5274182101, 'qualifierId': 56, 'value': 'Center'}];infc7r3a8oktbajwp4pff7dg;C. Abadia-Reda;;;jsfono2kxucpdz0mkzlx3cb8;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;;;0;0;7;4;Carolina Core;424;FWL;1,0
2731880749;78;61;1;7;4;2nnef9tr9g7m2s6n873qif95g;1;31,7;13,8;2024-10-06T17:13:46.453Z;2024-10-06T17:13:46Z;[{'id': 5274178197, 'qualifierId': 56, 'value': 'Back'}];3jx1f1s8r150i6qo2juzooro4;F. Canete;;;jsfono2kxucpdz0mkzlx3cb8;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;0;0;7;4;Inter Miami II;424;AMC;1,0
2731880835;60;1;1;7;5;c7c4wwva2u1vb3rr7rwava044;1;72,2;70,9;2024-10-06T17:13:47.332Z;2024-10-06T17:14:41Z;[{'id': 5274185075, 'qualifierId': 210, 'value': '15'}, {'id': 5274178691, 'qualifierId': 213, 'value': '4.86'}, {'id': 5274178683, 'qualifierId': 56, 'value': 'Center'}, {'id': 5274178689, 'qualifierId': 212, 'value': '12.9'}, {'id': 5274178687, 'qualifierId': 141, 'value': '52.2'}, {'id': 5274178685, 'qualifierId': 140, 'value': '74.0'}];7ve3vmg19c3g91j7zs32oecd0;R. Montenegro;1,0;;jsfono2kxucpdz0mkzlx3cb8;Pass;;;;;;;;;;52,2;12,9;4,86;74,0;;;;;;;;;;;;;;;;;;;;;15,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;74,0;52,2;;;;;;;0;0;7;5;Carolina Core;425;MC;1,0
2731880841;61;15;1;7;7;c7c4wwva2u1vb3rr7rwava044;1;74,1;51,7;2024-10-06T17:13:49.555Z;2024-10-06T17:14:42Z;[{'id': 5274185089, 'qualifierId': 102, 'value': '49.7'}, {'id': 5274185085, 'qualifierId': 55, 'value': '60'}, {'id': 5274185095, 'qualifierId': 146, 'value': '98.4'}, {'id': 5274178719, 'qualifierId': 22}, {'id': 5274178755, 'qualifierId': 56, 'value': 'Center'}, {'id': 5274185093, 'qualifierId': 215}, {'id': 5274185083, 'qualifierId': 29}, {'id': 5274178725, 'qualifierId': 18}, {'id': 5274184253, 'qualifierId': 72}, {'id': 5274185097, 'qualifierId': 147, 'value': '50.4'}, {'id': 5274185081, 'qualifierId': 78}, {'id': 5274185123, 'qualifierId': 233, 'value': '79'}, {'id': 5274185091, 'qualifierId': 103, 'value': '10.8'}];9z7fz0c95ib7oniguzwbihs0k;A. Flores;;;jsfono2kxucpdz0mkzlx3cb8;Attempt Saved;;;;;;;;;;;;;;;;;;79,0;;;;;;;;;;;;;;;;;49,7;60,0;98,4;1,0;1,0;1,0;1,0;1,0;50,4;1,0;10,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;98,4;50,4;49,7;10.8;60,0;7ve3vmg19c3g91j7zs32oecd0;0;0;7;7;Carolina Core;427;FWR;1,0
2731880859;79;10;1;7;7;2nnef9tr9g7m2s6n873qif95g;1;1,5;49,6;2024-10-06T17:13:49.655Z;2024-10-06T17:14:34Z;[{'id': 5274178851, 'qualifierId': 178}, {'id': 5274179171, 'qualifierId': 177}, {'id': 5274178861, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274178857, 'qualifierId': 182}, {'id': 5274184307, 'qualifierId': 233, 'value': '61'}];9i2pmc50q29y560ojvik3sdg4;A. Sutton;;;jsfono2kxucpdz0mkzlx3cb8;Save;;;;;;;;;;;;;;;;;;61,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;0;0;7;7;Inter Miami II;427;GK;1,0
2731880927;80;52;1;7;9;2nnef9tr9g7m2s6n873qif95g;1;1,5;49,6;2024-10-06T17:13:51.391Z;2024-10-06T17:13:54Z;[];9i2pmc50q29y560ojvik3sdg4;A. Sutton;;;jsfono2kxucpdz0mkzlx3cb8;Keeper pick-up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;0;0;7;9;Inter Miami II;429;GK;1,0
2731881183;81;1;1;7;19;2nnef9tr9g7m2s6n873qif95g;1;9,1;50,1;2024-10-06T17:14:01.605Z;2024-10-06T17:14:05Z;[{'id': 5274180641, 'qualifierId': 212, 'value': '30.2'}, {'id': 5274180635, 'qualifierId': 56, 'value': 'Back'}, {'id': 5274180637, 'qualifierId': 140, 'value': '19.7'}, {'id': 5274180639, 'qualifierId': 141, 'value': '8.8'}, {'id': 5274180643, 'qualifierId': 213, 'value': '5.09'}, {'id': 5274180633, 'qualifierId': 123}];9i2pmc50q29y560ojvik3sdg4;A. Sutton;;;jsfono2kxucpdz0mkzlx3cb8;Pass;;;;;;;;;;8,8;30,2;5,09;19,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;19,7;8,8;;;;;;;0;0;7;19;Inter Miami II;439;GK;1,0
