id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;assist;keyPass;matchId;type_displayName;value_Captain;value_TeamFormation;value_Involved;value_TeamKit;value_JerseyNumber;value_TeamPlayerFormation;value_Resume;value_PlayerPosition;value_DirectionOfPlay;value_PassEndX;value_PassEndY;value_Angle;value_KickOff;value_Length;value_Zone;value_Chipped;value_LongBall;value_HighGkIntervention;value_KeeperThrow;value_OverArm;value_OppositeRelatedEventId;value_Offensive;value_TakeOnOvertake;value_Defensive;value_Foul;value_Direct;value_ShirtPull/Holding;value_FreeKickTaken;value_DeletedEventType;value_TouchTypeControl;value_RightFooted;value_Cross;value_InSwinger;value_IntendedTackleTarget;value_NextEventThrowIn;value_ThrowIn;value_TouchTypePass;value_LayOff;value_BlockedPass;value_OutOfPlay;value_Head;value_HeadPass;value_LeftFooted;value_OutSwinger;value_Left;value_CornerTaken;value_AttemptedTackle;value_TakeOnSpace;value_TouchTypeClearance;value_SwitchOfPlay;value_NextEventGoalKick;value_Low;value_NotVisible;value_GoalKick;value_Straight;value_IntentionalAssist;value_DrivenCross;value_Assist;value_RegularPlay;value_GoalmouthZ;value_GkX;value_BoxCentre;value_GkY;value_Assisted;value_GoalShotGameClock;value_GkYTimeOfGoal;value_HighCentre;value_RelatedEventId;value_GoalShotTimestamp;value_FirstTouch;value_GoalmouthY;value_GkXTimeOfGoal;value_Strong;value_LowLeft;value_NotAssisted;value_BlockedY;value_BlockedX;value_OutOfBoxCentre;value_Blocked;value_IndividualPlay;value_DefBlock;value_LowRight;value_Standing;value_Fumble;value_Hands;value_MediumGkIntervention;value_ParriedDanger;value_LowGkIntervention;value_HighRight;value_Volley;value_High;value_SetPiece;value_LeadingToGoal;value_SmallBoxCentre;value_RelatedError1Id;value_BigChance;value_LowCentre;value_PlayersCaughtOffside;value_Indirect;value_BoxRight;value_Defensive1V1;value_Collected;value_BlockedCross;value_Right;value_HighClaim;value_Overrun;value_FromCorner;value_YellowCard;value_TacticalFoul;value_Launch;value_Shove/Push;value_NotRetreating;value_CloseRight;value_Diving;value_ThrowInSetPiece;value_Feet;value_ParriedSafe;value_Deflection;value_Minutes;value_EndType;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_FlickOn;value_OverhitCross;value_FantasyAssistedBy;value_FantasyAssistTeam;value_FantasyAssistId;value_FantasyAssistType;value_IncorrectOutOfPlayDecision;value_CloseLeft;value_NotPastGoalLine;value_RecklessOffence;value_FastBreak;value_Stooping;value_Dissent;value_OutOfBoxDeepLeft;value_SmallBoxRight;value_SixYardBlocked;value_PullBack;value_GkKickFromHands;value_DangerousPlay;value_HighLeft;value_SmallBoxLeft;value_Penalty;value_PenaltyTakerId;value_CausingPlayer;value_Second(2Nd)OppositeRelatedEventId;value_Scored;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2721156629;52;1;1;5;38;4gymgvqmve0m2vh89v84tt3x0;0;38,0;67,8;2024-09-15T19:12:04.336Z;2024-09-15T19:12:06Z;[{'id': 5215533893, 'qualifierId': 140, 'value': '75.6'}, {'id': 5215533891, 'qualifierId': 56, 'value': 'Left'}, {'id': 5215533901, 'qualifierId': 1}, {'id': 5215533895, 'qualifierId': 141, 'value': '100.0'}, {'id': 5215533897, 'qualifierId': 212, 'value': '45.6'}, {'id': 5215533899, 'qualifierId': 213, 'value': '0.53'}];3s1a50dskuehneuuy9b1nxg4;J. Akpunonu;;;5eiwin6m1ptykc4p4mdkzt3o;Pass;;;;;;;;;;75,6;100,0;0,53;;45,6;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;75,6;100,0;;;;;;;;0;5;38;Atlanta United II;338;DC;1,0
2721156635;53;5;1;5;40;4gymgvqmve0m2vh89v84tt3x0;0;73,8;101,7;2024-09-15T19:12:06.802Z;2024-09-15T19:44:58Z;[{'id': 5215533927, 'qualifierId': 347}, {'id': 5215533925, 'qualifierId': 56, 'value': 'Left'}, {'id': 5215535313, 'qualifierId': 233, 'value': '75'}];3s1a50dskuehneuuy9b1nxg4;J. Akpunonu;;;5eiwin6m1ptykc4p4mdkzt3o;Out;;;;;;;;;;;;;;;;;;;;;75,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;;0;5;40;Atlanta United II;340;DC;1,0
2721156933;75;5;1;5;40;erwnez7ksfkns4dqmyr1fhbe;1;26,2;-1,7;2024-09-15T19:12:06.802Z;2024-09-15T19:44:57Z;[{'id': 5215535263, 'qualifierId': 56, 'value': 'Back'}, {'id': 5215535287, 'qualifierId': 233, 'value': '53'}, {'id': 5215535265, 'qualifierId': 347}];3lafo3mzfkp2kmf2fj8d6lnv8;E. Dudley;;;5eiwin6m1ptykc4p4mdkzt3o;Out;;;;;;;;;;;;;;;;;;;;;53,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;home;;;;;;;;;;0;5;40;Huntsville City;340;DC;1,0
2721156973;76;1;1;5;58;erwnez7ksfkns4dqmyr1fhbe;0;28,8;0,0;2024-09-15T19:12:24.498Z;2024-09-15T19:12:26Z;[{'id': 5215535465, 'qualifierId': 213, 'value': '0.44'}, {'id': 5215535457, 'qualifierId': 56, 'value': 'Back'}, {'id': 5215535461, 'qualifierId': 141, 'value': '12.0'}, {'id': 5215535455, 'qualifierId': 107}, {'id': 5215535459, 'qualifierId': 140, 'value': '47.0'}, {'id': 5215535463, 'qualifierId': 212, 'value': '21.1'}];3uzxhd8g0jnft5xcd59yztm95;R. Qawasmy;;;5eiwin6m1ptykc4p4mdkzt3o;Pass;;;;;;;;;;47,0;12,0;0,44;;21,1;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;home;47,0;12,0;;;;;;;;0;5;58;Huntsville City;358;DR;1,0
2721157017;54;8;1;5;59;4gymgvqmve0m2vh89v84tt3x0;1;53,5;82,3;2024-09-15T19:12:25.896Z;2024-09-19T07:36:03Z;[{'id': 5222865469, 'qualifierId': 384}, {'id': 5215535681, 'qualifierId': 56, 'value': 'Left'}];3s1a50dskuehneuuy9b1nxg4;J. Akpunonu;;;5eiwin6m1ptykc4p4mdkzt3o;Interception;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;;0;5;59;Atlanta United II;359;DC;1,0
2721158377;60;50;1;6;2;4gymgvqmve0m2vh89v84tt3x0;1;66,4;76,2;2024-09-15T19:12:27.970Z;2024-09-15T19:16:58Z;[{'id': 5215556815, 'qualifierId': 233, 'value': '112'}, {'id': 5215542781, 'qualifierId': 56, 'value': 'Center'}, {'id': 5215542783, 'qualifierId': 286}];6qe888q8yqq73bxr27jbyu2hg;O. Wright;;;5eiwin6m1ptykc4p4mdkzt3o;Dispossessed;;;;;;;;;;;;;;;;;;;;;112,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;;0;6;2;Atlanta United II;362;AMC;1,0
2721161063;112;7;1;6;2;erwnez7ksfkns4dqmyr1fhbe;1;33,6;23,8;2024-09-15T19:12:27.971Z;2024-09-19T07:36:13Z;[{'id': 5222865517, 'qualifierId': 384}, {'id': 5215556789, 'qualifierId': 233, 'value': '60'}, {'id': 5215556771, 'qualifierId': 285}, {'id': 5215556769, 'qualifierId': 56, 'value': 'Back'}];6ahu72g0u39bxbjiz7ggefai1;N. Okello;;;5eiwin6m1ptykc4p4mdkzt3o;Tackle;;;;;;;;;;;;;;;;;;;;;60,0;;;1,0;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;home;;;;;;;;;;0;6;2;Huntsville City;362;MC;1,0
2721157109;77;49;1;6;7;erwnez7ksfkns4dqmyr1fhbe;1;54,9;56,1;2024-09-15T19:12:33.586Z;2024-09-15T19:12:33Z;[];1b9b97pxox77ia41cilqqm4iy;Nick Firmino;;;5eiwin6m1ptykc4p4mdkzt3o;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;home;;;;;;;;;;0;6;7;Huntsville City;367;MC;1,0
2721157209;78;1;1;6;8;erwnez7ksfkns4dqmyr1fhbe;1;62,7;56,9;2024-09-15T19:12:34.802Z;2024-09-15T19:12:38Z;[{'id': 5215536655, 'qualifierId': 212, 'value': '17.4'}, {'id': 5215536657, 'qualifierId': 213, 'value': '0.48'}, {'id': 5215536649, 'qualifierId': 56, 'value': 'Center'}, {'id': 5215536651, 'qualifierId': 140, 'value': '77.4'}, {'id': 5215536653, 'qualifierId': 141, 'value': '68.7'}];1b9b97pxox77ia41cilqqm4iy;Nick Firmino;;;5eiwin6m1ptykc4p4mdkzt3o;Pass;;;;;;;;;;77,4;68,7;0,48;;17,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;home;77,4;68,7;;;;;;;;0;6;8;Huntsville City;368;MC;1,0
2721157243;79;1;1;6;12;erwnez7ksfkns4dqmyr1fhbe;1;77,7;76,4;2024-09-15T19:12:38.402Z;2024-09-15T19:12:40Z;[{'id': 5215536803, 'qualifierId': 212, 'value': '12.2'}, {'id': 5215536801, 'qualifierId': 141, 'value': '77.6'}, {'id': 5215536799, 'qualifierId': 140, 'value': '89.3'}, {'id': 5215536797, 'qualifierId': 56, 'value': 'Center'}, {'id': 5215536805, 'qualifierId': 213, 'value': '0.07'}];astn4ytzoaav30ifi17s4dn8;A. Carleton;;;5eiwin6m1ptykc4p4mdkzt3o;Pass;;;;;;;;;;89,3;77,6;0,07;;12,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;home;89,3;77,6;;;;;;;;0;6;12;Huntsville City;372;FWL;1,0
2721157247;80;1;1;6;14;erwnez7ksfkns4dqmyr1fhbe;0;91,5;79,3;2024-09-15T19:12:40.307Z;2024-09-19T07:36:44Z;[{'id': 5215536823, 'qualifierId': 212, 'value': '19.7'}, {'id': 5215536815, 'qualifierId': 56, 'value': 'Center'}, {'id': 5215536817, 'qualifierId': 140, 'value': '93.7'}, {'id': 5222865631, 'qualifierId': 72}, {'id': 5215536811, 'qualifierId': 2}, {'id': 5222865629, 'qualifierId': 224}, {'id': 5215536825, 'qualifierId': 213, 'value': '4.83'}, {'id': 5215536819, 'qualifierId': 141, 'value': '50.5'}];f69xf0cdfn1qe63t5tr5in10;D. Chong-Qui;;;5eiwin6m1ptykc4p4mdkzt3o;Pass;;;;;;;;;;93,7;50,5;4,83;;19,7;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;home;93,7;50,5;;;;;;;;0;6;14;Huntsville City;374;DC;1,0
2721157307;55;12;1;6;15;4gymgvqmve0m2vh89v84tt3x0;1;7,3;44,6;2024-09-15T19:12:41.785Z;2024-09-15T20:07:08Z;[{'id': 5215537153, 'qualifierId': 212, 'value': '11.5'}, {'id': 5215537151, 'qualifierId': 141, 'value': '35.0'}, {'id': 5215537167, 'qualifierId': 167}, {'id': 5215537149, 'qualifierId': 140, 'value': '0.0'}, {'id': 5215537155, 'qualifierId': 213, 'value': '3.75'}, {'id': 5215537147, 'qualifierId': 56, 'value': 'Back'}];d9cioqeofh2tfg3171r5nlb10;C. Applewhite;;;5eiwin6m1ptykc4p4mdkzt3o;Clearance;;;;;;;;;;0,0;35,0;3,75;;11,5;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;0,0;35,0;;;;;;;;0;6;15;Atlanta United II;375;DL;1,0
2721157311;56;6;1;6;16;4gymgvqmve0m2vh89v84tt3x0;0;1,4;38,9;2024-09-15T19:12:42.243Z;2024-09-19T07:37:21Z;[{'id': 5215537335, 'qualifierId': 233, 'value': '81'}, {'id': 5215537239, 'qualifierId': 73}, {'id': 5215537237, 'qualifierId': 56, 'value': 'Back'}];d9cioqeofh2tfg3171r5nlb10;C. Applewhite;;;5eiwin6m1ptykc4p4mdkzt3o;Corner Awarded;;;;;;;;;;;;;;;;;;;;;81,0;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;;0;6;16;Atlanta United II;376;DL;1,0
2721157283;81;6;1;6;16;erwnez7ksfkns4dqmyr1fhbe;1;98,6;61,1;2024-09-15T19:12:42.243Z;2024-09-15T19:54:18Z;[{'id': 5215537275, 'qualifierId': 233, 'value': '56'}, {'id': 5215537097, 'qualifierId': 73}, {'id': 5215537095, 'qualifierId': 56, 'value': 'Center'}];f69xf0cdfn1qe63t5tr5in10;D. Chong-Qui;;;5eiwin6m1ptykc4p4mdkzt3o;Corner Awarded;;;;;;;;;;;;;;;;;;;;;56,0;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;home;;;;;;;;;;0;6;16;Huntsville City;376;DC;1,0
2721157811;82;1;1;6;41;erwnez7ksfkns4dqmyr1fhbe;1;99,6;99,6;2024-09-15T19:13:07.725Z;2024-09-15T21:33:44Z;[{'id': 5215539831, 'qualifierId': 141, 'value': '67.2'}, {'id': 5215539833, 'qualifierId': 212, 'value': '29.8'}, {'id': 5215539829, 'qualifierId': 140, 'value': '80.5'}, {'id': 5215539835, 'qualifierId': 213, 'value': '3.97'}, {'id': 5215539825, 'qualifierId': 6}, {'id': 5215539827, 'qualifierId': 56, 'value': 'Center'}];7y5v3oex0pnupaahm8arguluc;M. Gallardo;;;5eiwin6m1ptykc4p4mdkzt3o;Pass;;;;;;;;;;80,5;67,2;3,97;;29,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;home;80,5;67,2;;;;;;;;0;6;41;Huntsville City;401;FWR;1,0
2721157815;83;61;1;6;45;erwnez7ksfkns4dqmyr1fhbe;0;80,5;67,2;2024-09-15T19:13:11.028Z;2024-09-15T21:34:28Z;[{'id': 5215539847, 'qualifierId': 56, 'value': 'Center'}];f69xf0cdfn1qe63t5tr5in10;D. Chong-Qui;;;5eiwin6m1ptykc4p4mdkzt3o;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;home;;;;;;;;;;0;6;45;Huntsville City;405;DC;1,0
2721157829;57;1;1;6;46;4gymgvqmve0m2vh89v84tt3x0;1;10,8;37,0;2024-09-15T19:13:12.146Z;2024-09-15T19:13:13Z;[{'id': 5215539901, 'qualifierId': 212, 'value': '19.9'}, {'id': 5215539899, 'qualifierId': 141, 'value': '33.8'}, {'id': 5215539895, 'qualifierId': 56, 'value': 'Back'}, {'id': 5215539897, 'qualifierId': 140, 'value': '29.6'}, {'id': 5215539905, 'qualifierId': 213, 'value': '6.17'}];d9cioqeofh2tfg3171r5nlb10;C. Applewhite;;;5eiwin6m1ptykc4p4mdkzt3o;Pass;;;;;;;;;;29,6;33,8;6,17;;19,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;29,6;33,8;;;;;;;;0;6;46;Atlanta United II;406;DL;1,0
2721157835;58;49;1;6;47;4gymgvqmve0m2vh89v84tt3x0;1;29,6;33,8;2024-09-15T19:13:13.169Z;2024-09-15T19:13:13Z;[];6qe888q8yqq73bxr27jbyu2hg;O. Wright;;;5eiwin6m1ptykc4p4mdkzt3o;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;;0;6;47;Atlanta United II;407;AMC;1,0
2721157883;59;4;1;6;48;4gymgvqmve0m2vh89v84tt3x0;1;30,4;38,7;2024-09-15T19:13:14.580Z;2024-09-15T19:13:19Z;[{'id': 5215540203, 'qualifierId': 13}, {'id': 5215540209, 'qualifierId': 265}, {'id': 5215540261, 'qualifierId': 285}, {'id': 5215540255, 'qualifierId': 233, 'value': '84'}, {'id': 5215540207, 'qualifierId': 152}, {'id': 5215540205, 'qualifierId': 56, 'value': 'Back'}];6qe888q8yqq73bxr27jbyu2hg;O. Wright;;;5eiwin6m1ptykc4p4mdkzt3o;Foul;;;;;;;;;;;;;;;;;;;;;84,0;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;;0;6;48;Atlanta United II;408;AMC;1,0
2721157867;84;4;1;6;48;erwnez7ksfkns4dqmyr1fhbe;0;69,6;61,3;2024-09-15T19:13:14.581Z;2024-09-15T19:13:20Z;[{'id': 5215540175, 'qualifierId': 152}, {'id': 5215540177, 'qualifierId': 265}, {'id': 5215540171, 'qualifierId': 13}, {'id': 5215540173, 'qualifierId': 56, 'value': 'Center'}, {'id': 5215540179, 'qualifierId': 286}, {'id': 5215540315, 'qualifierId': 233, 'value': '59'}];f69xf0cdfn1qe63t5tr5in10;D. Chong-Qui;;;5eiwin6m1ptykc4p4mdkzt3o;Foul;;;;;;;;;;;;;;;;;;;;;59,0;1,0;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;home;;;;;;;;;;0;6;48;Huntsville City;408;DC;1,0
2721158649;61;1;1;7;22;4gymgvqmve0m2vh89v84tt3x0;1;28,6;39,1;2024-09-15T19:13:48.227Z;2024-09-15T19:13:53Z;[{'id': 5215544159, 'qualifierId': 5}, {'id': 5215544175, 'qualifierId': 141, 'value': '73.9'}, {'id': 5215544177, 'qualifierId': 212, 'value': '23.7'}, {'id': 5215544169, 'qualifierId': 56, 'value': 'Back'}, {'id': 5215544171, 'qualifierId': 140, 'value': '30.0'}, {'id': 5215544163, 'qualifierId': 152}, {'id': 5215544179, 'qualifierId': 213, 'value': '1.51'}];d9cioqeofh2tfg3171r5nlb10;C. Applewhite;;;5eiwin6m1ptykc4p4mdkzt3o;Pass;;;;;;;;;;30,0;73,9;1,51;;23,7;;;;;;;;;;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;30,0;73,9;;;;;;;;0;7;22;Atlanta United II;442;DL;1,0
2721158685;62;1;1;7;27;4gymgvqmve0m2vh89v84tt3x0;1;30,1;74,5;2024-09-15T19:13:53.859Z;2024-09-15T19:13:55Z;[{'id': 5215544347, 'qualifierId': 141, 'value': '68.9'}, {'id': 5215544345, 'qualifierId': 140, 'value': '37.7'}, {'id': 5215544349, 'qualifierId': 212, 'value': '8.8'}, {'id': 5215544351, 'qualifierId': 213, 'value': '5.84'}, {'id': 5215544343, 'qualifierId': 56, 'value': 'Back'}];3s1a50dskuehneuuy9b1nxg4;J. Akpunonu;;;5eiwin6m1ptykc4p4mdkzt3o;Pass;;;;;;;;;;37,7;68,9;5,84;;8,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;37,7;68,9;;;;;;;;0;7;27;Atlanta United II;447;DC;1,0
2721158781;63;1;1;7;29;4gymgvqmve0m2vh89v84tt3x0;1;37,3;68,6;2024-09-15T19:13:55.058Z;2024-09-15T19:13:59Z;[{'id': 5215544807, 'qualifierId': 140, 'value': '25.2'}, {'id': 5215544805, 'qualifierId': 56, 'value': 'Back'}, {'id': 5215544809, 'qualifierId': 141, 'value': '75.7'}, {'id': 5215544811, 'qualifierId': 212, 'value': '13.6'}, {'id': 5215544813, 'qualifierId': 213, 'value': '2.78'}];4wy7kbv694s6xrm3tfsyl4hyh;S. Davis;;;5eiwin6m1ptykc4p4mdkzt3o;Pass;;;;;;;;;;25,2;75,7;2,78;;13,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;25,2;75,7;;;;;;;;0;7;29;Atlanta United II;449;ML;1,0
2721158841;64;1;1;7;33;4gymgvqmve0m2vh89v84tt3x0;1;29,3;78,9;2024-09-15T19:13:59.043Z;2024-09-15T19:14:02Z;[{'id': 5215545131, 'qualifierId': 141, 'value': '78.8'}, {'id': 5215545133, 'qualifierId': 212, 'value': '10.6'}, {'id': 5215545129, 'qualifierId': 140, 'value': '39.4'}, {'id': 5215545127, 'qualifierId': 56, 'value': 'Back'}, {'id': 5215545135, 'qualifierId': 213, 'value': '6.28'}];3s1a50dskuehneuuy9b1nxg4;J. Akpunonu;;;5eiwin6m1ptykc4p4mdkzt3o;Pass;;;;;;;;;;39,4;78,8;6,28;;10,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;39,4;78,8;;;;;;;;0;7;33;Atlanta United II;453;DC;1,0
