id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamKit;value_Captain;value_TeamFormation;value_JerseyNumber;value_PlayerPosition;value_Involved;value_TeamPlayerFormation;value_Resume;value_DirectionOfPlay;value_KickOff;value_Angle;value_Length;value_PassEndY;value_Zone;value_PassEndX;value_Launch;value_LongBall;value_HeadPass;value_OppositeRelatedEventId;value_Foul;value_Direct;value_Shove/Push;value_Offensive;value_Defensive;value_FreeKickTaken;value_Assist;value_LowCentre;value_BlockedX;value_RelatedEventId;value_GoalmouthZ;value_RightFooted;value_BlockedY;value_OutOfBoxCentre;value_RegularPlay;value_GoalmouthY;value_Assisted;value_IndividualPlay;value_Collected;value_Stooping;value_Hands;value_OverArm;value_KeeperThrow;value_NextEventThrowIn;value_ThrowIn;value_AttemptedTackle;value_YellowCard;value_TacticalFoul;value_IntentionalAssist;value_Chipped;value_Cross;value_BoxCentre;value_Head;value_FirstTouch;value_HighCentre;value_SetPiece;value_Standing;value_BlockedPass;value_BlockedCross;value_IntendedTackleTarget;value_DeletedEventType;value_SwitchOfPlay;value_BigChance;value_GoalShotTimestamp;value_SmallBoxCentre;value_LowLeft;value_GoalShotGameClock;value_GkY;value_GkX;value_OutOfPlay;value_BoxRight;value_ParriedDanger;value_Diving;value_NotVisible;value_FairPlay;value_Left;value_Right;value_CornerTaken;value_FromCorner;value_Blocked;value_HitBar;value_OutOfBoxDeepRight;value_HitWoodwork;value_LeftFooted;value_DefBlock;value_TempBlocked;value_SmallBoxLeft;value_InSwinger;value_Handball;value_NextEventGoalKick;value_GoalKick;value_Low;value_LayOff;value_High;value_FreeKick;value_SwerveLeft;value_NotAssisted;value_PlayersCaughtOffside;value_Indirect;value_Deflection;value_Injury;value_InjuredPlayerId;value_LowRight;value_ParriedSafe;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_Minutes;value_ThroughBall;value_FastBreak;value_EndType;value_Tactical;value_RecklessOffence;value_ShirtPull/Holding;value_HighLeft;value_OverhitCross;value_Overrun;value_BoxLeft;value_NotPastGoalLine;value_TempShotOn;value_PullBack;value_Volley;value_CloseLeft;value_BoxDeepRight;value_TempMissed;value_Feet;value_Sliding;value_HighClaim;value_GkKickFromHands;value_OutSwinger;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2707718623;51;43;1;5;10;99l7fsj6ykgbyqcb9zqqu9dgq;1;0,0;0,0;2024-08-11T00:24:26.648Z;2024-08-11T00:25:51Z;[{'id': 5141755813, 'qualifierId': 144, 'value': '49'}];6girdg17h5o2qr8stoywy3vv8;A. Urzua;;;eljv81fqo5qn12un1aa4at7o4;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;0;0;5;10;Sporting KC II;310;MC;1,0
2707718651;52;1;1;5;10;99l7fsj6ykgbyqcb9zqqu9dgq;1;36,8;59,7;2024-08-11T00:24:27.031Z;2024-08-11T00:24:29Z;[{'id': 5141752141, 'qualifierId': 56, 'value': 'Back'}, {'id': 5141752145, 'qualifierId': 141, 'value': '72.6'}, {'id': 5141752147, 'qualifierId': 212, 'value': '10.2'}, {'id': 5141752143, 'qualifierId': 140, 'value': '31.9'}, {'id': 5141752149, 'qualifierId': 213, 'value': '2.10'}];6girdg17h5o2qr8stoywy3vv8;A. Urzua;;;eljv81fqo5qn12un1aa4at7o4;Pass;;;;;;;;;;;2,1;10,2;72,6;;31,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;31,9;72,6;;;;;;;0;0;5;10;Sporting KC II;310;MC;1,0
2707718669;53;1;1;5;12;99l7fsj6ykgbyqcb9zqqu9dgq;1;31,9;72,6;2024-08-11T00:24:29.029Z;2024-08-11T00:24:30Z;[{'id': 5141752255, 'qualifierId': 140, 'value': '29.4'}, {'id': 5141752261, 'qualifierId': 213, 'value': '4.49'}, {'id': 5141752259, 'qualifierId': 212, 'value': '11.8'}, {'id': 5141752257, 'qualifierId': 141, 'value': '55.7'}, {'id': 5141752253, 'qualifierId': 56, 'value': 'Back'}];e7vsajjh4e7t51ciycjg0skd0;T. Humphrey;;;eljv81fqo5qn12un1aa4at7o4;Pass;;;;;;;;;;;4,49;11,8;55,7;;29,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;29,4;55,7;;;;;;;0;0;5;12;Sporting KC II;312;DC;1,0
2707718677;54;1;1;5;14;99l7fsj6ykgbyqcb9zqqu9dgq;1;29,4;55,7;2024-08-11T00:24:30.728Z;2024-08-11T00:24:31Z;[{'id': 5141752307, 'qualifierId': 213, 'value': '1.28'}, {'id': 5141752303, 'qualifierId': 141, 'value': '69.6'}, {'id': 5141752295, 'qualifierId': 56, 'value': 'Back'}, {'id': 5141752299, 'qualifierId': 140, 'value': '32.1'}, {'id': 5141752305, 'qualifierId': 212, 'value': '9.9'}];9nl0k91lrjonu0z2irbs01oiy;A. Korça;;;eljv81fqo5qn12un1aa4at7o4;Pass;;;;;;;;;;;1,28;9,9;69,6;;32,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;32,1;69,6;;;;;;;0;0;5;14;Sporting KC II;314;DC;1,0
2707718707;55;1;1;5;14;99l7fsj6ykgbyqcb9zqqu9dgq;1;32,1;69,6;2024-08-11T00:24:31.349Z;2024-08-11T00:24:33Z;[{'id': 5141752467, 'qualifierId': 56, 'value': 'Back'}, {'id': 5141752475, 'qualifierId': 212, 'value': '14.4'}, {'id': 5141752471, 'qualifierId': 140, 'value': '37.2'}, {'id': 5141752473, 'qualifierId': 141, 'value': '89.3'}, {'id': 5141752477, 'qualifierId': 213, 'value': '1.19'}];e7vsajjh4e7t51ciycjg0skd0;T. Humphrey;;;eljv81fqo5qn12un1aa4at7o4;Pass;;;;;;;;;;;1,19;14,4;89,3;;37,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;37,2;89,3;;;;;;;0;0;5;14;Sporting KC II;314;DC;1,0
2707718779;56;1;1;5;17;99l7fsj6ykgbyqcb9zqqu9dgq;1;38,3;78,5;2024-08-11T00:24:33.815Z;2024-08-11T00:24:42Z;[{'id': 5141752861, 'qualifierId': 141, 'value': '12.6'}, {'id': 5141752855, 'qualifierId': 196}, {'id': 5141752865, 'qualifierId': 213, 'value': '5.51'}, {'id': 5141752867, 'qualifierId': 1}, {'id': 5141752853, 'qualifierId': 155}, {'id': 5141752863, 'qualifierId': 212, 'value': '64.0'}, {'id': 5141752857, 'qualifierId': 56, 'value': 'Right'}, {'id': 5141752859, 'qualifierId': 140, 'value': '81.8'}];6ggqe5gi2w2jjclmbjev6dd78;Pedrinho;;;eljv81fqo5qn12un1aa4at7o4;Pass;;;;;;;;;;;5,51;64,0;12,6;;81,8;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;81,8;12,6;;;;;;;0;0;5;17;Sporting KC II;317;FWL;1,0
2707718811;57;1;1;5;25;99l7fsj6ykgbyqcb9zqqu9dgq;1;87,8;14,3;2024-08-11T00:24:41.910Z;2024-08-11T00:24:45Z;[{'id': 5141753019, 'qualifierId': 213, 'value': '3.18'}, {'id': 5141753013, 'qualifierId': 140, 'value': '78.8'}, {'id': 5141753017, 'qualifierId': 212, 'value': '9.5'}, {'id': 5141753015, 'qualifierId': 141, 'value': '13.8'}, {'id': 5141753011, 'qualifierId': 56, 'value': 'Right'}];rtca480n5ehey5ffvt8nudck;H. Endeley;;;eljv81fqo5qn12un1aa4at7o4;Pass;;;;;;;;;;;3,18;9,5;13,8;;78,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;78,8;13,8;;;;;;;0;0;5;25;Sporting KC II;325;DMR;1,0
2707718831;58;1;1;5;28;99l7fsj6ykgbyqcb9zqqu9dgq;1;75,4;19,4;2024-08-11T00:24:45.208Z;2024-08-11T00:24:47Z;[{'id': 5141753115, 'qualifierId': 213, 'value': '1.86'}, {'id': 5141753111, 'qualifierId': 141, 'value': '29.8'}, {'id': 5141753107, 'qualifierId': 56, 'value': 'Center'}, {'id': 5141753109, 'qualifierId': 140, 'value': '73.4'}, {'id': 5141753113, 'qualifierId': 212, 'value': '7.4'}];8vnnownnzz2ksuuitbw3ax5yi;A. Ramirez;;;eljv81fqo5qn12un1aa4at7o4;Pass;;;;;;;;;;;1,86;7,4;29,8;;73,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;73,4;29,8;;;;;;;0;0;5;28;Sporting KC II;328;FWR;1,0
2707718873;59;1;1;5;30;99l7fsj6ykgbyqcb9zqqu9dgq;1;73,9;34,9;2024-08-11T00:24:47.253Z;2024-08-11T00:24:50Z;[{'id': 5141753343, 'qualifierId': 141, 'value': '82.1'}, {'id': 5141753347, 'qualifierId': 213, 'value': '1.38'}, {'id': 5141753349, 'qualifierId': 1}, {'id': 5141753341, 'qualifierId': 140, 'value': '79.8'}, {'id': 5141753339, 'qualifierId': 56, 'value': 'Left'}, {'id': 5141753345, 'qualifierId': 212, 'value': '32.7'}];32c9e26wcnr5kmab8ep4zph5g;D. García;;;eljv81fqo5qn12un1aa4at7o4;Pass;;;;;;;;;;;1,38;32,7;82,1;;79,8;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;79,8;82,1;;;;;;;0;0;5;30;Sporting KC II;330;MC;1,0
2707718901;60;1;1;5;34;99l7fsj6ykgbyqcb9zqqu9dgq;1;88,1;92,9;2024-08-11T00:24:50.536Z;2024-08-11T00:24:55Z;[{'id': 5141753531, 'qualifierId': 2}, {'id': 5141753545, 'qualifierId': 1}, {'id': 5141753533, 'qualifierId': 155}, {'id': 5141753537, 'qualifierId': 140, 'value': '87.2'}, {'id': 5141753543, 'qualifierId': 213, 'value': '4.69'}, {'id': 5141753539, 'qualifierId': 141, 'value': '16.7'}, {'id': 5141753535, 'qualifierId': 56, 'value': 'Right'}, {'id': 5141753541, 'qualifierId': 212, 'value': '51.8'}];3risld5mac5ns2rrv6namc2l0;A. Zanne;;;eljv81fqo5qn12un1aa4at7o4;Pass;;;;;;;;;;;4,69;51,8;16,7;;87,2;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;87,2;16,7;;;;;;;0;0;5;34;Sporting KC II;334;DML;1,0
2707718945;61;1;1;5;39;99l7fsj6ykgbyqcb9zqqu9dgq;1;90,8;18,3;2024-08-11T00:24:55.575Z;2024-08-11T00:25:43Z;[{'id': 5141753743, 'qualifierId': 155}, {'id': 5141755491, 'qualifierId': 210, 'value': '16'}, {'id': 5141753751, 'qualifierId': 140, 'value': '95.6'}, {'id': 5141753747, 'qualifierId': 56, 'value': 'Center'}, {'id': 5141755495, 'qualifierId': 22}, {'id': 5141753755, 'qualifierId': 212, 'value': '22.4'}, {'id': 5141755493, 'qualifierId': 154}, {'id': 5141753757, 'qualifierId': 213, 'value': '1.34'}, {'id': 5141753739, 'qualifierId': 2}, {'id': 5141753753, 'qualifierId': 141, 'value': '50.4'}];rtca480n5ehey5ffvt8nudck;H. Endeley;;1,0;eljv81fqo5qn12un1aa4at7o4;Pass;;;;;;;;;;;1,34;22,4;50,4;;95,6;;;;;;;;;;;16,0;;;;;;;;1,0;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;95,6;50,4;;;;;;;0;0;5;39;Sporting KC II;339;DMR;1,0
2707718949;62;16;1;5;41;99l7fsj6ykgbyqcb9zqqu9dgq;1;95,6;50,4;2024-08-11T00:24:58.216Z;2024-08-11T00:25:43Z;[{'id': 5141755555, 'qualifierId': 214}, {'id': 5141754417, 'qualifierId': 374, 'value': '2024-08-11 01:24:57.938'}, {'id': 5141755543, 'qualifierId': 29}, {'id': 5141755551, 'qualifierId': 102, 'value': '52.0'}, {'id': 5141753765, 'qualifierId': 16}, {'id': 5141753763, 'qualifierId': 22}, {'id': 5141755545, 'qualifierId': 154}, {'id': 5141755541, 'qualifierId': 76}, {'id': 5141755553, 'qualifierId': 103, 'value': '15.2'}, {'id': 5141754421, 'qualifierId': 375, 'value': '05:41.521'}, {'id': 5141755547, 'qualifierId': 55, 'value': '61'}, {'id': 5141753767, 'qualifierId': 56, 'value': 'Center'}, {'id': 5141755559, 'qualifierId': 231, 'value': '50'}, {'id': 5141754415, 'qualifierId': 328}, {'id': 5141755557, 'qualifierId': 230, 'value': '99.0'}, {'id': 5141754411, 'qualifierId': 15}];8vnnownnzz2ksuuitbw3ax5yi;A. Ramirez;;;eljv81fqo5qn12un1aa4at7o4;Goal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,0;15,2;;;;1,0;52,0;1,0;;;;;;;;;;;;1,0;;;;1,0;1,0;;;;;;;;;1,0;;1,0;1,0;;50,0;99,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;52,0;15.2;61,0;rtca480n5ehey5ffvt8nudck;0;1;5;41;Sporting KC II;341;FWR;1,0
2707719295;44;1;1;6;31;7fbej4xwoq4imaf5l39304m37;1;49,8;50,4;2024-08-11T00:25:48.215Z;2024-08-11T00:25:50Z;[{'id': 5141755761, 'qualifierId': 141, 'value': '49.4'}, {'id': 5141755765, 'qualifierId': 213, 'value': '3.20'}, {'id': 5141755763, 'qualifierId': 212, 'value': '10.8'}, {'id': 5141755757, 'qualifierId': 56, 'value': 'Back'}, {'id': 5141755767, 'qualifierId': 279, 'value': 'G'}, {'id': 5141755759, 'qualifierId': 140, 'value': '39.5'}];cqmvrx028gh19yh8qh7w01y0a;R. Avila;;;eljv81fqo5qn12un1aa4at7o4;Pass;;;;;;;;;;;3,2;10,8;49,4;;39,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;39,5;49,4;;;;;;;0;0;6;31;North Texas;391;FW;1,0
2707719311;45;1;1;6;33;7fbej4xwoq4imaf5l39304m37;1;39,7;49,7;2024-08-11T00:25:50.199Z;2024-08-11T00:25:51Z;[{'id': 5141755833, 'qualifierId': 141, 'value': '84.7'}, {'id': 5141755837, 'qualifierId': 213, 'value': '1.92'}, {'id': 5141755831, 'qualifierId': 140, 'value': '31.4'}, {'id': 5141755835, 'qualifierId': 212, 'value': '25.3'}, {'id': 5141755829, 'qualifierId': 56, 'value': 'Back'}];bhhdcubw5vyxzf0lc1fcfftka;D. Flores;;;eljv81fqo5qn12un1aa4at7o4;Pass;;;;;;;;;;;1,92;25,3;84,7;;31,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;31,4;84,7;;;;;;;0;0;6;33;North Texas;393;MC;1,0
2707719339;46;1;1;6;35;7fbej4xwoq4imaf5l39304m37;1;30,6;85,0;2024-08-11T00:25:51.447Z;2024-08-11T00:25:55Z;[{'id': 5141755987, 'qualifierId': 213, 'value': '4.26'}, {'id': 5141755983, 'qualifierId': 141, 'value': '64.9'}, {'id': 5141755981, 'qualifierId': 140, 'value': '24.2'}, {'id': 5141755979, 'qualifierId': 56, 'value': 'Back'}, {'id': 5141755985, 'qualifierId': 212, 'value': '15.2'}];9kahvwswke29dt3uumulbktpm;M. Visconti;;;eljv81fqo5qn12un1aa4at7o4;Pass;;;;;;;;;;;4,26;15,2;64,9;;24,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;24,2;64,9;;;;;;;0;0;6;35;North Texas;395;DC;1,0
2707719353;47;1;1;6;38;7fbej4xwoq4imaf5l39304m37;1;29,0;61,1;2024-08-11T00:25:55.144Z;2024-08-11T00:25:57Z;[{'id': 5141756047, 'qualifierId': 140, 'value': '24.7'}, {'id': 5141756051, 'qualifierId': 212, 'value': '17.1'}, {'id': 5141756053, 'qualifierId': 213, 'value': '4.44'}, {'id': 5141756049, 'qualifierId': 141, 'value': '36.9'}, {'id': 5141756045, 'qualifierId': 56, 'value': 'Back'}];tvbjgz0zeq5irumgofxrko44;L. Christiano;;;eljv81fqo5qn12un1aa4at7o4;Pass;;;;;;;;;;;4,44;17,1;36,9;;24,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;24,7;36,9;;;;;;;0;0;6;38;North Texas;398;DC;1,0
2707719373;48;1;1;6;40;7fbej4xwoq4imaf5l39304m37;1;24,7;36,7;2024-08-11T00:25:57.279Z;2024-08-11T00:25:59Z;[{'id': 5141756119, 'qualifierId': 56, 'value': 'Back'}, {'id': 5141756123, 'qualifierId': 141, 'value': '6.5'}, {'id': 5141756127, 'qualifierId': 213, 'value': '5.00'}, {'id': 5141756125, 'qualifierId': 212, 'value': '21.4'}, {'id': 5141756121, 'qualifierId': 140, 'value': '30.5'}];4cfvnypovkt900sfxmdhvxtec;C. Rindov;;;eljv81fqo5qn12un1aa4at7o4;Pass;;;;;;;;;;;5,0;21,4;6,5;;30,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;30,5;6,5;;;;;;;0;0;6;40;North Texas;400;DL;1,0
2707719413;49;1;1;6;42;7fbej4xwoq4imaf5l39304m37;1;29,7;6,5;2024-08-11T00:25:59.311Z;2024-08-11T00:26:04Z;[{'id': 5141756333, 'qualifierId': 212, 'value': '33.4'}, {'id': 5141756337, 'qualifierId': 1}, {'id': 5141756335, 'qualifierId': 213, 'value': '0.01'}, {'id': 5141756329, 'qualifierId': 140, 'value': '61.5'}, {'id': 5141756331, 'qualifierId': 141, 'value': '6.8'}, {'id': 5141756327, 'qualifierId': 56, 'value': 'Right'}];2vq2t4ttpcwey95jzofd60qy2;C. Klein;;;eljv81fqo5qn12un1aa4at7o4;Pass;;;;;;;;;;;0,01;33,4;6,8;;61,5;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;61,5;6,8;;;;;;;0;0;6;42;North Texas;402;DR;1,0
2707719423;50;3;1;6;47;7fbej4xwoq4imaf5l39304m37;0;66,9;8,9;2024-08-11T00:26:04.054Z;2024-08-11T02:25:17Z;[{'id': 5141756379, 'qualifierId': 56, 'value': 'Right'}, {'id': 5141756395, 'qualifierId': 233, 'value': '63'}, {'id': 5141756385, 'qualifierId': 286}];cqmvrx028gh19yh8qh7w01y0a;R. Avila;;;eljv81fqo5qn12un1aa4at7o4;Take On;;;;;;;;;;;;;;;;;;;63,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;;;;;;;;;0;0;6;47;North Texas;407;FW;1,0
2707719417;63;7;1;6;47;99l7fsj6ykgbyqcb9zqqu9dgq;1;33,1;91,1;2024-08-11T00:26:04.055Z;2024-08-11T02:25:17Z;[{'id': 5141756355, 'qualifierId': 285}, {'id': 5141756391, 'qualifierId': 233, 'value': '50'}, {'id': 5141756641, 'qualifierId': 167}, {'id': 5141756353, 'qualifierId': 56, 'value': 'Back'}];9nl0k91lrjonu0z2irbs01oiy;A. Korça;;;eljv81fqo5qn12un1aa4at7o4;Tackle;;;;;;;;;;;;;;;;;;;50,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;0;0;6;47;Sporting KC II;407;DC;1,0
2707719453;51;5;1;6;50;7fbej4xwoq4imaf5l39304m37;1;68,6;-1,6;2024-08-11T00:26:06.993Z;2024-08-11T00:26:46Z;[{'id': 5141756559, 'qualifierId': 347}, {'id': 5141758333, 'qualifierId': 233, 'value': '64'}, {'id': 5141756557, 'qualifierId': 56, 'value': 'Right'}];cqmvrx028gh19yh8qh7w01y0a;R. Avila;;;eljv81fqo5qn12un1aa4at7o4;Out;;;;;;;;;;;;;;;;;;;64,0;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;;;;;;;;;0;0;6;50;North Texas;410;FW;1,0
2707719459;64;5;1;6;50;99l7fsj6ykgbyqcb9zqqu9dgq;0;31,4;101,6;2024-08-11T00:26:06.993Z;2024-08-11T01:10:10Z;[{'id': 5141756579, 'qualifierId': 347}, {'id': 5141758361, 'qualifierId': 233, 'value': '51'}, {'id': 5141756577, 'qualifierId': 56, 'value': 'Back'}];9nl0k91lrjonu0z2irbs01oiy;A. Korça;;;eljv81fqo5qn12un1aa4at7o4;Out;;;;;;;;;;;;;;;;;;;51,0;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;0;0;6;50;Sporting KC II;410;DC;1,0
2707719479;52;1;1;6;55;7fbej4xwoq4imaf5l39304m37;1;67,7;0,0;2024-08-11T00:26:11.832Z;2024-08-11T00:26:13Z;[{'id': 5141756695, 'qualifierId': 212, 'value': '9.0'}, {'id': 5141756691, 'qualifierId': 140, 'value': '70.9'}, {'id': 5141756687, 'qualifierId': 107}, {'id': 5141756689, 'qualifierId': 56, 'value': 'Right'}, {'id': 5141756693, 'qualifierId': 141, 'value': '10.6'}, {'id': 5141756697, 'qualifierId': 213, 'value': '1.19'}];2vq2t4ttpcwey95jzofd60qy2;C. Klein;;;eljv81fqo5qn12un1aa4at7o4;Pass;;;;;;;;;;;1,19;9,0;10,6;;70,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;70,9;10,6;;;;;;;0;0;6;55;North Texas;415;DR;1,0
2707719507;53;1;1;6;57;7fbej4xwoq4imaf5l39304m37;1;70,2;10,4;2024-08-11T00:26:13.696Z;2024-08-11T00:26:17Z;[{'id': 5141756871, 'qualifierId': 213, 'value': '4.48'}, {'id': 5141756865, 'qualifierId': 140, 'value': '69.0'}, {'id': 5141756869, 'qualifierId': 212, 'value': '5.5'}, {'id': 5141756867, 'qualifierId': 141, 'value': '2.6'}, {'id': 5141756863, 'qualifierId': 56, 'value': 'Right'}];cqmvrx028gh19yh8qh7w01y0a;R. Avila;;;eljv81fqo5qn12un1aa4at7o4;Pass;;;;;;;;;;;4,48;5,5;2,6;;69,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;69,0;2,6;;;;;;;0;0;6;57;North Texas;417;FW;1,0
