id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamFormation;value_JerseyNumber;value_Involved;value_TeamPlayerFormation;value_PlayerPosition;value_Captain;value_TeamKit;value_Resume;value_DirectionOfPlay;value_Zone;value_PassEndX;value_PassEndY;value_KickOff;value_Angle;value_Length;value_LongBall;value_Launch;value_OppositeRelatedEventId;value_Defensive;value_Offensive;value_HeadPass;value_BlockedPass;value_NextEventGoalKick;value_GoalKick;value_Chipped;value_High;value_NextEventThrowIn;value_ThrowIn;value_LeftFooted;value_Cross;value_OutSwinger;value_OutOfPlay;value_DeletedEventType;value_TakeOnOvertake;value_IntentionalAssist;value_Assist;value_RightFooted;value_GkY;value_Assisted;value_GoalmouthY;value_GkX;value_BoxCentre;value_RegularPlay;value_FirstTouch;value_RelatedEventId;value_HighRight;value_GoalmouthZ;value_NotVisible;value_IntendedTackleTarget;value_NotAssisted;value_IndividualPlay;value_BoxLeft;value_HighLeft;value_DefBlock;value_HighGkIntervention;value_KeeperThrow;value_LayOff;value_TakeOnSpace;value_Foul;value_Direct;value_ShirtPull/Holding;value_FreeKickTaken;value_BlockedCross;value_Right;value_Left;value_CornerTaken;value_Head;value_BlockedY;value_FromCorner;value_BlockedX;value_SwerveLeft;value_OutOfBoxCentre;value_Volley;value_NotPastGoalLine;value_MisHit;value_Handball;value_SwitchOfPlay;value_TouchTypeControl;value_TouchTypeClearance;value_OverhitCross;value_PlayersCaughtOffside;value_Indirect;value_FlickOn;value_BoxRight;value_FastBreak;value_Blocked;value_LowLeft;value_TouchTypePass;value_LowGkIntervention;value_LowRight;value_Diving;value_ParriedSafe;value_Hands;value_AttemptedTackle;value_FloatedCross;value_Straight;value_HighClaim;value_LeadingToAttempt;value_LowCentre;value_RelatedError1Id;value_PullBack;value_MediumGkIntervention;value_OtherObstacle;value_BallHitsReferee;value_Shove/Push;value_YellowCard;value_TacticalFoul;value_SetPiece;value_Overrun;value_BlockedClearance;value_BigChance;value_1On1;value_Stooping;value_ParriedDanger;value_SmallBoxRight;value_Low;value_RecklessOffence;value_Minutes;value_TempBlocked;value_Standing;value_EndType;value_GkXTimeOfGoal;value_GoalShotTimestamp;value_GoalShotGameClock;value_GkYTimeOfGoal;value_Collected;value_Tactical;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_35Centre;value_2NdAssist;value_2NdAssisted;value_2NdRelatedEventId;value_ThroughBall;value_BoxDeepLeft;value_Strong;value_FreeKick;value_AerialFoul;value_Dissent;value_CloseLeft;value_LastLine;value_InSwinger;value_OverArm;value_Injury;value_InjuredPlayerId;value_GkKickFromHands;value_LeadingToGoal;value_FollowsADribble;value_Weak;value_SmallBoxLeft;value_GkHoof;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2693830495;166;61;1;18;47;4gymgvqmve0m2vh89v84tt3x0;0;70,7;68,9;2024-06-02T00:29:09.567Z;2024-06-02T00:29:09Z;[{'id': 5065045749, 'qualifierId': 56, 'value': 'Center'}];5m3bxdstyhzoplpzam8c94t90;F. Ajago;;;d6arklw161x30f5jksbhj1r10;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;0;0;18;47;Carolina Core;1127;FW;1,0
2693830511;179;1;1;18;49;2nnef9tr9g7m2s6n873qif95g;0;21,8;22,1;2024-06-02T00:29:10.786Z;2024-06-02T00:29:11Z;[{'id': 5065045807, 'qualifierId': 157}, {'id': 5065045815, 'qualifierId': 141, 'value': '24.0'}, {'id': 5065045809, 'qualifierId': 56, 'value': 'Back'}, {'id': 5065045811, 'qualifierId': 140, 'value': '33.8'}, {'id': 5065045819, 'qualifierId': 212, 'value': '12.7'}, {'id': 5065045823, 'qualifierId': 1}, {'id': 5065045821, 'qualifierId': 213, 'value': '0.10'}];3acyax22zfwdjw0cpgg4x7dre;J. Juarez;;;d6arklw161x30f5jksbhj1r10;Pass;;;;;;;;;;;33,8;24,0;;0,1;12,7;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;33,8;24,0;;;;;;;0;0;18;49;Huntsville City;1129;DMR;1,0
2693830527;167;61;1;18;51;4gymgvqmve0m2vh89v84tt3x0;1;61,3;75,5;2024-06-02T00:29:12.622Z;2024-06-02T00:29:12Z;[{'id': 5065045923, 'qualifierId': 56, 'value': 'Center'}];7udp171hmb1rdixg9awx93h1w;T. Pasnik;;;d6arklw161x30f5jksbhj1r10;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;0;0;18;51;Carolina Core;1131;FW;1,0
2693830549;168;1;1;18;53;4gymgvqmve0m2vh89v84tt3x0;1;55,3;75,5;2024-06-02T00:29:14.815Z;2024-06-02T00:29:16Z;[{'id': 5065046067, 'qualifierId': 141, 'value': '45.4'}, {'id': 5065046071, 'qualifierId': 212, 'value': '25.6'}, {'id': 5065046073, 'qualifierId': 213, 'value': '4.07'}, {'id': 5065046063, 'qualifierId': 140, 'value': '40.6'}, {'id': 5065046057, 'qualifierId': 56, 'value': 'Back'}];6z58yyouaevipxrmrmorcz0no;I. Johnston;;;d6arklw161x30f5jksbhj1r10;Pass;;;;;;;;;;;40,6;45,4;;4,07;25,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;40,6;45,4;;;;;;;0;0;18;53;Carolina Core;1133;MC;1,0
2693830583;169;1;1;18;54;4gymgvqmve0m2vh89v84tt3x0;1;40,6;45,3;2024-06-02T00:29:16.478Z;2024-06-02T00:29:19Z;[{'id': 5065046255, 'qualifierId': 141, 'value': '10.3'}, {'id': 5065046251, 'qualifierId': 140, 'value': '45.4'}, {'id': 5065046247, 'qualifierId': 56, 'value': 'Back'}, {'id': 5065046263, 'qualifierId': 213, 'value': '4.92'}, {'id': 5065046259, 'qualifierId': 212, 'value': '24.3'}];42zmyz1t6mqap5pyfqxiaadqs;F. Opande;;;d6arklw161x30f5jksbhj1r10;Pass;;;;;;;;;;;45,4;10,3;;4,92;24,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;45,4;10,3;;;;;;;0;0;18;54;Carolina Core;1134;DL;1,0
2693830601;170;3;1;18;58;4gymgvqmve0m2vh89v84tt3x0;1;47,8;20,4;2024-06-02T00:29:19.695Z;2024-06-07T13:09:12Z;[{'id': 5065046375, 'qualifierId': 56, 'value': 'Back'}, {'id': 5071285293, 'qualifierId': 465}, {'id': 5065046377, 'qualifierId': 286}, {'id': 5065046413, 'qualifierId': 233, 'value': '180'}];6jzijlp0e2w4qjan9eto35wd0;J. Sangwa;;;d6arklw161x30f5jksbhj1r10;Take On;;;;;;;;;;;;;;;;;;180,0;;1,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;0;0;18;58;Carolina Core;1138;DR;1,0
2693830591;180;45;1;18;58;2nnef9tr9g7m2s6n873qif95g;0;52,2;79,6;2024-06-02T00:29:19.695Z;2024-06-02T00:29:23Z;[{'id': 5065046421, 'qualifierId': 233, 'value': '170'}, {'id': 5065046305, 'qualifierId': 285}, {'id': 5065046303, 'qualifierId': 56, 'value': 'Left'}];1irhjiafn9ushepjvevbkn6ui;F. Stachuk;;;d6arklw161x30f5jksbhj1r10;Challenge;;;;;;;;;;;;;;;;;;170,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;0;0;18;58;Huntsville City;1138;FWL;1,0
2693830623;171;1;1;19;0;4gymgvqmve0m2vh89v84tt3x0;1;59,2;37,1;2024-06-02T00:29:22.542Z;2024-06-02T00:29:25Z;[{'id': 5065046483, 'qualifierId': 56, 'value': 'Center'}, {'id': 5065046499, 'qualifierId': 213, 'value': '1.36'}, {'id': 5065046495, 'qualifierId': 212, 'value': '23.2'}, {'id': 5065046487, 'qualifierId': 140, 'value': '63.8'}, {'id': 5065046491, 'qualifierId': 141, 'value': '70.5'}];6jzijlp0e2w4qjan9eto35wd0;J. Sangwa;;;d6arklw161x30f5jksbhj1r10;Pass;;;;;;;;;;;63,8;70,5;;1,36;23,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;63,8;70,5;;;;;;;0;0;19;0;Carolina Core;1140;DR;1,0
2693830659;172;1;1;19;3;4gymgvqmve0m2vh89v84tt3x0;1;63,8;70,5;2024-06-02T00:29:25.038Z;2024-06-02T00:29:29Z;[{'id': 5065046667, 'qualifierId': 140, 'value': '69.3'}, {'id': 5065046669, 'qualifierId': 141, 'value': '93.1'}, {'id': 5065046671, 'qualifierId': 212, 'value': '16.4'}, {'id': 5065046673, 'qualifierId': 213, 'value': '1.21'}, {'id': 5065046665, 'qualifierId': 56, 'value': 'Left'}];7udp171hmb1rdixg9awx93h1w;T. Pasnik;;;d6arklw161x30f5jksbhj1r10;Pass;;;;;;;;;;;69,3;93,1;;1,21;16,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;69,3;93,1;;;;;;;0;0;19;3;Carolina Core;1143;FW;1,0
2693830679;173;1;1;19;7;4gymgvqmve0m2vh89v84tt3x0;1;72,8;92,7;2024-06-02T00:29:28.911Z;2024-06-02T00:29:30Z;[{'id': 5065046793, 'qualifierId': 212, 'value': '15.7'}, {'id': 5065046789, 'qualifierId': 140, 'value': '79.9'}, {'id': 5065046791, 'qualifierId': 141, 'value': '72.3'}, {'id': 5065046795, 'qualifierId': 213, 'value': '5.21'}, {'id': 5065046787, 'qualifierId': 56, 'value': 'Center'}];9ncybediodv8share9pox2kno;T. Ritondale;;;d6arklw161x30f5jksbhj1r10;Pass;;;;;;;;;;;79,9;72,3;;5,21;15,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;79,9;72,3;;;;;;;0;0;19;7;Carolina Core;1147;DC;1,0
2693830685;174;1;1;19;9;4gymgvqmve0m2vh89v84tt3x0;1;80,2;71,8;2024-06-02T00:29:30.671Z;2024-06-02T00:29:31Z;[{'id': 5065046833, 'qualifierId': 212, 'value': '20.7'}, {'id': 5065046829, 'qualifierId': 141, 'value': '86.8'}, {'id': 5065046835, 'qualifierId': 213, 'value': '2.63'}, {'id': 5065046865, 'qualifierId': 156}, {'id': 5065046821, 'qualifierId': 56, 'value': 'Left'}, {'id': 5065046825, 'qualifierId': 140, 'value': '63.0'}];b9f1pwdmp99p5penlqwuwcjkk;C. Scretchen;;;d6arklw161x30f5jksbhj1r10;Pass;;;;;;;;;;;63,0;86,8;;2,63;20,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;63,0;86,8;;;;;;;0;0;19;9;Carolina Core;1149;ML;1,0
2693830725;175;1;1;19;11;4gymgvqmve0m2vh89v84tt3x0;0;63,1;74,4;2024-06-02T00:29:33.294Z;2024-06-02T00:29:35Z;[{'id': 5065047081, 'qualifierId': 1}, {'id': 5065047069, 'qualifierId': 155}, {'id': 5065047079, 'qualifierId': 213, 'value': '5.60'}, {'id': 5065047077, 'qualifierId': 212, 'value': '39.4'}, {'id': 5065047075, 'qualifierId': 141, 'value': '37.9'}, {'id': 5065047073, 'qualifierId': 140, 'value': '92.2'}, {'id': 5065047071, 'qualifierId': 56, 'value': 'Center'}];7udp171hmb1rdixg9awx93h1w;T. Pasnik;;;d6arklw161x30f5jksbhj1r10;Pass;;;;;;;;;;;92,2;37,9;;5,6;39,4;1,0;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;92,2;37,9;;;;;;;0;0;19;11;Carolina Core;1151;FW;1,0
2693830727;181;12;1;19;13;2nnef9tr9g7m2s6n873qif95g;1;10,3;62,9;2024-06-02T00:29:34.926Z;2024-06-02T00:29:40Z;[{'id': 5065047083, 'qualifierId': 56, 'value': 'Back'}, {'id': 5065047085, 'qualifierId': 140, 'value': '26.8'}, {'id': 5065047121, 'qualifierId': 15}, {'id': 5065047087, 'qualifierId': 141, 'value': '85.0'}, {'id': 5065047089, 'qualifierId': 212, 'value': '22.9'}, {'id': 5065047091, 'qualifierId': 213, 'value': '0.71'}];11ppoeb5n4q657bwbg4cdxck;J. White;;;d6arklw161x30f5jksbhj1r10;Clearance;;;;;;;;;;;26,8;85,0;;0,71;22,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;26,8;85,0;;;;;;;0;0;19;13;Huntsville City;1153;DML;1,0
2693830793;176;83;1;19;17;4gymgvqmve0m2vh89v84tt3x0;0;72,6;5,8;2024-06-02T00:29:39.583Z;2024-06-02T01:12:12Z;[{'id': 5065187705, 'qualifierId': 399, 'value': '1irhjiafn9ushepjvevbkn6ui'}];1kr4ax5uy3f9gbjzr34u0svf8;I. Jones;;;d6arklw161x30f5jksbhj1r10;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;0;0;19;17;Carolina Core;1157;MC;1,0
2693830813;182;49;1;19;18;2nnef9tr9g7m2s6n873qif95g;1;26,8;85,0;2024-06-02T00:29:40.363Z;2024-06-02T00:29:40Z;[];1irhjiafn9ushepjvevbkn6ui;F. Stachuk;;;d6arklw161x30f5jksbhj1r10;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;0;0;19;18;Huntsville City;1158;FWL;1,0
2693830849;183;1;1;19;19;2nnef9tr9g7m2s6n873qif95g;1;26,8;85,0;2024-06-02T00:29:41.176Z;2024-06-02T00:29:43Z;[{'id': 5065047759, 'qualifierId': 141, 'value': '72.6'}, {'id': 5065047763, 'qualifierId': 213, 'value': '5.18'}, {'id': 5065047755, 'qualifierId': 56, 'value': 'Back'}, {'id': 5065047761, 'qualifierId': 212, 'value': '9.5'}, {'id': 5065047757, 'qualifierId': 140, 'value': '30.9'}];1irhjiafn9ushepjvevbkn6ui;F. Stachuk;;;d6arklw161x30f5jksbhj1r10;Pass;;;;;;;;;;;30,9;72,6;;5,18;9,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;30,9;72,6;;;;;;;0;0;19;19;Huntsville City;1159;FWL;1,0
2693830873;184;1;1;19;22;2nnef9tr9g7m2s6n873qif95g;0;34,1;68,4;2024-06-02T00:29:43.848Z;2024-06-02T00:29:45Z;[{'id': 5065047857, 'qualifierId': 141, 'value': '57.2'}, {'id': 5065047853, 'qualifierId': 56, 'value': 'Back'}, {'id': 5065047859, 'qualifierId': 212, 'value': '7.7'}, {'id': 5065047855, 'qualifierId': 140, 'value': '32.8'}, {'id': 5065047861, 'qualifierId': 213, 'value': '4.54'}];6oia90bi52zwmgdlvcvfnj1pm;J. Evans;;;d6arklw161x30f5jksbhj1r10;Pass;;;;;;;;;;;32,8;57,2;;4,54;7,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;32,8;57,2;;;;;;;0;0;19;22;Huntsville City;1162;MC;1,0
2693830893;177;49;1;19;24;4gymgvqmve0m2vh89v84tt3x0;1;63,3;34,4;2024-06-02T00:29:46.431Z;2024-06-02T00:29:46Z;[];7udp171hmb1rdixg9awx93h1w;T. Pasnik;;;d6arklw161x30f5jksbhj1r10;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;0;0;19;24;Carolina Core;1164;FW;1,0
2693830923;178;1;1;19;25;4gymgvqmve0m2vh89v84tt3x0;0;62,8;34,8;2024-06-02T00:29:46.940Z;2024-06-02T01:13:26Z;[{'id': 5065048151, 'qualifierId': 233, 'value': '185'}, {'id': 5065048155, 'qualifierId': 286}, {'id': 5065048137, 'qualifierId': 213, 'value': '0.00'}, {'id': 5065048135, 'qualifierId': 212, 'value': '1.7'}, {'id': 5065048129, 'qualifierId': 56, 'value': 'Center'}, {'id': 5065048149, 'qualifierId': 236}, {'id': 5065048133, 'qualifierId': 141, 'value': '34.8'}, {'id': 5065048131, 'qualifierId': 140, 'value': '64.4'}];7udp171hmb1rdixg9awx93h1w;T. Pasnik;;;d6arklw161x30f5jksbhj1r10;Pass;;;;;;;;;;;64,4;34,8;;0,0;1,7;;;185,0;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;64,4;34,8;;;;;;;0;0;19;25;Carolina Core;1165;FW;1,0
2693830909;185;74;1;19;25;2nnef9tr9g7m2s6n873qif95g;1;33,8;58,4;2024-06-02T00:29:46.941Z;2024-06-02T00:29:48Z;[{'id': 5065048041, 'qualifierId': 56, 'value': 'Back'}, {'id': 5065048167, 'qualifierId': 233, 'value': '178'}, {'id': 5065048043, 'qualifierId': 285}];6oia90bi52zwmgdlvcvfnj1pm;J. Evans;;;d6arklw161x30f5jksbhj1r10;Blocked Pass;;;;;;;;;;;;;;;;;;178,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;0;0;19;25;Huntsville City;1165;MC;1,0
2693830939;179;43;1;19;27;4gymgvqmve0m2vh89v84tt3x0;1;0,0;0,0;2024-06-02T00:29:48.958Z;2024-06-02T00:29:51Z;[{'id': 5065048271, 'qualifierId': 144, 'value': '49'}];7udp171hmb1rdixg9awx93h1w;T. Pasnik;;;d6arklw161x30f5jksbhj1r10;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4gymgvqmve0m2vh89v84tt3x0;Huntsville City;away;;;;;;;;;0;0;19;27;Carolina Core;1167;FW;1,0
2693830943;186;49;1;19;28;2nnef9tr9g7m2s6n873qif95g;1;31,1;42,8;2024-06-02T00:29:49.738Z;2024-06-02T00:29:49Z;[];5jxj5s38o1nx0xbnapwl58bo4;J. Orejuela;;;d6arklw161x30f5jksbhj1r10;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;0;0;19;28;Huntsville City;1168;MC;1,0
2693830987;187;1;1;19;28;2nnef9tr9g7m2s6n873qif95g;1;31,1;42,8;2024-06-02T00:29:50.019Z;2024-06-02T00:29:54Z;[{'id': 5065048407, 'qualifierId': 140, 'value': '41.1'}, {'id': 5065048413, 'qualifierId': 213, 'value': '5.09'}, {'id': 5065048409, 'qualifierId': 141, 'value': '3.7'}, {'id': 5065048411, 'qualifierId': 212, 'value': '28.6'}, {'id': 5065048405, 'qualifierId': 56, 'value': 'Back'}];5jxj5s38o1nx0xbnapwl58bo4;J. Orejuela;;;d6arklw161x30f5jksbhj1r10;Pass;;;;;;;;;;;41,1;3,7;;5,09;28,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;41,1;3,7;;;;;;;0;0;19;28;Huntsville City;1168;MC;1,0
2693831011;188;1;1;19;32;2nnef9tr9g7m2s6n873qif95g;1;44,5;7,1;2024-06-02T00:29:54.191Z;2024-06-02T00:29:56Z;[{'id': 5065048553, 'qualifierId': 213, 'value': '2.97'}, {'id': 5065048549, 'qualifierId': 141, 'value': '9.7'}, {'id': 5065048545, 'qualifierId': 56, 'value': 'Back'}, {'id': 5065048551, 'qualifierId': 212, 'value': '10.1'}, {'id': 5065048547, 'qualifierId': 140, 'value': '35.0'}];3acyax22zfwdjw0cpgg4x7dre;J. Juarez;;;d6arklw161x30f5jksbhj1r10;Pass;;;;;;;;;;;35,0;9,7;;2,97;10,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;35,0;9,7;;;;;;;0;0;19;32;Huntsville City;1172;DMR;1,0
2693831027;189;1;1;19;34;2nnef9tr9g7m2s6n873qif95g;1;35,0;9,7;2024-06-02T00:29:56.519Z;2024-06-02T00:29:57Z;[{'id': 5065048609, 'qualifierId': 212, 'value': '7.3'}, {'id': 5065048611, 'qualifierId': 213, 'value': '2.05'}, {'id': 5065048605, 'qualifierId': 141, 'value': '19.2'}, {'id': 5065048601, 'qualifierId': 56, 'value': 'Back'}, {'id': 5065048603, 'qualifierId': 140, 'value': '31.8'}];6oia90bi52zwmgdlvcvfnj1pm;J. Evans;;;d6arklw161x30f5jksbhj1r10;Pass;;;;;;;;;;;31,8;19,2;;2,05;7,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;31,8;19,2;;;;;;;0;0;19;34;Huntsville City;1174;MC;1,0
