id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Captain;value_Resume;value_Involved;value_TeamKit;value_JerseyNumber;value_TeamFormation;value_PlayerPosition;value_TeamPlayerFormation;value_DirectionOfPlay;value_Angle;value_PassEndY;value_PassEndX;value_KickOff;value_Zone;value_Length;value_BlockedPass;value_OppositeRelatedEventId;value_Offensive;value_Defensive;value_Launch;value_LongBall;value_NextEventThrowIn;value_ThrowIn;value_Head;value_BoxCentre;value_FirstTouch;value_BlockedY;value_LowCentre;value_RightFooted;value_Volley;value_BlockedX;value_IndividualPlay;value_GoalmouthZ;value_ThrowInSetPiece;value_GoalmouthY;value_NotAssisted;value_Hands;value_Standing;value_Collected;value_LowGkIntervention;value_KeeperThrow;value_Chipped;value_LayOff;value_HeadPass;value_TouchTypeClearance;value_TakeOnOvertake;value_Defensive1V1;value_AttemptedTackle;value_Foul;value_Direct;value_FreeKickTaken;value_SwitchOfPlay;value_OutSwinger;value_Cross;value_LeftFooted;value_BlockedCross;value_Left;value_InSwinger;value_CornerTaken;value_HighGkIntervention;value_IntendedTackleTarget;value_Right;value_IntentionalAssist;value_Assist;value_SmallBoxRight;value_RelatedEventId;value_GkX;value_FromCorner;value_CloseRightAndHigh;value_GkY;value_Assisted;value_NextEventGoalKick;value_High;value_GoalKick;value_DeletedEventType;value_Shove/Push;value_OtherObstacle;value_RefereeDelay;value_OtherReason;value_BallHitsReferee;value_TouchTypePass;value_TakeOnSpace;value_OutOfPlay;value_Low;value_FlickOn;value_BoxRight;value_CloseHigh;value_Strong;value_RegularPlay;value_TouchTypeControl;value_PlayersCaughtOffside;value_Indirect;value_ShirtPull/Holding;value_YellowCard;value_TacticalFoul;value_ThroughBall;value_Blocked;value_LowLeft;value_BoxLeft;value_DefBlock;value_PullBack;value_BigChance;value_MediumGkIntervention;value_AerialFoul;value_CloseRight;value_OutOfBoxCentre;value_CloseLeft;value_SwerveRight;value_DangerousPlay;value_RecklessOffence;value_Diving;value_OverArm;value_InjuredPlayerId;value_Injury;value_Overrun;value_Handball;value_Stooping;value_Minutes;value_Deflection;value_LowRight;value_FreeKick;value_EndType;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_NotVisible;value_SwerveLeft;value_SetPiece;value_FastBreak;value_Feet;value_ParriedSafe;value_Sliding;value_TempShotOn;value_ParriedDanger;value_FollowsADribble;value_Weak;value_GoalShotGameClock;value_1On1;value_GkYTimeOfGoal;value_GoalShotTimestamp;value_GkXTimeOfGoal;value_ExcessiveCelebration;value_BoxDeepRight;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2686785461;386;74;1;0;14;1pc6sx2h4rp113ldkbp5d2xas;1;70,3;24,0;2024-05-12T19:24:14.491Z;2024-05-12T20:15:11Z;[{'id': 5026585993, 'qualifierId': 285}, {'id': 5026596719, 'qualifierId': 233, 'value': '413'}, {'id': 5026585985, 'qualifierId': 56, 'value': 'Center'}];iu61re9bbusv2w7fu7w6505w;L. Mesanvi;;;crwpfh4qsq62xxy1rifmu7jtg;Blocked Pass;;;;;;;;;;;;;;;;;413,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;;;;;;;;;0;0;0;14;Ventura County;14;FW;1,0
2686785613;387;49;1;0;15;1pc6sx2h4rp113ldkbp5d2xas;1;68,7;9,7;2024-05-12T19:24:15.491Z;2024-05-12T20:13:36Z;[];iu61re9bbusv2w7fu7w6505w;L. Mesanvi;;;crwpfh4qsq62xxy1rifmu7jtg;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;;;;;;;;;0;0;0;15;Ventura County;15;FW;1,0
2686786083;388;1;1;0;17;1pc6sx2h4rp113ldkbp5d2xas;1;69,6;8,9;2024-05-12T19:24:17.491Z;2024-05-12T20:14:01Z;[{'id': 5026589735, 'qualifierId': 140, 'value': '81.1'}, {'id': 5026589739, 'qualifierId': 212, 'value': '12.6'}, {'id': 5026589741, 'qualifierId': 213, 'value': '6.00'}, {'id': 5026589733, 'qualifierId': 56, 'value': 'Right'}, {'id': 5026589737, 'qualifierId': 141, 'value': '3.7'}];iu61re9bbusv2w7fu7w6505w;L. Mesanvi;;;crwpfh4qsq62xxy1rifmu7jtg;Pass;;;;;;;;;;6,0;3,7;81,1;;;12,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;81,1;3,7;;;;;;;0;0;0;17;Ventura County;17;FW;1,0
2686786093;389;61;1;0;19;1pc6sx2h4rp113ldkbp5d2xas;0;87,6;7,4;2024-05-12T19:24:19.491Z;2024-05-12T20:14:01Z;[{'id': 5026589785, 'qualifierId': 56, 'value': 'Right'}];eliciww307c6fs2mg347z1iei;C. Clark;;;crwpfh4qsq62xxy1rifmu7jtg;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;;;;;;;;;0;0;0;19;Ventura County;19;DMR;1,0
2686788079;414;49;1;0;20;8ijkk62897so5r3bq0wgwx4bu;1;10,4;81,5;2024-05-12T19:24:20.491Z;2024-05-12T20:16:03Z;[];4blue6g56i3t9iffjcmjs6hhw;R. Dalgado;;;crwpfh4qsq62xxy1rifmu7jtg;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;;;;;;;;;0;0;0;20;Minnesota United II;20;DC;1,0
2686788173;415;1;1;0;21;8ijkk62897so5r3bq0wgwx4bu;0;10,4;89,3;2024-05-12T19:24:22.490Z;2024-05-12T21:29:08Z;[{'id': 5026602377, 'qualifierId': 141, 'value': '88.4'}, {'id': 5026602381, 'qualifierId': 213, 'value': '6.08'}, {'id': 5026602373, 'qualifierId': 56, 'value': 'Back'}, {'id': 5026602421, 'qualifierId': 233, 'value': '390'}, {'id': 5026602371, 'qualifierId': 157}, {'id': 5026602383, 'qualifierId': 1}, {'id': 5026602379, 'qualifierId': 212, 'value': '3.0'}, {'id': 5026602425, 'qualifierId': 286}, {'id': 5026602375, 'qualifierId': 140, 'value': '13.2'}, {'id': 5026602419, 'qualifierId': 236}];4blue6g56i3t9iffjcmjs6hhw;R. Dalgado;;;crwpfh4qsq62xxy1rifmu7jtg;Pass;;;;;;;;;;6,08;88,4;13,2;;;3,0;1,0;390,0;1,0;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;13,2;88,4;;;;;;;0;0;0;21;Minnesota United II;21;DC;1,0
2686786373;390;74;1;0;22;1pc6sx2h4rp113ldkbp5d2xas;1;89,1;6,1;2024-05-12T19:24:22.491Z;2024-05-12T20:16:10Z;[{'id': 5026591381, 'qualifierId': 285}, {'id': 5026591379, 'qualifierId': 56, 'value': 'Right'}, {'id': 5026602467, 'qualifierId': 233, 'value': '415'}];eliciww307c6fs2mg347z1iei;C. Clark;;;crwpfh4qsq62xxy1rifmu7jtg;Blocked Pass;;;;;;;;;;;;;;;;;415,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;;;;;;;;;0;0;0;22;Ventura County;22;DMR;1,0
2686788485;416;61;1;0;23;8ijkk62897so5r3bq0wgwx4bu;1;8,2;96,0;2024-05-12T19:24:23.491Z;2024-05-12T20:16:31Z;[{'id': 5026604151, 'qualifierId': 56, 'value': 'Back'}];4blue6g56i3t9iffjcmjs6hhw;R. Dalgado;;;crwpfh4qsq62xxy1rifmu7jtg;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;;;;;;;;;0;0;0;23;Minnesota United II;23;DC;1,0
2686786785;391;5;1;0;26;1pc6sx2h4rp113ldkbp5d2xas;1;90,4;-1,5;2024-05-12T19:24:26.491Z;2024-05-12T20:16:37Z;[{'id': 5026605187, 'qualifierId': 233, 'value': '417'}, {'id': 5026593695, 'qualifierId': 347}, {'id': 5026593693, 'qualifierId': 56, 'value': 'Right'}];eliciww307c6fs2mg347z1iei;C. Clark;;;crwpfh4qsq62xxy1rifmu7jtg;Out;;;;;;;;;;;;;;;;;417,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;;;;;;;;;0;0;0;26;Ventura County;26;DMR;1,0
2686788655;417;5;1;0;26;8ijkk62897so5r3bq0wgwx4bu;0;9,6;101,5;2024-05-12T19:24:26.491Z;2024-05-12T20:16:43Z;[{'id': 5026605091, 'qualifierId': 56, 'value': 'Back'}, {'id': 5026605095, 'qualifierId': 347}, {'id': 5026605207, 'qualifierId': 233, 'value': '391'}];4blue6g56i3t9iffjcmjs6hhw;R. Dalgado;;;crwpfh4qsq62xxy1rifmu7jtg;Out;;;;;;;;;;;;;;;;;391,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;;;;;;;;;0;0;0;26;Minnesota United II;26;DC;1,0
