id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Captain;value_Resume;value_Involved;value_TeamKit;value_JerseyNumber;value_TeamFormation;value_PlayerPosition;value_TeamPlayerFormation;value_DirectionOfPlay;value_Angle;value_PassEndY;value_PassEndX;value_KickOff;value_Zone;value_Length;value_BlockedPass;value_OppositeRelatedEventId;value_Offensive;value_Defensive;value_Launch;value_LongBall;value_NextEventThrowIn;value_ThrowIn;value_Head;value_BoxCentre;value_FirstTouch;value_BlockedY;value_LowCentre;value_RightFooted;value_Volley;value_BlockedX;value_IndividualPlay;value_GoalmouthZ;value_ThrowInSetPiece;value_GoalmouthY;value_NotAssisted;value_Hands;value_Standing;value_Collected;value_LowGkIntervention;value_KeeperThrow;value_Chipped;value_LayOff;value_HeadPass;value_TouchTypeClearance;value_TakeOnOvertake;value_Defensive1V1;value_AttemptedTackle;value_Foul;value_Direct;value_FreeKickTaken;value_SwitchOfPlay;value_OutSwinger;value_Cross;value_LeftFooted;value_BlockedCross;value_Left;value_InSwinger;value_CornerTaken;value_HighGkIntervention;value_IntendedTackleTarget;value_Right;value_IntentionalAssist;value_Assist;value_SmallBoxRight;value_RelatedEventId;value_GkX;value_FromCorner;value_CloseRightAndHigh;value_GkY;value_Assisted;value_NextEventGoalKick;value_High;value_GoalKick;value_DeletedEventType;value_Shove/Push;value_OtherObstacle;value_RefereeDelay;value_OtherReason;value_BallHitsReferee;value_TouchTypePass;value_TakeOnSpace;value_OutOfPlay;value_Low;value_FlickOn;value_BoxRight;value_CloseHigh;value_Strong;value_RegularPlay;value_TouchTypeControl;value_PlayersCaughtOffside;value_Indirect;value_ShirtPull/Holding;value_YellowCard;value_TacticalFoul;value_ThroughBall;value_Blocked;value_LowLeft;value_BoxLeft;value_DefBlock;value_PullBack;value_BigChance;value_MediumGkIntervention;value_AerialFoul;value_CloseRight;value_OutOfBoxCentre;value_CloseLeft;value_SwerveRight;value_DangerousPlay;value_RecklessOffence;value_Diving;value_OverArm;value_InjuredPlayerId;value_Injury;value_Overrun;value_Handball;value_Stooping;value_Minutes;value_Deflection;value_LowRight;value_FreeKick;value_EndType;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_NotVisible;value_SwerveLeft;value_SetPiece;value_FastBreak;value_Feet;value_ParriedSafe;value_Sliding;value_TempShotOn;value_ParriedDanger;value_FollowsADribble;value_Weak;value_GoalShotGameClock;value_1On1;value_GkYTimeOfGoal;value_GoalShotTimestamp;value_GkXTimeOfGoal;value_ExcessiveCelebration;value_BoxDeepRight;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2686693605;1;34;16;0;0;8ijkk62897so5r3bq0wgwx4bu;1;0,0;0,0;2024-05-12T18:36:49.739Z;2024-05-12T19:17:36Z;[{'id': 5026290439, 'qualifierId': 194, 'value': 'e7q60ne93c6289xwnt9zj65wq'}, {'id': 5026075687, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5026075677, 'qualifierId': 30, 'value': 'ab8jzmb5h0lh7mt66h3zgm5ex, 70e7dozhms3xdkr0n6kas00es, 4blue6g56i3t9iffjcmjs6hhw, 1o0ew8fp44fuo3o7c8ef8pd2i, e7q60ne93c6289xwnt9zj65wq, e23yyl43xtcve09dx234uuj8, 5zawuirp825t4brhaj90k9duy, c44bkncqmptribnxki1dyppbe, 1kl9112b8rcbr3k1s5hs353x0, 4o8ulvahxfb06x5xhvflvwhzo, b4hm7o0o1tlssg0aa1psm704q, 2vq2t4ttpcwey95jzofd60qy2, ct1a7ex39pnemouuv4klyj85w, 2io6rajwkftjli8i14hf606ei, 2eoftsi3eznjjmhu8ybft11ck, byzzgz3ix7vuh6c3hqf7580lw, evup6vvfz5q201s8hg6bhxck, 4283da2hccprbybkv4nvmos2c'}, {'id': 5026290443, 'qualifierId': 197, 'value': '23342'}, {'id': 5026075681, 'qualifierId': 59, 'value': '31, 75, 50, 21, 12, 51, 61, 52, 29, 84, 30, 47, 68, 71, 72, 74, 81, 95'}, {'id': 5026075683, 'qualifierId': 130, 'value': '8'}, {'id': 5026075679, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5026075685, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0'}];;;;;crwpfh4qsq62xxy1rifmu7jtg;Team set up;;;;23342,0;;8,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;;;;;;;;;0;0;0;0;Minnesota United II;0;;
2686698243;1;34;16;0;0;1pc6sx2h4rp113ldkbp5d2xas;1;0,0;0,0;2024-05-12T18:42:48.255Z;2024-05-12T19:17:34Z;[{'id': 5026101085, 'qualifierId': 44, 'value': '1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5026290259, 'qualifierId': 197, 'value': '23805'}, {'id': 5026101089, 'qualifierId': 130, 'value': '12'}, {'id': 5026101083, 'qualifierId': 30, 'value': 'aij1pddtm5ch0o8dstl3mc1jp, eliciww307c6fs2mg347z1iei, 5g3yur7k1fvc47hjz5y2zrze, aqqjtiyr2nayy6rjq6wxk6ec4, 7tjrziff3z2fl88t52j3rk3bp, 9s3boszvqn3fzsx0r1xswqyqy, 8hftsf1ff8839jdbe3e6lmm1g, 7g1lvmpww9jrvojy55zengpw4, 45b72f8szmqnv8tz06j7mj1wq, iu61re9bbusv2w7fu7w6505w, 69h930ebovyl7rut5dz4r2iok, 4tengy9p53kcukevpi8s54wh6, a4staqjshva5lhcr0dw744nze, 1795jw1oc3pkthyq0kqexh65m, 2pka62t1zg04jwkcx6zbc4wlw, byelagxi3qg0rb06tjl3fodn8, 8leht96i9to7hfltr2vsh80lw, 70hl6xheqod8ldba1obda3gus, dcvb5vfbftkn8ebph5401lz4k, 96r1ukc1cr750c1zyk0zntc7o'}, {'id': 5026290257, 'qualifierId': 194, 'value': '7tjrziff3z2fl88t52j3rk3bp'}, {'id': 5026101091, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5026101093, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5026101087, 'qualifierId': 59, 'value': '1, 37, 12, 23, 3, 40, 38, 25, 29, 90, 36, 32, 34, 35, 39, 57, 55, 53, 56, 54'}];;;;;crwpfh4qsq62xxy1rifmu7jtg;Team set up;;;;23805,0;;12,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;;;;;;;;;0;0;0;0;Ventura County;0;;
2686743711;2;32;1;0;0;8ijkk62897so5r3bq0wgwx4bu;1;0,0;0,0;2024-05-12T19:24:00.491Z;2024-05-12T19:27:26Z;[{'id': 5026346737, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;crwpfh4qsq62xxy1rifmu7jtg;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;;;;;;;;;0;0;0;0;Minnesota United II;0;;
2686743723;2;32;1;0;0;1pc6sx2h4rp113ldkbp5d2xas;1;0,0;0,0;2024-05-12T19:24:00.491Z;2024-05-16T16:16:47Z;[{'id': 5026346785, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;crwpfh4qsq62xxy1rifmu7jtg;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;;;;;;;;;0;0;0;0;Ventura County;0;;
2686786543;408;1;1;0;0;8ijkk62897so5r3bq0wgwx4bu;1;49,7;50,3;2024-05-12T19:24:00.492Z;2024-05-12T20:14:25Z;[{'id': 5026592337, 'qualifierId': 213, 'value': '2.59'}, {'id': 5026592333, 'qualifierId': 141, 'value': '58.5'}, {'id': 5026592331, 'qualifierId': 140, 'value': '41.1'}, {'id': 5026592339, 'qualifierId': 279, 'value': 'S'}, {'id': 5026592327, 'qualifierId': 56, 'value': 'Back'}, {'id': 5026592335, 'qualifierId': 212, 'value': '10.6'}];1kl9112b8rcbr3k1s5hs353x0;A. Bibout;;;crwpfh4qsq62xxy1rifmu7jtg;Pass;;;;;;;;;;2,59;58,5;41,1;;;10,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;41,1;58,5;;;;;;;0;0;0;0;Minnesota United II;0;FW;1,0
2686786779;409;1;1;0;3;8ijkk62897so5r3bq0wgwx4bu;1;40,2;59,1;2024-05-12T19:24:03.491Z;2024-05-12T20:14:37Z;[{'id': 5026593659, 'qualifierId': 56, 'value': 'Back'}, {'id': 5026593665, 'qualifierId': 212, 'value': '10.7'}, {'id': 5026593667, 'qualifierId': 213, 'value': '3.56'}, {'id': 5026593663, 'qualifierId': 141, 'value': '52.7'}, {'id': 5026593661, 'qualifierId': 140, 'value': '30.9'}];1o0ew8fp44fuo3o7c8ef8pd2i;T. Lepley;;;crwpfh4qsq62xxy1rifmu7jtg;Pass;;;;;;;;;;3,56;52,7;30,9;;;10,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;30,9;52,7;;;;;;;0;0;0;3;Minnesota United II;3;MC;1,0
2686786895;410;1;1;0;6;8ijkk62897so5r3bq0wgwx4bu;1;32,5;47,8;2024-05-12T19:24:06.491Z;2024-05-12T20:14:46Z;[{'id': 5026594417, 'qualifierId': 213, 'value': '1.50'}, {'id': 5026594409, 'qualifierId': 56, 'value': 'Back'}, {'id': 5026594413, 'qualifierId': 141, 'value': '65.1'}, {'id': 5026594411, 'qualifierId': 140, 'value': '33.3'}, {'id': 5026594415, 'qualifierId': 212, 'value': '11.8'}];e7q60ne93c6289xwnt9zj65wq;M. Ferkranus;;;crwpfh4qsq62xxy1rifmu7jtg;Pass;;;;;;;;;;1,5;65,1;33,3;;;11,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;33,3;65,1;;;;;;;0;0;0;6;Minnesota United II;6;DL;1,0
2686787147;411;1;1;0;7;8ijkk62897so5r3bq0wgwx4bu;1;29,8;66,0;2024-05-12T19:24:07.491Z;2024-05-12T20:15:04Z;[{'id': 5026595933, 'qualifierId': 56, 'value': 'Back'}, {'id': 5026595937, 'qualifierId': 141, 'value': '45.4'}, {'id': 5026595939, 'qualifierId': 212, 'value': '14.2'}, {'id': 5026595935, 'qualifierId': 140, 'value': '31.9'}, {'id': 5026595941, 'qualifierId': 213, 'value': '4.87'}];e23yyl43xtcve09dx234uuj8;A. Essengue;;;crwpfh4qsq62xxy1rifmu7jtg;Pass;;;;;;;;;;4,87;45,4;31,9;;;14,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;31,9;45,4;;;;;;;0;0;0;7;Minnesota United II;7;DC;1,0
2686787237;412;1;1;0;10;8ijkk62897so5r3bq0wgwx4bu;1;32,7;44,5;2024-05-12T19:24:10.491Z;2024-05-12T20:15:09Z;[{'id': 5026596481, 'qualifierId': 56, 'value': 'Back'}, {'id': 5026596485, 'qualifierId': 141, 'value': '70.0'}, {'id': 5026596483, 'qualifierId': 140, 'value': '31.8'}, {'id': 5026596489, 'qualifierId': 213, 'value': '1.63'}, {'id': 5026596487, 'qualifierId': 212, 'value': '17.4'}];e7q60ne93c6289xwnt9zj65wq;M. Ferkranus;;;crwpfh4qsq62xxy1rifmu7jtg;Pass;;;;;;;;;;1,63;70,0;31,8;;;17,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;31,8;70,0;;;;;;;0;0;0;10;Minnesota United II;10;DL;1,0
2686787263;413;1;1;0;13;8ijkk62897so5r3bq0wgwx4bu;0;31,8;70,0;2024-05-12T19:24:14.490Z;2024-05-12T21:29:08Z;[{'id': 5026596609, 'qualifierId': 56, 'value': 'Back'}, {'id': 5026596703, 'qualifierId': 236}, {'id': 5026596611, 'qualifierId': 140, 'value': '33.6'}, {'id': 5026596623, 'qualifierId': 213, 'value': '6.07'}, {'id': 5026596707, 'qualifierId': 233, 'value': '386'}, {'id': 5026596619, 'qualifierId': 212, 'value': '1.9'}, {'id': 5026596615, 'qualifierId': 141, 'value': '69.4'}, {'id': 5026596717, 'qualifierId': 286}];e23yyl43xtcve09dx234uuj8;A. Essengue;;;crwpfh4qsq62xxy1rifmu7jtg;Pass;;;;;;;;;;6,07;69,4;33,6;;;1,9;1,0;386,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8ijkk62897so5r3bq0wgwx4bu;Ventura County;away;33,6;69,4;;;;;;;0;0;0;13;Minnesota United II;13;DC;1,0
