id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_JerseyNumber;value_Involved;value_TeamPlayerFormation;value_Captain;value_TeamKit;value_PlayerPosition;value_Resume;value_TeamFormation;value_DirectionOfPlay;value_Zone;value_KickOff;value_PassEndY;value_PassEndX;value_Length;value_Angle;value_LongBall;value_Launch;value_Offensive;value_OppositeRelatedEventId;value_Defensive;value_TouchTypeClearance;value_Assist;value_GoalmouthZ;value_OutOfBoxCentre;value_GkY;value_RegularPlay;value_RelatedEventId;value_IndividualPlay;value_RightFooted;value_CloseHigh;value_GkX;value_Assisted;value_GoalmouthY;value_NextEventGoalKick;value_Low;value_GoalKick;value_Left;value_Right;value_CornerTaken;value_IntentionalAssist;value_OutSwinger;value_Cross;value_Chipped;value_Volley;value_FirstTouch;value_FromCorner;value_BlockedX;value_BlockedY;value_OwnPlayer;value_LowRight;value_SixYardBlocked;value_Blocked;value_SmallBoxRight;value_OwnShotBlocked;value_NotVisible;value_High;value_Head;value_NextEventThrowIn;value_ThrowIn;value_BlockedPass;value_TakeOnSpace;value_OutOfPlay;value_FlickOn;value_HeadPass;value_TouchTypePass;value_LeftFooted;value_BoxCentre;value_Hands;value_LowGkIntervention;value_Stooping;value_Collected;value_DeletedEventType;value_ThroughBall;value_IntendedTackleTarget;value_Foul;value_Direct;value_AttemptedTackle;value_FreeKickTaken;value_TouchTypeControl;value_LayOff;value_SwitchOfPlay;value_Shove/Push;value_InSwinger;value_Overrun;value_LowLeft;value_NotAssisted;value_DefBlock;value_TakeOnOvertake;value_PlayersCaughtOffside;value_Indirect;value_PullBack;value_BoxLeft;value_LowCentre;value_BigChance;value_Standing;value_MediumGkIntervention;value_ParriedSafe;value_ShirtPull/Holding;value_YellowCard;value_TacticalFoul;value_Feet;value_Sliding;value_Diving;value_KeeperThrow;value_HighClaim;value_HighGkIntervention;value_OverArm;value_Minutes;value_EndType;value_Tactical;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_2NdAssist;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_GoalShotGameClock;value_2NdAssisted;value_SmallBoxCentre;value_2NdRelatedEventId;value_GoalShotTimestamp;value_HighCentre;value_SetPiece;value_DrivenCross;value_Straight;value_BlockedCross;value_Injury;value_InjuredPlayerId;value_SwerveLeft;value_BoxRight;value_CloseLeftAndHigh;value_CloseRight;value_GoesToPenalties;value_Penalty;value_Scored;value_Second(2Nd)OppositeRelatedEventId;value_HitWoodwork;value_HitRightPost;value_Missed;value_HighLeft;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2702706601;1;34;16;0;0;cbip96wzs3jc2xadoluhhxotl;1;0,0;0,0;2024-07-21T23:39:14.674Z;2024-07-22T00:53:12Z;[{'id': 5113985109, 'qualifierId': 59, 'value': '57, 42, 33, 81, 20, 32, 40, 34, 77, 45, 41, 23, 27, 37, 39, 44, 51, 95, 99'}, {'id': 5113985103, 'qualifierId': 30, 'value': '2ig362xub2syd45v3usgymbkk, ahl3kfbfeubf6zfl7x8qrlm38, asy97zdxk0352toy38huzk222, 3wkej06590b61lyqm7vt1kwes, 1z750xyx7stmv6uf51h1y6ehh, 5gg2mxmy9ff40oku3s09gavl6, 8y2nsfsangmn1qa389y25b76c, 8rq61cgteiomxej2p0nxaw6c4, 6kpb5yyfk2ifjgtfkspb8xwd0, 7ditqci7td8u4wj4dmirr3qzu, dzo2odov052991qseshgfruju, 6d45ccicyo6dregi9cm4ad4kq, aqqbh1ugeh2f8jjiq8fu2qwru, 5gl31qop7zlj9mfbtolvj7xuc, tw82u87mw6kggtjblt1hhdzo, 8pl795qg2d886vtq8trzsucfe, 48vc423tkz4mx7oql1ahqneac, d8jipeh184bc6p9c0uervzytw, 9p86jgzpsokma52ifxswk4woa'}, {'id': 5113985113, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5113985115, 'qualifierId': 194, 'value': 'ahl3kfbfeubf6zfl7x8qrlm38'}, {'id': 5114125391, 'qualifierId': 197, 'value': '6183'}, {'id': 5113985107, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5113985117, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5113985111, 'qualifierId': 130, 'value': '8'}];;;;;e7jr7miyjhjwdcd41kdrf0bo4;Team set up;;;;;6183,0;;;8,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;;;;;;;;;;0;0;0;The Town;0;;
2702707001;1;34;16;0;0;ew2zirzye0sw1txr2m33nr25y;1;0,0;0,0;2024-07-21T23:40:15.246Z;2024-07-22T00:04:17Z;[{'id': 5113987521, 'qualifierId': 30, 'value': '23j7p7rylg9rwke4vbgquzjai, f2nxaemhqi8kbtbejnqekgd4a, 3q8dpwqkikbugz3ikwcmkbg4q, 1on6mxrbdqnh12s4h1y0vb3mc, 35jkg2v338kipzlf0iwvvypuy, dqa88ma3jbk33lsyzo45uy2cq, dhrxi7hj8xh15ky7q6u5wqi5m, 1bmbt6h6bsiimpzxt07cqwfvu, cac9hjmdwt1gsz0qt3f6d4b2s, 79vuqfgilwa4eyqmowr5me42c, 7jtxek694d60c5udhyv0zsjro, 4h8dml0qrwpqza4kqazp5dnqi, 8a4rnvdx0h8raiiykw9aysopg, 2f698kopu06vfy867tc8j6ln8, bpfl7nj8llr3dfadhtju52rro, 4sot8voc25coo4dqsqrinantg, 1f1x4s6m83dyn9tv9faubwob8, 4fevpkfk07vvz1lek5eu9ukus, 3514h23j8mh5m37hsg90245ck'}, {'id': 5113987527, 'qualifierId': 130, 'value': '4'}, {'id': 5113991005, 'qualifierId': 194, 'value': '1bmbt6h6bsiimpzxt07cqwfvu'}, {'id': 5114022457, 'qualifierId': 197, 'value': '23745'}, {'id': 5113987525, 'qualifierId': 59, 'value': '51, 78, 72, 38, 63, 66, 64, 60, 52, 56, 71, 45, 48, 49, 54, 91, 93, 95, 53'}, {'id': 5113987529, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5113987523, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5113987531, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}];;;;;e7jr7miyjhjwdcd41kdrf0bo4;Team set up;;;;;23745,0;;;4,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;;0;0;0;Real Monarchs;0;;
2702713123;2;32;1;0;0;cbip96wzs3jc2xadoluhhxotl;1;0,0;0,0;2024-07-22T00:03:50.654Z;2024-07-22T00:03:50Z;[{'id': 5114022189, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;e7jr7miyjhjwdcd41kdrf0bo4;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;;;;;;;;;;0;0;0;The Town;0;;
2702713127;2;32;1;0;0;ew2zirzye0sw1txr2m33nr25y;1;0,0;0,0;2024-07-22T00:03:50.654Z;2024-07-29T14:08:00Z;[{'id': 5114022205, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;e7jr7miyjhjwdcd41kdrf0bo4;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;;0;0;0;Real Monarchs;0;;
2702713131;3;1;1;0;0;ew2zirzye0sw1txr2m33nr25y;1;50,0;50,0;2024-07-22T00:03:50.655Z;2024-07-22T02:15:44Z;[{'id': 5114022207, 'qualifierId': 56, 'value': 'Back'}, {'id': 5114022217, 'qualifierId': 279, 'value': 'S'}, {'id': 5114022211, 'qualifierId': 141, 'value': '58.7'}, {'id': 5114022209, 'qualifierId': 140, 'value': '40.2'}, {'id': 5114022213, 'qualifierId': 212, 'value': '11.9'}, {'id': 5114022215, 'qualifierId': 213, 'value': '2.62'}];cac9hjmdwt1gsz0qt3f6d4b2s;J. Donnery;;;e7jr7miyjhjwdcd41kdrf0bo4;Pass;;;;;;;;;;;;58,7;40,2;11,9;2,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;40,2;58,7;;;;;;;;0;0;0;Real Monarchs;0;FW;1,0
2702713137;4;1;1;0;4;ew2zirzye0sw1txr2m33nr25y;1;41,2;59,9;2024-07-22T00:03:54.682Z;2024-07-22T00:03:57Z;[{'id': 5114022257, 'qualifierId': 213, 'value': '4.34'}, {'id': 5114022249, 'qualifierId': 56, 'value': 'Back'}, {'id': 5114022251, 'qualifierId': 140, 'value': '36.5'}, {'id': 5114022253, 'qualifierId': 141, 'value': '41.5'}, {'id': 5114022255, 'qualifierId': 212, 'value': '13.5'}];1bmbt6h6bsiimpzxt07cqwfvu;E. Blancas;;;e7jr7miyjhjwdcd41kdrf0bo4;Pass;;;;;;;;;;;;41,5;36,5;13,5;4,34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;36,5;41,5;;;;;;;;0;0;4;Real Monarchs;4;MC;1,0
2702713141;5;1;1;0;6;ew2zirzye0sw1txr2m33nr25y;1;36,5;41,5;2024-07-22T00:03:57.434Z;2024-07-22T00:03:59Z;[{'id': 5114022267, 'qualifierId': 140, 'value': '34.8'}, {'id': 5114022271, 'qualifierId': 212, 'value': '17.6'}, {'id': 5114022269, 'qualifierId': 141, 'value': '15.8'}, {'id': 5114022265, 'qualifierId': 56, 'value': 'Back'}, {'id': 5114022273, 'qualifierId': 213, 'value': '4.61'}];dhrxi7hj8xh15ky7q6u5wqi5m;B. Leroux;;;e7jr7miyjhjwdcd41kdrf0bo4;Pass;;;;;;;;;;;;15,8;34,8;17,6;4,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;34,8;15,8;;;;;;;;0;0;6;Real Monarchs;6;MC;1,0
2702713147;6;1;1;0;8;ew2zirzye0sw1txr2m33nr25y;1;33,9;7,4;2024-07-22T00:03:59.019Z;2024-07-22T00:04:00Z;[{'id': 5114022303, 'qualifierId': 140, 'value': '21.9'}, {'id': 5114022309, 'qualifierId': 213, 'value': '2.47'}, {'id': 5114022307, 'qualifierId': 212, 'value': '16.1'}, {'id': 5114022301, 'qualifierId': 56, 'value': 'Back'}, {'id': 5114022305, 'qualifierId': 141, 'value': '22.2'}];f2nxaemhqi8kbtbejnqekgd4a;J. Garcia;;;e7jr7miyjhjwdcd41kdrf0bo4;Pass;;;;;;;;;;;;22,2;21,9;16,1;2,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;21,9;22,2;;;;;;;;0;0;8;Real Monarchs;8;DR;1,0
2702713151;7;1;1;0;9;ew2zirzye0sw1txr2m33nr25y;1;21,6;21,2;2024-07-22T00:04:00.267Z;2024-07-22T00:04:02Z;[{'id': 5114022315, 'qualifierId': 56, 'value': 'Back'}, {'id': 5114022319, 'qualifierId': 141, 'value': '47.3'}, {'id': 5114022321, 'qualifierId': 212, 'value': '19.8'}, {'id': 5114022323, 'qualifierId': 213, 'value': '2.03'}, {'id': 5114022317, 'qualifierId': 140, 'value': '13.2'}];35jkg2v338kipzlf0iwvvypuy;S. Bilter;;;e7jr7miyjhjwdcd41kdrf0bo4;Pass;;;;;;;;;;;;47,3;13,2;19,8;2,03;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;13,2;47,3;;;;;;;;0;0;9;Real Monarchs;9;DL;1,0
2702713157;8;1;1;0;11;ew2zirzye0sw1txr2m33nr25y;1;13,5;44,9;2024-07-22T00:04:02.154Z;2024-07-22T00:04:06Z;[{'id': 5114022347, 'qualifierId': 213, 'value': '1.22'}, {'id': 5114022341, 'qualifierId': 140, 'value': '22.8'}, {'id': 5114022343, 'qualifierId': 141, 'value': '84.1'}, {'id': 5114022339, 'qualifierId': 56, 'value': 'Back'}, {'id': 5114022345, 'qualifierId': 212, 'value': '28.4'}];23j7p7rylg9rwke4vbgquzjai;D. Sweeney;;;e7jr7miyjhjwdcd41kdrf0bo4;Pass;;;;;;;;;;;;84,1;22,8;28,4;1,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;22,8;84,1;;;;;;;;0;0;11;Real Monarchs;11;GK;1,0
