id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;matchId;type_displayName;value_Resume;value_Involved;value_TeamPlayerFormation;value_TeamFormation;value_TeamKit;value_JerseyNumber;value_PlayerPosition;value_Captain;value_DirectionOfPlay;value_PassEndY;value_KickOff;value_Angle;value_Zone;value_Length;value_PassEndX;value_LongBall;value_Chipped;value_HeadPass;value_NextEventThrowIn;value_DeletedEventType;value_IntendedTackleTarget;value_OppositeRelatedEventId;value_Offensive;value_Defensive;value_TouchTypeControl;value_Launch;value_ThroughBall;value_NextEventGoalKick;value_GoalKick;value_Low;value_TouchTypeClearance;value_TakeOnSpace;value_BlockedPass;value_Shove/Push;value_Direct;value_Foul;value_FreeKickTaken;value_Assist;value_BlockedX;value_RegularPlay;value_RelatedEventId;value_LowCentre;value_LeftFooted;value_GoalmouthY;value_IndividualPlay;value_Assisted;value_BlockedY;value_OutOfBoxCentre;value_Deflection;value_GoalmouthZ;value_Hands;value_Collected;value_MediumGkIntervention;value_Standing;value_TakeOnOvertake;value_Defensive1V1;value_AttemptedTackle;value_YellowCard;value_TacticalFoul;value_RightFooted;value_OutSwinger;value_Cross;value_OutOfPlay;value_ThrowIn;value_IntentionalAssist;value_GkY;value_BoxLeft;value_Blocked;value_GkX;value_LowLeft;value_DefBlock;value_Left;value_Right;value_CornerTaken;value_NotPastGoalLine;value_Head;value_BoxCentre;value_FromCorner;value_FirstTouch;value_SmallBoxLeft;value_SmallBoxCentre;value_Volley;value_LowRight;value_SixYardBlocked;value_HighCentre;value_BigChance;value_Reaching;value_HighGkIntervention;value_ParriedSafe;value_High;value_TouchTypePass;value_LastLine;value_Overrun;value_InSwinger;value_BlockedCross;value_SwitchOfPlay;value_NotAssisted;value_LayOff;value_LeadingToGoal;value_RelatedError1Id;value_GoalShotGameClock;value_OtherBodyPart;value_GkYTimeOfGoal;value_GoalShotTimestamp;value_GkXTimeOfGoal;value_BoxRight;value_HighRight;value_DrivenCross;value_Straight;value_BoxDeepLeft;value_FastBreak;value_ParriedDanger;value_Diving;value_FlickOn;value_ShirtPull/Holding;value_LowGkIntervention;value_KeeperThrow;value_RecklessOffence;value_Minutes;value_HighClaim;value_GkKickFromHands;value_EndType;value_CloseHigh;value_PlayersCaughtOffside;value_Indirect;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_FloatedCross;value_Injury;value_InjuredPlayerId;value_Stooping;value_FreeKick;value_ByWall;value_CloseRight;value_PenaltyTakerId;value_Penalty;value_FantasyAssistedBy;value_FantasyAssistId;value_CausingPlayer;value_FantasyAssistType;value_FantasyAssistTeam;value_Second(2Nd)OppositeRelatedEventId;value_Scored;value_OwnGoal;value_NotVisible;value_GoesToPenalties;value_GameEnd;value_HitWoodwork;value_Saved;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2701739989;1;34;16;0;0;d0c07im4a6oj8qa7f1zlt3pqs;1;0,0;0,0;2024-07-18T22:20:34.349Z;2024-07-19T01:44:22Z;[{'id': 5108543759, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5108543747, 'qualifierId': 30, 'value': '81a5mbcfvbxke0w3cbq65ld2i, 8ly83pm2mbtz4u7jwsv0o96qy, 9nlw8tihbzfnvkt5uproa79jo, 2yxzh220ndd4s4wqditruo0h6, ec3xdenc4ncg4sc8ni4kkyln8, d0riqrsz7ojwb9m94rbvx7r6y, ov91zkisppven9tp72gfbjf8, 7nxqbiq6fics5w3qnwhz249as, elvrjpt1jlko4henaqvfid7o4, 4o2lk5bkmyxe8ji3lqjo69qtw, 641bsr9un81t6sds51fhvijh0, 53ufl7f1lbwnr7klx9ofxufbo, 4wgjayv8s85dueh5l88im6lwq, 35ds2xu43z6jccyhlr8jsomzu, dcypf9mqtlcn5wetj1z7g3mui, 7m5wyvhq876dyap45egqs2tjo, 3dtt0czm41hnuw8mvyn14ys4, 5rusq0uqak1y920vdwpg2f190'}, {'id': 5108543755, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5108543753, 'qualifierId': 130, 'value': '4'}, {'id': 5108573533, 'qualifierId': 197, 'value': '23347'}, {'id': 5108543751, 'qualifierId': 59, 'value': '1, 2, 3, 6, 4, 5, 18, 8, 32, 77, 10, 7, 11, 17, 20, 30, 33, 35'}, {'id': 5108543749, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5108543757, 'qualifierId': 194, 'value': '2yxzh220ndd4s4wqditruo0h6'}];;;;e42h7e78ii3o82wdo1swjvcwk;Team set up;;;;4,0;23347,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;;0;0;0;Minnesota United II;0;;
2701740607;1;34;16;0;0;1pc6sx2h4rp113ldkbp5d2xas;1;0,0;0,0;2024-07-18T22:24:17.200Z;2024-07-19T01:38:45Z;[{'id': 5108547263, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5108547265, 'qualifierId': 59, 'value': '98, 35, 48, 44, 51, 39, 57, 38, 99, 50, 90, 63, 34, 42, 43, 45, 49, 52, 95, 65'}, {'id': 5108547269, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5108573777, 'qualifierId': 197, 'value': '23805'}, {'id': 5108547261, 'qualifierId': 30, 'value': '39kv8a6a82fos9hw9esb84k16, 1795jw1oc3pkthyq0kqexh65m, a1rc6kukly42y5j5smz3w72tw, e2olfsduxvaqsx6rdbaasa356, cz98wcy8nq9hqncb2z33p4hec, 2pka62t1zg04jwkcx6zbc4wlw, byelagxi3qg0rb06tjl3fodn8, 8hftsf1ff8839jdbe3e6lmm1g, tc5nl1hz1w06jobp5ckktr3e, 1gmj4ge2sog221wqkmap8kidw, iu61re9bbusv2w7fu7w6505w, br4cvbc1kyb7rzqe9rpbbbxn8, a4staqjshva5lhcr0dw744nze, 6e688gqc8qzt0h9cutptkcd90, 1unlspl01ht69hrm9apxt4oic, dbc343lsh3l20pi4a4gmd94wk, f4gpras1h3k8qfz71u84iyyok, btr1fg89bjqk2en1k4vbuxlp0, clqg0gusupd6cehokpggbslck, 2mpx1zzsiryzqjqqnko17jzmc'}, {'id': 5108547267, 'qualifierId': 130, 'value': '7'}, {'id': 5108594475, 'qualifierId': 194, 'value': '8hftsf1ff8839jdbe3e6lmm1g'}, {'id': 5108547271, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}];;;;e42h7e78ii3o82wdo1swjvcwk;Team set up;;;;7,0;23805,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;;;;;;;;;;0;0;0;Austin II;0;;
2701745337;2;32;1;0;0;1pc6sx2h4rp113ldkbp5d2xas;1;0,0;0,0;2024-07-18T23:05:03.987Z;2024-07-24T07:35:37Z;[{'id': 5108574437, 'qualifierId': 127, 'value': 'Left to Right'}];;;;e42h7e78ii3o82wdo1swjvcwk;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;;;;;;;;;;0;0;0;Austin II;0;;
2701745335;2;32;1;0;0;d0c07im4a6oj8qa7f1zlt3pqs;1;0,0;0,0;2024-07-18T23:05:03.987Z;2024-07-18T23:05:04Z;[{'id': 5108574431, 'qualifierId': 127, 'value': 'Right to Left'}];;;;e42h7e78ii3o82wdo1swjvcwk;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;;0;0;0;Minnesota United II;0;;
2701745341;3;1;1;0;0;d0c07im4a6oj8qa7f1zlt3pqs;1;50,0;50,0;2024-07-18T23:05:03.988Z;2024-07-18T23:05:07Z;[{'id': 5108574461, 'qualifierId': 141, 'value': '50.0'}, {'id': 5108574467, 'qualifierId': 279, 'value': 'S'}, {'id': 5108574465, 'qualifierId': 213, 'value': '3.14'}, {'id': 5108574457, 'qualifierId': 56, 'value': 'Back'}, {'id': 5108574463, 'qualifierId': 212, 'value': '18.6'}, {'id': 5108574459, 'qualifierId': 140, 'value': '32.3'}];elvrjpt1jlko4henaqvfid7o4;M. Burton;;e42h7e78ii3o82wdo1swjvcwk;Pass;;;;;;;;;;50,0;;3,14;;18,6;32,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;32,3;50,0;;;;;;;;0;0;0;Minnesota United II;0;FW;1,0
2701745343;4;1;1;0;3;d0c07im4a6oj8qa7f1zlt3pqs;1;32,3;50,0;2024-07-18T23:05:07.152Z;2024-07-18T23:05:08Z;[{'id': 5108574475, 'qualifierId': 141, 'value': '62.6'}, {'id': 5108574473, 'qualifierId': 140, 'value': '37.5'}, {'id': 5108574479, 'qualifierId': 213, 'value': '1.00'}, {'id': 5108574471, 'qualifierId': 56, 'value': 'Back'}, {'id': 5108574477, 'qualifierId': 212, 'value': '10.2'}];2yxzh220ndd4s4wqditruo0h6;A. Ramírez;;e42h7e78ii3o82wdo1swjvcwk;Pass;;;;;;;;;;62,6;;1,0;;10,2;37,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;37,5;62,6;;;;;;;;0;0;3;Minnesota United II;3;MC;1,0
2701745345;5;1;1;0;4;d0c07im4a6oj8qa7f1zlt3pqs;1;37,5;62,6;2024-07-18T23:05:08.656Z;2024-07-18T23:05:10Z;[{'id': 5108574487, 'qualifierId': 141, 'value': '91.7'}, {'id': 5108574485, 'qualifierId': 140, 'value': '41.5'}, {'id': 5108574483, 'qualifierId': 56, 'value': 'Back'}, {'id': 5108574489, 'qualifierId': 212, 'value': '20.2'}, {'id': 5108574491, 'qualifierId': 213, 'value': '1.36'}];7nxqbiq6fics5w3qnwhz249as;S. Louis-Jean;;e42h7e78ii3o82wdo1swjvcwk;Pass;;;;;;;;;;91,7;;1,36;;20,2;41,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;41,5;91,7;;;;;;;;0;0;4;Minnesota United II;4;MC;1,0
2701745349;6;1;1;0;6;d0c07im4a6oj8qa7f1zlt3pqs;1;41,5;88,0;2024-07-18T23:05:10.672Z;2024-07-18T23:05:13Z;[{'id': 5108574511, 'qualifierId': 140, 'value': '26.0'}, {'id': 5108574509, 'qualifierId': 56, 'value': 'Back'}, {'id': 5108574517, 'qualifierId': 213, 'value': '3.54'}, {'id': 5108574513, 'qualifierId': 141, 'value': '77.8'}, {'id': 5108574515, 'qualifierId': 212, 'value': '17.7'}];9nlw8tihbzfnvkt5uproa79jo;Rubén Bonachera;;e42h7e78ii3o82wdo1swjvcwk;Pass;;;;;;;;;;77,8;;3,54;;17,7;26,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;26,0;77,8;;;;;;;;0;0;6;Minnesota United II;6;DC;1,0
2701745353;7;1;1;0;9;d0c07im4a6oj8qa7f1zlt3pqs;1;26,0;77,8;2024-07-18T23:05:13.544Z;2024-07-18T23:05:17Z;[{'id': 5108574543, 'qualifierId': 213, 'value': '4.46'}, {'id': 5108574537, 'qualifierId': 140, 'value': '19.6'}, {'id': 5108574539, 'qualifierId': 141, 'value': '39.4'}, {'id': 5108574541, 'qualifierId': 212, 'value': '27.0'}, {'id': 5108574535, 'qualifierId': 56, 'value': 'Back'}];d0riqrsz7ojwb9m94rbvx7r6y;S. Mazzaferro;;e42h7e78ii3o82wdo1swjvcwk;Pass;;;;;;;;;;39,4;;4,46;;27,0;19,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;19,6;39,4;;;;;;;;0;0;9;Minnesota United II;9;DC;1,0
2701745361;8;1;1;0;13;d0c07im4a6oj8qa7f1zlt3pqs;1;20,6;36,4;2024-07-18T23:05:17.512Z;2024-07-18T23:05:23Z;[{'id': 5108574587, 'qualifierId': 141, 'value': '65.5'}, {'id': 5108574583, 'qualifierId': 56, 'value': 'Back'}, {'id': 5108574585, 'qualifierId': 140, 'value': '19.5'}, {'id': 5108574591, 'qualifierId': 213, 'value': '1.63'}, {'id': 5108574589, 'qualifierId': 212, 'value': '19.8'}];ec3xdenc4ncg4sc8ni4kkyln8;A. Gomez;;e42h7e78ii3o82wdo1swjvcwk;Pass;;;;;;;;;;65,5;;1,63;;19,8;19,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;19,5;65,5;;;;;;;;0;0;13;Minnesota United II;13;DL;1,0
