id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Involved;value_Resume;value_Captain;value_TeamPlayerFormation;value_TeamFormation;value_PlayerPosition;value_TeamKit;value_JerseyNumber;value_DirectionOfPlay;value_PassEndX;value_Angle;value_Length;value_Zone;value_PassEndY;value_KickOff;value_LongBall;value_Chipped;value_HeadPass;value_FlickOn;value_LayOff;value_TouchTypePass;value_OppositeRelatedEventId;value_NextEventThrowIn;value_ThrowIn;value_Launch;value_NextEventGoalKick;value_Low;value_GoalKick;value_DeletedEventType;value_IntendedTackleTarget;value_Defensive;value_Offensive;value_Foul;value_NotVisible;value_Shove/Push;value_Direct;value_FreeKickTaken;value_TouchTypeControl;value_TakeOnSpace;value_DrivenCross;value_Straight;value_RightFooted;value_Cross;value_OutOfPlay;value_Assist;value_IntentionalAssist;value_Right;value_BoxRight;value_Assisted;value_GkX;value_GkY;value_Head;value_RelatedEventId;value_ThrowInSetPiece;value_FirstTouch;value_GoalmouthZ;value_GoalmouthY;value_ShirtPull/Holding;value_Defensive1V1;value_TakeOnOvertake;value_AttemptedTackle;value_InSwinger;value_BoxCentre;value_SetPiece;value_CloseHigh;value_OutOfBoxCentre;value_IndividualPlay;value_Left;value_LeftFooted;value_RegularPlay;value_SwitchOfPlay;value_MediumGkIntervention;value_KeeperThrow;value_HighRight;value_High;value_NotRetreating;value_YellowCard;value_LowGkIntervention;value_BlockedPass;value_TouchTypeClearance;value_CornerTaken;value_TempMissed;value_SmallBoxCentre;value_OutSwinger;value_FromCorner;value_LowRight;value_Blocked;value_BlockedY;value_BlockedX;value_DefBlock;value_Indirect;value_Obstruction;value_CloseLeftAndHigh;value_BoxLeft;value_Volley;value_IncorrectOutOfPlayDecision;value_LowCentre;value_GkXTimeOfGoal;value_GoalShotGameClock;value_GoalShotTimestamp;value_GkYTimeOfGoal;value_Tactical;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_2NdAssist;value_CloseLeft;value_NotPastGoalLine;value_BigChance;value_2NdRelatedEventId;value_KeeperTouched;value_HitWoodwork;value_2NdAssisted;value_HitRightPost;value_RecklessOffence;value_Overrun;value_TacticalFoul;value_HighCentre;value_Collected;value_Standing;value_Hands;value_OverArm;value_BlockedCross;value_Minutes;value_GkKickFromHands;value_EndType;value_CaptainChange;value_FastBreak;value_SecondYellow;value_OtherObstacle;value_GkHoof;value_NotAssisted;value_InjuredPlayerId;value_Injury;value_LowLeft;value_HighGkIntervention;value_PlayersCaughtOffside;value_OverhitCross;value_Unchallenged;value_Handball;value_BoxDeepRight;value_CloseRight;value_HighClaim;value_MisHit;value_GoesToPenalties;value_Diving;value_Penalty;value_Scored;value_Second(2Nd)OppositeRelatedEventId;value_Weak;value_Saved;value_ParriedSafe;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2706837663;416;1;2;51;6;ew2zirzye0sw1txr2m33nr25y;1;22,1;71,5;2024-08-09T01:12:40.001Z;2024-08-09T01:12:42Z;[{'id': 5136906989, 'qualifierId': 212, 'value': '26.9'}, {'id': 5136906983, 'qualifierId': 56, 'value': 'Back'}, {'id': 5136906987, 'qualifierId': 141, 'value': '32.6'}, {'id': 5136906985, 'qualifierId': 140, 'value': '26.8'}, {'id': 5136906991, 'qualifierId': 213, 'value': '4.90'}];3q8dpwqkikbugz3ikwcmkbg4q;R. Ibarra;;;ek1ucu60bgmb557vf6kj0du6s;Pass;;;;;;;;;;26,8;4,9;26,9;;32,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;26,8;32,6;;;;;;;;0;51;6;Minnesota United II;3066;DC;1,0
2706837677;417;1;2;51;8;ew2zirzye0sw1txr2m33nr25y;1;26,9;33,7;2024-08-09T01:12:42.137Z;2024-08-09T01:12:47Z;[{'id': 5136907055, 'qualifierId': 141, 'value': '41.8'}, {'id': 5136907057, 'qualifierId': 212, 'value': '5.6'}, {'id': 5136907051, 'qualifierId': 56, 'value': 'Back'}, {'id': 5136907059, 'qualifierId': 213, 'value': '1.38'}, {'id': 5136907053, 'qualifierId': 140, 'value': '27.9'}];dqa88ma3jbk33lsyzo45uy2cq;A. Cano;;;ek1ucu60bgmb557vf6kj0du6s;Pass;;;;;;;;;;27,9;1,38;5,6;;41,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;27,9;41,8;;;;;;;;0;51;8;Minnesota United II;3068;DL;1,0
2706837681;418;1;2;51;13;ew2zirzye0sw1txr2m33nr25y;1;37,0;36,2;2024-08-09T01:12:47.761Z;2024-08-09T01:12:49Z;[{'id': 5136907087, 'qualifierId': 212, 'value': '10.1'}, {'id': 5136907081, 'qualifierId': 56, 'value': 'Back'}, {'id': 5136907085, 'qualifierId': 141, 'value': '21.6'}, {'id': 5136907083, 'qualifierId': 140, 'value': '38.7'}, {'id': 5136907089, 'qualifierId': 213, 'value': '4.89'}];dhrxi7hj8xh15ky7q6u5wqi5m;B. Leroux;;;ek1ucu60bgmb557vf6kj0du6s;Pass;;;;;;;;;;38,7;4,89;10,1;;21,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;38,7;21,6;;;;;;;;0;51;13;Minnesota United II;3073;MC;1,0
2706837685;419;1;2;51;15;ew2zirzye0sw1txr2m33nr25y;1;39,0;22,0;2024-08-09T01:12:49.137Z;2024-08-09T01:12:50Z;[{'id': 5136907099, 'qualifierId': 212, 'value': '5.1'}, {'id': 5136907093, 'qualifierId': 56, 'value': 'Back'}, {'id': 5136907101, 'qualifierId': 213, 'value': '1.74'}, {'id': 5136907097, 'qualifierId': 141, 'value': '29.4'}, {'id': 5136907095, 'qualifierId': 140, 'value': '38.2'}];dqa88ma3jbk33lsyzo45uy2cq;A. Cano;;;ek1ucu60bgmb557vf6kj0du6s;Pass;;;;;;;;;;38,2;1,74;5,1;;29,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;38,2;29,4;;;;;;;;0;51;15;Minnesota United II;3075;DL;1,0
2706837699;420;1;2;51;16;ew2zirzye0sw1txr2m33nr25y;1;37,1;37,5;2024-08-09T01:12:50.360Z;2024-08-09T01:12:55Z;[{'id': 5136907163, 'qualifierId': 56, 'value': 'Back'}, {'id': 5136907179, 'qualifierId': 213, 'value': '1.51'}, {'id': 5136907175, 'qualifierId': 212, 'value': '15.9'}, {'id': 5136907171, 'qualifierId': 141, 'value': '60.9'}, {'id': 5136907167, 'qualifierId': 140, 'value': '38.0'}];dhrxi7hj8xh15ky7q6u5wqi5m;B. Leroux;;;ek1ucu60bgmb557vf6kj0du6s;Pass;;;;;;;;;;38,0;1,51;15,9;;60,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;38,0;60,9;;;;;;;;0;51;16;Minnesota United II;3076;MC;1,0
2706837705;421;1;2;51;20;ew2zirzye0sw1txr2m33nr25y;1;43,9;68,1;2024-08-09T01:12:54.745Z;2024-08-09T01:12:57Z;[{'id': 5136907199, 'qualifierId': 213, 'value': '1.45'}, {'id': 5136907193, 'qualifierId': 140, 'value': '46.2'}, {'id': 5136907191, 'qualifierId': 56, 'value': 'Back'}, {'id': 5136907197, 'qualifierId': 212, 'value': '20.1'}, {'id': 5136907195, 'qualifierId': 141, 'value': '97.5'}];5n1wehugx0qtun8oopg2jbndg;C. Medina;;;ek1ucu60bgmb557vf6kj0du6s;Pass;;;;;;;;;;46,2;1,45;20,1;;97,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;46,2;97,5;;;;;;;;0;51;20;Minnesota United II;3080;AMC;1,0
2706837715;422;1;2;51;23;ew2zirzye0sw1txr2m33nr25y;1;46,5;95,5;2024-08-09T01:12:57.153Z;2024-08-09T01:13:00Z;[{'id': 5136907235, 'qualifierId': 140, 'value': '37.9'}, {'id': 5136907237, 'qualifierId': 141, 'value': '76.9'}, {'id': 5136907233, 'qualifierId': 56, 'value': 'Back'}, {'id': 5136907241, 'qualifierId': 213, 'value': '4.09'}, {'id': 5136907239, 'qualifierId': 212, 'value': '15.5'}];3q8dpwqkikbugz3ikwcmkbg4q;R. Ibarra;;;ek1ucu60bgmb557vf6kj0du6s;Pass;;;;;;;;;;37,9;4,09;15,5;;76,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;37,9;76,9;;;;;;;;0;51;23;Minnesota United II;3083;DC;1,0
2706837719;423;1;2;51;26;ew2zirzye0sw1txr2m33nr25y;1;37,9;76,9;2024-08-09T01:12:59.953Z;2024-08-09T01:13:01Z;[{'id': 5136907251, 'qualifierId': 56, 'value': 'Back'}, {'id': 5136907257, 'qualifierId': 212, 'value': '6.5'}, {'id': 5136907255, 'qualifierId': 141, 'value': '71.2'}, {'id': 5136907259, 'qualifierId': 213, 'value': '5.65'}, {'id': 5136907253, 'qualifierId': 140, 'value': '42.9'}];79z5vt08ga8prn33vi2a260kq;C. Walls;;;ek1ucu60bgmb557vf6kj0du6s;Pass;;;;;;;;;;42,9;5,65;6,5;;71,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;42,9;71,2;;;;;;;;0;51;26;Minnesota United II;3086;DC;1,0
2706837721;424;1;2;51;27;ew2zirzye0sw1txr2m33nr25y;1;42,8;71,0;2024-08-09T01:13:01.561Z;2024-08-09T01:13:03Z;[{'id': 5136907277, 'qualifierId': 56, 'value': 'Back'}, {'id': 5136907289, 'qualifierId': 156}, {'id': 5136907281, 'qualifierId': 141, 'value': '70.8'}, {'id': 5136907285, 'qualifierId': 213, 'value': '3.16'}, {'id': 5136907283, 'qualifierId': 212, 'value': '9.5'}, {'id': 5136907279, 'qualifierId': 140, 'value': '33.8'}];1on6mxrbdqnh12s4h1y0vb3mc;E. Mendoza;;;ek1ucu60bgmb557vf6kj0du6s;Pass;;;;;;;;;;33,8;3,16;9,5;;70,8;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;33,8;70,8;;;;;;;;0;51;27;Minnesota United II;3087;MC;1,0
2706837737;425;1;2;51;33;ew2zirzye0sw1txr2m33nr25y;1;37,5;65,2;2024-08-09T01:13:07.753Z;2024-08-09T01:13:10Z;[{'id': 5136907375, 'qualifierId': 213, 'value': '1.99'}, {'id': 5136907371, 'qualifierId': 141, 'value': '75.7'}, {'id': 5136907369, 'qualifierId': 140, 'value': '34.5'}, {'id': 5136907373, 'qualifierId': 212, 'value': '7.8'}, {'id': 5136907367, 'qualifierId': 56, 'value': 'Back'}];79z5vt08ga8prn33vi2a260kq;C. Walls;;;ek1ucu60bgmb557vf6kj0du6s;Pass;;;;;;;;;;34,5;1,99;7,8;;75,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;34,5;75,7;;;;;;;;0;51;33;Minnesota United II;3093;DC;1,0
2706837741;426;1;2;51;36;ew2zirzye0sw1txr2m33nr25y;1;34,7;81,3;2024-08-09T01:13:10.553Z;2024-08-09T01:13:12Z;[{'id': 5136907423, 'qualifierId': 213, 'value': '1.22'}, {'id': 5136907419, 'qualifierId': 141, 'value': '95.3'}, {'id': 5136907421, 'qualifierId': 212, 'value': '10.1'}, {'id': 5136907417, 'qualifierId': 140, 'value': '38.0'}, {'id': 5136907415, 'qualifierId': 56, 'value': 'Back'}];1on6mxrbdqnh12s4h1y0vb3mc;E. Mendoza;;;ek1ucu60bgmb557vf6kj0du6s;Pass;;;;;;;;;;38,0;1,22;10,1;;95,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;38,0;95,3;;;;;;;;0;51;36;Minnesota United II;3096;MC;1,0
2706837751;427;1;2;51;38;ew2zirzye0sw1txr2m33nr25y;1;37,7;96,4;2024-08-09T01:13:12.449Z;2024-08-09T01:13:15Z;[{'id': 5136907481, 'qualifierId': 213, 'value': '3.55'}, {'id': 5136907475, 'qualifierId': 140, 'value': '24.9'}, {'id': 5136907477, 'qualifierId': 141, 'value': '87.8'}, {'id': 5136907473, 'qualifierId': 56, 'value': 'Back'}, {'id': 5136907479, 'qualifierId': 212, 'value': '14.7'}];3q8dpwqkikbugz3ikwcmkbg4q;R. Ibarra;;;ek1ucu60bgmb557vf6kj0du6s;Pass;;;;;;;;;;24,9;3,55;14,7;;87,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;24,9;87,8;;;;;;;;0;51;38;Minnesota United II;3098;DC;1,0
2706837761;428;1;2;51;41;ew2zirzye0sw1txr2m33nr25y;1;25,2;87,4;2024-08-09T01:13:15.257Z;2024-08-09T01:13:19Z;[{'id': 5136907539, 'qualifierId': 213, 'value': '3.98'}, {'id': 5136907533, 'qualifierId': 140, 'value': '6.8'}, {'id': 5136907537, 'qualifierId': 212, 'value': '28.8'}, {'id': 5136907531, 'qualifierId': 56, 'value': 'Back'}, {'id': 5136907535, 'qualifierId': 141, 'value': '55.9'}];1on6mxrbdqnh12s4h1y0vb3mc;E. Mendoza;;;ek1ucu60bgmb557vf6kj0du6s;Pass;;;;;;;;;;6,8;3,98;28,8;;55,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;6,8;55,9;;;;;;;;0;51;41;Minnesota United II;3101;MC;1,0
2706837767;429;1;2;51;45;ew2zirzye0sw1txr2m33nr25y;1;6,8;53,3;2024-08-09T01:13:19.833Z;2024-08-09T01:13:21Z;[{'id': 5136907563, 'qualifierId': 141, 'value': '21.6'}, {'id': 5136907559, 'qualifierId': 56, 'value': 'Back'}, {'id': 5136907565, 'qualifierId': 212, 'value': '22.6'}, {'id': 5136907567, 'qualifierId': 213, 'value': '5.02'}, {'id': 5136907561, 'qualifierId': 140, 'value': '13.3'}];23j7p7rylg9rwke4vbgquzjai;D. Sweeney;;;ek1ucu60bgmb557vf6kj0du6s;Pass;;;;;;;;;;13,3;5,02;22,6;;21,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;13,3;21,6;;;;;;;;0;51;45;Minnesota United II;3105;GK;1,0
2706837789;430;1;2;51;48;ew2zirzye0sw1txr2m33nr25y;1;13,3;21,6;2024-08-09T01:13:21.888Z;2024-08-09T01:13:27Z;[{'id': 5136907675, 'qualifierId': 141, 'value': '4.3'}, {'id': 5136907677, 'qualifierId': 212, 'value': '15.0'}, {'id': 5136907671, 'qualifierId': 56, 'value': 'Back'}, {'id': 5136907679, 'qualifierId': 213, 'value': '5.38'}, {'id': 5136907673, 'qualifierId': 140, 'value': '22.1'}];dqa88ma3jbk33lsyzo45uy2cq;A. Cano;;;ek1ucu60bgmb557vf6kj0du6s;Pass;;;;;;;;;;22,1;5,38;15,0;;4,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;22,1;4,3;;;;;;;;0;51;48;Minnesota United II;3108;DL;1,0
2706837807;431;3;2;51;53;ew2zirzye0sw1txr2m33nr25y;1;33,2;28,9;2024-08-09T01:13:26.914Z;2024-08-13T11:56:00Z;[{'id': 5146743719, 'qualifierId': 464}, {'id': 5136907739, 'qualifierId': 56, 'value': 'Back'}, {'id': 5136907743, 'qualifierId': 233, 'value': '596'}, {'id': 5136948105, 'qualifierId': 285}];4h8dml0qrwpqza4kqazp5dnqi;W. Eisner;;;ek1ucu60bgmb557vf6kj0du6s;Take On;;;;;;;;;;;;;;;;;;;;;;596,0;;;;;;;;;1,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;;;;;;;;;;0;51;53;Minnesota United II;3113;DR;1,0
2706837803;596;45;2;51;53;1pc6sx2h4rp113ldkbp5d2xas;0;66,8;71,1;2024-08-09T01:13:26.914Z;2024-08-09T02:05:21Z;[{'id': 5136907725, 'qualifierId': 56, 'value': 'Center'}, {'id': 5136907747, 'qualifierId': 233, 'value': '431'}, {'id': 5136907751, 'qualifierId': 286}];8hftsf1ff8839jdbe3e6lmm1g;K. Romanshyn;;;ek1ucu60bgmb557vf6kj0du6s;Challenge;;;;;;;;;;;;;;;;;;;;;;431,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;home;;;;;;;;;;0;51;53;The Town;3113;Sub;1,0
2706837815;432;1;2;51;55;ew2zirzye0sw1txr2m33nr25y;1;27,7;26,5;2024-08-09T01:13:29.081Z;2024-08-09T01:13:30Z;[{'id': 5136907779, 'qualifierId': 56, 'value': 'Back'}, {'id': 5136907783, 'qualifierId': 141, 'value': '28.5'}, {'id': 5136907785, 'qualifierId': 212, 'value': '7.8'}, {'id': 5136907787, 'qualifierId': 213, 'value': '0.18'}, {'id': 5136907781, 'qualifierId': 140, 'value': '35.0'}];4h8dml0qrwpqza4kqazp5dnqi;W. Eisner;;;ek1ucu60bgmb557vf6kj0du6s;Pass;;;;;;;;;;35,0;0,18;7,8;;28,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;35,0;28,5;;;;;;;;0;51;55;Minnesota United II;3115;DR;1,0
2706837849;433;1;2;51;56;ew2zirzye0sw1txr2m33nr25y;1;40,3;25,4;2024-08-09T01:13:30.689Z;2024-08-09T01:13:41Z;[{'id': 5136907953, 'qualifierId': 140, 'value': '55.7'}, {'id': 5136907959, 'qualifierId': 213, 'value': '5.57'}, {'id': 5136907957, 'qualifierId': 212, 'value': '21.4'}, {'id': 5136907951, 'qualifierId': 56, 'value': 'Right'}, {'id': 5136907955, 'qualifierId': 141, 'value': '4.7'}];1on6mxrbdqnh12s4h1y0vb3mc;E. Mendoza;;;ek1ucu60bgmb557vf6kj0du6s;Pass;;;;;;;;;;55,7;5,57;21,4;;4,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;55,7;4,7;;;;;;;;0;51;56;Minnesota United II;3116;MC;1,0
2706837859;434;1;2;52;7;ew2zirzye0sw1txr2m33nr25y;1;70,4;14,6;2024-08-09T01:13:41.120Z;2024-08-09T01:13:43Z;[{'id': 5136908003, 'qualifierId': 213, 'value': '2.05'}, {'id': 5136908001, 'qualifierId': 212, 'value': '9.6'}, {'id': 5136907999, 'qualifierId': 141, 'value': '27.2'}, {'id': 5136907995, 'qualifierId': 56, 'value': 'Center'}, {'id': 5136907997, 'qualifierId': 140, 'value': '66.2'}];7jtxek694d60c5udhyv0zsjro;R. Lynch;;;ek1ucu60bgmb557vf6kj0du6s;Pass;;;;;;;;;;66,2;2,05;9,6;;27,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;66,2;27,2;;;;;;;;0;52;7;Minnesota United II;3127;AML;1,0
2706837873;435;1;2;52;9;ew2zirzye0sw1txr2m33nr25y;1;67,4;28,3;2024-08-09T01:13:43.137Z;2024-08-09T01:13:47Z;[{'id': 5136908067, 'qualifierId': 141, 'value': '63.6'}, {'id': 5136908065, 'qualifierId': 140, 'value': '65.7'}, {'id': 5136908063, 'qualifierId': 56, 'value': 'Center'}, {'id': 5136908071, 'qualifierId': 213, 'value': '1.65'}, {'id': 5136908069, 'qualifierId': 212, 'value': '24.1'}];1on6mxrbdqnh12s4h1y0vb3mc;E. Mendoza;;;ek1ucu60bgmb557vf6kj0du6s;Pass;;;;;;;;;;65,7;1,65;24,1;;63,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;65,7;63,6;;;;;;;;0;52;9;Minnesota United II;3129;MC;1,0
2708637221;815;81;2;52;10;ew2zirzye0sw1txr2m33nr25y;0;68,3;59,7;2024-08-09T01:13:44.062Z;2024-08-13T11:57:03Z;[{'id': 5146743905, 'qualifierId': 380}];;;;;ek1ucu60bgmb557vf6kj0du6s;Obstacle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;;;;;;;;;;0;52;10;Minnesota United II;3130;;
2706837883;436;1;2;52;13;ew2zirzye0sw1txr2m33nr25y;1;65,8;70,3;2024-08-09T01:13:47.169Z;2024-08-09T01:13:53Z;[{'id': 5136908125, 'qualifierId': 213, 'value': '0.69'}, {'id': 5136908121, 'qualifierId': 141, 'value': '91.5'}, {'id': 5136908119, 'qualifierId': 140, 'value': '82.3'}, {'id': 5136908123, 'qualifierId': 212, 'value': '22.5'}, {'id': 5136908117, 'qualifierId': 56, 'value': 'Left'}];3q8dpwqkikbugz3ikwcmkbg4q;R. Ibarra;;;ek1ucu60bgmb557vf6kj0du6s;Pass;;;;;;;;;;82,3;0,69;22,5;;91,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;82,3;91,5;;;;;;;;0;52;13;Minnesota United II;3133;DC;1,0
