id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamFormation;value_Captain;value_Involved;value_PlayerPosition;value_Resume;value_TeamPlayerFormation;value_TeamKit;value_JerseyNumber;value_DirectionOfPlay;value_KickOff;value_Length;value_Zone;value_Angle;value_PassEndY;value_PassEndX;value_LongBall;value_Launch;value_Offensive;value_OppositeRelatedEventId;value_Defensive;value_HeadPass;value_DeletedEventType;value_Chipped;value_TouchTypeControl;value_TakeOnSpace;value_IntendedTackleTarget;value_OutOfPlay;value_NextEventThrowIn;value_ThrowIn;value_TouchTypePass;value_SwitchOfPlay;value_Cross;value_LeftFooted;value_BlockedPass;value_Straight;value_DrivenCross;value_BlockedCross;value_Left;value_RightFooted;value_InSwinger;value_CornerTaken;value_Head;value_TouchTypeClearance;value_Assist;value_Assisted;value_IndividualPlay;value_BlockedX;value_BlockedY;value_RelatedEventId;value_GoalmouthY;value_GkX;value_OutOfBoxCentre;value_LowCentre;value_GkY;value_GoalmouthZ;value_Blocked;value_RegularPlay;value_DefBlock;value_PlayersCaughtOffside;value_NotVisible;value_Indirect;value_FreeKickTaken;value_Shove/Push;value_Foul;value_Direct;value_TakeOnOvertake;value_OutSwinger;value_NextEventGoalKick;value_GoalKick;value_High;value_LayOff;value_AttemptedTackle;value_LeadingToGoal;value_FantasyAssistType;value_NotAssisted;value_FantasyAssistedBy;value_BoxCentre;value_FantasyAssistTeam;value_BigChance;value_FantasyAssistId;value_GkXTimeOfGoal;value_GoalShotTimestamp;value_GoalShotGameClock;value_FirstTouch;value_LowLeft;value_GkYTimeOfGoal;value_FlickOn;value_Low;value_Overrun;value_ShirtPull/Holding;value_LowGkIntervention;value_KeeperThrow;value_IntentionalAssist;value_HighCentre;value_Volley;value_Collected;value_HighGkIntervention;value_Standing;value_Hands;value_Defensive1V1;value_MediumGkIntervention;value_HighClaim;value_BoxDeepLeft;value_HitLeftPost;value_HitWoodwork;value_ParriedDanger;value_HitRightPost;value_Stooping;value_TacticalFoul;value_YellowCard;value_35Centre;value_OwnPlayer;value_BoxRight;value_OwnShotBlocked;value_Dissent;value_Minutes;value_FreeKick;value_SwerveRight;value_EndType;value_Tactical;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_OverArm;value_HighLeft;value_CloseRightAndHigh;value_Right;value_RecklessOffence;value_FromCorner;value_ParriedSafe;value_Reaching;value_Handball;value_PullBack;value_OtherBodyPart;value_Diving;value_FastBreak;value_Feet;value_InjuredPlayerId;value_Injury;value_SecondYellow;value_CaptainChange;value_CloseLeft;value_PersistentInfringement;value_MisHit;value_SetPiece;value_ThroughBall;value_LowRight;value_BoxLeft;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2699641875;261;5;1;26;12;5ou8b446l1sl8frblkz3xi17g;0;61,0;-1,8;2024-07-07T03:00:00.107Z;2024-07-07T03:22:37Z;[{'id': 5097140595, 'qualifierId': 56, 'value': 'Right'}, {'id': 5097140597, 'qualifierId': 347}, {'id': 5097140665, 'qualifierId': 233, 'value': '235'}];3f5g2kijev81v9nzwsyxwiiju;A. Moreno;;;dwhau2armo9gk68ezjl1irqqc;Out;;;;;;;;;;;;;;;;;;;235,0;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;;;;;;;;;0;0;26;12;Vancouver Whitecaps II;1572;MC;1,0
2699641911;236;1;1;26;14;eo64tqkioegeb09iice2hf8bt;1;37,5;100,0;2024-07-07T03:00:02.299Z;2024-07-07T03:00:07Z;[{'id': 5097140813, 'qualifierId': 140, 'value': '43.0'}, {'id': 5097140817, 'qualifierId': 212, 'value': '20.2'}, {'id': 5097140819, 'qualifierId': 213, 'value': '5.00'}, {'id': 5097140811, 'qualifierId': 56, 'value': 'Back'}, {'id': 5097140809, 'qualifierId': 107}, {'id': 5097140815, 'qualifierId': 141, 'value': '72.3'}];dvk85r457e15hg0pw5rig0222;J. Herdman;;;dwhau2armo9gk68ezjl1irqqc;Pass;;;;;;;;;;;20,2;;5,0;72,3;43,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;43,0;72,3;;;;;;;0;0;26;14;Portland Timbers II;1574;FW;1,0
2699641913;237;4;1;26;18;eo64tqkioegeb09iice2hf8bt;1;44,1;64,8;2024-07-07T03:00:06.823Z;2024-07-07T03:00:09Z;[{'id': 5097140899, 'qualifierId': 233, 'value': '262'}, {'id': 5097140875, 'qualifierId': 13}, {'id': 5097140881, 'qualifierId': 152}, {'id': 5097140879, 'qualifierId': 56, 'value': 'Back'}, {'id': 5097140883, 'qualifierId': 286}, {'id': 5097140877, 'qualifierId': 294}];bhzjqo4qidpkmh7lqqir9h4ic;J. Badwal;;;dwhau2armo9gk68ezjl1irqqc;Foul;;;;;;;;;;;;;;;;;;1,0;262,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;0;0;26;18;Portland Timbers II;1578;MC;1,0
2699641909;262;4;1;26;18;5ou8b446l1sl8frblkz3xi17g;0;55,9;35,2;2024-07-07T03:00:06.824Z;2024-07-07T03:00:10Z;[{'id': 5097140873, 'qualifierId': 285}, {'id': 5097140869, 'qualifierId': 56, 'value': 'Center'}, {'id': 5097140867, 'qualifierId': 294}, {'id': 5097140865, 'qualifierId': 13}, {'id': 5097140871, 'qualifierId': 152}, {'id': 5097140905, 'qualifierId': 233, 'value': '237'}];33l8nq6xbj3pm1lkxo2qs5vfu;K. Ferdinand;;;dwhau2armo9gk68ezjl1irqqc;Foul;;;;;;;;;;;;;;;;;;;237,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;;;;;;;;;0;0;26;18;Vancouver Whitecaps II;1578;DL;1,0
2699641981;238;1;1;26;29;eo64tqkioegeb09iice2hf8bt;1;46,3;59,7;2024-07-07T03:00:17.658Z;2024-07-07T03:00:20Z;[{'id': 5097141233, 'qualifierId': 212, 'value': '11.8'}, {'id': 5097141223, 'qualifierId': 5}, {'id': 5097141229, 'qualifierId': 140, 'value': '39.5'}, {'id': 5097141227, 'qualifierId': 56, 'value': 'Back'}, {'id': 5097141235, 'qualifierId': 213, 'value': '4.07'}, {'id': 5097141225, 'qualifierId': 152}, {'id': 5097141231, 'qualifierId': 141, 'value': '45.8'}];8hf35b309tq3wuc59xgshmbro;M. Simmons;;;dwhau2armo9gk68ezjl1irqqc;Pass;;;;;;;;;;;11,8;;4,07;45,8;39,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;39,5;45,8;;;;;;;0;0;26;29;Portland Timbers II;1589;AMC;1,0
2699641993;239;1;1;26;32;eo64tqkioegeb09iice2hf8bt;1;39,5;45,8;2024-07-07T03:00:20.043Z;2024-07-07T03:00:21Z;[{'id': 5097141279, 'qualifierId': 212, 'value': '10.5'}, {'id': 5097141277, 'qualifierId': 141, 'value': '57.6'}, {'id': 5097141275, 'qualifierId': 140, 'value': '46.0'}, {'id': 5097141281, 'qualifierId': 213, 'value': '0.87'}, {'id': 5097141273, 'qualifierId': 56, 'value': 'Back'}];5et4reh22bzqjp1wcr5sqldnu;B. Sjöberg;;;dwhau2armo9gk68ezjl1irqqc;Pass;;;;;;;;;;;10,5;;0,87;57,6;46,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;46,0;57,6;;;;;;;0;0;26;32;Portland Timbers II;1592;DC;1,0
2699642009;240;1;1;26;33;eo64tqkioegeb09iice2hf8bt;1;45,6;64,2;2024-07-07T03:00:21.786Z;2024-07-07T03:00:24Z;[{'id': 5097141361, 'qualifierId': 212, 'value': '12.3'}, {'id': 5097141357, 'qualifierId': 140, 'value': '34.9'}, {'id': 5097141359, 'qualifierId': 141, 'value': '71.6'}, {'id': 5097141355, 'qualifierId': 56, 'value': 'Back'}, {'id': 5097141363, 'qualifierId': 213, 'value': '2.72'}];8hf35b309tq3wuc59xgshmbro;M. Simmons;;;dwhau2armo9gk68ezjl1irqqc;Pass;;;;;;;;;;;12,3;;2,72;71,6;34,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;34,9;71,6;;;;;;;0;0;26;33;Portland Timbers II;1593;AMC;1,0
2699642031;241;1;1;26;36;eo64tqkioegeb09iice2hf8bt;1;34,8;71,1;2024-07-07T03:00:24.843Z;2024-07-07T03:00:28Z;[{'id': 5097141471, 'qualifierId': 140, 'value': '33.3'}, {'id': 5097141477, 'qualifierId': 213, 'value': '4.63'}, {'id': 5097141475, 'qualifierId': 212, 'value': '18.7'}, {'id': 5097141469, 'qualifierId': 56, 'value': 'Back'}, {'id': 5097141473, 'qualifierId': 141, 'value': '43.7'}];bsufynk2wfvpz40nrndah1kb8;D. Saidykhan;;;dwhau2armo9gk68ezjl1irqqc;Pass;;;;;;;;;;;18,7;;4,63;43,7;33,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;33,3;43,7;;;;;;;0;0;26;36;Portland Timbers II;1596;DC;1,0
2699642047;242;1;1;26;40;eo64tqkioegeb09iice2hf8bt;1;34,9;40,9;2024-07-07T03:00:28.426Z;2024-07-07T03:00:31Z;[{'id': 5097141585, 'qualifierId': 213, 'value': '4.91'}, {'id': 5097141577, 'qualifierId': 56, 'value': 'Back'}, {'id': 5097141583, 'qualifierId': 212, 'value': '16.0'}, {'id': 5097141579, 'qualifierId': 140, 'value': '37.9'}, {'id': 5097141581, 'qualifierId': 141, 'value': '17.8'}];5et4reh22bzqjp1wcr5sqldnu;B. Sjöberg;;;dwhau2armo9gk68ezjl1irqqc;Pass;;;;;;;;;;;16,0;;4,91;17,8;37,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;37,9;17,8;;;;;;;0;0;26;40;Portland Timbers II;1600;DC;1,0
2699642071;243;1;1;26;42;eo64tqkioegeb09iice2hf8bt;1;38,3;17,5;2024-07-07T03:00:30.907Z;2024-07-07T03:00:34Z;[{'id': 5097141747, 'qualifierId': 213, 'value': '2.06'}, {'id': 5097141741, 'qualifierId': 140, 'value': '31.6'}, {'id': 5097141739, 'qualifierId': 56, 'value': 'Back'}, {'id': 5097141743, 'qualifierId': 141, 'value': '37.1'}, {'id': 5097141745, 'qualifierId': 212, 'value': '15.1'}];3yk1gwm7jptmbal0vcwr24is4;F. Linder;;;dwhau2armo9gk68ezjl1irqqc;Pass;;;;;;;;;;;15,1;;2,06;37,1;31,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;31,6;37,1;;;;;;;0;0;26;42;Portland Timbers II;1602;DC;1,0
2699642083;244;1;1;26;46;eo64tqkioegeb09iice2hf8bt;1;32,3;40,1;2024-07-07T03:00:34.203Z;2024-07-07T03:00:36Z;[{'id': 5097141811, 'qualifierId': 140, 'value': '34.3'}, {'id': 5097141817, 'qualifierId': 213, 'value': '1.48'}, {'id': 5097141815, 'qualifierId': 212, 'value': '24.4'}, {'id': 5097141809, 'qualifierId': 56, 'value': 'Back'}, {'id': 5097141813, 'qualifierId': 141, 'value': '75.9'}];5et4reh22bzqjp1wcr5sqldnu;B. Sjöberg;;;dwhau2armo9gk68ezjl1irqqc;Pass;;;;;;;;;;;24,4;;1,48;75,9;34,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;34,3;75,9;;;;;;;0;0;26;46;Portland Timbers II;1606;DC;1,0
2699642103;245;1;1;26;48;eo64tqkioegeb09iice2hf8bt;1;36,5;76,8;2024-07-07T03:00:36.490Z;2024-07-07T03:00:40Z;[{'id': 5097141929, 'qualifierId': 56, 'value': 'Back'}, {'id': 5097141933, 'qualifierId': 141, 'value': '51.0'}, {'id': 5097141935, 'qualifierId': 212, 'value': '18.2'}, {'id': 5097141937, 'qualifierId': 213, 'value': '4.44'}, {'id': 5097141931, 'qualifierId': 140, 'value': '31.8'}];bsufynk2wfvpz40nrndah1kb8;D. Saidykhan;;;dwhau2armo9gk68ezjl1irqqc;Pass;;;;;;;;;;;18,2;;4,44;51,0;31,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;31,8;51,0;;;;;;;0;0;26;48;Portland Timbers II;1608;DC;1,0
2699642129;246;1;1;26;52;eo64tqkioegeb09iice2hf8bt;1;31,8;49,6;2024-07-07T03:00:40.171Z;2024-07-07T03:00:45Z;[{'id': 5097142075, 'qualifierId': 213, 'value': '5.33'}, {'id': 5097142069, 'qualifierId': 140, 'value': '52.9'}, {'id': 5097142067, 'qualifierId': 56, 'value': 'Right'}, {'id': 5097142073, 'qualifierId': 212, 'value': '38.2'}, {'id': 5097142071, 'qualifierId': 141, 'value': '3.8'}, {'id': 5097142077, 'qualifierId': 1}];5et4reh22bzqjp1wcr5sqldnu;B. Sjöberg;;;dwhau2armo9gk68ezjl1irqqc;Pass;;;;;;;;;;;38,2;;5,33;3,8;52,9;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;52,9;3,8;;;;;;;0;0;26;52;Portland Timbers II;1612;DC;1,0
2699642147;247;1;1;26;57;eo64tqkioegeb09iice2hf8bt;1;52,9;3,8;2024-07-07T03:00:45.114Z;2024-07-07T03:00:49Z;[{'id': 5097142187, 'qualifierId': 141, 'value': '15.5'}, {'id': 5097142189, 'qualifierId': 212, 'value': '15.1'}, {'id': 5097142191, 'qualifierId': 213, 'value': '2.59'}, {'id': 5097142183, 'qualifierId': 56, 'value': 'Back'}, {'id': 5097142185, 'qualifierId': 140, 'value': '40.7'}];bhzjqo4qidpkmh7lqqir9h4ic;J. Badwal;;;dwhau2armo9gk68ezjl1irqqc;Pass;;;;;;;;;;;15,1;;2,59;15,5;40,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;40,7;15,5;;;;;;;0;0;26;57;Portland Timbers II;1617;MC;1,0
2699642157;248;1;1;27;0;eo64tqkioegeb09iice2hf8bt;1;45,0;20,6;2024-07-07T03:00:48.890Z;2024-07-07T03:00:51Z;[{'id': 5097142271, 'qualifierId': 140, 'value': '57.1'}, {'id': 5097142277, 'qualifierId': 213, 'value': '5.57'}, {'id': 5097142269, 'qualifierId': 56, 'value': 'Right'}, {'id': 5097142275, 'qualifierId': 212, 'value': '16.9'}, {'id': 5097142273, 'qualifierId': 141, 'value': '4.3'}];3yk1gwm7jptmbal0vcwr24is4;F. Linder;;;dwhau2armo9gk68ezjl1irqqc;Pass;;;;;;;;;;;16,9;;5,57;4,3;57,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;57,1;4,3;;;;;;;0;0;27;0;Portland Timbers II;1620;DC;1,0
2699642173;249;1;1;27;3;eo64tqkioegeb09iice2hf8bt;1;57,1;4,3;2024-07-07T03:00:51.243Z;2024-07-07T03:00:53Z;[{'id': 5097142363, 'qualifierId': 213, 'value': '1.41'}, {'id': 5097142355, 'qualifierId': 56, 'value': 'Right'}, {'id': 5097142359, 'qualifierId': 141, 'value': '16.6'}, {'id': 5097142357, 'qualifierId': 140, 'value': '58.4'}, {'id': 5097142361, 'qualifierId': 212, 'value': '8.5'}];bhzjqo4qidpkmh7lqqir9h4ic;J. Badwal;;;dwhau2armo9gk68ezjl1irqqc;Pass;;;;;;;;;;;8,5;;1,41;16,6;58,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;58,4;16,6;;;;;;;0;0;27;3;Portland Timbers II;1623;MC;1,0
2699642181;250;1;1;27;4;eo64tqkioegeb09iice2hf8bt;1;55,8;18,4;2024-07-07T03:00:52.971Z;2024-07-07T03:00:55Z;[{'id': 5097142431, 'qualifierId': 141, 'value': '14.9'}, {'id': 5097142429, 'qualifierId': 140, 'value': '43.2'}, {'id': 5097142433, 'qualifierId': 212, 'value': '13.4'}, {'id': 5097142427, 'qualifierId': 56, 'value': 'Back'}, {'id': 5097142435, 'qualifierId': 213, 'value': '3.32'}];5n7a8mn92t3qajms7udeolmok;M. Morgan;;;dwhau2armo9gk68ezjl1irqqc;Pass;;;;;;;;;;;13,4;;3,32;14,9;43,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;43,2;14,9;;;;;;;0;0;27;4;Portland Timbers II;1624;FW;1,0
2699642201;251;1;1;27;7;eo64tqkioegeb09iice2hf8bt;1;43,2;14,9;2024-07-07T03:00:55.610Z;2024-07-07T03:00:59Z;[{'id': 5097142541, 'qualifierId': 56, 'value': 'Back'}, {'id': 5097142547, 'qualifierId': 212, 'value': '13.4'}, {'id': 5097142549, 'qualifierId': 213, 'value': '1.97'}, {'id': 5097142545, 'qualifierId': 141, 'value': '33.1'}, {'id': 5097142543, 'qualifierId': 140, 'value': '38.2'}];3yk1gwm7jptmbal0vcwr24is4;F. Linder;;;dwhau2armo9gk68ezjl1irqqc;Pass;;;;;;;;;;;13,4;;1,97;33,1;38,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;38,2;33,1;;;;;;;0;0;27;7;Portland Timbers II;1627;DC;1,0
2699642211;252;1;1;27;11;eo64tqkioegeb09iice2hf8bt;1;38,5;33,7;2024-07-07T03:00:59.739Z;2024-07-07T03:01:00Z;[{'id': 5097142613, 'qualifierId': 140, 'value': '44.6'}, {'id': 5097142615, 'qualifierId': 141, 'value': '45.8'}, {'id': 5097142611, 'qualifierId': 56, 'value': 'Back'}, {'id': 5097142617, 'qualifierId': 212, 'value': '10.4'}, {'id': 5097142619, 'qualifierId': 213, 'value': '0.91'}];5et4reh22bzqjp1wcr5sqldnu;B. Sjöberg;;;dwhau2armo9gk68ezjl1irqqc;Pass;;;;;;;;;;;10,4;;0,91;45,8;44,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;44,6;45,8;;;;;;;0;0;27;11;Portland Timbers II;1631;DC;1,0
2699642213;253;1;1;27;12;eo64tqkioegeb09iice2hf8bt;1;44,6;45,8;2024-07-07T03:01:00.826Z;2024-07-07T03:01:01Z;[{'id': 5097142623, 'qualifierId': 56, 'value': 'Back'}, {'id': 5097142635, 'qualifierId': 156}, {'id': 5097142627, 'qualifierId': 141, 'value': '33.4'}, {'id': 5097142629, 'qualifierId': 212, 'value': '11.0'}, {'id': 5097142631, 'qualifierId': 213, 'value': '4.01'}, {'id': 5097142625, 'qualifierId': 140, 'value': '37.8'}];8hf35b309tq3wuc59xgshmbro;M. Simmons;;;dwhau2armo9gk68ezjl1irqqc;Pass;;;;;;;;;;;11,0;;4,01;33,4;37,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;37,8;33,4;;;;;;;0;0;27;12;Portland Timbers II;1632;AMC;1,0
2699642237;254;1;1;27;14;eo64tqkioegeb09iice2hf8bt;1;37,9;32,9;2024-07-07T03:01:02.698Z;2024-07-07T03:01:05Z;[{'id': 5097142729, 'qualifierId': 56, 'value': 'Back'}, {'id': 5097142733, 'qualifierId': 141, 'value': '79.5'}, {'id': 5097142735, 'qualifierId': 212, 'value': '31.8'}, {'id': 5097142737, 'qualifierId': 213, 'value': '1.49'}, {'id': 5097142731, 'qualifierId': 140, 'value': '40.2'}];5et4reh22bzqjp1wcr5sqldnu;B. Sjöberg;;;dwhau2armo9gk68ezjl1irqqc;Pass;;;;;;;;;;;31,8;;1,49;79,5;40,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;40,2;79,5;;;;;;;0;0;27;14;Portland Timbers II;1634;DC;1,0
2699642265;255;1;1;27;17;eo64tqkioegeb09iice2hf8bt;1;41,0;79,5;2024-07-07T03:01:05.386Z;2024-07-07T03:01:09Z;[{'id': 5097142889, 'qualifierId': 213, 'value': '5.71'}, {'id': 5097142887, 'qualifierId': 212, 'value': '30.6'}, {'id': 5097142881, 'qualifierId': 56, 'value': 'Center'}, {'id': 5097142883, 'qualifierId': 140, 'value': '65.5'}, {'id': 5097142885, 'qualifierId': 141, 'value': '55.2'}];bsufynk2wfvpz40nrndah1kb8;D. Saidykhan;;;dwhau2armo9gk68ezjl1irqqc;Pass;;;;;;;;;;;30,6;;5,71;55,2;65,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;65,5;55,2;;;;;;;0;0;27;17;Portland Timbers II;1637;DC;1,0
2699642287;256;1;1;27;21;eo64tqkioegeb09iice2hf8bt;1;64,7;49,3;2024-07-07T03:01:09.434Z;2024-07-07T03:01:12Z;[{'id': 5097143007, 'qualifierId': 140, 'value': '81.1'}, {'id': 5097143009, 'qualifierId': 141, 'value': '10.6'}, {'id': 5097143011, 'qualifierId': 212, 'value': '31.4'}, {'id': 5097143005, 'qualifierId': 56, 'value': 'Right'}, {'id': 5097143013, 'qualifierId': 213, 'value': '5.29'}];dvk85r457e15hg0pw5rig0222;J. Herdman;;;dwhau2armo9gk68ezjl1irqqc;Pass;;;;;;;;;;;31,4;;5,29;10,6;81,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;81,1;10,6;;;;;;;0;0;27;21;Portland Timbers II;1641;FW;1,0
