id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Resume;value_TeamPlayerFormation;value_PlayerPosition;value_TeamKit;value_Involved;value_TeamFormation;value_Captain;value_JerseyNumber;value_DirectionOfPlay;value_Length;value_KickOff;value_PassEndY;value_Zone;value_PassEndX;value_Angle;value_LongBall;value_Launch;value_OutOfPlay;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_Offensive;value_Defensive;value_FlickOn;value_HeadPass;value_Head;value_LayOff;value_DeletedEventType;value_IntendedTackleTarget;value_Chipped;value_HighGkIntervention;value_HighClaim;value_KeeperThrow;value_TouchTypePass;value_NotVisible;value_InSwinger;value_Cross;value_RightFooted;value_TouchTypeClearance;value_Direct;value_AerialFoul;value_Foul;value_FreeKickTaken;value_BlockedPass;value_TakeOnOvertake;value_TakeOnSpace;value_Shove/Push;value_Assist;value_GoalmouthZ;value_GoalmouthY;value_OutOfBoxCentre;value_RelatedEventId;value_Assisted;value_RegularPlay;value_BlockedY;value_LowCentre;value_IndividualPlay;value_LeftFooted;value_BlockedX;value_Collected;value_Diving;value_Hands;value_LowGkIntervention;value_GkHoof;value_DangerousPlay;value_Indirect;value_IntentionalAssist;value_Tap;value_NotPastGoalLine;value_GkX;value_GkY;value_Right;value_FreeKick;value_FirstTouch;value_TouchTypeControl;value_LeadingToAttempt;value_RelatedError1Id;value_LowLeft;value_NotAssisted;value_BigChance;value_ParriedSafe;value_Left;value_CornerTaken;value_BoxCentre;value_FromCorner;value_ThroughBall;value_MediumGkIntervention;value_OtherBodyPart;value_Stooping;value_Blocked;value_DefBlock;value_Defensive1V1;value_ShirtPull/Holding;value_OutSwinger;value_Volley;value_HighLeft;value_LastLine;value_Feet;value_ParriedDanger;value_NextEventGoalKick;value_GoalKick;value_High;value_Low;value_SwitchOfPlay;value_PullBack;value_AttemptedTackle;value_IncorrectOutOfPlayDecision;value_PlayersCaughtOffside;value_YellowCard;value_NotRetreating;value_RecklessOffence;value_OverhitCross;value_DrivenCross;value_Straight;value_SwerveRight;value_OutOnSideline;value_Minutes;value_EndType;value_Overrun;value_Handball;value_HighRight;value_BlockedCross;value_PenaltyTakerId;value_Penalty;value_Saved;value_LowRight;value_CausingPlayer;value_Second(2Nd)OppositeRelatedEventId;value_SmallBoxCentre;value_SetPiece;value_Tactical;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_SwerveLeft;value_Strong;value_TacticalFoul;value_CloseRight;value_Standing;value_InjuredPlayerId;value_Injury;value_SmallBoxRight;value_FastBreak;value_GkYTimeOfGoal;value_GoalShotGameClock;value_GoalShotTimestamp;value_GkXTimeOfGoal;value_HighCentre;value_Reaching;value_Fingertip;value_MisHit;value_BoxRight;value_SavedOffLine;value_SixYardBlocked;value_FloatedCross;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2692539769;91;44;1;9;33;bd0378yx50xpdcgwkt9p9bmz8;1;37,0;74,9;2024-05-26T21:11:15.885Z;2024-05-26T21:11:17Z;[{'id': 5058002121, 'qualifierId': 233, 'value': '114'}, {'id': 5058002039, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058002041, 'qualifierId': 285}];2f5ymqh1j87xhi9ynovnujpm2;B. Schaefer;;;d24bodha971i57dt9if9d7kt0;Aerial;;;;;;;;;;;;;;;;;;;;114,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;;0;9;33;Inter Miami II;573;DC;1,0
2692539773;114;44;1;9;33;c7c4wwva2u1vb3rr7rwava044;0;63,0;25,1;2024-05-26T21:11:15.886Z;2024-05-26T21:11:17Z;[{'id': 5058002069, 'qualifierId': 56, 'value': 'Center'}, {'id': 5058002071, 'qualifierId': 286}, {'id': 5058002139, 'qualifierId': 233, 'value': '91'}];8l4bqb8gtyzqpx3pti200phqs;Y. Cohen;;;d24bodha971i57dt9if9d7kt0;Aerial;;;;;;;;;;;;;;;;;;;;91,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;;;;0;9;33;Cincinnati II;573;;1,0
2692539791;92;1;1;9;34;bd0378yx50xpdcgwkt9p9bmz8;1;39,1;77,5;2024-05-26T21:11:16.220Z;2024-05-26T21:11:20Z;[{'id': 5058002207, 'qualifierId': 212, 'value': '13.1'}, {'id': 5058002201, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058002209, 'qualifierId': 213, 'value': '1.91'}, {'id': 5058002203, 'qualifierId': 140, 'value': '34.9'}, {'id': 5058002199, 'qualifierId': 3}, {'id': 5058002205, 'qualifierId': 141, 'value': '95.6'}];2f5ymqh1j87xhi9ynovnujpm2;B. Schaefer;;;d24bodha971i57dt9if9d7kt0;Pass;;;;;;;;;;13,1;;95,6;;34,9;1,91;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;34,9;95,6;;;;;;;;0;9;34;Inter Miami II;574;DC;1,0
2692539801;93;49;1;9;39;bd0378yx50xpdcgwkt9p9bmz8;1;36,3;95,4;2024-05-26T21:11:21.853Z;2024-05-26T21:11:21Z;[];39t59x9q2xumbn2hphk7urp7u;I. Foster;;;d24bodha971i57dt9if9d7kt0;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;;0;9;39;Inter Miami II;579;DC;1,0
2692539829;94;1;1;9;40;bd0378yx50xpdcgwkt9p9bmz8;0;42,2;95,3;2024-05-26T21:11:22.189Z;2024-05-26T21:12:21Z;[{'id': 5058002397, 'qualifierId': 155}, {'id': 5058002403, 'qualifierId': 141, 'value': '100.0'}, {'id': 5058002401, 'qualifierId': 140, 'value': '61.8'}, {'id': 5058002405, 'qualifierId': 212, 'value': '21.0'}, {'id': 5058002407, 'qualifierId': 213, 'value': '0.19'}, {'id': 5058002399, 'qualifierId': 56, 'value': 'Left'}];39t59x9q2xumbn2hphk7urp7u;I. Foster;;;d24bodha971i57dt9if9d7kt0;Pass;;;;;;;;;;21,0;;100,0;;61,8;0,19;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;61,8;100,0;;;;;;;;0;9;40;Inter Miami II;580;DC;1,0
2692539835;96;5;1;9;44;bd0378yx50xpdcgwkt9p9bmz8;0;56,2;101,4;2024-05-26T21:11:26.890Z;2024-05-26T21:55:30Z;[{'id': 5058002429, 'qualifierId': 56, 'value': 'Left'}, {'id': 5058002645, 'qualifierId': 233, 'value': '115'}, {'id': 5058002431, 'qualifierId': 347}];5bgt61vb5lnzyoczqnr202lpm;M. Tablante;;;d24bodha971i57dt9if9d7kt0;Out;;;;;;;;;;;;;;;;;;;1,0;115,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;;0;9;44;Inter Miami II;584;DML;1,0
2692539875;115;5;1;9;44;c7c4wwva2u1vb3rr7rwava044;1;43,8;-1,4;2024-05-26T21:11:26.890Z;2024-05-26T21:11:35Z;[{'id': 5058002641, 'qualifierId': 233, 'value': '96'}, {'id': 5058002631, 'qualifierId': 347}, {'id': 5058002629, 'qualifierId': 56, 'value': 'Back'}];7uj52qs9yf21gxixhrowyvswk;D. Martinez;;;d24bodha971i57dt9if9d7kt0;Out;;;;;;;;;;;;;;;;;;;1,0;96,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;;;;0;9;44;Cincinnati II;584;;1,0
2692539831;95;43;1;9;45;bd0378yx50xpdcgwkt9p9bmz8;1;0,0;0,0;2024-05-26T21:11:27.869Z;2024-05-26T21:12:23Z;[{'id': 5058002413, 'qualifierId': 56, 'value': 'Left'}, {'id': 5058004363, 'qualifierId': 144, 'value': '61'}];5bgt61vb5lnzyoczqnr202lpm;M. Tablante;;;d24bodha971i57dt9if9d7kt0;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;;0;9;45;Inter Miami II;585;DML;1,0
2692539879;116;1;1;9;52;c7c4wwva2u1vb3rr7rwava044;1;46,3;0,0;2024-05-26T21:11:34.956Z;2024-05-26T21:11:36Z;[{'id': 5058002665, 'qualifierId': 213, 'value': '2.61'}, {'id': 5058002655, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058002661, 'qualifierId': 212, 'value': '16.7'}, {'id': 5058002653, 'qualifierId': 107}, {'id': 5058002659, 'qualifierId': 141, 'value': '10.7'}, {'id': 5058002657, 'qualifierId': 140, 'value': '32.6'}];40za2m92ngp5og8pxyrkxl3is;I. Boatwright;;;d24bodha971i57dt9if9d7kt0;Pass;;;;;;;;;;16,7;;10,7;;32,6;2,61;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;32,6;10,7;;;;;;;;0;9;52;Cincinnati II;592;;1,0
2692539899;117;1;1;9;53;c7c4wwva2u1vb3rr7rwava044;1;32,6;10,7;2024-05-26T21:11:36.043Z;2024-05-26T21:11:38Z;[{'id': 5058002747, 'qualifierId': 140, 'value': '32.0'}, {'id': 5058002749, 'qualifierId': 141, 'value': '31.9'}, {'id': 5058002745, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058002751, 'qualifierId': 212, 'value': '14.4'}, {'id': 5058002753, 'qualifierId': 213, 'value': '1.61'}];c1fvknrf94i05q738d5r7vmdw;T. Hall;;;d24bodha971i57dt9if9d7kt0;Pass;;;;;;;;;;14,4;;31,9;;32,0;1,61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;32,0;31,9;;;;;;;;0;9;53;Cincinnati II;593;;1,0
2692539913;118;1;1;9;56;c7c4wwva2u1vb3rr7rwava044;1;33,5;28,3;2024-05-26T21:11:38.851Z;2024-05-26T21:11:42Z;[{'id': 5058002821, 'qualifierId': 213, 'value': '5.18'}, {'id': 5058002813, 'qualifierId': 140, 'value': '40.9'}, {'id': 5058002819, 'qualifierId': 212, 'value': '17.3'}, {'id': 5058002817, 'qualifierId': 141, 'value': '5.6'}, {'id': 5058002807, 'qualifierId': 56, 'value': 'Back'}];3x8f4j8q49d8hft60a6k8l5as;T. Barton;;;d24bodha971i57dt9if9d7kt0;Pass;;;;;;;;;;17,3;;5,6;;40,9;5,18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;40,9;5,6;;;;;;;;0;9;56;Cincinnati II;596;;1,0
2692539921;119;1;1;9;59;c7c4wwva2u1vb3rr7rwava044;0;43,3;5,3;2024-05-26T21:11:42.018Z;2024-05-26T21:11:43Z;[{'id': 5058002859, 'qualifierId': 213, 'value': '0.26'}, {'id': 5058002853, 'qualifierId': 140, 'value': '65.3'}, {'id': 5058002851, 'qualifierId': 56, 'value': 'Right'}, {'id': 5058002855, 'qualifierId': 141, 'value': '14.4'}, {'id': 5058002857, 'qualifierId': 212, 'value': '23.9'}];c1fvknrf94i05q738d5r7vmdw;T. Hall;;;d24bodha971i57dt9if9d7kt0;Pass;;;;;;;;;;23,9;;14,4;;65,3;0,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;65,3;14,4;;;;;;;;0;9;59;Cincinnati II;599;;1,0
2692539929;97;8;1;10;0;bd0378yx50xpdcgwkt9p9bmz8;1;40,2;82,0;2024-05-26T21:11:43.052Z;2024-05-29T06:34:47Z;[{'id': 5060474323, 'qualifierId': 385}, {'id': 5058002907, 'qualifierId': 56, 'value': 'Back'}];2f5ymqh1j87xhi9ynovnujpm2;B. Schaefer;;;d24bodha971i57dt9if9d7kt0;Interception;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;;0;10;0;Inter Miami II;600;DC;1,0
2692993301;830;83;1;10;2;bd0378yx50xpdcgwkt9p9bmz8;1;46,0;86,2;2024-05-26T21:11:44.833Z;2024-05-29T06:34:44Z;[{'id': 5060474513, 'qualifierId': 399, 'value': '7uj52qs9yf21gxixhrowyvswk'}];4uo9isxivewjrtdg9v7lku9zo;S. Jimenez;;;d24bodha971i57dt9if9d7kt0;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;;0;10;2;Inter Miami II;602;DMC;1,0
2692539933;120;1;1;10;2;c7c4wwva2u1vb3rr7rwava044;1;60,1;7,9;2024-05-26T21:11:45.131Z;2024-05-26T21:11:46Z;[{'id': 5058002937, 'qualifierId': 212, 'value': '4.8'}, {'id': 5058002933, 'qualifierId': 140, 'value': '59.1'}, {'id': 5058002939, 'qualifierId': 213, 'value': '4.49'}, {'id': 5058002935, 'qualifierId': 141, 'value': '1.0'}, {'id': 5058002931, 'qualifierId': 56, 'value': 'Right'}];7uj52qs9yf21gxixhrowyvswk;D. Martinez;;;d24bodha971i57dt9if9d7kt0;Pass;;;;;;;;;;4,8;;1,0;;59,1;4,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;59,1;1,0;;;;;;;;0;10;2;Cincinnati II;602;;1,0
2692539945;121;1;1;10;3;c7c4wwva2u1vb3rr7rwava044;1;59,1;1,0;2024-05-26T21:11:46.170Z;2024-05-26T21:11:48Z;[{'id': 5058002981, 'qualifierId': 213, 'value': '2.89'}, {'id': 5058002977, 'qualifierId': 141, 'value': '10.7'}, {'id': 5058002979, 'qualifierId': 212, 'value': '26.3'}, {'id': 5058002973, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058002975, 'qualifierId': 140, 'value': '34.9'}];40za2m92ngp5og8pxyrkxl3is;I. Boatwright;;;d24bodha971i57dt9if9d7kt0;Pass;;;;;;;;;;26,3;;10,7;;34,9;2,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;34,9;10,7;;;;;;;;0;10;3;Cincinnati II;603;;1,0
2692539949;98;43;1;10;5;bd0378yx50xpdcgwkt9p9bmz8;1;0,0;0,0;2024-05-26T21:11:47.572Z;2024-05-29T06:34:56Z;[{'id': 5058172017, 'qualifierId': 399, 'value': 'c1fvknrf94i05q738d5r7vmdw'}, {'id': 5060474629, 'qualifierId': 144, 'value': '83'}];5bgt61vb5lnzyoczqnr202lpm;M. Tablante;;;d24bodha971i57dt9if9d7kt0;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;83,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;;0;10;5;Inter Miami II;605;DML;1,0
2692539965;122;1;1;10;5;c7c4wwva2u1vb3rr7rwava044;0;34,9;10,7;2024-05-26T21:11:47.962Z;2024-05-26T21:11:50Z;[{'id': 5058003077, 'qualifierId': 213, 'value': '0.39'}, {'id': 5058003069, 'qualifierId': 56, 'value': 'Center'}, {'id': 5058003075, 'qualifierId': 212, 'value': '29.4'}, {'id': 5058003071, 'qualifierId': 140, 'value': '60.8'}, {'id': 5058003073, 'qualifierId': 141, 'value': '27.1'}];c1fvknrf94i05q738d5r7vmdw;T. Hall;;;d24bodha971i57dt9if9d7kt0;Pass;;;;;;;;;;29,4;;27,1;;60,8;0,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;60,8;27,1;;;;;;;;0;10;5;Cincinnati II;605;;1,0
2692539971;99;49;1;10;8;bd0378yx50xpdcgwkt9p9bmz8;1;45,6;66,4;2024-05-26T21:11:50.909Z;2024-05-26T21:11:51Z;[];2l6v8ab245wzmb1litvkir1ii;G. Gibert;;;d24bodha971i57dt9if9d7kt0;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;;0;10;8;Inter Miami II;608;DC;1,0
2692540023;100;1;1;10;9;bd0378yx50xpdcgwkt9p9bmz8;1;47,7;58,7;2024-05-26T21:11:51.900Z;2024-05-26T21:11:58Z;[{'id': 5058003345, 'qualifierId': 141, 'value': '41.3'}, {'id': 5058003347, 'qualifierId': 212, 'value': '12.1'}, {'id': 5058003341, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058003349, 'qualifierId': 213, 'value': '4.49'}, {'id': 5058003343, 'qualifierId': 140, 'value': '45.1'}];2l6v8ab245wzmb1litvkir1ii;G. Gibert;;;d24bodha971i57dt9if9d7kt0;Pass;;;;;;;;;;12,1;;41,3;;45,1;4,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;45,1;41,3;;;;;;;;0;10;9;Inter Miami II;609;DC;1,0
2692540043;101;1;1;10;15;bd0378yx50xpdcgwkt9p9bmz8;1;31,8;31,8;2024-05-26T21:11:57.932Z;2024-05-26T21:12:00Z;[{'id': 5058003449, 'qualifierId': 140, 'value': '17.3'}, {'id': 5058003455, 'qualifierId': 213, 'value': '2.88'}, {'id': 5058003447, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058003453, 'qualifierId': 212, 'value': '15.7'}, {'id': 5058003451, 'qualifierId': 141, 'value': '37.7'}];8sydisziijh84elb8dprtlduy;N. Benalcázar;;;d24bodha971i57dt9if9d7kt0;Pass;;;;;;;;;;15,7;;37,7;;17,3;2,88;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;17,3;37,7;;;;;;;;0;10;15;Inter Miami II;615;DMC;1,0
2692540065;102;1;1;10;18;bd0378yx50xpdcgwkt9p9bmz8;1;17,5;34,8;2024-05-26T21:12:00.204Z;2024-05-29T06:35:23Z;[{'id': 5058003561, 'qualifierId': 213, 'value': '5.21'}, {'id': 5058003555, 'qualifierId': 140, 'value': '27.8'}, {'id': 5058003553, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058003559, 'qualifierId': 212, 'value': '22.8'}, {'id': 5058003557, 'qualifierId': 141, 'value': '5.2'}];3fjb8lymm7grc7nqyfpzw1a8k;P. Walters;;;d24bodha971i57dt9if9d7kt0;Pass;;;;;;;;;;22,8;;5,2;;27,8;5,21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;27,8;5,2;;;;;;;;0;10;18;Inter Miami II;618;GK;1,0
2692540091;103;1;1;10;19;bd0378yx50xpdcgwkt9p9bmz8;1;28,6;9,2;2024-05-26T21:12:01.900Z;2024-05-26T21:12:03Z;[{'id': 5058003635, 'qualifierId': 140, 'value': '42.0'}, {'id': 5058003641, 'qualifierId': 213, 'value': '0.27'}, {'id': 5058003639, 'qualifierId': 212, 'value': '14.6'}, {'id': 5058003633, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058003637, 'qualifierId': 141, 'value': '15.0'}];8sydisziijh84elb8dprtlduy;N. Benalcázar;;;d24bodha971i57dt9if9d7kt0;Pass;;;;;;;;;;14,6;;15,0;;42,0;0,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;42,0;15,0;;;;;;;;0;10;19;Inter Miami II;619;DMC;1,0
2692540095;123;83;1;10;20;c7c4wwva2u1vb3rr7rwava044;0;55,0;71,1;2024-05-26T21:12:02.402Z;2024-05-29T06:35:36Z;[{'id': 5058108755, 'qualifierId': 399, 'value': '1ofx4ncf6w5twjbaam5w0mu7e'}];cngjy2fgv7bd3262mp7onczkk;S. Garcia;;;d24bodha971i57dt9if9d7kt0;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;c7c4wwva2u1vb3rr7rwava044;Inter Miami II;away;;;;;;;;;;0;10;20;Cincinnati II;620;;1,0
2692540109;104;1;1;10;21;bd0378yx50xpdcgwkt9p9bmz8;1;42,5;13,4;2024-05-26T21:12:03.741Z;2024-05-26T21:12:05Z;[{'id': 5058003701, 'qualifierId': 212, 'value': '13.5'}, {'id': 5058003679, 'qualifierId': 155}, {'id': 5058003705, 'qualifierId': 213, 'value': '2.80'}, {'id': 5058003697, 'qualifierId': 141, 'value': '20.0'}, {'id': 5058003685, 'qualifierId': 56, 'value': 'Back'}, {'id': 5058003691, 'qualifierId': 140, 'value': '30.4'}];1ofx4ncf6w5twjbaam5w0mu7e;Guilherme Santos;;;d24bodha971i57dt9if9d7kt0;Pass;;;;;;;;;;13,5;;20,0;;30,4;2,8;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;30,4;20,0;;;;;;;;0;10;21;Inter Miami II;621;AMC;1,0
