id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Resume;value_JerseyNumber;value_TeamFormation;value_Captain;value_TeamKit;value_Involved;value_PlayerPosition;value_TeamPlayerFormation;value_DirectionOfPlay;value_PassEndY;value_KickOff;value_Zone;value_PassEndX;value_Length;value_Angle;value_Launch;value_LongBall;value_OppositeRelatedEventId;value_TakeOnOvertake;value_Offensive;value_Defensive;value_TouchTypeClearance;value_BlockedPass;value_LayOff;value_TouchTypePass;value_Foul;value_Direct;value_AttemptedTackle;value_FreeKickTaken;value_Chipped;value_NextEventThrowIn;value_ThrowIn;value_SwitchOfPlay;value_TakeOnSpace;value_TouchTypeControl;value_RightFooted;value_OutSwinger;value_Cross;value_DeletedEventType;value_IntendedTackleTarget;value_DrivenCross;value_Straight;value_OutOfPlay;value_AerialFoul;value_LeftFooted;value_HeadPass;value_LowGkIntervention;value_GoalmouthZ;value_GoalmouthY;value_RegularPlay;value_NotAssisted;value_GkY;value_BoxCentre;value_Volley;value_FirstTouch;value_High;value_GkX;value_NextEventGoalKick;value_GoalKick;value_Low;value_PullBack;value_IntentionalAssist;value_Assist;value_BigChance;value_Assisted;value_RelatedEventId;value_Left;value_BlockedY;value_SmallBoxLeft;value_HighCentre;value_BlockedX;value_HighGkIntervention;value_Stooping;value_OtherBodyPart;value_ParriedDanger;value_InjuredPlayerId;value_Injury;value_MediumGkIntervention;value_KeeperThrow;value_FlickOn;value_Right;value_CornerTaken;value_InSwinger;value_Head;value_HighClaim;value_FromCorner;value_NotPastGoalLine;value_PlayersCaughtOffside;value_Indirect;value_ThroughBall;value_YellowCard;value_RecklessOffence;value_NotVisible;value_IndividualPlay;value_OutOfBoxCentre;value_Blocked;value_FastBreak;value_LowLeft;value_DefBlock;value_LeadingToAttempt;value_RelatedError1Id;value_Feet;value_BoxRight;value_ShirtPull/Holding;value_Defensive1V1;value_2NdAssist;value_GkXTimeOfGoal;value_GoalShotTimestamp;value_2NdRelatedEventId;value_GkYTimeOfGoal;value_SmallBoxCentre;value_GoalShotGameClock;value_2NdAssisted;value_Minutes;value_Shove/Push;value_BoxDeepRight;value_LowCentre;value_ParriedSafe;value_Standing;value_EndType;value_VideoCoverageLost;value_Overrun;value_BlockedClearance;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_TacticalFoul;value_LowRight;value_CloseLeft;value_FloatedCross;value_GkKickFromHands;value_LastLine;value_SixYardBlocked;value_SavedOffLine;value_OutOfBoxRight;value_Deflection;value_Penalty;value_PenaltyTakerId;value_DeniedGoalScoringOpp;value_Diving;value_Scored;value_FantasyAssistType;value_FantasyAssistId;value_Second(2Nd)OppositeRelatedEventId;value_CausingPlayer;value_FantasyAssistedBy;value_FantasyAssistTeam;value_ExcessiveCelebration;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2698782159;204;1;1;14;9;5b4ccd62yeeqdl2qk6jzsmjv8;1;3,3;56,9;2024-06-30T23:17:48.601Z;2024-06-30T23:17:49Z;[{'id': 5092366607, 'qualifierId': 141, 'value': '38.7'}, {'id': 5092366605, 'qualifierId': 140, 'value': '10.7'}, {'id': 5092366601, 'qualifierId': 124}, {'id': 5092366609, 'qualifierId': 212, 'value': '14.6'}, {'id': 5092366611, 'qualifierId': 213, 'value': '5.27'}, {'id': 5092366603, 'qualifierId': 56, 'value': 'Back'}, {'id': 5092366615, 'qualifierId': 237}];3me8mlpj9tgn82v2mwyibpkb8;C. Johnson;;;dr5o3k45kkpjio3brcpijni1g;Pass;;;;;;;;;;38,7;;;10,7;14,6;5,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;10,7;38,7;;;;;;;;0;14;9;New York RB II;849;GK;1,0
2698782201;205;1;1;14;10;5b4ccd62yeeqdl2qk6jzsmjv8;1;12,0;42,2;2024-06-30T23:17:49.577Z;2024-06-30T23:17:54Z;[{'id': 5092366855, 'qualifierId': 141, 'value': '64.3'}, {'id': 5092366859, 'qualifierId': 213, 'value': '1.40'}, {'id': 5092366857, 'qualifierId': 212, 'value': '15.3'}, {'id': 5092366853, 'qualifierId': 140, 'value': '14.5'}, {'id': 5092366851, 'qualifierId': 56, 'value': 'Back'}];1cc8cz8wtm8f05109tjb02xka;D. Almeida;;;dr5o3k45kkpjio3brcpijni1g;Pass;;;;;;;;;;64,3;;;14,5;15,3;1,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;14,5;64,3;;;;;;;;0;14;10;New York RB II;850;DC;1,0
2698782227;206;1;1;14;15;5b4ccd62yeeqdl2qk6jzsmjv8;1;21,1;65,9;2024-06-30T23:17:54.617Z;2024-06-30T23:17:58Z;[{'id': 5092366941, 'qualifierId': 56, 'value': 'Back'}, {'id': 5092366943, 'qualifierId': 140, 'value': '22.0'}, {'id': 5092366945, 'qualifierId': 141, 'value': '37.4'}, {'id': 5092366949, 'qualifierId': 213, 'value': '4.76'}, {'id': 5092366947, 'qualifierId': 212, 'value': '19.4'}];ba9m1xd2b3b2zvuuogn4uxkwk;C. Rogers;;;dr5o3k45kkpjio3brcpijni1g;Pass;;;;;;;;;;37,4;;;22,0;19,4;4,76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;22,0;37,4;;;;;;;;0;14;15;New York RB II;855;DC;1,0
2698782251;207;1;1;14;18;5b4ccd62yeeqdl2qk6jzsmjv8;1;18,9;37,8;2024-06-30T23:17:57.962Z;2024-06-30T23:17:59Z;[{'id': 5092367047, 'qualifierId': 56, 'value': 'Back'}, {'id': 5092367053, 'qualifierId': 212, 'value': '17.9'}, {'id': 5092367055, 'qualifierId': 213, 'value': '1.56'}, {'id': 5092367049, 'qualifierId': 140, 'value': '19.1'}, {'id': 5092367051, 'qualifierId': 141, 'value': '64.1'}];1cc8cz8wtm8f05109tjb02xka;D. Almeida;;;dr5o3k45kkpjio3brcpijni1g;Pass;;;;;;;;;;64,1;;;19,1;17,9;1,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;19,1;64,1;;;;;;;;0;14;18;New York RB II;858;DC;1,0
2698782273;208;1;1;14;20;5b4ccd62yeeqdl2qk6jzsmjv8;1;19,1;64,1;2024-06-30T23:17:59.577Z;2024-06-30T23:18:02Z;[{'id': 5092367203, 'qualifierId': 212, 'value': '21.8'}, {'id': 5092367199, 'qualifierId': 140, 'value': '23.8'}, {'id': 5092367201, 'qualifierId': 141, 'value': '32.8'}, {'id': 5092367197, 'qualifierId': 56, 'value': 'Back'}, {'id': 5092367205, 'qualifierId': 213, 'value': '4.94'}];ba9m1xd2b3b2zvuuogn4uxkwk;C. Rogers;;;dr5o3k45kkpjio3brcpijni1g;Pass;;;;;;;;;;32,8;;;23,8;21,8;4,94;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;23,8;32,8;;;;;;;;0;14;20;New York RB II;860;DC;1,0
2698782307;209;1;1;14;22;5b4ccd62yeeqdl2qk6jzsmjv8;1;23,8;32,8;2024-06-30T23:18:02.410Z;2024-06-30T23:18:06Z;[{'id': 5092367373, 'qualifierId': 56, 'value': 'Back'}, {'id': 5092367381, 'qualifierId': 213, 'value': '5.31'}, {'id': 5092367379, 'qualifierId': 212, 'value': '20.2'}, {'id': 5092367375, 'qualifierId': 140, 'value': '34.7'}, {'id': 5092367377, 'qualifierId': 141, 'value': '8.3'}];1cc8cz8wtm8f05109tjb02xka;D. Almeida;;;dr5o3k45kkpjio3brcpijni1g;Pass;;;;;;;;;;8,3;;;34,7;20,2;5,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;34,7;8,3;;;;;;;;0;14;22;New York RB II;862;DC;1,0
2698782313;210;1;1;14;27;5b4ccd62yeeqdl2qk6jzsmjv8;1;37,6;4,6;2024-06-30T23:18:06.618Z;2024-06-30T23:18:08Z;[{'id': 5092367411, 'qualifierId': 56, 'value': 'Back'}, {'id': 5092367413, 'qualifierId': 140, 'value': '32.1'}, {'id': 5092367415, 'qualifierId': 141, 'value': '12.0'}, {'id': 5092367419, 'qualifierId': 213, 'value': '2.42'}, {'id': 5092367417, 'qualifierId': 212, 'value': '7.7'}];58w3qcq1xrkpq5f9miuxp4ys4;B. Adu-Gyamfi;;;dr5o3k45kkpjio3brcpijni1g;Pass;;;;;;;;;;12,0;;;32,1;7,7;2,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;32,1;12,0;;;;;;;;0;14;27;New York RB II;867;DMR;1,0
2698782329;211;1;1;14;28;5b4ccd62yeeqdl2qk6jzsmjv8;1;32,8;11,1;2024-06-30T23:18:08.138Z;2024-06-30T23:18:10Z;[{'id': 5092367513, 'qualifierId': 56, 'value': 'Right'}, {'id': 5092367521, 'qualifierId': 213, 'value': '6.25'}, {'id': 5092367519, 'qualifierId': 212, 'value': '37.2'}, {'id': 5092367511, 'qualifierId': 155}, {'id': 5092367523, 'qualifierId': 1}, {'id': 5092367515, 'qualifierId': 140, 'value': '68.2'}, {'id': 5092367517, 'qualifierId': 141, 'value': '9.4'}];a12t1zv0y8gzzf6p3jrotkoic;O. Presthus;;;dr5o3k45kkpjio3brcpijni1g;Pass;;;;;;;;;;9,4;;;68,2;37,2;6,25;;1,0;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;68,2;9,4;;;;;;;;0;14;28;New York RB II;868;DC;1,0
2698782363;212;1;1;14;30;5b4ccd62yeeqdl2qk6jzsmjv8;1;69,0;7,9;2024-06-30T23:18:10.522Z;2024-06-30T23:18:15Z;[{'id': 5092367703, 'qualifierId': 213, 'value': '0.49'}, {'id': 5092367693, 'qualifierId': 140, 'value': '79.7'}, {'id': 5092367699, 'qualifierId': 212, 'value': '12.8'}, {'id': 5092367689, 'qualifierId': 56, 'value': 'Right'}, {'id': 5092367695, 'qualifierId': 141, 'value': '16.8'}];dgosg1mymhuajg0rz2ts6alpm;G. Rayo;;;dr5o3k45kkpjio3brcpijni1g;Pass;;;;;;;;;;16,8;;;79,7;12,8;0,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;79,7;16,8;;;;;;;;0;14;30;New York RB II;870;FW;1,0
2698782401;213;1;1;14;34;5b4ccd62yeeqdl2qk6jzsmjv8;1;91,9;22,9;2024-06-30T23:18:13.970Z;2024-07-04T10:49:02Z;[{'id': 5092367903, 'qualifierId': 213, 'value': '1.87'}, {'id': 5092367897, 'qualifierId': 140, 'value': '87.9'}, {'id': 5092368349, 'qualifierId': 195}, {'id': 5092367895, 'qualifierId': 56, 'value': 'Center'}, {'id': 5092368249, 'qualifierId': 154}, {'id': 5092367901, 'qualifierId': 212, 'value': '14.3'}, {'id': 5092367899, 'qualifierId': 141, 'value': '43.0'}, {'id': 5092368247, 'qualifierId': 210, 'value': '13'}];58w3qcq1xrkpq5f9miuxp4ys4;B. Adu-Gyamfi;1,0;;dr5o3k45kkpjio3brcpijni1g;Pass;;;;;;;;;;43,0;;;87,9;14,3;1,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;13,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;87,9;43,0;;;;;;;;0;14;34;New York RB II;874;DMR;1,0
2698782407;214;13;1;14;35;5b4ccd62yeeqdl2qk6jzsmjv8;1;91,2;45,0;2024-06-30T23:18:15.250Z;2024-07-04T10:49:25Z;[{'id': 5094464497, 'qualifierId': 214}, {'id': 5092368133, 'qualifierId': 72}, {'id': 5092368263, 'qualifierId': 29}, {'id': 5092368271, 'qualifierId': 102, 'value': '59.8'}, {'id': 5092368265, 'qualifierId': 154}, {'id': 5092368267, 'qualifierId': 55, 'value': '213'}, {'id': 5092368273, 'qualifierId': 103, 'value': '6.9'}, {'id': 5092367927, 'qualifierId': 56, 'value': 'Center'}, {'id': 5092367925, 'qualifierId': 17}, {'id': 5092367923, 'qualifierId': 22}, {'id': 5092368261, 'qualifierId': 73}, {'id': 5092368275, 'qualifierId': 230, 'value': '99.3'}, {'id': 5092368277, 'qualifierId': 231, 'value': '48.6'}];9jy9vyn7y1bomsbjhjujynb4k;N. Rincon;;;dr5o3k45kkpjio3brcpijni1g;Miss;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;6,9;59,8;1,0;;48,6;1,0;;;;99,3;;;;;1,0;;1,0;1,0;213,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;;;;;59,8;6.9;213,0;58w3qcq1xrkpq5f9miuxp4ys4;;0;14;35;New York RB II;875;FWL;1,0
2698782423;122;5;1;14;40;4g68p0t2f5jzhzfr67i2rj1ex;1;-0,9;40,2;2024-06-30T23:18:19.707Z;2024-06-30T23:22:19Z;[{'id': 5092367991, 'qualifierId': 346}, {'id': 5092368021, 'qualifierId': 233, 'value': '215'}, {'id': 5092367989, 'qualifierId': 56, 'value': 'Back'}];e2tuar1frliervcr2mnmvfspg;A. O'Connor;;;dr5o3k45kkpjio3brcpijni1g;Out;;;;;;;;;;;;;;;;;;215,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;;0;14;40;Columbus Crew II;880;DC;1,0
2698782411;215;5;1;14;40;5b4ccd62yeeqdl2qk6jzsmjv8;0;100,9;59,8;2024-06-30T23:18:19.707Z;2024-06-30T23:18:20Z;[{'id': 5092368039, 'qualifierId': 233, 'value': '122'}, {'id': 5092367949, 'qualifierId': 346}, {'id': 5092367947, 'qualifierId': 56, 'value': 'Center'}];9jy9vyn7y1bomsbjhjujynb4k;N. Rincon;;;dr5o3k45kkpjio3brcpijni1g;Out;;;;;;;;;;;;;;;;;;122,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;;;;;;;;;;0;14;40;New York RB II;880;FWL;1,0
2698782625;123;1;1;15;3;4g68p0t2f5jzhzfr67i2rj1ex;1;3,5;47,8;2024-06-30T23:18:43.361Z;2024-06-30T23:18:45Z;[{'id': 5092369185, 'qualifierId': 141, 'value': '11.6'}, {'id': 5092369187, 'qualifierId': 212, 'value': '26.9'}, {'id': 5092369181, 'qualifierId': 56, 'value': 'Back'}, {'id': 5092369179, 'qualifierId': 124}, {'id': 5092369189, 'qualifierId': 213, 'value': '5.13'}, {'id': 5092369193, 'qualifierId': 237}, {'id': 5092369183, 'qualifierId': 140, 'value': '13.9'}];bvtvko74cyeqe297mp6shrf2s;A. Stokes;;;dr5o3k45kkpjio3brcpijni1g;Pass;;;;;;;;;;11,6;;;13,9;26,9;5,13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;13,9;11,6;;;;;;;;0;15;3;Columbus Crew II;903;GK;1,0
2698782647;124;1;1;15;6;4g68p0t2f5jzhzfr67i2rj1ex;1;13,9;11,6;2024-06-30T23:18:45.554Z;2024-06-30T23:18:47Z;[{'id': 5092369351, 'qualifierId': 213, 'value': '0.85'}, {'id': 5092369343, 'qualifierId': 56, 'value': 'Back'}, {'id': 5092369349, 'qualifierId': 212, 'value': '13.1'}, {'id': 5092369347, 'qualifierId': 141, 'value': '26.1'}, {'id': 5092369345, 'qualifierId': 140, 'value': '22.1'}];5gd78gkv3k39vofarmapgeuj8;J. Mina;;;dr5o3k45kkpjio3brcpijni1g;Pass;;;;;;;;;;26,1;;;22,1;13,1;0,85;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;22,1;26,1;;;;;;;;0;15;6;Columbus Crew II;906;DR;1,0
2698782651;125;61;1;15;8;4g68p0t2f5jzhzfr67i2rj1ex;0;22,1;26,1;2024-06-30T23:18:47.601Z;2024-06-30T23:18:47Z;[{'id': 5092369361, 'qualifierId': 56, 'value': 'Back'}];80p7shawtxjiydizsg5fo5a1g;A. Mehmeti;;;dr5o3k45kkpjio3brcpijni1g;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;;0;15;8;Columbus Crew II;908;MC;1,0
2698782671;216;1;1;15;8;5b4ccd62yeeqdl2qk6jzsmjv8;1;81,1;73,5;2024-06-30T23:18:48.412Z;2024-06-30T23:18:49Z;[{'id': 5092369483, 'qualifierId': 212, 'value': '7.0'}, {'id': 5092369477, 'qualifierId': 56, 'value': 'Left'}, {'id': 5092369485, 'qualifierId': 213, 'value': '1.78'}, {'id': 5092369481, 'qualifierId': 141, 'value': '83.6'}, {'id': 5092369479, 'qualifierId': 140, 'value': '79.7'}];dgosg1mymhuajg0rz2ts6alpm;G. Rayo;;;dr5o3k45kkpjio3brcpijni1g;Pass;;;;;;;;;;83,6;;;79,7;7,0;1,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;79,7;83,6;;;;;;;;0;15;8;New York RB II;908;FW;1,0
2698782673;217;49;1;15;9;5b4ccd62yeeqdl2qk6jzsmjv8;1;80,3;80,1;2024-06-30T23:18:49.388Z;2024-06-30T23:18:49Z;[];9jy9vyn7y1bomsbjhjujynb4k;N. Rincon;;;dr5o3k45kkpjio3brcpijni1g;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;;;;;;;;;;0;15;9;New York RB II;909;FWL;1,0
2698782703;218;1;1;15;10;5b4ccd62yeeqdl2qk6jzsmjv8;1;80,8;82,4;2024-06-30T23:18:49.564Z;2024-07-04T10:50:26Z;[{'id': 5092369641, 'qualifierId': 56, 'value': 'Center'}, {'id': 5092369647, 'qualifierId': 141, 'value': '66.0'}, {'id': 5092369651, 'qualifierId': 213, 'value': '4.82'}, {'id': 5092369643, 'qualifierId': 140, 'value': '81.9'}, {'id': 5092371079, 'qualifierId': 210, 'value': '15'}, {'id': 5092369649, 'qualifierId': 212, 'value': '11.2'}];9jy9vyn7y1bomsbjhjujynb4k;N. Rincon;1,0;;dr5o3k45kkpjio3brcpijni1g;Pass;;;;;;;;;;66,0;;;81,9;11,2;4,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;81,9;66,0;;;;;;;;0;15;10;New York RB II;910;FWL;1,0
2698782707;126;45;1;15;11;4g68p0t2f5jzhzfr67i2rj1ex;0;9,6;34,7;2024-06-30T23:18:50.556Z;2024-07-04T10:50:32Z;[{'id': 5092369763, 'qualifierId': 233, 'value': '219'}, {'id': 5092369667, 'qualifierId': 285}, {'id': 5092369665, 'qualifierId': 56, 'value': 'Back'}];59kitnlge8bjsxmhy850bsutw;J. Gutierrez;;;dr5o3k45kkpjio3brcpijni1g;Challenge;;;;;;;;;;;;;;;;;;219,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;;0;15;11;Columbus Crew II;911;DL;1,0
2698782719;219;3;1;15;11;5b4ccd62yeeqdl2qk6jzsmjv8;1;90,4;65,3;2024-06-30T23:18:50.556Z;2024-07-04T10:50:34Z;[{'id': 5092369757, 'qualifierId': 233, 'value': '126'}, {'id': 5092369737, 'qualifierId': 286}, {'id': 5092369735, 'qualifierId': 56, 'value': 'Center'}, {'id': 5094464687, 'qualifierId': 465}];37zynr7fwzqg4c9w5ydefywyy;A. González;;;dr5o3k45kkpjio3brcpijni1g;Take On;;;;;;;;;;;;;;;;;;126,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;;;;;;;;;;0;15;11;New York RB II;911;MC;1,0
2698782721;220;15;1;15;12;5b4ccd62yeeqdl2qk6jzsmjv8;1;96,8;59,7;2024-06-30T23:18:52.227Z;2024-07-04T10:50:50Z;[{'id': 5092371113, 'qualifierId': 147, 'value': '55.4'}, {'id': 5092371093, 'qualifierId': 55, 'value': '218'}, {'id': 5092369745, 'qualifierId': 56, 'value': 'Center'}, {'id': 5094464757, 'qualifierId': 61}, {'id': 5092371107, 'qualifierId': 103, 'value': '22.8'}, {'id': 5092371087, 'qualifierId': 29}, {'id': 5092371085, 'qualifierId': 79}, {'id': 5092371111, 'qualifierId': 146, 'value': '98.6'}, {'id': 5092369741, 'qualifierId': 22}, {'id': 5092371109, 'qualifierId': 214}, {'id': 5092371131, 'qualifierId': 233, 'value': '127'}, {'id': 5092370771, 'qualifierId': 72}, {'id': 5092371103, 'qualifierId': 102, 'value': '51.2'}];37zynr7fwzqg4c9w5ydefywyy;A. González;;;dr5o3k45kkpjio3brcpijni1g;Attempt Saved;;;;;;;;;;;;;;;;;;127,0;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;22,8;51,2;1,0;;;;;;;;;;;;;;1,0;1,0;218,0;;55,4;1,0;1,0;98,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;;;98,6;55,4;51,2;22.8;218,0;9jy9vyn7y1bomsbjhjujynb4k;;0;15;12;New York RB II;912;MC;1,0
