id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;assist;keyPass;matchId;type_displayName;value_TeamPlayerFormation;value_PlayerPosition;value_Captain;value_Involved;value_TeamFormation;value_JerseyNumber;value_TeamKit;value_Resume;value_DirectionOfPlay;value_Length;value_Zone;value_KickOff;value_Angle;value_PassEndY;value_PassEndX;value_Shove/Push;value_Direct;value_Foul;value_Defensive;value_OppositeRelatedEventId;value_Offensive;value_FreeKickTaken;value_IntendedTackleTarget;value_TouchTypeControl;value_TakeOnOvertake;value_TakeOnSpace;value_TouchTypeClearance;value_LongBall;value_Chipped;value_NextEventGoalKick;value_Low;value_GoalKick;value_DeletedEventType;value_PlayersCaughtOffside;value_Indirect;value_NextEventThrowIn;value_ThrowIn;value_BlockedPass;value_HeadPass;value_Assist;value_RegularPlay;value_IntentionalAssist;value_GkX;value_GoalmouthZ;value_GkY;value_GoalmouthY;value_GkXTimeOfGoal;value_FirstTouch;value_BoxRight;value_Assisted;value_GoalShotTimestamp;value_RelatedEventId;value_BigChance;value_HighRight;value_GoalShotGameClock;value_GkYTimeOfGoal;value_RightFooted;value_Tap;value_Launch;value_ShirtPull/Holding;value_Cross;value_OutSwinger;value_LayOff;value_SwitchOfPlay;value_HighGkIntervention;value_KeeperThrow;value_FlickOn;value_ThroughBall;value_BlockedY;value_BlockedX;value_LeftFooted;value_IndividualPlay;value_Collected;value_Hands;value_Standing;value_NotVisible;value_AttemptedTackle;value_LowLeft;value_Blocked;value_OutOfBoxCentre;value_DefBlock;value_OutOfPlay;value_TouchTypePass;value_MediumGkIntervention;value_OverArm;value_Head;value_LowRight;value_BoxCentre;value_Diving;value_LowGkIntervention;value_Right;value_Left;value_CornerTaken;value_YellowCard;value_TacticalFoul;value_PullBack;value_High;value_Injury;value_InjuredPlayerId;value_35Centre;value_FromCorner;value_LowCentre;value_RecklessOffence;value_NotAssisted;value_BoxLeft;value_SetPiece;value_Minutes;value_FastBreak;value_KeeperTouched;value_GkKickFromHands;value_EndType;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_ParriedSafe;value_SmallBoxCentre;value_SixYardBlocked;value_InSwinger;value_Overrun;value_Defensive1V1;value_CloseLeftAndHigh;value_CloseRightAndHigh;value_FollowsShotRebound;value_HighClaim;value_SavedOffLine;value_LastLine;value_HighCentre;value_ParriedDanger;value_Reaching;value_NotRetreating;value_TimeWasting;value_NotPastGoalLine;value_CloseLeft;value_BoxDeepLeft;value_CloseHigh;value_GkHoof;value_SmallBoxRight;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2673220691;164;61;1;13;57;99l7fsj6ykgbyqcb9zqqu9dgq;1;69,4;42,1;2024-04-15T00:48:25.780Z;2024-04-15T00:48:25Z;[{'id': 4953028955, 'qualifierId': 56, 'value': 'Center'}];19ckwd2oz9uyfjznuq2c41btg;T. Scott;;;c86q4wvce0uumzjzerzhml82c;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;0;0;13;57;Tacoma Defiance;837;FWR;1,0
2673220695;142;43;1;13;57;5icuo8utnztpsd9l03gdd68dl;1;0,0;0,0;2024-04-15T00:48:25.992Z;2024-04-18T16:13:56Z;[{'id': 4959518859, 'qualifierId': 144, 'value': '49'}];7zr3gif60ntltgt3s5yi6qjca;T. Sousa;;;c86q4wvce0uumzjzerzhml82c;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;;;;;;;;;0;0;13;57;North Texas;837;DC;1,0
2673220755;143;1;1;13;57;5icuo8utnztpsd9l03gdd68dl;1;29,0;54,3;2024-04-15T00:48:26.168Z;2024-04-15T00:48:33Z;[{'id': 4953029247, 'qualifierId': 212, 'value': '21.2'}, {'id': 4953029243, 'qualifierId': 140, 'value': '43.4'}, {'id': 4953029245, 'qualifierId': 141, 'value': '32.4'}, {'id': 4953029249, 'qualifierId': 213, 'value': '5.51'}, {'id': 4953029241, 'qualifierId': 56, 'value': 'Back'}];7zr3gif60ntltgt3s5yi6qjca;T. Sousa;;;c86q4wvce0uumzjzerzhml82c;Pass;;;;;;;;;;21,2;;;5,51;32,4;43,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;43,4;32,4;;;;;;;0;0;13;57;North Texas;837;DC;1,0
2674436663;929;49;1;13;58;5icuo8utnztpsd9l03gdd68dl;1;39,2;12,4;2024-04-15T00:48:26.859Z;2024-04-18T16:14:01Z;[];5uwkzz79ayagkh2ukysvgolwp;P. Rothrock;;;c86q4wvce0uumzjzerzhml82c;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;;;;;;;;;0;0;13;58;North Texas;838;AMR;1,0
2673220761;144;3;1;14;5;5icuo8utnztpsd9l03gdd68dl;0;61,2;9,0;2024-04-15T00:48:33.479Z;2024-04-18T16:14:10Z;[{'id': 4953029377, 'qualifierId': 233, 'value': '165'}, {'id': 4953029295, 'qualifierId': 286}, {'id': 4959519075, 'qualifierId': 465}, {'id': 4953029293, 'qualifierId': 56, 'value': 'Right'}];5uwkzz79ayagkh2ukysvgolwp;P. Rothrock;;;c86q4wvce0uumzjzerzhml82c;Take On;;;;;;;;;;;;;;;;;;;;165,0;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;;;;;;;;;0;0;14;5;North Texas;845;AMR;1,0
2673220773;165;7;1;14;5;99l7fsj6ykgbyqcb9zqqu9dgq;0;38,8;91,0;2024-04-15T00:48:33.480Z;2024-04-18T16:14:12Z;[{'id': 4953029357, 'qualifierId': 233, 'value': '144'}, {'id': 4959519115, 'qualifierId': 385}, {'id': 4953029327, 'qualifierId': 285}, {'id': 4953029323, 'qualifierId': 56, 'value': 'Back'}];74rnjizxzn5a0oag6sue0ja7e;C. Sainté;;;c86q4wvce0uumzjzerzhml82c;Tackle;;;;;;;;;;;;;;;;;;;1,0;144,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;0;0;14;5;Tacoma Defiance;845;DC;1,0
2673220767;145;61;1;14;6;5icuo8utnztpsd9l03gdd68dl;1;58,9;9,7;2024-04-15T00:48:34.886Z;2024-04-15T00:48:41Z;[{'id': 4953029315, 'qualifierId': 56, 'value': 'Right'}];5uwkzz79ayagkh2ukysvgolwp;P. Rothrock;;;c86q4wvce0uumzjzerzhml82c;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;;;;;;;;;0;0;14;6;North Texas;846;AMR;1,0
2673220817;146;5;1;14;7;5icuo8utnztpsd9l03gdd68dl;0;60,9;-1,3;2024-04-15T00:48:35.709Z;2024-04-15T01:25:00Z;[{'id': 4953029573, 'qualifierId': 347}, {'id': 4953030419, 'qualifierId': 233, 'value': '166'}, {'id': 4953029571, 'qualifierId': 56, 'value': 'Right'}];cdyrj15oxu3l5sgzgwof8ohgq;F. Bettache;;;c86q4wvce0uumzjzerzhml82c;Out;;;;;;;;;;;;;;;;;;;;166,0;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;;;;;;;;;0;0;14;7;North Texas;847;AMC;1,0
2673220821;166;5;1;14;7;99l7fsj6ykgbyqcb9zqqu9dgq;1;39,1;101,3;2024-04-15T00:48:35.709Z;2024-04-15T00:49:00Z;[{'id': 4953029581, 'qualifierId': 56, 'value': 'Back'}, {'id': 4953030403, 'qualifierId': 233, 'value': '146'}, {'id': 4953029583, 'qualifierId': 347}];74rnjizxzn5a0oag6sue0ja7e;C. Sainté;;;c86q4wvce0uumzjzerzhml82c;Out;;;;;;;;;;;;;;;;;;;;146,0;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;0;0;14;7;Tacoma Defiance;847;DC;1,0
2673220875;167;1;1;14;17;99l7fsj6ykgbyqcb9zqqu9dgq;1;39,7;100,0;2024-04-15T00:48:46.284Z;2024-04-18T16:14:21Z;[{'id': 4953029891, 'qualifierId': 56, 'value': 'Back'}, {'id': 4953029899, 'qualifierId': 213, 'value': '3.82'}, {'id': 4953029895, 'qualifierId': 141, 'value': '90.2'}, {'id': 4953029897, 'qualifierId': 212, 'value': '11.7'}, {'id': 4953029893, 'qualifierId': 140, 'value': '31.0'}, {'id': 4953029889, 'qualifierId': 107}];939wjlo1zcnhfu6jy2px0zmui;I. Parker;;;c86q4wvce0uumzjzerzhml82c;Pass;;;;;;;;;;11,7;;;3,82;90,2;31,0;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;31,0;90,2;;;;;;;0;0;14;17;Tacoma Defiance;857;DML;1,0
2673220879;168;1;1;14;19;99l7fsj6ykgbyqcb9zqqu9dgq;1;31,0;90,2;2024-04-15T00:48:48.187Z;2024-04-15T00:48:49Z;[{'id': 4953029923, 'qualifierId': 212, 'value': '10.4'}, {'id': 4953029925, 'qualifierId': 213, 'value': '4.39'}, {'id': 4953029921, 'qualifierId': 141, 'value': '75.7'}, {'id': 4953029919, 'qualifierId': 140, 'value': '27.9'}, {'id': 4953029917, 'qualifierId': 56, 'value': 'Back'}];74rnjizxzn5a0oag6sue0ja7e;C. Sainté;;;c86q4wvce0uumzjzerzhml82c;Pass;;;;;;;;;;10,4;;;4,39;75,7;27,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;27,9;75,7;;;;;;;0;0;14;19;Tacoma Defiance;859;DC;1,0
2673220887;169;1;1;14;20;99l7fsj6ykgbyqcb9zqqu9dgq;1;27,9;75,7;2024-04-15T00:48:49.036Z;2024-04-15T00:48:50Z;[{'id': 4953029959, 'qualifierId': 56, 'value': 'Back'}, {'id': 4953029961, 'qualifierId': 140, 'value': '31.1'}, {'id': 4953029965, 'qualifierId': 212, 'value': '6.5'}, {'id': 4953029967, 'qualifierId': 213, 'value': '1.03'}, {'id': 4953029963, 'qualifierId': 141, 'value': '83.9'}];9nl0k91lrjonu0z2irbs01oiy;A. Korça;;;c86q4wvce0uumzjzerzhml82c;Pass;;;;;;;;;;6,5;;;1,03;83,9;31,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;31,1;83,9;;;;;;;0;0;14;20;Tacoma Defiance;860;DC;1,0
2673220929;170;1;1;14;21;99l7fsj6ykgbyqcb9zqqu9dgq;1;31,2;79,9;2024-04-15T00:48:50.267Z;2024-04-18T16:14:44Z;[{'id': 4953030207, 'qualifierId': 213, 'value': '5.19'}, {'id': 4953030203, 'qualifierId': 141, 'value': '2.1'}, {'id': 4953030197, 'qualifierId': 196}, {'id': 4953030209, 'qualifierId': 1}, {'id': 4953030195, 'qualifierId': 155}, {'id': 4953030205, 'qualifierId': 212, 'value': '59.6'}, {'id': 4953030199, 'qualifierId': 56, 'value': 'Right'}, {'id': 4953030201, 'qualifierId': 140, 'value': '57.3'}];74rnjizxzn5a0oag6sue0ja7e;C. Sainté;;;c86q4wvce0uumzjzerzhml82c;Pass;;;;;;;;;;59,6;;;5,19;2,1;57,3;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;57,3;2,1;;;;;;;0;0;14;21;Tacoma Defiance;861;DC;1,0
2673220935;171;3;1;14;27;99l7fsj6ykgbyqcb9zqqu9dgq;0;62,7;1,9;2024-04-15T00:48:55.559Z;2024-04-18T16:14:49Z;[{'id': 4953030267, 'qualifierId': 233, 'value': '147'}, {'id': 4959519991, 'qualifierId': 465}, {'id': 4953030223, 'qualifierId': 286}, {'id': 4953030221, 'qualifierId': 56, 'value': 'Right'}];rtca480n5ehey5ffvt8nudck;H. Endeley;;;c86q4wvce0uumzjzerzhml82c;Take On;;;;;;;;;;;;;;;;;;;;147,0;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;0;0;14;27;Tacoma Defiance;867;DMR;1,0
2673220925;147;7;1;14;27;5icuo8utnztpsd9l03gdd68dl;1;37,3;98,1;2024-04-15T00:48:55.560Z;2024-04-18T16:14:52Z;[{'id': 4953030175, 'qualifierId': 167}, {'id': 4953030179, 'qualifierId': 285}, {'id': 4959520025, 'qualifierId': 385}, {'id': 4953030177, 'qualifierId': 56, 'value': 'Back'}, {'id': 4953030263, 'qualifierId': 233, 'value': '171'}];7zr3gif60ntltgt3s5yi6qjca;T. Sousa;;;c86q4wvce0uumzjzerzhml82c;Tackle;;;;;;;;;;;;;;;;;;;1,0;171,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;;;;;;;;;0;0;14;27;North Texas;867;DC;1,0
2673220933;148;5;1;14;27;5icuo8utnztpsd9l03gdd68dl;0;38,3;101,5;2024-04-15T00:48:56.377Z;2024-04-15T00:48:59Z;[{'id': 4953030219, 'qualifierId': 347}, {'id': 4953030371, 'qualifierId': 233, 'value': '172'}, {'id': 4953030217, 'qualifierId': 56, 'value': 'Back'}];7zr3gif60ntltgt3s5yi6qjca;T. Sousa;;;c86q4wvce0uumzjzerzhml82c;Out;;;;;;;;;;;;;;;;;;;;172,0;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;;;;;;;;;0;0;14;27;North Texas;867;DC;1,0
2673220961;172;5;1;14;27;99l7fsj6ykgbyqcb9zqqu9dgq;1;61,7;-1,5;2024-04-15T00:48:56.377Z;2024-04-15T01:25:01Z;[{'id': 4953030367, 'qualifierId': 233, 'value': '148'}, {'id': 4953030361, 'qualifierId': 347}, {'id': 4953030359, 'qualifierId': 56, 'value': 'Right'}];rtca480n5ehey5ffvt8nudck;H. Endeley;;;c86q4wvce0uumzjzerzhml82c;Out;;;;;;;;;;;;;;;;;;;;148,0;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;0;0;14;27;Tacoma Defiance;867;DMR;1,0
2673221077;173;1;1;14;40;99l7fsj6ykgbyqcb9zqqu9dgq;1;58,2;0,0;2024-04-15T00:49:09.100Z;2024-04-15T00:49:13Z;[{'id': 4953030915, 'qualifierId': 107}, {'id': 4953030921, 'qualifierId': 140, 'value': '44.1'}, {'id': 4953030919, 'qualifierId': 56, 'value': 'Back'}, {'id': 4953030923, 'qualifierId': 141, 'value': '6.8'}, {'id': 4953030927, 'qualifierId': 213, 'value': '2.77'}, {'id': 4953030925, 'qualifierId': 212, 'value': '15.9'}];rtca480n5ehey5ffvt8nudck;H. Endeley;;;c86q4wvce0uumzjzerzhml82c;Pass;;;;;;;;;;15,9;;;2,77;6,8;44,1;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;44,1;6,8;;;;;;;0;0;14;40;Tacoma Defiance;880;DMR;1,0
2673221097;174;1;1;14;45;99l7fsj6ykgbyqcb9zqqu9dgq;1;42,4;8,5;2024-04-15T00:49:13.627Z;2024-04-15T00:49:16Z;[{'id': 4953031055, 'qualifierId': 141, 'value': '15.2'}, {'id': 4953031059, 'qualifierId': 213, 'value': '2.82'}, {'id': 4953031053, 'qualifierId': 140, 'value': '29.5'}, {'id': 4953031057, 'qualifierId': 212, 'value': '14.3'}, {'id': 4953031051, 'qualifierId': 56, 'value': 'Back'}];e7vsajjh4e7t51ciycjg0skd0;T. Humphrey;;;c86q4wvce0uumzjzerzhml82c;Pass;;;;;;;;;;14,3;;;2,82;15,2;29,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;29,5;15,2;;;;;;;0;0;14;45;Tacoma Defiance;885;DC;1,0
2673221121;175;1;1;14;47;99l7fsj6ykgbyqcb9zqqu9dgq;1;29,5;14,7;2024-04-15T00:49:16.396Z;2024-04-15T00:49:20Z;[{'id': 4953031203, 'qualifierId': 141, 'value': '7.0'}, {'id': 4953031207, 'qualifierId': 212, 'value': '28.7'}, {'id': 4953031193, 'qualifierId': 155}, {'id': 4953031195, 'qualifierId': 56, 'value': 'Right'}, {'id': 4953031199, 'qualifierId': 140, 'value': '56.4'}, {'id': 4953031211, 'qualifierId': 213, 'value': '6.10'}];9nl0k91lrjonu0z2irbs01oiy;A. Korça;;;c86q4wvce0uumzjzerzhml82c;Pass;;;;;;;;;;28,7;;;6,1;7,0;56,4;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;56,4;7,0;;;;;;;0;0;14;47;Tacoma Defiance;887;DC;1,0
2673221127;176;1;1;14;51;99l7fsj6ykgbyqcb9zqqu9dgq;0;56,5;6,4;2024-04-15T00:49:20.251Z;2024-04-15T00:49:20Z;[{'id': 4953031247, 'qualifierId': 212, 'value': '9.6'}, {'id': 4953031243, 'qualifierId': 140, 'value': '65.5'}, {'id': 4953031233, 'qualifierId': 3}, {'id': 4953031239, 'qualifierId': 56, 'value': 'Right'}, {'id': 4953031249, 'qualifierId': 213, 'value': '0.16'}, {'id': 4953031245, 'qualifierId': 141, 'value': '8.6'}, {'id': 4953031235, 'qualifierId': 168}];rtca480n5ehey5ffvt8nudck;H. Endeley;;;c86q4wvce0uumzjzerzhml82c;Pass;;;;;;;;;;9,6;;;0,16;8,6;65,5;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;65,5;8,6;;;;;;;0;0;14;51;Tacoma Defiance;891;DMR;1,0
2673221151;149;1;1;14;53;5icuo8utnztpsd9l03gdd68dl;1;27,5;88,1;2024-04-15T00:49:21.736Z;2024-04-15T00:49:23Z;[{'id': 4953031379, 'qualifierId': 141, 'value': '96.6'}, {'id': 4953031375, 'qualifierId': 56, 'value': 'Back'}, {'id': 4953031373, 'qualifierId': 3}, {'id': 4953031377, 'qualifierId': 140, 'value': '37.4'}, {'id': 4953031381, 'qualifierId': 212, 'value': '11.9'}, {'id': 4953031383, 'qualifierId': 213, 'value': '0.51'}];e1e506479mqo8j3geie6amuj8;S. Hawkins;;;c86q4wvce0uumzjzerzhml82c;Pass;;;;;;;;;;11,9;;;0,51;96,6;37,4;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;37,4;96,6;;;;;;;0;0;14;53;North Texas;893;DC;1,0
2673221153;150;49;1;14;54;5icuo8utnztpsd9l03gdd68dl;1;37,5;96,6;2024-04-15T00:49:22.969Z;2024-04-15T00:49:23Z;[];7zr3gif60ntltgt3s5yi6qjca;T. Sousa;;;c86q4wvce0uumzjzerzhml82c;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;;;;;;;;;0;0;14;54;North Texas;894;DC;1,0
2673221163;151;1;1;14;54;5icuo8utnztpsd9l03gdd68dl;0;37,5;96,6;2024-04-15T00:49:23.063Z;2024-04-15T00:49:23Z;[{'id': 4953031425, 'qualifierId': 213, 'value': '4.33'}, {'id': 4953031413, 'qualifierId': 56, 'value': 'Back'}, {'id': 4953031423, 'qualifierId': 212, 'value': '11.8'}, {'id': 4953031421, 'qualifierId': 141, 'value': '80.5'}, {'id': 4953031419, 'qualifierId': 140, 'value': '33.3'}];7zr3gif60ntltgt3s5yi6qjca;T. Sousa;;;c86q4wvce0uumzjzerzhml82c;Pass;;;;;;;;;;11,8;;;4,33;80,5;33,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;33,3;80,5;;;;;;;0;0;14;54;North Texas;894;DC;1,0
2673221155;177;8;1;14;54;99l7fsj6ykgbyqcb9zqqu9dgq;1;63,4;13,8;2024-04-15T00:49:23.356Z;2024-04-18T16:15:26Z;[{'id': 4953031387, 'qualifierId': 56, 'value': 'Right'}, {'id': 4959520661, 'qualifierId': 383}];e7vsajjh4e7t51ciycjg0skd0;T. Humphrey;;;c86q4wvce0uumzjzerzhml82c;Interception;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;0;0;14;54;Tacoma Defiance;894;DC;1,0
2673221167;178;50;1;14;55;99l7fsj6ykgbyqcb9zqqu9dgq;1;64,4;18,6;2024-04-15T00:49:23.820Z;2024-04-15T00:49:29Z;[{'id': 4953031437, 'qualifierId': 286}, {'id': 4953031435, 'qualifierId': 56, 'value': 'Right'}, {'id': 4953031735, 'qualifierId': 233, 'value': '152'}];e7vsajjh4e7t51ciycjg0skd0;T. Humphrey;;;c86q4wvce0uumzjzerzhml82c;Dispossessed;;;;;;;;;;;;;;;;;;;;152,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;0;0;14;55;Tacoma Defiance;895;DC;1,0
