id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_PlayerPosition;value_TeamPlayerFormation;value_Captain;value_Resume;value_JerseyNumber;value_TeamKit;value_TeamFormation;value_Involved;value_DirectionOfPlay;value_Tap;value_Length;value_Angle;value_PassEndX;value_Zone;value_KickOff;value_PassEndY;value_Chipped;value_LongBall;value_Assist;value_Cross;value_IntentionalAssist;value_GoalmouthZ;value_GkX;value_GoalmouthY;value_FirstTouch;value_RelatedEventId;value_RegularPlay;value_GkY;value_High;value_Assisted;value_Head;value_BoxCentre;value_NextEventGoalKick;value_OppositeRelatedEventId;value_GoalKick;value_HeadPass;value_IntendedTackleTarget;value_Offensive;value_Defensive;value_Foul;value_AttemptedTackle;value_Direct;value_PenaltyTakerId;value_Penalty;value_DeletedEventType;value_CausingPlayer;value_GoalShotTimestamp;value_BigChance;value_GoalShotGameClock;value_FantasyAssistedBy;value_Second(2Nd)OppositeRelatedEventId;value_FantasyAssistId;value_RightFooted;value_NotAssisted;value_FantasyAssistType;value_FantasyAssistTeam;value_LowRight;value_Scored;value_Right;value_Diving;value_BlockedPass;value_NextEventThrowIn;value_IncorrectOutOfPlayDecision;value_ThrowIn;value_SwitchOfPlay;value_FreeKickTaken;value_OutOfPlay;value_OverhitCross;value_Launch;value_LayOff;value_CloseLeft;value_FastBreak;value_Low;value_NotVisible;value_TacticalFoul;value_YellowCard;value_SetPiece;value_OutOfBoxCentre;value_IndividualPlay;value_FlickOn;value_RecklessOffence;value_InjuredPlayerId;value_Injury;value_Volley;value_Blocked;value_LowLeft;value_BoxLeft;value_BlockedY;value_BlockedX;value_DefBlock;value_Overrun;value_Shove/Push;value_ThroughBall;value_KeeperThrow;value_LowCentre;value_LeftFooted;value_Hands;value_Collected;value_Stooping;value_HighLeft;value_ParriedSafe;value_Standing;value_GkKickFromHands;value_ShirtPull/Holding;value_PullBack;value_Left;value_CornerTaken;value_OutSwinger;value_HighClaim;value_HighRight;value_PlayersCaughtOffside;value_Indirect;value_OverArm;value_Minutes;value_CloseLeftAndHigh;value_BlockedClearance;value_EndType;value_CloseRight;value_AerialFoul;value_FromCorner;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_Weak;value_LastLine;value_NotPastGoalLine;value_GkHoof;value_BlockedCross;value_BoxDeepLeft;value_TempBlocked;value_FreeKick;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2719196139;219;1;1;18;39;2nnef9tr9g7m2s6n873qif95g;0;11,0;59,6;2024-09-11T22:56:12.695Z;2024-09-11T22:56:13Z;[{'id': 5204912793, 'qualifierId': 213, 'value': '5.46'}, {'id': 5204912791, 'qualifierId': 212, 'value': '7.5'}, {'id': 5204912789, 'qualifierId': 141, 'value': '51.5'}, {'id': 5204912787, 'qualifierId': 140, 'value': '15.9'}, {'id': 5204912785, 'qualifierId': 56, 'value': 'Back'}];9i2pmc50q29y560ojvik3sdg4;A. Sutton;;;32mlngluiyi2g7cni4x9y0wk;Pass;;;;;;;;;;;7,5;5,46;15,9;;;51,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;15,9;51,5;;;;;;;;0;18;39;Philadelphia Union II;1119;GK;1,0
2719196143;141;61;1;18;42;1zgjjyruyufrkh4xjvryqsb1i;1;78,0;34,3;2024-09-11T22:56:16.010Z;2024-09-11T22:56:16Z;[{'id': 5204912811, 'qualifierId': 56, 'value': 'Center'}];9j3va21w5i9ypf8qmt4g1vggk;E. Davis;;;32mlngluiyi2g7cni4x9y0wk;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;;0;18;42;Carolina Core;1122;FW;1,0
2719196145;220;61;1;18;43;2nnef9tr9g7m2s6n873qif95g;0;27,8;73,3;2024-09-11T22:56:16.617Z;2024-09-11T22:56:16Z;[{'id': 5204912813, 'qualifierId': 56, 'value': 'Back'}];clvcgt5ofonse0q96sppu7hg4;S. Cambindo;;;32mlngluiyi2g7cni4x9y0wk;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;;0;18;43;Philadelphia Union II;1123;MC;1,0
2719196153;142;49;1;18;44;1zgjjyruyufrkh4xjvryqsb1i;1;68,3;23,8;2024-09-11T22:56:17.562Z;2024-09-11T22:56:17Z;[];45v94x6b8g7n4xa3lsfdp6pzo;D. Vazquez;;;32mlngluiyi2g7cni4x9y0wk;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;;0;18;44;Carolina Core;1124;MR;1,0
2719196167;143;1;1;18;44;1zgjjyruyufrkh4xjvryqsb1i;1;68,5;23,5;2024-09-11T22:56:18.202Z;2024-09-11T22:56:20Z;[{'id': 5204912953, 'qualifierId': 212, 'value': '10.5'}, {'id': 5204912949, 'qualifierId': 141, 'value': '38.4'}, {'id': 5204912947, 'qualifierId': 140, 'value': '65.7'}, {'id': 5204912955, 'qualifierId': 213, 'value': '1.85'}, {'id': 5204912945, 'qualifierId': 56, 'value': 'Center'}];45v94x6b8g7n4xa3lsfdp6pzo;D. Vazquez;;;32mlngluiyi2g7cni4x9y0wk;Pass;;;;;;;;;;;10,5;1,85;65,7;;;38,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;65,7;38,4;;;;;;;;0;18;44;Carolina Core;1124;MR;1,0
2719196171;144;1;1;18;46;1zgjjyruyufrkh4xjvryqsb1i;1;65,6;38,5;2024-09-11T22:56:20.314Z;2024-09-11T22:56:22Z;[{'id': 5204912975, 'qualifierId': 56, 'value': 'Center'}, {'id': 5204912985, 'qualifierId': 213, 'value': '5.78'}, {'id': 5204912983, 'qualifierId': 212, 'value': '17.5'}, {'id': 5204912979, 'qualifierId': 140, 'value': '80.2'}, {'id': 5204912981, 'qualifierId': 141, 'value': '26.1'}];993vihjmsn70q9w237fatzgbu;N. Pariano;;;32mlngluiyi2g7cni4x9y0wk;Pass;;;;;;;;;;;17,5;5,78;80,2;;;26,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;80,2;26,1;;;;;;;;0;18;46;Carolina Core;1126;DMC;1,0
2719196183;145;1;1;18;48;1zgjjyruyufrkh4xjvryqsb1i;0;80,2;26,1;2024-09-11T22:56:22.249Z;2024-09-11T22:56:24Z;[{'id': 5204913025, 'qualifierId': 141, 'value': '30.0'}, {'id': 5204913027, 'qualifierId': 212, 'value': '10.5'}, {'id': 5204913023, 'qualifierId': 140, 'value': '89.9'}, {'id': 5204913029, 'qualifierId': 213, 'value': '0.25'}, {'id': 5204913021, 'qualifierId': 56, 'value': 'Center'}];ngmdu10fjli45jvddeljv8yc;M. Anderson;;;32mlngluiyi2g7cni4x9y0wk;Pass;;;;;;;;;;;10,5;0,25;89,9;;;30,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;89,9;30,0;;;;;;;;0;18;48;Carolina Core;1128;FW;1,0
2719196191;221;12;1;18;52;2nnef9tr9g7m2s6n873qif95g;1;8,7;61,5;2024-09-11T22:56:25.724Z;2024-09-11T22:56:27Z;[{'id': 5204913037, 'qualifierId': 56, 'value': 'Back'}, {'id': 5204913045, 'qualifierId': 213, 'value': '2.53'}, {'id': 5204913039, 'qualifierId': 140, 'value': '1.7'}, {'id': 5204913041, 'qualifierId': 141, 'value': '69.1'}, {'id': 5204913043, 'qualifierId': 212, 'value': '9.0'}];f0jwa1a61lxs31g47csjv7itw;I. Covi;;;32mlngluiyi2g7cni4x9y0wk;Clearance;;;;;;;;;;;9,0;2,53;1,7;;;69,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;1,7;69,1;;;;;;;;0;18;52;Philadelphia Union II;1132;DC;1,0
2719196197;222;12;1;18;53;2nnef9tr9g7m2s6n873qif95g;1;1,8;69,1;2024-09-11T22:56:26.896Z;2024-09-11T22:56:28Z;[{'id': 5204913089, 'qualifierId': 212, 'value': '25.1'}, {'id': 5204913091, 'qualifierId': 213, 'value': '1.03'}, {'id': 5204913083, 'qualifierId': 56, 'value': 'Back'}, {'id': 5204913105, 'qualifierId': 167}, {'id': 5204913085, 'qualifierId': 140, 'value': '14.2'}, {'id': 5204913087, 'qualifierId': 141, 'value': '100.0'}];f0jwa1a61lxs31g47csjv7itw;I. Covi;;;32mlngluiyi2g7cni4x9y0wk;Clearance;;;;;;;;;;;25,1;1,03;14,2;;;100,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;14,2;100,0;;;;;;;;0;18;53;Philadelphia Union II;1133;DC;1,0
2719196225;146;5;1;18;54;1zgjjyruyufrkh4xjvryqsb1i;1;80,7;-0,6;2024-09-11T22:56:28.067Z;2024-09-11T22:59:37Z;[{'id': 5204913255, 'qualifierId': 233, 'value': '223'}, {'id': 5204913235, 'qualifierId': 56, 'value': 'Right'}, {'id': 5204913237, 'qualifierId': 347}];ngmdu10fjli45jvddeljv8yc;M. Anderson;;;32mlngluiyi2g7cni4x9y0wk;Out;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;223,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;;0;18;54;Carolina Core;1134;FW;1,0
2719196199;223;5;1;18;54;2nnef9tr9g7m2s6n873qif95g;0;19,3;100,6;2024-09-11T22:56:28.067Z;2024-09-11T22:59:38Z;[{'id': 5204913097, 'qualifierId': 56, 'value': 'Back'}, {'id': 5204913263, 'qualifierId': 233, 'value': '146'}, {'id': 5204913099, 'qualifierId': 347}];f0jwa1a61lxs31g47csjv7itw;I. Covi;;;32mlngluiyi2g7cni4x9y0wk;Out;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;146,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;;0;18;54;Philadelphia Union II;1134;DC;1,0
2719196245;147;1;1;19;12;1zgjjyruyufrkh4xjvryqsb1i;1;72,1;0,0;2024-09-11T22:56:45.481Z;2024-09-11T22:56:49Z;[{'id': 5204913323, 'qualifierId': 56, 'value': 'Right'}, {'id': 5204913327, 'qualifierId': 141, 'value': '10.3'}, {'id': 5204913331, 'qualifierId': 213, 'value': '0.75'}, {'id': 5204913329, 'qualifierId': 212, 'value': '10.8'}, {'id': 5204913321, 'qualifierId': 107}, {'id': 5204913325, 'qualifierId': 140, 'value': '79.6'}];15v2azulwhof0p216i7bjp250;J. Berdecio;;;32mlngluiyi2g7cni4x9y0wk;Pass;;;;;;;;;;;10,8;0,75;79,6;;;10,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;79,6;10,3;;;;;;;;0;19;12;Carolina Core;1152;DR;1,0
2719196251;148;1;1;19;16;1zgjjyruyufrkh4xjvryqsb1i;1;78,6;7,3;2024-09-11T22:56:49.530Z;2024-09-11T22:56:52Z;[{'id': 5204913361, 'qualifierId': 140, 'value': '66.1'}, {'id': 5204913365, 'qualifierId': 212, 'value': '13.7'}, {'id': 5204913359, 'qualifierId': 56, 'value': 'Right'}, {'id': 5204913363, 'qualifierId': 141, 'value': '13.0'}, {'id': 5204913367, 'qualifierId': 213, 'value': '2.85'}];ngmdu10fjli45jvddeljv8yc;M. Anderson;;;32mlngluiyi2g7cni4x9y0wk;Pass;;;;;;;;;;;13,7;2,85;66,1;;;13,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;66,1;13,0;;;;;;;;0;19;16;Carolina Core;1156;FW;1,0
2719196275;149;1;1;19;19;1zgjjyruyufrkh4xjvryqsb1i;1;64,4;13,9;2024-09-11T22:56:52.682Z;2024-09-11T22:56:59Z;[{'id': 5204913473, 'qualifierId': 140, 'value': '68.0'}, {'id': 5204913477, 'qualifierId': 212, 'value': '11.6'}, {'id': 5204913479, 'qualifierId': 213, 'value': '1.24'}, {'id': 5204913471, 'qualifierId': 56, 'value': 'Center'}, {'id': 5204913475, 'qualifierId': 141, 'value': '30.0'}];993vihjmsn70q9w237fatzgbu;N. Pariano;;;32mlngluiyi2g7cni4x9y0wk;Pass;;;;;;;;;;;11,6;1,24;68,0;;;30,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;68,0;30,0;;;;;;;;0;19;19;Carolina Core;1159;DMC;1,0
2719196279;150;1;1;19;26;1zgjjyruyufrkh4xjvryqsb1i;0;71,4;39,8;2024-09-11T22:56:59.594Z;2024-09-11T22:57:00Z;[{'id': 5204913503, 'qualifierId': 213, 'value': '0.01'}, {'id': 5204913501, 'qualifierId': 212, 'value': '10.7'}, {'id': 5204913499, 'qualifierId': 141, 'value': '39.9'}, {'id': 5204913497, 'qualifierId': 140, 'value': '81.6'}, {'id': 5204913495, 'qualifierId': 56, 'value': 'Center'}];45v94x6b8g7n4xa3lsfdp6pzo;D. Vazquez;;;32mlngluiyi2g7cni4x9y0wk;Pass;;;;;;;;;;;10,7;0,01;81,6;;;39,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;81,6;39,9;;;;;;;;0;19;26;Carolina Core;1166;MR;1,0
2719196297;224;1;1;19;27;2nnef9tr9g7m2s6n873qif95g;0;24,4;60,2;2024-09-11T22:57:01.297Z;2024-09-11T22:57:06Z;[{'id': 5204913591, 'qualifierId': 141, 'value': '64.8'}, {'id': 5204913589, 'qualifierId': 140, 'value': '35.1'}, {'id': 5204913585, 'qualifierId': 157}, {'id': 5204913595, 'qualifierId': 213, 'value': '0.27'}, {'id': 5204913593, 'qualifierId': 212, 'value': '11.7'}, {'id': 5204913597, 'qualifierId': 1}, {'id': 5204913587, 'qualifierId': 56, 'value': 'Back'}];f0jwa1a61lxs31g47csjv7itw;I. Covi;;;32mlngluiyi2g7cni4x9y0wk;Pass;;;;;;;;;;;11,7;0,27;35,1;;;64,8;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;35,1;64,8;;;;;;;;0;19;27;Philadelphia Union II;1167;DC;1,0
2719196291;151;44;1;19;29;1zgjjyruyufrkh4xjvryqsb1i;1;67,3;35,4;2024-09-11T22:57:02.986Z;2024-09-12T00:38:43Z;[{'id': 5204913655, 'qualifierId': 233, 'value': '225'}, {'id': 5204913553, 'qualifierId': 286}, {'id': 5204913551, 'qualifierId': 56, 'value': 'Center'}];45v94x6b8g7n4xa3lsfdp6pzo;D. Vazquez;;;32mlngluiyi2g7cni4x9y0wk;Aerial;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;225,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;;0;19;29;Carolina Core;1169;MR;1,0
2719196303;225;44;1;19;29;2nnef9tr9g7m2s6n873qif95g;0;32,7;64,6;2024-09-11T22:57:02.987Z;2024-09-12T00:38:44Z;[{'id': 5204913629, 'qualifierId': 285}, {'id': 5204913685, 'qualifierId': 233, 'value': '151'}, {'id': 5204913627, 'qualifierId': 56, 'value': 'Back'}];clvcgt5ofonse0q96sppu7hg4;S. Cambindo;;;32mlngluiyi2g7cni4x9y0wk;Aerial;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;151,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;;;;;;;;;;0;19;29;Philadelphia Union II;1169;MC;1,0
2719196319;152;61;1;19;30;1zgjjyruyufrkh4xjvryqsb1i;1;69,8;36,6;2024-09-11T22:57:04.090Z;2024-09-11T22:58:07Z;[{'id': 5204913719, 'qualifierId': 56, 'value': 'Center'}];45v94x6b8g7n4xa3lsfdp6pzo;D. Vazquez;;;32mlngluiyi2g7cni4x9y0wk;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;;0;19;30;Carolina Core;1170;MR;1,0
2719196351;153;1;1;19;35;1zgjjyruyufrkh4xjvryqsb1i;1;75,2;10,6;2024-09-11T22:57:09.114Z;2024-09-11T22:57:15Z;[{'id': 5204913935, 'qualifierId': 212, 'value': '11.3'}, {'id': 5204913931, 'qualifierId': 140, 'value': '68.7'}, {'id': 5204913929, 'qualifierId': 56, 'value': 'Center'}, {'id': 5204913937, 'qualifierId': 213, 'value': '2.22'}, {'id': 5204913933, 'qualifierId': 141, 'value': '23.8'}];15v2azulwhof0p216i7bjp250;J. Berdecio;;;32mlngluiyi2g7cni4x9y0wk;Pass;;;;;;;;;;;11,3;2,22;68,7;;;23,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;68,7;23,8;;;;;;;;0;19;35;Carolina Core;1175;DR;1,0
2719196367;154;1;1;19;42;1zgjjyruyufrkh4xjvryqsb1i;1;71,1;40,8;2024-09-11T22:57:15.498Z;2024-09-11T22:57:19Z;[{'id': 5204914015, 'qualifierId': 141, 'value': '66.8'}, {'id': 5204914009, 'qualifierId': 155}, {'id': 5204914011, 'qualifierId': 56, 'value': 'Center'}, {'id': 5204914019, 'qualifierId': 213, 'value': '0.75'}, {'id': 5204914017, 'qualifierId': 212, 'value': '26.0'}, {'id': 5204914013, 'qualifierId': 140, 'value': '89.2'}];993vihjmsn70q9w237fatzgbu;N. Pariano;;;32mlngluiyi2g7cni4x9y0wk;Pass;;;;;;;;;;;26,0;0,75;89,2;;;66,8;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;89,2;66,8;;;;;;;;0;19;42;Carolina Core;1182;DMC;1,0
2719196369;155;1;1;19;45;1zgjjyruyufrkh4xjvryqsb1i;0;89,3;66,6;2024-09-11T22:57:18.970Z;2024-09-11T22:57:19Z;[{'id': 5204914027, 'qualifierId': 140, 'value': '95.7'}, {'id': 5204914031, 'qualifierId': 212, 'value': '15.5'}, {'id': 5204914023, 'qualifierId': 3}, {'id': 5204914025, 'qualifierId': 56, 'value': 'Center'}, {'id': 5204914033, 'qualifierId': 213, 'value': '5.16'}, {'id': 5204914029, 'qualifierId': 141, 'value': '46.0'}];2qz3ojbfedl8psp1tvq0183ro;F. Westfield;;;32mlngluiyi2g7cni4x9y0wk;Pass;;;;;;;;;;;15,5;5,16;95,7;;;46,0;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;95,7;46,0;;;;;;;;0;19;45;Carolina Core;1185;DC;1,0
2719196409;226;12;1;19;46;2nnef9tr9g7m2s6n873qif95g;1;6,8;53,9;2024-09-11T22:57:20.466Z;2024-09-11T22:57:32Z;[{'id': 5204914237, 'qualifierId': 140, 'value': '30.6'}, {'id': 5204914235, 'qualifierId': 56, 'value': 'Back'}, {'id': 5204914241, 'qualifierId': 212, 'value': '29.5'}, {'id': 5204914243, 'qualifierId': 213, 'value': '0.56'}, {'id': 5204914239, 'qualifierId': 141, 'value': '77.0'}];2d9cw6dcm2wsgrr8mj5rt6zje;K. Thomas;;;32mlngluiyi2g7cni4x9y0wk;Clearance;;;;;;;;;;;29,5;0,56;30,6;;;77,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;home;30,6;77,0;;;;;;;;0;19;46;Philadelphia Union II;1186;DC;1,0
2719196383;156;1;1;19;50;1zgjjyruyufrkh4xjvryqsb1i;1;78,1;27,9;2024-09-11T22:57:23.914Z;2024-09-11T22:57:25Z;[{'id': 5204914101, 'qualifierId': 213, 'value': '2.21'}, {'id': 5204914095, 'qualifierId': 140, 'value': '72.6'}, {'id': 5204914099, 'qualifierId': 212, 'value': '9.7'}, {'id': 5204914097, 'qualifierId': 141, 'value': '39.4'}, {'id': 5204914093, 'qualifierId': 56, 'value': 'Center'}];45v94x6b8g7n4xa3lsfdp6pzo;D. Vazquez;;;32mlngluiyi2g7cni4x9y0wk;Pass;;;;;;;;;;;9,7;2,21;72,6;;;39,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;72,6;39,4;;;;;;;;0;19;50;Carolina Core;1190;MR;1,0
2719196389;157;1;1;19;51;1zgjjyruyufrkh4xjvryqsb1i;1;73,0;39,1;2024-09-11T22:57:25.434Z;2024-09-11T22:57:27Z;[{'id': 5204914143, 'qualifierId': 213, 'value': '4.26'}, {'id': 5204914137, 'qualifierId': 140, 'value': '67.0'}, {'id': 5204914139, 'qualifierId': 141, 'value': '20.2'}, {'id': 5204914141, 'qualifierId': 212, 'value': '14.3'}, {'id': 5204914135, 'qualifierId': 56, 'value': 'Right'}];993vihjmsn70q9w237fatzgbu;N. Pariano;;;32mlngluiyi2g7cni4x9y0wk;Pass;;;;;;;;;;;14,3;4,26;67,0;;;20,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;67,0;20,2;;;;;;;;0;19;51;Carolina Core;1191;DMC;1,0
2719196397;158;1;1;19;54;1zgjjyruyufrkh4xjvryqsb1i;1;66,0;19,7;2024-09-11T22:57:27.658Z;2024-09-11T22:57:30Z;[{'id': 5204914181, 'qualifierId': 212, 'value': '7.5'}, {'id': 5204914179, 'qualifierId': 141, 'value': '30.6'}, {'id': 5204914175, 'qualifierId': 56, 'value': 'Center'}, {'id': 5204914183, 'qualifierId': 213, 'value': '1.73'}, {'id': 5204914177, 'qualifierId': 140, 'value': '64.9'}];15v2azulwhof0p216i7bjp250;J. Berdecio;;;32mlngluiyi2g7cni4x9y0wk;Pass;;;;;;;;;;;7,5;1,73;64,9;;;30,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;64,9;30,6;;;;;;;;0;19;54;Carolina Core;1194;DR;1,0
