id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;assist;keyPass;matchId;type_displayName;value_TeamPlayerFormation;value_Resume;value_Captain;value_TeamKit;value_Involved;value_JerseyNumber;value_PlayerPosition;value_TeamFormation;value_DirectionOfPlay;value_PassEndY;value_KickOff;value_Zone;value_Angle;value_PassEndX;value_Length;value_LayOff;value_TouchTypePass;value_LongBall;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_Defensive;value_Offensive;value_TakeOnOvertake;value_OutSwinger;value_Chipped;value_RightFooted;value_Cross;value_RegularPlay;value_IntentionalAssist;value_HeadPass;value_Assist;value_BigChance;value_LowCentre;value_SmallBoxCentre;value_GoalmouthY;value_GkY;value_GkXTimeOfGoal;value_Assisted;value_GoalmouthZ;value_RelatedEventId;value_FirstTouch;value_GoalShotGameClock;value_GkYTimeOfGoal;value_GoalShotTimestamp;value_GkX;value_Launch;value_SwitchOfPlay;value_IntendedTackleTarget;value_OverhitCross;value_LeftFooted;value_BlockedPass;value_BlockedCross;value_Defensive1V1;value_AttemptedTackle;value_Foul;value_Direct;value_FreeKickTaken;value_Volley;value_Left;value_BoxCentre;value_NextEventGoalKick;value_GoalKick;value_Low;value_TakeOnSpace;value_TouchTypeControl;value_DeletedEventType;value_PlayersCaughtOffside;value_NotVisible;value_Indirect;value_BlockedX;value_Blocked;value_BlockedY;value_IndividualPlay;value_DefBlock;value_HighCentre;value_Head;value_Reaching;value_HighGkIntervention;value_Collected;value_Hands;value_LowLeft;value_InSwinger;value_OutOfPlay;value_TouchTypeClearance;value_PullBack;value_BoxLeft;value_LowRight;value_ParriedDanger;value_LowGkIntervention;value_Diving;value_Right;value_CornerTaken;value_High;value_FromCorner;value_OutOfBoxCentre;value_NotAssisted;value_LeadingToGoal;value_RelatedError1Id;value_Shove/Push;value_Overrun;value_MediumGkIntervention;value_KeeperThrow;value_SixYardBlocked;value_SmallBoxRight;value_Stooping;value_ParriedSafe;value_BoxRight;value_HighLeft;value_Deflection;value_FlickOn;value_ThroughBall;value_CloseRight;value_SetPiece;value_Standing;value_OverArm;value_Minutes;value_GkStart;value_YellowCard;value_RecklessOffence;value_HighRight;value_EndType;value_Tactical;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_Dissent;value_Straight;value_DrivenCross;value_ShirtPull/Holding;value_HighClaim;value_FastBreak;value_TacticalFoul;value_GkKickFromHands;value_Unchallenged;value_Handball;value_GameEnd;value_GoesToPenalties;value_Penalty;value_Second(2Nd)OppositeRelatedEventId;value_Scored;value_KeeperTouched;value_Saved;value_Argument;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2706845145;1;34;16;0;0;d0c07im4a6oj8qa7f1zlt3pqs;1;0,0;0,0;2024-08-09T02:07:35.260Z;2024-08-09T06:39:10Z;[{'id': 5136948249, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5136948255, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5136948251, 'qualifierId': 194, 'value': '2yxzh220ndd4s4wqditruo0h6'}, {'id': 5136948253, 'qualifierId': 197, 'value': '23347'}, {'id': 5136948239, 'qualifierId': 30, 'value': '81a5mbcfvbxke0w3cbq65ld2i, ec3xdenc4ncg4sc8ni4kkyln8, 9nlw8tihbzfnvkt5uproa79jo, 2yxzh220ndd4s4wqditruo0h6, 7u1lf62rqlgzban2dwy6c1rmc, d0riqrsz7ojwb9m94rbvx7r6y, 8ly83pm2mbtz4u7jwsv0o96qy, 7m5wyvhq876dyap45egqs2tjo, elvrjpt1jlko4henaqvfid7o4, 641bsr9un81t6sds51fhvijh0, 3cbmr8hg3kszw5wl04p3ol27e, ov91zkisppven9tp72gfbjf8, 4521gkm1oemvrfsgksz7b6zxm, 9yldym4386a2icfk6qb6i90r8, 7nxqbiq6fics5w3qnwhz249as, dcypf9mqtlcn5wetj1z7g3mui, 35ds2xu43z6jccyhlr8jsomzu, 53ufl7f1lbwnr7klx9ofxufbo, 3dtt0czm41hnuw8mvyn14ys4, 4o2lk5bkmyxe8ji3lqjo69qtw'}, {'id': 5136948245, 'qualifierId': 59, 'value': '1, 4, 3, 6, 14, 5, 2, 30, 32, 10, 19, 18, 9, 25, 8, 20, 17, 7, 33, 77'}, {'id': 5136948241, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5136948247, 'qualifierId': 130, 'value': '4'}];;;;;ekfcrbrsaceshpap8nvuikfmc;Team set up;;;;23347,0;;;;4,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;;0;0;0;Portland Timbers II;0;;
2706845175;1;34;16;0;0;5ou8b446l1sl8frblkz3xi17g;1;0,0;0,0;2024-08-09T02:09:38.539Z;2024-08-09T06:37:49Z;[{'id': 5136948391, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5136948389, 'qualifierId': 130, 'value': '13'}, {'id': 5136948383, 'qualifierId': 30, 'value': '4wr32d93f1q1v8qjq2ywmnbze, e076q290ab1o6qz9vthl2c0a2, a5tjyddv4t8eg9wcum3o15qfo, d1xlw5bza316m39f9n82hir1m, dv0qqd4mx117y4al165nsdic4, 33l8nq6xbj3pm1lkxo2qs5vfu, 1qfm9519iq3jailrtnk9c0nbo, 3f5g2kijev81v9nzwsyxwiiju, 1l275l4mj1o6y4ntho7bap016, bgecmtmcqq51pwl3iaocluwgl, 7t8o8pe93me2pef74vw21nr6y, a89drfd4adts1cbtqa77l1boq, 5lwarg9t4o7hxcq5exe8gwydw, 6zolwstla33ppx84k1o2v8rv8, c2tmm1kt6qyna4650kfy4bpm2, 8p8xhni028mqjv6kz6fdz850q, c88etxtac9g49m3usj08lm1hw, bg306by2ig93xe53km8nma49g, 80t7hhg69bq9imj3nlu8b0ums, 36nlk9spjf591wxuzvimi0eay'}, {'id': 5136957037, 'qualifierId': 194, 'value': '33l8nq6xbj3pm1lkxo2qs5vfu'}, {'id': 5136948433, 'qualifierId': 197, 'value': '18753'}, {'id': 5136948385, 'qualifierId': 44, 'value': '1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5136948393, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5136948387, 'qualifierId': 59, 'value': '96, 68, 51, 48, 39, 40, 55, 42, 17, 44, 70, 45, 47, 87, 36, 77, 84, 65, 78, 38'}];;;;;ekfcrbrsaceshpap8nvuikfmc;Team set up;;;;18753,0;;;;13,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;;;;;;;;;;0;0;0;Austin II;0;;
2706847461;2;32;1;0;0;d0c07im4a6oj8qa7f1zlt3pqs;1;0,0;0,0;2024-08-09T03:03:44.211Z;2024-08-09T03:03:47Z;[{'id': 5136960701, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;ekfcrbrsaceshpap8nvuikfmc;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;away;;;;;;;;;;0;0;0;Portland Timbers II;0;;
2706847457;2;32;1;0;0;5ou8b446l1sl8frblkz3xi17g;1;0,0;0,0;2024-08-09T03:03:44.211Z;2024-08-13T16:05:51Z;[{'id': 5136960687, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;ekfcrbrsaceshpap8nvuikfmc;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;;;;;;;;;;0;0;0;Austin II;0;;
2706847477;3;1;1;0;1;5ou8b446l1sl8frblkz3xi17g;1;50,2;49,9;2024-08-09T03:03:45.212Z;2024-08-13T16:44:45Z;[{'id': 5136960763, 'qualifierId': 141, 'value': '43.3'}, {'id': 5136960769, 'qualifierId': 279, 'value': 'S'}, {'id': 5136960759, 'qualifierId': 56, 'value': 'Back'}, {'id': 5136960767, 'qualifierId': 213, 'value': '3.33'}, {'id': 5136960761, 'qualifierId': 140, 'value': '27.6'}, {'id': 5136960765, 'qualifierId': 212, 'value': '24.2'}];1qfm9519iq3jailrtnk9c0nbo;M. Johnston;;;ekfcrbrsaceshpap8nvuikfmc;Pass;;;;;;;;;;43,3;;;3,33;27,6;24,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;27,6;43,3;;;;;;;;0;0;1;Austin II;1;MC;1,0
2706847485;4;1;1;0;4;5ou8b446l1sl8frblkz3xi17g;1;27,7;47,2;2024-08-09T03:03:49.179Z;2024-08-09T03:03:53Z;[{'id': 5136960815, 'qualifierId': 141, 'value': '18.3'}, {'id': 5136960809, 'qualifierId': 56, 'value': 'Back'}, {'id': 5136960819, 'qualifierId': 213, 'value': '4.97'}, {'id': 5136960817, 'qualifierId': 212, 'value': '20.3'}, {'id': 5136960811, 'qualifierId': 140, 'value': '32.7'}];dv0qqd4mx117y4al165nsdic4;T. Clegg;;;ekfcrbrsaceshpap8nvuikfmc;Pass;;;;;;;;;;18,3;;;4,97;32,7;20,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;32,7;18,3;;;;;;;;0;0;4;Austin II;4;DC;1,0
2706847495;5;1;1;0;9;5ou8b446l1sl8frblkz3xi17g;1;31,8;20,0;2024-08-09T03:03:53.754Z;2024-08-09T03:04:00Z;[{'id': 5136960867, 'qualifierId': 141, 'value': '39.8'}, {'id': 5136960865, 'qualifierId': 140, 'value': '11.7'}, {'id': 5136960871, 'qualifierId': 213, 'value': '2.57'}, {'id': 5136960869, 'qualifierId': 212, 'value': '25.0'}, {'id': 5136960863, 'qualifierId': 56, 'value': 'Back'}];33l8nq6xbj3pm1lkxo2qs5vfu;K. Ferdinand;;;ekfcrbrsaceshpap8nvuikfmc;Pass;;;;;;;;;;39,8;;;2,57;11,7;25,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;11,7;39,8;;;;;;;;0;0;9;Austin II;9;DC;1,0
2706847497;6;1;1;0;17;5ou8b446l1sl8frblkz3xi17g;1;11,7;44,6;2024-08-09T03:04:01.835Z;2024-08-09T04:03:12Z;[{'id': 5136960905, 'qualifierId': 213, 'value': '6.23'}, {'id': 5136960899, 'qualifierId': 140, 'value': '24.3'}, {'id': 5136960903, 'qualifierId': 212, 'value': '13.2'}, {'id': 5136960897, 'qualifierId': 56, 'value': 'Back'}, {'id': 5136960901, 'qualifierId': 141, 'value': '43.6'}];4wr32d93f1q1v8qjq2ywmnbze;C. Miller;;;ekfcrbrsaceshpap8nvuikfmc;Pass;;;;;;;;;;43,6;;;6,23;24,3;13,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;24,3;43,6;;;;;;;;0;0;17;Austin II;17;GK;1,0
2706847501;7;1;1;0;19;5ou8b446l1sl8frblkz3xi17g;1;25,2;43,3;2024-08-09T03:04:03.706Z;2024-08-09T04:03:52Z;[{'id': 5136960933, 'qualifierId': 156}, {'id': 5136960925, 'qualifierId': 141, 'value': '43.9'}, {'id': 5136960921, 'qualifierId': 56, 'value': 'Back'}, {'id': 5136960927, 'qualifierId': 212, 'value': '14.1'}, {'id': 5136960929, 'qualifierId': 213, 'value': '3.11'}, {'id': 5136960923, 'qualifierId': 140, 'value': '11.8'}];1qfm9519iq3jailrtnk9c0nbo;M. Johnston;;;ekfcrbrsaceshpap8nvuikfmc;Pass;;;;;;;;;;43,9;;;3,11;11,8;14,1;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;11,8;43,9;;;;;;;;0;0;19;Austin II;19;MC;1,0
2706847507;8;1;1;0;21;5ou8b446l1sl8frblkz3xi17g;1;11,5;45,2;2024-08-09T03:04:06.187Z;2024-08-09T04:03:58Z;[{'id': 5136960965, 'qualifierId': 212, 'value': '17.2'}, {'id': 5136960963, 'qualifierId': 141, 'value': '70.3'}, {'id': 5136960959, 'qualifierId': 56, 'value': 'Back'}, {'id': 5136960967, 'qualifierId': 213, 'value': '1.45'}, {'id': 5136960961, 'qualifierId': 140, 'value': '13.4'}];4wr32d93f1q1v8qjq2ywmnbze;C. Miller;;;ekfcrbrsaceshpap8nvuikfmc;Pass;;;;;;;;;;70,3;;;1,45;13,4;17,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;13,4;70,3;;;;;;;;0;0;21;Austin II;21;GK;1,0
