id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Captain;value_TeamKit;value_JerseyNumber;value_TeamFormation;value_PlayerPosition;value_Resume;value_TeamPlayerFormation;value_Involved;value_DirectionOfPlay;value_PassEndX;value_KickOff;value_Angle;value_PassEndY;value_Zone;value_Length;value_LongBall;value_Chipped;value_HeadPass;value_OppositeRelatedEventId;value_Offensive;value_BlockedPass;value_Defensive;value_TakeOnSpace;value_TouchTypeControl;value_Foul;value_AttemptedTackle;value_Direct;value_Launch;value_FreeKickTaken;value_Defensive1V1;value_ShirtPull/Holding;value_TakeOnOvertake;value_TouchTypeClearance;value_OutOfPlay;value_NextEventThrowIn;value_ThrowIn;value_DeletedEventType;value_Overrun;value_Left;value_Right;value_CornerTaken;value_Head;value_Cross;value_LeftFooted;value_OutSwinger;value_LowGkIntervention;value_KeeperThrow;value_NotVisible;value_FlickOn;value_TouchTypePass;value_RegularPlay;value_BlockedY;value_BoxLeft;value_NotPastGoalLine;value_BlockedX;value_GoalmouthY;value_GkX;value_GoalmouthZ;value_NotAssisted;value_FirstTouch;value_GkY;value_PlayersCaughtOffside;value_Indirect;value_Shove/Push;value_SwitchOfPlay;value_InSwinger;value_RightFooted;value_Assist;value_IntentionalAssist;value_Assisted;value_BigChance;value_Volley;value_RelatedEventId;value_BoxCentre;value_CloseRight;value_NextEventGoalKick;value_GoalKick;value_High;value_YellowCard;value_RecklessOffence;value_Low;value_IndividualPlay;value_BoxRight;value_LowRight;value_MediumGkIntervention;value_ParriedSafe;value_Hands;value_Diving;value_SwerveLeft;value_LowCentre;value_Collected;value_Standing;value_LayOff;value_AerialFoul;value_OverhitCross;value_FloatedCross;value_Straight;value_IntendedTackleTarget;value_35Centre;value_GkYTimeOfGoal;value_GkXTimeOfGoal;value_GoalShotGameClock;value_FollowsADribble;value_BoxDeepLeft;value_GoalShotTimestamp;value_FromCorner;value_GkKickFromHands;value_MisHit;value_OutOfBoxCentre;value_TimeWasting;value_Minutes;value_HighGkIntervention;value_HighClaim;value_EndType;value_HighRight;value_TacticalFoul;value_LowLeft;value_Blocked;value_DefBlock;value_ParriedDanger;value_Stooping;value_BlockedCross;value_LastLine;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_SetPiece;value_ThroughBall;value_Sliding;value_Feet;value_OwnPlayer;value_SixYardBlocked;value_OwnShotBlocked;value_InjuredPlayerId;value_Injury;value_GkHoof;value_FastBreak;value_BlockedClearance;value_Handball;value_Argument;value_CloseLeft;value_FreeKick;value_Fingertip;value_HighCentre;value_SmallBoxCentre;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2694916791;122;1;1;17;28;dqx48fglv1l96cyrmjdod0xec;1;62,0;70,6;2024-06-07T02:20:42.112Z;2024-06-07T02:20:44Z;[{'id': 5071069231, 'qualifierId': 141, 'value': '78.1'}, {'id': 5071069229, 'qualifierId': 140, 'value': '44.8'}, {'id': 5071069233, 'qualifierId': 212, 'value': '18.8'}, {'id': 5071069235, 'qualifierId': 213, 'value': '2.87'}, {'id': 5071069227, 'qualifierId': 56, 'value': 'Back'}];92oqt9q51us5rpmqmvvrdso6i;R. Becher;;;da39fiaal3k4weonmdczd08wk;Pass;;;;;;;;;;44,8;;2,87;78,1;;18,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;44,8;78,1;;;;;;;0;0;17;28;Tacoma Defiance;1048;FW;1,0
2694916807;123;1;1;17;31;dqx48fglv1l96cyrmjdod0xec;1;46,5;78,4;2024-06-07T02:20:44.545Z;2024-06-07T02:20:49Z;[{'id': 5071069321, 'qualifierId': 141, 'value': '93.2'}, {'id': 5071069323, 'qualifierId': 212, 'value': '24.5'}, {'id': 5071069325, 'qualifierId': 213, 'value': '0.42'}, {'id': 5071069317, 'qualifierId': 56, 'value': 'Left'}, {'id': 5071069319, 'qualifierId': 140, 'value': '67.8'}];dpedfgxin5nc4qmziaokpmiy2;C. Cilley;;;da39fiaal3k4weonmdczd08wk;Pass;;;;;;;;;;67,8;;0,42;93,2;;24,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;67,8;93,2;;;;;;;0;0;17;31;Tacoma Defiance;1051;MC;1,0
2694916811;124;1;1;17;36;dqx48fglv1l96cyrmjdod0xec;1;72,6;84,9;2024-06-07T02:20:49.633Z;2024-06-07T02:20:52Z;[{'id': 5071069347, 'qualifierId': 212, 'value': '13.2'}, {'id': 5071069341, 'qualifierId': 56, 'value': 'Left'}, {'id': 5071069349, 'qualifierId': 213, 'value': '0.41'}, {'id': 5071069345, 'qualifierId': 141, 'value': '92.7'}, {'id': 5071069343, 'qualifierId': 140, 'value': '84.1'}];7zkzjmk1go1u2vi5qkqlmezu;J. Reid;;;da39fiaal3k4weonmdczd08wk;Pass;;;;;;;;;;84,1;;0,41;92,7;;13,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;84,1;92,7;;;;;;;0;0;17;36;Tacoma Defiance;1056;DC;1,0
2694916819;125;1;1;17;39;dqx48fglv1l96cyrmjdod0xec;0;86,1;89,7;2024-06-07T02:20:52.361Z;2024-06-13T07:19:22Z;[{'id': 5071069393, 'qualifierId': 2}, {'id': 5071069395, 'qualifierId': 155}, {'id': 5076341431, 'qualifierId': 223}, {'id': 5071069405, 'qualifierId': 213, 'value': '4.88'}, {'id': 5071069403, 'qualifierId': 212, 'value': '22.3'}, {'id': 5071069397, 'qualifierId': 56, 'value': 'Center'}, {'id': 5076341433, 'qualifierId': 20}, {'id': 5071069401, 'qualifierId': 141, 'value': '57.3'}, {'id': 5071069399, 'qualifierId': 140, 'value': '89.6'}];5jigl7kp5d2i5ws1602jm7n1m;J. Klein;;;da39fiaal3k4weonmdczd08wk;Pass;;;;;;;;;;89,6;;4,88;57,3;;22,3;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;89,6;57,3;;;;;;;0;0;17;39;Tacoma Defiance;1059;ML;1,0
2694916825;164;12;1;17;40;5icuo8utnztpsd9l03gdd68dl;1;12,1;35,4;2024-06-07T02:20:54.270Z;2024-06-07T02:21:06Z;[{'id': 5071069429, 'qualifierId': 212, 'value': '13.6'}, {'id': 5071069427, 'qualifierId': 141, 'value': '37.4'}, {'id': 5071069437, 'qualifierId': 15}, {'id': 5071069423, 'qualifierId': 56, 'value': 'Back'}, {'id': 5071069425, 'qualifierId': 140, 'value': '25.0'}, {'id': 5071069431, 'qualifierId': 213, 'value': '0.10'}];12s9icx64njgo9to4sb732eqc;G. Sandnes;;;da39fiaal3k4weonmdczd08wk;Clearance;;;;;;;;;;25,0;;0,1;37,4;;13,6;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;25,0;37,4;;;;;;;0;0;17;40;St. Louis City II;1060;DC;1,0
2694916831;126;1;1;17;43;dqx48fglv1l96cyrmjdod0xec;1;70,6;59,8;2024-06-07T02:20:56.506Z;2024-06-07T02:20:59Z;[{'id': 5071069477, 'qualifierId': 140, 'value': '66.6'}, {'id': 5071069479, 'qualifierId': 141, 'value': '41.6'}, {'id': 5071069481, 'qualifierId': 212, 'value': '13.1'}, {'id': 5071069473, 'qualifierId': 3}, {'id': 5071069483, 'qualifierId': 213, 'value': '4.39'}, {'id': 5071069475, 'qualifierId': 56, 'value': 'Center'}];92oqt9q51us5rpmqmvvrdso6i;R. Becher;;;da39fiaal3k4weonmdczd08wk;Pass;;;;;;;;;;66,6;;4,39;41,6;;13,1;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;66,6;41,6;;;;;;;0;0;17;43;Tacoma Defiance;1063;FW;1,0
2694916833;127;1;1;17;46;dqx48fglv1l96cyrmjdod0xec;1;66,2;41,0;2024-06-07T02:20:59.361Z;2024-06-07T02:21:00Z;[{'id': 5071069497, 'qualifierId': 140, 'value': '63.3'}, {'id': 5071069503, 'qualifierId': 213, 'value': '4.45'}, {'id': 5071069499, 'qualifierId': 141, 'value': '24.1'}, {'id': 5071069495, 'qualifierId': 56, 'value': 'Center'}, {'id': 5071069501, 'qualifierId': 212, 'value': '11.9'}];3dyn7hheqvs3gm3m84jrra9lg;S. Antwi;;;da39fiaal3k4weonmdczd08wk;Pass;;;;;;;;;;63,3;;4,45;24,1;;11,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;63,3;24,1;;;;;;;0;0;17;46;Tacoma Defiance;1066;MC;1,0
2694916837;128;1;1;17;47;dqx48fglv1l96cyrmjdod0xec;1;62,4;22,1;2024-06-07T02:21:00.841Z;2024-06-07T02:21:04Z;[{'id': 5071069535, 'qualifierId': 213, 'value': '2.77'}, {'id': 5071069533, 'qualifierId': 212, 'value': '21.8'}, {'id': 5071069527, 'qualifierId': 56, 'value': 'Back'}, {'id': 5071069529, 'qualifierId': 140, 'value': '43.0'}, {'id': 5071069531, 'qualifierId': 141, 'value': '33.7'}];7h6a0x05z2laewfq7spicxwd0;N. McGuire;;;da39fiaal3k4weonmdczd08wk;Pass;;;;;;;;;;43,0;;2,77;33,7;;21,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;43,0;33,7;;;;;;;0;0;17;47;Tacoma Defiance;1067;DR;1,0
2694916843;129;1;1;17;50;dqx48fglv1l96cyrmjdod0xec;1;43,0;33,7;2024-06-07T02:21:03.945Z;2024-06-07T02:21:06Z;[{'id': 5071069583, 'qualifierId': 213, 'value': '6.07'}, {'id': 5071069573, 'qualifierId': 155}, {'id': 5071069575, 'qualifierId': 56, 'value': 'Center'}, {'id': 5071069581, 'qualifierId': 212, 'value': '30.4'}, {'id': 5071069579, 'qualifierId': 141, 'value': '24.1'}, {'id': 5071069577, 'qualifierId': 140, 'value': '71.3'}];910fd7rfysvvfzp2s1ywna5pm;M. Wentzel;;;da39fiaal3k4weonmdczd08wk;Pass;;;;;;;;;;71,3;;6,07;24,1;;30,4;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;71,3;24,1;;;;;;;0;0;17;50;Tacoma Defiance;1070;DL;1,0
2694916845;130;1;1;17;50;dqx48fglv1l96cyrmjdod0xec;0;71,3;24,1;2024-06-07T02:21:04.289Z;2024-06-07T02:21:09Z;[{'id': 5071069589, 'qualifierId': 140, 'value': '75.4'}, {'id': 5071069593, 'qualifierId': 212, 'value': '6.1'}, {'id': 5071069595, 'qualifierId': 213, 'value': '0.78'}, {'id': 5071069587, 'qualifierId': 56, 'value': 'Center'}, {'id': 5071069591, 'qualifierId': 141, 'value': '30.4'}];en6q7ddrr22sz6knipkbqhyw9;Wan Kuzain;;;da39fiaal3k4weonmdczd08wk;Pass;;;;;;;;;;75,4;;0,78;30,4;;6,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;75,4;30,4;;;;;;;0;0;17;50;Tacoma Defiance;1070;MR;1,0
2694916863;165;12;1;17;52;5icuo8utnztpsd9l03gdd68dl;1;25,3;57,2;2024-06-07T02:21:06.301Z;2024-06-07T02:21:13Z;[{'id': 5071069699, 'qualifierId': 141, 'value': '98.1'}, {'id': 5071069701, 'qualifierId': 212, 'value': '28.7'}, {'id': 5071069695, 'qualifierId': 56, 'value': 'Back'}, {'id': 5071069703, 'qualifierId': 213, 'value': '1.32'}, {'id': 5071069697, 'qualifierId': 140, 'value': '32.2'}];12s9icx64njgo9to4sb732eqc;G. Sandnes;;;da39fiaal3k4weonmdczd08wk;Clearance;;;;;;;;;;32,2;;1,32;98,1;;28,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;32,2;98,1;;;;;;;0;0;17;52;St. Louis City II;1072;DC;1,0
2694916859;131;61;1;17;58;dqx48fglv1l96cyrmjdod0xec;0;69,6;9,0;2024-06-07T02:21:11.528Z;2024-06-07T02:21:11Z;[{'id': 5071069677, 'qualifierId': 56, 'value': 'Right'}];7h6a0x05z2laewfq7spicxwd0;N. McGuire;;;da39fiaal3k4weonmdczd08wk;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;;;;;;;;;0;0;17;58;Tacoma Defiance;1078;DR;1,0
2694916867;166;61;1;17;59;5icuo8utnztpsd9l03gdd68dl;1;24,4;97,5;2024-06-07T02:21:13.286Z;2024-06-07T02:21:13Z;[{'id': 5071069717, 'qualifierId': 56, 'value': 'Back'}];7zr3gif60ntltgt3s5yi6qjca;T. Sousa;;;da39fiaal3k4weonmdczd08wk;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;0;0;17;59;St. Louis City II;1079;AML;1,0
2694916873;132;1;1;18;0;dqx48fglv1l96cyrmjdod0xec;0;82,7;7,5;2024-06-07T02:21:13.537Z;2024-06-13T07:20:00Z;[{'id': 5071069735, 'qualifierId': 56, 'value': 'Center'}, {'id': 5071069733, 'qualifierId': 155}, {'id': 5071069743, 'qualifierId': 213, 'value': '1.18'}, {'id': 5076341599, 'qualifierId': 224}, {'id': 5071069741, 'qualifierId': 212, 'value': '18.2'}, {'id': 5071069739, 'qualifierId': 141, 'value': '32.3'}, {'id': 5071069731, 'qualifierId': 2}, {'id': 5076341601, 'qualifierId': 20}, {'id': 5071069737, 'qualifierId': 140, 'value': '89.3'}];en6q7ddrr22sz6knipkbqhyw9;Wan Kuzain;;;da39fiaal3k4weonmdczd08wk;Pass;;;;;;;;;;89,3;;1,18;32,3;;18,2;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;89,3;32,3;;;;;;;0;0;18;0;Tacoma Defiance;1080;MR;1,0
2694916879;167;12;1;18;1;5icuo8utnztpsd9l03gdd68dl;1;12,2;76,9;2024-06-07T02:21:15.228Z;2024-06-13T07:20:10Z;[{'id': 5071069773, 'qualifierId': 212, 'value': '16.0'}, {'id': 5071069775, 'qualifierId': 213, 'value': '5.93'}, {'id': 5071069771, 'qualifierId': 141, 'value': '68.8'}, {'id': 5071069769, 'qualifierId': 140, 'value': '26.5'}, {'id': 5076341631, 'qualifierId': 15}, {'id': 5071069767, 'qualifierId': 56, 'value': 'Back'}];9mi1sfptejdihpufyukrdkftg;B. Aguilar;;;da39fiaal3k4weonmdczd08wk;Clearance;;;;;;;;;;26,5;;5,93;68,8;;16,0;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;26,5;68,8;;;;;;;0;0;18;1;St. Louis City II;1081;DL;1,0
2694916881;133;61;1;18;3;dqx48fglv1l96cyrmjdod0xec;0;73,1;31,4;2024-06-07T02:21:17.089Z;2024-06-07T02:55:53Z;[{'id': 5071069781, 'qualifierId': 56, 'value': 'Center'}];dpedfgxin5nc4qmziaokpmiy2;C. Cilley;;;da39fiaal3k4weonmdczd08wk;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;;;;;;;;;0;0;18;3;Tacoma Defiance;1083;MC;1,0
2695877441;894;61;1;18;4;5icuo8utnztpsd9l03gdd68dl;0;23,3;55,0;2024-06-07T02:21:18.096Z;2024-06-13T07:21:16Z;[{'id': 5076341843, 'qualifierId': 56, 'value': 'Back'}];7ajceczjsu9ci4nqv9gg2860a;F. Daroma;;;da39fiaal3k4weonmdczd08wk;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;0;0;18;4;St. Louis City II;1084;MC;1,0
2694916899;134;3;1;18;13;dqx48fglv1l96cyrmjdod0xec;0;83,9;84,6;2024-06-07T02:21:27.089Z;2024-06-13T07:21:42Z;[{'id': 5076341969, 'qualifierId': 464}, {'id': 5071069943, 'qualifierId': 286}, {'id': 5071070047, 'qualifierId': 233, 'value': '168'}, {'id': 5071069941, 'qualifierId': 56, 'value': 'Left'}];7zkzjmk1go1u2vi5qkqlmezu;J. Reid;;;da39fiaal3k4weonmdczd08wk;Take On;;;;;;;;;;;;;;;;;;;168,0;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;;;;;;;;;0;0;18;13;Tacoma Defiance;1093;DC;1,0
2694916917;168;7;1;18;13;5icuo8utnztpsd9l03gdd68dl;0;16,1;15,4;2024-06-07T02:21:27.090Z;2024-06-13T07:21:44Z;[{'id': 5071070043, 'qualifierId': 233, 'value': '134'}, {'id': 5076341977, 'qualifierId': 385}, {'id': 5071070033, 'qualifierId': 56, 'value': 'Back'}, {'id': 5071070035, 'qualifierId': 285}];7ajceczjsu9ci4nqv9gg2860a;F. Daroma;;;da39fiaal3k4weonmdczd08wk;Tackle;;;;;;;;;;;;;;;;;;;134,0;;;1,0;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;0;0;18;13;St. Louis City II;1093;MC;1,0
2694916909;135;61;1;18;17;dqx48fglv1l96cyrmjdod0xec;1;86,1;89,3;2024-06-07T02:21:30.463Z;2024-06-07T02:21:30Z;[{'id': 5071070013, 'qualifierId': 56, 'value': 'Left'}];7zkzjmk1go1u2vi5qkqlmezu;J. Reid;;;da39fiaal3k4weonmdczd08wk;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;;;;;;;;;0;0;18;17;Tacoma Defiance;1097;DC;1,0
2694916919;169;43;1;18;18;5icuo8utnztpsd9l03gdd68dl;1;0,0;0,0;2024-06-07T02:21:32.141Z;2024-06-13T07:22:00Z;[{'id': 5076342021, 'qualifierId': 144, 'value': '61'}, {'id': 5071070039, 'qualifierId': 56, 'value': 'Back'}];cdyrj15oxu3l5sgzgwof8ohgq;F. Bettache;;;da39fiaal3k4weonmdczd08wk;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;0;0;18;18;St. Louis City II;1098;AMC;1,0
2694916923;170;49;1;18;20;5icuo8utnztpsd9l03gdd68dl;1;21,7;17,9;2024-06-07T02:21:33.357Z;2024-06-07T02:21:33Z;[];7ajceczjsu9ci4nqv9gg2860a;F. Daroma;;;da39fiaal3k4weonmdczd08wk;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;0;0;18;20;St. Louis City II;1100;MC;1,0
2694916929;171;1;1;18;20;5icuo8utnztpsd9l03gdd68dl;1;21,7;17,9;2024-06-07T02:21:33.517Z;2024-06-07T02:21:34Z;[{'id': 5071070095, 'qualifierId': 56, 'value': 'Back'}, {'id': 5071070103, 'qualifierId': 213, 'value': '5.35'}, {'id': 5071070099, 'qualifierId': 141, 'value': '5.2'}, {'id': 5071070101, 'qualifierId': 212, 'value': '10.8'}, {'id': 5071070097, 'qualifierId': 140, 'value': '27.8'}];7ajceczjsu9ci4nqv9gg2860a;F. Daroma;;;da39fiaal3k4weonmdczd08wk;Pass;;;;;;;;;;27,8;;5,35;5,2;;10,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;27,8;5,2;;;;;;;0;0;18;20;St. Louis City II;1100;MC;1,0
2694916933;172;1;1;18;21;5icuo8utnztpsd9l03gdd68dl;1;28,1;5,2;2024-06-07T02:21:34.796Z;2024-06-07T02:21:35Z;[{'id': 5071070117, 'qualifierId': 141, 'value': '21.2'}, {'id': 5071070121, 'qualifierId': 213, 'value': '1.34'}, {'id': 5071070119, 'qualifierId': 212, 'value': '11.2'}, {'id': 5071070115, 'qualifierId': 140, 'value': '30.5'}, {'id': 5071070113, 'qualifierId': 56, 'value': 'Back'}];4dji8lgdl3psnfchdwpllvod0;G. Minoungou;;;da39fiaal3k4weonmdczd08wk;Pass;;;;;;;;;;30,5;;1,34;21,2;;11,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;30,5;21,2;;;;;;;0;0;18;21;St. Louis City II;1101;AMR;1,0
2694916943;173;1;1;18;23;5icuo8utnztpsd9l03gdd68dl;0;39,9;17,8;2024-06-07T02:21:37.229Z;2024-06-13T07:22:45Z;[{'id': 5071070167, 'qualifierId': 140, 'value': '54.8'}, {'id': 5071070171, 'qualifierId': 212, 'value': '20.3'}, {'id': 5071070169, 'qualifierId': 141, 'value': '0.0'}, {'id': 5071070173, 'qualifierId': 213, 'value': '5.59'}, {'id': 5071070165, 'qualifierId': 56, 'value': 'Right'}];cdyrj15oxu3l5sgzgwof8ohgq;F. Bettache;;;da39fiaal3k4weonmdczd08wk;Pass;;;;;;;;;;54,8;;5,59;0,0;;20,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;54,8;0,0;;;;;;;0;0;18;23;St. Louis City II;1103;AMC;1,0
