id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamKit;value_Involved;value_PlayerPosition;value_TeamFormation;value_Resume;value_JerseyNumber;value_TeamPlayerFormation;value_Captain;value_DirectionOfPlay;value_Length;value_KickOff;value_Angle;value_PassEndY;value_PassEndX;value_Zone;value_LongBall;value_Chipped;value_Launch;value_HeadPass;value_OutOfPlay;value_OppositeRelatedEventId;value_NextEventThrowIn;value_ThrowIn;value_Offensive;value_BlockedPass;value_Defensive;value_TakeOnOvertake;value_GoalmouthZ;value_RegularPlay;value_BlockedY;value_GkY;value_LeftFooted;value_BlockedX;value_NotAssisted;value_Blocked;value_LowCentre;value_GoalmouthY;value_OutOfBoxCentre;value_IndividualPlay;value_GkX;value_DefBlock;value_DeletedEventType;value_TouchTypeClearance;value_Foul;value_ShirtPull/Holding;value_Direct;value_FreeKickTaken;value_IntendedTackleTarget;value_NextEventGoalKick;value_GoalKick;value_Low;value_AttemptedTackle;value_MediumGkIntervention;value_OverArm;value_KeeperThrow;value_TouchTypePass;value_Cross;value_InSwinger;value_RightFooted;value_NotVisible;value_ThroughBall;value_OutSwinger;value_FlickOn;value_PlayersCaughtOffside;value_Indirect;value_TakeOnSpace;value_HighGkIntervention;value_Left;value_Head;value_SetPiece;value_SwerveLeft;value_High;value_Assisted;value_RelatedEventId;value_FirstTouch;value_BoxRight;value_Assist;value_GkYTimeOfGoal;value_GkXTimeOfGoal;value_SoloRun;value_BigChance;value_GoalShotGameClock;value_GoalShotTimestamp;value_SmallBoxLeft;value_FollowsADribble;value_LowRight;value_Overrun;value_LowGkIntervention;value_GkKickFromHands;value_MisHit;value_HighRight;value_FreeKick;value_Weak;value_Hands;value_Collected;value_Standing;value_SwitchOfPlay;value_CloseRight;value_Defensive1V1;value_DrinksBreak;value_RefereeDelay;value_CornerTaken;value_TouchTypeControl;value_IntentionalAssist;value_LowLeft;value_BoxCentre;value_Stooping;value_OtherObstacle;value_OtherReason;value_BallHitsReferee;value_LayOff;value_Right;value_Shove/Push;value_Minutes;value_PersistentInfringement;value_YellowCard;value_BoxLeft;value_SixYardBlocked;value_FromCorner;value_SavedOffLine;value_LastLine;value_EndType;value_Tactical;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_HitWoodwork;value_Volley;value_HitLeftPost;value_BlockedCross;value_SwerveRight;value_CloseRightAndHigh;value_CloseLeft;value_PullBack;value_Strong;value_RecklessOffence;value_FantasyAssistId;value_FantasyAssistTeam;value_FantasyAssistedBy;value_FantasyAssistType;value_Injury;value_InjuredPlayerId;value_TacticalFoul;value_TimeWasting;value_GkHoof;value_Unchallenged;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2680228223;193;1;1;17;50;bd0378yx50xpdcgwkt9p9bmz8;1;26,7;54,0;2024-04-28T20:21:52.153Z;2024-05-03T12:21:19Z;[{'id': 4990893773, 'qualifierId': 141, 'value': '61.5'}, {'id': 4990893777, 'qualifierId': 213, 'value': '0.38'}, {'id': 4990893769, 'qualifierId': 56, 'value': 'Back'}, {'id': 4990893775, 'qualifierId': 212, 'value': '13.9'}, {'id': 4990893771, 'qualifierId': 140, 'value': '39.0'}];8sydisziijh84elb8dprtlduy;N. Benalcázar;;;cha4ml3i0szuhl7b9n5fm8sus;Pass;;;;;;;;;;13,9;;0,38;61,5;39,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;39,0;61,5;;;;;;;0;0;17;50;Philadelphia Union II;1070;DMC;1,0
2680228229;194;4;1;17;52;bd0378yx50xpdcgwkt9p9bmz8;1;38,5;59,8;2024-04-28T20:21:54.345Z;2024-04-28T20:21:58Z;[{'id': 4990894011, 'qualifierId': 233, 'value': '178'}, {'id': 4990893809, 'qualifierId': 265}, {'id': 4990893807, 'qualifierId': 152}, {'id': 4990893803, 'qualifierId': 13}, {'id': 4990893805, 'qualifierId': 56, 'value': 'Back'}, {'id': 4990893811, 'qualifierId': 286}];aw9qtyjb4wdifiixi139m96cq;G. Valenzuela;;;cha4ml3i0szuhl7b9n5fm8sus;Foul;;;;;;;;;;;;;;;;;;;;;178,0;;;1,0;;;;;;;;;;;;;;;;;;;;1,0;;1,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;0;0;17;52;Philadelphia Union II;1072;AMC;1,0
2680228253;178;4;1;17;52;1zgjjyruyufrkh4xjvryqsb1i;0;61,5;40,2;2024-04-28T20:21:54.346Z;2024-04-28T20:24:58Z;[{'id': 4990894019, 'qualifierId': 233, 'value': '194'}, {'id': 4990893959, 'qualifierId': 285}, {'id': 4990893957, 'qualifierId': 265}, {'id': 4990893953, 'qualifierId': 56, 'value': 'Center'}, {'id': 4990893951, 'qualifierId': 13}, {'id': 4990893955, 'qualifierId': 152}];15v2azulwhof0p216i7bjp250;J. Berdecio;;;cha4ml3i0szuhl7b9n5fm8sus;Foul;;;;;;;;;;;;;;;;;;;;;194,0;;;;;1,0;;;;;;;;;;;;;;;;;;1,0;;1,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;0;0;17;52;Cincinnati II;1072;DR;1,0
2680228697;195;1;1;18;31;bd0378yx50xpdcgwkt9p9bmz8;1;37,8;51,0;2024-04-28T20:22:33.386Z;2024-04-28T20:22:36Z;[{'id': 4990896455, 'qualifierId': 152}, {'id': 4990896457, 'qualifierId': 56, 'value': 'Back'}, {'id': 4990896453, 'qualifierId': 5}, {'id': 4990896463, 'qualifierId': 212, 'value': '17.9'}, {'id': 4990896459, 'qualifierId': 140, 'value': '42.1'}, {'id': 4990896461, 'qualifierId': 141, 'value': '76.4'}, {'id': 4990896465, 'qualifierId': 213, 'value': '1.32'}];2f5ymqh1j87xhi9ynovnujpm2;B. Schaefer;;;cha4ml3i0szuhl7b9n5fm8sus;Pass;;;;;;;;;;17,9;;1,32;76,4;42,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;42,1;76,4;;;;;;;0;0;18;31;Philadelphia Union II;1111;DC;1,0
2680228721;196;1;1;18;35;bd0378yx50xpdcgwkt9p9bmz8;1;42,5;75,4;2024-04-28T20:22:36.571Z;2024-04-28T20:22:38Z;[{'id': 4990896625, 'qualifierId': 213, 'value': '0.68'}, {'id': 4990896621, 'qualifierId': 141, 'value': '96.2'}, {'id': 4990896619, 'qualifierId': 140, 'value': '59.1'}, {'id': 4990896623, 'qualifierId': 212, 'value': '22.4'}, {'id': 4990896617, 'qualifierId': 56, 'value': 'Left'}];39t59x9q2xumbn2hphk7urp7u;I. Foster;;;cha4ml3i0szuhl7b9n5fm8sus;Pass;;;;;;;;;;22,4;;0,68;96,2;59,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;59,1;96,2;;;;;;;0;0;18;35;Philadelphia Union II;1115;DC;1,0
2680228733;197;1;1;18;36;bd0378yx50xpdcgwkt9p9bmz8;0;59,1;96,2;2024-04-28T20:22:38.346Z;2024-04-28T20:22:39Z;[{'id': 4990896717, 'qualifierId': 141, 'value': '100.0'}, {'id': 4990896713, 'qualifierId': 56, 'value': 'Left'}, {'id': 4990896715, 'qualifierId': 140, 'value': '65.4'}, {'id': 4990896719, 'qualifierId': 212, 'value': '7.7'}, {'id': 4990896721, 'qualifierId': 213, 'value': '0.54'}];5bgt61vb5lnzyoczqnr202lpm;M. Tablante;;;cha4ml3i0szuhl7b9n5fm8sus;Pass;;;;;;;;;;7,7;;0,54;100,0;65,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;65,4;100,0;;;;;;;0;0;18;36;Philadelphia Union II;1116;DML;1,0
2680228769;179;5;1;18;37;1zgjjyruyufrkh4xjvryqsb1i;1;35,3;-1,6;2024-04-28T20:22:39.149Z;2024-04-28T20:22:44Z;[{'id': 4990896931, 'qualifierId': 233, 'value': '198'}, {'id': 4990896917, 'qualifierId': 56, 'value': 'Back'}, {'id': 4990896919, 'qualifierId': 347}];15v2azulwhof0p216i7bjp250;J. Berdecio;;;cha4ml3i0szuhl7b9n5fm8sus;Out;;;;;;;;;;;;;;;;;;;;;198,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;0;0;18;37;Cincinnati II;1117;DR;1,0
2680228741;198;5;1;18;37;bd0378yx50xpdcgwkt9p9bmz8;0;64,7;101,6;2024-04-28T20:22:39.149Z;2024-04-28T21:00:06Z;[{'id': 4990896763, 'qualifierId': 347}, {'id': 4990896761, 'qualifierId': 56, 'value': 'Left'}, {'id': 4990896937, 'qualifierId': 233, 'value': '179'}];5bgt61vb5lnzyoczqnr202lpm;M. Tablante;;;cha4ml3i0szuhl7b9n5fm8sus;Out;;;;;;;;;;;;;;;;;;;;;179,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;0;0;18;37;Philadelphia Union II;1117;DML;1,0
2680228791;180;1;1;18;41;1zgjjyruyufrkh4xjvryqsb1i;1;36,0;0,0;2024-04-28T20:22:43.484Z;2024-04-28T20:22:46Z;[{'id': 4990897117, 'qualifierId': 56, 'value': 'Back'}, {'id': 4990897123, 'qualifierId': 212, 'value': '13.1'}, {'id': 4990897115, 'qualifierId': 107}, {'id': 4990897125, 'qualifierId': 213, 'value': '0.56'}, {'id': 4990897121, 'qualifierId': 141, 'value': '8.9'}, {'id': 4990897119, 'qualifierId': 140, 'value': '46.6'}];15v2azulwhof0p216i7bjp250;J. Berdecio;;;cha4ml3i0szuhl7b9n5fm8sus;Pass;;;;;;;;;;13,1;;0,56;8,9;46,6;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;46,6;8,9;;;;;;;0;0;18;41;Cincinnati II;1121;DR;1,0
2680228811;181;1;1;18;44;1zgjjyruyufrkh4xjvryqsb1i;1;47,0;9,7;2024-04-28T20:22:46.028Z;2024-04-28T20:22:47Z;[{'id': 4990897289, 'qualifierId': 212, 'value': '9.9'}, {'id': 4990897291, 'qualifierId': 213, 'value': '1.59'}, {'id': 4990897279, 'qualifierId': 56, 'value': 'Back'}, {'id': 4990897283, 'qualifierId': 140, 'value': '46.8'}, {'id': 4990897287, 'qualifierId': 141, 'value': '24.3'}];cjhjwaelyypl3ca9gpzu61vys;G. Sequera;;;cha4ml3i0szuhl7b9n5fm8sus;Pass;;;;;;;;;;9,9;;1,59;24,3;46,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;46,8;24,3;;;;;;;0;0;18;44;Cincinnati II;1124;MR;1,0
2680228849;182;1;1;18;45;1zgjjyruyufrkh4xjvryqsb1i;1;47,2;23,3;2024-04-28T20:22:47.341Z;2024-04-28T20:22:51Z;[{'id': 4990897505, 'qualifierId': 213, 'value': '1.75'}, {'id': 4990897501, 'qualifierId': 141, 'value': '64.6'}, {'id': 4990897497, 'qualifierId': 56, 'value': 'Back'}, {'id': 4990897503, 'qualifierId': 212, 'value': '28.6'}, {'id': 4990897499, 'qualifierId': 140, 'value': '42.3'}];45v94x6b8g7n4xa3lsfdp6pzo;D. Vazquez;;;cha4ml3i0szuhl7b9n5fm8sus;Pass;;;;;;;;;;28,6;;1,75;64,6;42,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;42,3;64,6;;;;;;;0;0;18;45;Cincinnati II;1125;AMC;1,0
2680228911;183;1;1;18;49;1zgjjyruyufrkh4xjvryqsb1i;1;54,2;67,2;2024-04-28T20:22:51.277Z;2024-04-28T20:22:56Z;[{'id': 4990897827, 'qualifierId': 140, 'value': '75.7'}, {'id': 4990897825, 'qualifierId': 56, 'value': 'Left'}, {'id': 4990897831, 'qualifierId': 212, 'value': '27.0'}, {'id': 4990897833, 'qualifierId': 213, 'value': '0.58'}, {'id': 4990897829, 'qualifierId': 141, 'value': '89.0'}];2qz3ojbfedl8psp1tvq0183ro;F. Westfield;;;cha4ml3i0szuhl7b9n5fm8sus;Pass;;;;;;;;;;27,0;;0,58;89,0;75,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;75,7;89,0;;;;;;;0;0;18;49;Cincinnati II;1129;DC;1,0
2680228937;184;1;1;18;54;1zgjjyruyufrkh4xjvryqsb1i;1;75,1;98,0;2024-04-28T20:22:56.242Z;2024-04-28T20:22:59Z;[{'id': 4990898033, 'qualifierId': 141, 'value': '85.6'}, {'id': 4990898029, 'qualifierId': 56, 'value': 'Left'}, {'id': 4990898037, 'qualifierId': 213, 'value': '5.75'}, {'id': 4990898031, 'qualifierId': 140, 'value': '88.6'}, {'id': 4990898035, 'qualifierId': 212, 'value': '16.5'}];7bodno8j3qjiqp9wy8kobwmqc;C. Olney;;;cha4ml3i0szuhl7b9n5fm8sus;Pass;;;;;;;;;;16,5;;5,75;85,6;88,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;88,6;85,6;;;;;;;0;0;18;54;Cincinnati II;1134;ML;1,0
2680228945;185;1;1;18;57;1zgjjyruyufrkh4xjvryqsb1i;0;99,1;85,0;2024-04-28T20:22:59.005Z;2024-05-03T12:23:43Z;[{'id': 4990898087, 'qualifierId': 140, 'value': '96.3'}, {'id': 4998561773, 'qualifierId': 72}, {'id': 4990898081, 'qualifierId': 2}, {'id': 4998561771, 'qualifierId': 224}, {'id': 4990898085, 'qualifierId': 56, 'value': 'Center'}, {'id': 4990898093, 'qualifierId': 213, 'value': '4.54'}, {'id': 4990898091, 'qualifierId': 212, 'value': '17.5'}, {'id': 4990898089, 'qualifierId': 141, 'value': '59.7'}];9j3va21w5i9ypf8qmt4g1vggk;E. Davis;;;cha4ml3i0szuhl7b9n5fm8sus;Pass;;;;;;;;;;17,5;;4,54;59,7;96,3;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;96,3;59,7;;;;;;;0;0;18;57;Cincinnati II;1137;FW;1,0
2680228973;199;12;1;18;59;bd0378yx50xpdcgwkt9p9bmz8;1;5,0;38,0;2024-04-28T20:23:00.667Z;2024-04-28T20:23:02Z;[{'id': 4990898225, 'qualifierId': 140, 'value': '5.9'}, {'id': 4990898257, 'qualifierId': 167}, {'id': 4990898227, 'qualifierId': 141, 'value': '0.0'}, {'id': 4990898223, 'qualifierId': 56, 'value': 'Back'}, {'id': 4990898229, 'qualifierId': 212, 'value': '27.0'}, {'id': 4990898231, 'qualifierId': 213, 'value': '4.75'}];2f5ymqh1j87xhi9ynovnujpm2;B. Schaefer;;;cha4ml3i0szuhl7b9n5fm8sus;Clearance;;;;;;;;;;27,0;;4,75;0,0;5,9;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;5,9;0,0;;;;;;;0;0;18;59;Philadelphia Union II;1139;DC;1,0
2680229147;186;5;1;18;59;1zgjjyruyufrkh4xjvryqsb1i;1;91,6;101,5;2024-04-28T20:23:01.373Z;2024-04-28T20:23:16Z;[{'id': 4990899215, 'qualifierId': 233, 'value': '200'}, {'id': 4990899199, 'qualifierId': 347}, {'id': 4990899197, 'qualifierId': 56, 'value': 'Left'}];9j3va21w5i9ypf8qmt4g1vggk;E. Davis;;;cha4ml3i0szuhl7b9n5fm8sus;Out;;;;;;;;;;;;;;;;;;;;;200,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;0;0;18;59;Cincinnati II;1139;FW;1,0
2680228977;200;5;1;18;59;bd0378yx50xpdcgwkt9p9bmz8;0;8,4;-1,5;2024-04-28T20:23:01.373Z;2024-04-28T21:00:06Z;[{'id': 4990899219, 'qualifierId': 233, 'value': '186'}, {'id': 4990898243, 'qualifierId': 347}, {'id': 4990898241, 'qualifierId': 56, 'value': 'Back'}];2f5ymqh1j87xhi9ynovnujpm2;B. Schaefer;;;cha4ml3i0szuhl7b9n5fm8sus;Out;;;;;;;;;;;;;;;;;;;;;186,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;0;0;18;59;Philadelphia Union II;1139;DC;1,0
2680229151;187;1;1;19;14;1zgjjyruyufrkh4xjvryqsb1i;0;89,1;100,0;2024-04-28T20:23:16.253Z;2024-04-28T20:23:17Z;[{'id': 4990899227, 'qualifierId': 140, 'value': '91.4'}, {'id': 4990899231, 'qualifierId': 212, 'value': '17.6'}, {'id': 4990899223, 'qualifierId': 107}, {'id': 4990899225, 'qualifierId': 56, 'value': 'Center'}, {'id': 4990899229, 'qualifierId': 141, 'value': '75.7'}, {'id': 4990899233, 'qualifierId': 213, 'value': '4.85'}];2qz3ojbfedl8psp1tvq0183ro;F. Westfield;;;cha4ml3i0szuhl7b9n5fm8sus;Pass;;;;;;;;;;17,6;;4,85;75,7;91,4;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;91,4;75,7;;;;;;;0;0;19;14;Cincinnati II;1154;DC;1,0
2680229161;201;12;1;19;15;bd0378yx50xpdcgwkt9p9bmz8;1;4,9;26,2;2024-04-28T20:23:17.532Z;2024-04-28T20:23:18Z;[{'id': 4990899287, 'qualifierId': 141, 'value': '0.0'}, {'id': 4990899281, 'qualifierId': 56, 'value': 'Back'}, {'id': 4990899285, 'qualifierId': 140, 'value': '5.2'}, {'id': 4990899321, 'qualifierId': 167}, {'id': 4990899291, 'qualifierId': 213, 'value': '4.73'}, {'id': 4990899289, 'qualifierId': 212, 'value': '18.2'}];2f5ymqh1j87xhi9ynovnujpm2;B. Schaefer;;;cha4ml3i0szuhl7b9n5fm8sus;Clearance;;;;;;;;;;18,2;;4,73;0,0;5,2;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;5,2;0,0;;;;;;;0;0;19;15;Philadelphia Union II;1155;DC;1,0
2680229279;188;5;1;19;16;1zgjjyruyufrkh4xjvryqsb1i;1;92,0;101,1;2024-04-28T20:23:18.321Z;2024-04-28T21:00:06Z;[{'id': 4990899969, 'qualifierId': 233, 'value': '202'}, {'id': 4990899951, 'qualifierId': 347}, {'id': 4990899949, 'qualifierId': 56, 'value': 'Left'}];2qz3ojbfedl8psp1tvq0183ro;F. Westfield;;;cha4ml3i0szuhl7b9n5fm8sus;Out;;;;;;;;;;;;;;;;;;;;;202,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;0;0;19;16;Cincinnati II;1156;DC;1,0
2680229165;202;5;1;19;16;bd0378yx50xpdcgwkt9p9bmz8;0;8,0;-1,1;2024-04-28T20:23:18.321Z;2024-04-28T20:23:31Z;[{'id': 4990899317, 'qualifierId': 347}, {'id': 4990899975, 'qualifierId': 233, 'value': '188'}, {'id': 4990899315, 'qualifierId': 56, 'value': 'Back'}];2f5ymqh1j87xhi9ynovnujpm2;B. Schaefer;;;cha4ml3i0szuhl7b9n5fm8sus;Out;;;;;;;;;;;;;;;;;;;;;188,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;0;0;19;16;Philadelphia Union II;1156;DC;1,0
2680229309;189;1;1;19;28;1zgjjyruyufrkh4xjvryqsb1i;1;89,2;100,0;2024-04-28T20:23:30.189Z;2024-04-28T20:23:33Z;[{'id': 4990900109, 'qualifierId': 212, 'value': '10.6'}, {'id': 4990900105, 'qualifierId': 140, 'value': '85.0'}, {'id': 4990900101, 'qualifierId': 107}, {'id': 4990900111, 'qualifierId': 213, 'value': '4.28'}, {'id': 4990900107, 'qualifierId': 141, 'value': '87.5'}, {'id': 4990900103, 'qualifierId': 56, 'value': 'Left'}];2qz3ojbfedl8psp1tvq0183ro;F. Westfield;;;cha4ml3i0szuhl7b9n5fm8sus;Pass;;;;;;;;;;10,6;;4,28;87,5;85,0;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;85,0;87,5;;;;;;;0;0;19;28;Cincinnati II;1168;DC;1,0
2680229313;190;1;1;19;31;1zgjjyruyufrkh4xjvryqsb1i;1;85,1;86,9;2024-04-28T20:23:33.325Z;2024-04-28T20:23:34Z;[{'id': 4990900129, 'qualifierId': 56, 'value': 'Left'}, {'id': 4990900133, 'qualifierId': 141, 'value': '92.7'}, {'id': 4990900137, 'qualifierId': 213, 'value': '0.50'}, {'id': 4990900131, 'qualifierId': 140, 'value': '91.9'}, {'id': 4990900135, 'qualifierId': 212, 'value': '8.2'}];7bodno8j3qjiqp9wy8kobwmqc;C. Olney;;;cha4ml3i0szuhl7b9n5fm8sus;Pass;;;;;;;;;;8,2;;0,5;92,7;91,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;91,9;92,7;;;;;;;0;0;19;31;Cincinnati II;1171;ML;1,0
