id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;assist;keyPass;matchId;type_displayName;value_Resume;value_JerseyNumber;value_TeamFormation;value_Captain;value_PlayerPosition;value_TeamPlayerFormation;value_Involved;value_TeamKit;value_DirectionOfPlay;value_Zone;value_PassEndY;value_Length;value_KickOff;value_PassEndX;value_Angle;value_LongBall;value_Chipped;value_Launch;value_HeadPass;value_OppositeRelatedEventId;value_Offensive;value_Defensive;value_OutOfPlay;value_TouchTypeClearance;value_NextEventThrowIn;value_ThrowIn;value_IntendedTackleTarget;value_TakeOnOvertake;value_PullBack;value_BlockedPass;value_Left;value_IntentionalAssist;value_CornerTaken;value_LeftFooted;value_Cross;value_FromCorner;value_OutSwinger;value_Assist;value_BigChance;value_GoalShotGameClock;value_FirstTouch;value_LowRight;value_Assisted;value_Head;value_SmallBoxCentre;value_RelatedEventId;value_GoalmouthZ;value_GkYTimeOfGoal;value_GkXTimeOfGoal;value_GkX;value_GoalmouthY;value_GkY;value_GoalShotTimestamp;value_TouchTypePass;value_InSwinger;value_RightFooted;value_DeletedEventType;value_Overrun;value_Defensive1V1;value_AttemptedTackle;value_Foul;value_Direct;value_SwerveLeft;value_Blocked;value_BlockedX;value_OutOfBoxCentre;value_NotAssisted;value_BlockedY;value_FreeKick;value_DefBlock;value_HighRight;value_BoxCentre;value_SetPiece;value_NextEventGoalKick;value_Low;value_GoalKick;value_TakeOnSpace;value_SwitchOfPlay;value_FreeKickTaken;value_LayOff;value_Shove/Push;value_LowCentre;value_IndividualPlay;value_RegularPlay;value_MediumGkIntervention;value_Hands;value_Standing;value_Collected;value_KeeperThrow;value_NotVisible;value_HighGkIntervention;value_HighClaim;value_ShirtPull/Holding;value_FlickOn;value_TacticalFoul;value_YellowCard;value_Injury;value_InjuredPlayerId;value_TouchTypeControl;value_BlockedCross;value_RecklessOffence;value_ThroughBall;value_Right;value_FastBreak;value_LowGkIntervention;value_High;value_GkHoof;value_LowLeft;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_OverArm;value_Minutes;value_EndType;value_SixYardBlocked;value_Volley;value_Diving;value_ParriedSafe;value_CloseLeft;value_BoxLeft;value_BoxRight;value_HitWoodwork;value_HitBar;value_GkKickFromHands;value_HighCentre;value_Tactical;value_Deflection;value_CaptainChange;value_LeadingToAttempt;value_CloseHigh;value_RelatedError1Id;value_Handball;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2665823277;8;1;1;0;11;csntc7hucmo21gknxc5y0kc4q;1;57,2;94,1;2024-03-31T19:04:56.679Z;2024-03-31T19:05:00Z;[{'id': 4913121579, 'qualifierId': 212, 'value': '24.8'}, {'id': 4913121575, 'qualifierId': 140, 'value': '37.5'}, {'id': 4913121573, 'qualifierId': 56, 'value': 'Back'}, {'id': 4913121577, 'qualifierId': 141, 'value': '73.9'}, {'id': 4913121581, 'qualifierId': 213, 'value': '3.73'}];dc8u2bssrhxycx8vtn0kutp4a;C. Quiñónes;;;by2psb16dtg877c99ibz4rllg;Pass;;;;;;;;;;;73,9;24,8;;37,5;3,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;37,5;73,9;;;;;;;0;0;0;11;Carolina Core;11;DC;1,0
2665823327;9;1;1;0;15;csntc7hucmo21gknxc5y0kc4q;1;39,7;75,4;2024-03-31T19:05:00.663Z;2024-03-31T19:05:03Z;[{'id': 4913121829, 'qualifierId': 212, 'value': '20.3'}, {'id': 4913121825, 'qualifierId': 140, 'value': '55.0'}, {'id': 4913121823, 'qualifierId': 56, 'value': 'Left'}, {'id': 4913121831, 'qualifierId': 213, 'value': '0.66'}, {'id': 4913121827, 'qualifierId': 141, 'value': '93.6'}];ahgclh3e05evznhrpa32z6g6i;V. Souza;;;by2psb16dtg877c99ibz4rllg;Pass;;;;;;;;;;;93,6;20,3;;55,0;0,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;55,0;93,6;;;;;;;0;0;0;15;Carolina Core;15;DC;1,0
2665823437;10;1;1;0;19;csntc7hucmo21gknxc5y0kc4q;1;53,9;91,7;2024-03-31T19:05:03.688Z;2024-03-31T19:05:12Z;[{'id': 4913122411, 'qualifierId': 213, 'value': '3.57'}, {'id': 4913122409, 'qualifierId': 212, 'value': '17.8'}, {'id': 4913122403, 'qualifierId': 56, 'value': 'Back'}, {'id': 4913122405, 'qualifierId': 140, 'value': '38.5'}, {'id': 4913122407, 'qualifierId': 141, 'value': '80.8'}];dc8u2bssrhxycx8vtn0kutp4a;C. Quiñónes;;;by2psb16dtg877c99ibz4rllg;Pass;;;;;;;;;;;80,8;17,8;;38,5;3,57;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;38,5;80,8;;;;;;;0;0;0;19;Carolina Core;19;DC;1,0
2665823567;11;1;1;0;27;csntc7hucmo21gknxc5y0kc4q;1;40,2;70,6;2024-03-31T19:05:12.184Z;2024-03-31T19:05:23Z;[{'id': 4913123159, 'qualifierId': 140, 'value': '19.5'}, {'id': 4913123161, 'qualifierId': 141, 'value': '61.4'}, {'id': 4913123163, 'qualifierId': 212, 'value': '22.6'}, {'id': 4913123165, 'qualifierId': 213, 'value': '3.42'}, {'id': 4913123157, 'qualifierId': 56, 'value': 'Back'}];ahgclh3e05evznhrpa32z6g6i;V. Souza;;;by2psb16dtg877c99ibz4rllg;Pass;;;;;;;;;;;61,4;22,6;;19,5;3,42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;19,5;61,4;;;;;;;0;0;0;27;Carolina Core;27;DC;1,0
2665823605;12;1;1;0;38;csntc7hucmo21gknxc5y0kc4q;0;26,8;58,4;2024-03-31T19:05:23.160Z;2024-04-05T13:50:39Z;[{'id': 4913123387, 'qualifierId': 212, 'value': '49.4'}, {'id': 4923049879, 'qualifierId': 157}, {'id': 4913123391, 'qualifierId': 1}, {'id': 4913123381, 'qualifierId': 140, 'value': '69.9'}, {'id': 4913123377, 'qualifierId': 56, 'value': 'Left'}, {'id': 4913123389, 'qualifierId': 213, 'value': '0.41'}, {'id': 4913123383, 'qualifierId': 141, 'value': '87.4'}];6j4ibkpbos6w5ikle58u2vo;M. Weinstein;;;by2psb16dtg877c99ibz4rllg;Pass;;;;;;;;;;;87,4;49,4;;69,9;0,41;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;69,9;87,4;;;;;;;0;0;0;38;Carolina Core;38;GK;1,0
2665823633;4;1;1;0;42;2nnef9tr9g7m2s6n873qif95g;0;27,7;9,4;2024-03-31T19:05:26.980Z;2024-03-31T20:06:05Z;[{'id': 4913123571, 'qualifierId': 213, 'value': '6.25'}, {'id': 4913123567, 'qualifierId': 141, 'value': '8.9'}, {'id': 4913123563, 'qualifierId': 56, 'value': 'Back'}, {'id': 4913123569, 'qualifierId': 212, 'value': '11.1'}, {'id': 4913123565, 'qualifierId': 140, 'value': '38.3'}, {'id': 4913123561, 'qualifierId': 3}];11ppoeb5n4q657bwbg4cdxck;J. White;;;by2psb16dtg877c99ibz4rllg;Pass;;;;;;;;;;;8,9;11,1;;38,3;6,25;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;38,3;8,9;;;;;;;0;0;0;42;New England II;42;DMR;1,0
2665823681;13;1;1;0;44;csntc7hucmo21gknxc5y0kc4q;1;63,1;92,9;2024-03-31T19:05:29.128Z;2024-03-31T19:05:33Z;[{'id': 4913123829, 'qualifierId': 212, 'value': '11.5'}, {'id': 4913123825, 'qualifierId': 140, 'value': '73.8'}, {'id': 4913123827, 'qualifierId': 141, 'value': '96.6'}, {'id': 4913123833, 'qualifierId': 213, 'value': '0.22'}, {'id': 4913123821, 'qualifierId': 56, 'value': 'Left'}];69ypla76c710iv0yegix1maz8;Marcos Dias;;;by2psb16dtg877c99ibz4rllg;Pass;;;;;;;;;;;96,6;11,5;;73,8;0,22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;73,8;96,6;;;;;;;0;0;0;44;Carolina Core;44;MC;1,0
2665823685;14;50;1;0;48;csntc7hucmo21gknxc5y0kc4q;1;71,6;95,7;2024-03-31T19:05:32.872Z;2024-03-31T19:05:35Z;[{'id': 4913123965, 'qualifierId': 233, 'value': '5'}, {'id': 4913123855, 'qualifierId': 286}, {'id': 4913123853, 'qualifierId': 56, 'value': 'Left'}];dc8u2bssrhxycx8vtn0kutp4a;C. Quiñónes;;;by2psb16dtg877c99ibz4rllg;Dispossessed;;;;;;;;;;;;;;;;;;;;5,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;;;;;;;;;0;0;0;48;Carolina Core;48;DC;1,0
2665823701;5;7;1;0;48;2nnef9tr9g7m2s6n873qif95g;1;28,4;4,3;2024-03-31T19:05:32.873Z;2024-04-05T13:20:06Z;[{'id': 4913123961, 'qualifierId': 233, 'value': '14'}, {'id': 4913123937, 'qualifierId': 56, 'value': 'Back'}, {'id': 4913123939, 'qualifierId': 285}, {'id': 4913123935, 'qualifierId': 167}, {'id': 4923030035, 'qualifierId': 385}];6oia90bi52zwmgdlvcvfnj1pm;J. Evans;;;by2psb16dtg877c99ibz4rllg;Tackle;;;;;;;;;;;;;;;;;;;;14,0;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;;;;;;;;;0;0;0;48;New England II;48;AMC;1,0
2665823713;6;5;1;0;49;2nnef9tr9g7m2s6n873qif95g;0;29,4;-1,4;2024-03-31T19:05:33.848Z;2024-03-31T20:41:31Z;[{'id': 4913124121, 'qualifierId': 233, 'value': '15'}, {'id': 4913124019, 'qualifierId': 347}, {'id': 4913124017, 'qualifierId': 56, 'value': 'Back'}];5jxj5s38o1nx0xbnapwl58bo4;J. Orejuela;;;by2psb16dtg877c99ibz4rllg;Out;;;;;;;;;;;;;;;;;;;;15,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;;;;;;;;;0;0;0;49;New England II;49;DMC;1,0
