id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;assist;keyPass;matchId;type_displayName;value_Resume;value_JerseyNumber;value_TeamFormation;value_Captain;value_PlayerPosition;value_TeamPlayerFormation;value_Involved;value_TeamKit;value_DirectionOfPlay;value_Zone;value_PassEndY;value_Length;value_KickOff;value_PassEndX;value_Angle;value_LongBall;value_Chipped;value_Launch;value_HeadPass;value_OppositeRelatedEventId;value_Offensive;value_Defensive;value_OutOfPlay;value_TouchTypeClearance;value_NextEventThrowIn;value_ThrowIn;value_IntendedTackleTarget;value_TakeOnOvertake;value_PullBack;value_BlockedPass;value_Left;value_IntentionalAssist;value_CornerTaken;value_LeftFooted;value_Cross;value_FromCorner;value_OutSwinger;value_Assist;value_BigChance;value_GoalShotGameClock;value_FirstTouch;value_LowRight;value_Assisted;value_Head;value_SmallBoxCentre;value_RelatedEventId;value_GoalmouthZ;value_GkYTimeOfGoal;value_GkXTimeOfGoal;value_GkX;value_GoalmouthY;value_GkY;value_GoalShotTimestamp;value_TouchTypePass;value_InSwinger;value_RightFooted;value_DeletedEventType;value_Overrun;value_Defensive1V1;value_AttemptedTackle;value_Foul;value_Direct;value_SwerveLeft;value_Blocked;value_BlockedX;value_OutOfBoxCentre;value_NotAssisted;value_BlockedY;value_FreeKick;value_DefBlock;value_HighRight;value_BoxCentre;value_SetPiece;value_NextEventGoalKick;value_Low;value_GoalKick;value_TakeOnSpace;value_SwitchOfPlay;value_FreeKickTaken;value_LayOff;value_Shove/Push;value_LowCentre;value_IndividualPlay;value_RegularPlay;value_MediumGkIntervention;value_Hands;value_Standing;value_Collected;value_KeeperThrow;value_NotVisible;value_HighGkIntervention;value_HighClaim;value_ShirtPull/Holding;value_FlickOn;value_TacticalFoul;value_YellowCard;value_Injury;value_InjuredPlayerId;value_TouchTypeControl;value_BlockedCross;value_RecklessOffence;value_ThroughBall;value_Right;value_FastBreak;value_LowGkIntervention;value_High;value_GkHoof;value_LowLeft;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_OverArm;value_Minutes;value_EndType;value_SixYardBlocked;value_Volley;value_Diving;value_ParriedSafe;value_CloseLeft;value_BoxLeft;value_BoxRight;value_HitWoodwork;value_HitBar;value_GkKickFromHands;value_HighCentre;value_Tactical;value_Deflection;value_CaptainChange;value_LeadingToAttempt;value_CloseHigh;value_RelatedError1Id;value_Handball;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2665794003;1;34;16;0;0;2nnef9tr9g7m2s6n873qif95g;1;0,0;0,0;2024-03-31T18:05:14.757Z;2024-03-31T19:12:21Z;[{'id': 4912956341, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 4912956333, 'qualifierId': 59, 'value': '99, 18, 22, 4, 20, 44, 8, 24, 10, 15, 7, 1, 5, 9, 11, 13, 14, 17'}, {'id': 4912956335, 'qualifierId': 130, 'value': '18'}, {'id': 4912956339, 'qualifierId': 194, 'value': '6oia90bi52zwmgdlvcvfnj1pm'}, {'id': 4912956331, 'qualifierId': 44, 'value': '1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5'}, {'id': 4912956337, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0'}, {'id': 4912956329, 'qualifierId': 30, 'value': '9i2pmc50q29y560ojvik3sdg4, 11ppoeb5n4q657bwbg4cdxck, 5zhvp39a530j8j03lsrtk8bv8, 2d9cw6dcm2wsgrr8mj5rt6zje, f0jwa1a61lxs31g47csjv7itw, 7s32iecltoopsjddclg0ixzx0, 5jxj5s38o1nx0xbnapwl58bo4, 3jx1f1s8r150i6qo2juzooro4, 6oia90bi52zwmgdlvcvfnj1pm, 8p0k65b4c26ssfk0zh43lme7e, ew25ktcp76pmryz5psl1ctlka, 8qgdg40qe62yreujy7rueil0p, w92nbx3n5ztvgmf89sdp95re, eehmjxbl4xwc3mz1geibnszkk, ami9xddgghvnly4mwtdj2tlyi, 1nbbgew67td8zayaffvr1zcb8, 3acyax22zfwdjw0cpgg4x7dre, 4t078b0rnzmi8u83wzmdwze38'}, {'id': 4913118493, 'qualifierId': 197, 'value': '23366'}];;;;;by2psb16dtg877c99ibz4rllg;Team set up;;;18,0;;;;;23366,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;;;;;;;;;0;0;0;0;New England II;0;;
2665797547;1;34;16;0;0;csntc7hucmo21gknxc5y0kc4q;1;0,0;0,0;2024-03-31T18:12:24.469Z;2024-04-05T13:51:03Z;[{'id': 4913136799, 'qualifierId': 197, 'value': '18745'}, {'id': 4912976297, 'qualifierId': 130, 'value': '4'}, {'id': 4912976291, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 4912976301, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 4912976299, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 4912976293, 'qualifierId': 59, 'value': '27, 30, 41, 39, 3, 5, 22, 13, 45, 14, 32, 11, 23, 73, 37, 7, 31, 33, 17, 35'}, {'id': 4912976289, 'qualifierId': 30, 'value': '6j4ibkpbos6w5ikle58u2vo, dbyiafdyf93b8rtpceqitgopg, dc8u2bssrhxycx8vtn0kutp4a, 69ypla76c710iv0yegix1maz8, 906i3qf1bf6nx6pla85e869lg, ahgclh3e05evznhrpa32z6g6i, 4iepghv4p490fxo5s429qeicq, 5adul4r3hifu5x4tv8efr05ey, bnspew1iw2jxr1s3a5oubp4ic, 9u37akzkhdyszhevgrjghq99m, bzv3yqbc7ttf7fftbm2nelxck, 6han4f5xq1d0ii0ol2drgi4bu, akwjik09wytzzr3yras0diqz8, opnutov04c33y3gq2fjpkaac, 8jyizfwg7woybyfyu8djpfjmc, 5e00w1rqym73habcl01wm7jtg, et772m1f5cqceeffckpnty1p0, 97kzr8rgekycws02q55a63z3e, 40qi53orb0eur2jevowkvrcb8, c8wq3ofarkeeisqr49fhrvwno'}, {'id': 4913136797, 'qualifierId': 194, 'value': 'ahgclh3e05evznhrpa32z6g6i'}];;;;;by2psb16dtg877c99ibz4rllg;Team set up;;;4,0;;;;;18745,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;;;;;;;;;0;0;0;0;Carolina Core;0;;
2665823055;2;32;1;0;0;2nnef9tr9g7m2s6n873qif95g;1;0,0;0,0;2024-03-31T19:04:44.686Z;2024-03-31T19:04:45Z;[{'id': 4913120491, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;by2psb16dtg877c99ibz4rllg;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;;;;;;;;;0;0;0;0;New England II;0;;
2665823049;2;32;1;0;0;csntc7hucmo21gknxc5y0kc4q;1;0,0;0,0;2024-03-31T19:04:44.686Z;2024-04-05T13:18:35Z;[{'id': 4913120461, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;by2psb16dtg877c99ibz4rllg;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;;;;;;;;;0;0;0;0;Carolina Core;0;;
2665823071;3;1;1;0;0;csntc7hucmo21gknxc5y0kc4q;1;49,8;50,4;2024-03-31T19:04:45.063Z;2024-03-31T19:04:49Z;[{'id': 4913120589, 'qualifierId': 56, 'value': 'Back'}, {'id': 4913120593, 'qualifierId': 141, 'value': '47.9'}, {'id': 4913120595, 'qualifierId': 212, 'value': '19.0'}, {'id': 4913120599, 'qualifierId': 279, 'value': 'S'}, {'id': 4913120591, 'qualifierId': 140, 'value': '31.8'}, {'id': 4913120597, 'qualifierId': 213, 'value': '3.23'}];5adul4r3hifu5x4tv8efr05ey;Maciel;;;by2psb16dtg877c99ibz4rllg;Pass;;;;;;;;;;;47,9;19,0;;31,8;3,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;31,8;47,9;;;;;;;0;0;0;0;Carolina Core;0;MC;1,0
2665823093;4;61;1;0;3;csntc7hucmo21gknxc5y0kc4q;1;31,9;47,6;2024-03-31T19:04:47.937Z;2024-03-31T19:04:49Z;[{'id': 4913120717, 'qualifierId': 56, 'value': 'Back'}];906i3qf1bf6nx6pla85e869lg;H. Barry;;;by2psb16dtg877c99ibz4rllg;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;;;;;;;;;0;0;0;3;Carolina Core;3;DL;1,0
2665823103;5;1;1;0;4;csntc7hucmo21gknxc5y0kc4q;0;33,5;53,4;2024-03-31T19:04:49.606Z;2024-03-31T19:04:50Z;[{'id': 4913120767, 'qualifierId': 141, 'value': '88.4'}, {'id': 4913120775, 'qualifierId': 1}, {'id': 4913120773, 'qualifierId': 213, 'value': '0.47'}, {'id': 4913120761, 'qualifierId': 155}, {'id': 4913120771, 'qualifierId': 212, 'value': '52.3'}, {'id': 4913120763, 'qualifierId': 56, 'value': 'Left'}, {'id': 4913120765, 'qualifierId': 140, 'value': '77.8'}];ahgclh3e05evznhrpa32z6g6i;V. Souza;;;by2psb16dtg877c99ibz4rllg;Pass;;;;;;;;;;;88,4;52,3;;77,8;0,47;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;77,8;88,4;;;;;;;0;0;0;4;Carolina Core;4;DC;1,0
2665823119;3;1;1;0;5;2nnef9tr9g7m2s6n873qif95g;0;24,8;12,9;2024-03-31T19:04:50.372Z;2024-03-31T20:05:49Z;[{'id': 4913120849, 'qualifierId': 213, 'value': '0.33'}, {'id': 4913120843, 'qualifierId': 140, 'value': '34.8'}, {'id': 4913120845, 'qualifierId': 141, 'value': '18.2'}, {'id': 4913120841, 'qualifierId': 56, 'value': 'Back'}, {'id': 4913120847, 'qualifierId': 212, 'value': '11.1'}];11ppoeb5n4q657bwbg4cdxck;J. White;;;by2psb16dtg877c99ibz4rllg;Pass;;;;;;;;;;;18,2;11,1;;34,8;0,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2nnef9tr9g7m2s6n873qif95g;Carolina Core;away;34,8;18,2;;;;;;;0;0;0;5;New England II;5;DMR;1,0
2665823183;6;1;1;0;8;csntc7hucmo21gknxc5y0kc4q;1;61,5;81,7;2024-03-31T19:04:52.983Z;2024-03-31T19:04:54Z;[{'id': 4913121151, 'qualifierId': 212, 'value': '17.1'}, {'id': 4913121139, 'qualifierId': 56, 'value': 'Left'}, {'id': 4913121147, 'qualifierId': 141, 'value': '94.1'}, {'id': 4913121143, 'qualifierId': 140, 'value': '75.7'}, {'id': 4913121153, 'qualifierId': 213, 'value': '0.51'}];5adul4r3hifu5x4tv8efr05ey;Maciel;;;by2psb16dtg877c99ibz4rllg;Pass;;;;;;;;;;;94,1;17,1;;75,7;0,51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;75,7;94,1;;;;;;;0;0;0;8;Carolina Core;8;MC;1,0
2665823217;7;1;1;0;10;csntc7hucmo21gknxc5y0kc4q;1;75,7;93,9;2024-03-31T19:04:54.727Z;2024-03-31T19:04:56Z;[{'id': 4913121297, 'qualifierId': 213, 'value': '3.08'}, {'id': 4913121291, 'qualifierId': 140, 'value': '58.3'}, {'id': 4913121295, 'qualifierId': 212, 'value': '18.3'}, {'id': 4913121289, 'qualifierId': 56, 'value': 'Left'}, {'id': 4913121293, 'qualifierId': 141, 'value': '95.6'}];bzv3yqbc7ttf7fftbm2nelxck;M. Fry;;;by2psb16dtg877c99ibz4rllg;Pass;;;;;;;;;;;95,6;18,3;;58,3;3,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;home;58,3;95,6;;;;;;;0;0;0;10;Carolina Core;10;FWL;1,0
