teamId;teamName;shortName;officialName;code;field;country;matchId;scores.halftime;scores.fulltime
csntc7hucmo21gknxc5y0kc4q;New England II;New England II;New England Revolution II;NE;home;USA;df0qqdk1zxgp0kohu7i72lafo;1;1
4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;New York RB II;New York Red Bulls II;NY;away;USA;df0qqdk1zxgp0kohu7i72lafo;0;0
