id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_PlayerPosition;value_Resume;value_Involved;value_TeamPlayerFormation;value_TeamFormation;value_JerseyNumber;value_TeamKit;value_Captain;value_DirectionOfPlay;value_PassEndY;value_PassEndX;value_Angle;value_KickOff;value_Length;value_Zone;value_LongBall;value_Launch;value_OutOfPlay;value_Left;value_OppositeRelatedEventId;value_Right;value_InSwinger;value_CornerTaken;value_Chipped;value_LeftFooted;value_Cross;value_NextEventThrowIn;value_ThrowIn;value_NotVisible;value_PlayersCaughtOffside;value_FreeKickTaken;value_Indirect;value_TakeOnSpace;value_Offensive;value_TouchTypeControl;value_Defensive;value_IntentionalAssist;value_Assist;value_RightFooted;value_BlockedY;value_RelatedEventId;value_RegularPlay;value_BoxDeepRight;value_BlockedX;value_GoalmouthZ;value_Assisted;value_GoalmouthY;value_LowRight;value_Diving;value_OtherBodyPart;value_MediumGkIntervention;value_ParriedDanger;value_BlockedPass;value_IntendedTackleTarget;value_HeadPass;value_DeletedEventType;value_TouchTypeClearance;value_HighGkIntervention;value_HighClaim;value_KeeperThrow;value_LeadingToAttempt;value_BigChance;value_35Right;value_HighRight;value_NotAssisted;value_GkX;value_GkY;value_IndividualPlay;value_NextEventGoalKick;value_Low;value_GoalKick;value_Overrun;value_Direct;value_Foul;value_AttemptedTackle;value_FlickOn;value_FloatedCross;value_Straight;value_Head;value_OutSwinger;value_BlockedCross;value_SwitchOfPlay;value_Shove/Push;value_TakeOnOvertake;value_TouchTypePass;value_OutOfBoxCentre;value_GkYTimeOfGoal;value_GoalShotGameClock;value_GoalShotTimestamp;value_GkXTimeOfGoal;value_ShirtPull/Holding;value_LowGkIntervention;value_OverArm;value_FirstTouch;value_BoxCentre;value_High;value_BoxRight;value_LastLine;value_HighCentre;value_Standing;value_Hands;value_Fingertip;value_FromCorner;value_LowLeft;value_LowCentre;value_Blocked;value_DefBlock;value_LayOff;value_Defensive1V1;value_FreeKick;value_ByWall;value_GkKickFromHands;value_InjuredPlayerId;value_Injury;value_PullBack;value_Handball;value_Minutes;value_SavedOffLine;value_SixYardBlocked;value_EndType;value_Tactical;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_1On1;value_TacticalFoul;value_YellowCard;value_ThroughBall;value_FastBreak;value_Collected;value_NotPastGoalLine;value_OwnShotBlocked;value_CloseRight;value_Volley;value_Dissent;value_GkHoof;value_ParriedSafe;value_BoxLeft;value_CloseLeft;value_Deflection;value_Stooping;value_Reaching;value_MisHit;value_CloseHigh;value_ThrowInSetPiece;value_SmallBoxRight;value_AerialFoul;value_Weak;value_OutOfBoxDeepRight;value_FantasyAssistId;value_FantasyAssistType;value_FantasyAssistedBy;value_FantasyAssistTeam;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2720379085;242;1;1;30;11;6gaq85erpkvbyxvivd96wuw44;1;24,9;36,0;2024-09-14T21:33:52.575Z;2024-09-14T21:33:54Z;[{'id': 5211350163, 'qualifierId': 141, 'value': '63.5'}, {'id': 5211350161, 'qualifierId': 140, 'value': '19.3'}, {'id': 5211350167, 'qualifierId': 213, 'value': '1.88'}, {'id': 5211350165, 'qualifierId': 212, 'value': '19.6'}, {'id': 5211350159, 'qualifierId': 56, 'value': 'Back'}];d1w4zs63sx3cc7wnc8wshbfv8;D. Guerra;;;4n560jtk6bl7mwe2y91qvwus;Pass;;;;;;;;;;63,5;19,3;1,88;;19,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;19,3;63,5;;;;;;;0;0;30;11;Portland Timbers II;1811;MC;1,0
2720379121;243;1;1;30;13;6gaq85erpkvbyxvivd96wuw44;1;19,3;63,5;2024-09-14T21:33:54.653Z;2024-09-14T21:33:57Z;[{'id': 5211350319, 'qualifierId': 213, 'value': '1.39'}, {'id': 5211350311, 'qualifierId': 56, 'value': 'Back'}, {'id': 5211350313, 'qualifierId': 140, 'value': '22.9'}, {'id': 5211350317, 'qualifierId': 212, 'value': '20.9'}, {'id': 5211350315, 'qualifierId': 141, 'value': '93.7'}];e2912gyiutvn3aky0z9ijz384;A. Sanders;;;4n560jtk6bl7mwe2y91qvwus;Pass;;;;;;;;;;93,7;22,9;1,39;;20,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;22,9;93,7;;;;;;;0;0;30;13;Portland Timbers II;1813;DC;1,0
2720379143;244;1;1;30;16;6gaq85erpkvbyxvivd96wuw44;1;23,3;94,1;2024-09-14T21:33:57.731Z;2024-09-14T21:34:00Z;[{'id': 5211350443, 'qualifierId': 140, 'value': '38.4'}, {'id': 5211350449, 'qualifierId': 213, 'value': '5.99'}, {'id': 5211350441, 'qualifierId': 56, 'value': 'Back'}, {'id': 5211350445, 'qualifierId': 141, 'value': '87.1'}, {'id': 5211350447, 'qualifierId': 212, 'value': '16.6'}];m8clu51iu7443ig9q6vn6fbo;L. Bombino;;;4n560jtk6bl7mwe2y91qvwus;Pass;;;;;;;;;;87,1;38,4;5,99;;16,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;38,4;87,1;;;;;;;0;0;30;16;Portland Timbers II;1816;DC;1,0
2720379167;245;1;1;30;19;6gaq85erpkvbyxvivd96wuw44;1;34,6;85,6;2024-09-14T21:34:00.872Z;2024-09-14T21:34:03Z;[{'id': 5211350585, 'qualifierId': 56, 'value': 'Back'}, {'id': 5211350587, 'qualifierId': 140, 'value': '27.1'}, {'id': 5211350591, 'qualifierId': 212, 'value': '9.4'}, {'id': 5211350589, 'qualifierId': 141, 'value': '93.1'}, {'id': 5211350593, 'qualifierId': 213, 'value': '2.57'}];17ni4ntnt7b6b0bwst3e4djze;L. Müller;;;4n560jtk6bl7mwe2y91qvwus;Pass;;;;;;;;;;93,1;27,1;2,57;;9,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;27,1;93,1;;;;;;;0;0;30;19;Portland Timbers II;1819;FWL;1,0
2720379177;246;1;1;30;21;6gaq85erpkvbyxvivd96wuw44;0;27,1;90,9;2024-09-14T21:34:03.013Z;2024-09-14T21:34:03Z;[{'id': 5211350645, 'qualifierId': 233, 'value': '306'}, {'id': 5211350643, 'qualifierId': 236}, {'id': 5211350649, 'qualifierId': 286}, {'id': 5211350621, 'qualifierId': 140, 'value': '31.8'}, {'id': 5211350619, 'qualifierId': 56, 'value': 'Back'}, {'id': 5211350623, 'qualifierId': 141, 'value': '89.3'}, {'id': 5211350625, 'qualifierId': 212, 'value': '5.1'}, {'id': 5211350627, 'qualifierId': 213, 'value': '6.07'}];m8clu51iu7443ig9q6vn6fbo;L. Bombino;;;4n560jtk6bl7mwe2y91qvwus;Pass;;;;;;;;;;89,3;31,8;6,07;;5,1;;;;;;306,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;31,8;89,3;;;;;;;0;0;30;21;Portland Timbers II;1821;DC;1,0
2720379173;306;74;1;30;21;5ou8b446l1sl8frblkz3xi17g;1;71,5;7,7;2024-09-14T21:34:03.014Z;2024-09-14T21:34:04Z;[{'id': 5211350611, 'qualifierId': 56, 'value': 'Right'}, {'id': 5211350613, 'qualifierId': 285}, {'id': 5211350665, 'qualifierId': 233, 'value': '246'}];a89drfd4adts1cbtqa77l1boq;B. Pope;;;4n560jtk6bl7mwe2y91qvwus;Blocked Pass;;;;;;;;;;;;;;;;;;;;246,0;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;;;;;;;;;0;0;30;21;Los Angeles II;1821;DMR;1,0
2720379249;247;1;1;30;28;6gaq85erpkvbyxvivd96wuw44;1;7,4;87,0;2024-09-14T21:34:09.996Z;2024-09-14T21:34:11Z;[{'id': 5211351021, 'qualifierId': 213, 'value': '4.26'}, {'id': 5211351013, 'qualifierId': 141, 'value': '74.1'}, {'id': 5211351005, 'qualifierId': 56, 'value': 'Back'}, {'id': 5211351017, 'qualifierId': 212, 'value': '9.8'}, {'id': 5211351009, 'qualifierId': 140, 'value': '3.3'}];7s32iecltoopsjddclg0ixzx0;C. Díaz;;;4n560jtk6bl7mwe2y91qvwus;Pass;;;;;;;;;;74,1;3,3;4,26;;9,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;3,3;74,1;;;;;;;0;0;30;28;Portland Timbers II;1828;DL;1,0
2720379261;248;1;1;30;30;6gaq85erpkvbyxvivd96wuw44;0;3,3;74,1;2024-09-14T21:34:11.293Z;2024-09-14T21:34:12Z;[{'id': 5211351087, 'qualifierId': 56, 'value': 'Back'}, {'id': 5211351085, 'qualifierId': 157}, {'id': 5211351097, 'qualifierId': 1}, {'id': 5211351095, 'qualifierId': 213, 'value': '0.11'}, {'id': 5211351093, 'qualifierId': 212, 'value': '33.6'}, {'id': 5211351089, 'qualifierId': 140, 'value': '35.1'}, {'id': 5211351091, 'qualifierId': 141, 'value': '79.5'}];e2912gyiutvn3aky0z9ijz384;A. Sanders;;;4n560jtk6bl7mwe2y91qvwus;Pass;;;;;;;;;;79,5;35,1;0,11;;33,6;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;35,1;79,5;;;;;;;0;0;30;30;Portland Timbers II;1830;DC;1,0
2720379285;307;1;1;30;33;5ou8b446l1sl8frblkz3xi17g;1;70,7;17,5;2024-09-14T21:34:14.718Z;2024-09-14T21:34:16Z;[{'id': 5211351203, 'qualifierId': 56, 'value': 'Center'}, {'id': 5211351201, 'qualifierId': 3}, {'id': 5211351209, 'qualifierId': 212, 'value': '10.9'}, {'id': 5211351211, 'qualifierId': 213, 'value': '1.33'}, {'id': 5211351205, 'qualifierId': 140, 'value': '73.2'}, {'id': 5211351207, 'qualifierId': 141, 'value': '33.1'}];36nlk9spjf591wxuzvimi0eay;B. Taghvai-Najib;;;4n560jtk6bl7mwe2y91qvwus;Pass;;;;;;;;;;33,1;73,2;1,33;;10,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;73,2;33,1;;;;;;;0;0;30;33;Los Angeles II;1833;MC;1,0
2720379289;308;1;1;30;34;5ou8b446l1sl8frblkz3xi17g;0;73,2;36,1;2024-09-14T21:34:15.999Z;2024-09-14T21:34:16Z;[{'id': 5211351249, 'qualifierId': 56, 'value': 'Center'}, {'id': 5211351251, 'qualifierId': 140, 'value': '65.7'}, {'id': 5211351253, 'qualifierId': 141, 'value': '39.4'}, {'id': 5211351261, 'qualifierId': 213, 'value': '2.86'}, {'id': 5211351257, 'qualifierId': 212, 'value': '8.2'}];5lwarg9t4o7hxcq5exe8gwydw;M. Bunbury;;;4n560jtk6bl7mwe2y91qvwus;Pass;;;;;;;;;;39,4;65,7;2,86;;8,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;65,7;39,4;;;;;;;0;0;30;34;Los Angeles II;1834;FW;1,0
2720379367;249;1;1;30;36;6gaq85erpkvbyxvivd96wuw44;1;34,5;44,4;2024-09-14T21:34:17.355Z;2024-09-14T21:34:25Z;[{'id': 5211351651, 'qualifierId': 212, 'value': '42.3'}, {'id': 5211351649, 'qualifierId': 141, 'value': '6.1'}, {'id': 5211351643, 'qualifierId': 155}, {'id': 5211351653, 'qualifierId': 213, 'value': '5.62'}, {'id': 5211351655, 'qualifierId': 1}, {'id': 5211351647, 'qualifierId': 140, 'value': '66.2'}, {'id': 5211351645, 'qualifierId': 56, 'value': 'Right'}];3v3b0z3d5czty8zcxrhy5uyac;N. Sullivan;;;4n560jtk6bl7mwe2y91qvwus;Pass;;;;;;;;;;6,1;66,2;5,62;;42,3;;1,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;66,2;6,1;;;;;;;0;0;30;36;Portland Timbers II;1836;FW;1,0
2720379397;250;1;1;30;43;6gaq85erpkvbyxvivd96wuw44;1;76,6;26,2;2024-09-14T21:34:25.025Z;2024-09-14T21:34:29Z;[{'id': 5211351805, 'qualifierId': 140, 'value': '74.0'}, {'id': 5211351807, 'qualifierId': 141, 'value': '38.0'}, {'id': 5211351811, 'qualifierId': 213, 'value': '1.90'}, {'id': 5211351803, 'qualifierId': 56, 'value': 'Center'}, {'id': 5211351809, 'qualifierId': 212, 'value': '8.5'}];18b4rpeia26xq688ieqaw2z2s;A. Wibowo;;;4n560jtk6bl7mwe2y91qvwus;Pass;;;;;;;;;;38,0;74,0;1,9;;8,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;74,0;38,0;;;;;;;0;0;30;43;Portland Timbers II;1843;FWR;1,0
2722116763;976;3;1;30;44;6gaq85erpkvbyxvivd96wuw44;0;76,1;28,5;2024-09-14T21:34:25.845Z;2024-09-18T09:54:19Z;[{'id': 5220836721, 'qualifierId': 464}, {'id': 5220836723, 'qualifierId': 467, 'value': 'druwx3n136woly4objqgk7tp0'}, {'id': 5220836719, 'qualifierId': 286}, {'id': 5220836717, 'qualifierId': 56, 'value': 'Center'}];6mm2h3x9hmyea3bu2wt80uo7o;M. Evans;;;4n560jtk6bl7mwe2y91qvwus;Take On;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;;;;;;;;;0;0;30;44;Portland Timbers II;1844;MC;1,0
2720379407;251;4;1;30;48;6gaq85erpkvbyxvivd96wuw44;1;75,7;41,7;2024-09-14T21:34:29.400Z;2024-09-14T22:06:17Z;[{'id': 5211351867, 'qualifierId': 56, 'value': 'Center'}, {'id': 5211351877, 'qualifierId': 286}, {'id': 5211351875, 'qualifierId': 265}, {'id': 5211351951, 'qualifierId': 233, 'value': '309'}, {'id': 5211351871, 'qualifierId': 152}, {'id': 5211351863, 'qualifierId': 13}];6mm2h3x9hmyea3bu2wt80uo7o;M. Evans;;;4n560jtk6bl7mwe2y91qvwus;Foul;;;;;;;;;;;;;;;;;;;;309,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;;;;;;;;;0;0;30;48;Portland Timbers II;1848;MC;1,0
2720379401;309;4;1;30;48;5ou8b446l1sl8frblkz3xi17g;0;24,3;58,3;2024-09-14T21:34:29.401Z;2024-09-14T22:06:17Z;[{'id': 5211351969, 'qualifierId': 233, 'value': '251'}, {'id': 5211351911, 'qualifierId': 285}, {'id': 5211351909, 'qualifierId': 265}, {'id': 5211351903, 'qualifierId': 13}, {'id': 5211351907, 'qualifierId': 152}, {'id': 5211351905, 'qualifierId': 56, 'value': 'Back'}];druwx3n136woly4objqgk7tp0;A. Enriquez;;;4n560jtk6bl7mwe2y91qvwus;Foul;;;;;;;;;;;;;;;;;;;;251,0;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;;;;;;;;;0;0;30;48;Los Angeles II;1848;MC;1,0
2720379777;252;15;1;31;32;6gaq85erpkvbyxvivd96wuw44;1;74,7;37,7;2024-09-14T21:35:13.902Z;2024-09-14T21:35:32Z;[{'id': 5211354771, 'qualifierId': 146, 'value': '84.6'}, {'id': 5211354769, 'qualifierId': 458}, {'id': 5211354555, 'qualifierId': 72}, {'id': 5211353885, 'qualifierId': 56, 'value': 'Center'}, {'id': 5211354787, 'qualifierId': 233, 'value': '310'}, {'id': 5211353883, 'qualifierId': 18}, {'id': 5211354773, 'qualifierId': 147, 'value': '43.0'}, {'id': 5211354763, 'qualifierId': 78}, {'id': 5211354777, 'qualifierId': 231, 'value': '49.5'}, {'id': 5211354767, 'qualifierId': 103, 'value': '19'}, {'id': 5211354775, 'qualifierId': 230, 'value': '98.5'}, {'id': 5211354765, 'qualifierId': 102, 'value': '51.1'}, {'id': 5211354559, 'qualifierId': 82}, {'id': 5211353881, 'qualifierId': 26}];17ni4ntnt7b6b0bwst3e4djze;L. Müller;;;4n560jtk6bl7mwe2y91qvwus;Attempt Saved;;;;;;;;;;;;;;;;;;;;310,0;;;;;1,0;;;;;;;;;;;;;;;43,0;;;;84,6;19,0;;51,1;;;;;;;;;;;;;;;;;;1,0;98,5;49,5;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;;;84,6;43,0;51,1;19;;;0;0;31;32;Portland Timbers II;1892;FWL;1,0
2720379789;310;10;1;31;32;5ou8b446l1sl8frblkz3xi17g;1;15,4;57,0;2024-09-14T21:35:14.002Z;2024-09-14T21:46:29Z;[{'id': 5211354795, 'qualifierId': 233, 'value': '252'}, {'id': 5211353951, 'qualifierId': 56, 'value': 'Back'}, {'id': 5211353949, 'qualifierId': 94}, {'id': 5211354709, 'qualifierId': 239}];5lwarg9t4o7hxcq5exe8gwydw;M. Bunbury;;;4n560jtk6bl7mwe2y91qvwus;Save;;;;;;;;;;;;;;;;;;;;252,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;;;;;;;;;0;0;31;32;Los Angeles II;1892;FW;1,0
2720379853;253;1;1;31;36;6gaq85erpkvbyxvivd96wuw44;1;68,6;14,2;2024-09-14T21:35:18.184Z;2024-09-14T21:35:22Z;[{'id': 5211354245, 'qualifierId': 140, 'value': '86.8'}, {'id': 5211354247, 'qualifierId': 141, 'value': '6.4'}, {'id': 5211354243, 'qualifierId': 56, 'value': 'Right'}, {'id': 5211354251, 'qualifierId': 213, 'value': '6.01'}, {'id': 5211354249, 'qualifierId': 212, 'value': '19.8'}];4x8eu2y112ini9hx6b72bh46i;E. Berumen;;;4n560jtk6bl7mwe2y91qvwus;Pass;;;;;;;;;;6,4;86,8;6,01;;19,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;86,8;6,4;;;;;;;0;0;31;36;Portland Timbers II;1896;DR;1,0
2720379875;254;1;1;31;40;6gaq85erpkvbyxvivd96wuw44;0;95,2;14,4;2024-09-14T21:35:22.169Z;2024-09-18T09:55:29Z;[{'id': 5220838171, 'qualifierId': 20}, {'id': 5220838169, 'qualifierId': 224}, {'id': 5211354425, 'qualifierId': 212, 'value': '36.5'}, {'id': 5211354427, 'qualifierId': 213, 'value': '1.41'}, {'id': 5211354415, 'qualifierId': 2}, {'id': 5211354417, 'qualifierId': 155}, {'id': 5211354429, 'qualifierId': 1}, {'id': 5211354421, 'qualifierId': 140, 'value': '100.0'}, {'id': 5211354419, 'qualifierId': 56, 'value': 'Center'}, {'id': 5211354423, 'qualifierId': 141, 'value': '67.4'}];18b4rpeia26xq688ieqaw2z2s;A. Wibowo;;;4n560jtk6bl7mwe2y91qvwus;Pass;;;;;;;;;;67,4;100,0;1,41;;36,5;;1,0;;;;;;;;1,0;;1,0;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;100,0;67,4;;;;;;;0;0;31;40;Portland Timbers II;1900;FWR;1,0
2720379879;255;5;1;31;44;6gaq85erpkvbyxvivd96wuw44;0;100,8;65,3;2024-09-14T21:35:25.433Z;2024-09-14T22:06:37Z;[{'id': 5211354441, 'qualifierId': 56, 'value': 'Center'}, {'id': 5211354733, 'qualifierId': 233, 'value': '311'}, {'id': 5211354445, 'qualifierId': 346}];18b4rpeia26xq688ieqaw2z2s;A. Wibowo;;;4n560jtk6bl7mwe2y91qvwus;Out;;;;;;;;;;;;;;;;;;;;311,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;away;;;;;;;;;0;0;31;44;Portland Timbers II;1904;FWR;1,0
2720379937;311;5;1;31;44;5ou8b446l1sl8frblkz3xi17g;1;-0,8;34,7;2024-09-14T21:35:25.433Z;2024-09-14T22:06:37Z;[{'id': 5211354697, 'qualifierId': 346}, {'id': 5211354695, 'qualifierId': 56, 'value': 'Back'}, {'id': 5211354721, 'qualifierId': 233, 'value': '255'}];33l8nq6xbj3pm1lkxo2qs5vfu;K. Ferdinand;;;4n560jtk6bl7mwe2y91qvwus;Out;;;;;;;;;;;;;;;;;;;;255,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;;;;;;;;;0;0;31;44;Los Angeles II;1904;DC;1,0
2720380079;312;1;1;31;58;5ou8b446l1sl8frblkz3xi17g;1;4,6;46,0;2024-09-14T21:35:39.534Z;2024-09-14T21:35:43Z;[{'id': 5211355425, 'qualifierId': 141, 'value': '26.5'}, {'id': 5211355427, 'qualifierId': 212, 'value': '14.2'}, {'id': 5211355421, 'qualifierId': 56, 'value': 'Back'}, {'id': 5211355429, 'qualifierId': 213, 'value': '5.08'}, {'id': 5211355433, 'qualifierId': 237}, {'id': 5211355419, 'qualifierId': 124}, {'id': 5211355423, 'qualifierId': 140, 'value': '9.5'}];aja8uwk6vyjzzd5nvkh7pbtux;T. Muse;;;4n560jtk6bl7mwe2y91qvwus;Pass;;;;;;;;;;26,5;9,5;5,08;;14,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;9,5;26,5;;;;;;;0;0;31;58;Los Angeles II;1918;GK;1,0
