id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamPlayerFormation;value_Resume;value_PlayerPosition;value_TeamFormation;value_Involved;value_TeamKit;value_Captain;value_JerseyNumber;value_DirectionOfPlay;value_Zone;value_Angle;value_PassEndY;value_KickOff;value_PassEndX;value_Length;value_IntendedTackleTarget;value_OppositeRelatedEventId;value_NextEventThrowIn;value_ThrowIn;value_Defensive1V1;value_Offensive;value_TakeOnSpace;value_AttemptedTackle;value_Direct;value_Foul;value_Defensive;value_Cross;value_LeftFooted;value_Chipped;value_FreeKickTaken;value_OutSwinger;value_Head;value_FirstTouch;value_GkX;value_RightFooted;value_IndividualPlay;value_GoalmouthZ;value_HighLeft;value_GkY;value_OutOfBoxCentre;value_SetPiece;value_Volley;value_NotAssisted;value_GoalmouthY;value_NextEventGoalKick;value_Low;value_GoalKick;value_TouchTypePass;value_LongBall;value_SwitchOfPlay;value_LayOff;value_DeletedEventType;value_Assist;value_Assisted;value_RelatedEventId;value_Left;value_RegularPlay;value_OutOfPlay;value_Right;value_IntentionalAssist;value_CornerTaken;value_BoxCentre;value_High;value_FromCorner;value_Shove/Push;value_PlayersCaughtOffside;value_Indirect;value_TakeOnOvertake;value_BlockedY;value_BoxLeft;value_Blocked;value_BlockedX;value_LowLeft;value_DefBlock;value_InSwinger;value_HeadPass;value_Launch;value_OverhitCross;value_BlockedPass;value_BlockedCross;value_HighGkIntervention;value_NotVisible;value_LowCentre;value_TouchTypeClearance;value_ThroughBall;value_LowGkIntervention;value_KeeperThrow;value_BigChance;value_Handball;value_ShirtPull/Holding;value_Overrun;value_HighRight;value_LowRight;value_OutOfBoxDeepRight;value_FreeKick;value_Hands;value_Stooping;value_Collected;value_LastLine;value_OtherObstacle;value_DrinksBreak;value_RefereeDelay;value_BallHitsReferee;value_MediumGkIntervention;value_PersistentInfringement;value_YellowCard;value_BoxRight;value_Deflection;value_FastBreak;value_ParriedSafe;value_Sliding;value_Feet;value_FlickOn;value_TouchTypeControl;value_TacticalFoul;value_ParriedDanger;value_Diving;value_Minutes;value_1On1;value_Standing;value_OtherBodyPart;value_EndType;value_Tactical;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_LeadingToGoal;value_GkXTimeOfGoal;value_RelatedError1Id;value_GoalShotTimestamp;value_GkYTimeOfGoal;value_GoalShotGameClock;value_Injury;value_InjuredPlayerId;value_DrivenCross;value_Straight;value_FairPlay;value_GkHoof;value_CloseRight;value_SmallBoxCentre;value_SixYardBlocked;value_NotPastGoalLine;value_35Centre;value_CloseHigh;value_MisHit;value_2NdAssist;value_PullBack;value_2NdRelatedEventId;value_2NdAssisted;value_DangerousPlay;value_GkKickFromHands;value_GoesToPenalties;value_Scored;value_Penalty;value_Weak;value_Second(2Nd)OppositeRelatedEventId;value_HitBar;value_HitWoodwork;value_Saved;value_Missed;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2697166899;1;34;16;0;0;8o8m08he36u0j4w08aj2iodn8;1;0,0;0,0;2024-06-21T22:11:34.074Z;2024-06-21T23:09:36Z;[{'id': 5083435429, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0'}, {'id': 5083435431, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5083435423, 'qualifierId': 44, 'value': '1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5'}, {'id': 5083435427, 'qualifierId': 130, 'value': '11'}, {'id': 5083435421, 'qualifierId': 30, 'value': '12wcwqu2liyd0zv8ramcevh1w, 4agnpztnedb7ql14bo477vspg, 79knhnp7bvpjomzz14k715wtm, 84oe7sbhy91b5xvbo2w28i7f8, 72xktsosbsh2uwkwby59mr6z8, 5d341k1dxhlbetyh965z3q784, 64wbk2nsrs0ru0hjcq0lenwgk, ctwn52am38jz5ly1h8ac069lg, b1p6qcv8wjzoxoax3nt13n5gq, afdz1ibldn2vc8gtezyw8tqay, 2atsox1bassuexlgta8h3us4p, 6n0x8t513vmsmgfasovvoj7u2, 2buy6q56o0ixo30fatz7ps9w4, 5ehbz7f56cmfamc29fnk3yuax, a8t1jn05xxxccikegk8fdaiok, 83uri423ckm6ngfoerw6gwh04, 4uybjezp5gdqpvkwp8qsdxrf8'}, {'id': 5083454445, 'qualifierId': 197, 'value': '24041'}, {'id': 5083455033, 'qualifierId': 194, 'value': 'b1p6qcv8wjzoxoax3nt13n5gq'}, {'id': 5083435425, 'qualifierId': 59, 'value': '70, 53, 55, 41, 42, 43, 35, 57, 48, 45, 50, 44, 46, 49, 59, 62, 80'}];;;;;dis0046zxbhj65ekm2pl90u8k;Team set up;;;;11,0;;24041,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;;;;;;;;;;0;0;0;Columbus Crew II;0;;
2697167065;1;34;16;0;0;5b4ccd62yeeqdl2qk6jzsmjv8;1;0,0;0,0;2024-06-21T22:13:53.298Z;2024-06-21T23:03:53Z;[{'id': 5083436401, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5083436399, 'qualifierId': 130, 'value': '13'}, {'id': 5083436405, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5083436403, 'qualifierId': 197, 'value': '14907'}, {'id': 5083454997, 'qualifierId': 194, 'value': '8warl67c0id3dorr48mn7h82c'}, {'id': 5083436395, 'qualifierId': 44, 'value': '1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5083436397, 'qualifierId': 59, 'value': '13, 45, 49, 5, 3, 6, 8, 10, 9, 29, 52, 22, 2, 11, 17, 18, 20, 41, 50, 43'}, {'id': 5083436393, 'qualifierId': 30, 'value': '9bn2zid7u305xii6alm8a58us, a12t1zv0y8gzzf6p3jrotkoic, 4nvz6yrxluelbpsjavcjtgnx0, ba9m1xd2b3b2zvuuogn4uxkwk, 1cc8cz8wtm8f05109tjb02xka, 9elhnfsovx9efu5f92mkkls7o, 8warl67c0id3dorr48mn7h82c, 37zynr7fwzqg4c9w5ydefywyy, xxu2xv2n6f5d51ksa8z4rv2s, 33a69m1zaamzxjr6tsb8p3578, e0pkyzm6eqzlrxme33k7dwgt0, 3me8mlpj9tgn82v2mwyibpkb8, cc7auv8d89ohifqg7qwz62mwa, 79606fy6lyfs1h12645q4shzo, 58w3qcq1xrkpq5f9miuxp4ys4, dgosg1mymhuajg0rz2ts6alpm, 9jy9vyn7y1bomsbjhjujynb4k, aflr59dwf5lj1e5p1kne0ea22, bkqd6i7ppyk2gj32y19e64is4, 290iohuheoqdrdocbg25ipgk4'}];;;;;dis0046zxbhj65ekm2pl90u8k;Team set up;;;;13,0;;14907,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;;;;;;;;;;0;0;0;Chicago Fire II;0;;
2697170231;2;32;1;0;0;8o8m08he36u0j4w08aj2iodn8;1;0,0;0,0;2024-06-21T23:05:04.772Z;2024-06-21T23:05:05Z;[{'id': 5083455185, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;dis0046zxbhj65ekm2pl90u8k;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;;;;;;;;;;0;0;0;Columbus Crew II;0;;
2697170229;2;32;1;0;0;5b4ccd62yeeqdl2qk6jzsmjv8;1;0,0;0,0;2024-06-21T23:05:04.772Z;2024-06-27T10:39:00Z;[{'id': 5083455183, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;dis0046zxbhj65ekm2pl90u8k;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;;;;;;;;;;0;0;0;Chicago Fire II;0;;
2697170233;3;1;1;0;1;5b4ccd62yeeqdl2qk6jzsmjv8;1;50,0;50,0;2024-06-21T23:05:05.773Z;2024-06-21T23:53:29Z;[{'id': 5083455187, 'qualifierId': 56, 'value': 'Back'}, {'id': 5083455195, 'qualifierId': 213, 'value': '3.51'}, {'id': 5083455191, 'qualifierId': 141, 'value': '40.0'}, {'id': 5083455197, 'qualifierId': 279, 'value': 'S'}, {'id': 5083455189, 'qualifierId': 140, 'value': '33.4'}, {'id': 5083455193, 'qualifierId': 212, 'value': '18.7'}];xxu2xv2n6f5d51ksa8z4rv2s;J. Da;;;dis0046zxbhj65ekm2pl90u8k;Pass;;;;;;;;;;;3,51;40,0;;33,4;18,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;33,4;40,0;;;;;;;;0;0;1;Chicago Fire II;1;FW;1,0
2698126701;759;83;1;0;3;8o8m08he36u0j4w08aj2iodn8;1;64,1;54,5;2024-06-21T23:05:08.738Z;2024-06-27T10:44:36Z;[{'id': 5088703855, 'qualifierId': 399, 'value': '9elhnfsovx9efu5f92mkkls7o'}];b1p6qcv8wjzoxoax3nt13n5gq;D. Poręba;;;dis0046zxbhj65ekm2pl90u8k;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;;;;;;;;;;0;0;3;Columbus Crew II;3;FW;1,0
2697170235;4;1;1;0;4;5b4ccd62yeeqdl2qk6jzsmjv8;1;34,4;42,1;2024-06-21T23:05:08.888Z;2024-06-21T23:05:10Z;[{'id': 5083455207, 'qualifierId': 212, 'value': '6.7'}, {'id': 5083455203, 'qualifierId': 140, 'value': '31.1'}, {'id': 5083455205, 'qualifierId': 141, 'value': '50.6'}, {'id': 5083455209, 'qualifierId': 213, 'value': '2.11'}, {'id': 5083455201, 'qualifierId': 56, 'value': 'Back'}];9elhnfsovx9efu5f92mkkls7o;C. Pearson;;;dis0046zxbhj65ekm2pl90u8k;Pass;;;;;;;;;;;2,11;50,6;;31,1;6,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;31,1;50,6;;;;;;;;0;0;4;Chicago Fire II;4;DC;1,0
2697170237;5;1;1;0;5;5b4ccd62yeeqdl2qk6jzsmjv8;1;31,1;50,7;2024-06-21T23:05:10.071Z;2024-06-21T23:05:11Z;[{'id': 5083455219, 'qualifierId': 212, 'value': '19.9'}, {'id': 5083455221, 'qualifierId': 213, 'value': '1.31'}, {'id': 5083455215, 'qualifierId': 140, 'value': '36.0'}, {'id': 5083455213, 'qualifierId': 56, 'value': 'Back'}, {'id': 5083455217, 'qualifierId': 141, 'value': '78.9'}];1cc8cz8wtm8f05109tjb02xka;D. Almeida;;;dis0046zxbhj65ekm2pl90u8k;Pass;;;;;;;;;;;1,31;78,9;;36,0;19,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;36,0;78,9;;;;;;;;0;0;5;Chicago Fire II;5;DC;1,0
2697170239;6;1;1;0;6;5b4ccd62yeeqdl2qk6jzsmjv8;1;36,0;78,9;2024-06-21T23:05:11.447Z;2024-06-21T23:05:13Z;[{'id': 5083455225, 'qualifierId': 56, 'value': 'Left'}, {'id': 5083455227, 'qualifierId': 140, 'value': '54.3'}, {'id': 5083455229, 'qualifierId': 141, 'value': '82.4'}, {'id': 5083455231, 'qualifierId': 212, 'value': '19.4'}, {'id': 5083455233, 'qualifierId': 213, 'value': '0.12'}];ba9m1xd2b3b2zvuuogn4uxkwk;C. Rogers;;;dis0046zxbhj65ekm2pl90u8k;Pass;;;;;;;;;;;0,12;82,4;;54,3;19,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;54,3;82,4;;;;;;;;0;0;6;Chicago Fire II;6;DC;1,0
2697170243;7;1;1;0;8;5b4ccd62yeeqdl2qk6jzsmjv8;1;54,2;82,4;2024-06-21T23:05:13.544Z;2024-06-21T23:55:30Z;[{'id': 5083455259, 'qualifierId': 213, 'value': '1.08'}, {'id': 5083455257, 'qualifierId': 212, 'value': '12.1'}, {'id': 5083455253, 'qualifierId': 140, 'value': '59.6'}, {'id': 5083455255, 'qualifierId': 141, 'value': '98.1'}, {'id': 5083455251, 'qualifierId': 56, 'value': 'Left'}];e0pkyzm6eqzlrxme33k7dwgt0;C. Adams;;;dis0046zxbhj65ekm2pl90u8k;Pass;;;;;;;;;;;1,08;98,1;;59,6;12,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;59,6;98,1;;;;;;;;0;0;8;Chicago Fire II;8;FWL;1,0
