id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_JerseyNumber;value_TeamFormation;value_Captain;value_Resume;value_TeamPlayerFormation;value_PlayerPosition;value_Involved;value_TeamKit;value_DirectionOfPlay;value_PassEndX;value_Angle;value_Zone;value_KickOff;value_Length;value_PassEndY;value_LongBall;value_Chipped;value_HeadPass;value_FlickOn;value_Offensive;value_OppositeRelatedEventId;value_TouchTypePass;value_Defensive;value_Launch;value_DeletedEventType;value_Shove/Push;value_Foul;value_Direct;value_FreeKickTaken;value_TakeOnOvertake;value_IntendedTackleTarget;value_SwitchOfPlay;value_TouchTypeControl;value_NextEventThrowIn;value_ThrowIn;value_BlockedPass;value_TouchTypeClearance;value_Cross;value_LeftFooted;value_OutSwinger;value_Assist;value_BoxCentre;value_GoalmouthZ;value_Assisted;value_BlockedY;value_LowCentre;value_RelatedEventId;value_RegularPlay;value_GoalmouthY;value_BlockedX;value_LowGkIntervention;value_Hands;value_Stooping;value_ParriedSafe;value_NotVisible;value_KeeperThrow;value_Left;value_CornerTaken;value_RightFooted;value_InSwinger;value_OverhitCross;value_NextEventGoalKick;value_Injury;value_InjuredPlayerId;value_GoalKick;value_High;value_Head;value_IntentionalAssist;value_BigChance;value_SmallBoxCentre;value_FirstTouch;value_GkY;value_GkX;value_HighGkIntervention;value_OutOfPlay;value_AttemptedTackle;value_Right;value_NotPastGoalLine;value_FromCorner;value_Volley;value_MediumGkIntervention;value_BlockedCross;value_ShirtPull/Holding;value_Blocked;value_SixYardBlocked;value_DefBlock;value_HitWoodwork;value_NotAssisted;value_HitBar;value_LowLeft;value_Diving;value_ParriedDanger;value_Feet;value_TakeOnSpace;value_OutOfBoxCentre;value_Low;value_YellowCard;value_RecklessOffence;value_Overrun;value_Deflection;value_Collected;value_GkHoof;value_LayOff;value_ThroughBall;value_1On1;value_GkYTimeOfGoal;value_KeeperTouched;value_GoalShotTimestamp;value_GoalShotGameClock;value_GkXTimeOfGoal;value_IndividualPlay;value_FollowsADribble;value_RefereeDelay;value_DrinksBreak;value_BoxRight;value_LowRight;value_TimeWasting;value_OverArm;value_BoxLeft;value_FastBreak;value_HighClaim;value_GkKickFromHands;value_SmallBoxLeft;value_Sliding;value_OtherBodyPart;value_PlayersCaughtOffside;value_Indirect;value_Minutes;value_EndType;value_Tactical;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_ThrowInSetPiece;value_Standing;value_FreeKick;value_OutOfBoxDeepLeft;value_HitLeftPost;value_Dissent;value_SetPiece;value_HighLeft;value_BoxDeepLeft;value_Reaching;value_Handball;value_TacticalFoul;value_ByWall;value_PullBack;value_SecondYellow;value_GoesToPenalties;value_Penalty;value_Scored;value_Second(2Nd)OppositeRelatedEventId;value_Saved;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2699920775;137;12;1;16;54;bd0378yx50xpdcgwkt9p9bmz8;1;4,7;48,8;2024-07-07T23:21:50.557Z;2024-07-07T23:21:52Z;[{'id': 5098643179, 'qualifierId': 213, 'value': '0.18'}, {'id': 5098643177, 'qualifierId': 212, 'value': '26.7'}, {'id': 5098643197, 'qualifierId': 15}, {'id': 5098643175, 'qualifierId': 141, 'value': '55.7'}, {'id': 5098643171, 'qualifierId': 56, 'value': 'Back'}, {'id': 5098643173, 'qualifierId': 140, 'value': '29.7'}];2f5ymqh1j87xhi9ynovnujpm2;B. Schaefer;;;dxlrw6fhkrl54dop1ktez6zv8;Clearance;;;;;;;;;;29,7;0,18;;;26,7;55,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;29,7;55,7;;;;;;;;0;16;54;New York City II;1014;DC;1,0
2699920795;118;1;1;16;56;6ddsx316t3j0z6nolrky9k4r8;1;72,0;40,9;2024-07-07T23:21:53.301Z;2024-07-07T23:21:56Z;[{'id': 5098643333, 'qualifierId': 56, 'value': 'Center'}, {'id': 5098643339, 'qualifierId': 212, 'value': '22.1'}, {'id': 5098643337, 'qualifierId': 141, 'value': '23.0'}, {'id': 5098643335, 'qualifierId': 140, 'value': '54.4'}, {'id': 5098643341, 'qualifierId': 213, 'value': '3.72'}];2676930j149yvanqev61emh62;J. Rozhansky;;;dxlrw6fhkrl54dop1ktez6zv8;Pass;;;;;;;;;;54,4;3,72;;;22,1;23,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;54,4;23,0;;;;;;;;0;16;56;Cincinnati II;1016;MC;1,0
2699920815;119;1;1;16;59;6ddsx316t3j0z6nolrky9k4r8;1;53,9;23,2;2024-07-07T23:21:56.230Z;2024-07-07T23:22:00Z;[{'id': 5098643415, 'qualifierId': 1}, {'id': 5098643405, 'qualifierId': 56, 'value': 'Back'}, {'id': 5098643407, 'qualifierId': 140, 'value': '26.7'}, {'id': 5098643409, 'qualifierId': 141, 'value': '54.2'}, {'id': 5098643411, 'qualifierId': 212, 'value': '35.5'}, {'id': 5098643413, 'qualifierId': 213, 'value': '2.51'}];4k6c9nnzytq9qhc9uol64wg7o;S. Bednarsky;;;dxlrw6fhkrl54dop1ktez6zv8;Pass;;;;;;;;;;26,7;2,51;;;35,5;54,2;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;26,7;54,2;;;;;;;;0;16;59;Cincinnati II;1019;DR;1,0
2699920859;120;1;1;17;3;6ddsx316t3j0z6nolrky9k4r8;1;26,7;54,2;2024-07-07T23:22:00.150Z;2024-07-07T23:59:20Z;[{'id': 5098643605, 'qualifierId': 213, 'value': '1.16'}, {'id': 5098643599, 'qualifierId': 140, 'value': '35.7'}, {'id': 5098643601, 'qualifierId': 141, 'value': '85.7'}, {'id': 5098643597, 'qualifierId': 56, 'value': 'Back'}, {'id': 5098643603, 'qualifierId': 212, 'value': '23.4'}];3o4uxnvpnf3cwjs3srwegxp90;W. Meyer;;;dxlrw6fhkrl54dop1ktez6zv8;Pass;;;;;;;;;;35,7;1,16;;;23,4;85,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;35,7;85,7;;;;;;;;0;17;3;Cincinnati II;1023;GK;1,0
2699920893;121;1;1;17;8;6ddsx316t3j0z6nolrky9k4r8;1;36,9;87,3;2024-07-07T23:22:04.901Z;2024-07-07T23:22:18Z;[{'id': 5098643817, 'qualifierId': 212, 'value': '18.0'}, {'id': 5098643819, 'qualifierId': 213, 'value': '3.96'}, {'id': 5098643815, 'qualifierId': 141, 'value': '68.0'}, {'id': 5098643813, 'qualifierId': 140, 'value': '25.1'}, {'id': 5098643811, 'qualifierId': 56, 'value': 'Back'}];7uk47vm92xsvwdofmw1ppawyy;C. Tiao;;;dxlrw6fhkrl54dop1ktez6zv8;Pass;;;;;;;;;;25,1;3,96;;;18,0;68,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;25,1;68,0;;;;;;;;0;17;8;Cincinnati II;1028;DC;1,0
2699920901;122;1;1;17;22;6ddsx316t3j0z6nolrky9k4r8;1;27,4;64,4;2024-07-07T23:22:18.839Z;2024-07-07T23:59:21Z;[{'id': 5098643869, 'qualifierId': 1}, {'id': 5098643867, 'qualifierId': 213, 'value': '5.03'}, {'id': 5098643861, 'qualifierId': 140, 'value': '37.1'}, {'id': 5098643865, 'qualifierId': 212, 'value': '32.4'}, {'id': 5098643859, 'qualifierId': 56, 'value': 'Back'}, {'id': 5098643863, 'qualifierId': 141, 'value': '19.1'}];3o4uxnvpnf3cwjs3srwegxp90;W. Meyer;;;dxlrw6fhkrl54dop1ktez6zv8;Pass;;;;;;;;;;37,1;5,03;;;32,4;19,1;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;37,1;19,1;;;;;;;;0;17;22;Cincinnati II;1042;GK;1,0
2699920907;123;1;1;17;25;6ddsx316t3j0z6nolrky9k4r8;1;36,4;18,7;2024-07-07T23:22:21.750Z;2024-07-07T23:22:23Z;[{'id': 5098643907, 'qualifierId': 213, 'value': '5.42'}, {'id': 5098643899, 'qualifierId': 56, 'value': 'Back'}, {'id': 5098643903, 'qualifierId': 141, 'value': '4.3'}, {'id': 5098643905, 'qualifierId': 212, 'value': '12.9'}, {'id': 5098643901, 'qualifierId': 140, 'value': '44.4'}];4k6c9nnzytq9qhc9uol64wg7o;S. Bednarsky;;;dxlrw6fhkrl54dop1ktez6zv8;Pass;;;;;;;;;;44,4;5,42;;;12,9;4,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;44,4;4,3;;;;;;;;0;17;25;Cincinnati II;1045;DR;1,0
2699920917;124;1;1;17;26;6ddsx316t3j0z6nolrky9k4r8;1;44,4;4,3;2024-07-07T23:22:23.302Z;2024-07-07T23:22:25Z;[{'id': 5098643959, 'qualifierId': 213, 'value': '1.64'}, {'id': 5098643957, 'qualifierId': 212, 'value': '8.7'}, {'id': 5098643955, 'qualifierId': 141, 'value': '17.0'}, {'id': 5098643951, 'qualifierId': 56, 'value': 'Back'}, {'id': 5098643953, 'qualifierId': 140, 'value': '43.8'}];1p4rbf4wumfagv2ntlewdxey;R. Arévalo;;;dxlrw6fhkrl54dop1ktez6zv8;Pass;;;;;;;;;;43,8;1,64;;;8,7;17,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;43,8;17,0;;;;;;;;0;17;26;Cincinnati II;1046;AMR;1,0
2699920919;125;61;1;17;28;6ddsx316t3j0z6nolrky9k4r8;1;43,8;17,0;2024-07-07T23:22:25.350Z;2024-07-07T23:22:25Z;[{'id': 5098643963, 'qualifierId': 56, 'value': 'Back'}];4k6c9nnzytq9qhc9uol64wg7o;S. Bednarsky;;;dxlrw6fhkrl54dop1ktez6zv8;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;;;;;;;;;;0;17;28;Cincinnati II;1048;DR;1,0
2699920953;126;1;1;17;31;6ddsx316t3j0z6nolrky9k4r8;1;65,1;27,8;2024-07-07T23:22:27.415Z;2024-07-07T23:22:30Z;[{'id': 5098644085, 'qualifierId': 140, 'value': '92.2'}, {'id': 5098644087, 'qualifierId': 141, 'value': '8.0'}, {'id': 5098644089, 'qualifierId': 212, 'value': '31.5'}, {'id': 5098644091, 'qualifierId': 213, 'value': '5.84'}, {'id': 5098644083, 'qualifierId': 56, 'value': 'Right'}];cwyml9l4tfvb4ceh8tv3au0wk;M. Carrizo;;;dxlrw6fhkrl54dop1ktez6zv8;Pass;;;;;;;;;;92,2;5,84;;;31,5;8,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;92,2;8,0;;;;;;;;0;17;31;Cincinnati II;1051;AMC;1,0
2699920973;127;1;1;17;33;6ddsx316t3j0z6nolrky9k4r8;0;95,7;15,2;2024-07-07T23:22:30.310Z;2024-07-12T08:25:00Z;[{'id': 5098644193, 'qualifierId': 2}, {'id': 5098644205, 'qualifierId': 213, 'value': '1.78'}, {'id': 5101098127, 'qualifierId': 224}, {'id': 5101098129, 'qualifierId': 20}, {'id': 5098644203, 'qualifierId': 212, 'value': '20.6'}, {'id': 5098644201, 'qualifierId': 141, 'value': '44.8'}, {'id': 5098644195, 'qualifierId': 155}, {'id': 5098644197, 'qualifierId': 56, 'value': 'Center'}, {'id': 5098644199, 'qualifierId': 140, 'value': '91.7'}];1p4rbf4wumfagv2ntlewdxey;R. Arévalo;;;dxlrw6fhkrl54dop1ktez6zv8;Pass;;;;;;;;;;91,7;1,78;;;20,6;44,8;;1,0;;;;;;;;;;;;;;;;;;;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;91,7;44,8;;;;;;;;0;17;33;Cincinnati II;1053;AMR;1,0
2699921075;139;61;1;17;35;bd0378yx50xpdcgwkt9p9bmz8;0;10,8;64,4;2024-07-07T23:22:31.951Z;2024-07-12T08:25:45Z;[{'id': 5098644927, 'qualifierId': 56, 'value': 'Back'}];4uo9isxivewjrtdg9v7lku9zo;S. Jimenez;;;dxlrw6fhkrl54dop1ktez6zv8;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;;0;17;35;New York City II;1055;DMC;1,0
2699920981;129;6;1;17;36;6ddsx316t3j0z6nolrky9k4r8;1;96,5;40,6;2024-07-07T23:22:33.166Z;2024-07-08T00:04:23Z;[{'id': 5098644715, 'qualifierId': 233, 'value': '138'}, {'id': 5098644257, 'qualifierId': 56, 'value': 'Center'}, {'id': 5098644259, 'qualifierId': 73}];1p4rbf4wumfagv2ntlewdxey;R. Arévalo;1,0;;dxlrw6fhkrl54dop1ktez6zv8;Corner Awarded;;;;;;;;;;;;;;;;;;;;;138,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;;;;;;;;;;0;17;36;Cincinnati II;1056;AMR;1,0
2699920963;138;6;1;17;36;bd0378yx50xpdcgwkt9p9bmz8;0;3,5;59,4;2024-07-07T23:22:33.166Z;2024-07-12T08:25:59Z;[{'id': 5098644157, 'qualifierId': 56, 'value': 'Back'}, {'id': 5098644733, 'qualifierId': 233, 'value': '129'}, {'id': 5098644707, 'qualifierId': 73}];4uo9isxivewjrtdg9v7lku9zo;S. Jimenez;;;dxlrw6fhkrl54dop1ktez6zv8;Corner Awarded;;;;;;;;;;;;;;;;;;;;;129,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;;0;17;36;New York City II;1056;DMC;1,0
2699920975;128;43;1;17;37;6ddsx316t3j0z6nolrky9k4r8;1;0,0;0,0;2024-07-07T23:22:34.054Z;2024-07-07T23:22:47Z;[{'id': 5098644651, 'qualifierId': 144, 'value': '61'}, {'id': 5098644209, 'qualifierId': 56, 'value': 'Center'}];duj699i9620tuf3ii9z06bqsq;P. Elias;;;dxlrw6fhkrl54dop1ktez6zv8;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;61,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;;;;;;;;;;0;17;37;Cincinnati II;1057;MC;1,0
2699921101;130;1;1;17;58;6ddsx316t3j0z6nolrky9k4r8;1;99,8;0,7;2024-07-07T23:22:55.031Z;2024-07-12T08:29:00Z;[{'id': 5098644955, 'qualifierId': 212, 'value': '31.5'}, {'id': 5098644941, 'qualifierId': 2}, {'id': 5101098441, 'qualifierId': 72}, {'id': 5098644947, 'qualifierId': 223}, {'id': 5098644953, 'qualifierId': 141, 'value': '46.6'}, {'id': 5098644943, 'qualifierId': 6}, {'id': 5098644957, 'qualifierId': 213, 'value': '1.71'}, {'id': 5098644951, 'qualifierId': 140, 'value': '95.5'}, {'id': 5098644949, 'qualifierId': 56, 'value': 'Center'}, {'id': 5098644945, 'qualifierId': 155}];cwyml9l4tfvb4ceh8tv3au0wk;M. Carrizo;;;dxlrw6fhkrl54dop1ktez6zv8;Pass;;;;;;;;;;95,5;1,71;;;31,5;46,6;;1,0;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;95,5;46,6;;;;;;;;0;17;58;Cincinnati II;1078;AMC;1,0
2699921103;131;44;1;17;59;6ddsx316t3j0z6nolrky9k4r8;1;96,4;46,6;2024-07-07T23:22:55.863Z;2024-07-13T15:13:48Z;[{'id': 5098645003, 'qualifierId': 233, 'value': '140'}, {'id': 5098644961, 'qualifierId': 56, 'value': 'Center'}, {'id': 5098644963, 'qualifierId': 286}];1d20nyyvmp0doobj6heejkowk;T. Calheira;;;dxlrw6fhkrl54dop1ktez6zv8;Aerial;;;;;;;;;;;;;;;;;;;;1,0;140,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;;;;;;;;;;0;17;59;Cincinnati II;1079;FW;1,0
2699921107;140;44;1;17;59;bd0378yx50xpdcgwkt9p9bmz8;0;3,6;53,4;2024-07-07T23:22:55.864Z;2024-07-12T08:29:27Z;[{'id': 5098645007, 'qualifierId': 233, 'value': '131'}, {'id': 5098644973, 'qualifierId': 56, 'value': 'Back'}, {'id': 5098644975, 'qualifierId': 285}];39t59x9q2xumbn2hphk7urp7u;I. Foster;;;dxlrw6fhkrl54dop1ktez6zv8;Aerial;;;;;;;;;;;;;;;;;;;;;131,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;;0;17;59;New York City II;1079;DML;1,0
2699921113;133;15;1;17;59;6ddsx316t3j0z6nolrky9k4r8;1;95,5;47,7;2024-07-07T23:22:55.987Z;2024-07-13T15:13:48Z;[{'id': 5098647789, 'qualifierId': 230, 'value': '99.7'}, {'id': 5098647671, 'qualifierId': 82}, {'id': 5098647785, 'qualifierId': 146, 'value': '96.9'}, {'id': 5101099549, 'qualifierId': 16}, {'id': 5098647775, 'qualifierId': 55, 'value': '129'}, {'id': 5098647665, 'qualifierId': 15}, {'id': 5101099551, 'qualifierId': 78}, {'id': 5098647779, 'qualifierId': 102, 'value': '48.7'}, {'id': 5098647669, 'qualifierId': 328}, {'id': 5098647787, 'qualifierId': 147, 'value': '48.0'}, {'id': 5098647771, 'qualifierId': 29}, {'id': 5098647791, 'qualifierId': 231, 'value': '49.1'}, {'id': 5098647781, 'qualifierId': 103, 'value': '19'}, {'id': 5098647663, 'qualifierId': 25}, {'id': 5098647773, 'qualifierId': 154}, {'id': 5098647783, 'qualifierId': 100}, {'id': 5098644995, 'qualifierId': 56, 'value': 'Center'}, {'id': 5098647793, 'qualifierId': 233, 'value': '141'}];1d20nyyvmp0doobj6heejkowk;T. Calheira;;;dxlrw6fhkrl54dop1ktez6zv8;Attempt Saved;;;;;;;;;;;;;;;;;;;;;141,0;;;;;;;;;;;;;;;;;;;;;;19,0;1,0;48,0;1,0;129,0;;48,7;96,9;;;;;;;;;;;;;;;;;1,0;1,0;;1,0;1,0;49,1;99,7;;;;;;1,0;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;;;96,9;48,0;48,7;19;129,0;1p4rbf4wumfagv2ntlewdxey;;0;17;59;Cincinnati II;1079;FW;1,0
2699921131;141;10;1;17;59;bd0378yx50xpdcgwkt9p9bmz8;1;4,0;53,4;2024-07-07T23:22:56.087Z;2024-07-12T09:03:45Z;[{'id': 5098645079, 'qualifierId': 56, 'value': 'Back'}, {'id': 5098645077, 'qualifierId': 94}, {'id': 5098647797, 'qualifierId': 233, 'value': '133'}];39t59x9q2xumbn2hphk7urp7u;I. Foster;;;dxlrw6fhkrl54dop1ktez6zv8;Save;;;;;;;;;;;;;;;;;;;;;133,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;;0;17;59;New York City II;1079;DML;1,0
2699931049;405;44;1;18;2;6ddsx316t3j0z6nolrky9k4r8;1;89,4;40,6;2024-07-07T23:22:59.386Z;2024-07-13T15:13:48Z;[{'id': 5098701571, 'qualifierId': 56, 'value': 'Center'}, {'id': 5098701573, 'qualifierId': 286}, {'id': 5098705003, 'qualifierId': 233, 'value': '425'}];1d20nyyvmp0doobj6heejkowk;T. Calheira;;;dxlrw6fhkrl54dop1ktez6zv8;Aerial;;;;;;;;;;;;;;;;;;;;1,0;425,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;;;;;;;;;;0;18;2;Cincinnati II;1082;FW;1,0
2699931647;425;44;1;18;3;bd0378yx50xpdcgwkt9p9bmz8;0;10,6;59,4;2024-07-07T23:22:59.387Z;2024-07-12T08:32:20Z;[{'id': 5098704987, 'qualifierId': 56, 'value': 'Back'}, {'id': 5098705007, 'qualifierId': 233, 'value': '405'}, {'id': 5098704989, 'qualifierId': 285}];8bjjne12yudwbzfzjdlygqx62;A. Daley;;;dxlrw6fhkrl54dop1ktez6zv8;Aerial;;;;;;;;;;;;;;;;;;;;;405,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;bd0378yx50xpdcgwkt9p9bmz8;Cincinnati II;home;;;;;;;;;;0;18;3;New York City II;1083;DMR;1,0
2699921109;132;43;1;18;3;6ddsx316t3j0z6nolrky9k4r8;1;0,0;0,0;2024-07-07T23:23:00.008Z;2024-07-07T23:27:04Z;[{'id': 5098644981, 'qualifierId': 56, 'value': 'Center'}, {'id': 5098644983, 'qualifierId': 286, 'value': '0'}, {'id': 5098652573, 'qualifierId': 144, 'value': '44'}];1d20nyyvmp0doobj6heejkowk;T. Calheira;;;dxlrw6fhkrl54dop1ktez6zv8;Deleted event;;;;;;;;;;;;;;;;;;;;0,0;;;;;44,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;;;;;;;;;;0;18;3;Cincinnati II;1083;FW;1,0
