id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Captain;value_JerseyNumber;value_TeamKit;value_TeamFormation;value_TeamPlayerFormation;value_Resume;value_PlayerPosition;value_Involved;value_DirectionOfPlay;value_Angle;value_KickOff;value_Zone;value_PassEndY;value_PassEndX;value_Length;value_Launch;value_LongBall;value_Defensive;value_OppositeRelatedEventId;value_TouchTypePass;value_Offensive;value_TouchTypeClearance;value_NextEventThrowIn;value_ThrowIn;value_TakeOnSpace;value_BlockedPass;value_TouchTypeControl;value_OutOfPlay;value_LayOff;value_Assist;value_IndividualPlay;value_HighRight;value_RegularPlay;value_Assisted;value_OutOfBoxCentre;value_GoalmouthZ;value_GkY;value_GoalmouthY;value_RightFooted;value_RelatedEventId;value_GkX;value_NextEventGoalKick;value_NotVisible;value_Low;value_GoalKick;value_Defensive1V1;value_TakeOnOvertake;value_Direct;value_AttemptedTackle;value_Foul;value_FreeKickTaken;value_IntendedTackleTarget;value_DeletedEventType;value_FlickOn;value_Chipped;value_SwitchOfPlay;value_HeadPass;value_Shove/Push;value_Injury;value_InjuredPlayerId;value_ShirtPull/Holding;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_CaptainChange;value_OutSwinger;value_Cross;value_InSwinger;value_LeftFooted;value_Head;value_HighClaim;value_HighGkIntervention;value_KeeperThrow;value_AerialFoul;value_LowGkIntervention;value_IntentionalAssist;value_GoalShotTimestamp;value_FirstTouch;value_GkXTimeOfGoal;value_GoalShotGameClock;value_LowRight;value_GkYTimeOfGoal;value_BigChance;value_SmallBoxRight;value_Left;value_CornerTaken;value_Blocked;value_BlockedY;value_BoxCentre;value_FromCorner;value_LowCentre;value_BlockedX;value_DefBlock;value_Right;value_NotPastGoalLine;value_35Centre;value_FastBreak;value_ThroughBall;value_MediumGkIntervention;value_NotAssisted;value_Deflection;value_SwerveRight;value_Standing;value_Collected;value_Hands;value_BoxRight;value_Feet;value_Stooping;value_ParriedSafe;value_BoxLeft;value_LowLeft;value_Diving;value_ParriedDanger;value_Fumble;value_OverArm;value_PlayersCaughtOffside;value_Indirect;value_Minutes;value_PullBack;value_Overrun;value_SeriousFoul;value_RedCard;value_CoachId;value_YellowCard;value_Dissent;value_EndType;value_Tactical;value_HighLeft;value_CloseRightAndHigh;value_TimeWasting;value_RecklessOffence;value_TacticalFoul;value_BlockedCross;value_SmallBoxCentre;value_CloseHigh;value_SmallBoxLeft;value_Unchallenged;value_OtherObstacle;value_High;value_Volley;value_Straight;value_FloatedCross;value_GoesToPenalties;value_Penalty;value_Scored;value_Second(2Nd)OppositeRelatedEventId;value_KeeperTouched;value_Saved;value_OtherReason;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2668751859;262;1;1;28;24;ew2zirzye0sw1txr2m33nr25y;0;61,7;73,3;2024-04-06T21:32:34.831Z;2024-04-11T11:57:27Z;[{'id': 4929020723, 'qualifierId': 140, 'value': '65.4'}, {'id': 4929020729, 'qualifierId': 213, 'value': '1.37'}, {'id': 4929020727, 'qualifierId': 212, 'value': '19.1'}, {'id': 4929020725, 'qualifierId': 141, 'value': '100.0'}, {'id': 4929020721, 'qualifierId': 56, 'value': 'Left'}];cac9hjmdwt1gsz0qt3f6d4b2s;J. Donnery;;;c0ar4065o7ftmt04olzs3byfo;Pass;;;;;;;;;;1,37;;;100,0;65,4;19,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;65,4;100,0;;;;;;;;0;28;24;North Texas;1704;FW;1,0
2668751879;211;5;1;28;27;99l7fsj6ykgbyqcb9zqqu9dgq;1;34,8;-1,1;2024-04-06T21:32:38.608Z;2024-04-06T22:26:38Z;[{'id': 4929020851, 'qualifierId': 56, 'value': 'Back'}, {'id': 4929020869, 'qualifierId': 233, 'value': '263'}, {'id': 4929020853, 'qualifierId': 347}];3risld5mac5ns2rrv6namc2l0;A. Zanne;;;c0ar4065o7ftmt04olzs3byfo;Out;;;;;;;;;;;;;;;;;;;263,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;;0;28;27;The Town;1707;DC;1,0
2668751861;263;5;1;28;27;ew2zirzye0sw1txr2m33nr25y;0;65,2;101,1;2024-04-06T21:32:38.608Z;2024-04-06T21:32:44Z;[{'id': 4929020737, 'qualifierId': 347}, {'id': 4929020875, 'qualifierId': 233, 'value': '211'}, {'id': 4929020735, 'qualifierId': 56, 'value': 'Left'}];cac9hjmdwt1gsz0qt3f6d4b2s;J. Donnery;;;c0ar4065o7ftmt04olzs3byfo;Out;;;;;;;;;;;;;;;;;;;211,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;;;;;;;;;;0;28;27;North Texas;1707;FW;1,0
2668751891;212;1;1;28;33;99l7fsj6ykgbyqcb9zqqu9dgq;1;34,9;0,0;2024-04-06T21:32:44.309Z;2024-04-06T21:32:46Z;[{'id': 4929020957, 'qualifierId': 212, 'value': '34.3'}, {'id': 4929020955, 'qualifierId': 141, 'value': '44.9'}, {'id': 4929020949, 'qualifierId': 107}, {'id': 4929020961, 'qualifierId': 1}, {'id': 4929020959, 'qualifierId': 213, 'value': '1.16'}, {'id': 4929020953, 'qualifierId': 140, 'value': '47.8'}, {'id': 4929020951, 'qualifierId': 56, 'value': 'Back'}];e7vsajjh4e7t51ciycjg0skd0;T. Humphrey;;;c0ar4065o7ftmt04olzs3byfo;Pass;;;;;;;;;;1,16;;;44,9;47,8;34,3;;1,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;47,8;44,9;;;;;;;;0;28;33;The Town;1713;DC;1,0
2668751913;213;1;1;28;35;99l7fsj6ykgbyqcb9zqqu9dgq;1;48,9;46,0;2024-04-06T21:32:46.453Z;2024-04-06T21:32:51Z;[{'id': 4929021071, 'qualifierId': 213, 'value': '1.32'}, {'id': 4929021063, 'qualifierId': 56, 'value': 'Left'}, {'id': 4929021069, 'qualifierId': 212, 'value': '27.4'}, {'id': 4929021067, 'qualifierId': 141, 'value': '85.0'}, {'id': 4929021065, 'qualifierId': 140, 'value': '55.5'}];32c9e26wcnr5kmab8ep4zph5g;D. García;;;c0ar4065o7ftmt04olzs3byfo;Pass;;;;;;;;;;1,32;;;85,0;55,5;27,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;55,5;85,0;;;;;;;;0;28;35;The Town;1715;MC;1,0
2668751923;214;1;1;28;41;99l7fsj6ykgbyqcb9zqqu9dgq;1;65,2;87,5;2024-04-06T21:32:51.845Z;2024-04-11T11:57:49Z;[{'id': 4929021159, 'qualifierId': 140, 'value': '52.6'}, {'id': 4929021161, 'qualifierId': 141, 'value': '80.5'}, {'id': 4929021157, 'qualifierId': 56, 'value': 'Left'}, {'id': 4929021163, 'qualifierId': 212, 'value': '14.1'}, {'id': 4929021167, 'qualifierId': 213, 'value': '3.49'}];3risld5mac5ns2rrv6namc2l0;A. Zanne;;;c0ar4065o7ftmt04olzs3byfo;Pass;;;;;;;;;;3,49;;;80,5;52,6;14,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;52,6;80,5;;;;;;;;0;28;41;The Town;1721;DC;1,0
2668751943;215;1;1;28;43;99l7fsj6ykgbyqcb9zqqu9dgq;1;51,7;81,6;2024-04-06T21:32:54.189Z;2024-04-11T11:57:54Z;[{'id': 4929021305, 'qualifierId': 212, 'value': '10.9'}, {'id': 4929021307, 'qualifierId': 213, 'value': '4.90'}, {'id': 4929021301, 'qualifierId': 140, 'value': '53.6'}, {'id': 4929021299, 'qualifierId': 56, 'value': 'Center'}, {'id': 4929021303, 'qualifierId': 141, 'value': '65.8'}];14sld3djevxpcce9co1aqxn9w;N. Norris;;;c0ar4065o7ftmt04olzs3byfo;Pass;;;;;;;;;;4,9;;;65,8;53,6;10,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;53,6;65,8;;;;;;;;0;28;43;The Town;1723;MC;1,0
2668751975;216;1;1;28;48;99l7fsj6ykgbyqcb9zqqu9dgq;1;47,1;47,5;2024-04-06T21:32:59.477Z;2024-04-06T21:33:03Z;[{'id': 4929021437, 'qualifierId': 56, 'value': 'Back'}, {'id': 4929021445, 'qualifierId': 213, 'value': '4.20'}, {'id': 4929021443, 'qualifierId': 212, 'value': '8.6'}, {'id': 4929021439, 'qualifierId': 140, 'value': '43.1'}, {'id': 4929021441, 'qualifierId': 141, 'value': '36.4'}];f3bqitwkt3mitemcjd61hi044;N. Mendonça;;;c0ar4065o7ftmt04olzs3byfo;Pass;;;;;;;;;;4,2;;;36,4;43,1;8,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;43,1;36,4;;;;;;;;0;28;48;The Town;1728;MC;1,0
2668752003;217;1;1;28;52;99l7fsj6ykgbyqcb9zqqu9dgq;1;48,7;48,5;2024-04-06T21:33:03.037Z;2024-04-06T21:33:05Z;[{'id': 4929021597, 'qualifierId': 213, 'value': '1.64'}, {'id': 4929021595, 'qualifierId': 212, 'value': '14.2'}, {'id': 4929021589, 'qualifierId': 56, 'value': 'Back'}, {'id': 4929021593, 'qualifierId': 141, 'value': '69.3'}, {'id': 4929021591, 'qualifierId': 140, 'value': '47.8'}];e7vsajjh4e7t51ciycjg0skd0;T. Humphrey;;;c0ar4065o7ftmt04olzs3byfo;Pass;;;;;;;;;;1,64;;;69,3;47,8;14,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;47,8;69,3;;;;;;;;0;28;52;The Town;1732;DC;1,0
2668752035;218;1;1;28;55;99l7fsj6ykgbyqcb9zqqu9dgq;0;52,3;76,5;2024-04-06T21:33:05.790Z;2024-04-11T11:58:08Z;[{'id': 4929021729, 'qualifierId': 140, 'value': '87.0'}, {'id': 4929021735, 'qualifierId': 213, 'value': '0.21'}, {'id': 4929021737, 'qualifierId': 1}, {'id': 4929021731, 'qualifierId': 141, 'value': '88.1'}, {'id': 4929021727, 'qualifierId': 56, 'value': 'Left'}, {'id': 4929021725, 'qualifierId': 155}, {'id': 4929021733, 'qualifierId': 212, 'value': '37.3'}];14sld3djevxpcce9co1aqxn9w;N. Norris;;;c0ar4065o7ftmt04olzs3byfo;Pass;;;;;;;;;;0,21;;;88,1;87,0;37,3;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;87,0;88,1;;;;;;;;0;28;55;The Town;1735;MC;1,0
2668752055;264;49;1;28;59;ew2zirzye0sw1txr2m33nr25y;1;14,4;11,3;2024-04-06T21:33:09.790Z;2024-04-11T11:58:13Z;[];35jkg2v338kipzlf0iwvvypuy;S. Bilter;;;c0ar4065o7ftmt04olzs3byfo;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;;;;;;;;;;0;28;59;North Texas;1739;DL;1,0
2668752075;265;1;1;29;1;ew2zirzye0sw1txr2m33nr25y;1;14,4;11,3;2024-04-06T21:33:11.934Z;2024-04-11T11:58:16Z;[{'id': 4929021923, 'qualifierId': 1}, {'id': 4929021911, 'qualifierId': 157}, {'id': 4929021919, 'qualifierId': 212, 'value': '25.9'}, {'id': 4929021913, 'qualifierId': 56, 'value': 'Back'}, {'id': 4929021921, 'qualifierId': 213, 'value': '0.03'}, {'id': 4929021915, 'qualifierId': 140, 'value': '39.1'}, {'id': 4929021917, 'qualifierId': 141, 'value': '12.5'}];35jkg2v338kipzlf0iwvvypuy;S. Bilter;;;c0ar4065o7ftmt04olzs3byfo;Pass;;;;;;;;;;0,03;;;12,5;39,1;25,9;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;39,1;12,5;;;;;;;;0;29;1;North Texas;1741;DL;1,0
2668752079;266;61;1;29;4;ew2zirzye0sw1txr2m33nr25y;0;39,1;12,5;2024-04-06T21:33:14.894Z;2024-04-11T12:00:11Z;[{'id': 4929021939, 'qualifierId': 56, 'value': 'Back'}];au9595t3oo0zbzexhr01ts0h6;W. Richmond;;;c0ar4065o7ftmt04olzs3byfo;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;;;;;;;;;;0;29;4;North Texas;1744;AML;1,0
2668752087;219;1;1;29;6;99l7fsj6ykgbyqcb9zqqu9dgq;0;60,2;85,6;2024-04-06T21:33:16.798Z;2024-04-06T21:33:17Z;[{'id': 4929021955, 'qualifierId': 140, 'value': '62.3'}, {'id': 4929021951, 'qualifierId': 155}, {'id': 4929021953, 'qualifierId': 56, 'value': 'Left'}, {'id': 4929021959, 'qualifierId': 212, 'value': '3.8'}, {'id': 4929021957, 'qualifierId': 141, 'value': '90.2'}, {'id': 4929021961, 'qualifierId': 213, 'value': '0.96'}];8vnnownnzz2ksuuitbw3ax5yi;A. Ramirez;;;c0ar4065o7ftmt04olzs3byfo;Pass;;;;;;;;;;0,96;;;90,2;62,3;3,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;62,3;90,2;;;;;;;;0;29;6;The Town;1746;FWL;1,0
2668752105;267;4;1;29;9;ew2zirzye0sw1txr2m33nr25y;1;35,8;14,2;2024-04-06T21:33:19.766Z;2024-04-06T21:33:20Z;[{'id': 4929022113, 'qualifierId': 265}, {'id': 4929022107, 'qualifierId': 56, 'value': 'Back'}, {'id': 4929022111, 'qualifierId': 152}, {'id': 4929022103, 'qualifierId': 13}, {'id': 4929022117, 'qualifierId': 233, 'value': '220'}, {'id': 4929022115, 'qualifierId': 286}];1on6mxrbdqnh12s4h1y0vb3mc;E. Mendoza;;;c0ar4065o7ftmt04olzs3byfo;Foul;;;;;;;;;;;;;;;;;;;220,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;;;;;;;;;;0;29;9;North Texas;1749;MC;1,0
2668752107;220;4;1;29;9;99l7fsj6ykgbyqcb9zqqu9dgq;0;64,2;85,8;2024-04-06T21:33:19.767Z;2024-04-06T21:33:21Z;[{'id': 4929022085, 'qualifierId': 56, 'value': 'Left'}, {'id': 4929022137, 'qualifierId': 233, 'value': '267'}, {'id': 4929022087, 'qualifierId': 152}, {'id': 4929022091, 'qualifierId': 285}, {'id': 4929022083, 'qualifierId': 13}, {'id': 4929022089, 'qualifierId': 265}];741wavjzdmc04j4i8a3chq9zo;D. Baran;;;c0ar4065o7ftmt04olzs3byfo;Foul;;;;;;;;;;;;;;;;;;1,0;267,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;;0;29;9;The Town;1749;Sub;1,0
2668752253;268;1;1;29;19;ew2zirzye0sw1txr2m33nr25y;1;38,5;5,6;2024-04-06T21:33:30.126Z;2024-04-11T12:14:37Z;[{'id': 4929022995, 'qualifierId': 152}, {'id': 4929023001, 'qualifierId': 140, 'value': '23.5'}, {'id': 4929023009, 'qualifierId': 212, 'value': '18.1'}, {'id': 4929022997, 'qualifierId': 56, 'value': 'Back'}, {'id': 4929023005, 'qualifierId': 141, 'value': '18.6'}, {'id': 4929023013, 'qualifierId': 213, 'value': '2.63'}, {'id': 4929022993, 'qualifierId': 5}];dwyatw1wz3nrh1fcwu27ie8ve;A. Edwards;;;c0ar4065o7ftmt04olzs3byfo;Pass;;;;;;;;;;2,63;;;18,6;23,5;18,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;23,5;18,6;;;;;;;;0;29;19;North Texas;1759;AMR;1,0
2668752277;269;1;1;29;23;ew2zirzye0sw1txr2m33nr25y;1;24,1;19,9;2024-04-06T21:33:34.238Z;2024-04-11T12:14:46Z;[{'id': 4929023189, 'qualifierId': 140, 'value': '19.2'}, {'id': 4929023203, 'qualifierId': 141, 'value': '52.1'}, {'id': 4929023205, 'qualifierId': 212, 'value': '22.5'}, {'id': 4929023207, 'qualifierId': 213, 'value': '1.80'}, {'id': 4929023187, 'qualifierId': 56, 'value': 'Back'}];35jkg2v338kipzlf0iwvvypuy;S. Bilter;;;c0ar4065o7ftmt04olzs3byfo;Pass;;;;;;;;;;1,8;;;52,1;19,2;22,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;19,2;52,1;;;;;;;;0;29;23;North Texas;1763;DL;1,0
2668752293;270;1;1;29;27;ew2zirzye0sw1txr2m33nr25y;1;18,7;52,1;2024-04-06T21:33:37.847Z;2024-04-11T12:14:53Z;[{'id': 4929023303, 'qualifierId': 1}, {'id': 4929023293, 'qualifierId': 56, 'value': 'Back'}, {'id': 4929023299, 'qualifierId': 212, 'value': '42.4'}, {'id': 4929023297, 'qualifierId': 141, 'value': '96.0'}, {'id': 4929023295, 'qualifierId': 140, 'value': '47.4'}, {'id': 4929023291, 'qualifierId': 155}, {'id': 4929023301, 'qualifierId': 213, 'value': '0.78'}];4q6jdo2wts37hdajbh8b8xcoa;M. Biegański;;;c0ar4065o7ftmt04olzs3byfo;Pass;;;;;;;;;;0,78;;;96,0;47,4;42,4;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;47,4;96,0;;;;;;;;0;29;27;North Texas;1767;GK;1,0
2668752317;271;1;1;29;30;ew2zirzye0sw1txr2m33nr25y;1;48,2;95,0;2024-04-06T21:33:41.094Z;2024-04-11T12:15:01Z;[{'id': 4929023415, 'qualifierId': 141, 'value': '77.8'}, {'id': 4929023427, 'qualifierId': 1}, {'id': 4929023419, 'qualifierId': 212, 'value': '35.6'}, {'id': 4929023413, 'qualifierId': 140, 'value': '80.2'}, {'id': 4929023411, 'qualifierId': 56, 'value': 'Center'}, {'id': 4929023423, 'qualifierId': 213, 'value': '5.95'}];f2nxaemhqi8kbtbejnqekgd4a;J. Garcia;;;c0ar4065o7ftmt04olzs3byfo;Pass;;;;;;;;;;5,95;;;77,8;80,2;35,6;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;80,2;77,8;;;;;;;;0;29;30;North Texas;1770;DC;1,0
2668752339;272;1;1;29;34;ew2zirzye0sw1txr2m33nr25y;1;96,4;68,8;2024-04-06T21:33:45.054Z;2024-04-06T21:34:47Z;[{'id': 4929023529, 'qualifierId': 141, 'value': '38.6'}, {'id': 4929025299, 'qualifierId': 22}, {'id': 4929023531, 'qualifierId': 212, 'value': '20.6'}, {'id': 4929025295, 'qualifierId': 210, 'value': '16'}, {'id': 4929023527, 'qualifierId': 140, 'value': '97.2'}, {'id': 4929025297, 'qualifierId': 154}, {'id': 4929023525, 'qualifierId': 56, 'value': 'Center'}, {'id': 4929023533, 'qualifierId': 213, 'value': '4.75'}];au9595t3oo0zbzexhr01ts0h6;W. Richmond;;1,0;c0ar4065o7ftmt04olzs3byfo;Pass;;;;;;;;;;4,75;;;38,6;97,2;20,6;;;;;;;;;;;;;;;16,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;97,2;38,6;;;;;;;;0;29;34;North Texas;1774;AML;1,0
2668752347;273;16;1;29;35;ew2zirzye0sw1txr2m33nr25y;1;97,3;41,3;2024-04-06T21:33:45.927Z;2024-04-11T12:16:00Z;[{'id': 4929025307, 'qualifierId': 29}, {'id': 4929024097, 'qualifierId': 374, 'value': '2024-04-06 22:33:45.533'}, {'id': 4929025321, 'qualifierId': 328}, {'id': 4940368819, 'qualifierId': 395, 'value': '98.1'}, {'id': 4929023547, 'qualifierId': 22}, {'id': 4929024101, 'qualifierId': 375, 'value': '29:34.820'}, {'id': 4929025315, 'qualifierId': 102, 'value': '47.4'}, {'id': 4929025311, 'qualifierId': 55, 'value': '272'}, {'id': 4929024085, 'qualifierId': 20}, {'id': 4929025305, 'qualifierId': 80}, {'id': 4929025325, 'qualifierId': 231, 'value': '56.0'}, {'id': 4929025317, 'qualifierId': 103, 'value': '3.2'}, {'id': 4940368821, 'qualifierId': 396, 'value': '55.6'}, {'id': 4929025319, 'qualifierId': 214}, {'id': 4929025323, 'qualifierId': 230, 'value': '98.1'}, {'id': 4929023551, 'qualifierId': 56, 'value': 'Center'}, {'id': 4929023549, 'qualifierId': 60}, {'id': 4929025309, 'qualifierId': 154}];dwyatw1wz3nrh1fcwu27ie8ve;A. Edwards;;;c0ar4065o7ftmt04olzs3byfo;Goal;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;3,2;56,0;47,4;1,0;272,0;98,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;1,0;98,1;;1,0;55,6;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;;;;;47,4;3.2;272,0;au9595t3oo0zbzexhr01ts0h6;;1;29;35;North Texas;1775;AMR;1,0
2668752733;221;1;1;30;42;99l7fsj6ykgbyqcb9zqqu9dgq;1;50,1;50,1;2024-04-06T21:34:53.024Z;2024-04-11T12:18:38Z;[{'id': 4929026057, 'qualifierId': 213, 'value': '3.22'}, {'id': 4929026055, 'qualifierId': 212, 'value': '11.6'}, {'id': 4929026049, 'qualifierId': 56, 'value': 'Back'}, {'id': 4929026059, 'qualifierId': 279, 'value': 'G'}, {'id': 4929026053, 'qualifierId': 141, 'value': '48.7'}, {'id': 4929026051, 'qualifierId': 140, 'value': '39.1'}];fgue58g7u6f2c53ggb0r2oa2;M. Henry-Scott;;;c0ar4065o7ftmt04olzs3byfo;Pass;;;;;;;;;;3,22;;;48,7;39,1;11,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;39,1;48,7;;;;;;;;0;30;42;The Town;1842;FWR;1,0
