id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;assist;keyPass;matchId;type_displayName;value_Captain;value_TeamFormation;value_Involved;value_PlayerPosition;value_TeamKit;value_Resume;value_JerseyNumber;value_TeamPlayerFormation;value_DirectionOfPlay;value_Zone;value_Length;value_Angle;value_PassEndX;value_PassEndY;value_KickOff;value_Launch;value_LongBall;value_Defensive;value_OppositeRelatedEventId;value_Offensive;value_HeadPass;value_DeletedEventType;value_TakeOnOvertake;value_OutSwinger;value_BlockedPass;value_Cross;value_LeftFooted;value_BlockedCross;value_Left;value_Chipped;value_InSwinger;value_RightFooted;value_CornerTaken;value_OutOfPlay;value_NextEventThrowIn;value_ThrowIn;value_Head;value_Shove/Push;value_Foul;value_Direct;value_FreeKickTaken;value_AttemptedTackle;value_TouchTypeClearance;value_NotVisible;value_PlayersCaughtOffside;value_Indirect;value_LayOff;value_SwitchOfPlay;value_OverhitCross;value_IntendedTackleTarget;value_PullBack;value_Assist;value_RegularPlay;value_IntentionalAssist;value_GoalmouthZ;value_Assisted;value_RelatedEventId;value_GkY;value_LowCentre;value_SmallBoxCentre;value_GoalShotGameClock;value_GkX;value_GoalmouthY;value_GkYTimeOfGoal;value_GkXTimeOfGoal;value_GoalShotTimestamp;value_BigChance;value_FirstTouch;value_Straight;value_DrivenCross;value_NotAssisted;value_LowLeft;value_BlockedY;value_BlockedX;value_Blocked;value_BoxCentre;value_DefBlock;value_FromCorner;value_HighCentre;value_SixYardBlocked;value_IncorrectOutOfPlayDecision;value_InjuredPlayerId;value_Injury;value_FantasyAssistedBy;value_FantasyAssistTeam;value_FantasyAssistId;value_OwnGoal;value_FantasyAssistType;value_1On1;value_BoxLeft;value_Right;value_IndividualPlay;value_NextEventGoalKick;value_Low;value_GoalKick;value_ShirtPull/Holding;value_CloseLeft;value_OutOfBoxCentre;value_High;value_AerialFoul;value_KeeperTouched;value_Penalty;value_PenaltyTakerId;value_CausingPlayer;value_Second(2Nd)OppositeRelatedEventId;value_Diving;value_Missed;value_TouchTypePass;value_TouchTypeControl;value_FlickOn;value_TakeOnSpace;value_BoxDeepLeft;value_HighGkIntervention;value_Collected;value_Hands;value_LowGkIntervention;value_Stooping;value_KeeperThrow;value_OverArm;value_LowRight;value_SwerveLeft;value_Minutes;value_HighClaim;value_EndType;value_Tactical;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_HitRightPost;value_HitWoodwork;value_CloseRight;value_OwnPlayer;value_OwnShotBlocked;value_Handball;value_Overrun;value_Volley;value_Saved;value_ParriedDanger;value_CloseHigh;value_NotPastGoalLine;value_MisHit;value_YellowCard;value_RecklessOffence;value_Standing;value_MediumGkIntervention;value_GkKickFromHands;value_CaptainChange;value_HighLeft;value_BoxDeepRight;value_FastBreak;value_ThroughBall;value_FollowsADribble;value_Tap;value_Defensive1V1;value_Scored;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2693520117;147;1;1;26;41;29nx7yxy1rdqv2oobqn5pjf8p;1;37,8;90,6;2024-05-31T23:30:12.222Z;2024-05-31T23:30:15Z;[{'id': 5063355803, 'qualifierId': 56, 'value': 'Back'}, {'id': 5063355809, 'qualifierId': 212, 'value': '11.6'}, {'id': 5063355811, 'qualifierId': 213, 'value': '3.38'}, {'id': 5063355807, 'qualifierId': 141, 'value': '86.5'}, {'id': 5063355805, 'qualifierId': 140, 'value': '27.1'}];3wn0nn5q8g2mjzuc8yb4dvu2;M. Cimermancic;;;d419p3lh2rq2ou3rp9p15zd3o;Pass;;;;;;;;;;;11,6;3,38;27,1;86,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;27,1;86,5;;;;;;;;0;26;41;Chicago Fire II;1601;MC;1,0
2693520129;148;1;1;26;45;29nx7yxy1rdqv2oobqn5pjf8p;1;30,4;86,8;2024-05-31T23:30:15.767Z;2024-06-01T14:57:03Z;[{'id': 5063355857, 'qualifierId': 56, 'value': 'Left'}, {'id': 5063355861, 'qualifierId': 141, 'value': '95.9'}, {'id': 5063355863, 'qualifierId': 212, 'value': '39.0'}, {'id': 5063355865, 'qualifierId': 213, 'value': '0.16'}, {'id': 5063355867, 'qualifierId': 1}, {'id': 5063355859, 'qualifierId': 140, 'value': '67.1'}, {'id': 5064262401, 'qualifierId': 155}];2figny7hhxiw29vizhlyta3o4;Ythallo;;;d419p3lh2rq2ou3rp9p15zd3o;Pass;;;;;;;;;;;39,0;0,16;67,1;95,9;;;1,0;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;67,1;95,9;;;;;;;;0;26;45;Chicago Fire II;1605;DC;1,0
2693520131;149;61;1;26;50;29nx7yxy1rdqv2oobqn5pjf8p;0;67,2;96,0;2024-05-31T23:30:20.463Z;2024-05-31T23:30:20Z;[{'id': 5063355871, 'qualifierId': 56, 'value': 'Left'}];5qfwg7j8xrfv19ouu4gvrs00k;N. Edwards;;;d419p3lh2rq2ou3rp9p15zd3o;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;;;;;;;;;;0;26;50;Chicago Fire II;1610;DML;1,0
2693520135;150;5;1;26;51;29nx7yxy1rdqv2oobqn5pjf8p;0;64,2;101,0;2024-05-31T23:30:21.807Z;2024-05-31T23:30:26Z;[{'id': 5063355887, 'qualifierId': 347}, {'id': 5063355943, 'qualifierId': 233, 'value': '190'}, {'id': 5063355885, 'qualifierId': 56, 'value': 'Left'}];5qfwg7j8xrfv19ouu4gvrs00k;N. Edwards;;;d419p3lh2rq2ou3rp9p15zd3o;Out;;;;;;;;;;;;;;;;;;;190,0;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;;;;;;;;;;0;26;51;Chicago Fire II;1611;DML;1,0
2693520143;190;5;1;26;51;8o8m08he36u0j4w08aj2iodn8;1;35,8;-1,0;2024-05-31T23:30:21.807Z;2024-05-31T23:32:30Z;[{'id': 5063355939, 'qualifierId': 233, 'value': '150'}, {'id': 5063355935, 'qualifierId': 347}, {'id': 5063355933, 'qualifierId': 56, 'value': 'Back'}];79knhnp7bvpjomzz14k715wtm;O. Glasgow;;;d419p3lh2rq2ou3rp9p15zd3o;Out;;;;;;;;;;;;;;;;;;;150,0;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;;;;;;;;;;0;26;51;Toronto II;1611;DR;1,0
2693520147;191;1;1;26;55;8o8m08he36u0j4w08aj2iodn8;1;38,5;0,0;2024-05-31T23:30:25.564Z;2024-05-31T23:30:28Z;[{'id': 5063355967, 'qualifierId': 212, 'value': '15.0'}, {'id': 5063355959, 'qualifierId': 107}, {'id': 5063355965, 'qualifierId': 141, 'value': '11.9'}, {'id': 5063355963, 'qualifierId': 140, 'value': '26.9'}, {'id': 5063355961, 'qualifierId': 56, 'value': 'Back'}, {'id': 5063355969, 'qualifierId': 213, 'value': '2.51'}];79knhnp7bvpjomzz14k715wtm;O. Glasgow;;;d419p3lh2rq2ou3rp9p15zd3o;Pass;;;;;;;;;;;15,0;2,51;26,9;11,9;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;26,9;11,9;;;;;;;;0;26;55;Toronto II;1615;DR;1,0
2693520155;192;1;1;26;57;8o8m08he36u0j4w08aj2iodn8;1;20,4;11,0;2024-05-31T23:30:28.349Z;2024-05-31T23:30:33Z;[{'id': 5063356013, 'qualifierId': 56, 'value': 'Back'}, {'id': 5063356019, 'qualifierId': 212, 'value': '27.0'}, {'id': 5063356021, 'qualifierId': 213, 'value': '2.07'}, {'id': 5063356017, 'qualifierId': 141, 'value': '45.8'}, {'id': 5063356015, 'qualifierId': 140, 'value': '8.1'}];5d341k1dxhlbetyh965z3q784;J. Shannon;;;d419p3lh2rq2ou3rp9p15zd3o;Pass;;;;;;;;;;;27,0;2,07;8,1;45,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;8,1;45,8;;;;;;;;0;26;57;Toronto II;1617;DL;1,0
2693520161;193;1;1;27;2;8o8m08he36u0j4w08aj2iodn8;1;18,4;48,1;2024-05-31T23:30:33.277Z;2024-05-31T23:32:11Z;[{'id': 5063356051, 'qualifierId': 56, 'value': 'Back'}, {'id': 5063356053, 'qualifierId': 140, 'value': '22.0'}, {'id': 5063356057, 'qualifierId': 212, 'value': '21.1'}, {'id': 5063356059, 'qualifierId': 213, 'value': '1.39'}, {'id': 5063356055, 'qualifierId': 141, 'value': '78.7'}];12wcwqu2liyd0zv8ramcevh1w;P. Los;;;d419p3lh2rq2ou3rp9p15zd3o;Pass;;;;;;;;;;;21,1;1,39;22,0;78,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;22,0;78,7;;;;;;;;0;27;2;Toronto II;1622;GK;1,0
2693520173;194;1;1;27;6;8o8m08he36u0j4w08aj2iodn8;1;22,3;73,9;2024-05-31T23:30:36.669Z;2024-05-31T23:30:41Z;[{'id': 5063356115, 'qualifierId': 1}, {'id': 5063356107, 'qualifierId': 140, 'value': '23.8'}, {'id': 5063356105, 'qualifierId': 56, 'value': 'Back'}, {'id': 5063356113, 'qualifierId': 213, 'value': '4.75'}, {'id': 5063356109, 'qualifierId': 141, 'value': '18.6'}, {'id': 5063356111, 'qualifierId': 212, 'value': '37.6'}];72xktsosbsh2uwkwby59mr6z8;D. Konincks;;;d419p3lh2rq2ou3rp9p15zd3o;Pass;;;;;;;;;;;37,6;4,75;23,8;18,6;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;23,8;18,6;;;;;;;;0;27;6;Toronto II;1626;DC;1,0
2693520175;195;1;1;27;11;8o8m08he36u0j4w08aj2iodn8;1;19,9;35,7;2024-05-31T23:30:41.533Z;2024-05-31T23:30:42Z;[{'id': 5063356127, 'qualifierId': 56, 'value': 'Back'}, {'id': 5063356135, 'qualifierId': 213, 'value': '2.76'}, {'id': 5063356131, 'qualifierId': 141, 'value': '43.4'}, {'id': 5063356129, 'qualifierId': 140, 'value': '7.4'}, {'id': 5063356133, 'qualifierId': 212, 'value': '14.1'}];5d341k1dxhlbetyh965z3q784;J. Shannon;;;d419p3lh2rq2ou3rp9p15zd3o;Pass;;;;;;;;;;;14,1;2,76;7,4;43,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;7,4;43,4;;;;;;;;0;27;11;Toronto II;1631;DL;1,0
2693520187;196;1;1;27;12;8o8m08he36u0j4w08aj2iodn8;1;8,0;44,3;2024-05-31T23:30:42.733Z;2024-05-31T23:30:46Z;[{'id': 5063356163, 'qualifierId': 56, 'value': 'Back'}, {'id': 5063356169, 'qualifierId': 212, 'value': '14.0'}, {'id': 5063356171, 'qualifierId': 213, 'value': '0.19'}, {'id': 5063356167, 'qualifierId': 141, 'value': '48.1'}, {'id': 5063356165, 'qualifierId': 140, 'value': '21.1'}];12wcwqu2liyd0zv8ramcevh1w;P. Los;;;d419p3lh2rq2ou3rp9p15zd3o;Pass;;;;;;;;;;;14,0;0,19;21,1;48,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;21,1;48,1;;;;;;;;0;27;12;Toronto II;1632;GK;1,0
2693520189;197;61;1;27;14;8o8m08he36u0j4w08aj2iodn8;0;17,9;48,3;2024-05-31T23:30:44.701Z;2024-06-01T14:57:28Z;[{'id': 5063356175, 'qualifierId': 56, 'value': 'Back'}];ctwn52am38jz5ly1h8ac069lg;C. Heuer;;;d419p3lh2rq2ou3rp9p15zd3o;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;;;;;;;;;;0;27;14;Toronto II;1634;MC;1,0
2693520185;151;49;1;27;15;29nx7yxy1rdqv2oobqn5pjf8p;1;85,3;69,3;2024-05-31T23:30:46.327Z;2024-06-01T14:57:35Z;[];c760g3hvhvi7nra7gpdrynn1m;J. Altobelli;;;d419p3lh2rq2ou3rp9p15zd3o;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;;;;;;;;;;0;27;15;Chicago Fire II;1635;FW;1,0
2693520193;152;1;1;27;16;29nx7yxy1rdqv2oobqn5pjf8p;0;93,7;69,7;2024-05-31T23:30:47.295Z;2024-06-01T15:01:03Z;[{'id': 5063356193, 'qualifierId': 141, 'value': '65.4'}, {'id': 5063356191, 'qualifierId': 140, 'value': '92.1'}, {'id': 5064266835, 'qualifierId': 233, 'value': '807'}, {'id': 5063356197, 'qualifierId': 213, 'value': '4.19'}, {'id': 5064265707, 'qualifierId': 286}, {'id': 5064265705, 'qualifierId': 236}, {'id': 5063356195, 'qualifierId': 212, 'value': '3.4'}, {'id': 5063356189, 'qualifierId': 56, 'value': 'Center'}];c760g3hvhvi7nra7gpdrynn1m;J. Altobelli;;;d419p3lh2rq2ou3rp9p15zd3o;Pass;;;;;;;;;;;3,4;4,19;92,1;65,4;;;;;807,0;1,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;92,1;65,4;;;;;;;;0;27;16;Chicago Fire II;1636;FW;1,0
2693689623;807;74;1;27;16;8o8m08he36u0j4w08aj2iodn8;1;11,3;33,1;2024-05-31T23:30:47.296Z;2024-06-01T15:01:03Z;[{'id': 5064265177, 'qualifierId': 56, 'value': 'Back'}, {'id': 5064266851, 'qualifierId': 233, 'value': '152'}, {'id': 5064265179, 'qualifierId': 285}];ctwn52am38jz5ly1h8ac069lg;C. Heuer;;;d419p3lh2rq2ou3rp9p15zd3o;Blocked Pass;;;;;;;;;;;;;;;;;;1,0;152,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;;;;;;;;;;0;27;16;Toronto II;1636;MC;1,0
2693520197;153;4;1;27;17;29nx7yxy1rdqv2oobqn5pjf8p;1;93,2;68,6;2024-05-31T23:30:48.253Z;2024-06-01T14:59:43Z;[{'id': 5063356221, 'qualifierId': 152}, {'id': 5063356215, 'qualifierId': 9}, {'id': 5063455499, 'qualifierId': 348, 'value': 'c760g3hvhvi7nra7gpdrynn1m'}, {'id': 5063356227, 'qualifierId': 233, 'value': '198'}, {'id': 5064265401, 'qualifierId': 13}, {'id': 5063356225, 'qualifierId': 286}, {'id': 5063356219, 'qualifierId': 56, 'value': 'Center'}, {'id': 5064265403, 'qualifierId': 265}];c760g3hvhvi7nra7gpdrynn1m;J. Altobelli;;;d419p3lh2rq2ou3rp9p15zd3o;Foul;;;;;;;;;;;;;;;;;;;198,0;1,0;;;;;;;;;;;;;;;;;;;1,0;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;;;;;;;;;1,0;0;27;17;Chicago Fire II;1637;FW;1,0
2693520195;198;4;1;27;17;8o8m08he36u0j4w08aj2iodn8;0;6,8;31,4;2024-05-31T23:30:48.254Z;2024-06-01T15:01:00Z;[{'id': 5064265307, 'qualifierId': 265}, {'id': 5063356207, 'qualifierId': 56, 'value': 'Back'}, {'id': 5064265305, 'qualifierId': 13}, {'id': 5063356209, 'qualifierId': 152}, {'id': 5063356213, 'qualifierId': 285}, {'id': 5063356233, 'qualifierId': 233, 'value': '153'}, {'id': 5063356203, 'qualifierId': 9}];ctwn52am38jz5ly1h8ac069lg;C. Heuer;;;d419p3lh2rq2ou3rp9p15zd3o;Foul;;;;;;;;;;;;;;;;;;1,0;153,0;;;;;;;;;;;;;;;;;;;;1,0;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;;;;;;;;;1,0;0;27;17;Toronto II;1637;MC;1,0
2693520271;155;13;1;28;32;29nx7yxy1rdqv2oobqn5pjf8p;1;88,5;50,0;2024-05-31T23:32:02.443Z;2024-06-01T01:23:06Z;[{'id': 5063356819, 'qualifierId': 103, 'value': '65.3'}, {'id': 5063356825, 'qualifierId': 230, 'value': '99.7'}, {'id': 5063356827, 'qualifierId': 231, 'value': '50.2'}, {'id': 5063356821, 'qualifierId': 390, 'value': '542633'}, {'id': 5063356699, 'qualifierId': 9}, {'id': 5063356823, 'qualifierId': 458}, {'id': 5063356705, 'qualifierId': 214}, {'id': 5063356791, 'qualifierId': 20}, {'id': 5063356829, 'qualifierId': 353, 'value': '199'}, {'id': 5063356815, 'qualifierId': 74}, {'id': 5063356703, 'qualifierId': 56, 'value': 'Center'}, {'id': 5063356817, 'qualifierId': 102, 'value': '53.6'}, {'id': 5063356701, 'qualifierId': 17}];c760g3hvhvi7nra7gpdrynn1m;J. Altobelli;;;d419p3lh2rq2ou3rp9p15zd3o;Miss;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;65,3;;;50,2;;;;99,7;53,6;;;;1,0;;;;1,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;1,0;;;1,0;;542633,0;199,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;;;;;53,6;65.3;;;1,0;0;28;32;Chicago Fire II;1712;FW;1,0
2693520269;199;58;1;28;32;8o8m08he36u0j4w08aj2iodn8;0;0,0;0,0;2024-05-31T23:32:02.443Z;2024-06-01T00:02:07Z;[{'id': 5063356687, 'qualifierId': 9}, {'id': 5063356693, 'qualifierId': 73}, {'id': 5063356691, 'qualifierId': 179}, {'id': 5063356799, 'qualifierId': 233, 'value': '155'}, {'id': 5063356695, 'qualifierId': 56, 'value': 'Back'}, {'id': 5063356689, 'qualifierId': 188}];12wcwqu2liyd0zv8ramcevh1w;P. Los;;;d419p3lh2rq2ou3rp9p15zd3o;Penalty faced;;;;;;;;;;;;;;;;;;;155,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;;;;;;;;;1,0;0;28;32;Toronto II;1712;GK;1,0
2693520279;156;5;1;28;35;29nx7yxy1rdqv2oobqn5pjf8p;0;101,1;46,2;2024-05-31T23:32:06.192Z;2024-05-31T23:32:31Z;[{'id': 5063356755, 'qualifierId': 233, 'value': '200'}, {'id': 5063356749, 'qualifierId': 346}, {'id': 5063356747, 'qualifierId': 56, 'value': 'Center'}];c760g3hvhvi7nra7gpdrynn1m;J. Altobelli;;;d419p3lh2rq2ou3rp9p15zd3o;Out;;;;;;;;;;;;;;;;;;;200,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;home;;;;;;;;;;0;28;35;Chicago Fire II;1715;FW;1,0
2693520277;200;5;1;28;35;8o8m08he36u0j4w08aj2iodn8;1;-1,1;53,8;2024-05-31T23:32:06.192Z;2024-05-31T23:32:07Z;[{'id': 5063356743, 'qualifierId': 56, 'value': 'Back'}, {'id': 5063356751, 'qualifierId': 233, 'value': '156'}, {'id': 5063356745, 'qualifierId': 346}];12wcwqu2liyd0zv8ramcevh1w;P. Los;;;d419p3lh2rq2ou3rp9p15zd3o;Out;;;;;;;;;;;;;;;;;;;156,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;;;;;;;;;;0;28;35;Toronto II;1715;GK;1,0
2693520333;201;1;1;29;25;8o8m08he36u0j4w08aj2iodn8;1;5,1;62,4;2024-05-31T23:32:55.633Z;2024-05-31T23:32:58Z;[{'id': 5063357129, 'qualifierId': 124}, {'id': 5063357137, 'qualifierId': 212, 'value': '15.4'}, {'id': 5063357135, 'qualifierId': 141, 'value': '40.1'}, {'id': 5063357143, 'qualifierId': 237}, {'id': 5063357133, 'qualifierId': 140, 'value': '2.7'}, {'id': 5063357131, 'qualifierId': 56, 'value': 'Back'}, {'id': 5063357139, 'qualifierId': 213, 'value': '4.55'}];72xktsosbsh2uwkwby59mr6z8;D. Konincks;;;d419p3lh2rq2ou3rp9p15zd3o;Pass;;;;;;;;;;;15,4;4,55;2,7;40,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;2,7;40,1;;;;;;;;0;29;25;Toronto II;1765;DC;1,0
2693520341;202;1;1;29;28;8o8m08he36u0j4w08aj2iodn8;1;8,1;39,1;2024-05-31T23:32:59.298Z;2024-05-31T23:33:02Z;[{'id': 5063357161, 'qualifierId': 56, 'value': 'Back'}, {'id': 5063357163, 'qualifierId': 140, 'value': '10.5'}, {'id': 5063357169, 'qualifierId': 213, 'value': '4.84'}, {'id': 5063357167, 'qualifierId': 212, 'value': '19.7'}, {'id': 5063357165, 'qualifierId': 141, 'value': '10.4'}];12wcwqu2liyd0zv8ramcevh1w;P. Los;;;d419p3lh2rq2ou3rp9p15zd3o;Pass;;;;;;;;;;;19,7;4,84;10,5;10,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;away;10,5;10,4;;;;;;;;0;29;28;Toronto II;1768;GK;1,0
