id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Involved;value_TeamKit;value_TeamFormation;value_PlayerPosition;value_Resume;value_Captain;value_TeamPlayerFormation;value_JerseyNumber;value_DirectionOfPlay;value_Length;value_Angle;value_PassEndX;value_PassEndY;value_KickOff;value_Zone;value_LongBall;value_Chipped;value_Defensive;value_OppositeRelatedEventId;value_Offensive;value_HeadPass;value_TouchTypePass;value_Head;value_DeletedEventType;value_AttemptedTackle;value_Direct;value_Foul;value_FreeKickTaken;value_NextEventThrowIn;value_ThrowIn;value_Handball;value_OutSwinger;value_Cross;value_LeftFooted;value_MediumGkIntervention;value_KeeperThrow;value_Launch;value_TouchTypeClearance;value_BlockedPass;value_IntendedTackleTarget;value_TakeOnSpace;value_TakeOnOvertake;value_OutOfPlay;value_NextEventGoalKick;value_GoalKick;value_Low;value_FloatedCross;value_Assist;value_RightFooted;value_IntentionalAssist;value_Straight;value_GkX;value_GoalmouthY;value_CloseRightAndHigh;value_FirstTouch;value_GoalmouthZ;value_Assisted;value_SmallBoxLeft;value_RelatedEventId;value_RegularPlay;value_BigChance;value_GkY;value_NotVisible;value_SwitchOfPlay;value_FlickOn;value_Overrun;value_ShirtPull/Holding;value_Unchallenged;value_LowGkIntervention;value_TouchTypeControl;value_InSwinger;value_LeadingToGoal;value_GkXTimeOfGoal;value_NotAssisted;value_LowCentre;value_GoalShotTimestamp;value_1On1;value_GoalShotGameClock;value_IndividualPlay;value_RelatedError1Id;value_GkYTimeOfGoal;value_BoxCentre;value_FastBreak;value_PlayersCaughtOffside;value_Indirect;value_Shove/Push;value_ThroughBall;value_OutOfBoxCentre;value_Right;value_Volley;value_High;value_Left;value_CornerTaken;value_FromCorner;value_LayOff;value_HighGkIntervention;value_SetPiece;value_GkHoof;value_BlockedX;value_BlockedY;value_Deflection;value_Hands;value_Standing;value_Collected;value_OverArm;value_RecklessOffence;value_YellowCard;value_HighRight;value_LowRight;value_BoxRight;value_Blocked;value_DefBlock;value_PullBack;value_SixYardBlocked;value_Dissent;value_HighClaim;value_InjuredPlayerId;value_Injury;value_Minutes;value_Defensive1V1;value_BlockedCross;value_PersistentInfringement;value_EndType;value_Diving;value_OwnPlayer;value_GkKickFromHands;value_DrivenCross;value_LowLeft;value_SmallBoxCentre;value_Stooping;value_TacticalFoul;value_FreeKick;value_ByWall;value_OwnShotBlocked;value_Tactical;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_NotPastGoalLine;value_GoesToPenalties;value_Penalty;value_Second(2Nd)OppositeRelatedEventId;value_Scored;value_KeeperTouched;value_Saved;value_HitWoodwork;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2676622341;80;61;1;6;46;4g68p0t2f5jzhzfr67i2rj1ex;1;85,4;66,0;2024-04-21T19:10:37.228Z;2024-04-21T19:10:37Z;[{'id': 4971365967, 'qualifierId': 56, 'value': 'Center'}];nhhmltlm3ayn7vqmp6etck5w;C. Ofori;;;cdi8rq3pm3ors98rl4dcw07is;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;;0;6;46;Philadelphia Union II;406;DC;1,0
2676622357;80;1;1;6;47;1zgjjyruyufrkh4xjvryqsb1i;0;6,0;15,8;2024-04-21T19:10:37.799Z;2024-04-21T19:10:54Z;[{'id': 4971367103, 'qualifierId': 286}, {'id': 4971366065, 'qualifierId': 212, 'value': '6.6'}, {'id': 4971366057, 'qualifierId': 56, 'value': 'Back'}, {'id': 4971367099, 'qualifierId': 233, 'value': '81'}, {'id': 4971366063, 'qualifierId': 141, 'value': '12.3'}, {'id': 4971366059, 'qualifierId': 140, 'value': '11.9'}, {'id': 4971366067, 'qualifierId': 213, 'value': '5.92'}, {'id': 4971367097, 'qualifierId': 236}];a3qa9kw3vbh8nu5mgns92czro;O. Makhanya;;;cdi8rq3pm3ors98rl4dcw07is;Pass;;;;;;;;;;6,6;5,92;11,9;12,3;;;;;;81,0;1,0;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;11,9;12,3;;;;;;;;0;6;47;New York RB II;407;;1,0
2676622429;81;74;1;6;47;4g68p0t2f5jzhzfr67i2rj1ex;1;80,8;87,4;2024-04-21T19:10:37.800Z;2024-04-21T21:41:44Z;[{'id': 4971366453, 'qualifierId': 56, 'value': 'Left'}, {'id': 4971367133, 'qualifierId': 233, 'value': '80'}, {'id': 4971366455, 'qualifierId': 285}];e4rpnf90oa672lcm8ego7vllg;R. Mosquera;;;cdi8rq3pm3ors98rl4dcw07is;Blocked Pass;;;;;;;;;;;;;;;;;;1,0;80,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;;0;6;47;Philadelphia Union II;407;AML;1,0
2676622587;81;5;1;6;48;1zgjjyruyufrkh4xjvryqsb1i;1;16,6;-0,9;2024-04-21T19:10:38.601Z;2024-04-21T21:15:33Z;[{'id': 4971367207, 'qualifierId': 347}, {'id': 4971367205, 'qualifierId': 56, 'value': 'Back'}, {'id': 4971367291, 'qualifierId': 233, 'value': '82'}];a3qa9kw3vbh8nu5mgns92czro;O. Makhanya;;;cdi8rq3pm3ors98rl4dcw07is;Out;;;;;;;;;;;;;;;;;;;82,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;;;;;;;;;;0;6;48;New York RB II;408;;1,0
2676622483;82;5;1;6;48;4g68p0t2f5jzhzfr67i2rj1ex;0;83,4;100,9;2024-04-21T19:10:38.601Z;2024-04-21T19:10:57Z;[{'id': 4971367307, 'qualifierId': 233, 'value': '81'}, {'id': 4971366695, 'qualifierId': 56, 'value': 'Left'}, {'id': 4971366697, 'qualifierId': 347}];e4rpnf90oa672lcm8ego7vllg;R. Mosquera;;;cdi8rq3pm3ors98rl4dcw07is;Out;;;;;;;;;;;;;;;;;;;81,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;;0;6;48;Philadelphia Union II;408;AML;1,0
2676622611;82;1;1;7;5;1zgjjyruyufrkh4xjvryqsb1i;0;22,0;0,0;2024-04-21T19:10:55.975Z;2024-04-21T19:10:57Z;[{'id': 4971367337, 'qualifierId': 212, 'value': '16.0'}, {'id': 4971367335, 'qualifierId': 141, 'value': '13.4'}, {'id': 4971367339, 'qualifierId': 213, 'value': '0.66'}, {'id': 4971367331, 'qualifierId': 56, 'value': 'Back'}, {'id': 4971367333, 'qualifierId': 140, 'value': '34.1'}, {'id': 4971367329, 'qualifierId': 107}];15v2azulwhof0p216i7bjp250;J. Berdecio;;;cdi8rq3pm3ors98rl4dcw07is;Pass;;;;;;;;;;16,0;0,66;34,1;13,4;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;34,1;13,4;;;;;;;;0;7;5;New York RB II;425;;1,0
2676622631;83;8;1;7;7;4g68p0t2f5jzhzfr67i2rj1ex;1;58,4;97,9;2024-04-21T19:10:57.456Z;2024-04-28T21:41:09Z;[{'id': 4991166941, 'qualifierId': 385}, {'id': 4971367419, 'qualifierId': 56, 'value': 'Left'}];nhhmltlm3ayn7vqmp6etck5w;C. Ofori;;;cdi8rq3pm3ors98rl4dcw07is;Interception;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;;0;7;7;Philadelphia Union II;427;DC;1,0
2676622737;83;5;1;7;8;1zgjjyruyufrkh4xjvryqsb1i;1;31,2;-1,4;2024-04-21T19:10:58.379Z;2024-04-21T21:15:33Z;[{'id': 4971368077, 'qualifierId': 56, 'value': 'Back'}, {'id': 4971368079, 'qualifierId': 347}, {'id': 4971776537, 'qualifierId': 233, 'value': '899'}];15v2azulwhof0p216i7bjp250;J. Berdecio;;;cdi8rq3pm3ors98rl4dcw07is;Out;;;;;;;;;;;;;;;;;;;899,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;;;;;;;;;;0;7;8;New York RB II;428;;1,0
2676694405;899;5;1;7;8;4g68p0t2f5jzhzfr67i2rj1ex;0;68,8;101,4;2024-04-21T19:10:58.379Z;2024-04-21T21:49:38Z;[{'id': 4971850211, 'qualifierId': 56, 'value': 'Left'}, {'id': 4971850213, 'qualifierId': 347}, {'id': 4971850225, 'qualifierId': 233, 'value': '83'}];;;;;cdi8rq3pm3ors98rl4dcw07is;Out;;;;;;;;;;;;;;;;;;;83,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;;0;7;8;Philadelphia Union II;428;;
2676622749;84;1;1;7;18;1zgjjyruyufrkh4xjvryqsb1i;0;28,4;0,0;2024-04-21T19:11:09.190Z;2024-04-21T19:11:10Z;[{'id': 4971368153, 'qualifierId': 212, 'value': '27.4'}, {'id': 4971368157, 'qualifierId': 1}, {'id': 4971368145, 'qualifierId': 107}, {'id': 4971368149, 'qualifierId': 140, 'value': '52.8'}, {'id': 4971368151, 'qualifierId': 141, 'value': '12.9'}, {'id': 4971368155, 'qualifierId': 213, 'value': '0.36'}, {'id': 4971368147, 'qualifierId': 56, 'value': 'Right'}];15v2azulwhof0p216i7bjp250;J. Berdecio;;;cdi8rq3pm3ors98rl4dcw07is;Pass;;;;;;;;;;27,4;0,36;52,8;12,9;;;1,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;52,8;12,9;;;;;;;;0;7;18;New York RB II;438;;1,0
2680277343;917;1;1;7;21;4g68p0t2f5jzhzfr67i2rj1ex;1;42,4;78,7;2024-04-21T19:11:11.606Z;2024-04-28T21:41:55Z;[{'id': 4991169103, 'qualifierId': 56, 'value': 'Center'}, {'id': 4991169109, 'qualifierId': 212, 'value': '14.2'}, {'id': 4991169107, 'qualifierId': 141, 'value': '72.0'}, {'id': 4991169101, 'qualifierId': 3}, {'id': 4991169111, 'qualifierId': 213, 'value': '5.96'}, {'id': 4991169105, 'qualifierId': 140, 'value': '55.2'}];8u0efvao8rym6mdx0tl0h0qac;A. Jarvis;;;cdi8rq3pm3ors98rl4dcw07is;Pass;;;;;;;;;;14,2;5,96;55,2;72,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;55,2;72,0;;;;;;;;0;7;21;Philadelphia Union II;441;MC;1,0
2680277345;918;61;1;7;22;4g68p0t2f5jzhzfr67i2rj1ex;1;55,2;72,0;2024-04-21T19:11:13.107Z;2024-04-28T21:41:58Z;[{'id': 4991169115, 'qualifierId': 56, 'value': 'Center'}];afqry84j23xgkhqryrontj190;I. Kasule;;;cdi8rq3pm3ors98rl4dcw07is;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;;0;7;22;Philadelphia Union II;442;AMC;1,0
2676622853;85;44;1;7;23;4g68p0t2f5jzhzfr67i2rj1ex;1;68,4;77,2;2024-04-21T19:11:13.398Z;2024-04-21T19:11:18Z;[{'id': 4971368673, 'qualifierId': 286}, {'id': 4971368693, 'qualifierId': 233, 'value': '85'}, {'id': 4971368671, 'qualifierId': 56, 'value': 'Center'}];4akvdujqbywk628gok9xbh2j8;F. Ssebufu;;;cdi8rq3pm3ors98rl4dcw07is;Aerial;;;;;;;;;;;;;;;;;;;85,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;;0;7;23;Philadelphia Union II;443;FW;1,0
2676622807;85;44;1;7;23;1zgjjyruyufrkh4xjvryqsb1i;0;31,6;22,8;2024-04-21T19:11:13.399Z;2024-04-21T19:11:19Z;[{'id': 4971368459, 'qualifierId': 56, 'value': 'Back'}, {'id': 4971368461, 'qualifierId': 285}, {'id': 4971368729, 'qualifierId': 233, 'value': '85'}];81w1fqi66z0ibawynhraybaxg;S. Ngabo;;;cdi8rq3pm3ors98rl4dcw07is;Aerial;;;;;;;;;;;;;;;;;;1,0;85,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;;;;;;;;;;0;7;23;New York RB II;443;;1,0
2676622849;84;1;1;7;23;4g68p0t2f5jzhzfr67i2rj1ex;0;44,0;68,4;2024-04-21T19:11:13.928Z;2024-04-28T23:40:13Z;[{'id': 4971368657, 'qualifierId': 56, 'value': 'Center'}, {'id': 4971368655, 'qualifierId': 3}, {'id': 4971368661, 'qualifierId': 141, 'value': '74.8'}, {'id': 4971368663, 'qualifierId': 212, 'value': '23.0'}, {'id': 4971368659, 'qualifierId': 140, 'value': '65.5'}, {'id': 4971368665, 'qualifierId': 213, 'value': '0.19'}];4akvdujqbywk628gok9xbh2j8;F. Ssebufu;;;cdi8rq3pm3ors98rl4dcw07is;Pass;;;;;;;;;;23,0;0,19;65,5;74,8;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;65,5;74,8;;;;;;;;0;7;23;Philadelphia Union II;443;FW;1,0
2676622841;86;1;1;7;25;1zgjjyruyufrkh4xjvryqsb1i;1;28,8;25,2;2024-04-21T19:11:15.591Z;2024-04-21T19:16:50Z;[{'id': 4971368615, 'qualifierId': 56, 'value': 'Back'}, {'id': 4971368621, 'qualifierId': 212, 'value': '9.6'}, {'id': 4971392403, 'qualifierId': 155}, {'id': 4971368617, 'qualifierId': 140, 'value': '34.9'}, {'id': 4971368623, 'qualifierId': 213, 'value': '0.84'}, {'id': 4971368619, 'qualifierId': 141, 'value': '35.7'}];81w1fqi66z0ibawynhraybaxg;S. Ngabo;;;cdi8rq3pm3ors98rl4dcw07is;Pass;;;;;;;;;;9,6;0,84;34,9;35,7;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;34,9;35,7;;;;;;;;0;7;25;New York RB II;445;;1,0
2676622845;87;61;1;7;26;1zgjjyruyufrkh4xjvryqsb1i;0;34,8;36,0;2024-04-21T19:11:17.254Z;2024-04-21T19:16:52Z;[{'id': 4971368641, 'qualifierId': 56, 'value': 'Back'}];45v94x6b8g7n4xa3lsfdp6pzo;D. Vazquez;;;cdi8rq3pm3ors98rl4dcw07is;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;;;;;;;;;;0;7;26;New York RB II;446;;1,0
2680277819;919;1;1;7;27;4g68p0t2f5jzhzfr67i2rj1ex;1;57,6;65,7;2024-04-21T19:11:17.409Z;2024-04-28T21:42:40Z;[{'id': 4991171717, 'qualifierId': 140, 'value': '63.0'}, {'id': 4991171723, 'qualifierId': 212, 'value': '7.2'}, {'id': 4991171713, 'qualifierId': 56, 'value': 'Center'}, {'id': 4991171725, 'qualifierId': 213, 'value': '5.61'}, {'id': 4991171721, 'qualifierId': 141, 'value': '59.1'}];8u0efvao8rym6mdx0tl0h0qac;A. Jarvis;;;cdi8rq3pm3ors98rl4dcw07is;Pass;;;;;;;;;;7,2;5,61;63,0;59,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;63,0;59,1;;;;;;;;0;7;27;Philadelphia Union II;447;MC;1,0
2676622923;86;43;1;7;27;4g68p0t2f5jzhzfr67i2rj1ex;1;0,0;0,0;2024-04-21T19:11:18.033Z;2024-04-28T21:42:09Z;[{'id': 4971369063, 'qualifierId': 56, 'value': 'Center'}, {'id': 4971369069, 'qualifierId': 212, 'value': '10.3'}, {'id': 4971369067, 'qualifierId': 141, 'value': '60.0'}, {'id': 4971369061, 'qualifierId': 3, 'value': '0'}, {'id': 4971369071, 'qualifierId': 213, 'value': '4.49'}, {'id': 4971369065, 'qualifierId': 140, 'value': '63.3'}, {'id': 4991170023, 'qualifierId': 144, 'value': '1'}];4akvdujqbywk628gok9xbh2j8;F. Ssebufu;;;cdi8rq3pm3ors98rl4dcw07is;Deleted event;;;;;;;;;;10,3;4,49;63,3;60,0;;;;;;;;0,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;63,3;60,0;;;;;;;;0;7;27;Philadelphia Union II;447;FW;1,0
2680277821;920;49;1;7;28;4g68p0t2f5jzhzfr67i2rj1ex;1;70,9;48,7;2024-04-21T19:11:18.659Z;2024-04-28T21:42:41Z;[];8q2wozyqz4nveabn71hc614dm;S. Sserwadda;;;cdi8rq3pm3ors98rl4dcw07is;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;;0;7;28;Philadelphia Union II;448;AMR;1,0
2676622961;87;1;1;7;32;4g68p0t2f5jzhzfr67i2rj1ex;1;69,5;38,8;2024-04-21T19:11:22.561Z;2024-04-21T19:11:25Z;[{'id': 4971369259, 'qualifierId': 141, 'value': '59.7'}, {'id': 4971369255, 'qualifierId': 56, 'value': 'Center'}, {'id': 4971369257, 'qualifierId': 140, 'value': '80.5'}, {'id': 4971369261, 'qualifierId': 212, 'value': '18.3'}, {'id': 4971369263, 'qualifierId': 213, 'value': '0.89'}];8q2wozyqz4nveabn71hc614dm;S. Sserwadda;;;cdi8rq3pm3ors98rl4dcw07is;Pass;;;;;;;;;;18,3;0,89;80,5;59,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;80,5;59,7;;;;;;;;0;7;32;Philadelphia Union II;452;AMR;1,0
2676622963;88;61;1;7;34;4g68p0t2f5jzhzfr67i2rj1ex;0;82,1;60,6;2024-04-21T19:11:24.632Z;2024-04-21T21:43:14Z;[{'id': 4971369271, 'qualifierId': 56, 'value': 'Center'}];4akvdujqbywk628gok9xbh2j8;F. Ssebufu;;;cdi8rq3pm3ors98rl4dcw07is;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;;0;7;34;Philadelphia Union II;454;FW;1,0
2676622959;88;43;1;7;35;1zgjjyruyufrkh4xjvryqsb1i;1;0,0;0,0;2024-04-21T19:11:25.607Z;2024-04-28T21:42:49Z;[{'id': 4991172139, 'qualifierId': 144, 'value': '54'}, {'id': 4971369449, 'qualifierId': 232, 'value': '0'}];2y9o7d8tm1f8fnp6jewxzifis;A. Rick;;;cdi8rq3pm3ors98rl4dcw07is;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;54,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;;;;;;;;;;0;7;35;New York RB II;455;;1,0
2676622969;89;52;1;7;35;1zgjjyruyufrkh4xjvryqsb1i;1;10,8;42,1;2024-04-21T19:11:26.182Z;2024-04-28T21:42:52Z;[{'id': 4991172319, 'qualifierId': 376}];2y9o7d8tm1f8fnp6jewxzifis;A. Rick;;;cdi8rq3pm3ors98rl4dcw07is;Keeper pick-up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;;;;;;;;;;0;7;35;New York RB II;455;;1,0
2676623099;90;1;1;7;40;1zgjjyruyufrkh4xjvryqsb1i;1;13,2;48,5;2024-04-21T19:11:31.334Z;2024-04-21T19:11:36Z;[{'id': 4971369953, 'qualifierId': 212, 'value': '15.5'}, {'id': 4971369945, 'qualifierId': 123}, {'id': 4971369949, 'qualifierId': 140, 'value': '20.2'}, {'id': 4971369951, 'qualifierId': 141, 'value': '68.5'}, {'id': 4971369955, 'qualifierId': 213, 'value': '1.08'}, {'id': 4971369947, 'qualifierId': 56, 'value': 'Back'}];2y9o7d8tm1f8fnp6jewxzifis;A. Rick;;;cdi8rq3pm3ors98rl4dcw07is;Pass;;;;;;;;;;15,5;1,08;20,2;68,5;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;20,2;68,5;;;;;;;;0;7;40;New York RB II;460;;1,0
2676623143;91;1;1;7;45;1zgjjyruyufrkh4xjvryqsb1i;0;24,4;74,8;2024-04-21T19:11:36.118Z;2024-04-21T19:11:39Z;[{'id': 4971370215, 'qualifierId': 140, 'value': '64.1'}, {'id': 4971370221, 'qualifierId': 213, 'value': '6.22'}, {'id': 4971370211, 'qualifierId': 155}, {'id': 4971370217, 'qualifierId': 141, 'value': '71.2'}, {'id': 4971370223, 'qualifierId': 1}, {'id': 4971370219, 'qualifierId': 212, 'value': '41.8'}, {'id': 4971370213, 'qualifierId': 56, 'value': 'Center'}];a3qa9kw3vbh8nu5mgns92czro;O. Makhanya;;;cdi8rq3pm3ors98rl4dcw07is;Pass;;;;;;;;;;41,8;6,22;64,1;71,2;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;home;64,1;71,2;;;;;;;;0;7;45;New York RB II;465;;1,0
