id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_PlayerPosition;value_TeamPlayerFormation;value_Resume;value_JerseyNumber;value_TeamKit;value_Captain;value_Involved;value_TeamFormation;value_DirectionOfPlay;value_Angle;value_PassEndY;value_Zone;value_Length;value_PassEndX;value_KickOff;value_Launch;value_LongBall;value_OppositeRelatedEventId;value_Offensive;value_Defensive;value_HeadPass;value_Chipped;value_SwitchOfPlay;value_Assist;value_RelatedEventId;value_GkX;value_GoalmouthZ;value_RightFooted;value_Assisted;value_CloseHigh;value_RegularPlay;value_GoalmouthY;value_IndividualPlay;value_GkY;value_OutOfBoxCentre;value_NextEventGoalKick;value_Low;value_GoalKick;value_AerialFoul;value_Direct;value_Foul;value_FreeKickTaken;value_IntendedTackleTarget;value_DeletedEventType;value_NextEventThrowIn;value_ThrowIn;value_TouchTypePass;value_LayOff;value_Straight;value_DrivenCross;value_Cross;value_LowGkIntervention;value_KeeperThrow;value_OverArm;value_TakeOnOvertake;value_TouchTypeClearance;value_NotVisible;value_OutOfPlay;value_Right;value_Left;value_OutSwinger;value_IntentionalAssist;value_CornerTaken;value_FirstTouch;value_MisHit;value_BoxCentre;value_FromCorner;value_Volley;value_Head;value_2NdAssist;value_LowCentre;value_2NdRelatedEventId;value_GkXTimeOfGoal;value_2NdAssisted;value_GoalShotGameClock;value_GkYTimeOfGoal;value_LeftFooted;value_BigChance;value_GoalShotTimestamp;value_PlayersCaughtOffside;value_Indirect;value_Overrun;value_TouchTypeControl;value_FlickOn;value_CloseLeft;value_BoxDeepLeft;value_BoxRight;value_High;value_MediumGkIntervention;value_ThroughBall;value_BoxDeepRight;value_TempBlocked;value_OutOfBoxDeepRight;value_InSwinger;value_CloseRight;value_PullBack;value_BlockedY;value_LowLeft;value_SixYardBlocked;value_Blocked;value_BlockedX;value_DefBlock;value_OverhitCross;value_NotAssisted;value_Hands;value_Stooping;value_ParriedSafe;value_BlockedPass;value_AttemptedTackle;value_LowRight;value_Injury;value_InjuredPlayerId;value_BlockedCross;value_TakeOnSpace;value_HighRight;value_BoxLeft;value_Strong;value_NotPastGoalLine;value_Weak;value_Minutes;value_Shove/Push;value_EndType;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_Defensive1V1;value_SwerveLeft;value_Collected;value_GkKickFromHands;value_Standing;value_CloseLeftAndHigh;value_LeadingToAttempt;value_SmallBoxCentre;value_RelatedError1Id;value_Diving;value_YellowCard;value_TacticalFoul;value_HighLeft;value_KeeperTouched;value_FreeKick;value_CaptainChange;value_FastBreak;value_SetPiece;value_FollowsADribble;value_GoesToPenalties;value_Penalty;value_Second(2Nd)OppositeRelatedEventId;value_Scored;value_Saved;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2698079057;244;1;1;27;37;erwnez7ksfkns4dqmyr1fhbe;1;47,6;70,7;2024-06-27T00:17:28.915Z;2024-06-29T07:41:09Z;[{'id': 5088443943, 'qualifierId': 213, 'value': '4.57'}, {'id': 5088443931, 'qualifierId': 56, 'value': 'Back'}, {'id': 5088443935, 'qualifierId': 141, 'value': '44.0'}, {'id': 5088443933, 'qualifierId': 140, 'value': '45.2'}, {'id': 5088443939, 'qualifierId': 212, 'value': '18.3'}];1b9b97pxox77ia41cilqqm4iy;Nick Firmino;;;dmypqxuppleh24mg496apb9jo;Pass;;;;;;;;;;4,57;44,0;;18,3;45,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;45,2;44,0;;;;;;;;0;27;37;Orlando City B;1657;FWL;1,0
2698079067;245;1;1;27;39;erwnez7ksfkns4dqmyr1fhbe;0;45,9;36,4;2024-06-27T00:17:31.108Z;2024-06-27T00:17:32Z;[{'id': 5088443991, 'qualifierId': 1}, {'id': 5088443981, 'qualifierId': 56, 'value': 'Right'}, {'id': 5088443987, 'qualifierId': 212, 'value': '39.8'}, {'id': 5088443985, 'qualifierId': 141, 'value': '0.0'}, {'id': 5088443983, 'qualifierId': 140, 'value': '75.5'}, {'id': 5088443989, 'qualifierId': 213, 'value': '5.61'}];d5kcfgycj51y6aw82r38sl7o4;Javier Armas;;;dmypqxuppleh24mg496apb9jo;Pass;;;;;;;;;;5,61;0,0;;39,8;75,5;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;75,5;0,0;;;;;;;;0;27;39;Orlando City B;1659;MC;1,0
2698079069;246;43;1;27;41;erwnez7ksfkns4dqmyr1fhbe;1;0,0;0,0;2024-06-27T00:17:32.446Z;2024-06-27T00:17:34Z;[{'id': 5088443993, 'qualifierId': 56, 'value': 'Right'}, {'id': 5088443995, 'qualifierId': 347, 'value': '0'}, {'id': 5088444055, 'qualifierId': 144, 'value': '5'}];d5kcfgycj51y6aw82r38sl7o4;Javier Armas;;;dmypqxuppleh24mg496apb9jo;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;;;;;;;;;;0;27;41;Orlando City B;1661;MC;1,0
2698079105;247;1;1;27;47;erwnez7ksfkns4dqmyr1fhbe;1;77,3;2,6;2024-06-27T00:17:38.692Z;2024-06-27T00:17:42Z;[{'id': 5088444187, 'qualifierId': 141, 'value': '9.2'}, {'id': 5088444185, 'qualifierId': 140, 'value': '81.7'}, {'id': 5088444183, 'qualifierId': 56, 'value': 'Right'}, {'id': 5088444191, 'qualifierId': 213, 'value': '0.77'}, {'id': 5088444189, 'qualifierId': 212, 'value': '6.4'}];cbjd834y2hdx5jr3bda1zz6ga;E. Centeno;;;dmypqxuppleh24mg496apb9jo;Pass;;;;;;;;;;0,77;9,2;;6,4;81,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;81,7;9,2;;;;;;;;0;27;47;Orlando City B;1667;DR;1,0
2698079135;248;1;1;27;51;erwnez7ksfkns4dqmyr1fhbe;1;71,0;12,8;2024-06-27T00:17:42.836Z;2024-06-27T00:17:48Z;[{'id': 5088444349, 'qualifierId': 1}, {'id': 5088444343, 'qualifierId': 141, 'value': '72.7'}, {'id': 5088444347, 'qualifierId': 213, 'value': '1.37'}, {'id': 5088444345, 'qualifierId': 212, 'value': '41.6'}, {'id': 5088444339, 'qualifierId': 56, 'value': 'Center'}, {'id': 5088444341, 'qualifierId': 140, 'value': '78.9'}];7y5v3oex0pnupaahm8arguluc;M. Gallardo;;;dmypqxuppleh24mg496apb9jo;Pass;;;;;;;;;;1,37;72,7;;41,6;78,9;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;78,9;72,7;;;;;;;;0;27;51;Orlando City B;1671;FWR;1,0
2698079147;249;1;1;27;56;erwnez7ksfkns4dqmyr1fhbe;1;80,3;76,5;2024-06-27T00:17:48.021Z;2024-06-29T07:41:44Z;[{'id': 5088444461, 'qualifierId': 56, 'value': 'Right'}, {'id': 5088444459, 'qualifierId': 155}, {'id': 5088444467, 'qualifierId': 212, 'value': '51.0'}, {'id': 5089904439, 'qualifierId': 72}, {'id': 5088444465, 'qualifierId': 141, 'value': '6.8'}, {'id': 5089904437, 'qualifierId': 224}, {'id': 5088444457, 'qualifierId': 2}, {'id': 5088444469, 'qualifierId': 213, 'value': '5.09'}, {'id': 5088444463, 'qualifierId': 140, 'value': '98.2'}, {'id': 5088444471, 'qualifierId': 1}, {'id': 5089904445, 'qualifierId': 345}];bjk2ns3xadow18v3tkvqqrkh6;J. Williams;;;dmypqxuppleh24mg496apb9jo;Pass;;;;;;;;;;5,09;6,8;;51,0;98,2;;;1,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;98,2;6,8;;;;;;;;0;27;56;Orlando City B;1676;DC;1,0
2698079153;250;1;1;28;4;erwnez7ksfkns4dqmyr1fhbe;0;88,6;15,6;2024-06-27T00:17:55.428Z;2024-06-29T07:41:57Z;[{'id': 5088444499, 'qualifierId': 56, 'value': 'Center'}, {'id': 5088444503, 'qualifierId': 141, 'value': '49.9'}, {'id': 5089904501, 'qualifierId': 223}, {'id': 5088444501, 'qualifierId': 140, 'value': '95.4'}, {'id': 5089904503, 'qualifierId': 72}, {'id': 5088444497, 'qualifierId': 155}, {'id': 5088444507, 'qualifierId': 213, 'value': '1.27'}, {'id': 5088444495, 'qualifierId': 2}, {'id': 5088444505, 'qualifierId': 212, 'value': '24.4'}];cbjd834y2hdx5jr3bda1zz6ga;E. Centeno;;;dmypqxuppleh24mg496apb9jo;Pass;;;;;;;;;;1,27;49,9;;24,4;95,4;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;95,4;49,9;;;;;;;;0;28;4;Orlando City B;1684;DR;1,0
2698079169;199;12;1;28;8;479lsfr4cwlzewpbuda3y2xv4;1;4,9;52,7;2024-06-27T00:17:59.399Z;2024-06-27T00:18:02Z;[{'id': 5088444595, 'qualifierId': 213, 'value': '0.27'}, {'id': 5088444587, 'qualifierId': 56, 'value': 'Back'}, {'id': 5088444593, 'qualifierId': 212, 'value': '18.2'}, {'id': 5088444591, 'qualifierId': 141, 'value': '59.7'}, {'id': 5088444589, 'qualifierId': 140, 'value': '21.6'}];ex99a6zbacpkkhgvynu80qpzo;N. Kibunguchy;;;dmypqxuppleh24mg496apb9jo;Clearance;;;;;;;;;;0,27;59,7;;18,2;21,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;21,6;59,7;;;;;;;;0;28;8;Atlanta United II;1688;DL;1,0
2698079165;251;1;1;28;8;erwnez7ksfkns4dqmyr1fhbe;1;80,2;36,9;2024-06-27T00:17:59.941Z;2024-06-27T00:18:01Z;[{'id': 5088444567, 'qualifierId': 56, 'value': 'Center'}, {'id': 5088444573, 'qualifierId': 212, 'value': '16.3'}, {'id': 5088444571, 'qualifierId': 141, 'value': '56.0'}, {'id': 5088444569, 'qualifierId': 140, 'value': '89.6'}, {'id': 5088444575, 'qualifierId': 213, 'value': '0.92'}];6ahu72g0u39bxbjiz7ggefai1;N. Okello;;;dmypqxuppleh24mg496apb9jo;Pass;;;;;;;;;;0,92;56,0;;16,3;89,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;89,6;56,0;;;;;;;;0;28;8;Orlando City B;1688;MC;1,0
2698079167;252;3;1;28;10;erwnez7ksfkns4dqmyr1fhbe;0;89,9;56,4;2024-06-27T00:18:01.637Z;2024-06-29T07:42:11Z;[{'id': 5088444579, 'qualifierId': 56, 'value': 'Center'}, {'id': 5088444581, 'qualifierId': 286}, {'id': 5088444607, 'qualifierId': 233, 'value': '200'}, {'id': 5089904565, 'qualifierId': 465}];1b9b97pxox77ia41cilqqm4iy;Nick Firmino;;;dmypqxuppleh24mg496apb9jo;Take On;;;;;;;;;;;;;;;;;;200,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;;;;;;;;;;0;28;10;Orlando City B;1690;FWL;1,0
2698079171;200;7;1;28;10;479lsfr4cwlzewpbuda3y2xv4;1;10,1;43,6;2024-06-27T00:18:01.638Z;2024-06-29T07:42:13Z;[{'id': 5088444601, 'qualifierId': 233, 'value': '252'}, {'id': 5088444599, 'qualifierId': 285}, {'id': 5089904571, 'qualifierId': 383}, {'id': 5088444597, 'qualifierId': 56, 'value': 'Back'}];ex99a6zbacpkkhgvynu80qpzo;N. Kibunguchy;;;dmypqxuppleh24mg496apb9jo;Tackle;;;;;;;;;;;;;;;;;;252,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;;0;28;10;Atlanta United II;1690;DL;1,0
2698079173;201;49;1;28;11;479lsfr4cwlzewpbuda3y2xv4;1;14,5;42,2;2024-06-27T00:18:02.477Z;2024-06-27T00:18:31Z;[];ex99a6zbacpkkhgvynu80qpzo;N. Kibunguchy;;;dmypqxuppleh24mg496apb9jo;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;;0;28;11;Atlanta United II;1691;DL;1,0
2698079175;202;61;1;28;12;479lsfr4cwlzewpbuda3y2xv4;0;28,0;43,9;2024-06-27T00:18:04.133Z;2024-06-27T00:18:33Z;[{'id': 5088444609, 'qualifierId': 56, 'value': 'Back'}];ex99a6zbacpkkhgvynu80qpzo;N. Kibunguchy;;;dmypqxuppleh24mg496apb9jo;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;;0;28;12;Atlanta United II;1692;DL;1,0
2698079177;253;49;1;28;14;erwnez7ksfkns4dqmyr1fhbe;1;73,4;47,9;2024-06-27T00:18:06.036Z;2024-06-27T00:18:06Z;[];6ahu72g0u39bxbjiz7ggefai1;N. Okello;;;dmypqxuppleh24mg496apb9jo;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;;;;;;;;;;0;28;14;Orlando City B;1694;MC;1,0
2698079179;254;15;1;28;15;erwnez7ksfkns4dqmyr1fhbe;1;76,6;57,9;2024-06-27T00:18:06.430Z;2024-06-29T07:42:55Z;[{'id': 5088444617, 'qualifierId': 56, 'value': 'Center'}, {'id': 5088444857, 'qualifierId': 215}, {'id': 5088444863, 'qualifierId': 146, 'value': '98.0'}, {'id': 5088444869, 'qualifierId': 233, 'value': '203'}, {'id': 5088444865, 'qualifierId': 147, 'value': '48.2'}, {'id': 5088444615, 'qualifierId': 18}, {'id': 5089904697, 'qualifierId': 78}, {'id': 5088444855, 'qualifierId': 103, 'value': '5.7'}, {'id': 5088444853, 'qualifierId': 102, 'value': '51.6'}, {'id': 5088444861, 'qualifierId': 458}, {'id': 5088444691, 'qualifierId': 72}, {'id': 5088444613, 'qualifierId': 22}];6ahu72g0u39bxbjiz7ggefai1;N. Okello;;;dmypqxuppleh24mg496apb9jo;Attempt Saved;;;;;;;;;;;;;;;;;;203,0;;;;;;;;;5,7;;;;1,0;51,6;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;48,2;;;;98,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;;;98,0;48,2;51,6;5.7;;;;0;28;15;Orlando City B;1695;MC;1,0
2698079191;203;10;1;28;15;479lsfr4cwlzewpbuda3y2xv4;1;1,9;47,3;2024-06-27T00:18:06.530Z;2024-06-29T08:17:32Z;[{'id': 5088444687, 'qualifierId': 182}, {'id': 5089904719, 'qualifierId': 376}, {'id': 5088444955, 'qualifierId': 180}, {'id': 5088444683, 'qualifierId': 173}, {'id': 5088444689, 'qualifierId': 56, 'value': 'Back'}, {'id': 5088444831, 'qualifierId': 233, 'value': '254'}];8h2vywep73yn25kus2nda8ga2;C. Mercado;;;dmypqxuppleh24mg496apb9jo;Save;;;;;;;;;;;;;;;;;;254,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;;0;28;15;Atlanta United II;1695;GK;1,0
2698079197;204;52;1;28;27;479lsfr4cwlzewpbuda3y2xv4;1;1,9;47,3;2024-06-27T00:18:18.461Z;2024-06-29T07:43:22Z;[{'id': 5089904789, 'qualifierId': 376}, {'id': 5089904783, 'qualifierId': 189}];8h2vywep73yn25kus2nda8ga2;C. Mercado;;;dmypqxuppleh24mg496apb9jo;Keeper pick-up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;;0;28;27;Atlanta United II;1707;GK;1,0
2698079273;205;1;1;28;41;479lsfr4cwlzewpbuda3y2xv4;1;1,9;47,3;2024-06-27T00:18:32.495Z;2024-06-27T00:44:30Z;[{'id': 5088445177, 'qualifierId': 212, 'value': '45.2'}, {'id': 5088445175, 'qualifierId': 141, 'value': '5.9'}, {'id': 5088445171, 'qualifierId': 56, 'value': 'Back'}, {'id': 5088483507, 'qualifierId': 123}, {'id': 5088445179, 'qualifierId': 213, 'value': '5.61'}, {'id': 5088484125, 'qualifierId': 287}, {'id': 5088445173, 'qualifierId': 140, 'value': '35.6'}, {'id': 5088483781, 'qualifierId': 189}, {'id': 5088445181, 'qualifierId': 1}];8h2vywep73yn25kus2nda8ga2;C. Mercado;;;dmypqxuppleh24mg496apb9jo;Pass;;;;;;;;;;5,61;5,9;;45,2;35,6;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;35,6;5,9;;;;;;;;0;28;41;Atlanta United II;1721;GK;1,0
2698079275;206;1;1;28;44;479lsfr4cwlzewpbuda3y2xv4;0;35,9;5,3;2024-06-27T00:18:35.948Z;2024-06-27T00:18:38Z;[{'id': 5088445191, 'qualifierId': 212, 'value': '2.7'}, {'id': 5088445185, 'qualifierId': 56, 'value': 'Back'}, {'id': 5088445267, 'qualifierId': 233, 'value': '255'}, {'id': 5088445187, 'qualifierId': 140, 'value': '37.1'}, {'id': 5088445265, 'qualifierId': 236}, {'id': 5088445193, 'qualifierId': 213, 'value': '1.08'}, {'id': 5088445189, 'qualifierId': 141, 'value': '8.8'}, {'id': 5088445271, 'qualifierId': 286}];6g7i7z6m8vts105dny1g6z3hm;A. Freeman;;;dmypqxuppleh24mg496apb9jo;Pass;;;;;;;;;;1,08;8,8;;2,7;37,1;;;;255,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;37,1;8,8;;;;;;;;0;28;44;Atlanta United II;1724;DR;1,0
2698079287;255;74;1;28;44;erwnez7ksfkns4dqmyr1fhbe;1;59,8;95,0;2024-06-27T00:18:35.949Z;2024-06-27T00:25:06Z;[{'id': 5088445273, 'qualifierId': 233, 'value': '206'}, {'id': 5088445245, 'qualifierId': 56, 'value': 'Left'}, {'id': 5088445247, 'qualifierId': 285}];1b9b97pxox77ia41cilqqm4iy;Nick Firmino;;;dmypqxuppleh24mg496apb9jo;Blocked Pass;;;;;;;;;;;;;;;;;;206,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;;;;;;;;;;0;28;44;Orlando City B;1724;FWL;1,0
2698079297;207;1;1;28;48;479lsfr4cwlzewpbuda3y2xv4;1;33,4;6,1;2024-06-27T00:18:39.495Z;2024-06-27T00:18:41Z;[{'id': 5088445293, 'qualifierId': 141, 'value': '6.8'}, {'id': 5088445291, 'qualifierId': 140, 'value': '26.0'}, {'id': 5088445289, 'qualifierId': 56, 'value': 'Back'}, {'id': 5088445297, 'qualifierId': 213, 'value': '3.08'}, {'id': 5088445295, 'qualifierId': 212, 'value': '7.8'}];6g7i7z6m8vts105dny1g6z3hm;A. Freeman;;;dmypqxuppleh24mg496apb9jo;Pass;;;;;;;;;;3,08;6,8;;7,8;26,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;26,0;6,8;;;;;;;;0;28;48;Atlanta United II;1728;DR;1,0
2698079327;208;1;1;28;49;479lsfr4cwlzewpbuda3y2xv4;1;26,3;8,0;2024-06-27T00:18:41.026Z;2024-06-27T00:18:48Z;[{'id': 5088445493, 'qualifierId': 212, 'value': '20.9'}, {'id': 5088445489, 'qualifierId': 140, 'value': '22.8'}, {'id': 5088445491, 'qualifierId': 141, 'value': '38.3'}, {'id': 5088445495, 'qualifierId': 213, 'value': '1.75'}, {'id': 5088445487, 'qualifierId': 56, 'value': 'Back'}];ex99a6zbacpkkhgvynu80qpzo;N. Kibunguchy;;;dmypqxuppleh24mg496apb9jo;Pass;;;;;;;;;;1,75;38,3;;20,9;22,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;22,8;38,3;;;;;;;;0;28;49;Atlanta United II;1729;DL;1,0
2698079337;209;1;1;28;57;479lsfr4cwlzewpbuda3y2xv4;1;28,0;46,0;2024-06-27T00:18:48.541Z;2024-06-27T00:18:52Z;[{'id': 5088445571, 'qualifierId': 140, 'value': '33.7'}, {'id': 5088445573, 'qualifierId': 141, 'value': '23.7'}, {'id': 5088445575, 'qualifierId': 212, 'value': '16.3'}, {'id': 5088445569, 'qualifierId': 56, 'value': 'Back'}, {'id': 5088445577, 'qualifierId': 213, 'value': '5.09'}];4jkf81djj5h43v8rlnib1tizu;T. Williams;;;dmypqxuppleh24mg496apb9jo;Pass;;;;;;;;;;5,09;23,7;;16,3;33,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;33,7;23,7;;;;;;;;0;28;57;Atlanta United II;1737;DC;1,0
