id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;matchId;type_displayName;value_TeamPlayerFormation;value_TeamFormation;value_TeamKit;value_Captain;value_JerseyNumber;value_Resume;value_Involved;value_PlayerPosition;value_DirectionOfPlay;value_Zone;value_Length;value_PassEndY;value_KickOff;value_Angle;value_PassEndX;value_LongBall;value_Chipped;value_HeadPass;value_OppositeRelatedEventId;value_NextEventThrowIn;value_ThrowIn;value_TouchTypePass;value_BlockedPass;value_Offensive;value_Defensive;value_Launch;value_DeletedEventType;value_OutSwinger;value_Cross;value_RightFooted;value_NextEventGoalKick;value_Low;value_GoalKick;value_FlickOn;value_Head;value_OutOfPlay;value_SwitchOfPlay;value_LayOff;value_TouchTypeClearance;value_IntendedTackleTarget;value_TakeOnOvertake;value_ThroughBall;value_ShirtPull/Holding;value_Direct;value_Foul;value_FreeKickTaken;value_IntentionalAssist;value_Assist;value_BlockedY;value_RelatedEventId;value_FirstTouch;value_GoalmouthZ;value_HitWoodwork;value_IndividualPlay;value_LowRight;value_BlockedX;value_GoalmouthY;value_Assisted;value_LeftFooted;value_RegularPlay;value_OutOfBoxCentre;value_LowGkIntervention;value_ParriedDanger;value_Diving;value_Hands;value_FantasyAssistId;value_FantasyAssistedBy;value_FantasyAssistType;value_GoalShotTimestamp;value_FantasyAssistTeam;value_BoxCentre;value_LowLeft;value_GoalShotGameClock;value_GkX;value_NotAssisted;value_BigChance;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_GkY;value_KeeperThrow;value_MediumGkIntervention;value_Shove/Push;value_Blocked;value_LowCentre;value_DefBlock;value_TakeOnSpace;value_TouchTypeControl;value_AttemptedTackle;value_ParriedSafe;value_BlockedCross;value_PullBack;value_CloseHigh;value_FreeKick;value_SwerveLeft;value_RefereeDelay;value_DrinksBreak;value_IncorrectOutOfPlayDecision;value_High;value_OverArm;value_Left;value_CornerTaken;value_InSwinger;value_Right;value_NotPastGoalLine;value_Volley;value_FromCorner;value_SmallBoxLeft;value_HighGkIntervention;value_GkStart;value_Defensive1V1;value_YellowCard;value_TimeWasting;value_NotVisible;value_Minutes;value_Overrun;value_EndType;value_Tactical;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_Deflection;value_Standing;value_Handball;value_Dissent;value_CloseRight;value_HighLeft;value_TempBlocked;value_RecklessOffence;value_PlayersCaughtOffside;value_Indirect;value_OverhitCross;value_LeadingToAttempt;value_1On1;value_CloseLeft;value_RelatedError1Id;value_BoxLeft;value_InjuredPlayerId;value_Injury;value_HighClaim;value_Stooping;value_Collected;value_ByWall;value_SetPiece;value_GkKickFromHands;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2680196301;269;49;1;27;13;479lsfr4cwlzewpbuda3y2xv4;1;28,8;26,5;2024-04-28T19:30:33.951Z;2024-04-28T19:30:34Z;[];6g7i7z6m8vts105dny1g6z3hm;A. Freeman;;cgwkg6392h02jq056cf3niw44;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;0;0;27;13;Toronto II;1633;DR;1,0
2680196315;270;1;1;27;13;479lsfr4cwlzewpbuda3y2xv4;1;28,8;26,5;2024-04-28T19:30:34.111Z;2024-04-28T19:30:35Z;[{'id': 4990721275, 'qualifierId': 213, 'value': '1.59'}, {'id': 4990721269, 'qualifierId': 140, 'value': '28.3'}, {'id': 4990721273, 'qualifierId': 212, 'value': '30.4'}, {'id': 4990721267, 'qualifierId': 56, 'value': 'Back'}, {'id': 4990721271, 'qualifierId': 141, 'value': '71.2'}];6g7i7z6m8vts105dny1g6z3hm;A. Freeman;;cgwkg6392h02jq056cf3niw44;Pass;;;;;;;;;;;30,4;71,2;;1,59;28,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;28,3;71,2;;;;;;;0;0;27;13;Toronto II;1633;DR;1,0
2680196325;271;1;1;27;14;479lsfr4cwlzewpbuda3y2xv4;1;28,1;71,7;2024-04-28T19:30:34.896Z;2024-04-28T19:30:36Z;[{'id': 4990721341, 'qualifierId': 140, 'value': '36.0'}, {'id': 4990721347, 'qualifierId': 213, 'value': '6.10'}, {'id': 4990721339, 'qualifierId': 56, 'value': 'Back'}, {'id': 4990721343, 'qualifierId': 141, 'value': '69.4'}, {'id': 4990721345, 'qualifierId': 212, 'value': '8.4'}];4ulfw4ik3i6ks2t7utgek5l3o;M. Cocca;;cgwkg6392h02jq056cf3niw44;Pass;;;;;;;;;;;8,4;69,4;;6,1;36,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;36,0;69,4;;;;;;;0;0;27;14;Toronto II;1634;DC;1,0
2680196353;272;1;1;27;15;479lsfr4cwlzewpbuda3y2xv4;1;36,2;69,1;2024-04-28T19:30:35.983Z;2024-04-28T19:30:38Z;[{'id': 4990721493, 'qualifierId': 140, 'value': '43.1'}, {'id': 4990721495, 'qualifierId': 141, 'value': '89.4'}, {'id': 4990721491, 'qualifierId': 56, 'value': 'Back'}, {'id': 4990721497, 'qualifierId': 212, 'value': '15.6'}, {'id': 4990721499, 'qualifierId': 213, 'value': '1.09'}];abemsr9zh7bklu5jboks5ivpw;Y. Tsukada;;cgwkg6392h02jq056cf3niw44;Pass;;;;;;;;;;;15,6;89,4;;1,09;43,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;43,1;89,4;;;;;;;0;0;27;15;Toronto II;1635;AML;1,0
2680196391;273;1;1;27;17;479lsfr4cwlzewpbuda3y2xv4;1;44,1;92,4;2024-04-28T19:30:38.671Z;2024-04-28T19:30:41Z;[{'id': 4990721737, 'qualifierId': 213, 'value': '3.45'}, {'id': 4990721731, 'qualifierId': 140, 'value': '34.8'}, {'id': 4990721735, 'qualifierId': 212, 'value': '10.3'}, {'id': 4990721729, 'qualifierId': 56, 'value': 'Back'}, {'id': 4990721733, 'qualifierId': 141, 'value': '87.8'}];4ulfw4ik3i6ks2t7utgek5l3o;M. Cocca;;cgwkg6392h02jq056cf3niw44;Pass;;;;;;;;;;;10,3;87,8;;3,45;34,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;34,8;87,8;;;;;;;0;0;27;17;Toronto II;1637;DC;1,0
2680196403;274;1;1;27;20;479lsfr4cwlzewpbuda3y2xv4;1;35,6;87,2;2024-04-28T19:30:40.911Z;2024-04-28T19:30:41Z;[{'id': 4990721787, 'qualifierId': 56, 'value': 'Back'}, {'id': 4990721789, 'qualifierId': 140, 'value': '36.0'}, {'id': 4990721791, 'qualifierId': 141, 'value': '75.7'}, {'id': 4990721795, 'qualifierId': 213, 'value': '4.77'}, {'id': 4990721793, 'qualifierId': 212, 'value': '7.8'}];abemsr9zh7bklu5jboks5ivpw;Y. Tsukada;;cgwkg6392h02jq056cf3niw44;Pass;;;;;;;;;;;7,8;75,7;;4,77;36,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;36,0;75,7;;;;;;;0;0;27;20;Toronto II;1640;AML;1,0
2680196441;275;1;1;27;21;479lsfr4cwlzewpbuda3y2xv4;1;36,1;75,7;2024-04-28T19:30:41.839Z;2024-04-28T19:30:45Z;[{'id': 4990722023, 'qualifierId': 56, 'value': 'Back'}, {'id': 4990722031, 'qualifierId': 213, 'value': '1.56'}, {'id': 4990722025, 'qualifierId': 140, 'value': '36.2'}, {'id': 4990722027, 'qualifierId': 141, 'value': '88.7'}, {'id': 4990722029, 'qualifierId': 212, 'value': '8.8'}];i5wj5hcg2r9934e7gauxtgmi;I. Almaguer;;cgwkg6392h02jq056cf3niw44;Pass;;;;;;;;;;;8,8;88,7;;1,56;36,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;36,2;88,7;;;;;;;0;0;27;21;Toronto II;1641;MC;1,0
2680196465;276;1;1;27;24;479lsfr4cwlzewpbuda3y2xv4;1;36,2;88,7;2024-04-28T19:30:45.039Z;2024-04-28T19:30:46Z;[{'id': 4990722169, 'qualifierId': 56, 'value': 'Back'}, {'id': 4990722175, 'qualifierId': 141, 'value': '96.5'}, {'id': 4990722173, 'qualifierId': 140, 'value': '42.2'}, {'id': 4990722177, 'qualifierId': 212, 'value': '8.2'}, {'id': 4990722179, 'qualifierId': 213, 'value': '0.70'}];abemsr9zh7bklu5jboks5ivpw;Y. Tsukada;;cgwkg6392h02jq056cf3niw44;Pass;;;;;;;;;;;8,2;96,5;;0,7;42,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;42,2;96,5;;;;;;;0;0;27;24;Toronto II;1644;AML;1,0
2680196485;277;1;1;27;25;479lsfr4cwlzewpbuda3y2xv4;1;42,2;96,6;2024-04-28T19:30:46.430Z;2024-04-28T19:30:47Z;[{'id': 4990722309, 'qualifierId': 141, 'value': '82.1'}, {'id': 4990722313, 'qualifierId': 213, 'value': '3.85'}, {'id': 4990722307, 'qualifierId': 140, 'value': '31.3'}, {'id': 4990722311, 'qualifierId': 212, 'value': '15.1'}, {'id': 4990722305, 'qualifierId': 56, 'value': 'Back'}];4ulfw4ik3i6ks2t7utgek5l3o;M. Cocca;;cgwkg6392h02jq056cf3niw44;Pass;;;;;;;;;;;15,1;82,1;;3,85;31,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;31,3;82,1;;;;;;;0;0;27;25;Toronto II;1645;DC;1,0
2680196499;278;1;1;27;27;479lsfr4cwlzewpbuda3y2xv4;1;31,1;82,6;2024-04-28T19:30:47.696Z;2024-04-28T19:30:49Z;[{'id': 4990722451, 'qualifierId': 141, 'value': '61.7'}, {'id': 4990722447, 'qualifierId': 56, 'value': 'Back'}, {'id': 4990722449, 'qualifierId': 140, 'value': '23.3'}, {'id': 4990722455, 'qualifierId': 213, 'value': '4.19'}, {'id': 4990722453, 'qualifierId': 212, 'value': '16.4'}];abemsr9zh7bklu5jboks5ivpw;Y. Tsukada;;cgwkg6392h02jq056cf3niw44;Pass;;;;;;;;;;;16,4;61,7;;4,19;23,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;23,3;61,7;;;;;;;0;0;27;27;Toronto II;1647;AML;1,0
2680196511;279;1;1;27;28;479lsfr4cwlzewpbuda3y2xv4;1;23,2;59,6;2024-04-28T19:30:49.534Z;2024-04-28T19:30:52Z;[{'id': 4990722565, 'qualifierId': 212, 'value': '19.8'}, {'id': 4990722563, 'qualifierId': 141, 'value': '30.6'}, {'id': 4990722559, 'qualifierId': 56, 'value': 'Back'}, {'id': 4990722567, 'qualifierId': 213, 'value': '4.79'}, {'id': 4990722561, 'qualifierId': 140, 'value': '24.6'}];4jkf81djj5h43v8rlnib1tizu;T. Williams;;cgwkg6392h02jq056cf3niw44;Pass;;;;;;;;;;;19,8;30,6;;4,79;24,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;24,6;30,6;;;;;;;0;0;27;28;Toronto II;1648;DC;1,0
2680196519;280;1;1;27;31;479lsfr4cwlzewpbuda3y2xv4;1;24,6;30,6;2024-04-28T19:30:51.967Z;2024-04-28T19:30:53Z;[{'id': 4990722639, 'qualifierId': 140, 'value': '30.2'}, {'id': 4990722637, 'qualifierId': 56, 'value': 'Back'}, {'id': 4990722641, 'qualifierId': 141, 'value': '47.0'}, {'id': 4990722645, 'qualifierId': 213, 'value': '1.09'}, {'id': 4990722643, 'qualifierId': 212, 'value': '12.6'}];ex99a6zbacpkkhgvynu80qpzo;N. Kibunguchy;;cgwkg6392h02jq056cf3niw44;Pass;;;;;;;;;;;12,6;47,0;;1,09;30,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;30,2;47,0;;;;;;;0;0;27;31;Toronto II;1651;DL;1,0
2680196525;281;61;1;27;32;479lsfr4cwlzewpbuda3y2xv4;0;30,2;47,0;2024-04-28T19:30:53.663Z;2024-04-28T19:30:54Z;[{'id': 4990722681, 'qualifierId': 56, 'value': 'Back'}];9bv0zjyrsopyv3hw8m47sgr9w;C. Guske;;cgwkg6392h02jq056cf3niw44;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;0;0;27;32;Toronto II;1652;MC;1,0
2680196549;241;1;1;27;34;29nx7yxy1rdqv2oobqn5pjf8p;1;59,5;51,0;2024-04-28T19:30:54.777Z;2024-05-01T18:50:22Z;[{'id': 4990728197, 'qualifierId': 210, 'value': '15'}, {'id': 4990722795, 'qualifierId': 140, 'value': '73.6'}, {'id': 4990722801, 'qualifierId': 213, 'value': '5.96'}, {'id': 4990722797, 'qualifierId': 141, 'value': '43.7'}, {'id': 4990722799, 'qualifierId': 212, 'value': '15.6'}, {'id': 4990722791, 'qualifierId': 56, 'value': 'Center'}];e8i5fg3tp35k8iys32eiv7jmc;C. Staniland;1,0;cgwkg6392h02jq056cf3niw44;Pass;;;;;;;;;;;15,6;43,7;;5,96;73,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;73,6;43,7;;;;;;;0;0;27;34;Orlando City B;1654;MC;1,0
2680196551;242;49;1;27;36;29nx7yxy1rdqv2oobqn5pjf8p;1;73,6;43,7;2024-04-28T19:30:56.841Z;2024-04-28T19:30:57Z;[];d5del7kcf1zgkd2uvhius8y22;C. Sharp;;cgwkg6392h02jq056cf3niw44;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;;;;;;;;;0;0;27;36;Orlando City B;1656;FW;1,0
2680196553;243;15;1;27;36;29nx7yxy1rdqv2oobqn5pjf8p;1;74,3;40,1;2024-04-28T19:30:57.289Z;2024-05-01T18:50:22Z;[{'id': 4990728289, 'qualifierId': 233, 'value': '282'}, {'id': 4990728245, 'qualifierId': 55, 'value': '241'}, {'id': 4996050741, 'qualifierId': 215}, {'id': 4990722825, 'qualifierId': 56, 'value': 'Center'}, {'id': 4990722823, 'qualifierId': 18}, {'id': 4990727753, 'qualifierId': 20}, {'id': 4990722821, 'qualifierId': 22}, {'id': 4990728239, 'qualifierId': 29}, {'id': 4990728249, 'qualifierId': 102, 'value': '50.7'}, {'id': 4990728251, 'qualifierId': 103, 'value': '3.8'}, {'id': 4990728237, 'qualifierId': 78}, {'id': 4990728255, 'qualifierId': 147, 'value': '48.2'}, {'id': 4990728253, 'qualifierId': 146, 'value': '95.8'}];d5del7kcf1zgkd2uvhius8y22;C. Sharp;;cgwkg6392h02jq056cf3niw44;Attempt Saved;;;;;;;;;;;;;;;;;;;282,0;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;48,2;241,0;;3,8;;1,0;;95,8;50,7;1,0;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;;;95,8;48,2;50,7;3.8;241,0;e8i5fg3tp35k8iys32eiv7jmc;0;0;27;36;Orlando City B;1656;FW;1,0
2680196557;282;10;1;27;36;479lsfr4cwlzewpbuda3y2xv4;1;1,0;50,6;2024-04-28T19:30:57.389Z;2024-05-01T18:50:26Z;[{'id': 4990722855, 'qualifierId': 182}, {'id': 4990723487, 'qualifierId': 179}, {'id': 4990722851, 'qualifierId': 173}, {'id': 4990722857, 'qualifierId': 56, 'value': 'Back'}, {'id': 4990727793, 'qualifierId': 233, 'value': '243'}, {'id': 4996050839, 'qualifierId': 376}];c2j0af3amobjhnadwf8cucbca;J. Otero;;cgwkg6392h02jq056cf3niw44;Save;;;;;;;;;;;;;;;;;;;243,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;0;0;27;36;Toronto II;1656;GK;1,0
2680196571;283;49;1;27;39;479lsfr4cwlzewpbuda3y2xv4;1;6,1;33,9;2024-04-28T19:31:00.142Z;2024-04-28T19:31:00Z;[];ex99a6zbacpkkhgvynu80qpzo;N. Kibunguchy;;cgwkg6392h02jq056cf3niw44;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;0;0;27;39;Toronto II;1659;DL;1,0
2680196595;284;1;1;27;40;479lsfr4cwlzewpbuda3y2xv4;1;3,9;30,1;2024-04-28T19:31:01.151Z;2024-04-28T19:31:20Z;[{'id': 4990723095, 'qualifierId': 1}, {'id': 4990723093, 'qualifierId': 213, 'value': '5.99'}, {'id': 4990723091, 'qualifierId': 212, 'value': '40.5'}, {'id': 4990723085, 'qualifierId': 56, 'value': 'Back'}, {'id': 4990723087, 'qualifierId': 140, 'value': '40.8'}, {'id': 4990723089, 'qualifierId': 141, 'value': '12.9'}];ex99a6zbacpkkhgvynu80qpzo;N. Kibunguchy;;cgwkg6392h02jq056cf3niw44;Pass;;;;;;;;;;;40,5;12,9;;5,99;40,8;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;40,8;12,9;;;;;;;0;0;27;40;Toronto II;1660;DL;1,0
2680196597;285;61;1;27;42;479lsfr4cwlzewpbuda3y2xv4;0;40,5;13,8;2024-04-28T19:31:03.118Z;2024-04-28T19:31:03Z;[{'id': 4990723103, 'qualifierId': 56, 'value': 'Back'}];aa4v8xfn3ra4digk5h7gdrbze;W. Rivera;;cgwkg6392h02jq056cf3niw44;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;0;0;27;42;Toronto II;1662;AMR;1,0
2680196623;244;4;1;27;44;29nx7yxy1rdqv2oobqn5pjf8p;1;69,2;93,1;2024-04-28T19:31:05.197Z;2024-04-28T19:31:34Z;[{'id': 4990723279, 'qualifierId': 286}, {'id': 4990723271, 'qualifierId': 13}, {'id': 4990723275, 'qualifierId': 152}, {'id': 4990723309, 'qualifierId': 233, 'value': '286'}, {'id': 4990723273, 'qualifierId': 56, 'value': 'Left'}, {'id': 4990724633, 'qualifierId': 294}];7w2rw1jd8ouhu8bbvswvysu8k;J. Batiz;;cgwkg6392h02jq056cf3niw44;Foul;;;;;;;;;;;;;;;;;;;286,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;;;;;;;;;0;0;27;44;Orlando City B;1664;DML;1,0
2680196611;286;4;1;27;44;479lsfr4cwlzewpbuda3y2xv4;0;30,8;6,9;2024-04-28T19:31:05.198Z;2024-04-28T19:31:07Z;[{'id': 4990723285, 'qualifierId': 13}, {'id': 4990723293, 'qualifierId': 285}, {'id': 4990723289, 'qualifierId': 56, 'value': 'Back'}, {'id': 4990723287, 'qualifierId': 294}, {'id': 4990723325, 'qualifierId': 233, 'value': '244'}, {'id': 4990723291, 'qualifierId': 152}];aa4v8xfn3ra4digk5h7gdrbze;W. Rivera;;cgwkg6392h02jq056cf3niw44;Foul;;;;;;;;;;;;;;;;;;;244,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;;;;;;;;;0;0;27;44;Toronto II;1664;AMR;1,0
2680196923;245;1;1;28;26;29nx7yxy1rdqv2oobqn5pjf8p;0;75,1;95,6;2024-04-28T19:31:47.096Z;2024-05-01T18:50:55Z;[{'id': 4990725367, 'qualifierId': 213, 'value': '5.00'}, {'id': 4996051345, 'qualifierId': 224}, {'id': 4990725353, 'qualifierId': 5}, {'id': 4990725355, 'qualifierId': 155}, {'id': 4990725371, 'qualifierId': 1}, {'id': 4990725351, 'qualifierId': 2}, {'id': 4996051347, 'qualifierId': 72}, {'id': 4990725361, 'qualifierId': 140, 'value': '84.0'}, {'id': 4990725365, 'qualifierId': 212, 'value': '32.6'}, {'id': 4990725363, 'qualifierId': 141, 'value': '49.7'}, {'id': 4990725359, 'qualifierId': 56, 'value': 'Center'}, {'id': 4990725357, 'qualifierId': 152}];7w2rw1jd8ouhu8bbvswvysu8k;J. Batiz;;cgwkg6392h02jq056cf3niw44;Pass;;;;;;;;;;;32,6;49,7;;5,0;84,0;1,0;1,0;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;1,0;;1,0;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;84,0;49,7;;;;;;;0;0;28;26;Orlando City B;1706;DML;1,0
2680196931;287;12;1;28;29;479lsfr4cwlzewpbuda3y2xv4;1;14,8;60,3;2024-04-28T19:31:50.158Z;2024-04-28T19:31:51Z;[{'id': 4990725459, 'qualifierId': 140, 'value': '27.4'}, {'id': 4990725463, 'qualifierId': 212, 'value': '18.5'}, {'id': 4990725457, 'qualifierId': 56, 'value': 'Back'}, {'id': 4990725465, 'qualifierId': 213, 'value': '0.77'}, {'id': 4990725461, 'qualifierId': 141, 'value': '79.3'}, {'id': 4990725499, 'qualifierId': 15}];ex99a6zbacpkkhgvynu80qpzo;N. Kibunguchy;;cgwkg6392h02jq056cf3niw44;Clearance;;;;;;;;;;;18,5;79,3;;0,77;27,4;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;home;27,4;79,3;;;;;;;0;0;28;29;Toronto II;1709;DL;1,0
