id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_JerseyNumber;value_TeamFormation;value_Captain;value_TeamKit;value_Resume;value_TeamPlayerFormation;value_PlayerPosition;value_Involved;value_DirectionOfPlay;value_KickOff;value_Angle;value_PassEndY;value_Zone;value_Length;value_PassEndX;value_LongBall;value_Chipped;value_SwitchOfPlay;value_Offensive;value_OppositeRelatedEventId;value_Defensive;value_BlockedPass;value_NextEventThrowIn;value_ThrowIn;value_OutOfPlay;value_IntentionalAssist;value_Assist;value_RegularPlay;value_BoxRight;value_GkX;value_RelatedEventId;value_GoalmouthY;value_GoalmouthZ;value_Assisted;value_Left;value_RightFooted;value_GkY;value_NextEventGoalKick;value_GoalKick;value_NotVisible;value_Low;value_Launch;value_HeadPass;value_ThroughBall;value_CloseRight;value_LeftFooted;value_BoxLeft;value_FirstTouch;value_Foul;value_Direct;value_AttemptedTackle;value_DeletedEventType;value_FreeKick;value_OutOfBoxCentre;value_NotAssisted;value_CloseLeft;value_IndividualPlay;value_BlockedX;value_LowRight;value_BlockedY;value_Diving;value_ParriedDanger;value_Hands;value_SmallBoxRight;value_Cross;value_GoalShotGameClock;value_GoalShotTimestamp;value_LowLeft;value_BoxCentre;value_IntendedTackleTarget;value_Head;value_ShirtPull/Holding;value_FreeKickTaken;value_LayOff;value_RecklessOffence;value_YellowCard;value_Shove/Push;value_BigChance;value_SmallBoxCentre;value_LowCentre;value_FastBreak;value_Feet;value_Sliding;value_PlayersCaughtOffside;value_Indirect;value_HighCentre;value_Standing;value_Caught;value_KeeperThrow;value_Blocked;value_DefBlock;value_OverArm;value_High;value_ParriedSafe;value_Overrun;value_InSwinger;value_CornerTaken;value_InjuredPlayerId;value_Injury;value_GkHoof;value_Right;value_OutSwinger;value_OverhitCross;value_FlickOn;value_Minutes;value_GkKickFromHands;value_EndType;value_Tactical;value_PositionSideId;value_DetailedPositionId;value_FormationSlot;value_BlockedCross;value_HighClaim;value_Stooping;value_Collected;value_Penalty;value_Saved;value_CausingPlayer;value_Second(2Nd)OppositeRelatedEventId;value_FromCorner;value_Handball;value_PullBack;value_OwnGoal;value_FantasyAssistType;value_FantasyAssistTeam;value_FantasyAssistedBy;value_FantasyAssistId;value_SmallBoxLeft;value_TacticalFoul;value_CloseRightAndHigh;value_SixYardBlocked;value_CloseHigh;value_AerialFoul;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2710836071;1;34;16;0;0;5b4ccd62yeeqdl2qk6jzsmjv8;1;0,0;0,0;2024-08-18T21:36:27.591Z;2024-08-18T23:04:50Z;[{'id': 5158960559, 'qualifierId': 59, 'value': '13, 17, 49, 45, 5, 2, 10, 20, 52, 29, 18, 8, 11, 12, 43, 9, 22, 7'}, {'id': 5158960561, 'qualifierId': 130, 'value': '13'}, {'id': 5159167077, 'qualifierId': 194, 'value': 'ba9m1xd2b3b2zvuuogn4uxkwk'}, {'id': 5159145243, 'qualifierId': 197, 'value': '14907'}, {'id': 5158960565, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5158960563, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5158960557, 'qualifierId': 44, 'value': '1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5158960555, 'qualifierId': 30, 'value': '9bn2zid7u305xii6alm8a58us, 58w3qcq1xrkpq5f9miuxp4ys4, 4nvz6yrxluelbpsjavcjtgnx0, a12t1zv0y8gzzf6p3jrotkoic, ba9m1xd2b3b2zvuuogn4uxkwk, cc7auv8d89ohifqg7qwz62mwa, 37zynr7fwzqg4c9w5ydefywyy, 9jy9vyn7y1bomsbjhjujynb4k, e0pkyzm6eqzlrxme33k7dwgt0, 33a69m1zaamzxjr6tsb8p3578, dgosg1mymhuajg0rz2ts6alpm, 8warl67c0id3dorr48mn7h82c, 79606fy6lyfs1h12645q4shzo, bezle40rjwnkdskjbf9yg4sq2, 290iohuheoqdrdocbg25ipgk4, xxu2xv2n6f5d51ksa8z4rv2s, 3me8mlpj9tgn82v2mwyibpkb8, 7koda5utqni3q49nrpktr105w'}];;;;;equdilndfndi7bhdp8iv44ljo;Team set up;;13,0;;14907,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;;;;;;;;;;0;0;0;New England II;0;;
2710837143;1;34;16;0;0;csntc7hucmo21gknxc5y0kc4q;1;0,0;0,0;2024-08-18T21:38:40.271Z;2024-08-18T22:03:28Z;[{'id': 5158966599, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5159030337, 'qualifierId': 197, 'value': '18745'}, {'id': 5158966589, 'qualifierId': 30, 'value': '6j4ibkpbos6w5ikle58u2vo, dc8u2bssrhxycx8vtn0kutp4a, c1z6mxuhvuegd4c5b3hau93ze, akwjik09wytzzr3yras0diqz8, et772m1f5cqceeffckpnty1p0, 357vd87hv0jvljqtt2qf4vmz8, 853mqqlenq3yctucs92vfieqc, 40qi53orb0eur2jevowkvrcb8, 69ypla76c710iv0yegix1maz8, 9u37akzkhdyszhevgrjghq99m, anysxg2z6niqapc5m3f4tzims, 97kzr8rgekycws02q55a63z3e, 5e00w1rqym73habcl01wm7jtg, c8wq3ofarkeeisqr49fhrvwno, dbyiafdyf93b8rtpceqitgopg, 6han4f5xq1d0ii0ol2drgi4bu, bnspew1iw2jxr1s3a5oubp4ic, opnutov04c33y3gq2fjpkaac, e208kj99mfivrlo85v8znc4r8, 9a5pacvk3wisje1491zslwkr8'}, {'id': 5158966591, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5158966597, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5158966595, 'qualifierId': 130, 'value': '4'}, {'id': 5158966593, 'qualifierId': 59, 'value': '27, 41, 42, 23, 31, 43, 50, 17, 39, 14, 16, 33, 7, 35, 30, 11, 45, 73, 99, 88'}];;;;;equdilndfndi7bhdp8iv44ljo;Team set up;;4,0;;18745,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;;0;0;0;Columbus Crew II;0;;
2710849327;2;32;1;0;0;csntc7hucmo21gknxc5y0kc4q;1;0,0;0,0;2024-08-18T22:03:44.799Z;2024-08-18T22:03:47Z;[{'id': 5159030965, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;equdilndfndi7bhdp8iv44ljo;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;;0;0;0;Columbus Crew II;0;;
2710849321;2;32;1;0;0;5b4ccd62yeeqdl2qk6jzsmjv8;1;0,0;0,0;2024-08-18T22:03:44.799Z;2024-08-18T22:03:45Z;[{'id': 5159030957, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;equdilndfndi7bhdp8iv44ljo;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;;;;;;;;;;0;0;0;New England II;0;;
2710849333;3;1;1;0;0;csntc7hucmo21gknxc5y0kc4q;1;50,0;50,0;2024-08-18T22:03:44.800Z;2024-08-18T22:03:52Z;[{'id': 5159030995, 'qualifierId': 279, 'value': 'S'}, {'id': 5159030993, 'qualifierId': 213, 'value': '2.97'}, {'id': 5159030989, 'qualifierId': 141, 'value': '54.6'}, {'id': 5159030985, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159030991, 'qualifierId': 212, 'value': '17.8'}, {'id': 5159030987, 'qualifierId': 140, 'value': '33.3'}];69ypla76c710iv0yegix1maz8;Marcos Dias;;;equdilndfndi7bhdp8iv44ljo;Pass;;;;;;;;;;;2,97;54,6;;17,8;33,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;33,3;54,6;;;;;;;;0;0;0;Columbus Crew II;0;FW;1,0
2710849409;4;1;1;0;7;csntc7hucmo21gknxc5y0kc4q;1;44,9;54,9;2024-08-18T22:03:51.858Z;2024-08-18T22:03:55Z;[{'id': 5159031361, 'qualifierId': 141, 'value': '7.0'}, {'id': 5159031359, 'qualifierId': 140, 'value': '61.1'}, {'id': 5159031363, 'qualifierId': 212, 'value': '36.7'}, {'id': 5159031365, 'qualifierId': 213, 'value': '5.19'}, {'id': 5159031367, 'qualifierId': 1}, {'id': 5159031357, 'qualifierId': 56, 'value': 'Right'}];40qi53orb0eur2jevowkvrcb8;P. Leal;;;equdilndfndi7bhdp8iv44ljo;Pass;;;;;;;;;;;5,19;7,0;;36,7;61,1;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;61,1;7,0;;;;;;;;0;0;7;Columbus Crew II;7;MC;1,0
2710849449;5;1;1;0;10;csntc7hucmo21gknxc5y0kc4q;1;60,8;6,4;2024-08-18T22:03:54.899Z;2024-08-18T22:03:59Z;[{'id': 5159031589, 'qualifierId': 212, 'value': '19.2'}, {'id': 5159031587, 'qualifierId': 141, 'value': '15.6'}, {'id': 5159031591, 'qualifierId': 213, 'value': '2.81'}, {'id': 5159031583, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159031585, 'qualifierId': 140, 'value': '43.5'}];dc8u2bssrhxycx8vtn0kutp4a;C. Quiñónes;;;equdilndfndi7bhdp8iv44ljo;Pass;;;;;;;;;;;2,81;15,6;;19,2;43,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;43,5;15,6;;;;;;;;0;0;10;Columbus Crew II;10;DR;1,0
2710849479;6;1;1;0;15;csntc7hucmo21gknxc5y0kc4q;1;42,2;16,5;2024-08-18T22:03:59.843Z;2024-08-18T22:04:03Z;[{'id': 5159031737, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159031747, 'qualifierId': 1}, {'id': 5159031745, 'qualifierId': 213, 'value': '1.92'}, {'id': 5159031743, 'qualifierId': 212, 'value': '34.3'}, {'id': 5159031739, 'qualifierId': 140, 'value': '31.1'}, {'id': 5159031741, 'qualifierId': 141, 'value': '63.9'}];et772m1f5cqceeffckpnty1p0;E. Klein;;;equdilndfndi7bhdp8iv44ljo;Pass;;;;;;;;;;;1,92;63,9;;34,3;31,1;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;31,1;63,9;;;;;;;;0;0;15;Columbus Crew II;15;DL;1,0
2710849509;7;1;1;0;18;csntc7hucmo21gknxc5y0kc4q;1;30,5;66,3;2024-08-18T22:04:03.266Z;2024-08-18T22:04:07Z;[{'id': 5159031859, 'qualifierId': 213, 'value': '1.13'}, {'id': 5159031857, 'qualifierId': 212, 'value': '21.2'}, {'id': 5159031853, 'qualifierId': 140, 'value': '39.1'}, {'id': 5159031855, 'qualifierId': 141, 'value': '94.5'}, {'id': 5159031851, 'qualifierId': 56, 'value': 'Back'}];357vd87hv0jvljqtt2qf4vmz8;S. Suárez;;;equdilndfndi7bhdp8iv44ljo;Pass;;;;;;;;;;;1,13;94,5;;21,2;39,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;39,1;94,5;;;;;;;;0;0;18;Columbus Crew II;18;DC;1,0
2710849535;8;1;1;0;22;csntc7hucmo21gknxc5y0kc4q;1;47,0;89,1;2024-08-18T22:04:07.555Z;2024-08-18T22:04:10Z;[{'id': 5159031981, 'qualifierId': 213, 'value': '5.21'}, {'id': 5159031977, 'qualifierId': 141, 'value': '15.6'}, {'id': 5159031975, 'qualifierId': 140, 'value': '72.7'}, {'id': 5159031973, 'qualifierId': 56, 'value': 'Right'}, {'id': 5159031979, 'qualifierId': 212, 'value': '56.8'}, {'id': 5159031969, 'qualifierId': 155}, {'id': 5159031983, 'qualifierId': 1}, {'id': 5159031971, 'qualifierId': 196}];c1z6mxuhvuegd4c5b3hau93ze;M. Al-Hasnawi;;;equdilndfndi7bhdp8iv44ljo;Pass;;;;;;;;;;;5,21;15,6;;56,8;72,7;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;72,7;15,6;;;;;;;;0;0;22;Columbus Crew II;22;DC;1,0
