id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_JerseyNumber;value_TeamFormation;value_Captain;value_TeamKit;value_Resume;value_TeamPlayerFormation;value_PlayerPosition;value_Involved;value_DirectionOfPlay;value_KickOff;value_Angle;value_PassEndY;value_Zone;value_Length;value_PassEndX;value_LongBall;value_Chipped;value_SwitchOfPlay;value_Offensive;value_OppositeRelatedEventId;value_Defensive;value_BlockedPass;value_NextEventThrowIn;value_ThrowIn;value_OutOfPlay;value_IntentionalAssist;value_Assist;value_RegularPlay;value_BoxRight;value_GkX;value_RelatedEventId;value_GoalmouthY;value_GoalmouthZ;value_Assisted;value_Left;value_RightFooted;value_GkY;value_NextEventGoalKick;value_GoalKick;value_NotVisible;value_Low;value_Launch;value_HeadPass;value_ThroughBall;value_CloseRight;value_LeftFooted;value_BoxLeft;value_FirstTouch;value_Foul;value_Direct;value_AttemptedTackle;value_DeletedEventType;value_FreeKick;value_OutOfBoxCentre;value_NotAssisted;value_CloseLeft;value_IndividualPlay;value_BlockedX;value_LowRight;value_BlockedY;value_Diving;value_ParriedDanger;value_Hands;value_SmallBoxRight;value_Cross;value_GoalShotGameClock;value_GoalShotTimestamp;value_LowLeft;value_BoxCentre;value_IntendedTackleTarget;value_Head;value_ShirtPull/Holding;value_FreeKickTaken;value_LayOff;value_RecklessOffence;value_YellowCard;value_Shove/Push;value_BigChance;value_SmallBoxCentre;value_LowCentre;value_FastBreak;value_Feet;value_Sliding;value_PlayersCaughtOffside;value_Indirect;value_HighCentre;value_Standing;value_Caught;value_KeeperThrow;value_Blocked;value_DefBlock;value_OverArm;value_High;value_ParriedSafe;value_Overrun;value_InSwinger;value_CornerTaken;value_InjuredPlayerId;value_Injury;value_GkHoof;value_Right;value_OutSwinger;value_OverhitCross;value_FlickOn;value_Minutes;value_GkKickFromHands;value_EndType;value_Tactical;value_PositionSideId;value_DetailedPositionId;value_FormationSlot;value_BlockedCross;value_HighClaim;value_Stooping;value_Collected;value_Penalty;value_Saved;value_CausingPlayer;value_Second(2Nd)OppositeRelatedEventId;value_FromCorner;value_Handball;value_PullBack;value_OwnGoal;value_FantasyAssistType;value_FantasyAssistTeam;value_FantasyAssistedBy;value_FantasyAssistId;value_SmallBoxLeft;value_TacticalFoul;value_CloseRightAndHigh;value_SixYardBlocked;value_CloseHigh;value_AerialFoul;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2710849537;9;61;1;0;26;csntc7hucmo21gknxc5y0kc4q;0;72,5;15,6;2024-08-18T22:04:10.866Z;2024-08-18T22:04:11Z;[{'id': 5159031989, 'qualifierId': 56, 'value': 'Right'}];9u37akzkhdyszhevgrjghq99m;A. Monis;;;equdilndfndi7bhdp8iv44ljo;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;;0;0;26;Columbus Crew II;26;FWR;1,0
2710849553;3;49;1;0;28;5b4ccd62yeeqdl2qk6jzsmjv8;1;30,1;70,1;2024-08-18T22:04:13.063Z;2024-08-18T22:04:13Z;[];4nvz6yrxluelbpsjavcjtgnx0;T. Brown;;;equdilndfndi7bhdp8iv44ljo;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;;;;;;;;;;0;0;28;New England II;28;DML;1,0
2710849591;4;1;1;0;28;5b4ccd62yeeqdl2qk6jzsmjv8;1;30,1;70,1;2024-08-18T22:04:13.319Z;2024-08-18T22:04:16Z;[{'id': 5159032247, 'qualifierId': 213, 'value': '5.11'}, {'id': 5159032245, 'qualifierId': 212, 'value': '30.7'}, {'id': 5159032239, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159032243, 'qualifierId': 141, 'value': '28.5'}, {'id': 5159032241, 'qualifierId': 140, 'value': '41.5'}];4nvz6yrxluelbpsjavcjtgnx0;T. Brown;;;equdilndfndi7bhdp8iv44ljo;Pass;;;;;;;;;;;5,11;28,5;;30,7;41,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;41,5;28,5;;;;;;;;0;0;28;New England II;28;DML;1,0
2710849605;5;1;1;0;32;5b4ccd62yeeqdl2qk6jzsmjv8;1;41,2;28,4;2024-08-18T22:04:16.855Z;2024-08-18T22:04:19Z;[{'id': 5159032329, 'qualifierId': 213, 'value': '3.39'}, {'id': 5159032321, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159032327, 'qualifierId': 212, 'value': '13.7'}, {'id': 5159032325, 'qualifierId': 141, 'value': '23.5'}, {'id': 5159032323, 'qualifierId': 140, 'value': '28.5'}];33a69m1zaamzxjr6tsb8p3578;C. Mrowka;;;equdilndfndi7bhdp8iv44ljo;Pass;;;;;;;;;;;3,39;23,5;;13,7;28,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;28,5;23,5;;;;;;;;0;0;32;New England II;32;FWR;1,0
2710849653;6;1;1;0;35;5b4ccd62yeeqdl2qk6jzsmjv8;1;28,8;23,4;2024-08-18T22:04:19.863Z;2024-08-18T22:04:24Z;[{'id': 5159032553, 'qualifierId': 213, 'value': '2.08'}, {'id': 5159032549, 'qualifierId': 141, 'value': '50.8'}, {'id': 5159032547, 'qualifierId': 140, 'value': '18.9'}, {'id': 5159032551, 'qualifierId': 212, 'value': '21.3'}, {'id': 5159032545, 'qualifierId': 56, 'value': 'Back'}];cc7auv8d89ohifqg7qwz62mwa;J. Greene;;;equdilndfndi7bhdp8iv44ljo;Pass;;;;;;;;;;;2,08;50,8;;21,3;18,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;18,9;50,8;;;;;;;;0;0;35;New England II;35;DC;1,0
2710849669;7;1;1;0;39;5b4ccd62yeeqdl2qk6jzsmjv8;1;18,5;52,4;2024-08-18T22:04:24.295Z;2024-08-18T22:04:26Z;[{'id': 5159032617, 'qualifierId': 140, 'value': '28.1'}, {'id': 5159032615, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159032621, 'qualifierId': 212, 'value': '10.6'}, {'id': 5159032619, 'qualifierId': 141, 'value': '57.3'}, {'id': 5159032623, 'qualifierId': 213, 'value': '0.32'}];ba9m1xd2b3b2zvuuogn4uxkwk;C. Rogers;;;equdilndfndi7bhdp8iv44ljo;Pass;;;;;;;;;;;0,32;57,3;;10,6;28,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;28,1;57,3;;;;;;;;0;0;39;New England II;39;DC;1,0
2710849701;8;1;1;0;41;5b4ccd62yeeqdl2qk6jzsmjv8;1;28,8;60,6;2024-08-18T22:04:26.039Z;2024-08-18T22:04:28Z;[{'id': 5159032729, 'qualifierId': 212, 'value': '17.7'}, {'id': 5159032731, 'qualifierId': 213, 'value': '1.69'}, {'id': 5159032723, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159032725, 'qualifierId': 140, 'value': '26.8'}, {'id': 5159032727, 'qualifierId': 141, 'value': '86.4'}];9jy9vyn7y1bomsbjhjujynb4k;N. Rincon;;;equdilndfndi7bhdp8iv44ljo;Pass;;;;;;;;;;;1,69;86,4;;17,7;26,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;26,8;86,4;;;;;;;;0;0;41;New England II;41;MC;1,0
2710849713;9;1;1;0;43;5b4ccd62yeeqdl2qk6jzsmjv8;1;26,5;86,4;2024-08-18T22:04:28.248Z;2024-08-18T22:04:30Z;[{'id': 5159032789, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159032797, 'qualifierId': 213, 'value': '4.78'}, {'id': 5159032793, 'qualifierId': 141, 'value': '63.0'}, {'id': 5159032795, 'qualifierId': 212, 'value': '15.9'}, {'id': 5159032791, 'qualifierId': 140, 'value': '27.5'}];a12t1zv0y8gzzf6p3jrotkoic;O. Presthus;;;equdilndfndi7bhdp8iv44ljo;Pass;;;;;;;;;;;4,78;63,0;;15,9;27,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;27,5;63,0;;;;;;;;0;0;43;New England II;43;DC;1,0
2710849717;10;1;1;0;45;5b4ccd62yeeqdl2qk6jzsmjv8;0;27,5;62,8;2024-08-18T22:04:30.263Z;2024-08-18T22:04:31Z;[{'id': 5159032809, 'qualifierId': 141, 'value': '69.3'}, {'id': 5159032805, 'qualifierId': 56, 'value': 'Back'}, {'id': 5159032807, 'qualifierId': 140, 'value': '41.4'}, {'id': 5159032811, 'qualifierId': 212, 'value': '15.2'}, {'id': 5159032813, 'qualifierId': 213, 'value': '0.29'}];37zynr7fwzqg4c9w5ydefywyy;A. González;;;equdilndfndi7bhdp8iv44ljo;Pass;;;;;;;;;;;0,29;69,3;;15,2;41,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;41,4;69,3;;;;;;;;0;0;45;New England II;45;MC;1,0
2710849723;10;49;1;0;47;csntc7hucmo21gknxc5y0kc4q;1;59,1;26,8;2024-08-18T22:04:32.242Z;2024-08-18T22:04:32Z;[];40qi53orb0eur2jevowkvrcb8;P. Leal;;;equdilndfndi7bhdp8iv44ljo;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;csntc7hucmo21gknxc5y0kc4q;New England II;away;;;;;;;;;;0;0;47;Columbus Crew II;47;MC;1,0
