id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_PlayerPosition;value_Resume;value_TeamKit;value_TeamFormation;value_JerseyNumber;value_Captain;value_TeamPlayerFormation;value_Involved;value_DirectionOfPlay;value_Tap;value_Length;value_KickOff;value_Angle;value_Zone;value_PassEndX;value_PassEndY;value_LongBall;value_Launch;value_HeadPass;value_Assist;value_GkX;value_RegularPlay;value_CloseRightAndHigh;value_GoalmouthY;value_GkY;value_IndividualPlay;value_RightFooted;value_Assisted;value_GoalmouthZ;value_BoxRight;value_RelatedEventId;value_OppositeRelatedEventId;value_NextEventGoalKick;value_Low;value_GoalKick;value_NextEventThrowIn;value_ThrowIn;value_LowGkIntervention;value_KeeperThrow;value_OutOfPlay;value_DeletedEventType;value_IntendedTackleTarget;value_LeadingToAttempt;value_RelatedError1Id;value_LowLeft;value_Blocked;value_NotAssisted;value_BlockedY;value_BoxLeft;value_BlockedX;value_LeftFooted;value_DefBlock;value_Left;value_CornerTaken;value_Cross;value_InSwinger;value_Chipped;value_Head;value_PlayersCaughtOffside;value_NotVisible;value_FreeKickTaken;value_Indirect;value_Offensive;value_TouchTypeControl;value_Defensive;value_Foul;value_AttemptedTackle;value_Direct;value_TouchTypeClearance;value_TakeOnOvertake;value_LowCentre;value_BoxCentre;value_Diving;value_Collected;value_Hands;value_SwitchOfPlay;value_TakeOnSpace;value_LayOff;value_TouchTypePass;value_ShirtPull/Holding;value_High;value_CloseRight;value_OutOfBoxCentre;value_Overrun;value_BlockedPass;value_OutSwinger;value_IntentionalAssist;value_FirstTouch;value_Right;value_LowRight;value_FromCorner;value_MediumGkIntervention;value_ParriedSafe;value_BlockedCross;value_TacticalFoul;value_YellowCard;value_Stooping;value_HighClaim;value_GkKickFromHands;value_Shove/Push;value_Dissent;value_Defensive1V1;value_HighGkIntervention;value_ThroughBall;value_GoalShotTimestamp;value_GkXTimeOfGoal;value_GoalShotGameClock;value_HighCentre;value_GkYTimeOfGoal;value_Handball;value_TimeWasting;value_Minutes;value_OverhitCross;value_EndType;value_MisHit;value_SwerveRight;value_FlickOn;value_GkChallenge;value_PullBack;value_ParriedDanger;value_BigChance;value_Feet;value_Injury;value_InjuredPlayerId;value_Tactical;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_RecklessOffence;value_SetPiece;value_BoxDeepLeft;value_IncorrectOutOfPlayDecision;value_Volley;value_OverArm;value_NotPastGoalLine;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2674877117;1;34;16;0;0;6ubc4y1v6hr63mca7ica4hp90;1;0,0;0,0;2024-04-19T22:43:16.755Z;2024-04-20T00:36:21Z;[{'id': 4961957055, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 4961957063, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 4962060843, 'qualifierId': 197, 'value': '18743'}, {'id': 4961957059, 'qualifierId': 130, 'value': '4'}, {'id': 4961957057, 'qualifierId': 59, 'value': '26, 71, 44, 66, 43, 54, 86, 48, 97, 27, 25, 39, 41, 51, 56, 58, 68, 77, 79, 80'}, {'id': 4962076807, 'qualifierId': 194, 'value': 'dercetgxemr74f5yasq86s5t6'}, {'id': 4961957061, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 4961957053, 'qualifierId': 30, 'value': '2v9pdg70kewaarbz4jzsh00a2, 35i699wz5v6nush729peu776c, 3xd2kq7cxmvdbqsfzgi644c4q, dercetgxemr74f5yasq86s5t6, avxfzgoe2y0opif75qu3aeb6c, ezda0qbkzxiyuxmpc360mcdn8, drt65b9m2f494wnoyep49bn1m, 3ve0xap9f0gjsslhgjsmakx04, 7ofdnarha4k4b8nggld7gxnqi, 9ohy24mxhsqao5kymh0lbxxck, 4ywn289r9mrs444sgkgduyivo, exk9svcdgcbn05ms00fhorvv8, 7bxp7ho4cmsoviw19q4bxr02c, 4npcsyrhri5kmeks8gfon146i, doqbp8fg8hke6hhifdr4jzklw, 1mgojctk6vwsxz2rhurggk1sk, f12wt1v2qf2siv8p6q6x2bxuc, 3sg9rl2w343fvx1uv046ox4pg, avg8cobjwujoc3os8q8755tlg, d47ks2lj1bgbm1x11qil2352i'}];;;;;cagpkjuz4ltywk9qjacpr7ris;Team set up;;;18743,0;4,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;;;;;;;;;0;0;0;0;Orlando City B;0;;
2674878343;1;34;16;0;0;479lsfr4cwlzewpbuda3y2xv4;1;0,0;0,0;2024-04-19T22:52:12.598Z;2024-04-20T01:58:14Z;[{'id': 4961964861, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 4961964853, 'qualifierId': 30, 'value': 'c2j0af3amobjhnadwf8cucbca, 6g7i7z6m8vts105dny1g6z3hm, 4ulfw4ik3i6ks2t7utgek5l3o, i5wj5hcg2r9934e7gauxtgmi, cqlc423f6bid2uy3togwkvlgq, 4jkf81djj5h43v8rlnib1tizu, aa4v8xfn3ra4digk5h7gdrbze, 9bv0zjyrsopyv3hw8m47sgr9w, 7tpb4dk9meee0utyu4cosnxn8, p99ze5cksh5tv01knf5oj33e, abemsr9zh7bklu5jboks5ivpw, 2wsgrwgiotfis2l96i0sxlvys, 2meqkx9av039q3cvedrp6jg4q, c2b6h5zwjvzdvdcybyuqd6exg, 595bi39ikp8s9sfw6q5981mvo, 25rizu4n91uyax4z6l5jv6dqs, 37uh4n2zngcixlzo8vnk50vtg, 9g0pycttkbuyuetispcb2hij8, 8h2vywep73yn25kus2nda8ga2'}, {'id': 4961964863, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 4961964855, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 4961964857, 'qualifierId': 59, 'value': '50, 30, 64, 53, 28, 68, 32, 56, 23, 49, 34, 29, 48, 59, 62, 95, 96, 97, 99'}, {'id': 4962180465, 'qualifierId': 194, 'value': 'i5wj5hcg2r9934e7gauxtgmi'}, {'id': 4961964859, 'qualifierId': 130, 'value': '8'}, {'id': 4962010769, 'qualifierId': 197, 'value': '3378'}];;;;;cagpkjuz4ltywk9qjacpr7ris;Team set up;;;3378,0;8,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;;;;;;;;;0;0;0;0;Crown Legacy;0;;
2674886289;2;32;1;0;0;6ubc4y1v6hr63mca7ica4hp90;1;0,0;0,0;2024-04-19T23:33:45.974Z;2024-04-23T12:44:44Z;[{'id': 4962007873, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;cagpkjuz4ltywk9qjacpr7ris;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;;;;;;;;;0;0;0;0;Orlando City B;0;;
2674886287;2;32;1;0;0;479lsfr4cwlzewpbuda3y2xv4;1;0,0;0,0;2024-04-19T23:33:45.974Z;2024-04-19T23:33:46Z;[{'id': 4962007871, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;cagpkjuz4ltywk9qjacpr7ris;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;;;;;;;;;0;0;0;0;Crown Legacy;0;;
2674886299;3;1;1;0;0;479lsfr4cwlzewpbuda3y2xv4;1;50,0;50,0;2024-04-19T23:33:45.975Z;2024-04-23T13:02:12Z;[{'id': 4974861051, 'qualifierId': 278}, {'id': 4962007921, 'qualifierId': 212, 'value': '8.1'}, {'id': 4962007925, 'qualifierId': 279, 'value': 'S'}, {'id': 4962007923, 'qualifierId': 213, 'value': '2.78'}, {'id': 4962007915, 'qualifierId': 56, 'value': 'Back'}, {'id': 4962007917, 'qualifierId': 140, 'value': '42.8'}, {'id': 4962007919, 'qualifierId': 141, 'value': '54.2'}];7tpb4dk9meee0utyu4cosnxn8;S. Mohammed;;;cagpkjuz4ltywk9qjacpr7ris;Pass;;;;;;;;;;1,0;8,1;;2,78;;42,8;54,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;42,8;54,2;;;;;;;0;0;0;0;Crown Legacy;0;FW;1,0
2674886301;4;1;1;0;1;479lsfr4cwlzewpbuda3y2xv4;1;41,8;54,2;2024-04-19T23:33:47.915Z;2024-04-19T23:33:51Z;[{'id': 4962007933, 'qualifierId': 140, 'value': '26.8'}, {'id': 4962007939, 'qualifierId': 213, 'value': '3.53'}, {'id': 4962007931, 'qualifierId': 56, 'value': 'Back'}, {'id': 4962007937, 'qualifierId': 212, 'value': '17.0'}, {'id': 4962007935, 'qualifierId': 141, 'value': '44.8'}];i5wj5hcg2r9934e7gauxtgmi;I. Almaguer;;;cagpkjuz4ltywk9qjacpr7ris;Pass;;;;;;;;;;;17,0;;3,53;;26,8;44,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;26,8;44,8;;;;;;;0;0;0;1;Crown Legacy;1;MC;1,0
2674886307;5;1;1;0;5;479lsfr4cwlzewpbuda3y2xv4;1;27,6;45,4;2024-04-19T23:33:51.358Z;2024-04-19T23:34:44Z;[{'id': 4962007989, 'qualifierId': 1}, {'id': 4962007981, 'qualifierId': 140, 'value': '68.3'}, {'id': 4962007987, 'qualifierId': 213, 'value': '5.79'}, {'id': 4962007985, 'qualifierId': 212, 'value': '48.6'}, {'id': 4962007983, 'qualifierId': 141, 'value': '11.3'}, {'id': 4962007979, 'qualifierId': 56, 'value': 'Right'}, {'id': 4962007977, 'qualifierId': 157}];4jkf81djj5h43v8rlnib1tizu;T. Williams;;;cagpkjuz4ltywk9qjacpr7ris;Pass;;;;;;;;;;;48,6;;5,79;;68,3;11,3;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;68,3;11,3;;;;;;;0;0;0;5;Crown Legacy;5;DC;1,0
2674886317;6;1;1;0;7;479lsfr4cwlzewpbuda3y2xv4;1;68,5;9,0;2024-04-19T23:33:53.795Z;2024-04-23T13:15:47Z;[{'id': 4962008035, 'qualifierId': 140, 'value': '79.8'}, {'id': 4962008041, 'qualifierId': 213, 'value': '0.75'}, {'id': 4962008037, 'qualifierId': 141, 'value': '25.2'}, {'id': 4962008039, 'qualifierId': 212, 'value': '16.2'}, {'id': 4962008031, 'qualifierId': 3}, {'id': 4962008135, 'qualifierId': 210, 'value': '13'}, {'id': 4962008033, 'qualifierId': 56, 'value': 'Center'}];6g7i7z6m8vts105dny1g6z3hm;A. Freeman;1,0;;cagpkjuz4ltywk9qjacpr7ris;Pass;;;;;;;;;;;16,2;;0,75;;79,8;25,2;;;1,0;13,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;79,8;25,2;;;;;;;0;0;0;7;Crown Legacy;7;DR;1,0
2674886319;7;13;1;0;10;479lsfr4cwlzewpbuda3y2xv4;1;90,9;22,7;2024-04-19T23:33:56.356Z;2024-04-23T13:18:32Z;[{'id': 4962008151, 'qualifierId': 230, 'value': '99.3'}, {'id': 4962008051, 'qualifierId': 22}, {'id': 4974885331, 'qualifierId': 87}, {'id': 4962008145, 'qualifierId': 102, 'value': '44.0'}, {'id': 4962008153, 'qualifierId': 231, 'value': '45.5'}, {'id': 4962008149, 'qualifierId': 215}, {'id': 4962008109, 'qualifierId': 20}, {'id': 4962008055, 'qualifierId': 56, 'value': 'Center'}, {'id': 4962008139, 'qualifierId': 29}, {'id': 4962008147, 'qualifierId': 103, 'value': '50'}, {'id': 4974885329, 'qualifierId': 63}, {'id': 4962008141, 'qualifierId': 55, 'value': '6'}];7tpb4dk9meee0utyu4cosnxn8;S. Mohammed;;;cagpkjuz4ltywk9qjacpr7ris;Miss;;;;;;;;;;;;;;;;;;;;;99,3;1,0;1,0;44,0;45,5;1,0;1,0;1,0;50,0;1,0;6,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;479lsfr4cwlzewpbuda3y2xv4;Orlando City B;away;;;;;44,0;50;6,0;6g7i7z6m8vts105dny1g6z3hm;0;0;0;10;Crown Legacy;10;FW;1,0
2674886323;3;5;1;0;12;6ubc4y1v6hr63mca7ica4hp90;1;-1,4;53,2;2024-04-19T23:33:58.532Z;2024-04-19T23:33:59Z;[{'id': 4962008099, 'qualifierId': 233, 'value': '8'}, {'id': 4962008079, 'qualifierId': 346}, {'id': 4962008077, 'qualifierId': 56, 'value': 'Back'}];ezda0qbkzxiyuxmpc360mcdn8;A. Ouedraogo;;;cagpkjuz4ltywk9qjacpr7ris;Out;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ubc4y1v6hr63mca7ica4hp90;Crown Legacy;home;;;;;;;;;0;0;0;12;Orlando City B;12;DC;1,0
