id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Involved;value_Resume;value_TeamKit;value_TeamFormation;value_JerseyNumber;value_TeamPlayerFormation;value_PlayerPosition;value_Captain;value_DirectionOfPlay;value_Length;value_Zone;value_PassEndX;value_KickOff;value_Angle;value_PassEndY;value_Direct;value_ShirtPull/Holding;value_Foul;value_OppositeRelatedEventId;value_Offensive;value_Defensive;value_FreeKickTaken;value_LongBall;value_SwitchOfPlay;value_DeletedEventType;value_NextEventThrowIn;value_AttemptedTackle;value_Chipped;value_OutSwinger;value_Cross;value_RightFooted;value_Head;value_Assist;value_HeadPass;value_IntentionalAssist;value_BoxCentre;value_SetPiece;value_CloseRight;value_GkY;value_RelatedEventId;value_FirstTouch;value_GkX;value_GoalmouthY;value_Assisted;value_GoalmouthZ;value_NextEventGoalKick;value_NotVisible;value_GoalKick;value_Low;value_ThrowIn;value_LowGkIntervention;value_KeeperThrow;value_Launch;value_TouchTypePass;value_PlayersCaughtOffside;value_Indirect;value_LeftFooted;value_OutOfPlay;value_TouchTypeClearance;value_TakeOnSpace;value_BlockedPass;value_TakeOnOvertake;value_BlockedY;value_Blocked;value_BlockedX;value_SixYardBlocked;value_RegularPlay;value_NotAssisted;value_LowCentre;value_IndividualPlay;value_SmallBoxLeft;value_DefBlock;value_LowRight;value_HighRight;value_BoxLeft;value_TouchTypeControl;value_IntendedTackleTarget;value_OutOfBoxDeepRight;value_DrivenCross;value_Straight;value_MediumGkIntervention;value_GkHoof;value_OutOfBoxCentre;value_LowLeft;value_Stooping;value_Hands;value_Collected;value_RecklessOffence;value_YellowCard;value_Overrun;value_BoxRight;value_CloseLeftAndHigh;value_Shove/Push;value_TacticalFoul;value_ThroughBall;value_BigChance;value_CloseLeft;value_LayOff;value_Left;value_Right;value_CornerTaken;value_FromCorner;value_OtherObstacle;value_BallHitsReferee;value_LeadingToAttempt;value_High;value_RelatedError1Id;value_Injury;value_InjuredPlayerId;value_Minutes;value_HighLeft;value_HighGkIntervention;value_Standing;value_OverArm;value_EndType;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_InSwinger;value_ParriedSafe;value_ParriedDanger;value_OtherBodyPart;value_HitLeftPost;value_HitWoodwork;value_Diving;value_OutOfBoxDeepLeft;value_GkKickFromHands;value_GoalShotTimestamp;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_GoalShotGameClock;value_ThrowInSetPiece;value_BlockedCross;value_Deflection;value_FlickOn;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2732079591;35;1;1;4;36;iiolvosiuokkrl5iuoxcjo4p;1;58,0;95,0;2024-10-06T20:16:24.566Z;2024-10-06T20:16:27Z;[{'id': 5275282693, 'qualifierId': 141, 'value': '94.2'}, {'id': 5275282687, 'qualifierId': 56, 'value': 'Left'}, {'id': 5275282695, 'qualifierId': 212, 'value': '16.0'}, {'id': 5275282691, 'qualifierId': 140, 'value': '73.2'}, {'id': 5275282697, 'qualifierId': 213, 'value': '6.25'}];1keonaeqvrkqhbw9sjaaxsff8;J. Travis;;;jf6t9swqofjo6c9vi7qfm49g;Pass;;;;;;;;;;16,0;;73,2;;6,25;94,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;73,2;94,2;;;;;;;0;0;4;36;Portland Timbers II;276;DC;1,0
2732079625;36;1;1;4;39;iiolvosiuokkrl5iuoxcjo4p;0;77,0;94,1;2024-10-06T20:16:27.694Z;2024-10-10T06:27:10Z;[{'id': 5275282939, 'qualifierId': 155}, {'id': 5279789223, 'qualifierId': 72}, {'id': 5275282947, 'qualifierId': 212, 'value': '54.3'}, {'id': 5275282949, 'qualifierId': 213, 'value': '5.08'}, {'id': 5275282937, 'qualifierId': 2}, {'id': 5275282943, 'qualifierId': 140, 'value': '95.6'}, {'id': 5275282951, 'qualifierId': 1}, {'id': 5279789221, 'qualifierId': 224}, {'id': 5275282945, 'qualifierId': 141, 'value': '19.6'}, {'id': 5275282941, 'qualifierId': 56, 'value': 'Right'}];1p1ektnr3l7lj518cbs2dnmdw;R. Garcia;;;jf6t9swqofjo6c9vi7qfm49g;Pass;;;;;;;;;;54,3;;95,6;;5,08;19,6;;;;;;;;1,0;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;95,6;19,6;;;;;;;0;0;4;39;Portland Timbers II;279;AML;1,0
2732079641;44;49;1;4;44;5ou8b446l1sl8frblkz3xi17g;1;3,2;84,2;2024-10-06T20:16:32.627Z;2024-10-10T06:27:40Z;[];a89drfd4adts1cbtqa77l1boq;B. Pope;;;jf6t9swqofjo6c9vi7qfm49g;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;;;;;;;0;0;4;44;Colorado Rapids II;284;DML;1,0
2732079661;45;61;1;4;45;5ou8b446l1sl8frblkz3xi17g;0;3,7;99,4;2024-10-06T20:16:34.402Z;2024-10-10T06:27:43Z;[{'id': 5275283123, 'qualifierId': 56, 'value': 'Back'}];a89drfd4adts1cbtqa77l1boq;B. Pope;;;jf6t9swqofjo6c9vi7qfm49g;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;;;;;;;0;0;4;45;Colorado Rapids II;285;DML;1,0
2732079745;37;5;1;4;46;iiolvosiuokkrl5iuoxcjo4p;1;85,0;-1,8;2024-10-06T20:16:34.863Z;2024-10-06T20:21:50Z;[{'id': 5275283719, 'qualifierId': 233, 'value': '46'}, {'id': 5275283683, 'qualifierId': 347}, {'id': 5275283681, 'qualifierId': 56, 'value': 'Right'}];7pegcq6kh8s6naujxky714ys4;N. Strellnauer;;;jf6t9swqofjo6c9vi7qfm49g;Out;;;;;;;;;;;;;;;;;;;46,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;;;;;;;;;0;0;4;46;Portland Timbers II;286;AMR;1,0
2732079667;46;5;1;4;46;5ou8b446l1sl8frblkz3xi17g;0;15,0;101,8;2024-10-06T20:16:34.863Z;2024-10-06T20:21:50Z;[{'id': 5275283729, 'qualifierId': 233, 'value': '37'}, {'id': 5275283157, 'qualifierId': 347}, {'id': 5275283155, 'qualifierId': 56, 'value': 'Back'}];d1xlw5bza316m39f9n82hir1m;K. Rad;;;jf6t9swqofjo6c9vi7qfm49g;Out;;;;;;;;;;;;;;;;;;;37,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;;;;;;;0;0;4;46;Colorado Rapids II;286;DC;1,0
2732079791;38;1;1;4;53;iiolvosiuokkrl5iuoxcjo4p;1;79,7;0,0;2024-10-06T20:16:41.974Z;2024-10-06T20:16:44Z;[{'id': 5275283943, 'qualifierId': 212, 'value': '13.5'}, {'id': 5275283939, 'qualifierId': 140, 'value': '68.3'}, {'id': 5275283937, 'qualifierId': 56, 'value': 'Right'}, {'id': 5275283945, 'qualifierId': 213, 'value': '2.66'}, {'id': 5275283941, 'qualifierId': 141, 'value': '7.6'}, {'id': 5275283935, 'qualifierId': 107}];8qqehla9xvhut6uua4a0zcju2;S. Anderson;;;jf6t9swqofjo6c9vi7qfm49g;Pass;;;;;;;;;;13,5;;68,3;;2,66;7,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;68,3;7,6;;;;;;;0;0;4;53;Portland Timbers II;293;DR;1,0
2732079813;39;1;1;4;56;iiolvosiuokkrl5iuoxcjo4p;1;68,6;9,7;2024-10-06T20:16:44.446Z;2024-10-06T20:16:46Z;[{'id': 5275284075, 'qualifierId': 140, 'value': '72.2'}, {'id': 5275284081, 'qualifierId': 213, 'value': '0.57'}, {'id': 5275284073, 'qualifierId': 56, 'value': 'Right'}, {'id': 5275284077, 'qualifierId': 141, 'value': '13.3'}, {'id': 5275284079, 'qualifierId': 212, 'value': '4.5'}];f1oc42nax0yel4gblge49py7e;D. Amadou;;;jf6t9swqofjo6c9vi7qfm49g;Pass;;;;;;;;;;4,5;;72,2;;0,57;13,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;72,2;13,3;;;;;;;0;0;4;56;Portland Timbers II;296;MC;1,0
2732079833;40;1;1;4;57;iiolvosiuokkrl5iuoxcjo4p;1;72,2;13,3;2024-10-06T20:16:46.318Z;2024-10-06T20:16:47Z;[{'id': 5275284209, 'qualifierId': 212, 'value': '8.2'}, {'id': 5275284207, 'qualifierId': 141, 'value': '6.4'}, {'id': 5275284205, 'qualifierId': 140, 'value': '65.8'}, {'id': 5275284203, 'qualifierId': 56, 'value': 'Right'}, {'id': 5275284211, 'qualifierId': 213, 'value': '3.75'}];6kfmf44wdx1btf9mwqdmo36z8;W. Frederick;;;jf6t9swqofjo6c9vi7qfm49g;Pass;;;;;;;;;;8,2;;65,8;;3,75;6,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;65,8;6,4;;;;;;;0;0;4;57;Portland Timbers II;297;AMC;1,0
2732079853;41;1;1;4;59;iiolvosiuokkrl5iuoxcjo4p;1;65,8;6,4;2024-10-06T20:16:47.430Z;2024-10-06T20:16:49Z;[{'id': 5275284347, 'qualifierId': 213, 'value': '6.09'}, {'id': 5275284339, 'qualifierId': 56, 'value': 'Right'}, {'id': 5275284343, 'qualifierId': 141, 'value': '3.8'}, {'id': 5275284345, 'qualifierId': 212, 'value': '9.0'}, {'id': 5275284341, 'qualifierId': 140, 'value': '74.2'}];f1oc42nax0yel4gblge49py7e;D. Amadou;;;jf6t9swqofjo6c9vi7qfm49g;Pass;;;;;;;;;;9,0;;74,2;;6,09;3,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;74,2;3,8;;;;;;;0;0;4;59;Portland Timbers II;299;MC;1,0
2732079889;42;1;1;5;0;iiolvosiuokkrl5iuoxcjo4p;1;74,2;3,8;2024-10-06T20:16:49.118Z;2024-10-06T20:16:51Z;[{'id': 5275284579, 'qualifierId': 212, 'value': '11.6'}, {'id': 5275284577, 'qualifierId': 141, 'value': '7.4'}, {'id': 5275284573, 'qualifierId': 56, 'value': 'Right'}, {'id': 5275284581, 'qualifierId': 213, 'value': '2.93'}, {'id': 5275284575, 'qualifierId': 140, 'value': '63.4'}];8qqehla9xvhut6uua4a0zcju2;S. Anderson;;;jf6t9swqofjo6c9vi7qfm49g;Pass;;;;;;;;;;11,6;;63,4;;2,93;7,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;63,4;7,4;;;;;;;0;0;5;0;Portland Timbers II;300;DR;1,0
2732079907;43;1;1;5;3;iiolvosiuokkrl5iuoxcjo4p;1;63,4;7,6;2024-10-06T20:16:51.542Z;2024-10-06T20:16:53Z;[{'id': 5275284661, 'qualifierId': 56, 'value': 'Right'}, {'id': 5275284665, 'qualifierId': 141, 'value': '15.4'}, {'id': 5275284669, 'qualifierId': 213, 'value': '1.57'}, {'id': 5275284667, 'qualifierId': 212, 'value': '5.3'}, {'id': 5275284663, 'qualifierId': 140, 'value': '63.4'}];f1oc42nax0yel4gblge49py7e;D. Amadou;;;jf6t9swqofjo6c9vi7qfm49g;Pass;;;;;;;;;;5,3;;63,4;;1,57;15,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;63,4;15,4;;;;;;;0;0;5;3;Portland Timbers II;303;MC;1,0
2732079927;44;1;1;5;4;iiolvosiuokkrl5iuoxcjo4p;1;63,4;15,4;2024-10-06T20:16:52.896Z;2024-10-06T20:16:54Z;[{'id': 5275284783, 'qualifierId': 56, 'value': 'Right'}, {'id': 5275284785, 'qualifierId': 140, 'value': '56.3'}, {'id': 5275284787, 'qualifierId': 141, 'value': '3.8'}, {'id': 5275284791, 'qualifierId': 213, 'value': '3.96'}, {'id': 5275284789, 'qualifierId': 212, 'value': '10.9'}];38z2cuwmbeanujqho9cqwozmy;R. Aguirre;;;jf6t9swqofjo6c9vi7qfm49g;Pass;;;;;;;;;;10,9;;56,3;;3,96;3,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;56,3;3,8;;;;;;;0;0;5;4;Portland Timbers II;304;MC;1,0
2732079951;45;1;1;5;5;iiolvosiuokkrl5iuoxcjo4p;1;56,3;3,8;2024-10-06T20:16:54.374Z;2024-10-06T20:16:56Z;[{'id': 5275284883, 'qualifierId': 56, 'value': 'Back'}, {'id': 5275284885, 'qualifierId': 140, 'value': '43.5'}, {'id': 5275284893, 'qualifierId': 212, 'value': '18.7'}, {'id': 5275284889, 'qualifierId': 141, 'value': '23.0'}, {'id': 5275284895, 'qualifierId': 213, 'value': '2.37'}];f1oc42nax0yel4gblge49py7e;D. Amadou;;;jf6t9swqofjo6c9vi7qfm49g;Pass;;;;;;;;;;18,7;;43,5;;2,37;23,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;43,5;23,0;;;;;;;0;0;5;5;Portland Timbers II;305;MC;1,0
2732080019;46;1;1;5;7;iiolvosiuokkrl5iuoxcjo4p;1;43,5;23,6;2024-10-06T20:16:56.119Z;2024-10-06T20:17:00Z;[{'id': 5275285267, 'qualifierId': 141, 'value': '50.4'}, {'id': 5275285271, 'qualifierId': 213, 'value': '1.47'}, {'id': 5275285269, 'qualifierId': 212, 'value': '18.3'}, {'id': 5275285265, 'qualifierId': 140, 'value': '45.2'}, {'id': 5275285263, 'qualifierId': 56, 'value': 'Back'}];dw8iyfupgsqkt8ogxssmtss4q;M. Edwards;;;jf6t9swqofjo6c9vi7qfm49g;Pass;;;;;;;;;;18,3;;45,2;;1,47;50,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;45,2;50,4;;;;;;;0;0;5;7;Portland Timbers II;307;DL;1,0
2732080089;47;1;1;5;12;iiolvosiuokkrl5iuoxcjo4p;1;48,4;55,5;2024-10-06T20:17:00.655Z;2024-10-06T20:17:05Z;[{'id': 5275285653, 'qualifierId': 141, 'value': '4.6'}, {'id': 5275285657, 'qualifierId': 213, 'value': '5.38'}, {'id': 5275285659, 'qualifierId': 1}, {'id': 5275285651, 'qualifierId': 140, 'value': '74.4'}, {'id': 5275285655, 'qualifierId': 212, 'value': '44.1'}, {'id': 5275285649, 'qualifierId': 56, 'value': 'Right'}, {'id': 5275285647, 'qualifierId': 155}];at9jab3qv8j4azup6qd5ggui2;D. Chacón;;;jf6t9swqofjo6c9vi7qfm49g;Pass;;;;;;;;;;44,1;;74,4;;5,38;4,6;;;;;;;;1,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;74,4;4,6;;;;;;;0;0;5;12;Portland Timbers II;312;DC;1,0
2732080095;48;50;1;5;16;iiolvosiuokkrl5iuoxcjo4p;1;76,6;4,8;2024-10-06T20:17:05.271Z;2024-10-06T20:17:09Z;[{'id': 5275285679, 'qualifierId': 56, 'value': 'Right'}, {'id': 5275285681, 'qualifierId': 286}, {'id': 5275285803, 'qualifierId': 233, 'value': '47'}];8qqehla9xvhut6uua4a0zcju2;S. Anderson;;;jf6t9swqofjo6c9vi7qfm49g;Dispossessed;;;;;;;;;;;;;;;;;;;47,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;;;;;;;;;0;0;5;16;Portland Timbers II;316;DR;1,0
2732080105;47;7;1;5;16;5ou8b446l1sl8frblkz3xi17g;1;23,4;95,2;2024-10-06T20:17:05.272Z;2024-10-10T06:28:37Z;[{'id': 5275285763, 'qualifierId': 285}, {'id': 5275285779, 'qualifierId': 233, 'value': '48'}, {'id': 5275285761, 'qualifierId': 56, 'value': 'Back'}, {'id': 5275285759, 'qualifierId': 167}, {'id': 5279789497, 'qualifierId': 385}];a89drfd4adts1cbtqa77l1boq;B. Pope;;;jf6t9swqofjo6c9vi7qfm49g;Tackle;;;;;;;;;;;;;;;;;;;48,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;;;;;;;0;0;5;16;Colorado Rapids II;316;DML;1,0
2732080127;48;5;1;5;17;5ou8b446l1sl8frblkz3xi17g;0;27,4;101,8;2024-10-06T20:17:06.419Z;2024-10-06T20:21:51Z;[{'id': 5275285949, 'qualifierId': 347}, {'id': 5275285947, 'qualifierId': 56, 'value': 'Back'}, {'id': 5275286019, 'qualifierId': 233, 'value': '49'}];a89drfd4adts1cbtqa77l1boq;B. Pope;;;jf6t9swqofjo6c9vi7qfm49g;Out;;;;;;;;;;;;;;;;;;;49,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;;;;;;;0;0;5;17;Colorado Rapids II;317;DML;1,0
2732080135;49;5;1;5;17;iiolvosiuokkrl5iuoxcjo4p;1;72,6;-1,8;2024-10-06T20:17:06.419Z;2024-10-06T20:21:51Z;[{'id': 5275285981, 'qualifierId': 56, 'value': 'Right'}, {'id': 5275285983, 'qualifierId': 347}, {'id': 5275285987, 'qualifierId': 233, 'value': '48'}];8qqehla9xvhut6uua4a0zcju2;S. Anderson;;;jf6t9swqofjo6c9vi7qfm49g;Out;;;;;;;;;;;;;;;;;;;48,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;;;;;;;;;0;0;5;17;Portland Timbers II;317;DR;1,0
2732080177;50;1;1;5;21;iiolvosiuokkrl5iuoxcjo4p;1;72,9;0,0;2024-10-06T20:17:10.064Z;2024-10-06T20:17:13Z;[{'id': 5275286243, 'qualifierId': 141, 'value': '12.7'}, {'id': 5275286237, 'qualifierId': 107}, {'id': 5275286247, 'qualifierId': 213, 'value': '2.41'}, {'id': 5275286239, 'qualifierId': 56, 'value': 'Right'}, {'id': 5275286245, 'qualifierId': 212, 'value': '14.8'}, {'id': 5275286241, 'qualifierId': 140, 'value': '62.4'}];8qqehla9xvhut6uua4a0zcju2;S. Anderson;;;jf6t9swqofjo6c9vi7qfm49g;Pass;;;;;;;;;;14,8;;62,4;;2,41;12,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;62,4;12,7;;;;;;;0;0;5;21;Portland Timbers II;321;DR;1,0
2732080245;51;1;1;5;24;iiolvosiuokkrl5iuoxcjo4p;1;62,1;11,5;2024-10-06T20:17:13.311Z;2024-10-06T20:17:17Z;[{'id': 5275286625, 'qualifierId': 56, 'value': 'Center'}, {'id': 5275286635, 'qualifierId': 1}, {'id': 5275286631, 'qualifierId': 212, 'value': '35.0'}, {'id': 5275286627, 'qualifierId': 140, 'value': '61.3'}, {'id': 5275286633, 'qualifierId': 213, 'value': '1.59'}, {'id': 5275286629, 'qualifierId': 141, 'value': '63.0'}];f1oc42nax0yel4gblge49py7e;D. Amadou;;;jf6t9swqofjo6c9vi7qfm49g;Pass;;;;;;;;;;35,0;;61,3;;1,59;63,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;61,3;63,0;;;;;;;0;0;5;24;Portland Timbers II;324;MC;1,0
2732080281;52;1;1;5;29;iiolvosiuokkrl5iuoxcjo4p;1;61,4;66,0;2024-10-06T20:17:17.455Z;2024-10-06T20:17:19Z;[{'id': 5275286815, 'qualifierId': 56, 'value': 'Center'}, {'id': 5275286823, 'qualifierId': 213, 'value': '1.13'}, {'id': 5275286819, 'qualifierId': 141, 'value': '77.9'}, {'id': 5275286817, 'qualifierId': 140, 'value': '65.0'}, {'id': 5275286821, 'qualifierId': 212, 'value': '8.9'}];at9jab3qv8j4azup6qd5ggui2;D. Chacón;;;jf6t9swqofjo6c9vi7qfm49g;Pass;;;;;;;;;;8,9;;65,0;;1,13;77,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;65,0;77,9;;;;;;;0;0;5;29;Portland Timbers II;329;DC;1,0
2732080285;53;50;1;5;31;iiolvosiuokkrl5iuoxcjo4p;1;65,1;78,7;2024-10-06T20:17:19.544Z;2024-10-10T13:40:02Z;[{'id': 5279947615, 'qualifierId': 233, 'value': '49'}, {'id': 5275286833, 'qualifierId': 286}, {'id': 5275286831, 'qualifierId': 56, 'value': 'Center'}];1keonaeqvrkqhbw9sjaaxsff8;J. Travis;;;jf6t9swqofjo6c9vi7qfm49g;Dispossessed;;;;;;;;;;;;;;;;;;;49,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;home;;;;;;;;;0;0;5;31;Portland Timbers II;331;DC;1,0
2732080331;49;7;1;5;31;5ou8b446l1sl8frblkz3xi17g;1;34,9;21,3;2024-10-06T20:17:19.545Z;2024-10-10T06:29:36Z;[{'id': 5275287113, 'qualifierId': 56, 'value': 'Back'}, {'id': 5279789701, 'qualifierId': 384}, {'id': 5275287157, 'qualifierId': 233, 'value': '53'}, {'id': 5275287115, 'qualifierId': 285}];5nykil6w1bxfevpp2c5rr32fo;J. Jones-Riley;;;jf6t9swqofjo6c9vi7qfm49g;Tackle;;;;;;;;;;;;;;;;;;;53,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;;;;;;;0;0;5;31;Colorado Rapids II;331;DMR;1,0
