id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamKit;value_TeamPlayerFormation;value_JerseyNumber;value_Captain;value_TeamFormation;value_Resume;value_Involved;value_PlayerPosition;value_DirectionOfPlay;value_Angle;value_Length;value_PassEndX;value_Zone;value_KickOff;value_PassEndY;value_Chipped;value_LongBall;value_Launch;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_IntendedTackleTarget;value_Offensive;value_BlockedPass;value_Defensive;value_HeadPass;value_FlickOn;value_Cross;value_RightFooted;value_OutSwinger;value_BlockedCross;value_TouchTypeControl;value_PlayersCaughtOffside;value_Indirect;value_FreeKickTaken;value_TouchTypeClearance;value_LayOff;value_TakeOnOvertake;value_DeletedEventType;value_NextEventGoalKick;value_Low;value_GoalKick;value_Foul;value_Direct;value_AttemptedTackle;value_RelatedEventId;value_RecklessOffence;value_YellowCard;value_TakeOnSpace;value_SavedOffLine;value_FirstTouch;value_GoalmouthZ;value_LeftFooted;value_GoalmouthY;value_Blocked;value_GkX;value_GkY;value_BlockedX;value_BlockedY;value_Deflection;value_SixYardBlocked;value_SmallBoxLeft;value_LowCentre;value_NotAssisted;value_RegularPlay;value_LastLine;value_DefBlock;value_IndividualPlay;value_Right;value_OutOfBoxCentre;value_NotPastGoalLine;value_Assist;value_IntentionalAssist;value_BoxCentre;value_Assisted;value_TouchTypePass;value_ShirtPull/Holding;value_OutOfPlay;value_CloseLeft;value_OutOfBoxDeepLeft;value_LowGkIntervention;value_Stooping;value_Collected;value_Hands;value_LeadingToGoal;value_BigChance;value_RelatedError1Id;value_GkYTimeOfGoal;value_GkXTimeOfGoal;value_GoalShotTimestamp;value_GoalShotGameClock;value_Weak;value_NotVisible;value_SwitchOfPlay;value_Overrun;value_Simulation;value_TacticalFoul;value_Shove/Push;value_KeeperThrow;value_Dissent;value_Head;value_ThroughBall;value_MediumGkIntervention;value_GkHoof;value_Minutes;value_EndType;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_LeadingToAttempt;value_BoxLeft;value_LowRight;value_Left;value_InSwinger;value_CornerTaken;value_FromCorner;value_Standing;value_PersistentInfringement;value_ParriedDanger;value_OwnPlayer;value_OwnShotBlocked;value_Tap;value_LowLeft;value_FreeKick;value_Diving;value_OverhitCross;value_OverArm;value_High;value_PullBack;value_FastBreak;value_Injury;value_InjuredPlayerId;value_GkKickFromHands;value_HighRight;value_Unchallenged;value_Defensive1V1;value_ParriedSafe;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2676627767;132;49;1;13;47;6ddsx316t3j0z6nolrky9k4r8;1;52,3;44,6;2024-04-21T19:17:33.100Z;2024-04-26T20:59:47Z;[];3ei1s8oyub83owfxxbsygmsmi;J. Jiménez;;;cd37w59o8wyir0tao9ydbih3o;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;;;;;;;;;0;0;13;47;Columbus Crew II;827;FW;1,0
2676627777;133;1;1;13;48;6ddsx316t3j0z6nolrky9k4r8;1;52,3;44,6;2024-04-21T19:17:34.179Z;2024-04-26T20:59:50Z;[{'id': 4971395499, 'qualifierId': 213, 'value': '0.61'}, {'id': 4971395497, 'qualifierId': 212, 'value': '7.8'}, {'id': 4971395491, 'qualifierId': 56, 'value': 'Center'}, {'id': 4971395495, 'qualifierId': 141, 'value': '51.2'}, {'id': 4971395493, 'qualifierId': 140, 'value': '58.4'}];3ei1s8oyub83owfxxbsygmsmi;J. Jiménez;;;cd37w59o8wyir0tao9ydbih3o;Pass;;;;;;;;;;0,61;7,8;58,4;;;51,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;58,4;51,2;;;;;;;0;0;13;48;Columbus Crew II;828;FW;1,0
2676627815;134;43;1;13;49;6ddsx316t3j0z6nolrky9k4r8;1;0,0;0,0;2024-04-21T19:17:35.299Z;2024-04-26T21:00:03Z;[{'id': 4971395669, 'qualifierId': 56, 'value': 'Center'}, {'id': 4981356899, 'qualifierId': 144, 'value': '1'}, {'id': 4971395675, 'qualifierId': 212, 'value': '14.0'}, {'id': 4971395673, 'qualifierId': 141, 'value': '31.3'}, {'id': 4971395677, 'qualifierId': 213, 'value': '4.97'}, {'id': 4971395671, 'qualifierId': 140, 'value': '61.8'}];3ei1s8oyub83owfxxbsygmsmi;J. Jiménez;;;cd37w59o8wyir0tao9ydbih3o;Deleted event;;;;;;;;;;4,97;14,0;61,8;;;31,3;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;61,8;31,3;;;;;;;0;0;13;49;Columbus Crew II;829;FW;1,0
2676627883;135;1;1;13;52;6ddsx316t3j0z6nolrky9k4r8;1;61,3;31,5;2024-04-21T19:17:38.292Z;2024-04-26T21:00:04Z;[{'id': 4971396109, 'qualifierId': 212, 'value': '46.6'}, {'id': 4971396113, 'qualifierId': 1}, {'id': 4971396107, 'qualifierId': 141, 'value': '81.1'}, {'id': 4971396101, 'qualifierId': 155}, {'id': 4971396111, 'qualifierId': 213, 'value': '0.81'}, {'id': 4971396105, 'qualifierId': 140, 'value': '91.9'}, {'id': 4971396103, 'qualifierId': 56, 'value': 'Left'}];cwyml9l4tfvb4ceh8tv3au0wk;M. Carrizo;;;cd37w59o8wyir0tao9ydbih3o;Pass;;;;;;;;;;0,81;46,6;91,9;;;81,1;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;91,9;81,1;;;;;;;0;0;13;52;Columbus Crew II;832;FWR;1,0
2678469615;933;83;1;13;56;5b4ccd62yeeqdl2qk6jzsmjv8;1;13,1;26,5;2024-04-21T19:17:42.316Z;2024-04-26T21:00:44Z;[{'id': 4981357529, 'qualifierId': 399, 'value': '1p4rbf4wumfagv2ntlewdxey'}];aflr59dwf5lj1e5p1kne0ea22;J. Lindimore;;;cd37w59o8wyir0tao9ydbih3o;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;;;;;;;;;0;0;13;56;New York City II;836;DC;1,0
2676627925;136;1;1;13;59;6ddsx316t3j0z6nolrky9k4r8;1;86,8;76,9;2024-04-21T19:17:45.628Z;2024-04-21T19:17:49Z;[{'id': 4971396399, 'qualifierId': 56, 'value': 'Center'}, {'id': 4971396403, 'qualifierId': 141, 'value': '78.7'}, {'id': 4971396405, 'qualifierId': 212, 'value': '18.5'}, {'id': 4971396401, 'qualifierId': 140, 'value': '69.2'}, {'id': 4971396407, 'qualifierId': 213, 'value': '3.08'}];1p4rbf4wumfagv2ntlewdxey;R. Arévalo;;;cd37w59o8wyir0tao9ydbih3o;Pass;;;;;;;;;;3,08;18,5;69,2;;;78,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;69,2;78,7;;;;;;;0;0;13;59;Columbus Crew II;839;FWL;1,0
2676627951;137;1;1;14;3;6ddsx316t3j0z6nolrky9k4r8;1;68,9;78,7;2024-04-21T19:17:49.243Z;2024-04-21T19:17:53Z;[{'id': 4971396579, 'qualifierId': 212, 'value': '15.8'}, {'id': 4971396577, 'qualifierId': 141, 'value': '55.7'}, {'id': 4971396583, 'qualifierId': 213, 'value': '4.59'}, {'id': 4971396573, 'qualifierId': 56, 'value': 'Center'}, {'id': 4971396575, 'qualifierId': 140, 'value': '67.1'}];9ijxde56q9ayy0v9kgt2osx04;A. Hauschild;;;cd37w59o8wyir0tao9ydbih3o;Pass;;;;;;;;;;4,59;15,8;67,1;;;55,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;67,1;55,7;;;;;;;0;0;14;3;Columbus Crew II;843;DC;1,0
2676627979;138;1;1;14;7;6ddsx316t3j0z6nolrky9k4r8;1;64,1;56,6;2024-04-21T19:17:53.068Z;2024-04-21T19:17:55Z;[{'id': 4971396731, 'qualifierId': 213, 'value': '1.93'}, {'id': 4971396725, 'qualifierId': 212, 'value': '11.0'}, {'id': 4971396723, 'qualifierId': 141, 'value': '71.8'}, {'id': 4971396719, 'qualifierId': 56, 'value': 'Center'}, {'id': 4971396721, 'qualifierId': 140, 'value': '60.4'}];2676930j149yvanqev61emh62;J. Rozhansky;;;cd37w59o8wyir0tao9ydbih3o;Pass;;;;;;;;;;1,93;11,0;60,4;;;71,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;60,4;71,8;;;;;;;0;0;14;7;Columbus Crew II;847;MC;1,0
2676628001;139;1;1;14;9;6ddsx316t3j0z6nolrky9k4r8;1;59,5;73,2;2024-04-21T19:17:54.892Z;2024-04-21T19:17:58Z;[{'id': 4971396855, 'qualifierId': 213, 'value': '4.32'}, {'id': 4971396853, 'qualifierId': 212, 'value': '21.8'}, {'id': 4971396847, 'qualifierId': 56, 'value': 'Center'}, {'id': 4971396851, 'qualifierId': 141, 'value': '43.6'}, {'id': 4971396849, 'qualifierId': 140, 'value': '51.6'}];9ijxde56q9ayy0v9kgt2osx04;A. Hauschild;;;cd37w59o8wyir0tao9ydbih3o;Pass;;;;;;;;;;4,32;21,8;51,6;;;43,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;51,6;43,6;;;;;;;0;0;14;9;Columbus Crew II;849;DC;1,0
2676628037;140;1;1;14;12;6ddsx316t3j0z6nolrky9k4r8;1;48,5;44,5;2024-04-21T19:17:58.524Z;2024-04-21T19:18:01Z;[{'id': 4971397051, 'qualifierId': 56, 'value': 'Back'}, {'id': 4971397059, 'qualifierId': 213, 'value': '1.91'}, {'id': 4971397057, 'qualifierId': 212, 'value': '17.9'}, {'id': 4971397053, 'qualifierId': 140, 'value': '42.9'}, {'id': 4971397055, 'qualifierId': 141, 'value': '69.3'}];1ni0mewxcbo26d1xxetkdy3ca;M. Leong;;;cd37w59o8wyir0tao9ydbih3o;Pass;;;;;;;;;;1,91;17,9;42,9;;;69,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;42,9;69,3;;;;;;;0;0;14;12;Columbus Crew II;852;DL;1,0
2676628079;141;1;1;14;16;6ddsx316t3j0z6nolrky9k4r8;1;45,9;74,1;2024-04-21T19:18:01.852Z;2024-04-21T19:18:05Z;[{'id': 4971397281, 'qualifierId': 213, 'value': '5.72'}, {'id': 4971397275, 'qualifierId': 140, 'value': '58.4'}, {'id': 4971397273, 'qualifierId': 56, 'value': 'Center'}, {'id': 4971397277, 'qualifierId': 141, 'value': '61.8'}, {'id': 4971397279, 'qualifierId': 212, 'value': '15.6'}];9ijxde56q9ayy0v9kgt2osx04;A. Hauschild;;;cd37w59o8wyir0tao9ydbih3o;Pass;;;;;;;;;;5,72;15,6;58,4;;;61,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;58,4;61,8;;;;;;;0;0;14;16;Columbus Crew II;856;DC;1,0
2676628139;142;1;1;14;19;6ddsx316t3j0z6nolrky9k4r8;1;55,4;59,4;2024-04-21T19:18:05.436Z;2024-04-21T19:18:08Z;[{'id': 4971397545, 'qualifierId': 56, 'value': 'Left'}, {'id': 4971397553, 'qualifierId': 213, 'value': '1.64'}, {'id': 4971397551, 'qualifierId': 212, 'value': '14.4'}, {'id': 4971397547, 'qualifierId': 140, 'value': '54.4'}, {'id': 4971397549, 'qualifierId': 141, 'value': '80.5'}];2676930j149yvanqev61emh62;J. Rozhansky;;;cd37w59o8wyir0tao9ydbih3o;Pass;;;;;;;;;;1,64;14,4;54,4;;;80,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;54,4;80,5;;;;;;;0;0;14;19;Columbus Crew II;859;MC;1,0
2676628161;143;1;1;14;22;6ddsx316t3j0z6nolrky9k4r8;1;54,4;80,2;2024-04-21T19:18:08.460Z;2024-04-21T19:18:10Z;[{'id': 4971397693, 'qualifierId': 140, 'value': '53.8'}, {'id': 4971397695, 'qualifierId': 141, 'value': '70.9'}, {'id': 4971397699, 'qualifierId': 213, 'value': '4.61'}, {'id': 4971397697, 'qualifierId': 212, 'value': '6.4'}, {'id': 4971397689, 'qualifierId': 56, 'value': 'Center'}];1cfm4ne1po0mld4bl37deg36c;J. Shore;;;cd37w59o8wyir0tao9ydbih3o;Pass;;;;;;;;;;4,61;6,4;53,8;;;70,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;53,8;70,9;;;;;;;0;0;14;22;Columbus Crew II;862;MC;1,0
2676628179;144;1;1;14;24;6ddsx316t3j0z6nolrky9k4r8;1;54,2;70,8;2024-04-21T19:18:10.556Z;2024-04-21T19:18:13Z;[{'id': 4971397821, 'qualifierId': 213, 'value': '2.59'}, {'id': 4971397819, 'qualifierId': 212, 'value': '18.9'}, {'id': 4971397817, 'qualifierId': 141, 'value': '85.3'}, {'id': 4971397813, 'qualifierId': 56, 'value': 'Back'}, {'id': 4971397815, 'qualifierId': 140, 'value': '38.8'}];2676930j149yvanqev61emh62;J. Rozhansky;;;cd37w59o8wyir0tao9ydbih3o;Pass;;;;;;;;;;2,59;18,9;38,8;;;85,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;38,8;85,3;;;;;;;0;0;14;24;Columbus Crew II;864;MC;1,0
2676628227;145;1;1;14;27;6ddsx316t3j0z6nolrky9k4r8;1;38,8;84,4;2024-04-21T19:18:13.244Z;2024-04-21T19:18:18Z;[{'id': 4971398105, 'qualifierId': 141, 'value': '58.1'}, {'id': 4971398103, 'qualifierId': 140, 'value': '22.0'}, {'id': 4971398107, 'qualifierId': 212, 'value': '25.1'}, {'id': 4971398109, 'qualifierId': 213, 'value': '3.93'}, {'id': 4971398101, 'qualifierId': 56, 'value': 'Back'}];9ijxde56q9ayy0v9kgt2osx04;A. Hauschild;;;cd37w59o8wyir0tao9ydbih3o;Pass;;;;;;;;;;3,93;25,1;22,0;;;58,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;22,0;58,1;;;;;;;0;0;14;27;Columbus Crew II;867;DC;1,0
2676628255;146;1;1;14;32;6ddsx316t3j0z6nolrky9k4r8;1;22,0;58,1;2024-04-21T19:18:17.980Z;2024-04-21T19:18:20Z;[{'id': 4971398261, 'qualifierId': 213, 'value': '1.35'}, {'id': 4971398253, 'qualifierId': 141, 'value': '80.2'}, {'id': 4971398257, 'qualifierId': 212, 'value': '15.4'}, {'id': 4971398249, 'qualifierId': 56, 'value': 'Back'}, {'id': 4971398251, 'qualifierId': 140, 'value': '25.2'}];bn7qfn71x24fjl5d8t4p97kve;A. Rando;;;cd37w59o8wyir0tao9ydbih3o;Pass;;;;;;;;;;1,35;15,4;25,2;;;80,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;25,2;80,2;;;;;;;0;0;14;32;Columbus Crew II;872;GK;1,0
2676628281;147;1;1;14;34;6ddsx316t3j0z6nolrky9k4r8;1;24,9;80,0;2024-04-21T19:18:20.329Z;2024-04-21T19:18:22Z;[{'id': 4971398417, 'qualifierId': 213, 'value': '0.74'}, {'id': 4971398411, 'qualifierId': 140, 'value': '36.3'}, {'id': 4971398415, 'qualifierId': 212, 'value': '16.3'}, {'id': 4971398407, 'qualifierId': 56, 'value': 'Back'}, {'id': 4971398413, 'qualifierId': 141, 'value': '96.2'}];9ijxde56q9ayy0v9kgt2osx04;A. Hauschild;;;cd37w59o8wyir0tao9ydbih3o;Pass;;;;;;;;;;0,74;16,3;36,3;;;96,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;36,3;96,2;;;;;;;0;0;14;34;Columbus Crew II;874;DC;1,0
2676628303;148;1;1;14;36;6ddsx316t3j0z6nolrky9k4r8;1;36,5;95,9;2024-04-21T19:18:22.029Z;2024-04-21T19:18:24Z;[{'id': 4971398529, 'qualifierId': 212, 'value': '19.0'}, {'id': 4971398527, 'qualifierId': 141, 'value': '91.5'}, {'id': 4971398525, 'qualifierId': 140, 'value': '54.4'}, {'id': 4971398523, 'qualifierId': 56, 'value': 'Left'}, {'id': 4971398531, 'qualifierId': 213, 'value': '6.13'}];7uk47vm92xsvwdofmw1ppawyy;C. Tiao;;;cd37w59o8wyir0tao9ydbih3o;Pass;;;;;;;;;;6,13;19,0;54,4;;;91,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;54,4;91,5;;;;;;;0;0;14;36;Columbus Crew II;876;DC;1,0
2676628337;149;1;1;14;39;6ddsx316t3j0z6nolrky9k4r8;1;54,4;91,5;2024-04-21T19:18:24.797Z;2024-04-21T19:18:28Z;[{'id': 4971398731, 'qualifierId': 212, 'value': '10.1'}, {'id': 4971398733, 'qualifierId': 213, 'value': '0.27'}, {'id': 4971398725, 'qualifierId': 56, 'value': 'Left'}, {'id': 4971398729, 'qualifierId': 141, 'value': '95.4'}, {'id': 4971398727, 'qualifierId': 140, 'value': '63.7'}];1cfm4ne1po0mld4bl37deg36c;J. Shore;;;cd37w59o8wyir0tao9ydbih3o;Pass;;;;;;;;;;0,27;10,1;63,7;;;95,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;63,7;95,4;;;;;;;0;0;14;39;Columbus Crew II;879;MC;1,0
2676628341;150;50;1;14;41;6ddsx316t3j0z6nolrky9k4r8;1;69,7;85,9;2024-04-21T19:18:27.525Z;2024-04-26T21:01:21Z;[{'id': 4971398751, 'qualifierId': 56, 'value': 'Left'}, {'id': 4971399167, 'qualifierId': 233, 'value': '170'}, {'id': 4971398753, 'qualifierId': 286}];1p4rbf4wumfagv2ntlewdxey;R. Arévalo;;;cd37w59o8wyir0tao9ydbih3o;Dispossessed;;;;;;;;;;;;;;;;;;;;170,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;;;;;;;;;0;0;14;41;Columbus Crew II;881;FWL;1,0
2676628401;170;7;1;14;41;5b4ccd62yeeqdl2qk6jzsmjv8;1;30,3;14,1;2024-04-21T19:18:27.526Z;2024-04-26T21:01:24Z;[{'id': 4971399087, 'qualifierId': 285}, {'id': 4981358201, 'qualifierId': 384}, {'id': 4971399085, 'qualifierId': 56, 'value': 'Back'}, {'id': 4971399149, 'qualifierId': 233, 'value': '150'}];e0pkyzm6eqzlrxme33k7dwgt0;C. Adams;;;cd37w59o8wyir0tao9ydbih3o;Tackle;;;;;;;;;;;;;;;;;;;;150,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;;;;;;;;;0;0;14;41;New York City II;881;FWR;1,0
2676651023;452;1;1;14;42;5b4ccd62yeeqdl2qk6jzsmjv8;1;28,4;23,6;2024-04-21T19:18:27.716Z;2024-04-26T21:01:26Z;[{'id': 4971532631, 'qualifierId': 213, 'value': '5.53'}, {'id': 4971532623, 'qualifierId': 56, 'value': 'Back'}, {'id': 4971532625, 'qualifierId': 140, 'value': '33.3'}, {'id': 4971532627, 'qualifierId': 141, 'value': '16.5'}, {'id': 4971532629, 'qualifierId': 212, 'value': '7.1'}];9elhnfsovx9efu5f92mkkls7o;C. Pearson;;;cd37w59o8wyir0tao9ydbih3o;Pass;;;;;;;;;;5,53;7,1;33,3;;;16,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;33,3;16,5;;;;;;;0;0;14;42;New York City II;882;DC;1,0
2676653271;454;61;1;14;43;5b4ccd62yeeqdl2qk6jzsmjv8;0;31,1;17,4;2024-04-21T19:18:28.716Z;2024-04-26T21:01:30Z;[{'id': 4971545677, 'qualifierId': 56, 'value': 'Back'}];e0pkyzm6eqzlrxme33k7dwgt0;C. Adams;;;cd37w59o8wyir0tao9ydbih3o;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;;;;;;;;;0;0;14;43;New York City II;883;FWR;1,0
2676628407;171;43;1;14;44;5b4ccd62yeeqdl2qk6jzsmjv8;1;0,0;0,0;2024-04-21T19:18:30.083Z;2024-04-21T19:56:20Z;[{'id': 4971535253, 'qualifierId': 144, 'value': '61'}, {'id': 4971399121, 'qualifierId': 56, 'value': 'Back'}];e0pkyzm6eqzlrxme33k7dwgt0;C. Adams;;;cd37w59o8wyir0tao9ydbih3o;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;;;;;;;;;0;0;14;44;New York City II;884;FWR;1,0
2676628969;151;2;1;14;55;6ddsx316t3j0z6nolrky9k4r8;1;67,2;85,0;2024-04-21T19:18:40.790Z;2024-04-26T21:03:06Z;[{'id': 4971402111, 'qualifierId': 140, 'value': '73.5'}, {'id': 4971402411, 'qualifierId': 56, 'value': 'Left'}, {'id': 4971402113, 'qualifierId': 141, 'value': '85.0'}, {'id': 4971402409, 'qualifierId': 7, 'value': '1cfm4ne1po0mld4bl37deg36c'}];1p4rbf4wumfagv2ntlewdxey;R. Arévalo;;;cd37w59o8wyir0tao9ydbih3o;Offside Pass;;;;;;;;;;;;73,5;;;85,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;73,5;85,0;;;;;;;0;0;14;55;Columbus Crew II;895;FWL;1,0
