teamId;teamName;shortName;officialName;code;field;country;matchId;scores.halftime;scores.fulltime
29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;TFC II;Toronto FC II;TOR;home;Canada;eazl16iuxl3g63mt5c3tsk844;2;4
4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;New York RB II;New York Red Bulls II;NY;away;USA;eazl16iuxl3g63mt5c3tsk844;0;3
