id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;matchId;type_displayName;value_TeamFormation;value_Involved;value_JerseyNumber;value_TeamKit;value_Captain;value_Resume;value_TeamPlayerFormation;value_PlayerPosition;value_DirectionOfPlay;value_PassEndX;value_Length;value_KickOff;value_Zone;value_PassEndY;value_Angle;value_Chipped;value_LongBall;value_TouchTypePass;value_Defensive;value_OppositeRelatedEventId;value_Offensive;value_Direct;value_Foul;value_Shove/Push;value_FreeKickTaken;value_DeletedEventType;value_BlockedPass;value_AttemptedTackle;value_Launch;value_HeadPass;value_IntendedTackleTarget;value_NextEventThrowIn;value_ThrowIn;value_IntentionalAssist;value_ThroughBall;value_Assist;value_IndividualPlay;value_RegularPlay;value_GoalmouthY;value_BigChance;value_BoxCentre;value_RightFooted;value_GoalmouthZ;value_BlockedX;value_RelatedEventId;value_BlockedY;value_LowRight;value_Assisted;value_ParriedDanger;value_OtherBodyPart;value_Sliding;value_LowGkIntervention;value_TouchTypeClearance;value_NextEventGoalKick;value_Low;value_GoalKick;value_TouchTypeControl;value_TakeOnSpace;value_PlayersCaughtOffside;value_Indirect;value_LayOff;value_ShirtPull/Holding;value_Cross;value_InSwinger;value_LeftFooted;value_OutOfPlay;value_Head;value_Left;value_CornerTaken;value_OutSwinger;value_TakeOnOvertake;value_NotAssisted;value_OutOfBoxCentre;value_HighLeft;value_GkY;value_GkX;value_KeeperThrow;value_HighGkIntervention;value_HighClaim;value_FlickOn;value_1On1;value_NotPastGoalLine;value_CloseRight;value_MisHit;value_Right;value_FromCorner;value_FirstTouch;value_NotVisible;value_MediumGkIntervention;value_SwitchOfPlay;value_Blocked;value_LowCentre;value_DefBlock;value_Overrun;value_InjuredPlayerId;value_Injury;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_Hands;value_Diving;value_BlockedClearance;value_BoxRight;value_CloseLeft;value_SwerveRight;value_Minutes;value_EndType;value_YellowCard;value_RecklessOffence;value_OverhitCross;value_SmallBoxCentre;value_High;value_OverArm;value_BlockedCross;value_Penalty;value_PenaltyTakerId;value_Scored;value_CausingPlayer;value_GkYTimeOfGoal;value_FantasyAssistedBy;value_FantasyAssistId;value_FantasyAssistType;value_GoalShotTimestamp;value_FantasyAssistTeam;value_GoalShotGameClock;value_GkXTimeOfGoal;value_Second(2Nd)OppositeRelatedEventId;value_FreeKick;value_Tactical;value_LowLeft;value_BoxLeft;value_Feet;value_ParriedSafe;value_Stooping;value_FastBreak;value_TacticalFoul;value_HighRight;value_35Centre;value_GkHoof;value_Straight;value_DrivenCross;value_Volley;value_Defensive1V1;value_Handball;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2725304559;123;1;1;13;50;cbip96wzs3jc2xadoluhhxotl;1;33,0;90,6;2024-09-24T02:47:22.194Z;2024-09-24T02:47:23Z;[{'id': 5238207843, 'qualifierId': 140, 'value': '28.4'}, {'id': 5238207845, 'qualifierId': 141, 'value': '75.3'}, {'id': 5238207847, 'qualifierId': 212, 'value': '11.5'}, {'id': 5238207841, 'qualifierId': 56, 'value': 'Back'}, {'id': 5238207849, 'qualifierId': 213, 'value': '4.28'}];5gg2mxmy9ff40oku3s09gavl6;Z. Farnsworth;;dc1g7lojdap9j7xe5b3hldsk;Pass;;;;;;;;;;28,4;11,5;;;75,3;4,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;28,4;75,3;;;;;;;;0;13;50;Los Angeles II;830;DC;1,0
2725304565;124;1;1;13;51;cbip96wzs3jc2xadoluhhxotl;1;28,4;75,3;2024-09-24T02:47:23.058Z;2024-09-24T02:47:24Z;[{'id': 5238207881, 'qualifierId': 141, 'value': '69.0'}, {'id': 5238207877, 'qualifierId': 56, 'value': 'Back'}, {'id': 5238207883, 'qualifierId': 212, 'value': '9.0'}, {'id': 5238207885, 'qualifierId': 213, 'value': '5.78'}, {'id': 5238207879, 'qualifierId': 140, 'value': '35.9'}];9p86jgzpsokma52ifxswk4woa;J. Orozco;;dc1g7lojdap9j7xe5b3hldsk;Pass;;;;;;;;;;35,9;9,0;;;69,0;5,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;35,9;69,0;;;;;;;;0;13;51;Los Angeles II;831;MC;1,0
2725304567;125;1;1;13;53;cbip96wzs3jc2xadoluhhxotl;1;35,9;69,0;2024-09-24T02:47:24.834Z;2024-09-24T02:47:25Z;[{'id': 5238207895, 'qualifierId': 212, 'value': '8.2'}, {'id': 5238207897, 'qualifierId': 213, 'value': '2.56'}, {'id': 5238207889, 'qualifierId': 56, 'value': 'Back'}, {'id': 5238207891, 'qualifierId': 140, 'value': '29.4'}, {'id': 5238207893, 'qualifierId': 141, 'value': '75.6'}];3wkej06590b61lyqm7vt1kwes;G. Dillon;;dc1g7lojdap9j7xe5b3hldsk;Pass;;;;;;;;;;29,4;8,2;;;75,6;2,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;29,4;75,6;;;;;;;;0;13;53;Los Angeles II;833;MC;1,0
2725304573;126;1;1;13;53;cbip96wzs3jc2xadoluhhxotl;1;29,4;75,6;2024-09-24T02:47:25.698Z;2024-09-24T02:47:32Z;[{'id': 5238207943, 'qualifierId': 212, 'value': '17.5'}, {'id': 5238207945, 'qualifierId': 213, 'value': '0.28'}, {'id': 5238207937, 'qualifierId': 56, 'value': 'Back'}, {'id': 5238207939, 'qualifierId': 140, 'value': '45.4'}, {'id': 5238207941, 'qualifierId': 141, 'value': '82.6'}];9p86jgzpsokma52ifxswk4woa;J. Orozco;;dc1g7lojdap9j7xe5b3hldsk;Pass;;;;;;;;;;45,4;17,5;;;82,6;0,28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;45,4;82,6;;;;;;;;0;13;53;Los Angeles II;833;MC;1,0
2725304575;127;1;1;14;0;cbip96wzs3jc2xadoluhhxotl;0;63,6;75,3;2024-09-24T02:47:32.354Z;2024-09-24T02:47:33Z;[{'id': 5238207959, 'qualifierId': 213, 'value': '5.19'}, {'id': 5238207951, 'qualifierId': 56, 'value': 'Center'}, {'id': 5238207957, 'qualifierId': 212, 'value': '27.1'}, {'id': 5238207955, 'qualifierId': 141, 'value': '39.8'}, {'id': 5238207953, 'qualifierId': 140, 'value': '75.4'}, {'id': 5238207949, 'qualifierId': 155}];dzo2odov052991qseshgfruju;D. Iskenderian;;dc1g7lojdap9j7xe5b3hldsk;Pass;;;;;;;;;;75,4;27,1;;;39,8;5,19;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;75,4;39,8;;;;;;;;0;14;0;Los Angeles II;840;ML;1,0
2725304577;119;1;1;14;1;6gaq85erpkvbyxvivd96wuw44;0;23,8;52,9;2024-09-24T02:47:33.445Z;2024-09-24T02:47:35Z;[{'id': 5238207971, 'qualifierId': 213, 'value': '5.43'}, {'id': 5238207963, 'qualifierId': 56, 'value': 'Back'}, {'id': 5238207965, 'qualifierId': 140, 'value': '32.5'}, {'id': 5238207967, 'qualifierId': 141, 'value': '37.6'}, {'id': 5238207961, 'qualifierId': 3}, {'id': 5238207969, 'qualifierId': 212, 'value': '13.8'}];ajxa2yfzwct5nd0ded1sa9vmy;C. Jaime;;dc1g7lojdap9j7xe5b3hldsk;Pass;;;;;;;;;;32,5;13,8;;;37,6;5,43;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;32,5;37,6;;;;;;;;0;14;1;Real Monarchs;841;DC;1,0
2725304583;128;1;1;14;7;cbip96wzs3jc2xadoluhhxotl;1;75,4;80,9;2024-09-24T02:47:39.314Z;2024-09-24T02:47:41Z;[{'id': 5238207993, 'qualifierId': 141, 'value': '73.5'}, {'id': 5238207989, 'qualifierId': 56, 'value': 'Center'}, {'id': 5238207997, 'qualifierId': 213, 'value': '5.91'}, {'id': 5238207991, 'qualifierId': 140, 'value': '87.6'}, {'id': 5238207995, 'qualifierId': 212, 'value': '13.8'}];3wkej06590b61lyqm7vt1kwes;G. Dillon;;dc1g7lojdap9j7xe5b3hldsk;Pass;;;;;;;;;;87,6;13,8;;;73,5;5,91;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;87,6;73,5;;;;;;;;0;14;7;Los Angeles II;847;MC;1,0
2725304585;129;1;1;14;9;cbip96wzs3jc2xadoluhhxotl;0;85,5;75,6;2024-09-24T02:47:41.186Z;2024-09-24T02:47:43Z;[{'id': 5238208005, 'qualifierId': 140, 'value': '100.0'}, {'id': 5238208007, 'qualifierId': 141, 'value': '78.5'}, {'id': 5238208009, 'qualifierId': 212, 'value': '15.9'}, {'id': 5238208003, 'qualifierId': 56, 'value': 'Center'}, {'id': 5238208011, 'qualifierId': 213, 'value': '0.12'}];dzo2odov052991qseshgfruju;D. Iskenderian;;dc1g7lojdap9j7xe5b3hldsk;Pass;;;;;;;;;;100,0;15,9;;;78,5;0,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;100,0;78,5;;;;;;;;0;14;9;Los Angeles II;849;ML;1,0
2725304593;120;5;1;14;11;6gaq85erpkvbyxvivd96wuw44;1;-0,7;24,0;2024-09-24T02:47:43.542Z;2024-09-24T03:21:16Z;[{'id': 5238208031, 'qualifierId': 56, 'value': 'Back'}, {'id': 5238208035, 'qualifierId': 233, 'value': '130'}, {'id': 5238208033, 'qualifierId': 346}];a55do2tx3wz5tsboyf355aiok;B. Moyado;;dc1g7lojdap9j7xe5b3hldsk;Out;;;;;;;;;;;;;;;;;;;;130,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;;;;;;;;;;0;14;11;Real Monarchs;851;MC;1,0
2725304587;130;5;1;14;11;cbip96wzs3jc2xadoluhhxotl;0;100,7;76,0;2024-09-24T02:47:43.542Z;2024-09-24T03:21:16Z;[{'id': 5238208013, 'qualifierId': 56, 'value': 'Center'}, {'id': 5238208039, 'qualifierId': 233, 'value': '120'}, {'id': 5238208015, 'qualifierId': 346}];dzo2odov052991qseshgfruju;D. Iskenderian;;dc1g7lojdap9j7xe5b3hldsk;Out;;;;;;;;;;;;;;;;;;;;120,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;;;;;;;;;;0;14;11;Los Angeles II;851;ML;1,0
2725304601;121;1;1;14;24;6gaq85erpkvbyxvivd96wuw44;1;4,7;49,4;2024-09-24T02:47:56.645Z;2024-09-24T02:48:01Z;[{'id': 5238208073, 'qualifierId': 140, 'value': '11.7'}, {'id': 5238208069, 'qualifierId': 124}, {'id': 5238208083, 'qualifierId': 237}, {'id': 5238208079, 'qualifierId': 213, 'value': '1.09'}, {'id': 5238208075, 'qualifierId': 141, 'value': '70.0'}, {'id': 5238208077, 'qualifierId': 212, 'value': '15.8'}, {'id': 5238208071, 'qualifierId': 56, 'value': 'Back'}];d4xd9fxqjwfe7x46byn60dx49;D. Ochoa;;dc1g7lojdap9j7xe5b3hldsk;Pass;;;;;;;;;;11,7;15,8;;;70,0;1,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;11,7;70,0;;;;;;;;0;14;24;Real Monarchs;864;GK;1,0
2725304605;122;1;1;14;29;6gaq85erpkvbyxvivd96wuw44;1;20,9;63,1;2024-09-24T02:48:01.621Z;2024-09-24T02:48:04Z;[{'id': 5238208089, 'qualifierId': 140, 'value': '23.1'}, {'id': 5238208091, 'qualifierId': 141, 'value': '30.3'}, {'id': 5238208087, 'qualifierId': 56, 'value': 'Back'}, {'id': 5238208095, 'qualifierId': 213, 'value': '4.82'}, {'id': 5238208093, 'qualifierId': 212, 'value': '22.4'}];e2912gyiutvn3aky0z9ijz384;A. Sanders;;dc1g7lojdap9j7xe5b3hldsk;Pass;;;;;;;;;;23,1;22,4;;;30,3;4,82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;23,1;30,3;;;;;;;;0;14;29;Real Monarchs;869;DC;1,0
2725304613;123;1;1;14;32;6gaq85erpkvbyxvivd96wuw44;1;23,6;29,7;2024-09-24T02:48:04.268Z;2024-09-24T02:48:07Z;[{'id': 5238208133, 'qualifierId': 213, 'value': '5.05'}, {'id': 5238208125, 'qualifierId': 56, 'value': 'Back'}, {'id': 5238208129, 'qualifierId': 141, 'value': '8.1'}, {'id': 5238208131, 'qualifierId': 212, 'value': '15.6'}, {'id': 5238208127, 'qualifierId': 140, 'value': '28.5'}];7s32iecltoopsjddclg0ixzx0;C. Díaz;;dc1g7lojdap9j7xe5b3hldsk;Pass;;;;;;;;;;28,5;15,6;;;8,1;5,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;28,5;8,1;;;;;;;;0;14;32;Real Monarchs;872;DL;1,0
2725304625;124;1;1;14;35;6gaq85erpkvbyxvivd96wuw44;1;28,5;8,1;2024-09-24T02:48:07.157Z;2024-09-24T02:48:15Z;[{'id': 5238208207, 'qualifierId': 212, 'value': '29.9'}, {'id': 5238208201, 'qualifierId': 56, 'value': 'Back'}, {'id': 5238208203, 'qualifierId': 140, 'value': '19.7'}, {'id': 5238208209, 'qualifierId': 213, 'value': '1.89'}, {'id': 5238208205, 'qualifierId': 141, 'value': '49.9'}];4x8eu2y112ini9hx6b72bh46i;E. Berumen;;dc1g7lojdap9j7xe5b3hldsk;Pass;;;;;;;;;;19,7;29,9;;;49,9;1,89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;19,7;49,9;;;;;;;;0;14;35;Real Monarchs;875;DR;1,0
2725304633;125;1;1;14;43;6gaq85erpkvbyxvivd96wuw44;1;27,2;45,0;2024-09-24T02:48:15.701Z;2024-09-24T02:48:20Z;[{'id': 5238208253, 'qualifierId': 140, 'value': '59.9'}, {'id': 5238208249, 'qualifierId': 155}, {'id': 5238208259, 'qualifierId': 213, 'value': '5.90'}, {'id': 5238208261, 'qualifierId': 1}, {'id': 5238208255, 'qualifierId': 141, 'value': '24.8'}, {'id': 5238208257, 'qualifierId': 212, 'value': '37.0'}, {'id': 5238208251, 'qualifierId': 56, 'value': 'Center'}];d4xd9fxqjwfe7x46byn60dx49;D. Ochoa;;dc1g7lojdap9j7xe5b3hldsk;Pass;;;;;;;;;;59,9;37,0;;;24,8;5,9;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;59,9;24,8;;;;;;;;0;14;43;Real Monarchs;883;GK;1,0
2725304635;126;44;1;14;46;6gaq85erpkvbyxvivd96wuw44;1;60,8;24,5;2024-09-24T02:48:17.825Z;2024-09-30T19:39:12Z;[{'id': 5238208265, 'qualifierId': 56, 'value': 'Center'}, {'id': 5238208273, 'qualifierId': 233, 'value': '131'}, {'id': 5238208267, 'qualifierId': 286}];17ni4ntnt7b6b0bwst3e4djze;L. Müller;;dc1g7lojdap9j7xe5b3hldsk;Aerial;;;;;;;;;;;;;;;;;;;;131,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;;;;;;;;;;0;14;46;Real Monarchs;886;FWR;1,0
2725304629;131;44;1;14;46;cbip96wzs3jc2xadoluhhxotl;0;39,2;75,5;2024-09-24T02:48:17.826Z;2024-09-24T03:16:54Z;[{'id': 5238208277, 'qualifierId': 233, 'value': '126'}, {'id': 5238208235, 'qualifierId': 285}, {'id': 5238208233, 'qualifierId': 56, 'value': 'Back'}];mm0bv35ngf0sqh2yx2eza4x6;S. Joffre;;dc1g7lojdap9j7xe5b3hldsk;Aerial;;;;;;;;;;;;;;;;;;;1,0;126,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;;;;;;;;;;0;14;46;Los Angeles II;886;DC;1,0
2725304639;127;61;1;14;47;6gaq85erpkvbyxvivd96wuw44;0;59,9;24,8;2024-09-24T02:48:18.821Z;2024-09-30T19:39:13Z;[{'id': 5238208271, 'qualifierId': 56, 'value': 'Center'}];17ni4ntnt7b6b0bwst3e4djze;L. Müller;;dc1g7lojdap9j7xe5b3hldsk;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;;;;;;;;;;0;14;47;Real Monarchs;887;FWR;1,0
2725304641;132;49;1;14;49;cbip96wzs3jc2xadoluhhxotl;1;38,5;79,6;2024-09-24T02:48:21.553Z;2024-09-24T02:48:21Z;[];9p86jgzpsokma52ifxswk4woa;J. Orozco;;dc1g7lojdap9j7xe5b3hldsk;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;;;;;;;;;;0;14;49;Los Angeles II;889;MC;1,0
2725304651;133;1;1;14;50;cbip96wzs3jc2xadoluhhxotl;1;38,5;79,6;2024-09-24T02:48:21.828Z;2024-09-24T02:48:24Z;[{'id': 5238208323, 'qualifierId': 141, 'value': '75.3'}, {'id': 5238208319, 'qualifierId': 56, 'value': 'Back'}, {'id': 5238208327, 'qualifierId': 213, 'value': '3.32'}, {'id': 5238208321, 'qualifierId': 140, 'value': '23.3'}, {'id': 5238208325, 'qualifierId': 212, 'value': '16.2'}];9p86jgzpsokma52ifxswk4woa;J. Orozco;;dc1g7lojdap9j7xe5b3hldsk;Pass;;;;;;;;;;23,3;16,2;;;75,3;3,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;23,3;75,3;;;;;;;;0;14;50;Los Angeles II;890;MC;1,0
2725304653;134;1;1;14;52;cbip96wzs3jc2xadoluhhxotl;1;30,5;73,6;2024-09-24T02:48:24.801Z;2024-09-24T02:48:29Z;[{'id': 5238208337, 'qualifierId': 212, 'value': '26.9'}, {'id': 5238208331, 'qualifierId': 56, 'value': 'Back'}, {'id': 5238208333, 'qualifierId': 140, 'value': '21.8'}, {'id': 5238208339, 'qualifierId': 213, 'value': '4.37'}, {'id': 5238208335, 'qualifierId': 141, 'value': '36.4'}];5gg2mxmy9ff40oku3s09gavl6;Z. Farnsworth;;dc1g7lojdap9j7xe5b3hldsk;Pass;;;;;;;;;;21,8;26,9;;;36,4;4,37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;21,8;36,4;;;;;;;;0;14;52;Los Angeles II;892;DC;1,0
2725304659;135;1;1;14;58;cbip96wzs3jc2xadoluhhxotl;1;28,0;27,6;2024-09-24T02:48:29.809Z;2024-09-24T02:48:33Z;[{'id': 5238208371, 'qualifierId': 212, 'value': '19.6'}, {'id': 5238208373, 'qualifierId': 213, 'value': '5.40'}, {'id': 5238208369, 'qualifierId': 141, 'value': '5.3'}, {'id': 5238208365, 'qualifierId': 56, 'value': 'Back'}, {'id': 5238208367, 'qualifierId': 140, 'value': '39.9'}];ahl3kfbfeubf6zfl7x8qrlm38;K. Storlie;;dc1g7lojdap9j7xe5b3hldsk;Pass;;;;;;;;;;39,9;19,6;;;5,3;5,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;39,9;5,3;;;;;;;;0;14;58;Los Angeles II;898;DR;1,0
2725304661;136;1;1;15;1;cbip96wzs3jc2xadoluhhxotl;1;37,6;8,2;2024-09-24T02:48:33.026Z;2024-09-24T02:48:34Z;[{'id': 5238208381, 'qualifierId': 141, 'value': '23.0'}, {'id': 5238208377, 'qualifierId': 56, 'value': 'Back'}, {'id': 5238208385, 'qualifierId': 213, 'value': '1.87'}, {'id': 5238208379, 'qualifierId': 140, 'value': '34.6'}, {'id': 5238208383, 'qualifierId': 212, 'value': '10.5'}];72xq9zy27facbbowtwsuzw0lw;Z. Gozo;;dc1g7lojdap9j7xe5b3hldsk;Pass;;;;;;;;;;34,6;10,5;;;23,0;1,87;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;34,6;23,0;;;;;;;;0;15;1;Los Angeles II;901;MR;1,0
2725304663;137;1;1;15;3;cbip96wzs3jc2xadoluhhxotl;0;34,6;23,0;2024-09-24T02:48:34.802Z;2024-09-24T02:48:36Z;[{'id': 5238208393, 'qualifierId': 140, 'value': '58.1'}, {'id': 5238208399, 'qualifierId': 213, 'value': '6.14'}, {'id': 5238208395, 'qualifierId': 141, 'value': '17.9'}, {'id': 5238208391, 'qualifierId': 56, 'value': 'Right'}, {'id': 5238208397, 'qualifierId': 212, 'value': '24.9'}, {'id': 5238208389, 'qualifierId': 155}];3wkej06590b61lyqm7vt1kwes;G. Dillon;;dc1g7lojdap9j7xe5b3hldsk;Pass;;;;;;;;;;58,1;24,9;;;17,9;6,14;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;58,1;17,9;;;;;;;;0;15;3;Los Angeles II;903;MC;1,0
