id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;assist;keyPass;matchId;type_displayName;value_Involved;value_TeamFormation;value_JerseyNumber;value_Captain;value_Resume;value_TeamKit;value_PlayerPosition;value_TeamPlayerFormation;value_DirectionOfPlay;value_PassEndY;value_KickOff;value_Zone;value_Angle;value_Length;value_PassEndX;value_Launch;value_LongBall;value_HeadPass;value_OppositeRelatedEventId;value_Offensive;value_Defensive;value_LayOff;value_Direct;value_Foul;value_Shove/Push;value_DeletedEventType;value_FreeKickTaken;value_TouchTypeControl;value_LowGkIntervention;value_NextEventThrowIn;value_ThrowIn;value_Chipped;value_IntendedTackleTarget;value_RightFooted;value_OutSwinger;value_Cross;value_Head;value_FlickOn;value_BlockedPass;value_TakeOnOvertake;value_OutOfPlay;value_TouchTypeClearance;value_TakeOnSpace;value_KeeperThrow;value_RelatedEventId;value_RecklessOffence;value_YellowCard;value_LeftFooted;value_AttemptedTackle;value_Overrun;value_ShirtPull/Holding;value_Assist;value_RegularPlay;value_GoalmouthZ;value_GoalShotGameClock;value_Assisted;value_GoalmouthY;value_LowRight;value_GkX;value_IndividualPlay;value_GkY;value_GoalShotTimestamp;value_GkYTimeOfGoal;value_GkXTimeOfGoal;value_BoxLeft;value_LastLine;value_TouchTypePass;value_OutOfBoxCentre;value_NotAssisted;value_BlockedY;value_BlockedX;value_LowLeft;value_ParriedDanger;value_Stooping;value_Hands;value_Fumble;value_Unchallenged;value_OverArm;value_ThroughBall;value_NotVisible;value_Left;value_IntentionalAssist;value_CornerTaken;value_InSwinger;value_FromCorner;value_FirstTouch;value_High;value_SmallBoxRight;value_NextEventGoalKick;value_GoalKick;value_BoxCentre;value_Blocked;value_LowCentre;value_DefBlock;value_Right;value_NotPastGoalLine;value_Volley;value_Low;value_SwitchOfPlay;value_HighLeft;value_LeadingToGoal;value_BigChance;value_FollowsADribble;value_RelatedError1Id;value_35Centre;value_Collected;value_Standing;value_GkKickFromHands;value_CloseRightAndHigh;value_PullBack;value_SmallBoxLeft;value_MisHit;value_Deflection;value_FreeKick;value_Minutes;value_Dissent;value_PlayersCaughtOffside;value_Indirect;value_EndType;value_Handball;value_CloseRight;value_FloatedCross;value_OverhitCross;value_Straight;value_MediumGkIntervention;value_Tactical;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_HighGkIntervention;value_HighClaim;value_AerialFoul;value_BlockedClearance;value_PenaltyTakerId;value_Penalty;value_FantasyAssistType;value_FantasyAssistedBy;value_Second(2Nd)OppositeRelatedEventId;value_CausingPlayer;value_FantasyAssistId;value_FantasyAssistTeam;value_Scored;value_Diving;value_BlockedCross;value_Injury;value_TacticalFoul;value_CloseLeft;value_DeniedGoalScoringOpp;value_GkHoof;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;value_CoachTypes;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2676693907;97;1;1;9;6;1pc6sx2h4rp113ldkbp5d2xas;1;29,1;33,0;2024-04-21T21:12:47.284Z;2024-04-21T21:12:50Z;[{'id': 4971773735, 'qualifierId': 140, 'value': '36.9'}, {'id': 4971773737, 'qualifierId': 141, 'value': '4.4'}, {'id': 4971773741, 'qualifierId': 213, 'value': '5.11'}, {'id': 4971773739, 'qualifierId': 212, 'value': '21.1'}, {'id': 4971773733, 'qualifierId': 56, 'value': 'Back'}];1795jw1oc3pkthyq0kqexh65m;B. Fischer;;;cdvxgoz7u66jq1ar2ymgr7yms;Pass;;;;;;;;;;4,4;;;5,11;21,1;36,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;36,9;4,4;;;;;;;;0;9;6;Portland Timbers II;546;DL;1,0
2676693913;98;1;1;9;9;1pc6sx2h4rp113ldkbp5d2xas;1;36,9;4,4;2024-04-21T21:12:49.972Z;2024-04-21T21:12:51Z;[{'id': 4971773771, 'qualifierId': 141, 'value': '20.6'}, {'id': 4971773769, 'qualifierId': 140, 'value': '40.5'}, {'id': 4971773773, 'qualifierId': 212, 'value': '11.6'}, {'id': 4971773767, 'qualifierId': 56, 'value': 'Back'}, {'id': 4971773775, 'qualifierId': 213, 'value': '1.24'}];5g3yur7k1fvc47hjz5y2zrze;D. Dodson;;;cdvxgoz7u66jq1ar2ymgr7yms;Pass;;;;;;;;;;20,6;;;1,24;11,6;40,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;40,5;20,6;;;;;;;;0;9;9;Portland Timbers II;549;DR;1,0
2676693955;99;43;1;9;10;1pc6sx2h4rp113ldkbp5d2xas;1;0,0;0,0;2024-04-21T21:12:51.175Z;2024-04-21T21:14:12Z;[{'id': 4971773973, 'qualifierId': 56, 'value': 'Back'}, {'id': 4971773979, 'qualifierId': 212, 'value': '20.5'}, {'id': 4971776405, 'qualifierId': 144, 'value': '1'}, {'id': 4971773983, 'qualifierId': 213, 'value': '3.69'}, {'id': 4971773977, 'qualifierId': 141, 'value': '4.9'}, {'id': 4971773975, 'qualifierId': 140, 'value': '23.8'}];3ybnbzd94ggt62wtqhtnbb1be;C. Harvey;;;cdvxgoz7u66jq1ar2ymgr7yms;Deleted event;;;;;;;;;;4,9;;;3,69;20,5;23,8;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;23,8;4,9;;;;;;;;0;9;10;Portland Timbers II;550;MC;1,0
2676693985;102;4;1;9;11;1pc6sx2h4rp113ldkbp5d2xas;1;36,7;15,1;2024-04-21T21:12:51.634Z;2024-04-27T18:13:00Z;[{'id': 4971774153, 'qualifierId': 152}, {'id': 4971774201, 'qualifierId': 233, 'value': '100'}, {'id': 4971774149, 'qualifierId': 13}, {'id': 4971774151, 'qualifierId': 56, 'value': 'Back'}, {'id': 4971774157, 'qualifierId': 286}, {'id': 4971774155, 'qualifierId': 265}];3ybnbzd94ggt62wtqhtnbb1be;C. Harvey;;;cdvxgoz7u66jq1ar2ymgr7yms;Foul;;;;;;;;;;;;;;;;;;;100,0;1,0;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;;0;9;11;Portland Timbers II;551;MC;1,0
2676693979;100;4;1;9;11;5ou8b446l1sl8frblkz3xi17g;0;63,3;84,9;2024-04-21T21:12:51.635Z;2024-04-27T18:13:02Z;[{'id': 4971774217, 'qualifierId': 233, 'value': '102'}, {'id': 4971774175, 'qualifierId': 152}, {'id': 4971774167, 'qualifierId': 13}, {'id': 4971774177, 'qualifierId': 265}, {'id': 4971774171, 'qualifierId': 56, 'value': 'Left'}, {'id': 4971774179, 'qualifierId': 285}];6zolwstla33ppx84k1o2v8rv8;C. Mendoza;;;cdvxgoz7u66jq1ar2ymgr7yms;Foul;;;;;;;;;;;;;;;;;;;102,0;;1,0;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;;;;;;;;;;0;9;11;Minnesota United II;551;AMC;1,0
2676693965;100;43;1;9;18;1pc6sx2h4rp113ldkbp5d2xas;1;0,0;0,0;2024-04-21T21:12:58.440Z;2024-04-21T21:14:10Z;[{'id': 4971774055, 'qualifierId': 212, 'value': '6.8'}, {'id': 4971774045, 'qualifierId': 56, 'value': 'Back'}, {'id': 4971774049, 'qualifierId': 140, 'value': '30.3'}, {'id': 4971774053, 'qualifierId': 141, 'value': '4.9'}, {'id': 4971774059, 'qualifierId': 213, 'value': '0.00'}, {'id': 4971776381, 'qualifierId': 144, 'value': '1'}];1795jw1oc3pkthyq0kqexh65m;B. Fischer;;;cdvxgoz7u66jq1ar2ymgr7yms;Deleted event;;;;;;;;;;4,9;;;0,0;6,8;30,3;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;30,3;4,9;;;;;;;;0;9;18;Portland Timbers II;558;DL;1,0
2676694003;103;1;1;9;19;1pc6sx2h4rp113ldkbp5d2xas;1;38,0;18,8;2024-04-21T21:13:00.096Z;2024-04-27T18:13:45Z;[{'id': 4971774255, 'qualifierId': 141, 'value': '18.9'}, {'id': 4971774247, 'qualifierId': 5}, {'id': 4971774257, 'qualifierId': 212, 'value': '14.9'}, {'id': 4971774249, 'qualifierId': 152}, {'id': 4971774251, 'qualifierId': 56, 'value': 'Back'}, {'id': 4971774253, 'qualifierId': 140, 'value': '23.8'}, {'id': 4971774259, 'qualifierId': 213, 'value': '3.14'}];3ybnbzd94ggt62wtqhtnbb1be;C. Harvey;;;cdvxgoz7u66jq1ar2ymgr7yms;Pass;;;;;;;;;;18,9;;;3,14;14,9;23,8;;;;;;;;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;23,8;18,9;;;;;;;;0;9;19;Portland Timbers II;559;MC;1,0
2676693983;101;43;1;9;19;1pc6sx2h4rp113ldkbp5d2xas;1;0,0;0,0;2024-04-21T21:13:00.143Z;2024-04-21T21:14:09Z;[{'id': 4971774121, 'qualifierId': 212, 'value': '1.1'}, {'id': 4971774115, 'qualifierId': 56, 'value': 'Back'}, {'id': 4971774123, 'qualifierId': 213, 'value': '3.33'}, {'id': 4971774117, 'qualifierId': 140, 'value': '38.0'}, {'id': 4971774119, 'qualifierId': 141, 'value': '17.3'}, {'id': 4971776327, 'qualifierId': 144, 'value': '1'}];5g3yur7k1fvc47hjz5y2zrze;D. Dodson;;;cdvxgoz7u66jq1ar2ymgr7yms;Deleted event;;;;;;;;;;17,3;;;3,33;1,1;38,0;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;38,0;17,3;;;;;;;;0;9;19;Portland Timbers II;559;DR;1,0
2676694015;104;1;1;9;24;1pc6sx2h4rp113ldkbp5d2xas;1;23,8;18,9;2024-04-21T21:13:05.143Z;2024-04-21T21:13:07Z;[{'id': 4971774293, 'qualifierId': 141, 'value': '56.7'}, {'id': 4971774297, 'qualifierId': 213, 'value': '1.56'}, {'id': 4971774289, 'qualifierId': 56, 'value': 'Back'}, {'id': 4971774295, 'qualifierId': 212, 'value': '25.7'}, {'id': 4971774291, 'qualifierId': 140, 'value': '24.0'}];1795jw1oc3pkthyq0kqexh65m;B. Fischer;;;cdvxgoz7u66jq1ar2ymgr7yms;Pass;;;;;;;;;;56,7;;;1,56;25,7;24,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;24,0;56,7;;;;;;;;0;9;24;Portland Timbers II;564;DL;1,0
2676694033;105;1;1;9;26;1pc6sx2h4rp113ldkbp5d2xas;1;24,0;56,7;2024-04-21T21:13:07.143Z;2024-04-21T21:13:11Z;[{'id': 4971774405, 'qualifierId': 213, 'value': '4.91'}, {'id': 4971774399, 'qualifierId': 140, 'value': '28.6'}, {'id': 4971774403, 'qualifierId': 212, 'value': '24.2'}, {'id': 4971774397, 'qualifierId': 56, 'value': 'Back'}, {'id': 4971774401, 'qualifierId': 141, 'value': '21.9'}];aqqjtiyr2nayy6rjq6wxk6ec4;M. Duggan;;;cdvxgoz7u66jq1ar2ymgr7yms;Pass;;;;;;;;;;21,9;;;4,91;24,2;28,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;28,6;21,9;;;;;;;;0;9;26;Portland Timbers II;566;DC;1,0
2676694085;106;1;1;9;30;1pc6sx2h4rp113ldkbp5d2xas;1;28,8;21,3;2024-04-21T21:13:11.299Z;2024-04-21T21:13:19Z;[{'id': 4971774675, 'qualifierId': 56, 'value': 'Left'}, {'id': 4971774683, 'qualifierId': 141, 'value': '94.5'}, {'id': 4971774689, 'qualifierId': 1}, {'id': 4971774685, 'qualifierId': 212, 'value': '71.0'}, {'id': 4971774687, 'qualifierId': 213, 'value': '0.78'}, {'id': 4971774673, 'qualifierId': 157}, {'id': 4971774679, 'qualifierId': 140, 'value': '77.0'}];1795jw1oc3pkthyq0kqexh65m;B. Fischer;;;cdvxgoz7u66jq1ar2ymgr7yms;Pass;;;;;;;;;;94,5;;;0,78;71,0;77,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;77,0;94,5;;;;;;;;0;9;30;Portland Timbers II;570;DL;1,0
2676694089;101;83;1;9;37;5ou8b446l1sl8frblkz3xi17g;0;28,6;11,6;2024-04-21T21:13:17.682Z;2024-04-27T18:14:16Z;[{'id': 4971777993, 'qualifierId': 399, 'value': 'byelagxi3qg0rb06tjl3fodn8'}];a89drfd4adts1cbtqa77l1boq;B. Pope;;;cdvxgoz7u66jq1ar2ymgr7yms;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;;;;;;;;;;0;9;37;Minnesota United II;577;DR;1,0
2676694105;107;1;1;9;38;1pc6sx2h4rp113ldkbp5d2xas;1;72,1;92,7;2024-04-21T21:13:19.314Z;2024-04-21T21:13:21Z;[{'id': 4971774767, 'qualifierId': 56, 'value': 'Left'}, {'id': 4971774775, 'qualifierId': 213, 'value': '3.16'}, {'id': 4971774771, 'qualifierId': 141, 'value': '92.3'}, {'id': 4971774769, 'qualifierId': 140, 'value': '54.9'}, {'id': 4971774773, 'qualifierId': 212, 'value': '18.1'}];byelagxi3qg0rb06tjl3fodn8;D. Randell;;;cdvxgoz7u66jq1ar2ymgr7yms;Pass;;;;;;;;;;92,3;;;3,16;18,1;54,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;54,9;92,3;;;;;;;;0;9;38;Portland Timbers II;578;AML;1,0
2676694119;108;1;1;9;41;1pc6sx2h4rp113ldkbp5d2xas;1;54,9;92,3;2024-04-21T21:13:21.674Z;2024-04-21T21:13:24Z;[{'id': 4971774865, 'qualifierId': 212, 'value': '28.1'}, {'id': 4971774867, 'qualifierId': 213, 'value': '3.60'}, {'id': 4971774859, 'qualifierId': 56, 'value': 'Back'}, {'id': 4971774861, 'qualifierId': 140, 'value': '30.9'}, {'id': 4971774863, 'qualifierId': 141, 'value': '74.1'}];2pka62t1zg04jwkcx6zbc4wlw;F. McRobb;;;cdvxgoz7u66jq1ar2ymgr7yms;Pass;;;;;;;;;;74,1;;;3,6;28,1;30,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;30,9;74,1;;;;;;;;0;9;41;Portland Timbers II;581;DC;1,0
2676694135;109;1;1;9;43;1pc6sx2h4rp113ldkbp5d2xas;1;30,9;74,1;2024-04-21T21:13:24.267Z;2024-04-21T21:13:27Z;[{'id': 4971774967, 'qualifierId': 213, 'value': '4.82'}, {'id': 4971774959, 'qualifierId': 56, 'value': 'Back'}, {'id': 4971774965, 'qualifierId': 212, 'value': '26.7'}, {'id': 4971774963, 'qualifierId': 141, 'value': '35.1'}, {'id': 4971774961, 'qualifierId': 140, 'value': '33.6'}];aqqjtiyr2nayy6rjq6wxk6ec4;M. Duggan;;;cdvxgoz7u66jq1ar2ymgr7yms;Pass;;;;;;;;;;35,1;;;4,82;26,7;33,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;33,6;35,1;;;;;;;;0;9;43;Portland Timbers II;583;DC;1,0
2676694137;110;1;1;9;47;1pc6sx2h4rp113ldkbp5d2xas;0;33,6;35,1;2024-04-21T21:13:27.783Z;2024-04-21T21:13:30Z;[{'id': 4971774971, 'qualifierId': 56, 'value': 'Back'}, {'id': 4971775047, 'qualifierId': 233, 'value': '102'}, {'id': 4971774979, 'qualifierId': 213, 'value': '6.20'}, {'id': 4971775045, 'qualifierId': 236}, {'id': 4971774973, 'qualifierId': 140, 'value': '37.4'}, {'id': 4971775051, 'qualifierId': 286}, {'id': 4971774975, 'qualifierId': 141, 'value': '34.6'}, {'id': 4971774977, 'qualifierId': 212, 'value': '4.0'}];1795jw1oc3pkthyq0kqexh65m;B. Fischer;;;cdvxgoz7u66jq1ar2ymgr7yms;Pass;;;;;;;;;;34,6;;;6,2;4,0;37,4;;;;102,0;1,0;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;37,4;34,6;;;;;;;;0;9;47;Portland Timbers II;587;DL;1,0
2676694147;102;74;1;9;47;5ou8b446l1sl8frblkz3xi17g;1;58,8;72,6;2024-04-21T21:13:27.784Z;2024-04-21T22:05:31Z;[{'id': 4971775025, 'qualifierId': 285}, {'id': 4971775069, 'qualifierId': 233, 'value': '110'}, {'id': 4971775023, 'qualifierId': 56, 'value': 'Center'}];6zolwstla33ppx84k1o2v8rv8;C. Mendoza;;;cdvxgoz7u66jq1ar2ymgr7yms;Blocked Pass;;;;;;;;;;;;;;;;;;;110,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;;;;;;;;;;0;9;47;Minnesota United II;587;AMC;1,0
2676694159;103;49;1;9;49;5ou8b446l1sl8frblkz3xi17g;1;48,0;72,6;2024-04-21T21:13:29.826Z;2024-04-27T18:14:59Z;[];8p8xhni028mqjv6kz6fdz850q;K. Linhares;;;cdvxgoz7u66jq1ar2ymgr7yms;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;;;;;;;;;;0;9;49;Minnesota United II;589;ML;1,0
2676694161;104;1;1;9;49;5ou8b446l1sl8frblkz3xi17g;0;57,9;72,0;2024-04-21T21:13:30.083Z;2024-04-27T18:15:04Z;[{'id': 4971775113, 'qualifierId': 56, 'value': 'Center'}, {'id': 4971775117, 'qualifierId': 141, 'value': '66.6'}, {'id': 4971775119, 'qualifierId': 212, 'value': '6.7'}, {'id': 4971775115, 'qualifierId': 140, 'value': '63.2'}, {'id': 4971775121, 'qualifierId': 213, 'value': '5.70'}];8p8xhni028mqjv6kz6fdz850q;K. Linhares;;;cdvxgoz7u66jq1ar2ymgr7yms;Pass;;;;;;;;;;66,6;;;5,7;6,7;63,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;home;63,2;66,6;;;;;;;;0;9;49;Minnesota United II;589;ML;1,0
2676694167;111;49;1;9;51;1pc6sx2h4rp113ldkbp5d2xas;1;35,0;43,7;2024-04-21T21:13:31.689Z;2024-04-27T18:15:11Z;[];aqqjtiyr2nayy6rjq6wxk6ec4;M. Duggan;;;cdvxgoz7u66jq1ar2ymgr7yms;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;;0;9;51;Portland Timbers II;591;DC;1,0
2676694179;112;1;1;9;53;1pc6sx2h4rp113ldkbp5d2xas;1;35,0;43,7;2024-04-21T21:13:33.892Z;2024-04-21T21:13:36Z;[{'id': 4971775219, 'qualifierId': 56, 'value': 'Back'}, {'id': 4971775227, 'qualifierId': 213, 'value': '0.55'}, {'id': 4971775223, 'qualifierId': 141, 'value': '53.4'}, {'id': 4971775225, 'qualifierId': 212, 'value': '12.7'}, {'id': 4971775221, 'qualifierId': 140, 'value': '45.3'}];aqqjtiyr2nayy6rjq6wxk6ec4;M. Duggan;;;cdvxgoz7u66jq1ar2ymgr7yms;Pass;;;;;;;;;;53,4;;;0,55;12,7;45,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;45,3;53,4;;;;;;;;0;9;53;Portland Timbers II;593;DC;1,0
2676694187;113;1;1;9;56;1pc6sx2h4rp113ldkbp5d2xas;1;44,4;54,0;2024-04-21T21:13:36.767Z;2024-04-21T21:13:38Z;[{'id': 4971775259, 'qualifierId': 212, 'value': '23.9'}, {'id': 4971775253, 'qualifierId': 56, 'value': 'Back'}, {'id': 4971775255, 'qualifierId': 140, 'value': '26.0'}, {'id': 4971775261, 'qualifierId': 213, 'value': '2.51'}, {'id': 4971775257, 'qualifierId': 141, 'value': '74.8'}];69h930ebovyl7rut5dz4r2iok;M. Khan;;;cdvxgoz7u66jq1ar2ymgr7yms;Pass;;;;;;;;;;74,8;;;2,51;23,9;26,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;26,0;74,8;;;;;;;;0;9;56;Portland Timbers II;596;MC;1,0
2676694203;114;1;1;9;58;1pc6sx2h4rp113ldkbp5d2xas;1;26,0;74,8;2024-04-21T21:13:38.517Z;2024-04-21T21:13:42Z;[{'id': 4971775361, 'qualifierId': 141, 'value': '32.7'}, {'id': 4971775363, 'qualifierId': 212, 'value': '28.7'}, {'id': 4971775357, 'qualifierId': 56, 'value': 'Back'}, {'id': 4971775365, 'qualifierId': 213, 'value': '4.76'}, {'id': 4971775359, 'qualifierId': 140, 'value': '27.3'}];2pka62t1zg04jwkcx6zbc4wlw;F. McRobb;;;cdvxgoz7u66jq1ar2ymgr7yms;Pass;;;;;;;;;;32,7;;;4,76;28,7;27,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;27,3;32,7;;;;;;;;0;9;58;Portland Timbers II;598;DC;1,0
