id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_JerseyNumber;value_Resume;value_Captain;value_TeamPlayerFormation;value_TeamFormation;value_Involved;value_PlayerPosition;value_TeamKit;value_DirectionOfPlay;value_KickOff;value_Length;value_Zone;value_PassEndY;value_Angle;value_PassEndX;value_OppositeRelatedEventId;value_TakeOnOvertake;value_Offensive;value_OutOfPlay;value_Defensive;value_TouchTypeClearance;value_NextEventThrowIn;value_ThrowIn;value_BlockedPass;value_IntendedTackleTarget;value_DeletedEventType;value_LongBall;value_Chipped;value_SwitchOfPlay;value_TouchTypePass;value_Foul;value_AttemptedTackle;value_Direct;value_FreeKickTaken;value_TouchTypeControl;value_Shove/Push;value_TakeOnSpace;value_Launch;value_Cross;value_OutSwinger;value_LeftFooted;value_HeadPass;value_NextEventGoalKick;value_GoalKick;value_High;value_Assist;value_BoxCentre;value_BlockedX;value_LowRight;value_GkY;value_Blocked;value_GoalmouthY;value_Assisted;value_RightFooted;value_RelatedEventId;value_RegularPlay;value_IndividualPlay;value_BlockedY;value_GkX;value_GoalmouthZ;value_DefBlock;value_LayOff;value_Head;value_IntentionalAssist;value_LowLeft;value_BigChance;value_1On1;value_OtherBodyPart;value_Sliding;value_ParriedSafe;value_MediumGkIntervention;value_Left;value_InSwinger;value_CornerTaken;value_BlockedCross;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_FlickOn;value_NotVisible;value_BoxLeft;value_FirstTouch;value_Stooping;value_Collected;value_Hands;value_OverArm;value_KeeperThrow;value_LowGkIntervention;value_HighGkIntervention;value_Diving;value_Caught;value_PlayersCaughtOffside;value_Indirect;value_Right;value_DrinksBreak;value_RefereeDelay;value_GoalShotGameClock;value_LowCentre;value_GkXTimeOfGoal;value_NotAssisted;value_SmallBoxRight;value_GkYTimeOfGoal;value_GoalShotTimestamp;value_ShirtPull/Holding;value_YellowCard;value_TacticalFoul;value_InjuredPlayerId;value_Injury;value_Minutes;value_CloseRightAndHigh;value_SwerveLeft;value_OutOfBoxCentre;value_Weak;value_BoxRight;value_GkHoof;value_EndType;value_Overrun;value_Low;value_NotPastGoalLine;value_Volley;value_FromCorner;value_OutOnSideline;value_ThroughBall;value_Straight;value_DrivenCross;value_HighClaim;value_SmallBoxCentre;value_SixYardBlocked;value_SavedOffLine;value_LastLine;value_PullBack;value_OwnShotBlocked;value_Feet;value_ParriedDanger;value_HighCentre;value_Standing;value_TempBlocked;value_OverhitCross;value_TimeWasting;value_Defensive1V1;value_Handball;value_OffTheBallFoul;value_SetPiece;value_GkKickFromHands;value_RecklessOffence;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2701117641;92;1;1;9;23;ew2zirzye0sw1txr2m33nr25y;1;74,0;86,0;2024-07-15T00:15:06.286Z;2024-07-15T00:15:12Z;[{'id': 5105162731, 'qualifierId': 212, 'value': '12.6'}, {'id': 5105162729, 'qualifierId': 141, 'value': '95.1'}, {'id': 5105162725, 'qualifierId': 56, 'value': 'Left'}, {'id': 5105162733, 'qualifierId': 213, 'value': '0.52'}, {'id': 5105162727, 'qualifierId': 140, 'value': '84.4'}];3q8dpwqkikbugz3ikwcmkbg4q;R. Ibarra;;;e25bk8nmfo9hdxla9nhwwmy38;Pass;;;;;;;;;;;12,6;;95,1;0,52;84,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;84,4;95,1;;;;;;;0;0;9;23;Sporting KC II;563;DC;1,0
2701117643;72;83;1;9;28;7fbej4xwoq4imaf5l39304m37;0;22,0;11,3;2024-07-15T00:15:11.454Z;2024-07-15T00:16:00Z;[{'id': 5105163515, 'qualifierId': 399, 'value': '7jtxek694d60c5udhyv0zsjro'}];2vq2t4ttpcwey95jzofd60qy2;C. Klein;;;e25bk8nmfo9hdxla9nhwwmy38;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;;;;;;;;;0;0;9;28;The Town;568;DR;1,0
2701117647;93;61;1;9;29;ew2zirzye0sw1txr2m33nr25y;0;79,5;83,2;2024-07-15T00:15:12.365Z;2024-07-15T00:15:12Z;[{'id': 5105162749, 'qualifierId': 56, 'value': 'Left'}];7jtxek694d60c5udhyv0zsjro;R. Lynch;;;e25bk8nmfo9hdxla9nhwwmy38;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;0;0;9;29;Sporting KC II;569;FWL;1,0
2701117657;73;49;1;9;32;7fbej4xwoq4imaf5l39304m37;1;26,7;28,8;2024-07-15T00:15:15.974Z;2024-07-15T00:15:16Z;[];vhjelesjaxtgjcgfv7yxp2lm;S. Cruz;;;e25bk8nmfo9hdxla9nhwwmy38;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;;;;;;;;;0;0;9;32;The Town;572;FW;1,0
2701117659;74;1;1;9;32;7fbej4xwoq4imaf5l39304m37;1;26,7;28,8;2024-07-15T00:15:16.197Z;2024-07-15T00:15:17Z;[{'id': 5105162793, 'qualifierId': 56, 'value': 'Back'}, {'id': 5105162799, 'qualifierId': 212, 'value': '4.1'}, {'id': 5105162801, 'qualifierId': 213, 'value': '1.34'}, {'id': 5105162795, 'qualifierId': 140, 'value': '27.6'}, {'id': 5105162797, 'qualifierId': 141, 'value': '34.6'}];vhjelesjaxtgjcgfv7yxp2lm;S. Cruz;;;e25bk8nmfo9hdxla9nhwwmy38;Pass;;;;;;;;;;;4,1;;34,6;1,34;27,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;27,6;34,6;;;;;;;0;0;9;32;The Town;572;FW;1,0
2701117663;75;50;1;9;34;7fbej4xwoq4imaf5l39304m37;1;30,9;35,4;2024-07-15T00:15:17.397Z;2024-07-15T00:15:21Z;[{'id': 5105162907, 'qualifierId': 233, 'value': '94'}, {'id': 5105162811, 'qualifierId': 285}, {'id': 5105162809, 'qualifierId': 56, 'value': 'Back'}];cqmvrx028gh19yh8qh7w01y0a;R. Avila;;;e25bk8nmfo9hdxla9nhwwmy38;Dispossessed;;;;;;;;;;;;;;;;94,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;;;;;;;;;0;0;9;34;The Town;574;FW;1,0
2701117673;94;7;1;9;34;ew2zirzye0sw1txr2m33nr25y;1;69,1;64,6;2024-07-15T00:15:17.398Z;2024-07-20T07:20:11Z;[{'id': 5105162889, 'qualifierId': 233, 'value': '75'}, {'id': 5109841309, 'qualifierId': 384}, {'id': 5105162893, 'qualifierId': 286}, {'id': 5105162873, 'qualifierId': 56, 'value': 'Center'}];dhrxi7hj8xh15ky7q6u5wqi5m;B. Leroux;;;e25bk8nmfo9hdxla9nhwwmy38;Tackle;;;;;;;;;;;;;;;;75,0;;1,0;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;0;0;9;34;Sporting KC II;574;MC;1,0
2701117675;95;49;1;9;37;ew2zirzye0sw1txr2m33nr25y;1;65,4;42,2;2024-07-15T00:15:20.830Z;2024-07-15T00:15:21Z;[];dqa88ma3jbk33lsyzo45uy2cq;A. Cano;;;e25bk8nmfo9hdxla9nhwwmy38;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;0;0;9;37;Sporting KC II;577;DL;1,0
2701117681;96;1;1;9;37;ew2zirzye0sw1txr2m33nr25y;1;65,4;42,2;2024-07-15T00:15:20.974Z;2024-07-15T00:15:22Z;[{'id': 5105162915, 'qualifierId': 141, 'value': '36.4'}, {'id': 5105162917, 'qualifierId': 212, 'value': '5.8'}, {'id': 5105162919, 'qualifierId': 213, 'value': '3.88'}, {'id': 5105162913, 'qualifierId': 140, 'value': '61.3'}, {'id': 5105162911, 'qualifierId': 56, 'value': 'Center'}];dqa88ma3jbk33lsyzo45uy2cq;A. Cano;;;e25bk8nmfo9hdxla9nhwwmy38;Pass;;;;;;;;;;;5,8;;36,4;3,88;61,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;61,3;36,4;;;;;;;0;0;9;37;Sporting KC II;577;DL;1,0
2701117683;97;1;1;9;39;ew2zirzye0sw1txr2m33nr25y;1;59,3;34,3;2024-07-15T00:15:22.414Z;2024-07-15T00:15:23Z;[{'id': 5105162923, 'qualifierId': 56, 'value': 'Back'}, {'id': 5105162929, 'qualifierId': 212, 'value': '19.6'}, {'id': 5105162927, 'qualifierId': 141, 'value': '55.8'}, {'id': 5105162931, 'qualifierId': 213, 'value': '2.30'}, {'id': 5105162925, 'qualifierId': 140, 'value': '46.8'}];f2nxaemhqi8kbtbejnqekgd4a;J. Garcia;;;e25bk8nmfo9hdxla9nhwwmy38;Pass;;;;;;;;;;;19,6;;55,8;2,3;46,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;46,8;55,8;;;;;;;0;0;9;39;Sporting KC II;579;DR;1,0
2701117691;98;1;1;9;40;ew2zirzye0sw1txr2m33nr25y;1;46,8;55,8;2024-07-15T00:15:23.679Z;2024-07-15T00:15:26Z;[{'id': 5105162963, 'qualifierId': 140, 'value': '53.6'}, {'id': 5105162961, 'qualifierId': 56, 'value': 'Center'}, {'id': 5105162965, 'qualifierId': 141, 'value': '39.7'}, {'id': 5105162969, 'qualifierId': 213, 'value': '5.29'}, {'id': 5105162967, 'qualifierId': 212, 'value': '13.1'}];79z5vt08ga8prn33vi2a260kq;C. Walls;;;e25bk8nmfo9hdxla9nhwwmy38;Pass;;;;;;;;;;;13,1;;39,7;5,29;53,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;53,6;39,7;;;;;;;0;0;9;40;Sporting KC II;580;DC;1,0
2701117703;99;1;1;9;42;ew2zirzye0sw1txr2m33nr25y;1;53,5;37,9;2024-07-15T00:15:26.110Z;2024-07-15T00:15:27Z;[{'id': 5105163025, 'qualifierId': 213, 'value': '2.25'}, {'id': 5105163017, 'qualifierId': 56, 'value': 'Back'}, {'id': 5105163023, 'qualifierId': 212, 'value': '11.9'}, {'id': 5105163021, 'qualifierId': 141, 'value': '51.6'}, {'id': 5105163019, 'qualifierId': 140, 'value': '46.4'}];dqa88ma3jbk33lsyzo45uy2cq;A. Cano;;;e25bk8nmfo9hdxla9nhwwmy38;Pass;;;;;;;;;;;11,9;;51,6;2,25;46,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;46,4;51,6;;;;;;;0;0;9;42;Sporting KC II;582;DL;1,0
2701117713;100;1;1;9;44;ew2zirzye0sw1txr2m33nr25y;1;46,0;48,5;2024-07-15T00:15:27.757Z;2024-07-15T00:15:29Z;[{'id': 5105163073, 'qualifierId': 213, 'value': '5.94'}, {'id': 5105163071, 'qualifierId': 212, 'value': '9.6'}, {'id': 5105163067, 'qualifierId': 140, 'value': '54.6'}, {'id': 5105163065, 'qualifierId': 56, 'value': 'Center'}, {'id': 5105163069, 'qualifierId': 141, 'value': '43.7'}];79z5vt08ga8prn33vi2a260kq;C. Walls;;;e25bk8nmfo9hdxla9nhwwmy38;Pass;;;;;;;;;;;9,6;;43,7;5,94;54,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;54,6;43,7;;;;;;;0;0;9;44;Sporting KC II;584;DC;1,0
2701117725;101;1;1;9;46;ew2zirzye0sw1txr2m33nr25y;0;52,6;45,8;2024-07-15T00:15:29.454Z;2024-07-20T07:20:34Z;[{'id': 5105163123, 'qualifierId': 141, 'value': '100.0'}, {'id': 5105163121, 'qualifierId': 140, 'value': '35.8'}, {'id': 5109841347, 'qualifierId': 156}, {'id': 5105163129, 'qualifierId': 1}, {'id': 5105163119, 'qualifierId': 56, 'value': 'Back'}, {'id': 5105163125, 'qualifierId': 212, 'value': '41.8'}, {'id': 5105163127, 'qualifierId': 213, 'value': '2.01'}];dhrxi7hj8xh15ky7q6u5wqi5m;B. Leroux;;;e25bk8nmfo9hdxla9nhwwmy38;Pass;;;;;;;;;;;41,8;;100,0;2,01;35,8;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;35,8;100,0;;;;;;;0;0;9;46;Sporting KC II;586;MC;1,0
2701117797;76;5;1;9;48;7fbej4xwoq4imaf5l39304m37;1;68,9;-1,8;2024-07-15T00:15:31.872Z;2024-07-15T00:17:20Z;[{'id': 5105163553, 'qualifierId': 233, 'value': '102'}, {'id': 5105163523, 'qualifierId': 347}, {'id': 5105163521, 'qualifierId': 56, 'value': 'Right'}];cqmvrx028gh19yh8qh7w01y0a;R. Avila;;;e25bk8nmfo9hdxla9nhwwmy38;Out;;;;;;;;;;;;;;;;102,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;;;;;;;;;0;0;9;48;The Town;588;FW;1,0
2701117727;102;5;1;9;48;ew2zirzye0sw1txr2m33nr25y;0;31,1;101,8;2024-07-15T00:15:31.872Z;2024-07-15T00:16:01Z;[{'id': 5105163133, 'qualifierId': 347}, {'id': 5105163557, 'qualifierId': 233, 'value': '76'}, {'id': 5105163131, 'qualifierId': 56, 'value': 'Back'}];dhrxi7hj8xh15ky7q6u5wqi5m;B. Leroux;;;e25bk8nmfo9hdxla9nhwwmy38;Out;;;;;;;;;;;;;;;;76,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;0;0;9;48;Sporting KC II;588;MC;1,0
2701117815;77;1;1;10;17;7fbej4xwoq4imaf5l39304m37;1;73,2;0,0;2024-07-15T00:16:01.062Z;2024-07-15T00:16:06Z;[{'id': 5105163629, 'qualifierId': 107}, {'id': 5105163637, 'qualifierId': 212, 'value': '22.2'}, {'id': 5105163635, 'qualifierId': 141, 'value': '10.9'}, {'id': 5105163631, 'qualifierId': 56, 'value': 'Right'}, {'id': 5105163633, 'qualifierId': 140, 'value': '92.8'}, {'id': 5105163639, 'qualifierId': 213, 'value': '0.39'}, {'id': 5105163641, 'qualifierId': 1}];2vq2t4ttpcwey95jzofd60qy2;C. Klein;;;e25bk8nmfo9hdxla9nhwwmy38;Pass;;;;;;;;;;;22,2;;10,9;0,39;92,8;;;;;;;;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;92,8;10,9;;;;;;;0;0;10;17;The Town;617;DR;1,0
2701117831;78;1;1;10;22;7fbej4xwoq4imaf5l39304m37;1;95,3;15,8;2024-07-15T00:16:05.893Z;2024-07-15T00:16:08Z;[{'id': 5105163737, 'qualifierId': 56, 'value': 'Center'}, {'id': 5105163743, 'qualifierId': 212, 'value': '11.7'}, {'id': 5105163741, 'qualifierId': 141, 'value': '29.8'}, {'id': 5105163739, 'qualifierId': 140, 'value': '88.8'}, {'id': 5105163745, 'qualifierId': 213, 'value': '2.19'}];3tkdn8arq1j3il4ako7rcio2y;M. Goumballe;;;e25bk8nmfo9hdxla9nhwwmy38;Pass;;;;;;;;;;;11,7;;29,8;2,19;88,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;88,8;29,8;;;;;;;0;0;10;22;The Town;622;MR;1,0
2701117833;79;1;1;10;24;7fbej4xwoq4imaf5l39304m37;0;88,2;26,6;2024-07-15T00:16:08.166Z;2024-07-20T07:22:34Z;[{'id': 5105163763, 'qualifierId': 140, 'value': '96.9'}, {'id': 5105163761, 'qualifierId': 56, 'value': 'Center'}, {'id': 5105163759, 'qualifierId': 155}, {'id': 5105163769, 'qualifierId': 213, 'value': '1.13'}, {'id': 5105163757, 'qualifierId': 2}, {'id': 5109841421, 'qualifierId': 20}, {'id': 5105163765, 'qualifierId': 141, 'value': '55.2'}, {'id': 5109841419, 'qualifierId': 224}, {'id': 5105163767, 'qualifierId': 212, 'value': '21.5'}];vhjelesjaxtgjcgfv7yxp2lm;S. Cruz;;;e25bk8nmfo9hdxla9nhwwmy38;Pass;;;;;;;;;;;21,5;;55,2;1,13;96,9;;;;;;;;;;;;;1,0;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;96,9;55,2;;;;;;;0;0;10;24;The Town;624;FW;1,0
2701117835;103;12;1;10;26;ew2zirzye0sw1txr2m33nr25y;1;6,7;39,7;2024-07-15T00:16:09.966Z;2024-07-20T07:23:16Z;[{'id': 5105163783, 'qualifierId': 213, 'value': '5.58'}, {'id': 5105163781, 'qualifierId': 212, 'value': '12.7'}, {'id': 5105163777, 'qualifierId': 140, 'value': '15.9'}, {'id': 5105163779, 'qualifierId': 141, 'value': '27.6'}, {'id': 5105163775, 'qualifierId': 56, 'value': 'Back'}, {'id': 5105163785, 'qualifierId': 15}];f2nxaemhqi8kbtbejnqekgd4a;J. Garcia;;;e25bk8nmfo9hdxla9nhwwmy38;Clearance;;;;;;;;;;;12,7;;27,6;5,58;15,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;15,9;27,6;;;;;;;0;0;10;26;Sporting KC II;626;DR;1,0
2701117843;80;1;1;10;28;7fbej4xwoq4imaf5l39304m37;1;91,2;68,1;2024-07-15T00:16:11.957Z;2024-07-15T00:16:13Z;[{'id': 5105163835, 'qualifierId': 213, 'value': '3.58'}, {'id': 5105163827, 'qualifierId': 56, 'value': 'Center'}, {'id': 5105163833, 'qualifierId': 212, 'value': '7.7'}, {'id': 5105163831, 'qualifierId': 141, 'value': '63.3'}, {'id': 5105163829, 'qualifierId': 140, 'value': '84.6'}];9ts3xs5p912m8f3pph7ni9vkk;S. Donovan;;;e25bk8nmfo9hdxla9nhwwmy38;Pass;;;;;;;;;;;7,7;;63,3;3,58;84,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;84,6;63,3;;;;;;;0;0;10;28;The Town;628;ML;1,0
2701117849;81;1;1;10;30;7fbej4xwoq4imaf5l39304m37;1;84,6;63,3;2024-07-15T00:16:13.637Z;2024-07-15T00:16:15Z;[{'id': 5105163883, 'qualifierId': 212, 'value': '13.3'}, {'id': 5105163881, 'qualifierId': 141, 'value': '73.2'}, {'id': 5105163885, 'qualifierId': 213, 'value': '0.53'}, {'id': 5105163877, 'qualifierId': 56, 'value': 'Center'}, {'id': 5105163879, 'qualifierId': 140, 'value': '95.5'}];bhhdcubw5vyxzf0lc1fcfftka;D. Flores;;;e25bk8nmfo9hdxla9nhwwmy38;Pass;;;;;;;;;;;13,3;;73,2;0,53;95,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;95,5;73,2;;;;;;;0;0;10;30;The Town;630;MC;1,0
2701117851;82;1;1;10;32;7fbej4xwoq4imaf5l39304m37;0;95,6;74,2;2024-07-15T00:16:15.525Z;2024-07-15T00:16:16Z;[{'id': 5105163897, 'qualifierId': 213, 'value': '4.52'}, {'id': 5105163895, 'qualifierId': 212, 'value': '2.8'}, {'id': 5105163891, 'qualifierId': 140, 'value': '95.1'}, {'id': 5105163889, 'qualifierId': 56, 'value': 'Center'}, {'id': 5105163893, 'qualifierId': 141, 'value': '70.2'}];9ts3xs5p912m8f3pph7ni9vkk;S. Donovan;;;e25bk8nmfo9hdxla9nhwwmy38;Pass;;;;;;;;;;;2,8;;70,2;4,52;95,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;95,1;70,2;;;;;;;0;0;10;32;The Town;632;ML;1,0
2701117853;104;61;1;10;33;ew2zirzye0sw1txr2m33nr25y;1;5,3;25,2;2024-07-15T00:16:16.671Z;2024-07-20T07:23:51Z;[{'id': 5105163899, 'qualifierId': 56, 'value': 'Back'}];au9595t3oo0zbzexhr01ts0h6;W. Richmond;;;e25bk8nmfo9hdxla9nhwwmy38;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;0;0;10;33;Sporting KC II;633;FWR;1,0
2701117859;83;1;1;10;36;7fbej4xwoq4imaf5l39304m37;0;88,1;80,0;2024-07-15T00:16:19.397Z;2024-07-20T07:23:56Z;[{'id': 5105163929, 'qualifierId': 141, 'value': '75.0'}, {'id': 5105163919, 'qualifierId': 2}, {'id': 5105163933, 'qualifierId': 213, 'value': '4.84'}, {'id': 5105163927, 'qualifierId': 140, 'value': '88.5'}, {'id': 5105163931, 'qualifierId': 212, 'value': '3.4'}, {'id': 5105163925, 'qualifierId': 56, 'value': 'Center'}, {'id': 5109841475, 'qualifierId': 224}, {'id': 5109841477, 'qualifierId': 72}];9kahvwswke29dt3uumulbktpm;M. Visconti;;;e25bk8nmfo9hdxla9nhwwmy38;Pass;;;;;;;;;;;3,4;;75,0;4,84;88,5;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;88,5;75,0;;;;;;;0;0;10;36;The Town;636;DC;1,0
