id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamKit;value_PlayerPosition;value_Captain;value_TeamFormation;value_TeamPlayerFormation;value_Resume;value_Involved;value_JerseyNumber;value_DirectionOfPlay;value_Zone;value_Angle;value_PassEndY;value_KickOff;value_Length;value_PassEndX;value_IllegalRestart;value_OppositeRelatedEventId;value_Indirect;value_Defensive;value_Offensive;value_FreeKickTaken;value_LongBall;value_Launch;value_Standing;value_DeletedEventType;value_Hands;value_ParriedSafe;value_MediumGkIntervention;value_KeeperThrow;value_OverArm;value_Direct;value_Foul;value_AttemptedTackle;value_Chipped;value_Cross;value_OutSwinger;value_LeftFooted;value_GoalmouthZ;value_FirstTouch;value_RelatedEventId;value_HighLeft;value_GoalmouthY;value_Assisted;value_BoxCentre;value_GkX;value_Volley;value_SetPiece;value_GkY;value_NextEventGoalKick;value_GoalKick;value_Low;value_HeadPass;value_TouchTypeClearance;value_NextEventThrowIn;value_ThrowIn;value_Head;value_InSwinger;value_RightFooted;value_NotAssisted;value_Left;value_BoxLeft;value_RegularPlay;value_MisHit;value_IntendedTackleTarget;value_FlickOn;value_LowGkIntervention;value_Defensive1V1;value_TakeOnSpace;value_TouchTypeControl;value_Assist;value_BlockedY;value_LowLeft;value_OutOfBoxCentre;value_IndividualPlay;value_BlockedX;value_Diving;value_Collected;value_BlockedPass;value_Shove/Push;value_TakeOnOvertake;value_LayOff;value_TouchTypePass;value_SmallBoxRight;value_CloseHigh;value_High;value_ThroughBall;value_IntentionalAssist;value_1On1;value_GoalShotGameClock;value_BigChance;value_GkYTimeOfGoal;value_GoalShotTimestamp;value_GkXTimeOfGoal;value_Overrun;value_OutOfPlay;value_Right;value_CornerTaken;value_HighGkIntervention;value_SwitchOfPlay;value_PlayersCaughtOffside;value_Blocked;value_LowCentre;value_DefBlock;value_FromCorner;value_LowRight;value_RefereeDelay;value_DrinksBreak;value_HighClaim;value_ShirtPull/Holding;value_YellowCard;value_RecklessOffence;value_NotVisible;value_FantasyAssistTeam;value_SmallBoxCentre;value_HitWoodwork;value_FantasyAssistedBy;value_OwnGoal;value_FantasyAssistId;value_FantasyAssistType;value_Minutes;value_Unchallenged;value_EndType;value_Tactical;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_FromShotOffTarget;value_LastLine;value_Deflection;value_Stooping;value_BoxDeepRight;value_Feet;value_HighRight;value_ParriedDanger;value_DrivenCross;value_Straight;value_AerialFoul;value_InjuredPlayerId;value_Injury;value_Strong;value_TacticalFoul;value_PullBack;value_LeadingToAttempt;value_RelatedError1Id;value_BoxRight;value_CloseRight;value_BlockedCross;value_2NdAssist;value_2NdRelatedEventId;value_2NdAssisted;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2699916533;59;4;1;5;24;erwnez7ksfkns4dqmyr1fhbe;1;43,4;30,7;2024-07-07T23:09:07.417Z;2024-07-07T23:59:49Z;[{'id': 5098619705, 'qualifierId': 13}, {'id': 5098619711, 'qualifierId': 265}, {'id': 5098701093, 'qualifierId': 233, 'value': '45'}, {'id': 5098619713, 'qualifierId': 286}, {'id': 5098619707, 'qualifierId': 56, 'value': 'Back'}, {'id': 5098619709, 'qualifierId': 152}];6ahu72g0u39bxbjiz7ggefai1;N. Okello;;;dwuu54d9tbnvz8z7h48nqscus;Foul;;;;;;;;;;;;;;;;;45,0;;;1,0;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;;;;;;;;;0;0;5;24;New York RB II;324;MC;1,0
2699916539;45;4;1;5;24;4g68p0t2f5jzhzfr67i2rj1ex;0;56,6;69,3;2024-07-07T23:09:07.418Z;2024-07-07T23:59:50Z;[{'id': 5098701083, 'qualifierId': 265}, {'id': 5098701077, 'qualifierId': 13}, {'id': 5098701113, 'qualifierId': 233, 'value': '59'}, {'id': 5098701079, 'qualifierId': 56, 'value': 'Center'}, {'id': 5098701081, 'qualifierId': 152}, {'id': 5098701085, 'qualifierId': 285}];e4rpnf90oa672lcm8ego7vllg;R. Mosquera;;;dwuu54d9tbnvz8z7h48nqscus;Foul;;;;;;;;;;;;;;;;;59,0;;1,0;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;0;0;5;24;Atlanta United II;324;ML;1,0
2699916543;46;43;1;5;24;4g68p0t2f5jzhzfr67i2rj1ex;1;0,0;0,0;2024-07-07T23:09:07.418Z;2024-07-07T23:09:12Z;[{'id': 5098619775, 'qualifierId': 152, 'value': '0'}, {'id': 5098619771, 'qualifierId': 13, 'value': '0'}, {'id': 5098619779, 'qualifierId': 285, 'value': '0'}, {'id': 5098619809, 'qualifierId': 233, 'value': '59'}, {'id': 5098619773, 'qualifierId': 56, 'value': 'Center'}, {'id': 5098619835, 'qualifierId': 144, 'value': '4'}, {'id': 5098619777, 'qualifierId': 265, 'value': '0'}];e4rpnf90oa672lcm8ego7vllg;R. Mosquera;;;dwuu54d9tbnvz8z7h48nqscus;Deleted event;;;;;;;;;;;;;;;;;59,0;;0,0;;;;;;4,0;;;;;;0,0;0,0;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;0;0;5;24;Atlanta United II;324;ML;1,0
2699916567;60;1;1;5;30;erwnez7ksfkns4dqmyr1fhbe;1;43,4;26,1;2024-07-07T23:09:13.434Z;2024-07-07T23:09:14Z;[{'id': 5098619929, 'qualifierId': 152}, {'id': 5098619927, 'qualifierId': 5}, {'id': 5098619935, 'qualifierId': 141, 'value': '26.2'}, {'id': 5098619931, 'qualifierId': 56, 'value': 'Center'}, {'id': 5098619939, 'qualifierId': 213, 'value': '0.01'}, {'id': 5098619933, 'qualifierId': 140, 'value': '52.3'}, {'id': 5098619937, 'qualifierId': 212, 'value': '9.3'}];6ahu72g0u39bxbjiz7ggefai1;N. Okello;;;dwuu54d9tbnvz8z7h48nqscus;Pass;;;;;;;;;;;0,01;26,2;;9,3;52,3;;;;;;1,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;52,3;26,2;;;;;;;0;0;5;30;New York RB II;330;MC;1,0
2699916601;61;1;1;5;31;erwnez7ksfkns4dqmyr1fhbe;1;52,3;26,2;2024-07-07T23:09:14.377Z;2024-07-07T23:09:18Z;[{'id': 5098620117, 'qualifierId': 56, 'value': 'Back'}, {'id': 5098620123, 'qualifierId': 212, 'value': '22.8'}, {'id': 5098620125, 'qualifierId': 213, 'value': '2.49'}, {'id': 5098620119, 'qualifierId': 140, 'value': '35.0'}, {'id': 5098620121, 'qualifierId': 141, 'value': '46.4'}];216tgeofjnxr75ehcftkvxkpg;A. Torres;;;dwuu54d9tbnvz8z7h48nqscus;Pass;;;;;;;;;;;2,49;46,4;;22,8;35,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;35,0;46,4;;;;;;;0;0;5;31;New York RB II;331;MC;1,0
2699916613;62;1;1;5;35;erwnez7ksfkns4dqmyr1fhbe;1;37,5;42,7;2024-07-07T23:09:18.809Z;2024-07-07T23:09:21Z;[{'id': 5098620213, 'qualifierId': 141, 'value': '20.4'}, {'id': 5098620217, 'qualifierId': 213, 'value': '4.79'}, {'id': 5098620211, 'qualifierId': 140, 'value': '38.6'}, {'id': 5098620215, 'qualifierId': 212, 'value': '15.2'}, {'id': 5098620209, 'qualifierId': 56, 'value': 'Back'}];d5kcfgycj51y6aw82r38sl7o4;Javier Armas;;;dwuu54d9tbnvz8z7h48nqscus;Pass;;;;;;;;;;;4,79;20,4;;15,2;38,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;38,6;20,4;;;;;;;0;0;5;35;New York RB II;335;MC;1,0
2699916631;63;1;1;5;38;erwnez7ksfkns4dqmyr1fhbe;1;38,5;20,1;2024-07-07T23:09:21.689Z;2024-07-07T23:09:24Z;[{'id': 5098620275, 'qualifierId': 212, 'value': '23.3'}, {'id': 5098620277, 'qualifierId': 213, 'value': '5.79'}, {'id': 5098620271, 'qualifierId': 140, 'value': '58.1'}, {'id': 5098620269, 'qualifierId': 56, 'value': 'Right'}, {'id': 5098620273, 'qualifierId': 141, 'value': '4.0'}];3uzxhd8g0jnft5xcd59yztm95;R. Qawasmy;;;dwuu54d9tbnvz8z7h48nqscus;Pass;;;;;;;;;;;5,79;4,0;;23,3;58,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;58,1;4,0;;;;;;;0;0;5;38;New York RB II;338;DL;1,0
2699916645;64;1;1;5;41;erwnez7ksfkns4dqmyr1fhbe;1;56,0;4,7;2024-07-07T23:09:24.872Z;2024-07-07T23:09:28Z;[{'id': 5098620367, 'qualifierId': 212, 'value': '20.9'}, {'id': 5098620363, 'qualifierId': 140, 'value': '37.8'}, {'id': 5098620369, 'qualifierId': 213, 'value': '2.73'}, {'id': 5098620361, 'qualifierId': 56, 'value': 'Back'}, {'id': 5098620365, 'qualifierId': 141, 'value': '17.0'}];cbjd834y2hdx5jr3bda1zz6ga;E. Centeno;;;dwuu54d9tbnvz8z7h48nqscus;Pass;;;;;;;;;;;2,73;17,0;;20,9;37,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;37,8;17,0;;;;;;;0;0;5;41;New York RB II;341;DR;1,0
2699916653;65;1;1;5;45;erwnez7ksfkns4dqmyr1fhbe;1;37,0;18,8;2024-07-07T23:09:28.553Z;2024-07-07T23:09:31Z;[{'id': 5098620423, 'qualifierId': 56, 'value': 'Back'}, {'id': 5098620429, 'qualifierId': 212, 'value': '15.4'}, {'id': 5098620427, 'qualifierId': 141, 'value': '38.5'}, {'id': 5098620431, 'qualifierId': 213, 'value': '2.08'}, {'id': 5098620425, 'qualifierId': 140, 'value': '29.8'}];3uzxhd8g0jnft5xcd59yztm95;R. Qawasmy;;;dwuu54d9tbnvz8z7h48nqscus;Pass;;;;;;;;;;;2,08;38,5;;15,4;29,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;29,8;38,5;;;;;;;0;0;5;45;New York RB II;345;DL;1,0
2699916669;66;1;1;5;48;erwnez7ksfkns4dqmyr1fhbe;0;28,6;36,0;2024-07-07T23:09:31.256Z;2024-07-07T23:09:33Z;[{'id': 5098620533, 'qualifierId': 212, 'value': '17.2'}, {'id': 5098620529, 'qualifierId': 140, 'value': '40.6'}, {'id': 5098620531, 'qualifierId': 141, 'value': '18.8'}, {'id': 5098620527, 'qualifierId': 56, 'value': 'Back'}, {'id': 5098620535, 'qualifierId': 213, 'value': '5.53'}];d5kcfgycj51y6aw82r38sl7o4;Javier Armas;;;dwuu54d9tbnvz8z7h48nqscus;Pass;;;;;;;;;;;5,53;18,8;;17,2;40,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;40,6;18,8;;;;;;;0;0;5;48;New York RB II;348;MC;1,0
2699916679;47;8;1;5;51;4g68p0t2f5jzhzfr67i2rj1ex;1;67,5;73,3;2024-07-07T23:09:34.554Z;2024-07-13T07:16:00Z;[{'id': 5098620583, 'qualifierId': 56, 'value': 'Center'}, {'id': 5102083945, 'qualifierId': 383}];8q2wozyqz4nveabn71hc614dm;S. Sserwadda;;;dwuu54d9tbnvz8z7h48nqscus;Interception;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;0;0;5;51;Atlanta United II;351;MC;1,0
2699916683;48;49;1;5;52;4g68p0t2f5jzhzfr67i2rj1ex;1;70,0;74,4;2024-07-07T23:09:35.115Z;2024-07-07T23:09:35Z;[];8q2wozyqz4nveabn71hc614dm;S. Sserwadda;;;dwuu54d9tbnvz8z7h48nqscus;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;0;0;5;52;Atlanta United II;352;MC;1,0
2699916685;49;1;1;5;52;4g68p0t2f5jzhzfr67i2rj1ex;1;72,6;74,8;2024-07-07T23:09:35.706Z;2024-07-07T23:09:37Z;[{'id': 5098620665, 'qualifierId': 56, 'value': 'Center'}, {'id': 5098620667, 'qualifierId': 140, 'value': '70.6'}, {'id': 5098620671, 'qualifierId': 212, 'value': '6.3'}, {'id': 5098620669, 'qualifierId': 141, 'value': '66.1'}, {'id': 5098620673, 'qualifierId': 213, 'value': '4.37'}];8q2wozyqz4nveabn71hc614dm;S. Sserwadda;;;dwuu54d9tbnvz8z7h48nqscus;Pass;;;;;;;;;;;4,37;66,1;;6,3;70,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;70,6;66,1;;;;;;;0;0;5;52;Atlanta United II;352;MC;1,0
2699916695;50;1;1;5;54;4g68p0t2f5jzhzfr67i2rj1ex;1;71,3;64,6;2024-07-07T23:09:37.754Z;2024-07-07T23:09:47Z;[{'id': 5098620723, 'qualifierId': 212, 'value': '17.9'}, {'id': 5098620717, 'qualifierId': 56, 'value': 'Center'}, {'id': 5098620943, 'qualifierId': 210, 'value': '15'}, {'id': 5098620719, 'qualifierId': 140, 'value': '78.3'}, {'id': 5098620721, 'qualifierId': 141, 'value': '40.6'}, {'id': 5098620725, 'qualifierId': 213, 'value': '5.14'}];5u3ohty1lsm0fn2ltez4g7o5w;B. Estrela;1,0;;dwuu54d9tbnvz8z7h48nqscus;Pass;;;;;;;;;;;5,14;40,6;;17,9;78,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;78,3;40,6;;;;;;;0;0;5;54;Atlanta United II;354;MC;1,0
2699916697;51;15;1;5;57;4g68p0t2f5jzhzfr67i2rj1ex;1;78,5;44,2;2024-07-07T23:09:40.635Z;2024-07-13T07:16:30Z;[{'id': 5098620981, 'qualifierId': 147, 'value': '47.8'}, {'id': 5098620833, 'qualifierId': 72}, {'id': 5098620975, 'qualifierId': 103, 'value': '3.2'}, {'id': 5102084115, 'qualifierId': 76}, {'id': 5098620733, 'qualifierId': 18}, {'id': 5098620731, 'qualifierId': 22}, {'id': 5098620977, 'qualifierId': 215}, {'id': 5098620735, 'qualifierId': 56, 'value': 'Center'}, {'id': 5098620979, 'qualifierId': 146, 'value': '97.8'}, {'id': 5098620973, 'qualifierId': 102, 'value': '52.9'}, {'id': 5098620967, 'qualifierId': 29}, {'id': 5098620969, 'qualifierId': 55, 'value': '50'}, {'id': 5098620987, 'qualifierId': 233, 'value': '67'}];ov4fk38lrcculu6tdbnrto2c;M. Dembele;;;dwuu54d9tbnvz8z7h48nqscus;Attempt Saved;;;;;;;;;;;;;;;;;67,0;;;;;;;;;;;;;;;;;;;;1,0;3,2;;50,0;;52,9;1,0;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;47,8;1,0;1,0;1,0;97,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;97,8;47,8;52,9;3.2;50,0;5u3ohty1lsm0fn2ltez4g7o5w;0;0;5;57;Atlanta United II;357;MR;1,0
2699916701;67;10;1;5;57;erwnez7ksfkns4dqmyr1fhbe;1;1,9;51,7;2024-07-07T23:09:40.735Z;2024-07-13T07:16:23Z;[{'id': 5098620867, 'qualifierId': 233, 'value': '51'}, {'id': 5102084199, 'qualifierId': 376}, {'id': 5098620761, 'qualifierId': 182}, {'id': 5098621033, 'qualifierId': 179}, {'id': 5098620763, 'qualifierId': 56, 'value': 'Back'}, {'id': 5098620851, 'qualifierId': 177}];a0wpfy3ac4q8lwyiwvlj6m590;J. Ransom;;;dwuu54d9tbnvz8z7h48nqscus;Save;;;;;;;;;;;;;;;;;51,0;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;;;;;;;;;0;0;5;57;New York RB II;357;GK;1,0
2699916717;68;52;1;5;59;erwnez7ksfkns4dqmyr1fhbe;1;2,1;50,5;2024-07-07T23:09:42.227Z;2024-07-13T07:16:33Z;[{'id': 5102084341, 'qualifierId': 376}];a0wpfy3ac4q8lwyiwvlj6m590;J. Ransom;;;dwuu54d9tbnvz8z7h48nqscus;Keeper pick-up;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;;;;;;;;;0;0;5;59;New York RB II;359;GK;1,0
2699916819;69;1;1;6;14;erwnez7ksfkns4dqmyr1fhbe;1;2,9;48,5;2024-07-07T23:09:57.962Z;2024-07-07T23:09:59Z;[{'id': 5098621417, 'qualifierId': 212, 'value': '19.9'}, {'id': 5098621411, 'qualifierId': 56, 'value': 'Back'}, {'id': 5098621415, 'qualifierId': 141, 'value': '72.9'}, {'id': 5098621409, 'qualifierId': 123}, {'id': 5098621413, 'qualifierId': 140, 'value': '13.3'}, {'id': 5098621419, 'qualifierId': 213, 'value': '0.99'}];a0wpfy3ac4q8lwyiwvlj6m590;J. Ransom;;;dwuu54d9tbnvz8z7h48nqscus;Pass;;;;;;;;;;;0,99;72,9;;19,9;13,3;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;13,3;72,9;;;;;;;0;0;6;14;New York RB II;374;GK;1,0
2699916823;70;1;1;6;16;erwnez7ksfkns4dqmyr1fhbe;1;13,3;72,9;2024-07-07T23:09:59.867Z;2024-07-07T23:10:01Z;[{'id': 5098621441, 'qualifierId': 212, 'value': '32.0'}, {'id': 5098621439, 'qualifierId': 141, 'value': '26.2'}, {'id': 5098621445, 'qualifierId': 1}, {'id': 5098621443, 'qualifierId': 213, 'value': '4.58'}, {'id': 5098621435, 'qualifierId': 56, 'value': 'Back'}, {'id': 5098621437, 'qualifierId': 140, 'value': '9.3'}];2iz7apzo49byqz0ws65h9d7v8;K. Moore;;;dwuu54d9tbnvz8z7h48nqscus;Pass;;;;;;;;;;;4,58;26,2;;32,0;9,3;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;9,3;26,2;;;;;;;0;0;6;16;New York RB II;376;DC;1,0
2699916831;71;1;1;6;18;erwnez7ksfkns4dqmyr1fhbe;1;9,3;26,2;2024-07-07T23:10:01.160Z;2024-07-07T23:10:02Z;[{'id': 5098621485, 'qualifierId': 213, 'value': '5.36'}, {'id': 5098621479, 'qualifierId': 140, 'value': '18.8'}, {'id': 5098621481, 'qualifierId': 141, 'value': '6.8'}, {'id': 5098621477, 'qualifierId': 56, 'value': 'Back'}, {'id': 5098621483, 'qualifierId': 212, 'value': '16.5'}];3uzxhd8g0jnft5xcd59yztm95;R. Qawasmy;;;dwuu54d9tbnvz8z7h48nqscus;Pass;;;;;;;;;;;5,36;6,8;;16,5;18,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;18,8;6,8;;;;;;;0;0;6;18;New York RB II;378;DL;1,0
2699916835;72;1;1;6;19;erwnez7ksfkns4dqmyr1fhbe;0;18,7;2,9;2024-07-07T23:10:02.793Z;2024-07-13T07:16:47Z;[{'id': 5098621511, 'qualifierId': 1}, {'id': 5098621503, 'qualifierId': 140, 'value': '20.2'}, {'id': 5098702447, 'qualifierId': 233, 'value': '52'}, {'id': 5098621509, 'qualifierId': 213, 'value': '0.00'}, {'id': 5098621507, 'qualifierId': 212, 'value': '1.6'}, {'id': 5098702445, 'qualifierId': 236}, {'id': 5098621501, 'qualifierId': 56, 'value': 'Back'}, {'id': 5098621505, 'qualifierId': 141, 'value': '2.9'}, {'id': 5098621499, 'qualifierId': 157}, {'id': 5098702451, 'qualifierId': 286}];cbjd834y2hdx5jr3bda1zz6ga;E. Centeno;;;dwuu54d9tbnvz8z7h48nqscus;Pass;;;;;;;;;;;0,0;2,9;;1,6;20,2;;52,0;;;1,0;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;20,2;2,9;;;;;;;0;0;6;19;New York RB II;379;DR;1,0
2699916853;52;74;1;6;19;4g68p0t2f5jzhzfr67i2rj1ex;1;79,2;97,1;2024-07-07T23:10:02.794Z;2024-07-13T07:16:49Z;[{'id': 5098702441, 'qualifierId': 285}, {'id': 5098621583, 'qualifierId': 56, 'value': 'Left'}, {'id': 5098702477, 'qualifierId': 233, 'value': '72'}];e4rpnf90oa672lcm8ego7vllg;R. Mosquera;;;dwuu54d9tbnvz8z7h48nqscus;Blocked Pass;;;;;;;;;;;;;;;;;72,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;home;;;;;;;;;0;0;6;19;Atlanta United II;379;ML;1,0
2699916879;73;1;1;6;21;erwnez7ksfkns4dqmyr1fhbe;1;21,8;5,0;2024-07-07T23:10:04.649Z;2024-07-08T00:03:50Z;[{'id': 5098621729, 'qualifierId': 56, 'value': 'Back'}, {'id': 5098621733, 'qualifierId': 141, 'value': '11.1'}, {'id': 5098621737, 'qualifierId': 213, 'value': '0.23'}, {'id': 5098621731, 'qualifierId': 140, 'value': '38.5'}, {'id': 5098621735, 'qualifierId': 212, 'value': '18.0'}];cbjd834y2hdx5jr3bda1zz6ga;E. Centeno;;;dwuu54d9tbnvz8z7h48nqscus;Pass;;;;;;;;;;;0,23;11,1;;18,0;38,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;erwnez7ksfkns4dqmyr1fhbe;Atlanta United II;away;38,5;11,1;;;;;;;0;0;6;21;New York RB II;381;DR;1,0
