id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamPlayerFormation;value_Captain;value_JerseyNumber;value_TeamKit;value_PlayerPosition;value_Resume;value_TeamFormation;value_Involved;value_DirectionOfPlay;value_PassEndX;value_Length;value_KickOff;value_Zone;value_Angle;value_PassEndY;value_Chipped;value_LongBall;value_Launch;value_HeadPass;value_OppositeRelatedEventId;value_Defensive;value_Offensive;value_TouchTypeControl;value_IntendedTackleTarget;value_OutOfPlay;value_TouchTypeClearance;value_Left;value_InSwinger;value_RightFooted;value_CornerTaken;value_Cross;value_Head;value_OutSwinger;value_HighGkIntervention;value_HighClaim;value_KeeperThrow;value_NextEventThrowIn;value_ThrowIn;value_Shove/Push;value_Foul;value_Direct;value_FreeKickTaken;value_LeftFooted;value_DeletedEventType;value_LayOff;value_SwitchOfPlay;value_NotVisible;value_AttemptedTackle;value_PlayersCaughtOffside;value_Indirect;value_RelatedEventId;value_RecklessOffence;value_YellowCard;value_InjuredPlayerId;value_Injury;value_PullBack;value_Assist;value_HighLeft;value_OutOfBoxCentre;value_BlockedY;value_GoalmouthZ;value_BlockedX;value_RegularPlay;value_GoalmouthY;value_Assisted;value_MediumGkIntervention;value_Hands;value_Fumble;value_Standing;value_ParriedDanger;value_IntentionalAssist;value_GkY;value_CloseHigh;value_BoxCentre;value_FromCorner;value_FirstTouch;value_GkX;value_NextEventGoalKick;value_High;value_GoalKick;value_LowGkIntervention;value_BlockedPass;value_Low;value_BigChance;value_Unchallenged;value_Deflection;value_IndividualPlay;value_LowCentre;value_Diving;value_TouchTypePass;value_TakeOnOvertake;value_TacticalFoul;value_SetPiece;value_CloseLeft;value_FlickOn;value_Blocked;value_BoxLeft;value_LowLeft;value_DefBlock;value_GoalShotGameClock;value_GkXTimeOfGoal;value_SwerveLeft;value_GoalShotTimestamp;value_GkYTimeOfGoal;value_LowRight;value_NotAssisted;value_TakeOnSpace;value_BlockedCross;value_Right;value_Minutes;value_SecondYellow;value_EndType;value_OverhitCross;value_Dissent;value_Overrun;value_BlockedClearance;value_HighCentre;value_Tactical;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_BoxDeepLeft;value_SmallBoxRight;value_Volley;value_FreeKick;value_NotPastGoalLine;value_GoesToPenalties;value_Penalty;value_Second(2Nd)OppositeRelatedEventId;value_Scored;value_Saved;value_Feet;value_ParriedSafe;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2726638055;68;55;1;10;18;eo64tqkioegeb09iice2hf8bt;1;25,7;32,2;2024-09-28T01:14:54.114Z;2024-09-28T01:20:00Z;[];bsufynk2wfvpz40nrndah1kb8;D. Saidykhan;;;eimsr1l6zvgixknl2cs8c0lw;Offside provoked;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;;0;10;18;Austin II;618;DC;1,0
2726638109;69;1;1;10;26;eo64tqkioegeb09iice2hf8bt;1;27,6;31,5;2024-09-28T01:15:01.696Z;2024-09-28T01:15:05Z;[{'id': 5245684251, 'qualifierId': 241}, {'id': 5245684257, 'qualifierId': 141, 'value': '45.4'}, {'id': 5245684253, 'qualifierId': 56, 'value': 'Back'}, {'id': 5245684249, 'qualifierId': 5}, {'id': 5245684255, 'qualifierId': 140, 'value': '34.5'}, {'id': 5245684261, 'qualifierId': 213, 'value': '0.92'}, {'id': 5245684259, 'qualifierId': 212, 'value': '11.9'}];5et4reh22bzqjp1wcr5sqldnu;B. Sjöberg;;;eimsr1l6zvgixknl2cs8c0lw;Pass;;;;;;;;;;34,5;11,9;;;0,92;45,4;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;34,5;45,4;;;;;;;;0;10;26;Austin II;626;DL;1,0
2726638133;70;1;1;10;30;eo64tqkioegeb09iice2hf8bt;1;36,0;50,7;2024-09-28T01:15:05.448Z;2024-09-28T01:15:08Z;[{'id': 5245684363, 'qualifierId': 140, 'value': '31.8'}, {'id': 5245684369, 'qualifierId': 213, 'value': '1.87'}, {'id': 5245684361, 'qualifierId': 56, 'value': 'Back'}, {'id': 5245684365, 'qualifierId': 141, 'value': '71.8'}, {'id': 5245684367, 'qualifierId': 212, 'value': '15.0'}];9b02cix263jvavj538nkj3m6s;L. Mackenzie;;;eimsr1l6zvgixknl2cs8c0lw;Pass;;;;;;;;;;31,8;15,0;;;1,87;71,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;31,8;71,8;;;;;;;;0;10;30;Austin II;630;MC;1,0
2726638181;71;1;1;10;33;eo64tqkioegeb09iice2hf8bt;1;35,9;70,8;2024-09-28T01:15:08.664Z;2024-09-28T01:15:13Z;[{'id': 5245684635, 'qualifierId': 212, 'value': '41.0'}, {'id': 5245684639, 'qualifierId': 1}, {'id': 5245684629, 'qualifierId': 56, 'value': 'Left'}, {'id': 5245684637, 'qualifierId': 213, 'value': '0.48'}, {'id': 5245684631, 'qualifierId': 140, 'value': '70.5'}, {'id': 5245684627, 'qualifierId': 155}, {'id': 5245684633, 'qualifierId': 141, 'value': '98.9'}];bsufynk2wfvpz40nrndah1kb8;D. Saidykhan;;;eimsr1l6zvgixknl2cs8c0lw;Pass;;;;;;;;;;70,5;41,0;;;0,48;98,9;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;70,5;98,9;;;;;;;;0;10;33;Austin II;633;DC;1,0
2726638185;72;61;1;10;35;eo64tqkioegeb09iice2hf8bt;0;71,3;97,4;2024-09-28T01:15:10.912Z;2024-09-28T01:15:16Z;[{'id': 5245684645, 'qualifierId': 56, 'value': 'Left'}];249t35evpr3aasx0uczjs2j9w;M. Gherasimencov;;;eimsr1l6zvgixknl2cs8c0lw;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;;0;10;35;Austin II;635;DC;1,0
2726638187;124;12;1;10;37;d0c07im4a6oj8qa7f1zlt3pqs;1;27,5;7,4;2024-09-28T01:15:12.785Z;2024-09-28T01:15:14Z;[{'id': 5245684655, 'qualifierId': 213, 'value': '5.35'}, {'id': 5245684651, 'qualifierId': 141, 'value': '0.0'}, {'id': 5245684647, 'qualifierId': 56, 'value': 'Back'}, {'id': 5245684653, 'qualifierId': 212, 'value': '7.7'}, {'id': 5245684693, 'qualifierId': 167}, {'id': 5245684649, 'qualifierId': 140, 'value': '31.9'}];8ly83pm2mbtz4u7jwsv0o96qy;C. Touré;;;eimsr1l6zvgixknl2cs8c0lw;Clearance;;;;;;;;;;31,9;7,7;;;5,35;0,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;31,9;0,0;;;;;;;;0;10;37;Vancouver Whitecaps II;637;DR;1,0
2726638217;73;5;1;10;38;eo64tqkioegeb09iice2hf8bt;1;68,5;101,6;2024-09-28T01:15:13.628Z;2024-09-28T01:20:01Z;[{'id': 5245684801, 'qualifierId': 56, 'value': 'Left'}, {'id': 5245684837, 'qualifierId': 233, 'value': '125'}, {'id': 5245684803, 'qualifierId': 347}];249t35evpr3aasx0uczjs2j9w;M. Gherasimencov;;;eimsr1l6zvgixknl2cs8c0lw;Out;;;;;;;;;;;;;;;;;;;;125,0;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;;0;10;38;Austin II;638;DC;1,0
2726638191;125;5;1;10;38;d0c07im4a6oj8qa7f1zlt3pqs;0;31,5;-1,6;2024-09-28T01:15:13.628Z;2024-09-28T01:20:01Z;[{'id': 5245684661, 'qualifierId': 56, 'value': 'Back'}, {'id': 5245684663, 'qualifierId': 347}, {'id': 5245684901, 'qualifierId': 233, 'value': '73'}];8ly83pm2mbtz4u7jwsv0o96qy;C. Touré;;;eimsr1l6zvgixknl2cs8c0lw;Out;;;;;;;;;;;;;;;;;;;;73,0;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;;;;;;;;;;0;10;38;Vancouver Whitecaps II;638;DR;1,0
2726638249;74;1;1;10;42;eo64tqkioegeb09iice2hf8bt;1;68,6;100,0;2024-09-28T01:15:17.369Z;2024-09-28T01:15:18Z;[{'id': 5245684989, 'qualifierId': 141, 'value': '90.6'}, {'id': 5245684985, 'qualifierId': 140, 'value': '71.2'}, {'id': 5245684993, 'qualifierId': 213, 'value': '5.06'}, {'id': 5245684991, 'qualifierId': 212, 'value': '8.0'}, {'id': 5245684981, 'qualifierId': 56, 'value': 'Left'}, {'id': 5245684977, 'qualifierId': 107}];249t35evpr3aasx0uczjs2j9w;M. Gherasimencov;;;eimsr1l6zvgixknl2cs8c0lw;Pass;;;;;;;;;;71,2;8,0;;;5,06;90,6;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;71,2;90,6;;;;;;;;0;10;42;Austin II;642;DC;1,0
2726638255;75;1;1;10;43;eo64tqkioegeb09iice2hf8bt;1;71,2;90,6;2024-09-28T01:15:18.505Z;2024-10-02T06:52:45Z;[{'id': 5245685017, 'qualifierId': 140, 'value': '67.9'}, {'id': 5245685015, 'qualifierId': 56, 'value': 'Left'}, {'id': 5245685023, 'qualifierId': 213, 'value': '2.43'}, {'id': 5260616823, 'qualifierId': 156}, {'id': 5245685021, 'qualifierId': 212, 'value': '4.6'}, {'id': 5245685019, 'qualifierId': 141, 'value': '95.0'}];441plehxckmdj5gb2mr6y8ne2;E. Goldthorp;;;eimsr1l6zvgixknl2cs8c0lw;Pass;;;;;;;;;;67,9;4,6;;;2,43;95,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;67,9;95,0;;;;;;;;0;10;43;Austin II;643;ML;1,0
2726638257;76;43;1;10;43;eo64tqkioegeb09iice2hf8bt;1;0,0;0,0;2024-09-28T01:15:19.096Z;2024-09-28T01:20:23Z;[{'id': 5245697441, 'qualifierId': 144, 'value': '49'}];441plehxckmdj5gb2mr6y8ne2;E. Goldthorp;;;eimsr1l6zvgixknl2cs8c0lw;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;;0;10;43;Austin II;643;ML;1,0
2726638279;77;1;1;10;44;eo64tqkioegeb09iice2hf8bt;1;70,2;93,8;2024-09-28T01:15:20.080Z;2024-09-28T01:15:20Z;[{'id': 5245685143, 'qualifierId': 141, 'value': '85.0'}, {'id': 5245685139, 'qualifierId': 56, 'value': 'Left'}, {'id': 5245685145, 'qualifierId': 212, 'value': '6.2'}, {'id': 5245685141, 'qualifierId': 140, 'value': '71.9'}, {'id': 5245685147, 'qualifierId': 213, 'value': '5.00'}];249t35evpr3aasx0uczjs2j9w;M. Gherasimencov;;;eimsr1l6zvgixknl2cs8c0lw;Pass;;;;;;;;;;71,9;6,2;;;5,0;85,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;71,9;85,0;;;;;;;;0;10;44;Austin II;644;DC;1,0
2726638281;78;1;1;10;45;eo64tqkioegeb09iice2hf8bt;1;71,9;83,5;2024-09-28T01:15:20.824Z;2024-09-28T01:15:21Z;[{'id': 5245685163, 'qualifierId': 156}, {'id': 5245685155, 'qualifierId': 141, 'value': '90.0'}, {'id': 5245685159, 'qualifierId': 213, 'value': '2.56'}, {'id': 5245685157, 'qualifierId': 212, 'value': '8.0'}, {'id': 5245685151, 'qualifierId': 56, 'value': 'Left'}, {'id': 5245685153, 'qualifierId': 140, 'value': '65.5'}];441plehxckmdj5gb2mr6y8ne2;E. Goldthorp;;;eimsr1l6zvgixknl2cs8c0lw;Pass;;;;;;;;;;65,5;8,0;;;2,56;90,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;65,5;90,0;;;;;;;;0;10;45;Austin II;645;ML;1,0
2726638313;79;1;1;10;47;eo64tqkioegeb09iice2hf8bt;1;66,6;89,4;2024-09-28T01:15:22.857Z;2024-09-28T01:15:24Z;[{'id': 5245685283, 'qualifierId': 141, 'value': '87.2'}, {'id': 5245685279, 'qualifierId': 56, 'value': 'Back'}, {'id': 5245685281, 'qualifierId': 140, 'value': '43.9'}, {'id': 5245685285, 'qualifierId': 212, 'value': '23.9'}, {'id': 5245685287, 'qualifierId': 213, 'value': '3.20'}];9b02cix263jvavj538nkj3m6s;L. Mackenzie;;;eimsr1l6zvgixknl2cs8c0lw;Pass;;;;;;;;;;43,9;23,9;;;3,2;87,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;43,9;87,2;;;;;;;;0;10;47;Austin II;647;MC;1,0
2726638339;80;1;1;10;49;eo64tqkioegeb09iice2hf8bt;1;44,0;86,3;2024-09-28T01:15:24.480Z;2024-09-28T01:15:27Z;[{'id': 5245685413, 'qualifierId': 141, 'value': '64.9'}, {'id': 5245685415, 'qualifierId': 212, 'value': '15.0'}, {'id': 5245685411, 'qualifierId': 140, 'value': '40.6'}, {'id': 5245685417, 'qualifierId': 213, 'value': '4.47'}, {'id': 5245685409, 'qualifierId': 56, 'value': 'Back'}];bsufynk2wfvpz40nrndah1kb8;D. Saidykhan;;;eimsr1l6zvgixknl2cs8c0lw;Pass;;;;;;;;;;40,6;15,0;;;4,47;64,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;40,6;64,9;;;;;;;;0;10;49;Austin II;649;DC;1,0
2726638357;81;1;1;10;51;eo64tqkioegeb09iice2hf8bt;1;41,4;65,4;2024-09-28T01:15:27.136Z;2024-09-28T01:15:30Z;[{'id': 5245685603, 'qualifierId': 140, 'value': '69.5'}, {'id': 5245685607, 'qualifierId': 212, 'value': '30.1'}, {'id': 5245685601, 'qualifierId': 56, 'value': 'Center'}, {'id': 5245685609, 'qualifierId': 213, 'value': '0.21'}, {'id': 5245685605, 'qualifierId': 141, 'value': '74.5'}];5et4reh22bzqjp1wcr5sqldnu;B. Sjöberg;;;eimsr1l6zvgixknl2cs8c0lw;Pass;;;;;;;;;;69,5;30,1;;;0,21;74,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;69,5;74,5;;;;;;;;0;10;51;Austin II;651;DL;1,0
2726638393;82;2;1;10;55;eo64tqkioegeb09iice2hf8bt;1;67,0;67,2;2024-09-28T01:15:30.824Z;2024-09-28T01:15:51Z;[{'id': 5245686513, 'qualifierId': 7, 'value': '441plehxckmdj5gb2mr6y8ne2'}, {'id': 5245685777, 'qualifierId': 141, 'value': '67.3'}, {'id': 5245685775, 'qualifierId': 140, 'value': '76.8'}, {'id': 5245685773, 'qualifierId': 56, 'value': 'Center'}];84wint64ygxx3pi5fz3mr12j8;N. Fleuriau Chateau;;;eimsr1l6zvgixknl2cs8c0lw;Offside Pass;;;;;;;;;;76,8;;;;;67,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;76,8;67,3;;;;;;;;0;10;55;Austin II;655;FW;1,0
2726638405;126;55;1;10;55;d0c07im4a6oj8qa7f1zlt3pqs;1;29,6;29,1;2024-09-28T01:15:30.825Z;2024-09-28T01:20:00Z;[];8ly83pm2mbtz4u7jwsv0o96qy;C. Touré;;;eimsr1l6zvgixknl2cs8c0lw;Offside provoked;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;;;;;;;;;;0;10;55;Vancouver Whitecaps II;655;DR;1,0
2726638465;127;1;1;11;3;d0c07im4a6oj8qa7f1zlt3pqs;1;30,4;36,1;2024-09-28T01:15:38.656Z;2024-09-28T01:15:46Z;[{'id': 5245686243, 'qualifierId': 56, 'value': 'Back'}, {'id': 5245686247, 'qualifierId': 141, 'value': '53.6'}, {'id': 5245686241, 'qualifierId': 241}, {'id': 5245686249, 'qualifierId': 212, 'value': '12.2'}, {'id': 5245686239, 'qualifierId': 5}, {'id': 5245686251, 'qualifierId': 213, 'value': '1.79'}, {'id': 5245686245, 'qualifierId': 140, 'value': '27.9'}];7u1lf62rqlgzban2dwy6c1rmc;Nico van Rijn;;;eimsr1l6zvgixknl2cs8c0lw;Pass;;;;;;;;;;27,9;12,2;;;1,79;53,6;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;27,9;53,6;;;;;;;;0;11;3;Vancouver Whitecaps II;663;DL;1,0
2726638529;128;1;1;11;10;d0c07im4a6oj8qa7f1zlt3pqs;1;28,4;59,6;2024-09-28T01:15:46.271Z;2024-09-28T01:15:53Z;[{'id': 5245686587, 'qualifierId': 140, 'value': '29.8'}, {'id': 5245686585, 'qualifierId': 56, 'value': 'Back'}, {'id': 5245686591, 'qualifierId': 212, 'value': '18.4'}, {'id': 5245686589, 'qualifierId': 141, 'value': '32.7'}, {'id': 5245686593, 'qualifierId': 213, 'value': '4.79'}];d0riqrsz7ojwb9m94rbvx7r6y;S. Mazzaferro;;;eimsr1l6zvgixknl2cs8c0lw;Pass;;;;;;;;;;29,8;18,4;;;4,79;32,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;29,8;32,7;;;;;;;;0;11;10;Vancouver Whitecaps II;670;DC;1,0
2726638547;129;1;1;11;18;d0c07im4a6oj8qa7f1zlt3pqs;1;29,6;33,6;2024-09-28T01:15:53.424Z;2024-09-28T01:15:55Z;[{'id': 5245686709, 'qualifierId': 213, 'value': '1.76'}, {'id': 5245686699, 'qualifierId': 140, 'value': '27.6'}, {'id': 5245686705, 'qualifierId': 212, 'value': '11.3'}, {'id': 5245686697, 'qualifierId': 56, 'value': 'Back'}, {'id': 5245686701, 'qualifierId': 141, 'value': '50.0'}];7u1lf62rqlgzban2dwy6c1rmc;Nico van Rijn;;;eimsr1l6zvgixknl2cs8c0lw;Pass;;;;;;;;;;27,6;11,3;;;1,76;50,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;27,6;50,0;;;;;;;;0;11;18;Vancouver Whitecaps II;678;DL;1,0
2726638575;130;1;1;11;19;d0c07im4a6oj8qa7f1zlt3pqs;1;26,9;58,8;2024-09-28T01:15:54.991Z;2024-09-28T01:15:57Z;[{'id': 5245686855, 'qualifierId': 56, 'value': 'Back'}, {'id': 5245686863, 'qualifierId': 213, 'value': '3.39'}, {'id': 5245686857, 'qualifierId': 140, 'value': '10.5'}, {'id': 5245686861, 'qualifierId': 212, 'value': '17.8'}, {'id': 5245686859, 'qualifierId': 141, 'value': '52.4'}];d0riqrsz7ojwb9m94rbvx7r6y;S. Mazzaferro;;;eimsr1l6zvgixknl2cs8c0lw;Pass;;;;;;;;;;10,5;17,8;;;3,39;52,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;10,5;52,4;;;;;;;;0;11;19;Vancouver Whitecaps II;679;DC;1,0
2726638649;131;2;1;11;22;d0c07im4a6oj8qa7f1zlt3pqs;1;7,1;47,9;2024-09-28T01:15:57.695Z;2024-09-28T01:20:15Z;[{'id': 5245687341, 'qualifierId': 1}, {'id': 5245687225, 'qualifierId': 140, 'value': '59.4'}, {'id': 5245687339, 'qualifierId': 7, 'value': '641bsr9un81t6sds51fhvijh0'}, {'id': 5245687343, 'qualifierId': 56, 'value': 'Right'}, {'id': 5245687227, 'qualifierId': 141, 'value': '7.6'}];dcypf9mqtlcn5wetj1z7g3mui;A. Cervantes;;;eimsr1l6zvgixknl2cs8c0lw;Offside Pass;;;;;;;;;;59,4;;;;;7,6;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;59,4;7,6;;;;;;;;0;11;22;Vancouver Whitecaps II;682;GK;1,0
2726638647;83;55;1;11;22;eo64tqkioegeb09iice2hf8bt;1;37,5;79,4;2024-09-28T01:15:57.696Z;2024-10-02T06:54:27Z;[{'id': 5260617579, 'qualifierId': 189}];bsufynk2wfvpz40nrndah1kb8;D. Saidykhan;;;eimsr1l6zvgixknl2cs8c0lw;Offside provoked;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;;;;;;;;;;0;11;22;Austin II;682;DC;1,0
2726638687;84;1;1;11;32;eo64tqkioegeb09iice2hf8bt;1;37,1;75,9;2024-09-28T01:16:08.209Z;2024-09-28T01:16:10Z;[{'id': 5245687413, 'qualifierId': 56, 'value': 'Left'}, {'id': 5245687417, 'qualifierId': 141, 'value': '85.6'}, {'id': 5245687411, 'qualifierId': 241}, {'id': 5245687419, 'qualifierId': 212, 'value': '28.8'}, {'id': 5245687407, 'qualifierId': 5}, {'id': 5245687421, 'qualifierId': 213, 'value': '0.23'}, {'id': 5245687415, 'qualifierId': 140, 'value': '63.8'}];bsufynk2wfvpz40nrndah1kb8;D. Saidykhan;;;eimsr1l6zvgixknl2cs8c0lw;Pass;;;;;;;;;;63,8;28,8;;;0,23;85,6;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;eo64tqkioegeb09iice2hf8bt;Vancouver Whitecaps II;away;63,8;85,6;;;;;;;;0;11;32;Austin II;692;DC;1,0
