id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;matchId;type_displayName;value_TeamPlayerFormation;value_JerseyNumber;value_TeamKit;value_PlayerPosition;value_Captain;value_Involved;value_Resume;value_TeamFormation;value_DirectionOfPlay;value_Zone;value_PassEndY;value_Length;value_KickOff;value_Angle;value_PassEndX;value_LongBall;value_Launch;value_OppositeRelatedEventId;value_NextEventThrowIn;value_ThrowIn;value_DeletedEventType;value_BlockedPass;value_Offensive;value_Defensive;value_TouchTypePass;value_Direct;value_Foul;value_ShirtPull/Holding;value_FreeKickTaken;value_IntendedTackleTarget;value_AttemptedTackle;value_Chipped;value_TouchTypeClearance;value_OutOfPlay;value_TakeOnOvertake;value_HeadPass;value_SwitchOfPlay;value_Overrun;value_NextEventGoalKick;value_TempMissed;value_BoxDeepLeft;value_RegularPlay;value_Low;value_GoalKick;value_Defensive1V1;value_RelatedEventId;value_TacticalFoul;value_YellowCard;value_FreeKick;value_Blocked;value_LeftFooted;value_OutOfBoxCentre;value_GkX;value_NotAssisted;value_BlockedX;value_GoalmouthY;value_GoalmouthZ;value_LowCentre;value_GkY;value_BlockedY;value_DefBlock;value_Left;value_InSwinger;value_RightFooted;value_CornerTaken;value_Cross;value_Head;value_HighGkIntervention;value_HighClaim;value_GkKickFromHands;value_High;value_35Centre;value_LayOff;value_FlickOn;value_OutSwinger;value_IntentionalAssist;value_Assist;value_SixYardBlocked;value_FromCorner;value_FirstTouch;value_Assisted;value_BoxCentre;value_Right;value_BoxRight;value_LowRight;value_NotVisible;value_InjuredPlayerId;value_Injury;value_PositionSideId;value_DetailedPositionId;value_FormationSlot;value_Shove/Push;value_TouchTypeControl;value_PlayersCaughtOffside;value_Indirect;value_MediumGkIntervention;value_KeeperThrow;value_BoxLeft;value_LowLeft;value_LowGkIntervention;value_ParriedSafe;value_Feet;value_Sliding;value_ParriedDanger;value_Hands;value_GoalShotGameClock;value_GkXTimeOfGoal;value_GkYTimeOfGoal;value_BigChance;value_FantasyAssistType;value_GoalShotTimestamp;value_FantasyAssistedBy;value_FantasyAssistId;value_FantasyAssistTeam;value_BlockedCross;value_TakeOnSpace;value_SetPiece;value_OverhitCross;value_CloseHigh;value_SmallBoxRight;value_FastBreak;value_Minutes;value_EndType;value_Tactical;value_ThrowInSetPiece;value_IndividualPlay;value_HighRight;value_DrivenCross;value_Straight;value_OverArm;value_LastLine;value_Deflection;value_Standing;value_Collected;value_Dissent;value_NotPastGoalLine;value_Diving;value_OtherBodyPart;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2698818545;67;1;1;11;17;5icuo8utnztpsd9l03gdd68dl;0;23,5;10,9;2024-07-01T03:14:38.081Z;2024-07-01T03:15:41Z;[{'id': 5092569331, 'qualifierId': 1}, {'id': 5092569325, 'qualifierId': 141, 'value': '0.0'}, {'id': 5092569321, 'qualifierId': 56, 'value': 'Right'}, {'id': 5092569323, 'qualifierId': 140, 'value': '56.0'}, {'id': 5092569329, 'qualifierId': 213, 'value': '6.04'}, {'id': 5092569319, 'qualifierId': 155}, {'id': 5092569327, 'qualifierId': 212, 'value': '35.2'}];8khtu1w0lp1f5d5t4zmfxiei;S. Kitahara;;dt1v9y9ypxyyxe5jc3de246xg;Pass;;;;;;;;;;;0,0;35,2;;6,04;56,0;1,0;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;56,0;0,0;;;;;;;0;0;11;17;Portland Timbers II;677;MC;1,0
2698818547;68;5;1;11;18;5icuo8utnztpsd9l03gdd68dl;0;55,3;-1,8;2024-07-01T03:14:38.955Z;2024-07-01T03:14:42Z;[{'id': 5092569335, 'qualifierId': 347}, {'id': 5092569367, 'qualifierId': 233, 'value': '92'}, {'id': 5092569333, 'qualifierId': 56, 'value': 'Right'}];errrv56acc41z74f8kumo7qlm;D. Leyva;;dt1v9y9ypxyyxe5jc3de246xg;Out;;;;;;;;;;;;;;;;;;92,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;0;0;11;18;Portland Timbers II;678;MC;1,0
2698818551;92;5;1;11;18;5ou8b446l1sl8frblkz3xi17g;1;44,7;101,8;2024-07-01T03:14:38.955Z;2024-07-01T03:14:41Z;[{'id': 5092569357, 'qualifierId': 56, 'value': 'Back'}, {'id': 5092569359, 'qualifierId': 233, 'value': '68'}, {'id': 5092569363, 'qualifierId': 347}];e076q290ab1o6qz9vthl2c0a2;H. Neville;;dt1v9y9ypxyyxe5jc3de246xg;Out;;;;;;;;;;;;;;;;;;68,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;;;;;;;0;0;11;18;Tacoma Defiance;678;DC;1,0
2698818565;93;1;1;11;33;5ou8b446l1sl8frblkz3xi17g;1;53,3;100,0;2024-07-01T03:14:53.757Z;2024-07-01T03:14:57Z;[{'id': 5092569427, 'qualifierId': 141, 'value': '83.7'}, {'id': 5092569423, 'qualifierId': 56, 'value': 'Left'}, {'id': 5092569429, 'qualifierId': 212, 'value': '19.8'}, {'id': 5092569421, 'qualifierId': 107}, {'id': 5092569431, 'qualifierId': 213, 'value': '5.61'}, {'id': 5092569425, 'qualifierId': 140, 'value': '68.1'}];e076q290ab1o6qz9vthl2c0a2;H. Neville;;dt1v9y9ypxyyxe5jc3de246xg;Pass;;;;;;;;;;;83,7;19,8;;5,61;68,1;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;68,1;83,7;;;;;;;0;0;11;33;Tacoma Defiance;693;DC;1,0
2698818567;94;44;1;11;35;5ou8b446l1sl8frblkz3xi17g;1;67,8;86,4;2024-07-01T03:14:55.768Z;2024-07-01T04:03:48Z;[{'id': 5092569437, 'qualifierId': 286}, {'id': 5092569435, 'qualifierId': 56, 'value': 'Left'}, {'id': 5092569465, 'qualifierId': 233, 'value': '69'}];8p8xhni028mqjv6kz6fdz850q;K. Linhares;;dt1v9y9ypxyyxe5jc3de246xg;Aerial;;;;;;;;;;;;;;;;;;69,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;;;;;;;0;0;11;35;Tacoma Defiance;695;FWL;1,0
2698818563;69;44;1;11;35;5icuo8utnztpsd9l03gdd68dl;0;32,2;13,6;2024-07-01T03:14:55.769Z;2024-07-01T03:14:58Z;[{'id': 5092569481, 'qualifierId': 233, 'value': '94'}, {'id': 5092569417, 'qualifierId': 56, 'value': 'Back'}, {'id': 5092569419, 'qualifierId': 285}];dil2b9u1omrsdbxba5swbe9gq;A. Lopez;;dt1v9y9ypxyyxe5jc3de246xg;Aerial;;;;;;;;;;;;;;;;;;94,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;0;0;11;35;Portland Timbers II;695;DL;1,0
2698818571;95;1;1;11;35;5ou8b446l1sl8frblkz3xi17g;0;65,5;83,7;2024-07-01T03:14:55.849Z;2024-07-06T07:43:26Z;[{'id': 5092569455, 'qualifierId': 56, 'value': 'Left'}, {'id': 5092569451, 'qualifierId': 3}, {'id': 5092569461, 'qualifierId': 212, 'value': '7.7'}, {'id': 5092569457, 'qualifierId': 140, 'value': '72.2'}, {'id': 5092569463, 'qualifierId': 213, 'value': '5.86'}, {'id': 5092569453, 'qualifierId': 168}, {'id': 5092569459, 'qualifierId': 141, 'value': '79.1'}];8p8xhni028mqjv6kz6fdz850q;K. Linhares;;dt1v9y9ypxyyxe5jc3de246xg;Pass;;;;;;;;;;;79,1;7,7;;5,86;72,2;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;72,2;79,1;;;;;;;0;0;11;35;Tacoma Defiance;695;FWL;1,0
2698818569;70;1;1;11;36;5icuo8utnztpsd9l03gdd68dl;0;28,8;7,3;2024-07-01T03:14:57.146Z;2024-07-01T03:14:58Z;[{'id': 5092569439, 'qualifierId': 3}, {'id': 5092569445, 'qualifierId': 141, 'value': '10.1'}, {'id': 5092569441, 'qualifierId': 56, 'value': 'Back'}, {'id': 5092569443, 'qualifierId': 140, 'value': '38.5'}, {'id': 5092569449, 'qualifierId': 213, 'value': '0.18'}, {'id': 5092569447, 'qualifierId': 212, 'value': '10.4'}];4dji8lgdl3psnfchdwpllvod0;G. Minoungou;;dt1v9y9ypxyyxe5jc3de246xg;Pass;;;;;;;;;;;10,1;10,4;;0,18;38,5;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;38,5;10,1;;;;;;;0;0;11;36;Portland Timbers II;696;AMR;1,0
2698818577;96;1;1;11;37;5ou8b446l1sl8frblkz3xi17g;0;56,3;80,4;2024-07-01T03:14:57.725Z;2024-07-06T07:43:47Z;[{'id': 5092569511, 'qualifierId': 213, 'value': '6.01'}, {'id': 5092569509, 'qualifierId': 212, 'value': '9.2'}, {'id': 5092569503, 'qualifierId': 56, 'value': 'Center'}, {'id': 5092569505, 'qualifierId': 140, 'value': '64.7'}, {'id': 5092569507, 'qualifierId': 141, 'value': '76.8'}];e076q290ab1o6qz9vthl2c0a2;H. Neville;;dt1v9y9ypxyyxe5jc3de246xg;Pass;;;;;;;;;;;76,8;9,2;;6,01;64,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;64,7;76,8;;;;;;;0;0;11;37;Tacoma Defiance;697;DC;1,0
2698818575;71;1;1;11;39;5icuo8utnztpsd9l03gdd68dl;0;28,8;20,2;2024-07-01T03:15:00.312Z;2024-07-01T03:15:00Z;[{'id': 5092569495, 'qualifierId': 140, 'value': '33.2'}, {'id': 5092569497, 'qualifierId': 141, 'value': '29.1'}, {'id': 5092569501, 'qualifierId': 213, 'value': '0.92'}, {'id': 5092569499, 'qualifierId': 212, 'value': '7.6'}, {'id': 5092569493, 'qualifierId': 56, 'value': 'Back'}];dil2b9u1omrsdbxba5swbe9gq;A. Lopez;;dt1v9y9ypxyyxe5jc3de246xg;Pass;;;;;;;;;;;29,1;7,6;;0,92;33,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;33,2;29,1;;;;;;;0;0;11;39;Portland Timbers II;699;DL;1,0
2698818583;98;61;1;11;41;5ou8b446l1sl8frblkz3xi17g;1;65,8;62,7;2024-07-01T03:15:02.445Z;2024-07-06T07:44:03Z;[{'id': 5092569515, 'qualifierId': 56, 'value': 'Center'}];3f5g2kijev81v9nzwsyxwiiju;A. Moreno;;dt1v9y9ypxyyxe5jc3de246xg;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;;;;;;;0;0;11;41;Tacoma Defiance;701;MC;1,0
2698818585;99;1;1;11;42;5ou8b446l1sl8frblkz3xi17g;1;72,3;65,3;2024-07-01T03:15:03.101Z;2024-07-06T07:44:04Z;[{'id': 5092569533, 'qualifierId': 140, 'value': '67.4'}, {'id': 5092569539, 'qualifierId': 213, 'value': '4.30'}, {'id': 5092569531, 'qualifierId': 56, 'value': 'Center'}, {'id': 5092569535, 'qualifierId': 141, 'value': '47.9'}, {'id': 5092569537, 'qualifierId': 212, 'value': '12.9'}];8p8xhni028mqjv6kz6fdz850q;K. Linhares;;dt1v9y9ypxyyxe5jc3de246xg;Pass;;;;;;;;;;;47,9;12,9;;4,3;67,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;67,4;47,9;;;;;;;0;0;11;42;Tacoma Defiance;702;FWL;1,0
2698818587;100;1;1;11;45;5ou8b446l1sl8frblkz3xi17g;1;67,3;52,3;2024-07-01T03:15:06.509Z;2024-07-01T03:15:07Z;[{'id': 5092569551, 'qualifierId': 213, 'value': '1.07'}, {'id': 5092569545, 'qualifierId': 140, 'value': '74.7'}, {'id': 5092569549, 'qualifierId': 212, 'value': '16.1'}, {'id': 5092569543, 'qualifierId': 56, 'value': 'Center'}, {'id': 5092569547, 'qualifierId': 141, 'value': '73.0'}];5lwarg9t4o7hxcq5exe8gwydw;M. Bunbury;;dt1v9y9ypxyyxe5jc3de246xg;Pass;;;;;;;;;;;73,0;16,1;;1,07;74,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;74,7;73,0;;;;;;;0;0;11;45;Tacoma Defiance;705;FWR;1,0
2698818589;101;1;1;11;47;5ou8b446l1sl8frblkz3xi17g;1;74,2;71,4;2024-07-01T03:15:07.861Z;2024-07-01T03:15:10Z;[{'id': 5092569559, 'qualifierId': 141, 'value': '87.4'}, {'id': 5092569557, 'qualifierId': 140, 'value': '91.8'}, {'id': 5092569561, 'qualifierId': 212, 'value': '21.4'}, {'id': 5092569563, 'qualifierId': 213, 'value': '0.53'}, {'id': 5092569555, 'qualifierId': 56, 'value': 'Left'}];1qfm9519iq3jailrtnk9c0nbo;M. Johnston;;dt1v9y9ypxyyxe5jc3de246xg;Pass;;;;;;;;;;;87,4;21,4;;0,53;91,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;91,8;87,4;;;;;;;0;0;11;47;Tacoma Defiance;707;MC;1,0
2698818593;102;1;1;11;49;5ou8b446l1sl8frblkz3xi17g;0;94,7;83,9;2024-07-01T03:15:10.133Z;2024-07-06T07:44:18Z;[{'id': 5092569587, 'qualifierId': 56, 'value': 'Center'}, {'id': 5092569595, 'qualifierId': 213, 'value': '4.52'}, {'id': 5092569591, 'qualifierId': 141, 'value': '67.4'}, {'id': 5095545991, 'qualifierId': 72}, {'id': 5095545989, 'qualifierId': 224}, {'id': 5092569583, 'qualifierId': 2}, {'id': 5092569589, 'qualifierId': 140, 'value': '92.6'}, {'id': 5092569585, 'qualifierId': 155}, {'id': 5092569593, 'qualifierId': 212, 'value': '11.4'}];e076q290ab1o6qz9vthl2c0a2;H. Neville;;dt1v9y9ypxyyxe5jc3de246xg;Pass;;;;;;;;;;;67,4;11,4;;4,52;92,6;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;1,0;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;92,6;67,4;;;;;;;0;0;11;49;Tacoma Defiance;709;DC;1,0
2698818595;72;8;1;11;50;5icuo8utnztpsd9l03gdd68dl;1;6,8;27,4;2024-07-01T03:15:11.536Z;2024-07-06T07:44:45Z;[{'id': 5092569601, 'qualifierId': 56, 'value': 'Back'}, {'id': 5095546093, 'qualifierId': 385}];7mnh4dln104xhunf6u9f2546i;C. Baker;;dt1v9y9ypxyyxe5jc3de246xg;Interception;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;0;0;11;50;Portland Timbers II;710;DR;1,0
2698818599;73;6;1;11;51;5icuo8utnztpsd9l03gdd68dl;0;7,1;30,0;2024-07-01T03:15:11.837Z;2024-07-06T07:45:00Z;[{'id': 5092569633, 'qualifierId': 56, 'value': 'Back'}, {'id': 5092569635, 'qualifierId': 73}, {'id': 5092569641, 'qualifierId': 233, 'value': '103'}];7mnh4dln104xhunf6u9f2546i;C. Baker;;dt1v9y9ypxyyxe5jc3de246xg;Corner Awarded;;;;;;;;;;;;;;;;;;103,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;0;0;11;51;Portland Timbers II;711;DR;1,0
2698818597;103;6;1;11;51;5ou8b446l1sl8frblkz3xi17g;1;92,9;70,0;2024-07-01T03:15:11.837Z;2024-07-01T03:15:13Z;[{'id': 5092569629, 'qualifierId': 56, 'value': 'Center'}, {'id': 5092569637, 'qualifierId': 233, 'value': '73'}, {'id': 5092569631, 'qualifierId': 73}];e076q290ab1o6qz9vthl2c0a2;H. Neville;;dt1v9y9ypxyyxe5jc3de246xg;Corner Awarded;;;;;;;;;;;;;;;;;;73,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;;;;;;;0;0;11;51;Tacoma Defiance;711;DC;1,0
2698818615;104;1;1;12;20;5ou8b446l1sl8frblkz3xi17g;1;99,5;99,5;2024-07-01T03:15:40.718Z;2024-07-06T07:44:57Z;[{'id': 5092569741, 'qualifierId': 141, 'value': '44.2'}, {'id': 5092569745, 'qualifierId': 213, 'value': '4.54'}, {'id': 5095546117, 'qualifierId': 20}, {'id': 5092569747, 'qualifierId': 1}, {'id': 5092569743, 'qualifierId': 212, 'value': '38.2'}, {'id': 5092569861, 'qualifierId': 154}, {'id': 5092569737, 'qualifierId': 56, 'value': 'Center'}, {'id': 5092569729, 'qualifierId': 2}, {'id': 5092569739, 'qualifierId': 140, 'value': '93.3'}, {'id': 5092569733, 'qualifierId': 155}, {'id': 5092569735, 'qualifierId': 223}, {'id': 5092569731, 'qualifierId': 6}, {'id': 5092569859, 'qualifierId': 210, 'value': '15'}];e076q290ab1o6qz9vthl2c0a2;H. Neville;1,0;dt1v9y9ypxyyxe5jc3de246xg;Pass;;;;;;;;;;;44,2;38,2;;4,54;93,3;1,0;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;1,0;;;;;;;;;;1,0;15,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;93,3;44,2;;;;;;;0;0;12;20;Tacoma Defiance;740;DC;1,0
2698818637;107;44;1;12;21;5ou8b446l1sl8frblkz3xi17g;1;92,4;43,6;2024-07-01T03:15:42.109Z;2024-07-06T07:45:04Z;[{'id': 5092571053, 'qualifierId': 233, 'value': '74'}, {'id': 5092569907, 'qualifierId': 286}, {'id': 5092569905, 'qualifierId': 56, 'value': 'Center'}];dv0qqd4mx117y4al165nsdic4;T. Clegg;;dt1v9y9ypxyyxe5jc3de246xg;Aerial;;;;;;;;;;;;;;;;;;74,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;;;;;;;0;0;12;21;Tacoma Defiance;741;DC;1,0
2698818611;74;44;1;12;21;5icuo8utnztpsd9l03gdd68dl;0;7,6;56,4;2024-07-01T03:15:42.110Z;2024-07-06T07:45:06Z;[{'id': 5092569723, 'qualifierId': 285}, {'id': 5092571057, 'qualifierId': 233, 'value': '107'}, {'id': 5092569721, 'qualifierId': 56, 'value': 'Back'}];e1e506479mqo8j3geie6amuj8;S. Hawkins;;dt1v9y9ypxyyxe5jc3de246xg;Aerial;;;;;;;;;;;;;;;;;;107,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;0;0;12;21;Portland Timbers II;741;DC;1,0
2698818621;105;15;1;12;21;5ou8b446l1sl8frblkz3xi17g;1;93,3;44,2;2024-07-01T03:15:42.261Z;2024-07-06T07:45:11Z;[{'id': 5092569877, 'qualifierId': 100}, {'id': 5092569833, 'qualifierId': 25}, {'id': 5092569839, 'qualifierId': 328}, {'id': 5092569879, 'qualifierId': 146, 'value': '94.9'}, {'id': 5092569873, 'qualifierId': 102, 'value': '49.7'}, {'id': 5092569875, 'qualifierId': 103, 'value': '19'}, {'id': 5092569771, 'qualifierId': 56, 'value': 'Center'}, {'id': 5092569835, 'qualifierId': 15}, {'id': 5092569867, 'qualifierId': 154}, {'id': 5092569887, 'qualifierId': 233, 'value': '75'}, {'id': 5092569883, 'qualifierId': 230, 'value': '99.1'}, {'id': 5092569863, 'qualifierId': 78}, {'id': 5092569869, 'qualifierId': 55, 'value': '104'}, {'id': 5092569865, 'qualifierId': 29}, {'id': 5092569885, 'qualifierId': 231, 'value': '48.4'}, {'id': 5092569769, 'qualifierId': 17}, {'id': 5092569841, 'qualifierId': 82}, {'id': 5092569881, 'qualifierId': 147, 'value': '45.5'}];dv0qqd4mx117y4al165nsdic4;T. Clegg;;dt1v9y9ypxyyxe5jc3de246xg;Attempt Saved;;;;;;;;;;;;;;;;;;75,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;104,0;;;;1,0;;;99,1;;94,9;49,7;19,0;1,0;48,4;45,5;;;;;;;1,0;;;;;;;;;1,0;;1,0;1,0;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;94,9;45,5;49,7;19;104,0;e076q290ab1o6qz9vthl2c0a2;0;0;12;21;Tacoma Defiance;741;DC;1,0
2698818613;75;10;1;12;21;5icuo8utnztpsd9l03gdd68dl;1;5,1;54,5;2024-07-01T03:15:42.361Z;2024-07-07T06:59:23Z;[{'id': 5092569891, 'qualifierId': 233, 'value': '105'}, {'id': 5092569727, 'qualifierId': 56, 'value': 'Back'}, {'id': 5092569725, 'qualifierId': 94}];e1e506479mqo8j3geie6amuj8;S. Hawkins;;dt1v9y9ypxyyxe5jc3de246xg;Save;;;;;;;;;;;;;;;;;;105,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;0;0;12;21;Portland Timbers II;741;DC;1,0
2698818617;76;6;1;12;26;5icuo8utnztpsd9l03gdd68dl;0;6,8;56,6;2024-07-01T03:15:47.160Z;2024-07-06T07:45:24Z;[{'id': 5092569781, 'qualifierId': 56, 'value': 'Back'}, {'id': 5092569807, 'qualifierId': 233, 'value': '106'}, {'id': 5092569783, 'qualifierId': 73}];e1e506479mqo8j3geie6amuj8;S. Hawkins;;dt1v9y9ypxyyxe5jc3de246xg;Corner Awarded;;;;;;;;;;;;;;;;;;106,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;0;0;12;26;Portland Timbers II;746;DC;1,0
