id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_PlayerPosition;value_JerseyNumber;value_TeamKit;value_Involved;value_TeamFormation;value_Captain;value_Resume;value_TeamPlayerFormation;value_DirectionOfPlay;value_Angle;value_KickOff;value_PassEndX;value_PassEndY;value_Zone;value_Length;value_Chipped;value_Offensive;value_OppositeRelatedEventId;value_Defensive;value_LayOff;value_LongBall;value_NextEventThrowIn;value_ThrowIn;value_NotVisible;value_HeadPass;value_OutOfPlay;value_Cross;value_HighClaim;value_KeeperThrow;value_OverArm;value_IntendedTackleTarget;value_DeletedEventType;value_Left;value_InSwinger;value_CornerTaken;value_Head;value_Assist;value_RegularPlay;value_LeftFooted;value_OutOfBoxCentre;value_RelatedEventId;value_IndividualPlay;value_BlockedY;value_GoalmouthY;value_Assisted;value_BlockedX;value_GoalmouthZ;value_LowRight;value_Diving;value_Hands;value_Collected;value_Foul;value_Direct;value_Shove/Push;value_FreeKickTaken;value_NextEventGoalKick;value_GoalKick;value_Low;value_Launch;value_Handball;value_BlockedPass;value_PlayersCaughtOffside;value_Indirect;value_LowLeft;value_Standing;value_RightFooted;value_GkX;value_BoxRight;value_Blocked;value_GkY;value_DefBlock;value_Right;value_FromCorner;value_LowCentre;value_ShirtPull/Holding;value_BigChance;value_BoxLeft;value_NotAssisted;value_ParriedSafe;value_IntentionalAssist;value_BoxCentre;value_FirstTouch;value_TimeWasting;value_YellowCard;value_SwitchOfPlay;value_AttemptedTackle;value_OtherObstacle;value_Feet;value_BlockedCross;value_DrinksBreak;value_RefereeDelay;value_RecklessOffence;value_ThroughBall;value_GoalShotTimestamp;value_GoalShotGameClock;value_Unchallenged;value_FlickOn;value_Minutes;value_Weak;value_GkKickFromHands;value_EndType;value_High;value_FastBreak;value_MisHit;value_Overrun;value_35Centre;value_Tactical;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_CaptainChange;value_ParriedDanger;value_Sliding;value_OtherBodyPart;value_1On1;value_SmallBoxLeft;value_Volley;value_SixYardBlocked;value_CloseHigh;value_HighLeft;value_Caught;value_SwerveRight;value_CloseLeft;value_SecondYellow;value_PenaltyTakerId;value_Penalty;value_Scored;value_FantasyAssistType;value_FantasyAssistedBy;value_FantasyAssistTeam;value_FantasyAssistId;value_CausingPlayer;value_Second(2Nd)OppositeRelatedEventId;value_Tap;value_NotPastGoalLine;value_35Right;value_SmallBoxCentre;value_CloseRightAndHigh;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2704451309;93;61;1;12;35;1zgjjyruyufrkh4xjvryqsb1i;1;3,4;63,1;2024-07-28T22:16:33.451Z;2024-07-28T22:27:56Z;[{'id': 5123646097, 'qualifierId': 56, 'value': 'Back'}];993vihjmsn70q9w237fatzgbu;N. Pariano;;;ebd9ql6s4s7oe7o0mz66btc7o;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;;0;12;35;Columbus Crew II;755;ML;1,0
2704451327;161;1;1;12;36;5b4ccd62yeeqdl2qk6jzsmjv8;1;90,1;37,0;2024-07-28T22:16:34.328Z;2024-07-28T22:17:07Z;[{'id': 5123647975, 'qualifierId': 210, 'value': '15'}, {'id': 5123646227, 'qualifierId': 212, 'value': '25.6'}, {'id': 5123646225, 'qualifierId': 141, 'value': '53.7'}, {'id': 5123646221, 'qualifierId': 56, 'value': 'Center'}, {'id': 5123646229, 'qualifierId': 213, 'value': '2.68'}, {'id': 5123646223, 'qualifierId': 140, 'value': '68.2'}];9jy9vyn7y1bomsbjhjujynb4k;N. Rincon;1,0;;ebd9ql6s4s7oe7o0mz66btc7o;Pass;;;;;;;;;;2,68;;68,2;53,7;;25,6;;;;;;;;;;;;;;;;;;;;;;15,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;68,2;53,7;;;;;;;;0;12;36;Philadelphia Union II;756;MC;1,0
2704451335;162;15;1;12;39;5b4ccd62yeeqdl2qk6jzsmjv8;1;77,2;51,6;2024-07-28T22:16:37.336Z;2024-07-28T22:17:07Z;[{'id': 5123648011, 'qualifierId': 102, 'value': '48.7'}, {'id': 5123648015, 'qualifierId': 215}, {'id': 5123648005, 'qualifierId': 29}, {'id': 5123647603, 'qualifierId': 25}, {'id': 5123647609, 'qualifierId': 82}, {'id': 5123646265, 'qualifierId': 18}, {'id': 5123647605, 'qualifierId': 72}, {'id': 5123648003, 'qualifierId': 78}, {'id': 5123648013, 'qualifierId': 103, 'value': '19'}, {'id': 5123648019, 'qualifierId': 147, 'value': '50.4'}, {'id': 5123648029, 'qualifierId': 233, 'value': '94'}, {'id': 5123648023, 'qualifierId': 231, 'value': '51.3'}, {'id': 5123646267, 'qualifierId': 56, 'value': 'Center'}, {'id': 5123648021, 'qualifierId': 230, 'value': '97.3'}, {'id': 5123648007, 'qualifierId': 55, 'value': '161'}, {'id': 5123648017, 'qualifierId': 146, 'value': '86.8'}];cc7auv8d89ohifqg7qwz62mwa;J. Greene;;;ebd9ql6s4s7oe7o0mz66btc7o;Attempt Saved;;;;;;;;;;;;;;;;;;94,0;;;;;;;;;;;;;;;;;;;;;1,0;1,0;161,0;1,0;50,4;48,7;1,0;86,8;19,0;;;;;;;;;;;;;;;;;;;;97,3;;1,0;51,3;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;;;86,8;50,4;48,7;19;161,0;9jy9vyn7y1bomsbjhjujynb4k;;0;12;39;Philadelphia Union II;759;DC;1,0
2704451349;94;10;1;12;39;1zgjjyruyufrkh4xjvryqsb1i;1;13,2;49,6;2024-07-28T22:16:37.436Z;2024-07-28T22:17:42Z;[{'id': 5123646347, 'qualifierId': 94}, {'id': 5123648051, 'qualifierId': 233, 'value': '162'}, {'id': 5123646349, 'qualifierId': 56, 'value': 'Back'}];872ifpo3qufi9vv9vy7ty6uj8;G. Wetzel;;;ebd9ql6s4s7oe7o0mz66btc7o;Save;;;;;;;;;;;;;;;;;;162,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;;0;12;39;Columbus Crew II;759;DR;1,0
2704451385;95;4;1;12;44;1zgjjyruyufrkh4xjvryqsb1i;1;11,4;72,6;2024-07-28T22:16:42.211Z;2024-07-28T22:16:47Z;[{'id': 5123646633, 'qualifierId': 285}, {'id': 5123646821, 'qualifierId': 233, 'value': '163'}, {'id': 5123646631, 'qualifierId': 152}, {'id': 5123646629, 'qualifierId': 56, 'value': 'Back'}, {'id': 5123646627, 'qualifierId': 294}, {'id': 5123646625, 'qualifierId': 13}];993vihjmsn70q9w237fatzgbu;N. Pariano;;;ebd9ql6s4s7oe7o0mz66btc7o;Foul;;;;;;;;;;;;;;;;;;163,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;;0;12;44;Columbus Crew II;764;ML;1,0
2704451389;163;4;1;12;44;5b4ccd62yeeqdl2qk6jzsmjv8;0;88,6;27,4;2024-07-28T22:16:42.212Z;2024-07-28T22:16:47Z;[{'id': 5123646809, 'qualifierId': 286}, {'id': 5123646803, 'qualifierId': 56, 'value': 'Center'}, {'id': 5123646799, 'qualifierId': 13}, {'id': 5123646801, 'qualifierId': 294}, {'id': 5123646839, 'qualifierId': 233, 'value': '95'}, {'id': 5123646805, 'qualifierId': 152}];9jy9vyn7y1bomsbjhjujynb4k;N. Rincon;;;ebd9ql6s4s7oe7o0mz66btc7o;Foul;;;;;;;;;;;;;;;;;1,0;95,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;;;;;;;;;;0;12;44;Philadelphia Union II;764;MC;1,0
2704451575;96;1;1;12;57;1zgjjyruyufrkh4xjvryqsb1i;1;10,4;63,0;2024-07-28T22:16:55.106Z;2024-07-28T22:17:00Z;[{'id': 5123647623, 'qualifierId': 141, 'value': '36.1'}, {'id': 5123647617, 'qualifierId': 152}, {'id': 5123647615, 'qualifierId': 5}, {'id': 5123647625, 'qualifierId': 212, 'value': '18.4'}, {'id': 5123647621, 'qualifierId': 140, 'value': '12.3'}, {'id': 5123647619, 'qualifierId': 56, 'value': 'Back'}, {'id': 5123647627, 'qualifierId': 213, 'value': '4.82'}];1ceqwz4ozqi6ft5l4hf5a04r8;M. Sheridan;;;ebd9ql6s4s7oe7o0mz66btc7o;Pass;;;;;;;;;;4,82;;12,3;36,1;;18,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;12,3;36,1;;;;;;;;0;12;57;Columbus Crew II;777;GK;1,0
2704451609;97;1;1;13;3;1zgjjyruyufrkh4xjvryqsb1i;1;19,9;32,6;2024-07-28T22:17:00.595Z;2024-07-28T22:17:03Z;[{'id': 5123647803, 'qualifierId': 56, 'value': 'Back'}, {'id': 5123647813, 'qualifierId': 213, 'value': '1.66'}, {'id': 5123647809, 'qualifierId': 212, 'value': '26.5'}, {'id': 5123647805, 'qualifierId': 140, 'value': '17.7'}, {'id': 5123647807, 'qualifierId': 141, 'value': '71.4'}];3h4x6eh6zkcaww4g6rhkwpbf8;Neil Pierre;;;ebd9ql6s4s7oe7o0mz66btc7o;Pass;;;;;;;;;;1,66;;17,7;71,4;;26,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;17,7;71,4;;;;;;;;0;13;3;Columbus Crew II;783;DL;1,0
2704451641;98;1;1;13;6;1zgjjyruyufrkh4xjvryqsb1i;1;18,3;71,6;2024-07-28T22:17:03.778Z;2024-07-28T22:17:07Z;[{'id': 5123647987, 'qualifierId': 213, 'value': '0.97'}, {'id': 5123647985, 'qualifierId': 212, 'value': '20.7'}, {'id': 5123647979, 'qualifierId': 56, 'value': 'Back'}, {'id': 5123647981, 'qualifierId': 140, 'value': '29.4'}, {'id': 5123647983, 'qualifierId': 141, 'value': '96.8'}];a3qa9kw3vbh8nu5mgns92czro;O. Makhanya;;;ebd9ql6s4s7oe7o0mz66btc7o;Pass;;;;;;;;;;0,97;;29,4;96,8;;20,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;29,4;96,8;;;;;;;;0;13;6;Columbus Crew II;786;DC;1,0
2704451655;99;1;1;13;9;1zgjjyruyufrkh4xjvryqsb1i;0;27,5;95,5;2024-07-28T22:17:07.138Z;2024-07-28T22:17:08Z;[{'id': 5123648083, 'qualifierId': 141, 'value': '89.3'}, {'id': 5123648087, 'qualifierId': 213, 'value': '6.14'}, {'id': 5123648081, 'qualifierId': 140, 'value': '54.5'}, {'id': 5123648079, 'qualifierId': 56, 'value': 'Left'}, {'id': 5123648085, 'qualifierId': 212, 'value': '28.7'}];15v2azulwhof0p216i7bjp250;J. Berdecio;;;ebd9ql6s4s7oe7o0mz66btc7o;Pass;;;;;;;;;;6,14;;54,5;89,3;;28,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;54,5;89,3;;;;;;;;0;13;9;Columbus Crew II;789;DC;1,0
2704451669;164;49;1;13;11;5b4ccd62yeeqdl2qk6jzsmjv8;1;30,5;15,5;2024-07-28T22:17:08.985Z;2024-07-28T22:17:09Z;[];cc7auv8d89ohifqg7qwz62mwa;J. Greene;;;ebd9ql6s4s7oe7o0mz66btc7o;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;;;;;;;;;;0;13;11;Philadelphia Union II;791;DC;1,0
2704451697;165;1;1;13;11;5b4ccd62yeeqdl2qk6jzsmjv8;1;30,5;15,5;2024-07-28T22:17:09.208Z;2024-07-28T22:17:11Z;[{'id': 5123648325, 'qualifierId': 141, 'value': '20.9'}, {'id': 5123648321, 'qualifierId': 56, 'value': 'Right'}, {'id': 5123648327, 'qualifierId': 212, 'value': '25.3'}, {'id': 5123648323, 'qualifierId': 140, 'value': '54.3'}, {'id': 5123648329, 'qualifierId': 213, 'value': '0.15'}];cc7auv8d89ohifqg7qwz62mwa;J. Greene;;;ebd9ql6s4s7oe7o0mz66btc7o;Pass;;;;;;;;;;0,15;;54,3;20,9;;25,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;54,3;20,9;;;;;;;;0;13;11;Philadelphia Union II;791;DC;1,0
2704451699;166;1;1;13;13;5b4ccd62yeeqdl2qk6jzsmjv8;0;55,7;26,1;2024-07-28T22:17:11.336Z;2024-07-28T22:17:13Z;[{'id': 5123648347, 'qualifierId': 140, 'value': '61.5'}, {'id': 5123648353, 'qualifierId': 213, 'value': '0.41'}, {'id': 5123648345, 'qualifierId': 56, 'value': 'Center'}, {'id': 5123648349, 'qualifierId': 141, 'value': '30.0'}, {'id': 5123648351, 'qualifierId': 212, 'value': '6.6'}];8warl67c0id3dorr48mn7h82c;G. De Libera;;;ebd9ql6s4s7oe7o0mz66btc7o;Pass;;;;;;;;;;0,41;;61,5;30,0;;6,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;61,5;30,0;;;;;;;;0;13;13;Philadelphia Union II;793;MC;1,0
2704451705;100;49;1;13;14;1zgjjyruyufrkh4xjvryqsb1i;1;41,7;79,3;2024-07-28T22:17:12.179Z;2024-07-28T22:17:12Z;[];20wmdzih6b1t0ekt1v2qd4b2s;C. Sullivan;;;ebd9ql6s4s7oe7o0mz66btc7o;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;;0;13;14;Columbus Crew II;794;AMC;1,0
2704451735;101;1;1;13;17;1zgjjyruyufrkh4xjvryqsb1i;1;52,6;88,9;2024-07-28T22:17:14.691Z;2024-07-28T22:17:18Z;[{'id': 5123648611, 'qualifierId': 213, 'value': '5.66'}, {'id': 5123648605, 'qualifierId': 140, 'value': '62.1'}, {'id': 5123648607, 'qualifierId': 141, 'value': '78.4'}, {'id': 5123648603, 'qualifierId': 56, 'value': 'Center'}, {'id': 5123648609, 'qualifierId': 212, 'value': '12.3'}];20wmdzih6b1t0ekt1v2qd4b2s;C. Sullivan;;;ebd9ql6s4s7oe7o0mz66btc7o;Pass;;;;;;;;;;5,66;;62,1;78,4;;12,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;62,1;78,4;;;;;;;;0;13;17;Columbus Crew II;797;AMC;1,0
2704451757;102;1;1;13;20;1zgjjyruyufrkh4xjvryqsb1i;1;64,4;73,9;2024-07-28T22:17:18.147Z;2024-07-28T22:17:21Z;[{'id': 5123648747, 'qualifierId': 56, 'value': 'Center'}, {'id': 5123648753, 'qualifierId': 212, 'value': '9.0'}, {'id': 5123648749, 'qualifierId': 140, 'value': '56.0'}, {'id': 5123648751, 'qualifierId': 141, 'value': '71.4'}, {'id': 5123648755, 'qualifierId': 213, 'value': '3.33'}];9j3va21w5i9ypf8qmt4g1vggk;E. Davis;;;ebd9ql6s4s7oe7o0mz66btc7o;Pass;;;;;;;;;;3,33;;56,0;71,4;;9,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;56,0;71,4;;;;;;;;0;13;20;Columbus Crew II;800;FW;1,0
2704451795;103;1;1;13;23;1zgjjyruyufrkh4xjvryqsb1i;1;55,9;57,1;2024-07-28T22:17:21.507Z;2024-07-28T22:17:25Z;[{'id': 5123648945, 'qualifierId': 56, 'value': 'Right'}, {'id': 5123648953, 'qualifierId': 141, 'value': '5.6'}, {'id': 5123648961, 'qualifierId': 213, 'value': '5.02'}, {'id': 5123648957, 'qualifierId': 212, 'value': '36.8'}, {'id': 5123648949, 'qualifierId': 140, 'value': '66.6'}, {'id': 5123648965, 'qualifierId': 1}];81w1fqi66z0ibawynhraybaxg;S. Ngabo;;;ebd9ql6s4s7oe7o0mz66btc7o;Pass;;;;;;;;;;5,02;;66,6;5,6;;36,8;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;66,6;5,6;;;;;;;;0;13;23;Columbus Crew II;803;DMC;1,0
2704451821;104;1;1;13;27;1zgjjyruyufrkh4xjvryqsb1i;0;68,3;12,8;2024-07-28T22:17:25.395Z;2024-07-28T22:17:27Z;[{'id': 5123649085, 'qualifierId': 140, 'value': '87.0'}, {'id': 5123649081, 'qualifierId': 155}, {'id': 5123649079, 'qualifierId': 2}, {'id': 5123649087, 'qualifierId': 141, 'value': '54.9'}, {'id': 5123649091, 'qualifierId': 213, 'value': '0.97'}, {'id': 5123649083, 'qualifierId': 56, 'value': 'Center'}, {'id': 5123649089, 'qualifierId': 212, 'value': '34.7'}, {'id': 5123649093, 'qualifierId': 1}];872ifpo3qufi9vv9vy7ty6uj8;G. Wetzel;;;ebd9ql6s4s7oe7o0mz66btc7o;Pass;;;;;;;;;;0,97;;87,0;54,9;;34,7;1,0;;;;;1,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;87,0;54,9;;;;;;;;0;13;27;Columbus Crew II;807;DR;1,0
2704451879;167;12;1;13;30;5b4ccd62yeeqdl2qk6jzsmjv8;1;8,4;51,3;2024-07-28T22:17:28.152Z;2024-07-28T22:17:33Z;[{'id': 5123649443, 'qualifierId': 213, 'value': '6.24'}, {'id': 5123649435, 'qualifierId': 56, 'value': 'Back'}, {'id': 5123649437, 'qualifierId': 140, 'value': '17.1'}, {'id': 5123649441, 'qualifierId': 212, 'value': '9.1'}, {'id': 5123649439, 'qualifierId': 141, 'value': '50.7'}];cc7auv8d89ohifqg7qwz62mwa;J. Greene;;;ebd9ql6s4s7oe7o0mz66btc7o;Clearance;;;;;;;;;;6,24;;17,1;50,7;;9,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;17,1;50,7;;;;;;;;0;13;30;Philadelphia Union II;810;DC;1,0
2704451885;168;83;1;13;35;5b4ccd62yeeqdl2qk6jzsmjv8;0;23,9;54,0;2024-07-28T22:17:32.920Z;2024-07-28T22:24:00Z;[{'id': 5123667117, 'qualifierId': 399, 'value': '993vihjmsn70q9w237fatzgbu'}];8warl67c0id3dorr48mn7h82c;G. De Libera;;;ebd9ql6s4s7oe7o0mz66btc7o;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;;;;;;;;;;0;13;35;Philadelphia Union II;815;MC;1,0
2704451893;105;1;1;13;35;1zgjjyruyufrkh4xjvryqsb1i;1;76,6;50,7;2024-07-28T22:17:33.405Z;2024-07-28T22:19:14Z;[{'id': 5123653805, 'qualifierId': 213, 'value': '2.98'}, {'id': 5123653801, 'qualifierId': 141, 'value': '53.0'}, {'id': 5123653799, 'qualifierId': 140, 'value': '67.4'}, {'id': 5123653803, 'qualifierId': 212, 'value': '9.8'}, {'id': 5123649497, 'qualifierId': 56, 'value': 'Center'}];993vihjmsn70q9w237fatzgbu;N. Pariano;;;ebd9ql6s4s7oe7o0mz66btc7o;Pass;;;;;;;;;;2,98;;67,4;53,0;;9,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;67,4;53,0;;;;;;;;0;13;35;Columbus Crew II;815;ML;1,0
2704451917;106;50;1;13;37;1zgjjyruyufrkh4xjvryqsb1i;1;69,7;48,0;2024-07-28T22:17:34.587Z;2024-07-28T22:19:15Z;[{'id': 5123653447, 'qualifierId': 286}, {'id': 5123653445, 'qualifierId': 56, 'value': 'Center'}, {'id': 5123653527, 'qualifierId': 233, 'value': '170'}];81w1fqi66z0ibawynhraybaxg;S. Ngabo;;;ebd9ql6s4s7oe7o0mz66btc7o;Dispossessed;;;;;;;;;;;;;;;;;1,0;170,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1zgjjyruyufrkh4xjvryqsb1i;Philadelphia Union II;away;;;;;;;;;;0;13;37;Columbus Crew II;817;DMC;1,0
2704451947;170;7;1;13;37;5b4ccd62yeeqdl2qk6jzsmjv8;1;30,3;52,0;2024-07-28T22:17:34.588Z;2024-07-28T22:18:48Z;[{'id': 5123653233, 'qualifierId': 285}, {'id': 5123649793, 'qualifierId': 56, 'value': 'Back'}, {'id': 5123653491, 'qualifierId': 233, 'value': '106'}];e0pkyzm6eqzlrxme33k7dwgt0;C. Adams;;;ebd9ql6s4s7oe7o0mz66btc7o;Tackle;;;;;;;;;;;;;;;;;;106,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;;;;;;;;;;0;13;37;Philadelphia Union II;817;FW;1,0
2704451927;169;49;1;13;38;5b4ccd62yeeqdl2qk6jzsmjv8;1;26,4;38,0;2024-07-28T22:17:36.504Z;2024-07-28T22:20:29Z;[];dgosg1mymhuajg0rz2ts6alpm;G. Rayo;;;ebd9ql6s4s7oe7o0mz66btc7o;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;;;;;;;;;;0;13;38;Philadelphia Union II;818;FWR;1,0
