teamId;teamName;shortName;officialName;code;field;country;matchId;scores.halftime;scores.fulltime
1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;MNUFC2;Minnesota United FC II;MIN;home;USA;d7sozos1dejdo6wgre5xus104;2;3
7fbej4xwoq4imaf5l39304m37;Sporting KC II;Sporting KC II;Sporting Kansas City II;SKC;away;USA;d7sozos1dejdo6wgre5xus104;2;4
