id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Resume;value_Involved;value_JerseyNumber;value_TeamKit;value_Captain;value_PlayerPosition;value_TeamFormation;value_TeamPlayerFormation;value_DirectionOfPlay;value_Angle;value_KickOff;value_PassEndX;value_Length;value_Zone;value_PassEndY;value_TouchTypeControl;value_LongBall;value_Chipped;value_HeadPass;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_PlayersCaughtOffside;value_DeletedEventType;value_Offensive;value_Indirect;value_FreeKickTaken;value_NotVisible;value_OutSwinger;value_LeftFooted;value_Cross;value_HighGkIntervention;value_HighClaim;value_OverArm;value_KeeperThrow;value_TouchTypePass;value_Head;value_BlockedPass;value_Defensive;value_OutOfPlay;value_Left;value_InSwinger;value_RightFooted;value_CornerTaken;value_Assist;value_IntentionalAssist;value_BoxCentre;value_GkY;value_GoalmouthY;value_GoalmouthZ;value_Assisted;value_RelatedEventId;value_GkX;value_FirstTouch;value_Right;value_FromCorner;value_NextEventGoalKick;value_High;value_GoalKick;value_Foul;value_Direct;value_ShirtPull/Holding;value_FloatedCross;value_Straight;value_Low;value_IntendedTackleTarget;value_SwitchOfPlay;value_TakeOnSpace;value_TouchTypeClearance;value_TakeOnOvertake;value_AttemptedTackle;value_LayOff;value_RegularPlay;value_HighLeft;value_BoxLeft;value_Launch;value_Blocked;value_LowLeft;value_BlockedY;value_BlockedX;value_DefBlock;value_DrivenCross;value_Shove/Push;value_Hands;value_Diving;value_Collected;value_LowGkIntervention;value_MediumGkIntervention;value_FlickOn;value_NotAssisted;value_LowCentre;value_FreeKick;value_OutOfBoxCentre;value_ByWall;value_InjuredPlayerId;value_Injury;value_OverhitCross;value_GkKickFromHands;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_IndividualPlay;value_BlockedCross;value_FastBreak;value_YellowCard;value_RecklessOffence;value_Defensive1V1;value_SetPiece;value_Dissent;value_PullBack;value_BoxDeepRight;value_Minutes;value_ParriedSafe;value_Reaching;value_SmallBoxCentre;value_BigChance;value_Stooping;value_Feet;value_EndType;value_NotPastGoalLine;value_OwnShotBlocked;value_OtherObstacle;value_BallHitsReferee;value_Volley;value_Tactical;value_BoxRight;value_HighRight;value_OwnPlayer;value_SmallBoxLeft;value_SixYardBlocked;value_LowRight;value_TacticalFoul;value_AerialFoul;value_TempShotOn;value_Standing;value_Handball;value_AdvantagePlayed;value_Overrun;value_GoesToExtraTime;value_CloseLeft;value_SmallBoxRight;value_GoalShotTimestamp;value_GkYTimeOfGoal;value_GoalShotGameClock;value_GkXTimeOfGoal;value_PenaltyTakerId;value_Penalty;value_Scored;value_FantasyAssistedBy;value_CausingPlayer;value_FantasyAssistTeam;value_FantasyAssistType;value_Second(2Nd)OppositeRelatedEventId;value_FantasyAssistId;value_GkHoof;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2743271373;1;34;16;0;0;99l7fsj6ykgbyqcb9zqqu9dgq;1;0,0;0,0;2024-11-02T23:53:31.411Z;2024-11-03T00:33:55Z;[{'id': 5336490713, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5336490701, 'qualifierId': 30, 'value': '6agfr3usj1pblrbq2i9mdpmcq, rtca480n5ehey5ffvt8nudck, 3risld5mac5ns2rrv6namc2l0, 7al9w77ailhli8g487tkl32tw, 74rnjizxzn5a0oag6sue0ja7e, 1j010cibh247p8kjchww6ny3u, 6ggqe5gi2w2jjclmbjev6dd78, 14sld3djevxpcce9co1aqxn9w, bijyc7qlb2849vos6kn7kd0yc, 32c9e26wcnr5kmab8ep4zph5g, 3h8rx5wumr7hktll4hnvx7or8, 608d9yxcn99up33girsspyaga, e7vsajjh4e7t51ciycjg0skd0, auomns9j08ffqknhs9007ju38, f3bqitwkt3mitemcjd61hi044, akgtib8zyv5lrvh9mxunj2rdg, 8vnnownnzz2ksuuitbw3ax5yi, 741wavjzdmc04j4i8a3chq9zo, 19ckwd2oz9uyfjznuq2c41btg, fgue58g7u6f2c53ggb0r2oa2'}, {'id': 5336490705, 'qualifierId': 59, 'value': '30, 27, 7, 6, 18, 5, 10, 32, 23, 50, 99, 13, 4, 2, 8, 35, 51, 14, 41, 36'}, {'id': 5336599443, 'qualifierId': 197, 'value': '23314'}, {'id': 5336490711, 'qualifierId': 194, 'value': '1j010cibh247p8kjchww6ny3u'}, {'id': 5336490703, 'qualifierId': 44, 'value': '1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5336490707, 'qualifierId': 130, 'value': '11'}, {'id': 5336490709, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}];;;;;e55ecnx0hm6k3m54ncdukh34k;Team set up;;;;23314,0;;;11,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;;0;0;0;St. Louis City II;0;;
2743271401;1;34;16;0;0;dqx48fglv1l96cyrmjdod0xec;1;0,0;0,0;2024-11-02T23:53:35.979Z;2024-11-03T00:33:40Z;[{'id': 5336490929, 'qualifierId': 130, 'value': '8'}, {'id': 5336490927, 'qualifierId': 59, 'value': '31, 33, 99, 98, 50, 40, 41, 49, 80, 85, 59, 43, 64, 42, 72, 56, 46, 61, 70, 77'}, {'id': 5336490935, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5336490931, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5336490923, 'qualifierId': 30, 'value': 'brbc088u7sq9wh9d9gkonn5gq, 2dqtrnq0k1fphyw71yh41gvtg, 7zkzjmk1go1u2vi5qkqlmezu, 1extjwx4b7nlpu8fm6526dsrt, 9ulwk81vyj5rbz88h62i2ejv8, 910fd7rfysvvfzp2s1ywna5pm, 5jigl7kp5d2i5ws1602jm7n1m, 3dyn7hheqvs3gm3m84jrra9lg, f2nvagw4mjjpn1ytj6rdl5ene, e9jko5f45qmjw3va7cp05l5w4, 9gswafduy82n4o6f0uk0khhck, dpedfgxin5nc4qmziaokpmiy2, 632mpv8dpnxjm69f8ip1e4l5g, 276kl5oc1k19y1linbxml0xec, bbnk87q7t8pahznohwjjcvu5m, 92oqt9q51us5rpmqmvvrdso6i, 9k050zmkegfu3gdw2b4g4uwwk, c51ttt2cn2mguvgay18wfgzdg, cnskozf15ladiqa70l9uo920a, 8bwjj53jwbsi0emx370uka5g4'}, {'id': 5336598811, 'qualifierId': 197, 'value': '15002'}, {'id': 5336490933, 'qualifierId': 194, 'value': '9ulwk81vyj5rbz88h62i2ejv8'}, {'id': 5336490925, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5'}];;;;;e55ecnx0hm6k3m54ncdukh34k;Team set up;;;;15002,0;;;8,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;;;;;;;;;;0;0;0;North Texas;0;;
2743292987;2;32;1;0;0;dqx48fglv1l96cyrmjdod0xec;1;0,0;0,0;2024-11-03T00:34:06.017Z;2024-11-03T00:34:06Z;[{'id': 5336599835, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;e55ecnx0hm6k3m54ncdukh34k;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;;;;;;;;;;0;0;0;North Texas;0;;
2743292993;2;32;1;0;0;99l7fsj6ykgbyqcb9zqqu9dgq;1;0,0;0,0;2024-11-03T00:34:06.017Z;2024-11-07T05:57:39Z;[{'id': 5336599873, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;e55ecnx0hm6k3m54ncdukh34k;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;;0;0;0;St. Louis City II;0;;
2743293007;3;1;1;0;0;dqx48fglv1l96cyrmjdod0xec;1;49,9;50,1;2024-11-03T00:34:06.018Z;2024-11-03T00:34:09Z;[{'id': 5336599967, 'qualifierId': 213, 'value': '1.47'}, {'id': 5336599969, 'qualifierId': 279, 'value': 'S'}, {'id': 5336599961, 'qualifierId': 140, 'value': '50.9'}, {'id': 5336599965, 'qualifierId': 212, 'value': '10.8'}, {'id': 5336599959, 'qualifierId': 56, 'value': 'Center'}, {'id': 5336599963, 'qualifierId': 141, 'value': '65.9'}];5jigl7kp5d2i5ws1602jm7n1m;J. Klein;;;e55ecnx0hm6k3m54ncdukh34k;Pass;;;;;;;;;;1,47;;50,9;10,8;;65,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;50,9;65,9;;;;;;;;0;0;0;North Texas;0;AMR;1,0
2743293011;4;1;1;0;1;dqx48fglv1l96cyrmjdod0xec;0;50,9;65,9;2024-11-03T00:34:07.497Z;2024-11-06T06:22:50Z;[{'id': 5336599985, 'qualifierId': 140, 'value': '53.8'}, {'id': 5336599987, 'qualifierId': 141, 'value': '70.5'}, {'id': 5336599991, 'qualifierId': 213, 'value': '0.80'}, {'id': 5336599989, 'qualifierId': 212, 'value': '4.4'}, {'id': 5336599983, 'qualifierId': 56, 'value': 'Center'}];e9jko5f45qmjw3va7cp05l5w4;Hosei Kijima;;;e55ecnx0hm6k3m54ncdukh34k;Pass;;;;;;;;;;0,8;;53,8;4,4;;70,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;53,8;70,5;;;;;;;;0;0;1;North Texas;1;AMC;1,0
2744866381;954;8;1;0;2;99l7fsj6ykgbyqcb9zqqu9dgq;1;37,6;23,1;2024-11-03T00:34:08.577Z;2024-11-06T06:22:48Z;[{'id': 5345165805, 'qualifierId': 56, 'value': 'Back'}, {'id': 5345165845, 'qualifierId': 383}];6ggqe5gi2w2jjclmbjev6dd78;Pedrinho;;;e55ecnx0hm6k3m54ncdukh34k;Interception;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;;0;0;2;St. Louis City II;2;MR;1,0
2744867065;961;1;1;0;4;dqx48fglv1l96cyrmjdod0xec;1;55,6;74,3;2024-11-03T00:34:10.915Z;2024-11-06T06:29:51Z;[{'id': 5345169347, 'qualifierId': 213, 'value': '2.62'}, {'id': 5345169345, 'qualifierId': 212, 'value': '8.7'}, {'id': 5345169339, 'qualifierId': 56, 'value': 'Back'}, {'id': 5345169341, 'qualifierId': 140, 'value': '48.4'}, {'id': 5345169343, 'qualifierId': 141, 'value': '80.7'}];e9jko5f45qmjw3va7cp05l5w4;Hosei Kijima;;;e55ecnx0hm6k3m54ncdukh34k;Pass;;;;;;;;;;2,62;;48,4;8,7;;80,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;48,4;80,7;;;;;;;;0;0;4;North Texas;4;AMC;1,0
2743293035;5;1;1;0;6;dqx48fglv1l96cyrmjdod0xec;1;39,4;82,5;2024-11-03T00:34:12.121Z;2024-11-03T00:34:14Z;[{'id': 5336600155, 'qualifierId': 141, 'value': '66.8'}, {'id': 5336600151, 'qualifierId': 56, 'value': 'Back'}, {'id': 5336600153, 'qualifierId': 140, 'value': '43.7'}, {'id': 5336600157, 'qualifierId': 212, 'value': '11.6'}, {'id': 5336600159, 'qualifierId': 213, 'value': '5.11'}];7zkzjmk1go1u2vi5qkqlmezu;J. Reid;;;e55ecnx0hm6k3m54ncdukh34k;Pass;;;;;;;;;;5,11;;43,7;11,6;;66,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;43,7;66,8;;;;;;;;0;0;6;North Texas;6;DC;1,0
2743293051;6;1;1;0;8;dqx48fglv1l96cyrmjdod0xec;1;43,7;66,8;2024-11-03T00:34:14.313Z;2024-11-03T00:34:16Z;[{'id': 5336600277, 'qualifierId': 213, 'value': '4.39'}, {'id': 5336600269, 'qualifierId': 56, 'value': 'Back'}, {'id': 5336600271, 'qualifierId': 140, 'value': '38.9'}, {'id': 5336600275, 'qualifierId': 212, 'value': '16.1'}, {'id': 5336600273, 'qualifierId': 141, 'value': '44.3'}];1extjwx4b7nlpu8fm6526dsrt;M. Kidd;;;e55ecnx0hm6k3m54ncdukh34k;Pass;;;;;;;;;;4,39;;38,9;16,1;;44,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;38,9;44,3;;;;;;;;0;0;8;North Texas;8;MC;1,0
