id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamFormation;value_TeamKit;value_TeamPlayerFormation;value_PlayerPosition;value_Captain;value_Resume;value_JerseyNumber;value_Involved;value_DirectionOfPlay;value_KickOff;value_Length;value_Zone;value_PassEndY;value_Angle;value_PassEndX;value_LongBall;value_Launch;value_TouchTypeClearance;value_OppositeRelatedEventId;value_NextEventThrowIn;value_ThrowIn;value_SwitchOfPlay;value_IntendedTackleTarget;value_OutOfPlay;value_Head;value_MediumGkIntervention;value_KeeperThrow;value_Direct;value_Offensive;value_Foul;value_AttemptedTackle;value_Defensive;value_FreeKickTaken;value_BlockedPass;value_RelatedEventId;value_YellowCard;value_RecklessOffence;value_HeadPass;value_TouchTypeControl;value_TakeOnSpace;value_Chipped;value_DeletedEventType;value_TakeOnOvertake;value_TouchTypePass;value_OutOfBoxCentre;value_BlockedY;value_GoalmouthZ;value_GoalmouthY;value_Assisted;value_LowCentre;value_RegularPlay;value_LeftFooted;value_BlockedX;value_Hands;value_Stooping;value_Collected;value_LowGkIntervention;value_Assist;value_GkY;value_BoxDeepLeft;value_IndividualPlay;value_HighLeft;value_GkX;value_GkXTimeOfGoal;value_BigChance;value_GkYTimeOfGoal;value_GoalShotGameClock;value_GoalShotTimestamp;value_Shove/Push;value_RightFooted;value_Blocked;value_BoxLeft;value_LowRight;value_DefBlock;value_Left;value_Right;value_CornerTaken;value_Cross;value_InSwinger;value_LayOff;value_FastBreak;value_NotAssisted;value_IntentionalAssist;value_HitWoodwork;value_BoxCentre;value_LowLeft;value_Deflection;value_HitLeftPost;value_FirstTouch;value_FromCorner;value_Diving;value_OverArm;value_Overrun;value_OutSwinger;value_FreeKick;value_SwerveLeft;value_CloseLeft;value_NextEventGoalKick;value_Low;value_GoalKick;value_PlayersCaughtOffside;value_Indirect;value_HighClaim;value_HighGkIntervention;value_LeadingToAttempt;value_High;value_RelatedError1Id;value_OverhitCross;value_BlockedCross;value_BoxRight;value_ParriedSafe;value_NotVisible;value_GkKickFromHands;value_WeatherProblem;value_RefereeStop;value_ClockAffecting;value_ShirtPull/Holding;value_Injury;value_InjuredPlayerId;value_Minutes;value_EndType;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_HighRight;value_BoxDeepRight;value_Standing;value_MisHit;value_PenaltyTakerId;value_Penalty;value_Scored;value_FantasyAssistTeam;value_FantasyAssistId;value_FantasyAssistedBy;value_FantasyAssistType;value_Second(2Nd)OppositeRelatedEventId;value_CausingPlayer;value_NotPastGoalLine;value_OtherBodyPart;value_OwnGoal;value_Handball;value_NotRetreating;value_FlickOn;value_TimeWasting;value_HighCentre;value_TacticalFoul;value_SoloRun;value_FollowsADribble;value_Volley;value_CloseRight;value_Caught;value_ParriedDanger;value_Sliding;value_Feet;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2687148237;85;1;1;8;25;8o8m08he36u0j4w08aj2iodn8;1;29,9;43,5;2024-05-13T18:42:28.349Z;2024-05-13T18:42:31Z;[{'id': 5028557475, 'qualifierId': 140, 'value': '38.3'}, {'id': 5028557479, 'qualifierId': 212, 'value': '18.1'}, {'id': 5028557477, 'qualifierId': 141, 'value': '20.2'}, {'id': 5028557473, 'qualifierId': 56, 'value': 'Back'}, {'id': 5028557481, 'qualifierId': 213, 'value': '5.22'}];72xktsosbsh2uwkwby59mr6z8;D. Konincks;;;coilkp3hp8av7hez1mtkxry1g;Pass;;;;;;;;;;;18,1;;20,2;5,22;38,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;38,3;20,2;;;;;;;;0;8;25;New York City II;505;DC;1,0
2687148283;86;1;1;8;29;8o8m08he36u0j4w08aj2iodn8;1;41,1;17,0;2024-05-13T18:42:31.739Z;2024-05-13T18:42:33Z;[{'id': 5028557701, 'qualifierId': 140, 'value': '54.8'}, {'id': 5028557713, 'qualifierId': 213, 'value': '5.79'}, {'id': 5028557697, 'qualifierId': 56, 'value': 'Right'}, {'id': 5028557705, 'qualifierId': 141, 'value': '5.6'}, {'id': 5028557709, 'qualifierId': 212, 'value': '16.3'}];b3xoqrbmua9uzr0tw8kmnw9as;C. Cupps;;;coilkp3hp8av7hez1mtkxry1g;Pass;;;;;;;;;;;16,3;;5,6;5,79;54,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;54,8;5,6;;;;;;;;0;8;29;New York City II;509;DL;1,0
2687148339;87;1;1;8;31;8o8m08he36u0j4w08aj2iodn8;1;54,8;5,6;2024-05-13T18:42:33.755Z;2024-05-13T18:42:37Z;[{'id': 5028557979, 'qualifierId': 56, 'value': 'Right'}, {'id': 5028557985, 'qualifierId': 212, 'value': '11.7'}, {'id': 5028557987, 'qualifierId': 213, 'value': '0.31'}, {'id': 5028557983, 'qualifierId': 141, 'value': '10.8'}, {'id': 5028557981, 'qualifierId': 140, 'value': '65.4'}];9ii1zrimesdnqccy8dki8knx0;V. Hlyut;;;coilkp3hp8av7hez1mtkxry1g;Pass;;;;;;;;;;;11,7;;10,8;0,31;65,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;65,4;10,8;;;;;;;;0;8;31;New York City II;511;FW;1,0
2687148347;88;1;1;8;34;8o8m08he36u0j4w08aj2iodn8;0;65,4;10,8;2024-05-13T18:42:36.661Z;2024-05-13T19:18:27Z;[{'id': 5028558039, 'qualifierId': 156}, {'id': 5028558021, 'qualifierId': 213, 'value': '2.40'}, {'id': 5028558007, 'qualifierId': 140, 'value': '52.4'}, {'id': 5028558001, 'qualifierId': 56, 'value': 'Center'}, {'id': 5028558013, 'qualifierId': 141, 'value': '29.3'}, {'id': 5028558017, 'qualifierId': 212, 'value': '18.6'}];a8t1jn05xxxccikegk8fdaiok;R. Blake;;;coilkp3hp8av7hez1mtkxry1g;Pass;;;;;;;;;;;18,6;;29,3;2,4;52,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;52,4;29,3;;;;;;;;0;8;34;New York City II;514;DR;1,0
2687148337;68;49;1;8;35;6ddsx316t3j0z6nolrky9k4r8;1;47,2;73,5;2024-05-13T18:42:37.632Z;2024-05-13T18:42:37Z;[];3ei1s8oyub83owfxxbsygmsmi;J. Jiménez;;;coilkp3hp8av7hez1mtkxry1g;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;;;;;;;;;;0;8;35;Chicago Fire II;515;AMC;1,0
2687148429;69;1;1;8;35;6ddsx316t3j0z6nolrky9k4r8;1;47,2;73,5;2024-05-13T18:42:38.049Z;2024-05-13T19:21:41Z;[{'id': 5028558399, 'qualifierId': 56, 'value': 'Back'}, {'id': 5028558403, 'qualifierId': 141, 'value': '42.5'}, {'id': 5028567057, 'qualifierId': 210, 'value': '15'}, {'id': 5028558405, 'qualifierId': 212, 'value': '21.2'}, {'id': 5028558407, 'qualifierId': 213, 'value': '4.62'}, {'id': 5028558401, 'qualifierId': 140, 'value': '45.3'}];3ei1s8oyub83owfxxbsygmsmi;J. Jiménez;1,0;;coilkp3hp8av7hez1mtkxry1g;Pass;;;;;;;;;;;21,2;;42,5;4,62;45,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;45,3;42,5;;;;;;;;0;8;35;Chicago Fire II;515;AMC;1,0
2687148431;70;15;1;8;42;6ddsx316t3j0z6nolrky9k4r8;1;74,8;51,8;2024-05-13T18:42:44.753Z;2024-06-01T12:36:25Z;[{'id': 5028558429, 'qualifierId': 56, 'value': 'Center'}, {'id': 5028567093, 'qualifierId': 55, 'value': '69'}, {'id': 5028567091, 'qualifierId': 29}, {'id': 5028566783, 'qualifierId': 82}, {'id': 5028558427, 'qualifierId': 18}, {'id': 5028567099, 'qualifierId': 103, 'value': '19'}, {'id': 5028567097, 'qualifierId': 102, 'value': '49.8'}, {'id': 5028567161, 'qualifierId': 233, 'value': '89'}, {'id': 5028567109, 'qualifierId': 231, 'value': '50.2'}, {'id': 5028567107, 'qualifierId': 230, 'value': '96.7'}, {'id': 5028683505, 'qualifierId': 23}, {'id': 5028567105, 'qualifierId': 147, 'value': '51.4'}, {'id': 5028567103, 'qualifierId': 146, 'value': '79.3'}, {'id': 5028567087, 'qualifierId': 72}, {'id': 5028567101, 'qualifierId': 215}, {'id': 5028567089, 'qualifierId': 78}];1kuo66geyyz9gu2n39w0bvr4k;J. Arroyave;;;coilkp3hp8av7hez1mtkxry1g;Attempt Saved;;;;;;;;;;;;;;;;;;;89,0;;;;;;;;;;;;;;;;69,0;;;;;;;;;;1,0;51,4;19,0;49,8;1,0;1,0;;1,0;79,3;;;;;;50,2;;1,0;;96,7;;;;;;;;1,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;;;79,3;51,4;49,8;19;69,0;3ei1s8oyub83owfxxbsygmsmi;;0;8;42;Chicago Fire II;522;AMR;1,0
2687148469;89;10;1;8;42;8o8m08he36u0j4w08aj2iodn8;1;19,4;48,9;2024-05-13T18:42:44.853Z;2024-05-13T18:45:06Z;[{'id': 5028558651, 'qualifierId': 56, 'value': 'Back'}, {'id': 5028567185, 'qualifierId': 233, 'value': '70'}, {'id': 5028558649, 'qualifierId': 94}];9vc2mynd9lg2oyt14n4e7a44q;L. Rochester;;;coilkp3hp8av7hez1mtkxry1g;Save;;;;;;;;;;;;;;;;;;;70,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;;;;;;;;;;0;8;42;New York City II;522;DC;1,0
2687148509;71;1;1;8;49;6ddsx316t3j0z6nolrky9k4r8;1;77,1;82,3;2024-05-13T18:42:51.873Z;2024-05-13T18:42:53Z;[{'id': 5028558867, 'qualifierId': 140, 'value': '76.4'}, {'id': 5028558877, 'qualifierId': 213, 'value': '1.94'}, {'id': 5028558865, 'qualifierId': 56, 'value': 'Left'}, {'id': 5028558873, 'qualifierId': 212, 'value': '2.0'}, {'id': 5028558869, 'qualifierId': 141, 'value': '85.1'}];1p4rbf4wumfagv2ntlewdxey;R. Arévalo;;;coilkp3hp8av7hez1mtkxry1g;Pass;;;;;;;;;;;2,0;;85,1;1,94;76,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;76,4;85,1;;;;;;;;0;8;49;Chicago Fire II;529;AML;1,0
2687148519;72;1;1;8;50;6ddsx316t3j0z6nolrky9k4r8;0;75,4;88,7;2024-05-13T18:42:53.425Z;2024-05-13T19:04:47Z;[{'id': 5028633003, 'qualifierId': 233, 'value': '90'}, {'id': 5028632967, 'qualifierId': 212, 'value': '1.9'}, {'id': 5028632965, 'qualifierId': 141, 'value': '88.3'}, {'id': 5028633007, 'qualifierId': 286}, {'id': 5028632963, 'qualifierId': 140, 'value': '77.2'}, {'id': 5028633001, 'qualifierId': 236}, {'id': 5028632969, 'qualifierId': 213, 'value': '6.14'}, {'id': 5028558913, 'qualifierId': 56, 'value': 'Left'}];7uk47vm92xsvwdofmw1ppawyy;C. Tiao;;;coilkp3hp8av7hez1mtkxry1g;Pass;;;;;;;;;;;1,9;;88,3;6,14;77,2;;;;90,0;;;;;;;;;;1,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;77,2;88,3;;;;;;;;0;8;50;Chicago Fire II;530;DC;1,0
2687148547;90;74;1;8;50;8o8m08he36u0j4w08aj2iodn8;1;29,2;14,6;2024-05-13T18:42:53.426Z;2024-05-13T19:18:22Z;[{'id': 5028563073, 'qualifierId': 56, 'value': 'Back'}, {'id': 5028633019, 'qualifierId': 233, 'value': '72'}, {'id': 5028563075, 'qualifierId': 285}];do6z0g81t9avcjuhjc1szukgk;D. Tchétchao Karo;;;coilkp3hp8av7hez1mtkxry1g;Blocked Pass;;;;;;;;;;;;;;;;;;;72,0;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;;;;;;;;;;0;8;50;New York City II;530;FWR;1,0
2687148607;73;1;1;8;51;6ddsx316t3j0z6nolrky9k4r8;1;76,4;85,4;2024-05-13T18:42:53.793Z;2024-05-13T18:42:59Z;[{'id': 5028559373, 'qualifierId': 213, 'value': '0.07'}, {'id': 5028559365, 'qualifierId': 56, 'value': 'Left'}, {'id': 5028559371, 'qualifierId': 212, 'value': '19.5'}, {'id': 5028559369, 'qualifierId': 141, 'value': '87.5'}, {'id': 5028559367, 'qualifierId': 140, 'value': '94.9'}];7uk47vm92xsvwdofmw1ppawyy;C. Tiao;;;coilkp3hp8av7hez1mtkxry1g;Pass;;;;;;;;;;;19,5;;87,5;0,07;94,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;94,9;87,5;;;;;;;;0;8;51;Chicago Fire II;531;DC;1,0
2687148641;74;1;1;8;57;6ddsx316t3j0z6nolrky9k4r8;1;98,0;90,3;2024-05-13T18:42:59.809Z;2024-05-13T18:43:02Z;[{'id': 5028559579, 'qualifierId': 213, 'value': '2.96'}, {'id': 5028559573, 'qualifierId': 140, 'value': '81.7'}, {'id': 5028559575, 'qualifierId': 141, 'value': '95.0'}, {'id': 5028559571, 'qualifierId': 56, 'value': 'Left'}, {'id': 5028559577, 'qualifierId': 212, 'value': '17.4'}];1p4rbf4wumfagv2ntlewdxey;R. Arévalo;;;coilkp3hp8av7hez1mtkxry1g;Pass;;;;;;;;;;;17,4;;95,0;2,96;81,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;81,7;95,0;;;;;;;;0;8;57;Chicago Fire II;537;AML;1,0
2687148657;75;1;1;8;59;6ddsx316t3j0z6nolrky9k4r8;1;81,6;94,7;2024-05-13T18:43:02.497Z;2024-05-13T18:43:04Z;[{'id': 5028559681, 'qualifierId': 141, 'value': '85.3'}, {'id': 5028559673, 'qualifierId': 56, 'value': 'Left'}, {'id': 5028559677, 'qualifierId': 140, 'value': '66.8'}, {'id': 5028559683, 'qualifierId': 212, 'value': '16.8'}, {'id': 5028559687, 'qualifierId': 213, 'value': '3.53'}];7uk47vm92xsvwdofmw1ppawyy;C. Tiao;;;coilkp3hp8av7hez1mtkxry1g;Pass;;;;;;;;;;;16,8;;85,3;3,53;66,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;66,8;85,3;;;;;;;;0;8;59;Chicago Fire II;539;DC;1,0
2687148695;76;1;1;9;1;6ddsx316t3j0z6nolrky9k4r8;1;65,5;84,7;2024-05-13T18:43:04.002Z;2024-05-13T18:43:06Z;[{'id': 5028559865, 'qualifierId': 140, 'value': '57.1'}, {'id': 5028559871, 'qualifierId': 213, 'value': '3.90'}, {'id': 5028559869, 'qualifierId': 212, 'value': '12.2'}, {'id': 5028559867, 'qualifierId': 141, 'value': '72.3'}, {'id': 5028559863, 'qualifierId': 56, 'value': 'Center'}];4k6c9nnzytq9qhc9uol64wg7o;S. Bednarsky;;;coilkp3hp8av7hez1mtkxry1g;Pass;;;;;;;;;;;12,2;;72,3;3,9;57,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;57,1;72,3;;;;;;;;0;9;1;Chicago Fire II;541;MC;1,0
2687148711;77;1;1;9;3;6ddsx316t3j0z6nolrky9k4r8;1;57,4;69,1;2024-05-13T18:43:06.321Z;2024-05-13T18:43:08Z;[{'id': 5028559985, 'qualifierId': 140, 'value': '53.7'}, {'id': 5028559989, 'qualifierId': 212, 'value': '22.4'}, {'id': 5028559987, 'qualifierId': 141, 'value': '36.7'}, {'id': 5028559991, 'qualifierId': 213, 'value': '4.54'}, {'id': 5028559983, 'qualifierId': 56, 'value': 'Center'}];eiyzqnfh8r8aduel0seou7nu2;S. Owusu;;;coilkp3hp8av7hez1mtkxry1g;Pass;;;;;;;;;;;22,4;;36,7;4,54;53,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;53,7;36,7;;;;;;;;0;9;3;Chicago Fire II;543;DC;1,0
2687148741;78;1;1;9;6;6ddsx316t3j0z6nolrky9k4r8;1;55,3;35,5;2024-05-13T18:43:08.529Z;2024-05-13T18:43:10Z;[{'id': 5028560131, 'qualifierId': 141, 'value': '47.9'}, {'id': 5028560129, 'qualifierId': 140, 'value': '67.4'}, {'id': 5028560133, 'qualifierId': 212, 'value': '15.2'}, {'id': 5028560135, 'qualifierId': 213, 'value': '0.59'}, {'id': 5028560127, 'qualifierId': 56, 'value': 'Center'}];eq98gflais2v26wgbkw9wrxg4;K. Haxhari;;;coilkp3hp8av7hez1mtkxry1g;Pass;;;;;;;;;;;15,2;;47,9;0,59;67,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;67,4;47,9;;;;;;;;0;9;6;Chicago Fire II;546;DL;1,0
2687148743;79;61;1;9;7;6ddsx316t3j0z6nolrky9k4r8;0;62,7;37,6;2024-05-13T18:43:10.481Z;2024-05-13T18:43:10Z;[{'id': 5028560143, 'qualifierId': 56, 'value': 'Center'}];2676930j149yvanqev61emh62;J. Rozhansky;;;coilkp3hp8av7hez1mtkxry1g;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;;;;;;;;;;0;9;7;Chicago Fire II;547;MC;1,0
2687148765;80;43;1;9;11;6ddsx316t3j0z6nolrky9k4r8;1;0,0;0,0;2024-05-13T18:43:13.937Z;2024-06-01T12:37:57Z;[{'id': 5064081005, 'qualifierId': 144, 'value': '49'}];2676930j149yvanqev61emh62;J. Rozhansky;;;coilkp3hp8av7hez1mtkxry1g;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;;;;;;;;;;0;9;11;Chicago Fire II;551;MC;1,0
2687148769;92;43;1;9;11;8o8m08he36u0j4w08aj2iodn8;1;0,0;0,0;2024-05-13T18:43:14.190Z;2024-06-01T12:37:51Z;[{'id': 5064080891, 'qualifierId': 144, 'value': '49'}];2atsox1bassuexlgta8h3us4p;C. Koffi;;;coilkp3hp8av7hez1mtkxry1g;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;;;;;;;;;;0;9;11;New York City II;551;FWL;1,0
2687148777;93;1;1;9;11;8o8m08he36u0j4w08aj2iodn8;0;37,1;67,7;2024-05-13T18:43:14.409Z;2024-05-13T18:43:14Z;[{'id': 5028560337, 'qualifierId': 141, 'value': '80.2'}, {'id': 5028560333, 'qualifierId': 56, 'value': 'Back'}, {'id': 5028560335, 'qualifierId': 140, 'value': '45.5'}, {'id': 5028560341, 'qualifierId': 213, 'value': '0.77'}, {'id': 5028560339, 'qualifierId': 212, 'value': '12.2'}];2atsox1bassuexlgta8h3us4p;C. Koffi;;;coilkp3hp8av7hez1mtkxry1g;Pass;;;;;;;;;;;12,2;;80,2;0,77;45,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8o8m08he36u0j4w08aj2iodn8;Chicago Fire II;home;45,5;80,2;;;;;;;;0;9;11;New York City II;551;FWL;1,0
2687148811;81;1;1;9;13;6ddsx316t3j0z6nolrky9k4r8;1;43,5;18,8;2024-05-13T18:43:16.258Z;2024-05-13T18:43:18Z;[{'id': 5028560529, 'qualifierId': 140, 'value': '39.7'}, {'id': 5028560533, 'qualifierId': 212, 'value': '9.7'}, {'id': 5028560531, 'qualifierId': 141, 'value': '31.8'}, {'id': 5028560527, 'qualifierId': 56, 'value': 'Back'}, {'id': 5028560535, 'qualifierId': 213, 'value': '1.99'}];2676930j149yvanqev61emh62;J. Rozhansky;;;coilkp3hp8av7hez1mtkxry1g;Pass;;;;;;;;;;;9,7;;31,8;1,99;39,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;39,7;31,8;;;;;;;;0;9;13;Chicago Fire II;553;MC;1,0
2687148833;82;1;1;9;15;6ddsx316t3j0z6nolrky9k4r8;1;40,2;30,6;2024-05-13T18:43:17.970Z;2024-05-13T18:43:20Z;[{'id': 5028560629, 'qualifierId': 140, 'value': '44.6'}, {'id': 5028560633, 'qualifierId': 212, 'value': '12.5'}, {'id': 5028560627, 'qualifierId': 56, 'value': 'Back'}, {'id': 5028560637, 'qualifierId': 213, 'value': '5.09'}, {'id': 5028560631, 'qualifierId': 141, 'value': '13.5'}];eq98gflais2v26wgbkw9wrxg4;K. Haxhari;;;coilkp3hp8av7hez1mtkxry1g;Pass;;;;;;;;;;;12,5;;13,5;5,09;44,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;away;44,6;13,5;;;;;;;;0;9;15;Chicago Fire II;555;DL;1,0
