id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_JerseyNumber;value_TeamKit;value_Captain;value_Resume;value_PlayerPosition;value_Involved;value_TeamPlayerFormation;value_TeamFormation;value_DirectionOfPlay;value_Length;value_PassEndX;value_Zone;value_PassEndY;value_Angle;value_KickOff;value_Launch;value_LongBall;value_OppositeRelatedEventId;value_Defensive;value_Offensive;value_HeadPass;value_DeletedEventType;value_Chipped;value_TouchTypePass;value_Head;value_TakeOnSpace;value_AttemptedTackle;value_Foul;value_Direct;value_FreeKickTaken;value_NextEventThrowIn;value_ThrowIn;value_BlockedPass;value_Cross;value_OutSwinger;value_LeftFooted;value_IntendedTackleTarget;value_SwitchOfPlay;value_OutOfPlay;value_TouchTypeClearance;value_ShirtPull/Holding;value_TouchTypeControl;value_IntentionalAssist;value_Assist;value_BlockedX;value_BlockedY;value_GoalmouthY;value_GoalmouthZ;value_FastBreak;value_Volley;value_Assisted;value_LowLeft;value_FirstTouch;value_BoxLeft;value_RelatedEventId;value_Standing;value_LowGkIntervention;value_Collected;value_Hands;value_KeeperThrow;value_PlayersCaughtOffside;value_Indirect;value_LayOff;value_Left;value_CornerTaken;value_FlickOn;value_Right;value_GkX;value_Blocked;value_LowCentre;value_OutOfBoxCentre;value_GkY;value_FromCorner;value_RightFooted;value_DefBlock;value_TacticalFoul;value_YellowCard;value_TakeOnOvertake;value_IndividualPlay;value_RegularPlay;value_Diving;value_ParriedSafe;value_BlockedClearance;value_OtherObstacle;value_OtherReason;value_RefereeDelay;value_RefereeStop;value_BallHitsReferee;value_NextEventGoalKick;value_GoalKick;value_Low;value_Injury;value_InjuredPlayerId;value_InSwinger;value_BoxCentre;value_NotAssisted;value_GoalShotGameClock;value_GoalShotTimestamp;value_GkXTimeOfGoal;value_SmallBoxRight;value_GkYTimeOfGoal;value_Obstruction;value_DrivenCross;value_Straight;value_Overrun;value_Penalty;value_PenaltyTakerId;value_Second(2Nd)OppositeRelatedEventId;value_CausingPlayer;value_BigChance;value_LowRight;value_Scored;value_Handball;value_HighLeft;value_NotVisible;value_MediumGkIntervention;value_PullBack;value_Minutes;value_HighClaim;value_HighGkIntervention;value_EndType;value_Tactical;value_PositionSideId;value_DetailedPositionId;value_FormationSlot;value_HighRight;value_Shove/Push;value_1On1;value_Sliding;value_Stooping;value_BoxRight;value_OwnPlayer;value_OwnShotBlocked;value_ThroughBall;value_OverArm;value_CaptainChange;value_High;value_OverhitCross;value_SmallBoxCentre;value_BoxDeepLeft;value_BoxDeepRight;value_TimeWasting;value_CornerNotTaken;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2706336953;297;5;1;28;32;cbip96wzs3jc2xadoluhhxotl;0;24,8;102,0;2024-08-05T02:32:28.395Z;2024-08-05T03:02:14Z;[{'id': 5134042719, 'qualifierId': 347}, {'id': 5134042763, 'qualifierId': 233, 'value': '252'}, {'id': 5134042717, 'qualifierId': 56, 'value': 'Back'}];asy97zdxk0352toy38huzk222;T. Silva;;;ei580gms3rif3204j7dn9gljo;Out;;;;;;;;;;;;;;;;;;252,0;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;;;;;;;;;;0;28;32;Los Angeles II;1712;DC;1,0
2706336971;253;1;1;28;39;6gaq85erpkvbyxvivd96wuw44;1;74,7;0,0;2024-08-05T02:32:35.803Z;2024-08-05T02:32:36Z;[{'id': 5134042829, 'qualifierId': 212, 'value': '14.1'}, {'id': 5134042823, 'qualifierId': 140, 'value': '79.4'}, {'id': 5134042821, 'qualifierId': 56, 'value': 'Right'}, {'id': 5134042819, 'qualifierId': 107}, {'id': 5134042831, 'qualifierId': 213, 'value': '1.21'}, {'id': 5134042827, 'qualifierId': 141, 'value': '18.3'}];ajxa2yfzwct5nd0ded1sa9vmy;C. Jaime;;;ei580gms3rif3204j7dn9gljo;Pass;;;;;;;;;;14,1;79,4;;18,3;1,21;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;79,4;18,3;;;;;;;;0;28;39;Real Monarchs;1719;DR;1,0
2706336973;254;1;1;28;40;6gaq85erpkvbyxvivd96wuw44;1;78,1;14,3;2024-08-05T02:32:36.571Z;2024-08-05T03:00:30Z;[{'id': 5134042837, 'qualifierId': 140, 'value': '74.7'}, {'id': 5134042835, 'qualifierId': 56, 'value': 'Right'}, {'id': 5134042843, 'qualifierId': 213, 'value': '4.14'}, {'id': 5134042841, 'qualifierId': 212, 'value': '6.6'}, {'id': 5134042839, 'qualifierId': 141, 'value': '6.1'}];cuxpxs76g96vwhrnhw9rw2ihg;J. Hernandez;;;ei580gms3rif3204j7dn9gljo;Pass;;;;;;;;;;6,6;74,7;;6,1;4,14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;74,7;6,1;;;;;;;;0;28;40;Real Monarchs;1720;FW;1,0
2706336975;255;1;1;28;41;6gaq85erpkvbyxvivd96wuw44;1;73,8;6,4;2024-08-05T02:32:37.579Z;2024-08-05T02:32:39Z;[{'id': 5134042849, 'qualifierId': 140, 'value': '73.7'}, {'id': 5134042851, 'qualifierId': 141, 'value': '21.3'}, {'id': 5134042855, 'qualifierId': 213, 'value': '1.58'}, {'id': 5134042847, 'qualifierId': 56, 'value': 'Center'}, {'id': 5134042853, 'qualifierId': 212, 'value': '10.1'}];ajxa2yfzwct5nd0ded1sa9vmy;C. Jaime;;;ei580gms3rif3204j7dn9gljo;Pass;;;;;;;;;;10,1;73,7;;21,3;1,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;73,7;21,3;;;;;;;;0;28;41;Real Monarchs;1721;DR;1,0
2706336979;256;43;1;28;43;6gaq85erpkvbyxvivd96wuw44;1;0,0;0,0;2024-08-05T02:32:39.371Z;2024-08-08T10:49:54Z;[{'id': 5134042863, 'qualifierId': 56, 'value': 'Right'}, {'id': 5134042865, 'qualifierId': 286, 'value': '0'}, {'id': 5134042867, 'qualifierId': 233, 'value': '298'}, {'id': 5136494321, 'qualifierId': 144, 'value': '3'}];6mm2h3x9hmyea3bu2wt80uo7o;M. Evans;;;ei580gms3rif3204j7dn9gljo;Deleted event;;;;;;;;;;;;;;;;;;298,0;;0,0;;3,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;;;;;;;;;;0;28;43;Real Monarchs;1723;MC;1,0
2706336977;298;83;1;28;43;cbip96wzs3jc2xadoluhhxotl;0;27,9;79,6;2024-08-05T02:32:39.371Z;2024-08-08T10:49:50Z;[{'id': 5136494305, 'qualifierId': 399, 'value': '6mm2h3x9hmyea3bu2wt80uo7o'}];tw82u87mw6kggtjblt1hhdzo;A. Hezarkhani;;;ei580gms3rif3204j7dn9gljo;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;;;;;;;;;;0;28;43;Los Angeles II;1723;FW;1,0
2706336985;257;1;1;28;43;6gaq85erpkvbyxvivd96wuw44;1;70,6;24,6;2024-08-05T02:32:39.739Z;2024-08-05T02:32:42Z;[{'id': 5134042905, 'qualifierId': 141, 'value': '51.3'}, {'id': 5134042901, 'qualifierId': 56, 'value': 'Center'}, {'id': 5134042903, 'qualifierId': 140, 'value': '66.8'}, {'id': 5134042909, 'qualifierId': 213, 'value': '1.79'}, {'id': 5134042907, 'qualifierId': 212, 'value': '18.6'}];6mm2h3x9hmyea3bu2wt80uo7o;M. Evans;;;ei580gms3rif3204j7dn9gljo;Pass;;;;;;;;;;18,6;66,8;;51,3;1,79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;66,8;51,3;;;;;;;;0;28;43;Real Monarchs;1723;MC;1,0
2706336987;258;1;1;28;47;6gaq85erpkvbyxvivd96wuw44;1;66,3;62,3;2024-08-05T02:32:43.644Z;2024-08-05T02:32:44Z;[{'id': 5134042917, 'qualifierId': 140, 'value': '68.0'}, {'id': 5134042915, 'qualifierId': 56, 'value': 'Left'}, {'id': 5134042919, 'qualifierId': 141, 'value': '87.2'}, {'id': 5134042921, 'qualifierId': 212, 'value': '17.0'}, {'id': 5134042923, 'qualifierId': 213, 'value': '1.47'}];8f5h44hnjdt4rdflu8qqhx5d6;T. Musto;;;ei580gms3rif3204j7dn9gljo;Pass;;;;;;;;;;17,0;68,0;;87,2;1,47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;68,0;87,2;;;;;;;;0;28;47;Real Monarchs;1727;MC;1,0
2706336993;259;1;1;28;48;6gaq85erpkvbyxvivd96wuw44;1;68,0;87,2;2024-08-05T02:32:44.667Z;2024-08-05T02:32:47Z;[{'id': 5134042951, 'qualifierId': 56, 'value': 'Center'}, {'id': 5134042955, 'qualifierId': 141, 'value': '64.8'}, {'id': 5134042959, 'qualifierId': 213, 'value': '3.97'}, {'id': 5134042953, 'qualifierId': 140, 'value': '54.7'}, {'id': 5134042957, 'qualifierId': 212, 'value': '20.7'}];18b4rpeia26xq688ieqaw2z2s;A. Wibowo;;;ei580gms3rif3204j7dn9gljo;Pass;;;;;;;;;;20,7;54,7;;64,8;3,97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;54,7;64,8;;;;;;;;0;28;48;Real Monarchs;1728;DC;1,0
2706337003;260;1;1;28;51;6gaq85erpkvbyxvivd96wuw44;1;54,2;60,3;2024-08-05T02:32:47.323Z;2024-08-05T02:32:52Z;[{'id': 5134043017, 'qualifierId': 212, 'value': '15.2'}, {'id': 5134043013, 'qualifierId': 140, 'value': '54.4'}, {'id': 5134043019, 'qualifierId': 213, 'value': '4.73'}, {'id': 5134043015, 'qualifierId': 141, 'value': '37.9'}, {'id': 5134043011, 'qualifierId': 56, 'value': 'Center'}];7s32iecltoopsjddclg0ixzx0;C. Díaz;;;ei580gms3rif3204j7dn9gljo;Pass;;;;;;;;;;15,2;54,4;;37,9;4,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;54,4;37,9;;;;;;;;0;28;51;Real Monarchs;1731;DC;1,0
2706337009;261;1;1;28;55;6gaq85erpkvbyxvivd96wuw44;1;55,2;31,6;2024-08-05T02:32:52.043Z;2024-08-05T02:32:54Z;[{'id': 5134043037, 'qualifierId': 140, 'value': '74.9'}, {'id': 5134043035, 'qualifierId': 56, 'value': 'Center'}, {'id': 5134043041, 'qualifierId': 212, 'value': '20.7'}, {'id': 5134043043, 'qualifierId': 213, 'value': '0.02'}, {'id': 5134043039, 'qualifierId': 141, 'value': '32.1'}];d1w4zs63sx3cc7wnc8wshbfv8;D. Guerra;;;ei580gms3rif3204j7dn9gljo;Pass;;;;;;;;;;20,7;74,9;;32,1;0,02;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;74,9;32,1;;;;;;;;0;28;55;Real Monarchs;1735;DL;1,0
2706337011;262;1;1;28;58;6gaq85erpkvbyxvivd96wuw44;1;74,9;32,1;2024-08-05T02:32:54.524Z;2024-08-05T02:32:56Z;[{'id': 5134043049, 'qualifierId': 140, 'value': '72.1'}, {'id': 5134043053, 'qualifierId': 212, 'value': '2.9'}, {'id': 5134043047, 'qualifierId': 56, 'value': 'Center'}, {'id': 5134043051, 'qualifierId': 141, 'value': '32.2'}, {'id': 5134043055, 'qualifierId': 213, 'value': '3.12'}];3v3b0z3d5czty8zcxrhy5uyac;N. Sullivan;;;ei580gms3rif3204j7dn9gljo;Pass;;;;;;;;;;2,9;72,1;;32,2;3,12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;72,1;32,2;;;;;;;;0;28;58;Real Monarchs;1738;FWR;1,0
2706337013;263;3;1;29;0;6gaq85erpkvbyxvivd96wuw44;0;70,6;31,0;2024-08-05T02:32:56.539Z;2024-08-08T10:50:26Z;[{'id': 5134043409, 'qualifierId': 286}, {'id': 5136494351, 'qualifierId': 464}, {'id': 5134043059, 'qualifierId': 56, 'value': 'Center'}, {'id': 5134043415, 'qualifierId': 233, 'value': '299'}];6mm2h3x9hmyea3bu2wt80uo7o;M. Evans;;;ei580gms3rif3204j7dn9gljo;Take On;;;;;;;;;;;;;;;;;;299,0;;1,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;;;;;;;;;;0;29;0;Real Monarchs;1740;MC;1,0
2706337015;299;7;1;29;0;cbip96wzs3jc2xadoluhhxotl;0;29,4;69,0;2024-08-05T02:32:56.540Z;2024-08-08T10:50:34Z;[{'id': 5134043061, 'qualifierId': 56, 'value': 'Back'}, {'id': 5134043351, 'qualifierId': 285}, {'id': 5134043411, 'qualifierId': 233, 'value': '263'}, {'id': 5136494359, 'qualifierId': 384}];3wkej06590b61lyqm7vt1kwes;G. Dillon;;;ei580gms3rif3204j7dn9gljo;Tackle;;;;;;;;;;;;;;;;;;263,0;1,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;;;;;;;;;;0;29;0;Los Angeles II;1740;MC;1,0
2706337019;300;43;1;29;1;cbip96wzs3jc2xadoluhhxotl;1;0,0;0,0;2024-08-05T02:32:57.554Z;2024-08-05T02:33:25Z;[{'id': 5134043075, 'qualifierId': 56, 'value': 'Back'}, {'id': 5134043077, 'qualifierId': 140, 'value': '41.4'}, {'id': 5134043079, 'qualifierId': 141, 'value': '57.5'}, {'id': 5134043081, 'qualifierId': 212, 'value': '15.0'}, {'id': 5134043407, 'qualifierId': 144, 'value': '1'}, {'id': 5134043083, 'qualifierId': 213, 'value': '5.77'}];3wkej06590b61lyqm7vt1kwes;G. Dillon;;;ei580gms3rif3204j7dn9gljo;Deleted event;;;;;;;;;;15,0;41,4;;57,5;5,77;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;41,4;57,5;;;;;;;;0;29;1;Los Angeles II;1741;MC;1,0
2706337035;264;1;1;29;6;6gaq85erpkvbyxvivd96wuw44;1;45,7;42,5;2024-08-05T02:33:02.364Z;2024-08-05T02:33:05Z;[{'id': 5134043189, 'qualifierId': 141, 'value': '65.7'}, {'id': 5134043193, 'qualifierId': 213, 'value': '1.62'}, {'id': 5134043191, 'qualifierId': 212, 'value': '15.8'}, {'id': 5134043185, 'qualifierId': 56, 'value': 'Back'}, {'id': 5134043187, 'qualifierId': 140, 'value': '44.9'}];8f5h44hnjdt4rdflu8qqhx5d6;T. Musto;;;ei580gms3rif3204j7dn9gljo;Pass;;;;;;;;;;15,8;44,9;;65,7;1,62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;44,9;65,7;;;;;;;;0;29;6;Real Monarchs;1746;MC;1,0
2706337039;265;1;1;29;9;6gaq85erpkvbyxvivd96wuw44;1;52,9;69,4;2024-08-05T02:33:05.356Z;2024-08-05T02:33:10Z;[{'id': 5134043209, 'qualifierId': 56, 'value': 'Left'}, {'id': 5134043217, 'qualifierId': 213, 'value': '1.09'}, {'id': 5134043211, 'qualifierId': 140, 'value': '61.9'}, {'id': 5134043215, 'qualifierId': 212, 'value': '20.4'}, {'id': 5134043213, 'qualifierId': 141, 'value': '96.0'}];7s32iecltoopsjddclg0ixzx0;C. Díaz;;;ei580gms3rif3204j7dn9gljo;Pass;;;;;;;;;;20,4;61,9;;96,0;1,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;61,9;96,0;;;;;;;;0;29;9;Real Monarchs;1749;DC;1,0
2706337041;266;61;1;29;14;6gaq85erpkvbyxvivd96wuw44;0;68,9;98,0;2024-08-05T02:33:10.827Z;2024-08-05T02:33:11Z;[{'id': 5134043221, 'qualifierId': 56, 'value': 'Left'}];18b4rpeia26xq688ieqaw2z2s;A. Wibowo;;;ei580gms3rif3204j7dn9gljo;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;;;;;;;;;;0;29;14;Real Monarchs;1754;DC;1,0
2706337051;301;4;1;29;15;cbip96wzs3jc2xadoluhhxotl;1;24,9;4,9;2024-08-05T02:33:11.691Z;2024-08-05T02:33:13Z;[{'id': 5134043277, 'qualifierId': 56, 'value': 'Back'}, {'id': 5134043275, 'qualifierId': 13}, {'id': 5134043289, 'qualifierId': 233, 'value': '267'}, {'id': 5134043283, 'qualifierId': 285}, {'id': 5134043281, 'qualifierId': 265}, {'id': 5134043279, 'qualifierId': 152}];8y2nsfsangmn1qa389y25b76c;O. Marquez;;;ei580gms3rif3204j7dn9gljo;Foul;;;;;;;;;;;;;;;;;;267,0;1,0;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;;;;;;;;;;0;29;15;Los Angeles II;1755;MR;1,0
2706337049;267;4;1;29;15;6gaq85erpkvbyxvivd96wuw44;0;75,1;95,1;2024-08-05T02:33:11.692Z;2024-08-05T02:33:13Z;[{'id': 5134043261, 'qualifierId': 265}, {'id': 5134043257, 'qualifierId': 56, 'value': 'Left'}, {'id': 5134043263, 'qualifierId': 286}, {'id': 5134043255, 'qualifierId': 13}, {'id': 5134043295, 'qualifierId': 233, 'value': '301'}, {'id': 5134043259, 'qualifierId': 152}];18b4rpeia26xq688ieqaw2z2s;A. Wibowo;;;ei580gms3rif3204j7dn9gljo;Foul;;;;;;;;;;;;;;;;;;301,0;;1,0;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;;;;;;;;;;0;29;15;Real Monarchs;1755;DC;1,0
2706337087;302;1;1;29;38;cbip96wzs3jc2xadoluhhxotl;1;21,7;10,7;2024-08-05T02:33:34.339Z;2024-08-05T02:33:38Z;[{'id': 5134043511, 'qualifierId': 213, 'value': '0.77'}, {'id': 5134043509, 'qualifierId': 212, 'value': '5.0'}, {'id': 5134043507, 'qualifierId': 141, 'value': '15.8'}, {'id': 5134043503, 'qualifierId': 56, 'value': 'Back'}, {'id': 5134043501, 'qualifierId': 152}, {'id': 5134043505, 'qualifierId': 140, 'value': '25.1'}, {'id': 5134043499, 'qualifierId': 5}];1z750xyx7stmv6uf51h1y6ehh;E. Holt;;;ei580gms3rif3204j7dn9gljo;Pass;;;;;;;;;;5,0;25,1;;15,8;0,77;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;25,1;15,8;;;;;;;;0;29;38;Los Angeles II;1778;DL;1,0
2706337089;303;1;1;29;41;cbip96wzs3jc2xadoluhhxotl;0;26,2;14,3;2024-08-05T02:33:38.083Z;2024-08-05T02:33:38Z;[{'id': 5134043515, 'qualifierId': 56, 'value': 'Back'}, {'id': 5134043523, 'qualifierId': 213, 'value': '6.11'}, {'id': 5134043521, 'qualifierId': 212, 'value': '1.6'}, {'id': 5134043519, 'qualifierId': 141, 'value': '13.9'}, {'id': 5134043517, 'qualifierId': 140, 'value': '27.7'}];3wkej06590b61lyqm7vt1kwes;G. Dillon;;;ei580gms3rif3204j7dn9gljo;Pass;;;;;;;;;;1,6;27,7;;13,9;6,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;27,7;13,9;;;;;;;;0;29;41;Los Angeles II;1781;MC;1,0
2706337099;304;1;1;29;43;cbip96wzs3jc2xadoluhhxotl;1;30,9;12,5;2024-08-05T02:33:39.827Z;2024-08-05T02:33:40Z;[{'id': 5134043569, 'qualifierId': 140, 'value': '30.3'}, {'id': 5134043575, 'qualifierId': 213, 'value': '2.83'}, {'id': 5134043571, 'qualifierId': 141, 'value': '12.8'}, {'id': 5134043573, 'qualifierId': 212, 'value': '0.7'}, {'id': 5134043567, 'qualifierId': 56, 'value': 'Back'}];8y2nsfsangmn1qa389y25b76c;O. Marquez;;;ei580gms3rif3204j7dn9gljo;Pass;;;;;;;;;;0,7;30,3;;12,8;2,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;30,3;12,8;;;;;;;;0;29;43;Los Angeles II;1783;MR;1,0
2706337097;268;83;1;29;43;6gaq85erpkvbyxvivd96wuw44;0;68,9;88,6;2024-08-05T02:33:40.045Z;2024-08-05T03:02:56Z;[{'id': 5134067077, 'qualifierId': 399, 'value': '8rq61cgteiomxej2p0nxaw6c4'}];m4w1lmkfi8siwrxs9ny5ihhw;J. Terry;;;ei580gms3rif3204j7dn9gljo;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6gaq85erpkvbyxvivd96wuw44;Los Angeles II;home;;;;;;;;;;0;29;43;Real Monarchs;1783;MC;1,0
2706337101;305;1;1;29;44;cbip96wzs3jc2xadoluhhxotl;0;30,3;12,8;2024-08-05T02:33:40.355Z;2024-08-05T02:33:40Z;[{'id': 5134043583, 'qualifierId': 141, 'value': '15.0'}, {'id': 5134043581, 'qualifierId': 140, 'value': '46.5'}, {'id': 5134043585, 'qualifierId': 212, 'value': '17.1'}, {'id': 5134043579, 'qualifierId': 56, 'value': 'Back'}, {'id': 5134043587, 'qualifierId': 213, 'value': '0.09'}];8rq61cgteiomxej2p0nxaw6c4;L. Moisa;;;ei580gms3rif3204j7dn9gljo;Pass;;;;;;;;;;17,1;46,5;;15,0;0,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cbip96wzs3jc2xadoluhhxotl;Real Monarchs;away;46,5;15,0;;;;;;;;0;29;44;Los Angeles II;1784;MC;1,0
