id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Captain;value_TeamPlayerFormation;value_PlayerPosition;value_JerseyNumber;value_TeamFormation;value_Resume;value_TeamKit;value_Involved;value_DirectionOfPlay;value_Length;value_Angle;value_KickOff;value_PassEndY;value_PassEndX;value_Zone;value_LongBall;value_Chipped;value_FlickOn;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_IntendedTackleTarget;value_Launch;value_Offensive;value_TakeOnSpace;value_TouchTypeClearance;value_Defensive;value_Direct;value_AttemptedTackle;value_Foul;value_FreeKickTaken;value_TouchTypePass;value_DeletedEventType;value_HeadPass;value_Assist;value_TakeOnOvertake;value_IndividualPlay;value_GoalmouthZ;value_LeftFooted;value_RegularPlay;value_RelatedEventId;value_LowRight;value_BlockedX;value_BlockedY;value_Assisted;value_GoalmouthY;value_35Centre;value_Caught;value_Hands;value_HighGkIntervention;value_Standing;value_SwitchOfPlay;value_Defensive1V1;value_NotVisible;value_BlockedPass;value_OutOfPlay;value_LayOff;value_CloseLeft;value_GkY;value_OutOfBoxCentre;value_RightFooted;value_GkX;value_NextEventGoalKick;value_GoalKick;value_Low;value_Shove/Push;value_TouchTypeControl;value_ThroughBall;value_ShirtPull/Holding;value_Handball;value_IntentionalAssist;value_GoalShotTimestamp;value_KeeperTouched;value_GoalShotGameClock;value_LowCentre;value_GkYTimeOfGoal;value_GkXTimeOfGoal;value_FirstTouch;value_BoxLeft;value_BigChance;value_1On1;value_YellowCard;value_RecklessOffence;value_InSwinger;value_Cross;value_Straight;value_FloatedCross;value_OutSwinger;value_Right;value_PlayersCaughtOffside;value_RefereeDelay;value_DrinksBreak;value_Indirect;value_Head;value_Weak;value_SetPiece;value_CloseLeftAndHigh;value_BoxRight;value_TacticalFoul;value_LowLeft;value_NotAssisted;value_Blocked;value_DefBlock;value_Left;value_CornerTaken;value_Minutes;value_OverhitCross;value_High;value_EndType;value_MediumGkIntervention;value_KeeperThrow;value_NotRetreating;value_LowGkIntervention;value_DrivenCross;value_BlockedCross;value_TimeWasting;value_FromCorner;value_SwerveLeft;value_HighRight;value_NotPastGoalLine;value_Collected;value_FromShotOffTarget;value_Stooping;value_ParriedSafe;value_Overrun;value_Strong;value_ParriedDanger;value_Fumble;value_Tactical;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_BoxCentre;value_PullBack;value_BlockedClearance;value_MisHit;value_Volley;value_FastBreak;value_Diving;value_OtherReason;value_InjuredPlayerId;value_Injury;value_BoxDeepRight;value_Deflection;value_GkKickFromHands;value_OutOnSideline;value_IncorrectOutOfPlayDecision;value_GoesToPenalties;value_Penalty;value_Scored;value_Second(2Nd)OppositeRelatedEventId;value_HighCentre;value_CloseRight;value_Missed;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2695060799;250;44;1;28;37;d0c07im4a6oj8qa7f1zlt3pqs;1;89,0;66,6;2024-06-08T01:32:26.919Z;2024-06-08T01:36:02Z;[{'id': 5071861219, 'qualifierId': 233, 'value': '276'}, {'id': 5071861111, 'qualifierId': 286}, {'id': 5071861109, 'qualifierId': 56, 'value': 'Center'}];3cbmr8hg3kszw5wl04p3ol27e;C. Fodrey;;;dbl4khkyxz3wn6wrkmemwwk5w;Aerial;;;;;;;;;;;;;;;;;;;;276,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;;;;;;;;;;0;28;37;Colorado Rapids II;1717;AML;1,0
2695060801;276;44;1;28;37;iiolvosiuokkrl5iuoxcjo4p;0;11,0;33,4;2024-06-08T01:32:26.920Z;2024-06-08T01:32:54Z;[{'id': 5071861223, 'qualifierId': 233, 'value': '250'}, {'id': 5071861217, 'qualifierId': 285}, {'id': 5071861215, 'qualifierId': 56, 'value': 'Back'}];f1oc42nax0yel4gblge49py7e;D. Amadou;;;dbl4khkyxz3wn6wrkmemwwk5w;Aerial;;;;;;;;;;;;;;;;;;;;250,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;;;;;;;;;;0;28;37;Austin II;1717;MC;1,0
2695060803;251;1;1;28;37;d0c07im4a6oj8qa7f1zlt3pqs;1;89,6;67,3;2024-06-08T01:32:27.320Z;2024-06-14T08:56:30Z;[{'id': 5071861119, 'qualifierId': 140, 'value': '90.8'}, {'id': 5071861121, 'qualifierId': 141, 'value': '48.5'}, {'id': 5071861115, 'qualifierId': 3}, {'id': 5071861117, 'qualifierId': 56, 'value': 'Center'}, {'id': 5071861123, 'qualifierId': 212, 'value': '12.8'}, {'id': 5071861125, 'qualifierId': 213, 'value': '4.81'}];3cbmr8hg3kszw5wl04p3ol27e;C. Fodrey;;;dbl4khkyxz3wn6wrkmemwwk5w;Pass;;;;;;;;;;12,8;4,81;;48,5;90,8;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;90,8;48,5;;;;;;;;0;28;37;Colorado Rapids II;1717;AML;1,0
2695061157;292;61;1;28;38;d0c07im4a6oj8qa7f1zlt3pqs;0;93,4;44,0;2024-06-08T01:32:28.464Z;2024-06-08T01:37:07Z;[{'id': 5071863081, 'qualifierId': 56, 'value': 'Center'}];d0riqrsz7ojwb9m94rbvx7r6y;S. Mazzaferro;;;dbl4khkyxz3wn6wrkmemwwk5w;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;;;;;;;;;;0;28;38;Colorado Rapids II;1718;DC;1,0
2695060813;277;12;1;28;39;iiolvosiuokkrl5iuoxcjo4p;1;11,0;58,6;2024-06-08T01:32:29.273Z;2024-06-08T01:33:07Z;[{'id': 5071861211, 'qualifierId': 212, 'value': '26.7'}, {'id': 5071861213, 'qualifierId': 213, 'value': '0.05'}, {'id': 5071861209, 'qualifierId': 141, 'value': '60.7'}, {'id': 5071861207, 'qualifierId': 140, 'value': '36.4'}, {'id': 5071861205, 'qualifierId': 56, 'value': 'Back'}];am8ndwmm4m03ys6wkad29lst0;M. Alvarado;;;dbl4khkyxz3wn6wrkmemwwk5w;Clearance;;;;;;;;;;26,7;0,05;;60,7;36,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;36,4;60,7;;;;;;;;0;28;39;Austin II;1719;DC;1,0
2695060807;252;1;1;28;41;d0c07im4a6oj8qa7f1zlt3pqs;1;71,0;39,7;2024-06-08T01:32:31.160Z;2024-06-08T01:32:32Z;[{'id': 5071861163, 'qualifierId': 213, 'value': '5.44'}, {'id': 5071861153, 'qualifierId': 155}, {'id': 5071861155, 'qualifierId': 56, 'value': 'Center'}, {'id': 5071861157, 'qualifierId': 140, 'value': '77.0'}, {'id': 5071861159, 'qualifierId': 141, 'value': '29.2'}, {'id': 5071861161, 'qualifierId': 212, 'value': '9.5'}];8ly83pm2mbtz4u7jwsv0o96qy;C. Touré;;;dbl4khkyxz3wn6wrkmemwwk5w;Pass;;;;;;;;;;9,5;5,44;;29,2;77,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;77,0;29,2;;;;;;;;0;28;41;Colorado Rapids II;1721;DR;1,0
2695060811;253;1;1;28;42;d0c07im4a6oj8qa7f1zlt3pqs;1;77,0;29,2;2024-06-08T01:32:32.056Z;2024-06-08T01:32:36Z;[{'id': 5071861199, 'qualifierId': 212, 'value': '8.0'}, {'id': 5071861201, 'qualifierId': 213, 'value': '3.40'}, {'id': 5071861197, 'qualifierId': 141, 'value': '26.2'}, {'id': 5071861193, 'qualifierId': 56, 'value': 'Center'}, {'id': 5071861195, 'qualifierId': 140, 'value': '69.6'}];641bsr9un81t6sds51fhvijh0;B. Farkarlun;;;dbl4khkyxz3wn6wrkmemwwk5w;Pass;;;;;;;;;;8,0;3,4;;26,2;69,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;69,6;26,2;;;;;;;;0;28;42;Colorado Rapids II;1722;AMR;1,0
2695060815;254;1;1;28;46;d0c07im4a6oj8qa7f1zlt3pqs;1;60,8;15,3;2024-06-08T01:32:35.960Z;2024-06-08T01:32:38Z;[{'id': 5071861237, 'qualifierId': 213, 'value': '1.89'}, {'id': 5071861233, 'qualifierId': 141, 'value': '47.6'}, {'id': 5071861231, 'qualifierId': 140, 'value': '53.8'}, {'id': 5071861229, 'qualifierId': 56, 'value': 'Center'}, {'id': 5071861235, 'qualifierId': 212, 'value': '23.2'}];7m5wyvhq876dyap45egqs2tjo;E. Torres;;;dbl4khkyxz3wn6wrkmemwwk5w;Pass;;;;;;;;;;23,2;1,89;;47,6;53,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;53,8;47,6;;;;;;;;0;28;46;Colorado Rapids II;1726;MC;1,0
2695060817;255;1;1;28;48;d0c07im4a6oj8qa7f1zlt3pqs;1;53,0;47,0;2024-06-08T01:32:38.423Z;2024-06-08T01:32:41Z;[{'id': 5071861241, 'qualifierId': 56, 'value': 'Back'}, {'id': 5071861249, 'qualifierId': 213, 'value': '3.92'}, {'id': 5071861247, 'qualifierId': 212, 'value': '13.0'}, {'id': 5071861243, 'qualifierId': 140, 'value': '44.2'}, {'id': 5071861245, 'qualifierId': 141, 'value': '33.6'}];7nxqbiq6fics5w3qnwhz249as;S. Louis-Jean;;;dbl4khkyxz3wn6wrkmemwwk5w;Pass;;;;;;;;;;13,0;3,92;;33,6;44,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;44,2;33,6;;;;;;;;0;28;48;Colorado Rapids II;1728;MC;1,0
2695060821;256;1;1;28;51;d0c07im4a6oj8qa7f1zlt3pqs;1;35,9;40,4;2024-06-08T01:32:41.544Z;2024-06-08T01:32:45Z;[{'id': 5071861257, 'qualifierId': 141, 'value': '46.7'}, {'id': 5071861255, 'qualifierId': 140, 'value': '12.4'}, {'id': 5071861253, 'qualifierId': 56, 'value': 'Back'}, {'id': 5071861261, 'qualifierId': 213, 'value': '2.97'}, {'id': 5071861259, 'qualifierId': 212, 'value': '25.0'}];8ly83pm2mbtz4u7jwsv0o96qy;C. Touré;;;dbl4khkyxz3wn6wrkmemwwk5w;Pass;;;;;;;;;;25,0;2,97;;46,7;12,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;12,4;46,7;;;;;;;;0;28;51;Colorado Rapids II;1731;DR;1,0
2695060833;257;1;1;29;0;d0c07im4a6oj8qa7f1zlt3pqs;1;13,6;48,1;2024-06-08T01:32:50.040Z;2024-06-08T01:32:56Z;[{'id': 5071861331, 'qualifierId': 140, 'value': '29.3'}, {'id': 5071861333, 'qualifierId': 141, 'value': '6.7'}, {'id': 5071861335, 'qualifierId': 212, 'value': '32.6'}, {'id': 5071861329, 'qualifierId': 56, 'value': 'Back'}, {'id': 5071861337, 'qualifierId': 213, 'value': '5.24'}, {'id': 5071861339, 'qualifierId': 1}];81a5mbcfvbxke0w3cbq65ld2i;M. Alstrup;;;dbl4khkyxz3wn6wrkmemwwk5w;Pass;;;;;;;;;;32,6;5,24;;6,7;29,3;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;29,3;6,7;;;;;;;;0;29;0;Colorado Rapids II;1740;GK;1,0
2695060835;258;1;1;29;6;d0c07im4a6oj8qa7f1zlt3pqs;1;37,3;6,1;2024-06-08T01:32:56.025Z;2024-06-08T01:33:00Z;[{'id': 5071861349, 'qualifierId': 212, 'value': '13.7'}, {'id': 5071861347, 'qualifierId': 141, 'value': '13.4'}, {'id': 5071861351, 'qualifierId': 213, 'value': '2.77'}, {'id': 5071861343, 'qualifierId': 56, 'value': 'Back'}, {'id': 5071861345, 'qualifierId': 140, 'value': '25.1'}];2yxzh220ndd4s4wqditruo0h6;A. Ramírez;;;dbl4khkyxz3wn6wrkmemwwk5w;Pass;;;;;;;;;;13,7;2,77;;13,4;25,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;25,1;13,4;;;;;;;;0;29;6;Colorado Rapids II;1746;DL;1,0
2695060837;259;1;1;29;10;d0c07im4a6oj8qa7f1zlt3pqs;1;26,7;31,5;2024-06-08T01:33:00.632Z;2024-06-08T01:33:03Z;[{'id': 5071861359, 'qualifierId': 141, 'value': '72.9'}, {'id': 5071861361, 'qualifierId': 212, 'value': '28.4'}, {'id': 5071861357, 'qualifierId': 140, 'value': '30.4'}, {'id': 5071861355, 'qualifierId': 56, 'value': 'Back'}, {'id': 5071861363, 'qualifierId': 213, 'value': '1.43'}];8ly83pm2mbtz4u7jwsv0o96qy;C. Touré;;;dbl4khkyxz3wn6wrkmemwwk5w;Pass;;;;;;;;;;28,4;1,43;;72,9;30,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;30,4;72,9;;;;;;;;0;29;10;Colorado Rapids II;1750;DR;1,0
2695060839;260;1;1;29;13;d0c07im4a6oj8qa7f1zlt3pqs;1;30,0;73,2;2024-06-08T01:33:03.369Z;2024-06-08T01:33:05Z;[{'id': 5071861375, 'qualifierId': 213, 'value': '5.07'}, {'id': 5071861373, 'qualifierId': 212, 'value': '10.9'}, {'id': 5071861371, 'qualifierId': 141, 'value': '58.1'}, {'id': 5071861369, 'qualifierId': 140, 'value': '33.6'}, {'id': 5071861367, 'qualifierId': 56, 'value': 'Back'}];d0riqrsz7ojwb9m94rbvx7r6y;S. Mazzaferro;;;dbl4khkyxz3wn6wrkmemwwk5w;Pass;;;;;;;;;;10,9;5,07;;58,1;33,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;33,6;58,1;;;;;;;;0;29;13;Colorado Rapids II;1753;DC;1,0
2695060845;261;1;1;29;15;d0c07im4a6oj8qa7f1zlt3pqs;1;30,5;54,9;2024-06-08T01:33:04.921Z;2024-06-08T01:33:09Z;[{'id': 5071861407, 'qualifierId': 140, 'value': '25.3'}, {'id': 5071861405, 'qualifierId': 56, 'value': 'Back'}, {'id': 5071861413, 'qualifierId': 213, 'value': '4.52'}, {'id': 5071861411, 'qualifierId': 212, 'value': '28.1'}, {'id': 5071861409, 'qualifierId': 141, 'value': '14.4'}];7nxqbiq6fics5w3qnwhz249as;S. Louis-Jean;;;dbl4khkyxz3wn6wrkmemwwk5w;Pass;;;;;;;;;;28,1;4,52;;14,4;25,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;25,3;14,4;;;;;;;;0;29;15;Colorado Rapids II;1755;MC;1,0
2695060851;262;1;1;29;19;d0c07im4a6oj8qa7f1zlt3pqs;1;22,9;15,2;2024-06-08T01:33:09.225Z;2024-06-08T01:33:17Z;[{'id': 5071861435, 'qualifierId': 141, 'value': '51.3'}, {'id': 5071861431, 'qualifierId': 56, 'value': 'Back'}, {'id': 5071861433, 'qualifierId': 140, 'value': '7.4'}, {'id': 5071861437, 'qualifierId': 212, 'value': '29.5'}, {'id': 5071861439, 'qualifierId': 213, 'value': '2.16'}];2yxzh220ndd4s4wqditruo0h6;A. Ramírez;;;dbl4khkyxz3wn6wrkmemwwk5w;Pass;;;;;;;;;;29,5;2,16;;51,3;7,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;7,4;51,3;;;;;;;;0;29;19;Colorado Rapids II;1759;DL;1,0
2695060853;263;1;1;29;27;d0c07im4a6oj8qa7f1zlt3pqs;1;8,6;49,3;2024-06-08T01:33:16.888Z;2024-06-08T01:33:19Z;[{'id': 5071861451, 'qualifierId': 213, 'value': '5.30'}, {'id': 5071861443, 'qualifierId': 56, 'value': 'Back'}, {'id': 5071861445, 'qualifierId': 140, 'value': '14.0'}, {'id': 5071861447, 'qualifierId': 141, 'value': '36.9'}, {'id': 5071861449, 'qualifierId': 212, 'value': '10.2'}];81a5mbcfvbxke0w3cbq65ld2i;M. Alstrup;;;dbl4khkyxz3wn6wrkmemwwk5w;Pass;;;;;;;;;;10,2;5,3;;36,9;14,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;14,0;36,9;;;;;;;;0;29;27;Colorado Rapids II;1767;GK;1,0
2695060863;264;1;1;29;30;d0c07im4a6oj8qa7f1zlt3pqs;1;13,5;37,1;2024-06-08T01:33:19.849Z;2024-06-08T01:33:26Z;[{'id': 5071861497, 'qualifierId': 213, 'value': '2.50'}, {'id': 5071861491, 'qualifierId': 140, 'value': '3.7'}, {'id': 5071861493, 'qualifierId': 141, 'value': '48.4'}, {'id': 5071861489, 'qualifierId': 56, 'value': 'Back'}, {'id': 5071861495, 'qualifierId': 212, 'value': '12.8'}];8ly83pm2mbtz4u7jwsv0o96qy;C. Touré;;;dbl4khkyxz3wn6wrkmemwwk5w;Pass;;;;;;;;;;12,8;2,5;;48,4;3,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;3,7;48,4;;;;;;;;0;29;30;Colorado Rapids II;1770;DR;1,0
2695060865;265;1;1;29;36;d0c07im4a6oj8qa7f1zlt3pqs;1;3,7;48,4;2024-06-08T01:33:25.914Z;2024-06-08T01:33:28Z;[{'id': 5071861511, 'qualifierId': 213, 'value': '0.26'}, {'id': 5071861501, 'qualifierId': 155}, {'id': 5071861509, 'qualifierId': 212, 'value': '40.5'}, {'id': 5071861513, 'qualifierId': 1}, {'id': 5071861503, 'qualifierId': 56, 'value': 'Back'}, {'id': 5071861505, 'qualifierId': 140, 'value': '41.0'}, {'id': 5071861507, 'qualifierId': 141, 'value': '63.6'}];81a5mbcfvbxke0w3cbq65ld2i;M. Alstrup;;;dbl4khkyxz3wn6wrkmemwwk5w;Pass;;;;;;;;;;40,5;0,26;;63,6;41,0;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;41,0;63,6;;;;;;;;0;29;36;Colorado Rapids II;1776;GK;1,0
2695060871;266;1;1;29;38;d0c07im4a6oj8qa7f1zlt3pqs;1;40,6;63,7;2024-06-08T01:33:28.073Z;2024-06-08T01:33:29Z;[{'id': 5071861541, 'qualifierId': 212, 'value': '7.0'}, {'id': 5071861535, 'qualifierId': 56, 'value': 'Back'}, {'id': 5071861533, 'qualifierId': 3}, {'id': 5071861537, 'qualifierId': 140, 'value': '37.1'}, {'id': 5071861543, 'qualifierId': 213, 'value': '2.13'}, {'id': 5071861539, 'qualifierId': 141, 'value': '72.4'}];elvrjpt1jlko4henaqvfid7o4;M. Burton;;;dbl4khkyxz3wn6wrkmemwwk5w;Pass;;;;;;;;;;7,0;2,13;;72,4;37,1;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;37,1;72,4;;;;;;;;0;29;38;Colorado Rapids II;1778;FW;1,0
2695060879;267;1;1;29;39;d0c07im4a6oj8qa7f1zlt3pqs;1;37,1;73,2;2024-06-08T01:33:29.145Z;2024-06-08T01:33:31Z;[{'id': 5071861579, 'qualifierId': 212, 'value': '17.5'}, {'id': 5071861577, 'qualifierId': 141, 'value': '94.8'}, {'id': 5071861581, 'qualifierId': 213, 'value': '1.00'}, {'id': 5071861573, 'qualifierId': 56, 'value': 'Back'}, {'id': 5071861575, 'qualifierId': 140, 'value': '46.1'}];35ds2xu43z6jccyhlr8jsomzu;B. Arellano;;;dbl4khkyxz3wn6wrkmemwwk5w;Pass;;;;;;;;;;17,5;1,0;;94,8;46,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;46,1;94,8;;;;;;;;0;29;39;Colorado Rapids II;1779;AMC;1,0
2695060881;268;1;1;29;41;d0c07im4a6oj8qa7f1zlt3pqs;1;46,4;89,7;2024-06-08T01:33:31.369Z;2024-06-08T01:33:34Z;[{'id': 5071861599, 'qualifierId': 212, 'value': '21.6'}, {'id': 5071861597, 'qualifierId': 141, 'value': '57.9'}, {'id': 5071861595, 'qualifierId': 140, 'value': '45.8'}, {'id': 5071861593, 'qualifierId': 56, 'value': 'Back'}, {'id': 5071861601, 'qualifierId': 213, 'value': '4.68'}];9nlw8tihbzfnvkt5uproa79jo;Rubén Bonachera;;;dbl4khkyxz3wn6wrkmemwwk5w;Pass;;;;;;;;;;21,6;4,68;;57,9;45,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;45,8;57,9;;;;;;;;0;29;41;Colorado Rapids II;1781;DC;1,0
2695060883;269;1;1;29;44;d0c07im4a6oj8qa7f1zlt3pqs;1;45,8;57,9;2024-06-08T01:33:34.601Z;2024-06-14T08:57:17Z;[{'id': 5071861609, 'qualifierId': 141, 'value': '27.3'}, {'id': 5071861611, 'qualifierId': 212, 'value': '30.0'}, {'id': 5071861613, 'qualifierId': 213, 'value': '5.52'}, {'id': 5076892351, 'qualifierId': 155}, {'id': 5071861605, 'qualifierId': 56, 'value': 'Center'}, {'id': 5071861607, 'qualifierId': 140, 'value': '66.4'}];elvrjpt1jlko4henaqvfid7o4;M. Burton;;;dbl4khkyxz3wn6wrkmemwwk5w;Pass;;;;;;;;;;30,0;5,52;;27,3;66,4;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;d0c07im4a6oj8qa7f1zlt3pqs;Austin II;home;66,4;27,3;;;;;;;;0;29;44;Colorado Rapids II;1784;FW;1,0
