id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamFormation;value_PlayerPosition;value_TeamPlayerFormation;value_Involved;value_Resume;value_TeamKit;value_JerseyNumber;value_Captain;value_DirectionOfPlay;value_Angle;value_PassEndX;value_Zone;value_KickOff;value_Length;value_PassEndY;value_Launch;value_LongBall;value_OppositeRelatedEventId;value_Offensive;value_Defensive;value_HeadPass;value_TouchTypeControl;value_NextEventGoalKick;value_Low;value_GoalKick;value_IntendedTackleTarget;value_TouchTypeClearance;value_NextEventThrowIn;value_ThrowIn;value_TakeOnSpace;value_TouchTypePass;value_DeletedEventType;value_Assist;value_IntentionalAssist;value_Assisted;value_GoalmouthZ;value_FirstTouch;value_BoxLeft;value_RelatedEventId;value_BlockedX;value_LowLeft;value_GoalmouthY;value_RegularPlay;value_BlockedY;value_LeftFooted;value_Collected;value_Stooping;value_LowGkIntervention;value_Hands;value_KeeperThrow;value_TakeOnOvertake;value_OutOfPlay;value_Chipped;value_LowCentre;value_GoalShotGameClock;value_BoxCentre;value_GkYTimeOfGoal;value_BigChance;value_GkXTimeOfGoal;value_GkY;value_1On1;value_RightFooted;value_GoalShotTimestamp;value_GkX;value_BlockedPass;value_Injury;value_InjuredPlayerId;value_Head;value_Foul;value_Direct;value_AttemptedTackle;value_FreeKickTaken;value_SwitchOfPlay;value_PullBack;value_Left;value_Right;value_CornerTaken;value_InSwinger;value_Cross;value_OutSwinger;value_IndividualPlay;value_FromCorner;value_Blocked;value_NotAssisted;value_DefBlock;value_OutOfBoxCentre;value_Feet;value_ParriedSafe;value_Reaching;value_LayOff;value_Overrun;value_CloseRight;value_FreeKick;value_High;value_SmallBoxCentre;value_FlickOn;value_AerialFoul;value_MediumGkIntervention;value_PlayersCaughtOffside;value_Indirect;value_ThroughBall;value_LastLine;value_Shove/Push;value_ParriedDanger;value_Sliding;value_NotVisible;value_Diving;value_HighGkIntervention;value_LowRight;value_SixYardBlocked;value_BoxRight;value_HighRight;value_SmallBoxRight;value_Strong;value_Volley;value_HighCentre;value_HighClaim;value_GkKickFromHands;value_Minutes;value_RecklessOffence;value_YellowCard;value_Standing;value_EndType;value_Tactical;value_DetailedPositionId;value_FormationSlot;value_PositionSideId;value_OverArm;value_Defensive1V1;value_Handball;value_SmallBoxLeft;value_HighLeft;value_SetPiece;value_OtherBodyPart;value_FantasyAssistedBy;value_OwnGoal;value_FantasyAssistTeam;value_FantasyAssistId;value_BoxDeepRight;value_FantasyAssistType;value_TacticalFoul;value_BlockedCross;value_GkHoof;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2693796649;192;1;1;18;53;6ddsx316t3j0z6nolrky9k4r8;1;18,2;26,0;2024-06-01T23:25:31.440Z;2024-06-07T10:06:42Z;[{'id': 5064857585, 'qualifierId': 213, 'value': '2.06'}, {'id': 5064857579, 'qualifierId': 140, 'value': '7.8'}, {'id': 5064857583, 'qualifierId': 212, 'value': '23.1'}, {'id': 5064857577, 'qualifierId': 56, 'value': 'Back'}, {'id': 5064857581, 'qualifierId': 141, 'value': '56.0'}];6sf0pdlzomnt3e1hlc4twyv4k;D. Baiera;;;d5izy9ptxpt812xrnrqw1bm6s;Pass;;;;;;;;;;2,06;7,8;;;23,1;56,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;7,8;56,0;;;;;;;0;0;18;53;New York RB II;1133;DR;1,0
2693796681;193;1;1;18;56;6ddsx316t3j0z6nolrky9k4r8;0;8,0;56,0;2024-06-01T23:25:34.288Z;2024-06-01T23:25:37Z;[{'id': 5064857757, 'qualifierId': 213, 'value': '0.72'}, {'id': 5064857747, 'qualifierId': 157}, {'id': 5064857751, 'qualifierId': 140, 'value': '41.3'}, {'id': 5064857759, 'qualifierId': 1}, {'id': 5064857755, 'qualifierId': 212, 'value': '46.5'}, {'id': 5064857749, 'qualifierId': 56, 'value': 'Back'}, {'id': 5064857753, 'qualifierId': 141, 'value': '100.0'}];bn7qfn71x24fjl5d8t4p97kve;A. Rando;;;d5izy9ptxpt812xrnrqw1bm6s;Pass;;;;;;;;;;0,72;41,3;;;46,5;100,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;41,3;100,0;;;;;;;0;0;18;56;New York RB II;1136;GK;1,0
2693796723;153;5;1;18;59;4g68p0t2f5jzhzfr67i2rj1ex;1;55,8;-1,6;2024-06-01T23:25:37.243Z;2024-06-01T23:51:02Z;[{'id': 5064858005, 'qualifierId': 347}, {'id': 5064858023, 'qualifierId': 233, 'value': '194'}, {'id': 5064858003, 'qualifierId': 56, 'value': 'Right'}];4akvdujqbywk628gok9xbh2j8;F. Ssebufu;;;d5izy9ptxpt812xrnrqw1bm6s;Out;;;;;;;;;;;;;;;;;;194,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;0;0;18;59;New York City II;1139;FW;1,0
2693796687;194;5;1;18;59;6ddsx316t3j0z6nolrky9k4r8;0;44,2;101,6;2024-06-01T23:25:37.243Z;2024-06-01T23:25:41Z;[{'id': 5064857789, 'qualifierId': 56, 'value': 'Back'}, {'id': 5064858027, 'qualifierId': 233, 'value': '153'}, {'id': 5064857793, 'qualifierId': 347}];bn7qfn71x24fjl5d8t4p97kve;A. Rando;;;d5izy9ptxpt812xrnrqw1bm6s;Out;;;;;;;;;;;;;;;;;;153,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;;;;;;;;;0;0;18;59;New York RB II;1139;GK;1,0
2693796783;154;1;1;19;6;4g68p0t2f5jzhzfr67i2rj1ex;1;53,0;0,0;2024-06-01T23:25:44.257Z;2024-06-01T23:25:48Z;[{'id': 5064858357, 'qualifierId': 107}, {'id': 5064858361, 'qualifierId': 140, 'value': '53.3'}, {'id': 5064858365, 'qualifierId': 141, 'value': '21.0'}, {'id': 5064858369, 'qualifierId': 212, 'value': '15.6'}, {'id': 5064858371, 'qualifierId': 213, 'value': '1.55'}, {'id': 5064858359, 'qualifierId': 56, 'value': 'Right'}];59kitnlge8bjsxmhy850bsutw;J. Gutierrez;;;d5izy9ptxpt812xrnrqw1bm6s;Pass;;;;;;;;;;1,55;53,3;;;15,6;21,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;53,3;21,0;;;;;;;0;0;19;6;New York City II;1146;DR;1,0
2693796797;155;3;1;19;8;4g68p0t2f5jzhzfr67i2rj1ex;0;49,6;20,3;2024-06-01T23:25:46.194Z;2024-06-07T10:07:53Z;[{'id': 5071223981, 'qualifierId': 286}, {'id': 5064858443, 'qualifierId': 56, 'value': 'Back'}, {'id': 5071224005, 'qualifierId': 211}, {'id': 5071224019, 'qualifierId': 465}];8q2wozyqz4nveabn71hc614dm;S. Sserwadda;;;d5izy9ptxpt812xrnrqw1bm6s;Take On;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;0;0;19;8;New York City II;1148;MC;1,0
2694948061;780;1;1;19;8;6ddsx316t3j0z6nolrky9k4r8;1;46,6;86,2;2024-06-01T23:25:46.685Z;2024-06-07T10:07:52Z;[{'id': 5071224111, 'qualifierId': 212, 'value': '7.3'}, {'id': 5071224103, 'qualifierId': 140, 'value': '44.2'}, {'id': 5071224113, 'qualifierId': 213, 'value': '1.93'}, {'id': 5071224101, 'qualifierId': 56, 'value': 'Back'}, {'id': 5071224099, 'qualifierId': 3}, {'id': 5071224105, 'qualifierId': 141, 'value': '96.2'}];a0do5kh5akr89kst2p1hohixg;Camil Azzam Ruiz;;;d5izy9ptxpt812xrnrqw1bm6s;Pass;;;;;;;;;;1,93;44,2;;;7,3;96,2;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;44,2;96,2;;;;;;;0;0;19;8;New York RB II;1148;AMC;1,0
2693796815;195;1;1;19;11;6ddsx316t3j0z6nolrky9k4r8;1;37,6;90,6;2024-06-01T23:25:49.120Z;2024-06-01T23:25:50Z;[{'id': 5064858541, 'qualifierId': 56, 'value': 'Center'}, {'id': 5064858543, 'qualifierId': 140, 'value': '53.9'}, {'id': 5064858549, 'qualifierId': 213, 'value': '5.69'}, {'id': 5064858545, 'qualifierId': 141, 'value': '73.6'}, {'id': 5064858547, 'qualifierId': 212, 'value': '20.7'}];4h2k5kwclhlgjk2koqin5r2fo;J. Lacher;;;d5izy9ptxpt812xrnrqw1bm6s;Pass;;;;;;;;;;5,69;53,9;;;20,7;73,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;53,9;73,6;;;;;;;0;0;19;11;New York RB II;1151;AML;1,0
2693796821;196;49;1;19;12;6ddsx316t3j0z6nolrky9k4r8;1;54,6;71,8;2024-06-01T23:25:50.577Z;2024-06-01T23:25:50Z;[];3ei1s8oyub83owfxxbsygmsmi;J. Jiménez;;;d5izy9ptxpt812xrnrqw1bm6s;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;;;;;;;;;0;0;19;12;New York RB II;1152;FW;1,0
2693796857;156;83;1;19;16;4g68p0t2f5jzhzfr67i2rj1ex;0;32,9;27,9;2024-06-01T23:25:54.417Z;2024-06-07T10:49:26Z;[{'id': 5064862677, 'qualifierId': 399, 'value': '3ei1s8oyub83owfxxbsygmsmi'}];8q2wozyqz4nveabn71hc614dm;S. Sserwadda;;;d5izy9ptxpt812xrnrqw1bm6s;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;0;0;19;16;New York City II;1156;MC;1,0
2693796889;197;1;1;19;17;6ddsx316t3j0z6nolrky9k4r8;1;73,7;78,1;2024-06-01T23:25:55.600Z;2024-06-01T23:25:59Z;[{'id': 5064859019, 'qualifierId': 213, 'value': '0.58'}, {'id': 5064859015, 'qualifierId': 141, 'value': '92.1'}, {'id': 5064859013, 'qualifierId': 140, 'value': '87.5'}, {'id': 5064859017, 'qualifierId': 212, 'value': '17.3'}, {'id': 5064859011, 'qualifierId': 56, 'value': 'Left'}];3ei1s8oyub83owfxxbsygmsmi;J. Jiménez;;;d5izy9ptxpt812xrnrqw1bm6s;Pass;;;;;;;;;;0,58;87,5;;;17,3;92,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;87,5;92,1;;;;;;;0;0;19;17;New York RB II;1157;FW;1,0
2693796933;198;1;1;19;21;6ddsx316t3j0z6nolrky9k4r8;1;87,6;92,7;2024-06-01T23:25:59.536Z;2024-06-01T23:26:02Z;[{'id': 5064859261, 'qualifierId': 141, 'value': '86.2'}, {'id': 5064859257, 'qualifierId': 56, 'value': 'Left'}, {'id': 5064859265, 'qualifierId': 213, 'value': '3.55'}, {'id': 5064859259, 'qualifierId': 140, 'value': '77.9'}, {'id': 5064859263, 'qualifierId': 212, 'value': '11.1'}];4h2k5kwclhlgjk2koqin5r2fo;J. Lacher;;;d5izy9ptxpt812xrnrqw1bm6s;Pass;;;;;;;;;;3,55;77,9;;;11,1;86,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;77,9;86,2;;;;;;;0;0;19;21;New York RB II;1161;AML;1,0
2693796967;199;1;1;19;25;6ddsx316t3j0z6nolrky9k4r8;1;77,9;86,2;2024-06-01T23:26:02.833Z;2024-06-01T23:26:04Z;[{'id': 5064859413, 'qualifierId': 140, 'value': '68.9'}, {'id': 5064859415, 'qualifierId': 141, 'value': '96.0'}, {'id': 5064859419, 'qualifierId': 213, 'value': '2.53'}, {'id': 5064859411, 'qualifierId': 56, 'value': 'Left'}, {'id': 5064859417, 'qualifierId': 212, 'value': '11.6'}];duj699i9620tuf3ii9z06bqsq;P. Elias;;;d5izy9ptxpt812xrnrqw1bm6s;Pass;;;;;;;;;;2,53;68,9;;;11,6;96,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;68,9;96,0;;;;;;;0;0;19;25;New York RB II;1165;MC;1,0
2693796973;200;1;1;19;26;6ddsx316t3j0z6nolrky9k4r8;1;68,9;96,0;2024-06-01T23:26:04.736Z;2024-06-01T23:26:05Z;[{'id': 5064859455, 'qualifierId': 140, 'value': '76.0'}, {'id': 5064859463, 'qualifierId': 212, 'value': '7.5'}, {'id': 5064859459, 'qualifierId': 141, 'value': '94.8'}, {'id': 5064859465, 'qualifierId': 213, 'value': '6.17'}, {'id': 5064859451, 'qualifierId': 56, 'value': 'Left'}];7uk47vm92xsvwdofmw1ppawyy;C. Tiao;;;d5izy9ptxpt812xrnrqw1bm6s;Pass;;;;;;;;;;6,17;76,0;;;7,5;94,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;76,0;94,8;;;;;;;0;0;19;26;New York RB II;1166;DC;1,0
2693796983;201;1;1;19;27;6ddsx316t3j0z6nolrky9k4r8;1;76,0;94,8;2024-06-01T23:26:05.553Z;2024-06-01T23:26:07Z;[{'id': 5064859537, 'qualifierId': 213, 'value': '3.20'}, {'id': 5064859531, 'qualifierId': 140, 'value': '67.6'}, {'id': 5064859535, 'qualifierId': 212, 'value': '8.8'}, {'id': 5064859529, 'qualifierId': 56, 'value': 'Left'}, {'id': 5064859533, 'qualifierId': 141, 'value': '94.1'}];4h2k5kwclhlgjk2koqin5r2fo;J. Lacher;;;d5izy9ptxpt812xrnrqw1bm6s;Pass;;;;;;;;;;3,2;67,6;;;8,8;94,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;67,6;94,1;;;;;;;0;0;19;27;New York RB II;1167;AML;1,0
2693797001;202;1;1;19;29;6ddsx316t3j0z6nolrky9k4r8;1;67,6;94,1;2024-06-01T23:26:06.929Z;2024-06-01T23:26:08Z;[{'id': 5064859641, 'qualifierId': 56, 'value': 'Back'}, {'id': 5064859643, 'qualifierId': 140, 'value': '47.4'}, {'id': 5064859649, 'qualifierId': 213, 'value': '3.50'}, {'id': 5064859647, 'qualifierId': 212, 'value': '22.7'}, {'id': 5064859645, 'qualifierId': 141, 'value': '82.3'}];7uk47vm92xsvwdofmw1ppawyy;C. Tiao;;;d5izy9ptxpt812xrnrqw1bm6s;Pass;;;;;;;;;;3,5;47,4;;;22,7;82,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;47,4;82,3;;;;;;;0;0;19;29;New York RB II;1169;DC;1,0
2693797095;203;1;1;19;31;6ddsx316t3j0z6nolrky9k4r8;1;47,4;82,3;2024-06-01T23:26:08.865Z;2024-06-01T23:26:17Z;[{'id': 5064860149, 'qualifierId': 141, 'value': '48.7'}, {'id': 5064860147, 'qualifierId': 140, 'value': '41.1'}, {'id': 5064860145, 'qualifierId': 56, 'value': 'Back'}, {'id': 5064860153, 'qualifierId': 213, 'value': '4.43'}, {'id': 5064860151, 'qualifierId': 212, 'value': '23.8'}];9ijxde56q9ayy0v9kgt2osx04;A. Hauschild;;;d5izy9ptxpt812xrnrqw1bm6s;Pass;;;;;;;;;;4,43;41,1;;;23,8;48,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;41,1;48,7;;;;;;;0;0;19;31;New York RB II;1171;DC;1,0
2693797135;204;1;1;19;39;6ddsx316t3j0z6nolrky9k4r8;1;52,2;31,6;2024-06-01T23:26:17.137Z;2024-06-01T23:26:20Z;[{'id': 5064860357, 'qualifierId': 212, 'value': '23.2'}, {'id': 5064860359, 'qualifierId': 213, 'value': '5.74'}, {'id': 5064860355, 'qualifierId': 141, 'value': '14.0'}, {'id': 5064860353, 'qualifierId': 140, 'value': '71.1'}, {'id': 5064860351, 'qualifierId': 56, 'value': 'Right'}];eiyzqnfh8r8aduel0seou7nu2;S. Owusu;;;d5izy9ptxpt812xrnrqw1bm6s;Pass;;;;;;;;;;5,74;71,1;;;23,2;14,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;71,1;14,0;;;;;;;0;0;19;39;New York RB II;1179;DL;1,0
2693797151;205;1;1;19;42;6ddsx316t3j0z6nolrky9k4r8;1;71,1;14,0;2024-06-01T23:26:20.337Z;2024-06-01T23:26:21Z;[{'id': 5064860479, 'qualifierId': 140, 'value': '76.8'}, {'id': 5064860485, 'qualifierId': 212, 'value': '9.0'}, {'id': 5064860489, 'qualifierId': 213, 'value': '5.44'}, {'id': 5064860473, 'qualifierId': 56, 'value': 'Right'}, {'id': 5064860483, 'qualifierId': 141, 'value': '4.1'}];1kuo66geyyz9gu2n39w0bvr4k;J. Arroyave;;;d5izy9ptxpt812xrnrqw1bm6s;Pass;;;;;;;;;;5,44;76,8;;;9,0;4,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;76,8;4,1;;;;;;;0;0;19;42;New York RB II;1182;AMR;1,0
2693797189;206;1;1;19;43;6ddsx316t3j0z6nolrky9k4r8;1;76,8;4,1;2024-06-01T23:26:21.553Z;2024-06-01T23:26:24Z;[{'id': 5064860675, 'qualifierId': 140, 'value': '93.1'}, {'id': 5064860685, 'qualifierId': 213, 'value': '0.23'}, {'id': 5064860683, 'qualifierId': 212, 'value': '17.6'}, {'id': 5064860681, 'qualifierId': 141, 'value': '10.1'}, {'id': 5064860671, 'qualifierId': 56, 'value': 'Right'}];6sf0pdlzomnt3e1hlc4twyv4k;D. Baiera;;;d5izy9ptxpt812xrnrqw1bm6s;Pass;;;;;;;;;;0,23;93,1;;;17,6;10,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;93,1;10,1;;;;;;;0;0;19;43;New York RB II;1183;DR;1,0
2693797191;207;3;1;19;46;6ddsx316t3j0z6nolrky9k4r8;0;89,4;13,4;2024-06-01T23:26:24.465Z;2024-06-07T10:08:45Z;[{'id': 5064860713, 'qualifierId': 286}, {'id': 5064860835, 'qualifierId': 233, 'value': '157'}, {'id': 5064860705, 'qualifierId': 56, 'value': 'Right'}, {'id': 5071224703, 'qualifierId': 464}];1kuo66geyyz9gu2n39w0bvr4k;J. Arroyave;;;d5izy9ptxpt812xrnrqw1bm6s;Take On;;;;;;;;;;;;;;;;;;157,0;1,0;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;;;;;;;;;0;0;19;46;New York RB II;1186;AMR;1,0
2693797201;157;7;1;19;46;4g68p0t2f5jzhzfr67i2rj1ex;1;10,6;86,6;2024-06-01T23:26:24.466Z;2024-06-07T10:08:48Z;[{'id': 5071224739, 'qualifierId': 383}, {'id': 5064860787, 'qualifierId': 285}, {'id': 5064860785, 'qualifierId': 56, 'value': 'Back'}, {'id': 5064860791, 'qualifierId': 233, 'value': '207'}];4gp2d7oltfq4uwzj78gr6q9sk;J. Collahuazo;;;d5izy9ptxpt812xrnrqw1bm6s;Tackle;;;;;;;;;;;;;;;;;;207,0;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;0;0;19;46;New York City II;1186;DC;1,0
2693797203;158;49;1;19;48;4g68p0t2f5jzhzfr67i2rj1ex;1;7,4;84,5;2024-06-01T23:26:26.034Z;2024-06-01T23:26:26Z;[];4gp2d7oltfq4uwzj78gr6q9sk;J. Collahuazo;;;d5izy9ptxpt812xrnrqw1bm6s;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;0;0;19;48;New York City II;1188;DC;1,0
2693797223;159;50;1;19;49;4g68p0t2f5jzhzfr67i2rj1ex;1;3,2;90,3;2024-06-01T23:26:27.570Z;2024-06-01T23:26:30Z;[{'id': 5064860925, 'qualifierId': 56, 'value': 'Back'}, {'id': 5064860929, 'qualifierId': 285}, {'id': 5064861079, 'qualifierId': 233, 'value': '208'}];4gp2d7oltfq4uwzj78gr6q9sk;J. Collahuazo;;;d5izy9ptxpt812xrnrqw1bm6s;Dispossessed;;;;;;;;;;;;;;;;;;208,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4g68p0t2f5jzhzfr67i2rj1ex;New York RB II;away;;;;;;;;;0;0;19;49;New York City II;1189;DC;1,0
2693797239;208;7;1;19;49;6ddsx316t3j0z6nolrky9k4r8;1;96,8;9,7;2024-06-01T23:26:27.571Z;2024-06-07T10:08:54Z;[{'id': 5064861011, 'qualifierId': 286}, {'id': 5064861047, 'qualifierId': 233, 'value': '159'}, {'id': 5071224771, 'qualifierId': 383}, {'id': 5064861009, 'qualifierId': 56, 'value': 'Right'}];1kuo66geyyz9gu2n39w0bvr4k;J. Arroyave;;;d5izy9ptxpt812xrnrqw1bm6s;Tackle;;;;;;;;;;;;;;;;;;159,0;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6ddsx316t3j0z6nolrky9k4r8;New York City II;home;;;;;;;;;0;0;19;49;New York RB II;1189;AMR;1,0
