id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_JerseyNumber;value_Involved;value_TeamFormation;value_TeamPlayerFormation;value_PlayerPosition;value_Resume;value_TeamKit;value_Captain;value_DirectionOfPlay;value_KickOff;value_Angle;value_PassEndY;value_Length;value_Zone;value_PassEndX;value_LongBall;value_Launch;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_Direct;value_Offensive;value_Foul;value_Shove/Push;value_Defensive;value_Cross;value_FreeKickTaken;value_Chipped;value_OutOfPlay;value_KeeperThrow;value_SwitchOfPlay;value_NextEventGoalKick;value_GoalKick;value_Low;value_AttemptedTackle;value_BlockedPass;value_Left;value_Right;value_CornerTaken;value_InSwinger;value_Head;value_LayOff;value_Assist;value_OutOfBoxCentre;value_GkX;value_RegularPlay;value_RightFooted;value_IndividualPlay;value_CloseRight;value_GoalmouthY;value_Assisted;value_GoalmouthZ;value_GkY;value_RelatedEventId;value_IntendedTackleTarget;value_HeadPass;value_High;value_BlockedY;value_Blocked;value_HitWoodwork;value_LowCentre;value_HitBar;value_BlockedX;value_DefBlock;value_PlayersCaughtOffside;value_FollowsShotRebound;value_DeletedEventType;value_Indirect;value_TacticalFoul;value_YellowCard;value_LeftFooted;value_BoxRight;value_NotAssisted;value_Stooping;value_Collected;value_Hands;value_NotVisible;value_BoxCentre;value_CloseLeft;value_IntentionalAssist;value_SwerveLeft;value_LowLeft;value_BoxLeft;value_FirstTouch;value_Fumble;value_ParriedDanger;value_ShirtPull/Holding;value_PenaltyTakerId;value_Penalty;value_Scored;value_Diving;value_GoalShotGameClock;value_GoalShotTimestamp;value_Second(2Nd)OppositeRelatedEventId;value_BigChance;value_CausingPlayer;value_RecklessOffence;value_FlickOn;value_DrinksBreak;value_RefereeDelay;value_HighLeft;value_SmallBoxLeft;value_LowRight;value_FollowsADribble;value_CloseHigh;value_Minutes;value_PullBack;value_35Centre;value_FreeKick;value_EndType;value_GkHoof;value_OutSwinger;value_Overrun;value_InjuredPlayerId;value_Injury;value_ThroughBall;value_2NdAssist;value_2NdAssisted;value_2NdRelatedEventId;value_FastBreak;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_FromCorner;value_NotPastGoalLine;value_Feet;value_Sliding;value_ParriedSafe;value_SetPiece;value_AerialFoul;value_CloseRightAndHigh;value_BlockedCross;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2711623707;198;1;1;21;8;1pc6sx2h4rp113ldkbp5d2xas;1;25,4;35,2;2024-08-22T00:25:21.680Z;2024-08-22T00:25:24Z;[{'id': 5163348319, 'qualifierId': 56, 'value': 'Back'}, {'id': 5163348325, 'qualifierId': 212, 'value': '12.4'}, {'id': 5163348315, 'qualifierId': 5}, {'id': 5163348323, 'qualifierId': 141, 'value': '53.3'}, {'id': 5163348317, 'qualifierId': 241}, {'id': 5163348327, 'qualifierId': 213, 'value': '1.46'}, {'id': 5163348321, 'qualifierId': 140, 'value': '26.7'}];1795jw1oc3pkthyq0kqexh65m;B. Fischer;;;bzxivr33jhmizbymk316otj4k;Pass;;;;;;;;;;;1,46;53,3;12,4;;26,7;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;26,7;53,3;;;;;;;;0;21;8;Houston Dynamo II;1268;DC;1,0
2711623713;199;1;1;21;11;1pc6sx2h4rp113ldkbp5d2xas;1;28,6;54,9;2024-08-22T00:25:24.175Z;2024-08-22T00:25:26Z;[{'id': 5163348373, 'qualifierId': 141, 'value': '76.4'}, {'id': 5163348371, 'qualifierId': 140, 'value': '30.3'}, {'id': 5163348377, 'qualifierId': 213, 'value': '1.45'}, {'id': 5163348369, 'qualifierId': 56, 'value': 'Back'}, {'id': 5163348375, 'qualifierId': 212, 'value': '14.7'}];cz98wcy8nq9hqncb2z33p4hec;D. Mawing;;;bzxivr33jhmizbymk316otj4k;Pass;;;;;;;;;;;1,45;76,4;14,7;;30,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;30,3;76,4;;;;;;;;0;21;11;Houston Dynamo II;1271;DC;1,0
2711623725;200;1;1;21;13;1pc6sx2h4rp113ldkbp5d2xas;1;29,8;82,1;2024-08-22T00:25:26.800Z;2024-08-22T00:25:30Z;[{'id': 5163348449, 'qualifierId': 56, 'value': 'Back'}, {'id': 5163348453, 'qualifierId': 141, 'value': '95.6'}, {'id': 5163348455, 'qualifierId': 212, 'value': '14.8'}, {'id': 5163348457, 'qualifierId': 213, 'value': '0.67'}, {'id': 5163348451, 'qualifierId': 140, 'value': '40.9'}];2pka62t1zg04jwkcx6zbc4wlw;F. McRobb;;;bzxivr33jhmizbymk316otj4k;Pass;;;;;;;;;;;0,67;95,6;14,8;;40,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;40,9;95,6;;;;;;;;0;21;13;Houston Dynamo II;1273;DC;1,0
2711623749;201;1;1;21;17;1pc6sx2h4rp113ldkbp5d2xas;1;38,8;95,3;2024-08-22T00:25:30.095Z;2024-08-22T00:25:34Z;[{'id': 5163348547, 'qualifierId': 140, 'value': '54.1'}, {'id': 5163348545, 'qualifierId': 56, 'value': 'Left'}, {'id': 5163348551, 'qualifierId': 212, 'value': '16.1'}, {'id': 5163348553, 'qualifierId': 213, 'value': '6.20'}, {'id': 5163348549, 'qualifierId': 141, 'value': '93.3'}];98tyw392rp4ow3apn0ygrbtp0;J. Farris;;;bzxivr33jhmizbymk316otj4k;Pass;;;;;;;;;;;6,2;93,3;16,1;;54,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;54,1;93,3;;;;;;;;0;21;17;Houston Dynamo II;1277;DML;1,0
2711623733;187;83;1;21;20;7pmw399vh2v44cjle4fkklp1w;0;39,7;2,3;2024-08-22T00:25:32.966Z;2024-08-22T00:25:38Z;[{'id': 5163348601, 'qualifierId': 399, 'value': 'byelagxi3qg0rb06tjl3fodn8'}];2jzuij8p7eoy42aqem688ltuy;F. Awodesu;;;bzxivr33jhmizbymk316otj4k;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;;0;21;20;Minnesota United II;1280;DL;1,0
2711623753;202;1;1;21;21;1pc6sx2h4rp113ldkbp5d2xas;1;45,0;94,8;2024-08-22T00:25:34.815Z;2024-08-22T00:25:36Z;[{'id': 5163348573, 'qualifierId': 212, 'value': '9.4'}, {'id': 5163348575, 'qualifierId': 213, 'value': '4.05'}, {'id': 5163348567, 'qualifierId': 56, 'value': 'Back'}, {'id': 5163348569, 'qualifierId': 140, 'value': '39.5'}, {'id': 5163348571, 'qualifierId': 141, 'value': '83.8'}];byelagxi3qg0rb06tjl3fodn8;D. Randell;;;bzxivr33jhmizbymk316otj4k;Pass;;;;;;;;;;;4,05;83,8;9,4;;39,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;39,5;83,8;;;;;;;;0;21;21;Houston Dynamo II;1281;FW;1,0
2711623759;203;1;1;21;23;1pc6sx2h4rp113ldkbp5d2xas;1;39,1;83,2;2024-08-22T00:25:36.096Z;2024-08-22T00:25:38Z;[{'id': 5163348587, 'qualifierId': 140, 'value': '21.4'}, {'id': 5163348593, 'qualifierId': 213, 'value': '2.84'}, {'id': 5163348591, 'qualifierId': 212, 'value': '19.5'}, {'id': 5163348585, 'qualifierId': 56, 'value': 'Back'}, {'id': 5163348589, 'qualifierId': 141, 'value': '91.7'}];e2olfsduxvaqsx6rdbaasa356;M. Nyeman;;;bzxivr33jhmizbymk316otj4k;Pass;;;;;;;;;;;2,84;91,7;19,5;;21,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;21,4;91,7;;;;;;;;0;21;23;Houston Dynamo II;1283;DMC;1,0
2711623791;204;1;1;21;26;1pc6sx2h4rp113ldkbp5d2xas;1;22,4;86,9;2024-08-22T00:25:39.215Z;2024-08-22T00:25:46Z;[{'id': 5163348793, 'qualifierId': 212, 'value': '58.2'}, {'id': 5163348787, 'qualifierId': 56, 'value': 'Right'}, {'id': 5163348795, 'qualifierId': 213, 'value': '5.29'}, {'id': 5163348789, 'qualifierId': 140, 'value': '52.6'}, {'id': 5163348783, 'qualifierId': 155}, {'id': 5163348791, 'qualifierId': 141, 'value': '15.2'}, {'id': 5163348797, 'qualifierId': 1}, {'id': 5163348785, 'qualifierId': 196}];2pka62t1zg04jwkcx6zbc4wlw;F. McRobb;;;bzxivr33jhmizbymk316otj4k;Pass;;;;;;;;;;;5,29;15,2;58,2;;52,6;1,0;;;;;;;;;;;;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;52,6;15,2;;;;;;;;0;21;26;Houston Dynamo II;1286;DC;1,0
2711623797;205;1;1;21;33;1pc6sx2h4rp113ldkbp5d2xas;0;51,7;15,0;2024-08-22T00:25:46.847Z;2024-08-22T00:25:48Z;[{'id': 5163348827, 'qualifierId': 140, 'value': '71.1'}, {'id': 5163348825, 'qualifierId': 56, 'value': 'Right'}, {'id': 5163348823, 'qualifierId': 155}, {'id': 5163348829, 'qualifierId': 141, 'value': '16.1'}, {'id': 5163348831, 'qualifierId': 212, 'value': '20.4'}, {'id': 5163348833, 'qualifierId': 213, 'value': '0.04'}];a1rc6kukly42y5j5smz3w72tw;T. Ibsais;;;bzxivr33jhmizbymk316otj4k;Pass;;;;;;;;;;;0,04;16,1;20,4;;71,1;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;71,1;16,1;;;;;;;;0;21;33;Houston Dynamo II;1293;DMR;1,0
2711623793;188;8;1;21;34;7pmw399vh2v44cjle4fkklp1w;1;32,2;89,5;2024-08-22T00:25:46.942Z;2024-08-22T00:25:47Z;[{'id': 5163348801, 'qualifierId': 56, 'value': 'Back'}];2wj1w4opn7f0jyz1ps6ebvc6i;K. Sargeant;;;bzxivr33jhmizbymk316otj4k;Interception;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;;0;21;34;Minnesota United II;1294;DC;1,0
2711623799;189;5;1;21;35;7pmw399vh2v44cjle4fkklp1w;0;37,7;101,3;2024-08-22T00:25:47.958Z;2024-08-22T00:27:09Z;[{'id': 5163348835, 'qualifierId': 56, 'value': 'Back'}, {'id': 5163348837, 'qualifierId': 347}, {'id': 5163349085, 'qualifierId': 233, 'value': '206'}];2wj1w4opn7f0jyz1ps6ebvc6i;K. Sargeant;;;bzxivr33jhmizbymk316otj4k;Out;;;;;;;;;;;;;;;;;;1,0;206,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;;0;21;35;Minnesota United II;1295;DC;1,0
2711623843;206;5;1;21;35;1pc6sx2h4rp113ldkbp5d2xas;1;62,3;-1,3;2024-08-22T00:25:47.958Z;2024-08-22T00:27:09Z;[{'id': 5163349075, 'qualifierId': 56, 'value': 'Right'}, {'id': 5163349077, 'qualifierId': 347}, {'id': 5163349081, 'qualifierId': 233, 'value': '189'}];a1rc6kukly42y5j5smz3w72tw;T. Ibsais;;;bzxivr33jhmizbymk316otj4k;Out;;;;;;;;;;;;;;;;;;1,0;189,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;;0;21;35;Houston Dynamo II;1295;DMR;1,0
2711623859;207;1;1;21;45;1pc6sx2h4rp113ldkbp5d2xas;1;61,9;0,0;2024-08-22T00:25:58.431Z;2024-08-22T00:26:01Z;[{'id': 5163349155, 'qualifierId': 140, 'value': '50.2'}, {'id': 5163349157, 'qualifierId': 141, 'value': '13.1'}, {'id': 5163349151, 'qualifierId': 107}, {'id': 5163349153, 'qualifierId': 56, 'value': 'Right'}, {'id': 5163349161, 'qualifierId': 213, 'value': '2.49'}, {'id': 5163349159, 'qualifierId': 212, 'value': '15.5'}];a1rc6kukly42y5j5smz3w72tw;T. Ibsais;;;bzxivr33jhmizbymk316otj4k;Pass;;;;;;;;;;;2,49;13,1;15,5;;50,2;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;50,2;13,1;;;;;;;;0;21;45;Houston Dynamo II;1305;DMR;1,0
2711623869;190;45;1;21;48;7pmw399vh2v44cjle4fkklp1w;0;47,2;92,8;2024-08-22T00:26:01.247Z;2024-08-22T00:27:19Z;[{'id': 5163349199, 'qualifierId': 285}, {'id': 5163349197, 'qualifierId': 56, 'value': 'Back'}, {'id': 5163349237, 'qualifierId': 233, 'value': '208'}];60ej9rpig6xzj1d80w0ki92i;G. Segal;;;bzxivr33jhmizbymk316otj4k;Challenge;;;;;;;;;;;;;;;;;;;208,0;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;;0;21;48;Minnesota United II;1308;FW;1,0
2711623875;208;3;1;21;48;1pc6sx2h4rp113ldkbp5d2xas;1;52,8;7,2;2024-08-22T00:26:01.247Z;2024-08-22T00:27:18Z;[{'id': 5163349233, 'qualifierId': 233, 'value': '190'}, {'id': 5163349231, 'qualifierId': 286}, {'id': 5163349229, 'qualifierId': 56, 'value': 'Right'}];1795jw1oc3pkthyq0kqexh65m;B. Fischer;;;bzxivr33jhmizbymk316otj4k;Take On;;;;;;;;;;;;;;;;;;;190,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;;;;;;;;;;0;21;48;Houston Dynamo II;1308;DC;1,0
2711623885;209;1;1;21;49;1pc6sx2h4rp113ldkbp5d2xas;1;45,6;14,7;2024-08-22T00:26:02.544Z;2024-08-22T00:26:04Z;[{'id': 5163349273, 'qualifierId': 213, 'value': '2.61'}, {'id': 5163349267, 'qualifierId': 140, 'value': '26.9'}, {'id': 5163349271, 'qualifierId': 212, 'value': '22.7'}, {'id': 5163349269, 'qualifierId': 141, 'value': '31.5'}, {'id': 5163349265, 'qualifierId': 56, 'value': 'Back'}];1795jw1oc3pkthyq0kqexh65m;B. Fischer;;;bzxivr33jhmizbymk316otj4k;Pass;;;;;;;;;;;2,61;31,5;22,7;;26,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;26,9;31,5;;;;;;;;0;21;49;Houston Dynamo II;1309;DC;1,0
2711623901;210;1;1;21;51;1pc6sx2h4rp113ldkbp5d2xas;1;26,5;33,1;2024-08-22T00:26:04.704Z;2024-08-22T00:26:09Z;[{'id': 5163349349, 'qualifierId': 213, 'value': '1.33'}, {'id': 5163349343, 'qualifierId': 140, 'value': '31.1'}, {'id': 5163349345, 'qualifierId': 141, 'value': '61.5'}, {'id': 5163349347, 'qualifierId': 212, 'value': '19.9'}, {'id': 5163349341, 'qualifierId': 56, 'value': 'Back'}];cz98wcy8nq9hqncb2z33p4hec;D. Mawing;;;bzxivr33jhmizbymk316otj4k;Pass;;;;;;;;;;;1,33;61,5;19,9;;31,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;31,1;61,5;;;;;;;;0;21;51;Houston Dynamo II;1311;DC;1,0
2711623921;211;1;1;21;56;1pc6sx2h4rp113ldkbp5d2xas;1;32,8;65,8;2024-08-22T00:26:09.040Z;2024-08-22T00:26:14Z;[{'id': 5163349463, 'qualifierId': 56, 'value': 'Back'}, {'id': 5163349465, 'qualifierId': 140, 'value': '27.3'}, {'id': 5163349467, 'qualifierId': 141, 'value': '49.0'}, {'id': 5163349471, 'qualifierId': 213, 'value': '4.24'}, {'id': 5163349469, 'qualifierId': 212, 'value': '12.8'}];2pka62t1zg04jwkcx6zbc4wlw;F. McRobb;;;bzxivr33jhmizbymk316otj4k;Pass;;;;;;;;;;;4,24;49,0;12,8;;27,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;27,3;49,0;;;;;;;;0;21;56;Houston Dynamo II;1316;DC;1,0
2711623931;212;1;1;22;1;1pc6sx2h4rp113ldkbp5d2xas;1;27,7;47,6;2024-08-22T00:26:14.607Z;2024-08-22T00:26:16Z;[{'id': 5163349513, 'qualifierId': 212, 'value': '14.0'}, {'id': 5163349515, 'qualifierId': 213, 'value': '1.23'}, {'id': 5163349509, 'qualifierId': 140, 'value': '32.2'}, {'id': 5163349507, 'qualifierId': 56, 'value': 'Back'}, {'id': 5163349511, 'qualifierId': 141, 'value': '67.0'}];cz98wcy8nq9hqncb2z33p4hec;D. Mawing;;;bzxivr33jhmizbymk316otj4k;Pass;;;;;;;;;;;1,23;67,0;14,0;;32,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;32,2;67,0;;;;;;;;0;22;1;Houston Dynamo II;1321;DC;1,0
2711623943;213;1;1;22;3;1pc6sx2h4rp113ldkbp5d2xas;1;32,9;68,2;2024-08-22T00:26:16.543Z;2024-08-22T00:26:19Z;[{'id': 5163349555, 'qualifierId': 56, 'value': 'Back'}, {'id': 5163349563, 'qualifierId': 213, 'value': '4.35'}, {'id': 5163349559, 'qualifierId': 141, 'value': '48.1'}, {'id': 5163349557, 'qualifierId': 140, 'value': '27.9'}, {'id': 5163349561, 'qualifierId': 212, 'value': '14.6'}];2pka62t1zg04jwkcx6zbc4wlw;F. McRobb;;;bzxivr33jhmizbymk316otj4k;Pass;;;;;;;;;;;4,35;48,1;14,6;;27,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;27,9;48,1;;;;;;;;0;22;3;Houston Dynamo II;1323;DC;1,0
2711623945;214;1;1;22;6;1pc6sx2h4rp113ldkbp5d2xas;0;28,0;46,4;2024-08-22T00:26:19.743Z;2024-08-22T00:26:20Z;[{'id': 5163349569, 'qualifierId': 56, 'value': 'Back'}, {'id': 5163349575, 'qualifierId': 212, 'value': '3.7'}, {'id': 5163349577, 'qualifierId': 213, 'value': '5.47'}, {'id': 5163349571, 'qualifierId': 140, 'value': '30.4'}, {'id': 5163349573, 'qualifierId': 141, 'value': '42.5'}];cz98wcy8nq9hqncb2z33p4hec;D. Mawing;;;bzxivr33jhmizbymk316otj4k;Pass;;;;;;;;;;;5,47;42,5;3,7;;30,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1pc6sx2h4rp113ldkbp5d2xas;Minnesota United II;away;30,4;42,5;;;;;;;;0;22;6;Houston Dynamo II;1326;DC;1,0
2711623949;191;61;1;22;7;7pmw399vh2v44cjle4fkklp1w;1;68,8;66,8;2024-08-22T00:26:20.897Z;2024-08-22T00:26:21Z;[{'id': 5163349583, 'qualifierId': 56, 'value': 'Center'}];60ej9rpig6xzj1d80w0ki92i;G. Segal;;;bzxivr33jhmizbymk316otj4k;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;;0;22;7;Minnesota United II;1327;FW;1,0
2711623953;192;49;1;22;9;7pmw399vh2v44cjle4fkklp1w;1;66,8;68,9;2024-08-22T00:26:22.286Z;2024-08-22T00:26:22Z;[];7qt4r82kyz05r8kd8cmdh1xqs;O. Sylla;;;bzxivr33jhmizbymk316otj4k;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;;;;;;;;0;22;9;Minnesota United II;1329;AML;1,0
2711623971;193;1;1;22;13;7pmw399vh2v44cjle4fkklp1w;1;84,3;61,5;2024-08-22T00:26:26.405Z;2024-08-22T00:26:46Z;[{'id': 5163349695, 'qualifierId': 140, 'value': '88.5'}, {'id': 5163350099, 'qualifierId': 210, 'value': '15'}, {'id': 5163349693, 'qualifierId': 56, 'value': 'Center'}, {'id': 5163349699, 'qualifierId': 212, 'value': '8.0'}, {'id': 5163350101, 'qualifierId': 154}, {'id': 5163349701, 'qualifierId': 213, 'value': '0.99'}, {'id': 5163349697, 'qualifierId': 141, 'value': '71.4'}];7qt4r82kyz05r8kd8cmdh1xqs;O. Sylla;1,0;;bzxivr33jhmizbymk316otj4k;Pass;;;;;;;;;;;0,99;71,4;8,0;;88,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;15,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;88,5;71,4;;;;;;;;0;22;13;Minnesota United II;1333;AML;1,0
2711623973;194;15;1;22;14;7pmw399vh2v44cjle4fkklp1w;1;88,5;71,4;2024-08-22T00:26:27.814Z;2024-08-22T00:26:47Z;[{'id': 5163350111, 'qualifierId': 55, 'value': '193'}, {'id': 5163350117, 'qualifierId': 103, 'value': '3.8'}, {'id': 5163350103, 'qualifierId': 120}, {'id': 5163349705, 'qualifierId': 22}, {'id': 5163350119, 'qualifierId': 215}, {'id': 5163350105, 'qualifierId': 76}, {'id': 5163350123, 'qualifierId': 146, 'value': '99.0'}, {'id': 5163350125, 'qualifierId': 147, 'value': '51.8'}, {'id': 5163349707, 'qualifierId': 64}, {'id': 5163350107, 'qualifierId': 29}, {'id': 5163349857, 'qualifierId': 20}, {'id': 5163350121, 'qualifierId': 328}, {'id': 5163350129, 'qualifierId': 233, 'value': '215'}, {'id': 5163349709, 'qualifierId': 56, 'value': 'Center'}, {'id': 5163350115, 'qualifierId': 102, 'value': '52.2'}, {'id': 5163350109, 'qualifierId': 154}];60ej9rpig6xzj1d80w0ki92i;G. Segal;;;bzxivr33jhmizbymk316otj4k;Attempt Saved;;;;;;;;;;;;;;;;;;;215,0;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;52,2;1,0;3,8;;193,0;;;;51,8;;;;;99,0;;;;;;;;;;;;;;;;;1,0;1,0;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7pmw399vh2v44cjle4fkklp1w;Houston Dynamo II;home;;;99,0;51,8;52,2;3.8;193,0;7qt4r82kyz05r8kd8cmdh1xqs;;0;22;14;Minnesota United II;1334;FW;1,0
