id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamPlayerFormation;value_TeamKit;value_TeamFormation;value_Resume;value_JerseyNumber;value_PlayerPosition;value_Involved;value_Captain;value_DirectionOfPlay;value_KickOff;value_PassEndY;value_Angle;value_Length;value_Zone;value_PassEndX;value_TouchTypeControl;value_OppositeRelatedEventId;value_Defensive;value_TakeOnSpace;value_Offensive;value_Chipped;value_LongBall;value_Assist;value_LowLeft;value_GkX;value_GkY;value_RightFooted;value_Blocked;value_RegularPlay;value_Assisted;value_BlockedX;value_BlockedY;value_RelatedEventId;value_GoalmouthZ;value_GoalmouthY;value_IndividualPlay;value_OutOfBoxCentre;value_DefBlock;value_TakeOnOvertake;value_OutOfPlay;value_TouchTypeClearance;value_NextEventThrowIn;value_ThrowIn;value_Launch;value_HeadPass;value_LowGkIntervention;value_KeeperThrow;value_IntendedTackleTarget;value_ShirtPull/Holding;value_Direct;value_Foul;value_FreeKickTaken;value_OutSwinger;value_Cross;value_AttemptedTackle;value_DeletedEventType;value_NextEventGoalKick;value_GoalKick;value_High;value_IntentionalAssist;value_BoxCentre;value_BigChance;value_LowCentre;value_LeftFooted;value_FirstTouch;value_SixYardBlocked;value_Left;value_InSwinger;value_CornerTaken;value_HighClaim;value_HighGkIntervention;value_BlockedPass;value_TouchTypePass;value_FastBreak;value_Right;value_FromCorner;value_Head;value_Shove/Push;value_LayOff;value_Low;value_CloseRightAndHigh;value_BoxRight;value_NotVisible;value_Volley;value_HighRight;value_BoxDeepRight;value_Caught;value_MediumGkIntervention;value_Hands;value_Diving;value_OverArm;value_PullBack;value_ParriedDanger;value_Feet;value_BlockedClearance;value_GkHoof;value_BlockedCross;value_ThroughBall;value_Standing;value_Stooping;value_ParriedSafe;value_AerialFoul;value_SavedOffLine;value_LastLine;value_NotAssisted;value_HitBar;value_BoxLeft;value_HitWoodwork;value_GkXTimeOfGoal;value_FantasyAssistType;value_FantasyAssistedBy;value_GoalShotGameClock;value_FantasyAssistId;value_LowRight;value_SmallBoxRight;value_GoalShotTimestamp;value_GkYTimeOfGoal;value_FantasyAssistTeam;value_YellowCard;value_ExcessiveCelebration;value_SwitchOfPlay;value_BlockByHand;value_Penalty;value_PenaltyTakerId;value_Handball;value_Second(2Nd)OppositeRelatedEventId;value_CausingPlayer;value_Scored;value_Minutes;value_CloseHigh;value_FlickOn;value_EndType;value_TimeWasting;value_PlayersCaughtOffside;value_Indirect;value_Overrun;value_Defensive1V1;value_RecklessOffence;value_OverhitCross;value_HighLeft;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_GkKickFromHands;value_Strong;value_OtherBodyPart;value_CloseRight;value_Collected;value_SwerveLeft;value_35Centre;value_TacticalFoul;value_Unchallenged;value_CaptainChange;value_FairPlay;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2732031923;1;34;16;0;0;dqx48fglv1l96cyrmjdod0xec;1;0,0;0,0;2024-10-06T19:17:41.495Z;2024-10-06T20:14:03Z;[{'id': 5275022819, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5275216637, 'qualifierId': 197, 'value': '15030'}, {'id': 5275022817, 'qualifierId': 130, 'value': '8'}, {'id': 5275022821, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5275022815, 'qualifierId': 59, 'value': '31, 33, 70, 98, 50, 40, 64, 49, 46, 85, 41, 72, 55, 59, 43, 56, 42, 61, 78, 65'}, {'id': 5275022813, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5275022811, 'qualifierId': 30, 'value': 'brbc088u7sq9wh9d9gkonn5gq, 2dqtrnq0k1fphyw71yh41gvtg, cnskozf15ladiqa70l9uo920a, 1extjwx4b7nlpu8fm6526dsrt, 9ulwk81vyj5rbz88h62i2ejv8, 910fd7rfysvvfzp2s1ywna5pm, 632mpv8dpnxjm69f8ip1e4l5g, 3dyn7hheqvs3gm3m84jrra9lg, 9k050zmkegfu3gdw2b4g4uwwk, e9jko5f45qmjw3va7cp05l5w4, 5jigl7kp5d2i5ws1602jm7n1m, bbnk87q7t8pahznohwjjcvu5m, 37vbc16ejxmfkssydcdxq69zo, 9gswafduy82n4o6f0uk0khhck, dpedfgxin5nc4qmziaokpmiy2, 92oqt9q51us5rpmqmvvrdso6i, 276kl5oc1k19y1linbxml0xec, c51ttt2cn2mguvgay18wfgzdg, a7g8qfuyirsvuux6f2ffmyyok, 4ke1e5h3gt66su5fs4bk74178'}, {'id': 5275270363, 'qualifierId': 194, 'value': '9ulwk81vyj5rbz88h62i2ejv8'}];;;;;oimowmhzqaol8ltvcl2tfdas;Team set up;;15030,0;8,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;0;0;Tacoma Defiance;0;;
2732033295;1;34;16;0;0;5icuo8utnztpsd9l03gdd68dl;1;0,0;0,0;2024-10-06T19:19:03.111Z;2024-10-06T20:39:52Z;[{'id': 5275402717, 'qualifierId': 194, 'value': 'ez0t0pl5qxy0sa3zp1l77sjro'}, {'id': 5275030159, 'qualifierId': 30, 'value': 'bdrs643l8uzj01plxa25wncdm, 7mnh4dln104xhunf6u9f2546i, 3007iihmvmlzgpgtxri3v3hg4, 8khtu1w0lp1f5d5t4zmfxiei, e1e506479mqo8j3geie6amuj8, e2t6sxwsa5ll4zvsxh96512zu, e5oov2tctv9yrbh5uldfyrey2, ez0t0pl5qxy0sa3zp1l77sjro, b0xuwec3m6rvxwx7gygv34o6i, s9a51dj3nkad2e53b2jbgl5g, chiwsyjdyk4sn4vxqu9mdr0x6, 4s56s6f9nw96wergw7ix5zp0q, 5jal3zhkwodffivsq89wfd15g, 5rcj1mef6u2jbosy1urou0d7t, do5nsl65m35sog9vcp0j3kbh0, 2iusvkm9t8r1widsfvbesnjf8, dil2b9u1omrsdbxba5swbe9gq, 9fbj8njpn0q6j87le4rnafjf8, 3y5rrahty1k0l1hnww3bcozmy'}, {'id': 5275030167, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5275030165, 'qualifierId': 130, 'value': '8'}, {'id': 5275030163, 'qualifierId': 59, 'value': '29, 33, 96, 77, 39, 83, 99, 37, 81, 90, 27, 32, 80, 30, 97, 85, 35, 36, 95'}, {'id': 5275030161, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5275215491, 'qualifierId': 197, 'value': '3515'}, {'id': 5275030169, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}];;;;;oimowmhzqaol8ltvcl2tfdas;Team set up;;3515,0;8,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;;;;;;;;;;0;0;0;St. Louis City II;0;;
2732067481;2;32;1;0;0;dqx48fglv1l96cyrmjdod0xec;1;0,0;0,0;2024-10-06T20:03:39.123Z;2024-10-11T07:25:23Z;[{'id': 5275215483, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;oimowmhzqaol8ltvcl2tfdas;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;;0;0;0;Tacoma Defiance;0;;
2732067507;2;32;1;0;0;5icuo8utnztpsd9l03gdd68dl;1;0,0;0,0;2024-10-06T20:03:39.123Z;2024-10-06T20:03:41Z;[{'id': 5275215633, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;oimowmhzqaol8ltvcl2tfdas;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;;;;;;;;;;0;0;0;St. Louis City II;0;;
2732067551;3;1;1;0;0;5icuo8utnztpsd9l03gdd68dl;1;49,9;50,0;2024-10-06T20:03:39.124Z;2024-10-06T20:03:45Z;[{'id': 5275215957, 'qualifierId': 279, 'value': 'S'}, {'id': 5275215951, 'qualifierId': 141, 'value': '62.0'}, {'id': 5275215955, 'qualifierId': 213, 'value': '2.84'}, {'id': 5275215953, 'qualifierId': 212, 'value': '27.9'}, {'id': 5275215947, 'qualifierId': 56, 'value': 'Back'}, {'id': 5275215949, 'qualifierId': 140, 'value': '24.5'}];b0xuwec3m6rvxwx7gygv34o6i;G. Miglietti;;;oimowmhzqaol8ltvcl2tfdas;Pass;;;;;;;;;;;62,0;2,84;27,9;;24,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;24,5;62,0;;;;;;;;0;0;0;St. Louis City II;0;FW;1,0
2732067581;4;1;1;0;5;5icuo8utnztpsd9l03gdd68dl;1;24,5;61,8;2024-10-06T20:03:45.070Z;2024-10-06T20:03:48Z;[{'id': 5275216187, 'qualifierId': 140, 'value': '24.7'}, {'id': 5275216185, 'qualifierId': 56, 'value': 'Back'}, {'id': 5275216193, 'qualifierId': 213, 'value': '4.73'}, {'id': 5275216191, 'qualifierId': 212, 'value': '13.9'}, {'id': 5275216189, 'qualifierId': 141, 'value': '41.3'}];e2t6sxwsa5ll4zvsxh96512zu;E. Katsaros;;;oimowmhzqaol8ltvcl2tfdas;Pass;;;;;;;;;;;41,3;4,73;13,9;;24,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;24,7;41,3;;;;;;;;0;0;5;St. Louis City II;5;DC;1,0
2732067611;5;1;1;0;8;5icuo8utnztpsd9l03gdd68dl;1;28,8;41,0;2024-10-06T20:03:48.030Z;2024-10-06T20:03:50Z;[{'id': 5275216367, 'qualifierId': 140, 'value': '20.5'}, {'id': 5275216365, 'qualifierId': 56, 'value': 'Back'}, {'id': 5275216371, 'qualifierId': 212, 'value': '19.8'}, {'id': 5275216373, 'qualifierId': 213, 'value': '2.03'}, {'id': 5275216369, 'qualifierId': 141, 'value': '67.2'}];ez0t0pl5qxy0sa3zp1l77sjro;S. Brunell;;;oimowmhzqaol8ltvcl2tfdas;Pass;;;;;;;;;;;67,2;2,03;19,8;;20,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;20,5;67,2;;;;;;;;0;0;8;St. Louis City II;8;MC;1,0
2732067623;6;1;1;0;11;5icuo8utnztpsd9l03gdd68dl;1;20,6;67,2;2024-10-06T20:03:50.254Z;2024-10-06T20:03:52Z;[{'id': 5275216483, 'qualifierId': 213, 'value': '3.92'}, {'id': 5275216481, 'qualifierId': 212, 'value': '20.2'}, {'id': 5275216479, 'qualifierId': 141, 'value': '46.3'}, {'id': 5275216477, 'qualifierId': 140, 'value': '6.9'}, {'id': 5275216475, 'qualifierId': 56, 'value': 'Back'}];e2t6sxwsa5ll4zvsxh96512zu;E. Katsaros;;;oimowmhzqaol8ltvcl2tfdas;Pass;;;;;;;;;;;46,3;3,92;20,2;;6,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;6,9;46,3;;;;;;;;0;0;11;St. Louis City II;11;DC;1,0
2732067663;7;1;1;0;12;5icuo8utnztpsd9l03gdd68dl;1;6,9;46,3;2024-10-06T20:03:52.062Z;2024-10-06T20:03:55Z;[{'id': 5275216661, 'qualifierId': 213, 'value': '4.75'}, {'id': 5275216657, 'qualifierId': 141, 'value': '24.1'}, {'id': 5275216659, 'qualifierId': 212, 'value': '15.1'}, {'id': 5275216653, 'qualifierId': 56, 'value': 'Back'}, {'id': 5275216655, 'qualifierId': 140, 'value': '7.4'}];bdrs643l8uzj01plxa25wncdm;J. Castro;;;oimowmhzqaol8ltvcl2tfdas;Pass;;;;;;;;;;;24,1;4,75;15,1;;7,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;7,4;24,1;;;;;;;;0;0;12;St. Louis City II;12;GK;1,0
2732067683;8;1;1;0;16;5icuo8utnztpsd9l03gdd68dl;1;9,9;17,6;2024-10-06T20:03:55.230Z;2024-10-06T20:03:57Z;[{'id': 5275216727, 'qualifierId': 213, 'value': '5.54'}, {'id': 5275216721, 'qualifierId': 140, 'value': '19.7'}, {'id': 5275216723, 'qualifierId': 141, 'value': '3.8'}, {'id': 5275216725, 'qualifierId': 212, 'value': '13.9'}, {'id': 5275216719, 'qualifierId': 56, 'value': 'Back'}];e1e506479mqo8j3geie6amuj8;S. Hawkins;;;oimowmhzqaol8ltvcl2tfdas;Pass;;;;;;;;;;;3,8;5,54;13,9;;19,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;away;19,7;3,8;;;;;;;;0;0;16;St. Louis City II;16;DL;1,0
