id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_Captain;value_PlayerPosition;value_TeamPlayerFormation;value_TeamFormation;value_JerseyNumber;value_TeamKit;value_Resume;value_Involved;value_DirectionOfPlay;value_PassEndX;value_PassEndY;value_Angle;value_Length;value_KickOff;value_Zone;value_Launch;value_LongBall;value_LowGkIntervention;value_KeeperThrow;value_LayOff;value_FlickOn;value_DeletedEventType;value_OppositeRelatedEventId;value_Defensive;value_TouchTypeControl;value_Offensive;value_Direct;value_AttemptedTackle;value_Foul;value_FreeKickTaken;value_SwitchOfPlay;value_Chipped;value_Head;value_HeadPass;value_TakeOnOvertake;value_IntendedTackleTarget;value_NextEventThrowIn;value_ThrowIn;value_TouchTypePass;value_TakeOnSpace;value_Defensive1V1;value_OutOfPlay;value_Right;value_Left;value_InSwinger;value_LeftFooted;value_CornerTaken;value_Cross;value_Shove/Push;value_RelatedEventId;value_TacticalFoul;value_YellowCard;value_RightFooted;value_NextEventGoalKick;value_Low;value_GoalKick;value_TouchTypeClearance;value_BlockedPass;value_Assist;value_BoxRight;value_GkY;value_Assisted;value_GkX;value_GoalmouthY;value_RegularPlay;value_GoalmouthZ;value_IndividualPlay;value_DefBlock;value_ShirtPull/Holding;value_InjuredPlayerId;value_Injury;value_OverArm;value_BlockedX;value_BlockedY;value_OutOfBoxCentre;value_HighCentre;value_Reaching;value_Fingertip;value_Hands;value_HighGkIntervention;value_IntentionalAssist;value_OutSwinger;value_BoxCentre;value_FromCorner;value_Volley;value_FirstTouch;value_BigChance;value_LowCentre;value_Feet;value_Stooping;value_ParriedSafe;value_SetPiece;value_GkYTimeOfGoal;value_GoalShotGameClock;value_GoalShotTimestamp;value_GkXTimeOfGoal;value_PullBack;value_Diving;value_ParriedDanger;value_MediumGkIntervention;value_PlayersCaughtOffside;value_Indirect;value_BoxLeft;value_Collected;value_NotVisible;value_ThroughBall;value_Overrun;value_NotPastGoalLine;value_FollowsShotRebound;value_Minutes;value_RecklessOffence;value_Dissent;value_EndType;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_LowLeft;value_LowRight;value_HighClaim;value_FastBreak;value_35Centre;value_Standing;value_GkStart;value_HighRight;value_BlockedCross;value_Blocked;value_DrivenCross;value_Straight;value_RefereeStop;value_WeatherProblem;value_ClockAffecting;value_NotAssisted;value_HighLeft;value_High;value_AerialFoul;value_1On1;value_GkKickFromHands;value_BlockedClearance;value_HitWoodwork;value_HitRightPost;value_PenaltyTakerId;value_Penalty;value_Missed;value_CausingPlayer;value_Second(2Nd)OppositeRelatedEventId;value_GoesToPenalties;value_Scored;value_Saved;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2716865857;121;1;1;11;56;99l7fsj6ykgbyqcb9zqqu9dgq;1;48,5;3,8;2024-09-02T01:01:56.599Z;2024-09-02T01:01:58Z;[{'id': 5192060411, 'qualifierId': 140, 'value': '66.6'}, {'id': 5192060409, 'qualifierId': 56, 'value': 'Right'}, {'id': 5192060415, 'qualifierId': 212, 'value': '19.0'}, {'id': 5192060413, 'qualifierId': 141, 'value': '3.0'}, {'id': 5192060417, 'qualifierId': 213, 'value': '6.25'}];1j010cibh247p8kjchww6ny3u;N. Gordon;;;f2zlw7uedqzyikhx5derov9jo;Pass;;;;;;;;;;66,6;3,0;6,25;19,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;66,6;3,0;;;;;;;;0;11;56;Colorado Rapids II;716;MC;1,0
2716865867;122;1;1;11;58;99l7fsj6ykgbyqcb9zqqu9dgq;1;66,6;3,0;2024-09-02T01:01:58.630Z;2024-09-02T01:02:01Z;[{'id': 5192060489, 'qualifierId': 212, 'value': '14.7'}, {'id': 5192060491, 'qualifierId': 213, 'value': '2.37'}, {'id': 5192060485, 'qualifierId': 140, 'value': '56.6'}, {'id': 5192060483, 'qualifierId': 56, 'value': 'Right'}, {'id': 5192060487, 'qualifierId': 141, 'value': '18.1'}];rtca480n5ehey5ffvt8nudck;H. Endeley;;;f2zlw7uedqzyikhx5derov9jo;Pass;;;;;;;;;;56,6;18,1;2,37;14,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;56,6;18,1;;;;;;;;0;11;58;Colorado Rapids II;718;DR;1,0
2716865909;123;1;1;12;1;99l7fsj6ykgbyqcb9zqqu9dgq;1;56,3;18,3;2024-09-02T01:02:00.998Z;2024-09-02T01:02:07Z;[{'id': 5192060733, 'qualifierId': 140, 'value': '68.3'}, {'id': 5192060731, 'qualifierId': 56, 'value': 'Center'}, {'id': 5192060739, 'qualifierId': 213, 'value': '0.36'}, {'id': 5192060737, 'qualifierId': 212, 'value': '13.5'}, {'id': 5192060735, 'qualifierId': 141, 'value': '25.3'}];74rnjizxzn5a0oag6sue0ja7e;C. Sainté;;;f2zlw7uedqzyikhx5derov9jo;Pass;;;;;;;;;;68,3;25,3;0,36;13,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;68,3;25,3;;;;;;;;0;12;1;Colorado Rapids II;721;MC;1,0
2716865919;124;3;1;12;6;99l7fsj6ykgbyqcb9zqqu9dgq;0;75,7;31,5;2024-09-02T01:02:06.782Z;2024-09-05T11:31:34Z;[{'id': 5192060793, 'qualifierId': 56, 'value': 'Center'}, {'id': 5196297741, 'qualifierId': 233, 'value': '736'}, {'id': 5196223247, 'qualifierId': 464}, {'id': 5196223231, 'qualifierId': 286}];19ckwd2oz9uyfjznuq2c41btg;T. Scott;;;f2zlw7uedqzyikhx5derov9jo;Take On;;;;;;;;;;;;;;;;;;;;;;;736,0;;;1,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;;0;12;6;Colorado Rapids II;726;FW;1,0
2717615473;736;7;1;12;6;iiolvosiuokkrl5iuoxcjo4p;1;24,3;68,5;2024-09-02T01:02:06.783Z;2024-09-05T11:31:33Z;[{'id': 5196223383, 'qualifierId': 384}, {'id': 5196223381, 'qualifierId': 285}, {'id': 5196223379, 'qualifierId': 56, 'value': 'Back'}, {'id': 5196297737, 'qualifierId': 233, 'value': '124'}];8p3y7tm4lzwp39tojonnohaay;N. Jones;;;f2zlw7uedqzyikhx5derov9jo;Tackle;;;;;;;;;;;;;;;;;;;;;;;124,0;1,0;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;;;;;;;;;;0;12;6;North Texas;726;DC;1,0
2716865923;104;12;1;12;8;iiolvosiuokkrl5iuoxcjo4p;1;6,0;70,4;2024-09-02T01:02:07.896Z;2024-09-05T06:34:22Z;[{'id': 5192060809, 'qualifierId': 56, 'value': 'Back'}, {'id': 5192060815, 'qualifierId': 212, 'value': '21.8'}, {'id': 5192060811, 'qualifierId': 140, 'value': '10.0'}, {'id': 5192060817, 'qualifierId': 213, 'value': '1.38'}, {'id': 5192060849, 'qualifierId': 167}, {'id': 5192060813, 'qualifierId': 141, 'value': '100.0'}];a9w6952jyw6x83gxp94zs8ro4;J. Belluz;;;f2zlw7uedqzyikhx5derov9jo;Clearance;;;;;;;;;;10,0;100,0;1,38;21,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;10,0;100,0;;;;;;;;0;12;8;North Texas;728;DL;1,0
2716865927;105;5;1;12;8;iiolvosiuokkrl5iuoxcjo4p;0;8,5;101,8;2024-09-02T01:02:08.786Z;2024-09-02T01:05:29Z;[{'id': 5192060837, 'qualifierId': 56, 'value': 'Back'}, {'id': 5192061295, 'qualifierId': 233, 'value': '125'}, {'id': 5192060839, 'qualifierId': 347}];a9w6952jyw6x83gxp94zs8ro4;J. Belluz;;;f2zlw7uedqzyikhx5derov9jo;Out;;;;;;;;;;;;;;;;;;;;;;;125,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;;;;;;;;;;0;12;8;North Texas;728;DL;1,0
2716866011;125;5;1;12;8;99l7fsj6ykgbyqcb9zqqu9dgq;1;91,5;-1,8;2024-09-02T01:02:08.786Z;2024-09-02T01:05:29Z;[{'id': 5192061287, 'qualifierId': 233, 'value': '105'}, {'id': 5192061269, 'qualifierId': 347}, {'id': 5192061267, 'qualifierId': 56, 'value': 'Right'}];19ckwd2oz9uyfjznuq2c41btg;T. Scott;;;f2zlw7uedqzyikhx5derov9jo;Out;;;;;;;;;;;;;;;;;;;;;;;105,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;;0;12;8;Colorado Rapids II;728;FW;1,0
2716866019;126;1;1;12;23;99l7fsj6ykgbyqcb9zqqu9dgq;1;92,1;0,0;2024-09-02T01:02:23.527Z;2024-09-02T01:02:26Z;[{'id': 5192061339, 'qualifierId': 141, 'value': '18.6'}, {'id': 5192061341, 'qualifierId': 212, 'value': '13.8'}, {'id': 5192061335, 'qualifierId': 56, 'value': 'Right'}, {'id': 5192061333, 'qualifierId': 107}, {'id': 5192061343, 'qualifierId': 213, 'value': '1.85'}, {'id': 5192061337, 'qualifierId': 140, 'value': '88.5'}];rtca480n5ehey5ffvt8nudck;H. Endeley;;;f2zlw7uedqzyikhx5derov9jo;Pass;;;;;;;;;;88,5;18,6;1,85;13,8;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;88,5;18,6;;;;;;;;0;12;23;Colorado Rapids II;743;DR;1,0
2716866043;127;1;1;12;26;99l7fsj6ykgbyqcb9zqqu9dgq;1;91,6;14,3;2024-09-02T01:02:25.926Z;2024-09-02T01:02:29Z;[{'id': 5192061465, 'qualifierId': 141, 'value': '9.3'}, {'id': 5192061467, 'qualifierId': 212, 'value': '3.4'}, {'id': 5192061461, 'qualifierId': 56, 'value': 'Right'}, {'id': 5192061469, 'qualifierId': 213, 'value': '4.71'}, {'id': 5192061463, 'qualifierId': 140, 'value': '91.6'}];74rnjizxzn5a0oag6sue0ja7e;C. Sainté;;;f2zlw7uedqzyikhx5derov9jo;Pass;;;;;;;;;;91,6;9,3;4,71;3,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;91,6;9,3;;;;;;;;0;12;26;Colorado Rapids II;746;MC;1,0
2716866055;106;45;1;12;32;iiolvosiuokkrl5iuoxcjo4p;0;14,2;89,6;2024-09-02T01:02:32.152Z;2024-09-05T11:31:35Z;[{'id': 5196297765, 'qualifierId': 233, 'value': '128'}, {'id': 5192061537, 'qualifierId': 285}, {'id': 5192061535, 'qualifierId': 56, 'value': 'Back'}];ew8oodr9hiuqve7xlz24xznfu;M. Vargas;;;f2zlw7uedqzyikhx5derov9jo;Challenge;;;;;;;;;;;;;;;;;;;;;;;128,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;iiolvosiuokkrl5iuoxcjo4p;Colorado Rapids II;away;;;;;;;;;;0;12;32;North Texas;752;FWL;1,0
2716866053;128;3;1;12;32;99l7fsj6ykgbyqcb9zqqu9dgq;1;85,8;10,4;2024-09-02T01:02:32.152Z;2024-09-05T11:31:34Z;[{'id': 5196297761, 'qualifierId': 233, 'value': '106'}, {'id': 5192061533, 'qualifierId': 286}, {'id': 5192061531, 'qualifierId': 56, 'value': 'Right'}, {'id': 5196223659, 'qualifierId': 464}];rtca480n5ehey5ffvt8nudck;H. Endeley;;;f2zlw7uedqzyikhx5derov9jo;Take On;;;;;;;;;;;;;;;;;;;;;;;106,0;;;1,0;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;;0;12;32;Colorado Rapids II;752;DR;1,0
2717615541;1012;1;1;12;33;99l7fsj6ykgbyqcb9zqqu9dgq;1;72,7;18,2;2024-09-02T01:02:32.892Z;2024-09-05T06:37:25Z;[{'id': 5196223921, 'qualifierId': 56, 'value': 'Right'}, {'id': 5196223929, 'qualifierId': 213, 'value': '4.83'}, {'id': 5196223923, 'qualifierId': 140, 'value': '73.3'}, {'id': 5196223925, 'qualifierId': 141, 'value': '10.1'}, {'id': 5196223927, 'qualifierId': 212, 'value': '5.5'}];rtca480n5ehey5ffvt8nudck;H. Endeley;;;f2zlw7uedqzyikhx5derov9jo;Pass;;;;;;;;;;73,3;10,1;4,83;5,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;73,3;10,1;;;;;;;;0;12;33;Colorado Rapids II;753;DR;1,0
2716866101;129;1;1;12;39;99l7fsj6ykgbyqcb9zqqu9dgq;1;88,5;3,9;2024-09-02T01:02:39.238Z;2024-09-05T06:37:26Z;[{'id': 5192061807, 'qualifierId': 212, 'value': '18.9'}, {'id': 5192061805, 'qualifierId': 141, 'value': '1.5'}, {'id': 5192061803, 'qualifierId': 140, 'value': '70.6'}, {'id': 5192061801, 'qualifierId': 56, 'value': 'Right'}, {'id': 5192061809, 'qualifierId': 213, 'value': '3.23'}];19ckwd2oz9uyfjznuq2c41btg;T. Scott;;;f2zlw7uedqzyikhx5derov9jo;Pass;;;;;;;;;;70,6;1,5;3,23;18,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;70,6;1,5;;;;;;;;0;12;39;Colorado Rapids II;759;FW;1,0
2716866105;130;1;1;12;40;99l7fsj6ykgbyqcb9zqqu9dgq;1;70,6;1,5;2024-09-02T01:02:40.053Z;2024-09-02T01:02:41Z;[{'id': 5192061839, 'qualifierId': 140, 'value': '77.3'}, {'id': 5192061843, 'qualifierId': 212, 'value': '18.0'}, {'id': 5192061841, 'qualifierId': 141, 'value': '25.9'}, {'id': 5192061845, 'qualifierId': 213, 'value': '1.17'}, {'id': 5192061837, 'qualifierId': 56, 'value': 'Center'}];1j010cibh247p8kjchww6ny3u;N. Gordon;;;f2zlw7uedqzyikhx5derov9jo;Pass;;;;;;;;;;77,3;25,9;1,17;18,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;77,3;25,9;;;;;;;;0;12;40;Colorado Rapids II;760;MC;1,0
2716866115;131;1;1;12;41;99l7fsj6ykgbyqcb9zqqu9dgq;1;77,3;25,9;2024-09-02T01:02:41.399Z;2024-09-02T01:02:42Z;[{'id': 5192061883, 'qualifierId': 141, 'value': '17.8'}, {'id': 5192061889, 'qualifierId': 213, 'value': '3.43'}, {'id': 5192061879, 'qualifierId': 56, 'value': 'Right'}, {'id': 5192061881, 'qualifierId': 140, 'value': '59.4'}, {'id': 5192061885, 'qualifierId': 212, 'value': '19.6'}];akgtib8zyv5lrvh9mxunj2rdg;T. Pondeca;;;f2zlw7uedqzyikhx5derov9jo;Pass;;;;;;;;;;59,4;17,8;3,43;19,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;59,4;17,8;;;;;;;;0;12;41;Colorado Rapids II;761;MC;1,0
2717615587;1013;1;1;12;41;99l7fsj6ykgbyqcb9zqqu9dgq;1;55,6;15,9;2024-09-02T01:02:41.692Z;2024-09-05T06:38:42Z;[{'id': 5196224109, 'qualifierId': 141, 'value': '14.4'}, {'id': 5196224105, 'qualifierId': 56, 'value': 'Back'}, {'id': 5196224111, 'qualifierId': 212, 'value': '14.3'}, {'id': 5196224107, 'qualifierId': 140, 'value': '42.0'}, {'id': 5196224113, 'qualifierId': 213, 'value': '3.21'}];14sld3djevxpcce9co1aqxn9w;N. Norris;;;f2zlw7uedqzyikhx5derov9jo;Pass;;;;;;;;;;42,0;14,4;3,21;14,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;42,0;14,4;;;;;;;;0;12;41;Colorado Rapids II;761;DC;1,0
2716866143;132;1;1;12;42;99l7fsj6ykgbyqcb9zqqu9dgq;1;59,4;17,8;2024-09-02T01:02:42.037Z;2024-09-02T01:02:45Z;[{'id': 5192062003, 'qualifierId': 213, 'value': '0.09'}, {'id': 5192062001, 'qualifierId': 212, 'value': '11.2'}, {'id': 5192061997, 'qualifierId': 140, 'value': '70.0'}, {'id': 5192061995, 'qualifierId': 56, 'value': 'Right'}, {'id': 5192061999, 'qualifierId': 141, 'value': '19.2'}];7al9w77ailhli8g487tkl32tw;M. Westergren;;;f2zlw7uedqzyikhx5derov9jo;Pass;;;;;;;;;;70,0;19,2;0,09;11,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;70,0;19,2;;;;;;;;0;12;42;Colorado Rapids II;762;DL;1,0
2716866145;133;61;1;12;45;99l7fsj6ykgbyqcb9zqqu9dgq;1;70,0;19,2;2024-09-02T01:02:45.190Z;2024-09-02T01:02:45Z;[{'id': 5192062011, 'qualifierId': 56, 'value': 'Right'}];rtca480n5ehey5ffvt8nudck;H. Endeley;;;f2zlw7uedqzyikhx5derov9jo;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;;0;12;45;Colorado Rapids II;765;DR;1,0
2716866153;134;1;1;12;46;99l7fsj6ykgbyqcb9zqqu9dgq;1;68,4;25,1;2024-09-02T01:02:46.615Z;2024-09-02T01:02:48Z;[{'id': 5192062055, 'qualifierId': 56, 'value': 'Right'}, {'id': 5192062059, 'qualifierId': 141, 'value': '9.1'}, {'id': 5192062063, 'qualifierId': 213, 'value': '5.38'}, {'id': 5192062057, 'qualifierId': 140, 'value': '76.6'}, {'id': 5192062061, 'qualifierId': 212, 'value': '13.9'}];akgtib8zyv5lrvh9mxunj2rdg;T. Pondeca;;;f2zlw7uedqzyikhx5derov9jo;Pass;;;;;;;;;;76,6;9,1;5,38;13,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;76,6;9,1;;;;;;;;0;12;46;Colorado Rapids II;766;MC;1,0
2716866165;135;1;1;12;48;99l7fsj6ykgbyqcb9zqqu9dgq;1;76,6;9,1;2024-09-02T01:02:48.438Z;2024-09-02T01:02:52Z;[{'id': 5192062167, 'qualifierId': 212, 'value': '9.2'}, {'id': 5192062165, 'qualifierId': 141, 'value': '4.4'}, {'id': 5192062169, 'qualifierId': 213, 'value': '5.93'}, {'id': 5192062161, 'qualifierId': 56, 'value': 'Right'}, {'id': 5192062163, 'qualifierId': 140, 'value': '84.8'}];1j010cibh247p8kjchww6ny3u;N. Gordon;;;f2zlw7uedqzyikhx5derov9jo;Pass;;;;;;;;;;84,8;4,4;5,93;9,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;84,8;4,4;;;;;;;;0;12;48;Colorado Rapids II;768;MC;1,0
2716866183;136;1;1;12;52;99l7fsj6ykgbyqcb9zqqu9dgq;1;84,8;4,4;2024-09-02T01:02:51.958Z;2024-09-02T01:02:53Z;[{'id': 5192062265, 'qualifierId': 141, 'value': '4.3'}, {'id': 5192062267, 'qualifierId': 212, 'value': '12.3'}, {'id': 5192062261, 'qualifierId': 56, 'value': 'Right'}, {'id': 5192062269, 'qualifierId': 213, 'value': '3.15'}, {'id': 5192062263, 'qualifierId': 140, 'value': '73.1'}];akgtib8zyv5lrvh9mxunj2rdg;T. Pondeca;;;f2zlw7uedqzyikhx5derov9jo;Pass;;;;;;;;;;73,1;4,3;3,15;12,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;73,1;4,3;;;;;;;;0;12;52;Colorado Rapids II;772;MC;1,0
2716866193;137;1;1;12;53;99l7fsj6ykgbyqcb9zqqu9dgq;1;73,1;4,3;2024-09-02T01:02:53.734Z;2024-09-02T01:02:56Z;[{'id': 5192062335, 'qualifierId': 213, 'value': '2.55'}, {'id': 5192062329, 'qualifierId': 140, 'value': '67.4'}, {'id': 5192062331, 'qualifierId': 141, 'value': '10.2'}, {'id': 5192062333, 'qualifierId': 212, 'value': '7.2'}, {'id': 5192062327, 'qualifierId': 56, 'value': 'Right'}];74rnjizxzn5a0oag6sue0ja7e;C. Sainté;;;f2zlw7uedqzyikhx5derov9jo;Pass;;;;;;;;;;67,4;10,2;2,55;7,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;67,4;10,2;;;;;;;;0;12;53;Colorado Rapids II;773;MC;1,0
2716866201;138;1;1;12;56;99l7fsj6ykgbyqcb9zqqu9dgq;1;67,1;11,7;2024-09-02T01:02:56.358Z;2024-09-02T01:03:00Z;[{'id': 5192062403, 'qualifierId': 140, 'value': '56.5'}, {'id': 5192062409, 'qualifierId': 213, 'value': '2.14'}, {'id': 5192062401, 'qualifierId': 56, 'value': 'Center'}, {'id': 5192062405, 'qualifierId': 141, 'value': '37.5'}, {'id': 5192062407, 'qualifierId': 212, 'value': '20.8'}];rtca480n5ehey5ffvt8nudck;H. Endeley;;;f2zlw7uedqzyikhx5derov9jo;Pass;;;;;;;;;;56,5;37,5;2,14;20,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;56,5;37,5;;;;;;;;0;12;56;Colorado Rapids II;776;DR;1,0
