id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_PlayerPosition;value_TeamPlayerFormation;value_TeamKit;value_TeamFormation;value_Involved;value_Resume;value_JerseyNumber;value_Captain;value_DirectionOfPlay;value_Length;value_Zone;value_PassEndX;value_KickOff;value_Angle;value_PassEndY;value_LongBall;value_Launch;value_HeadPass;value_TouchTypePass;value_Direct;value_Offensive;value_OppositeRelatedEventId;value_Foul;value_AttemptedTackle;value_Defensive;value_IntentionalAssist;value_FreeKickTaken;value_Assist;value_ThroughBall;value_IntendedTackleTarget;value_RightFooted;value_GoalmouthZ;value_GoalmouthY;value_BlockedX;value_RelatedEventId;value_LowLeft;value_SetPiece;value_BlockedY;value_Assisted;value_SmallBoxLeft;value_LowGkIntervention;value_Sliding;value_ParriedSafe;value_Feet;value_DeletedEventType;value_Left;value_CornerTaken;value_Chipped;value_InSwinger;value_Cross;value_OutSwinger;value_LeftFooted;value_NextEventGoalKick;value_GoalKick;value_Low;value_TakeOnOvertake;value_TouchTypeClearance;value_LeadingToAttempt;value_NotAssisted;value_RegularPlay;value_LowCentre;value_RelatedError1Id;value_OutOfBoxCentre;value_IndividualPlay;value_Fumble;value_Hands;value_ParriedDanger;value_Stooping;value_TakeOnSpace;value_LayOff;value_BoxLeft;value_FirstTouch;value_HighClaim;value_HighGkIntervention;value_KeeperThrow;value_High;value_Head;value_Volley;value_GkY;value_GkX;value_MisHit;value_Handball;value_FreeKick;value_Blocked;value_ByWall;value_DefBlock;value_NextEventThrowIn;value_ThrowIn;value_BlockedPass;value_PullBack;value_FromCorner;value_OverArm;value_GkXTimeOfGoal;value_BigChance;value_BoxCentre;value_GkYTimeOfGoal;value_GoalShotTimestamp;value_GoalShotGameClock;value_LowRight;value_1On1;value_Standing;value_Overrun;value_OutOfPlay;value_HighRight;value_MediumGkIntervention;value_TouchTypeControl;value_Unchallenged;value_NotVisible;value_SwerveRight;value_CloseRight;value_PlayersCaughtOffside;value_InjuredPlayerId;value_Injury;value_Indirect;value_FantasyAssistTeam;value_FantasyAssistedBy;value_FantasyAssistId;value_SmallBoxCentre;value_FantasyAssistType;value_SwitchOfPlay;value_TempBlocked;value_Defensive1V1;value_ShirtPull/Holding;value_Shove/Push;value_YellowCard;value_RecklessOffence;value_Minutes;value_Straight;value_DrivenCross;value_Deflection;value_GkKickFromHands;value_EndType;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_CloseHigh;value_SwerveLeft;value_OverhitCross;value_Diving;value_Collected;value_Right;value_TacticalFoul;value_TimeWasting;value_CloseLeft;value_FlickOn;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2669535745;341;49;1;29;35;5b4ccd62yeeqdl2qk6jzsmjv8;1;55,0;44,6;2024-04-07T19:33:02.323Z;2024-04-07T19:33:02Z;[];37zynr7fwzqg4c9w5ydefywyy;A. González;;;c11ir4isnmebdy63ipfbay2ac;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;;;;;;;;;0;0;29;35;Toronto II;1775;MC;1,0
2669535803;342;1;1;29;36;5b4ccd62yeeqdl2qk6jzsmjv8;1;55,6;43,9;2024-04-07T19:33:02.498Z;2024-04-07T19:33:05Z;[{'id': 4933185629, 'qualifierId': 140, 'value': '62.4'}, {'id': 4933185643, 'qualifierId': 213, 'value': '1.01'}, {'id': 4933185639, 'qualifierId': 212, 'value': '13.4'}, {'id': 4933185625, 'qualifierId': 56, 'value': 'Center'}, {'id': 4933185633, 'qualifierId': 141, 'value': '60.5'}];37zynr7fwzqg4c9w5ydefywyy;A. González;;;c11ir4isnmebdy63ipfbay2ac;Pass;;;;;;;;;;13,4;;62,4;;1,01;60,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;62,4;60,5;;;;;;;0;0;29;36;Toronto II;1776;MC;1,0
2669535807;343;1;1;29;37;5b4ccd62yeeqdl2qk6jzsmjv8;0;63,6;54,6;2024-04-07T19:33:04.241Z;2024-04-07T21:12:14Z;[{'id': 4933185659, 'qualifierId': 212, 'value': '13.8'}, {'id': 4933185657, 'qualifierId': 141, 'value': '34.9'}, {'id': 4933185653, 'qualifierId': 56, 'value': 'Center'}, {'id': 4933185655, 'qualifierId': 140, 'value': '60.5'}, {'id': 4933185663, 'qualifierId': 213, 'value': '4.47'}];8r9uj94efpwgpyin2ol87z0us;M. Saad;;;c11ir4isnmebdy63ipfbay2ac;Pass;;;;;;;;;;13,8;;60,5;;4,47;34,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;60,5;34,9;;;;;;;0;0;29;37;Toronto II;1777;FW;1,0
2669535837;246;49;1;29;38;29nx7yxy1rdqv2oobqn5pjf8p;1;37,2;69,4;2024-04-07T19:33:05.113Z;2024-04-07T21:12:00Z;[];3wn0nn5q8g2mjzuc8yb4dvu2;M. Cimermancic;;;c11ir4isnmebdy63ipfbay2ac;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;;;;;;;;;0;0;29;38;Columbus Crew II;1778;DMC;1,0
2669535901;247;2;1;29;38;29nx7yxy1rdqv2oobqn5pjf8p;1;40,7;68,3;2024-04-07T19:33:05.332Z;2024-04-12T12:02:00Z;[{'id': 4933187351, 'qualifierId': 7, 'value': '7w2rw1jd8ouhu8bbvswvysu8k'}, {'id': 4933186245, 'qualifierId': 140, 'value': '63.0'}, {'id': 4933186247, 'qualifierId': 141, 'value': '74.8'}, {'id': 4933186243, 'qualifierId': 56, 'value': 'Center'}];3wn0nn5q8g2mjzuc8yb4dvu2;M. Cimermancic;;;c11ir4isnmebdy63ipfbay2ac;Offside Pass;;;;;;;;;;;;63,0;;;74,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;63,0;74,8;;;;;;;0;0;29;38;Columbus Crew II;1778;DMC;1,0
2669600657;1052;43;1;29;39;5b4ccd62yeeqdl2qk6jzsmjv8;1;0,0;0,0;2024-04-07T19:33:05.333Z;2024-04-12T12:02:11Z;[{'id': 4941706189, 'qualifierId': 144, 'value': '55'}];9elhnfsovx9efu5f92mkkls7o;C. Pearson;;;c11ir4isnmebdy63ipfbay2ac;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;55,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;;;;;;;;;0;0;29;39;Toronto II;1779;DC;1,0
2671123453;1063;55;1;29;39;5b4ccd62yeeqdl2qk6jzsmjv8;1;44,6;64,0;2024-04-07T19:33:05.333Z;2024-04-12T13:44:16Z;[];ba9m1xd2b3b2zvuuogn4uxkwk;C. Rogers;;;c11ir4isnmebdy63ipfbay2ac;Offside provoked;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;;;;;;;;;0;0;29;39;Toronto II;1779;DC;1,0
2669535903;248;43;1;29;48;29nx7yxy1rdqv2oobqn5pjf8p;1;0,0;0,0;2024-04-07T19:33:14.490Z;2024-04-07T19:33:24Z;[{'id': 4933186811, 'qualifierId': 144, 'value': '61'}, {'id': 4933186257, 'qualifierId': 56, 'value': 'Left'}];7w2rw1jd8ouhu8bbvswvysu8k;J. Batiz;;;c11ir4isnmebdy63ipfbay2ac;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;;;;;;;;;0;0;29;48;Columbus Crew II;1788;DML;1,0
2669535925;344;43;1;29;50;5b4ccd62yeeqdl2qk6jzsmjv8;1;0,0;0,0;2024-04-07T19:33:16.850Z;2024-04-07T21:12:03Z;[{'id': 4933577751, 'qualifierId': 144, 'value': '49'}];9elhnfsovx9efu5f92mkkls7o;C. Pearson;;;c11ir4isnmebdy63ipfbay2ac;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;49,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;;;;;;;;;0;0;29;50;Toronto II;1790;DC;1,0
2669535951;249;43;1;29;53;29nx7yxy1rdqv2oobqn5pjf8p;1;0,0;0,0;2024-04-07T19:33:19.568Z;2024-04-07T19:33:26Z;[{'id': 4933186533, 'qualifierId': 56, 'value': 'Left'}, {'id': 4933186989, 'qualifierId': 144, 'value': '5'}, {'id': 4933186535, 'qualifierId': 346, 'value': '0'}];7w2rw1jd8ouhu8bbvswvysu8k;J. Batiz;;;c11ir4isnmebdy63ipfbay2ac;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5,0;;;;;;;;0,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;;;;;;;;;0;0;29;53;Columbus Crew II;1793;DML;1,0
2669536035;345;43;1;30;0;5b4ccd62yeeqdl2qk6jzsmjv8;1;0,0;0,0;2024-04-07T19:33:26.410Z;2024-04-12T12:04:39Z;[{'id': 4933187039, 'qualifierId': 212, 'value': '25.3'}, {'id': 4941707467, 'qualifierId': 144, 'value': '1'}, {'id': 4933187033, 'qualifierId': 56, 'value': 'Back'}, {'id': 4933187035, 'qualifierId': 140, 'value': '17.3'}, {'id': 4933187041, 'qualifierId': 213, 'value': '0.89'}, {'id': 4933577837, 'qualifierId': 152, 'value': '0'}, {'id': 4933577835, 'qualifierId': 5, 'value': '0'}, {'id': 4933187037, 'qualifierId': 141, 'value': '37.6'}];9elhnfsovx9efu5f92mkkls7o;C. Pearson;;;c11ir4isnmebdy63ipfbay2ac;Deleted event;;;;;;;;;;25,3;;17,3;;0,89;37,6;;;;;0,0;;;;;;;0,0;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;17,3;37,6;;;;;;;0;0;30;0;Toronto II;1800;DC;1,0
2669536047;346;1;1;30;0;5b4ccd62yeeqdl2qk6jzsmjv8;1;12,5;38,7;2024-04-07T19:33:27.041Z;2024-04-12T12:04:48Z;[{'id': 4933187083, 'qualifierId': 56, 'value': 'Back'}, {'id': 4933187089, 'qualifierId': 212, 'value': '11.5'}, {'id': 4941707471, 'qualifierId': 152}, {'id': 4933187091, 'qualifierId': 213, 'value': '1.80'}, {'id': 4933187087, 'qualifierId': 141, 'value': '55.2'}, {'id': 4941707469, 'qualifierId': 5}, {'id': 4933187085, 'qualifierId': 140, 'value': '10.0'}];1cc8cz8wtm8f05109tjb02xka;D. Almeida;;;c11ir4isnmebdy63ipfbay2ac;Pass;;;;;;;;;;11,5;;10,0;;1,8;55,2;;;;;1,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;10,0;55,2;;;;;;;0;0;30;0;Toronto II;1800;DC;1,0
2669536055;347;1;1;30;1;5b4ccd62yeeqdl2qk6jzsmjv8;1;16,3;58,2;2024-04-07T19:33:27.818Z;2024-04-07T19:33:29Z;[{'id': 4933187185, 'qualifierId': 213, 'value': '6.16'}, {'id': 4933187175, 'qualifierId': 56, 'value': 'Back'}, {'id': 4933187177, 'qualifierId': 140, 'value': '28.4'}, {'id': 4933187181, 'qualifierId': 141, 'value': '55.8'}, {'id': 4933187183, 'qualifierId': 212, 'value': '12.8'}];9bn2zid7u305xii6alm8a58us;S. Lapkes;;;c11ir4isnmebdy63ipfbay2ac;Pass;;;;;;;;;;12,8;;28,4;;6,16;55,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;28,4;55,8;;;;;;;0;0;30;1;Toronto II;1801;GK;1,0
2669536067;348;1;1;30;2;5b4ccd62yeeqdl2qk6jzsmjv8;1;28,4;55,8;2024-04-07T19:33:28.898Z;2024-04-07T19:33:30Z;[{'id': 4933187269, 'qualifierId': 141, 'value': '41.0'}, {'id': 4933187273, 'qualifierId': 213, 'value': '4.17'}, {'id': 4933187267, 'qualifierId': 140, 'value': '22.6'}, {'id': 4933187265, 'qualifierId': 56, 'value': 'Back'}, {'id': 4933187271, 'qualifierId': 212, 'value': '11.8'}];9xdf8s18m2ldjc76knczksh78;J. Veychek;;;c11ir4isnmebdy63ipfbay2ac;Pass;;;;;;;;;;11,8;;22,6;;4,17;41,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;22,6;41,0;;;;;;;0;0;30;2;Toronto II;1802;MC;1,0
2669536093;349;1;1;30;3;5b4ccd62yeeqdl2qk6jzsmjv8;1;22,4;38,8;2024-04-07T19:33:30.073Z;2024-04-07T19:33:32Z;[{'id': 4933187423, 'qualifierId': 140, 'value': '23.7'}, {'id': 4933187429, 'qualifierId': 213, 'value': '4.80'}, {'id': 4933187425, 'qualifierId': 141, 'value': '15.0'}, {'id': 4933187427, 'qualifierId': 212, 'value': '16.2'}, {'id': 4933187421, 'qualifierId': 56, 'value': 'Back'}];1cc8cz8wtm8f05109tjb02xka;D. Almeida;;;c11ir4isnmebdy63ipfbay2ac;Pass;;;;;;;;;;16,2;;23,7;;4,8;15,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;23,7;15,0;;;;;;;0;0;30;3;Toronto II;1803;DC;1,0
2669536125;350;1;1;30;5;5b4ccd62yeeqdl2qk6jzsmjv8;1;25,5;12,3;2024-04-07T19:33:32.018Z;2024-04-07T19:33:35Z;[{'id': 4933187649, 'qualifierId': 56, 'value': 'Back'}, {'id': 4933187655, 'qualifierId': 212, 'value': '15.8'}, {'id': 4933187653, 'qualifierId': 141, 'value': '21.8'}, {'id': 4933187657, 'qualifierId': 213, 'value': '0.42'}, {'id': 4933187651, 'qualifierId': 140, 'value': '39.2'}];9elhnfsovx9efu5f92mkkls7o;C. Pearson;;;c11ir4isnmebdy63ipfbay2ac;Pass;;;;;;;;;;15,8;;39,2;;0,42;21,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;39,2;21,8;;;;;;;0;0;30;5;Toronto II;1805;DC;1,0
2669536173;351;1;1;30;9;5b4ccd62yeeqdl2qk6jzsmjv8;1;35,6;12,2;2024-04-07T19:33:35.833Z;2024-04-07T19:33:40Z;[{'id': 4933187917, 'qualifierId': 56, 'value': 'Back'}, {'id': 4933187925, 'qualifierId': 213, 'value': '6.03'}, {'id': 4933187919, 'qualifierId': 140, 'value': '47.0'}, {'id': 4933187923, 'qualifierId': 212, 'value': '12.4'}, {'id': 4933187921, 'qualifierId': 141, 'value': '7.7'}];37zynr7fwzqg4c9w5ydefywyy;A. González;;;c11ir4isnmebdy63ipfbay2ac;Pass;;;;;;;;;;12,4;;47,0;;6,03;7,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;47,0;7,7;;;;;;;0;0;30;9;Toronto II;1809;MC;1,0
2669536165;250;83;1;30;11;29nx7yxy1rdqv2oobqn5pjf8p;0;58,8;85,6;2024-04-07T19:33:38.136Z;2024-04-12T12:06:38Z;[{'id': 4933350735, 'qualifierId': 399, 'value': '58w3qcq1xrkpq5f9miuxp4ys4'}];2figny7hhxiw29vizhlyta3o4;Ythallo;;;c11ir4isnmebdy63ipfbay2ac;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;;;;;;;;;0;0;30;11;Columbus Crew II;1811;DC;1,0
2669536179;352;1;1;30;12;5b4ccd62yeeqdl2qk6jzsmjv8;1;45,4;7,9;2024-04-07T19:33:38.994Z;2024-04-12T12:06:35Z;[{'id': 4933187971, 'qualifierId': 140, 'value': '36.5'}, {'id': 4933187977, 'qualifierId': 213, 'value': '3.12'}, {'id': 4933187973, 'qualifierId': 141, 'value': '8.2'}, {'id': 4933187975, 'qualifierId': 212, 'value': '9.3'}, {'id': 4933187969, 'qualifierId': 56, 'value': 'Back'}];58w3qcq1xrkpq5f9miuxp4ys4;B. Adu-Gyamfi;;;c11ir4isnmebdy63ipfbay2ac;Pass;;;;;;;;;;9,3;;36,5;;3,12;8,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;36,5;8,2;;;;;;;0;0;30;12;Toronto II;1812;FWR;1,0
2669536191;353;1;1;30;13;5b4ccd62yeeqdl2qk6jzsmjv8;1;35,1;8,2;2024-04-07T19:33:39.657Z;2024-04-12T12:06:28Z;[{'id': 4933188031, 'qualifierId': 213, 'value': '1.15'}, {'id': 4933188025, 'qualifierId': 140, 'value': '38.7'}, {'id': 4933188027, 'qualifierId': 141, 'value': '20.7'}, {'id': 4933188023, 'qualifierId': 56, 'value': 'Back'}, {'id': 4933188029, 'qualifierId': 212, 'value': '9.3'}];cc7auv8d89ohifqg7qwz62mwa;J. Greene;;;c11ir4isnmebdy63ipfbay2ac;Pass;;;;;;;;;;9,3;;38,7;;1,15;20,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;38,7;20,7;;;;;;;0;0;30;13;Toronto II;1813;DMR;1,0
2669536195;354;1;1;30;13;5b4ccd62yeeqdl2qk6jzsmjv8;1;38,7;20,7;2024-04-07T19:33:40.321Z;2024-04-12T12:07:02Z;[{'id': 4933188061, 'qualifierId': 213, 'value': '0.14'}, {'id': 4933188055, 'qualifierId': 140, 'value': '45.1'}, {'id': 4933188059, 'qualifierId': 212, 'value': '6.8'}, {'id': 4933188053, 'qualifierId': 56, 'value': 'Back'}, {'id': 4933188057, 'qualifierId': 141, 'value': '22.1'}];9xdf8s18m2ldjc76knczksh78;J. Veychek;;;c11ir4isnmebdy63ipfbay2ac;Pass;;;;;;;;;;6,8;;45,1;;0,14;22,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;45,1;22,1;;;;;;;0;0;30;13;Toronto II;1813;MC;1,0
2669536197;355;1;1;30;14;5b4ccd62yeeqdl2qk6jzsmjv8;0;49,3;22,3;2024-04-07T19:33:40.994Z;2024-04-12T12:05:41Z;[{'id': 4933188123, 'qualifierId': 156}, {'id': 4933188073, 'qualifierId': 212, 'value': '5.9'}, {'id': 4933188069, 'qualifierId': 140, 'value': '43.9'}, {'id': 4933188071, 'qualifierId': 141, 'value': '19.7'}, {'id': 4933188075, 'qualifierId': 213, 'value': '3.44'}, {'id': 4933188067, 'qualifierId': 56, 'value': 'Back'}];37zynr7fwzqg4c9w5ydefywyy;A. González;;;c11ir4isnmebdy63ipfbay2ac;Pass;;;;;;;;;;5,9;;43,9;;3,44;19,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;43,9;19,7;;;;;;;0;0;30;14;Toronto II;1814;MC;1,0
2671123809;819;61;1;30;14;29nx7yxy1rdqv2oobqn5pjf8p;1;55,6;79,5;2024-04-07T19:33:41.048Z;2024-04-12T12:07:14Z;[{'id': 4941707753, 'qualifierId': 56, 'value': 'Left'}];3wn0nn5q8g2mjzuc8yb4dvu2;M. Cimermancic;;;c11ir4isnmebdy63ipfbay2ac;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;;;;;;;;;0;0;30;14;Columbus Crew II;1814;DMC;1,0
2669536231;252;83;1;30;16;29nx7yxy1rdqv2oobqn5pjf8p;0;55,7;83,0;2024-04-07T19:33:42.345Z;2024-04-12T13:44:21Z;[{'id': 4933358343, 'qualifierId': 399, 'value': '58w3qcq1xrkpq5f9miuxp4ys4'}];dqxh3f9qy6lhrwabvnbb6erro;A. Dumitru;;;c11ir4isnmebdy63ipfbay2ac;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;;;;;;;;;0;0;30;16;Columbus Crew II;1816;FW;1,0
2669536217;356;61;1;30;16;5b4ccd62yeeqdl2qk6jzsmjv8;0;39,7;14,7;2024-04-07T19:33:42.754Z;2024-04-07T20:14:22Z;[{'id': 4933188173, 'qualifierId': 56, 'value': 'Back'}];58w3qcq1xrkpq5f9miuxp4ys4;B. Adu-Gyamfi;;;c11ir4isnmebdy63ipfbay2ac;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;home;;;;;;;;;0;0;30;16;Toronto II;1816;FWR;1,0
2669536211;251;43;1;30;17;29nx7yxy1rdqv2oobqn5pjf8p;1;0,0;0,0;2024-04-07T19:33:43.456Z;2024-04-12T12:07:31Z;[{'id': 4933188161, 'qualifierId': 56, 'value': 'Center'}, {'id': 4941709213, 'qualifierId': 144, 'value': '61'}];3wn0nn5q8g2mjzuc8yb4dvu2;M. Cimermancic;;;c11ir4isnmebdy63ipfbay2ac;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;29nx7yxy1rdqv2oobqn5pjf8p;Toronto II;away;;;;;;;;;0;0;30;17;Columbus Crew II;1817;DMC;1,0
