id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamKit;value_Resume;value_TeamPlayerFormation;value_Captain;value_Involved;value_PlayerPosition;value_TeamFormation;value_JerseyNumber;value_DirectionOfPlay;value_DeletedEventType;value_Angle;value_KickOff;value_Length;value_PassEndX;value_Zone;value_PassEndY;value_Chipped;value_LongBall;value_Offensive;value_OppositeRelatedEventId;value_Defensive;value_HeadPass;value_NextEventThrowIn;value_ThrowIn;value_TakeOnSpace;value_TouchTypePass;value_OutOfPlay;value_TouchTypeClearance;value_IntendedTackleTarget;value_BlockedPass;value_Assist;value_IntentionalAssist;value_Assisted;value_BlockedY;value_GoalmouthY;value_LowCentre;value_GoalmouthZ;value_BlockedX;value_FastBreak;value_RightFooted;value_FirstTouch;value_BoxRight;value_RelatedEventId;value_ParriedDanger;value_Hands;value_Diving;value_LowGkIntervention;value_NotVisible;value_Launch;value_Overrun;value_AttemptedTackle;value_Direct;value_Foul;value_FreeKickTaken;value_PlayersCaughtOffside;value_Indirect;value_FlickOn;value_LayOff;value_NextEventGoalKick;value_Low;value_GoalKick;value_Blocked;value_BoxCentre;value_GkY;value_RegularPlay;value_LowRight;value_GkX;value_DefBlock;value_Right;value_Left;value_Cross;value_CornerTaken;value_OutSwinger;value_Head;value_IncorrectOutOfPlayDecision;value_2NdAssist;value_FromCorner;value_NotPastGoalLine;value_2NdAssisted;value_2NdRelatedEventId;value_GkXTimeOfGoal;value_GoalShotTimestamp;value_LowLeft;value_GkYTimeOfGoal;value_GoalShotGameClock;value_OtherObstacle;value_OtherReason;value_RefereeDelay;value_BallHitsReferee;value_DangerousPlay;value_IndividualPlay;value_SwerveRight;value_Volley;value_HighRight;value_NotAssisted;value_OutOfBoxCentre;value_ShirtPull/Holding;value_YellowCard;value_TacticalFoul;value_KeeperThrow;value_MediumGkIntervention;value_OverArm;value_Collected;value_FromShotOffTarget;value_Shove/Push;value_Defensive1V1;value_TakeOnOvertake;value_SwerveLeft;value_FreeKick;value_Stooping;value_TouchTypeControl;value_InSwinger;value_HighClaim;value_HighGkIntervention;value_SwitchOfPlay;value_BlockedCross;value_OverhitCross;value_LeftFooted;value_High;value_RecklessOffence;value_Injury;value_InjuredPlayerId;value_HitWoodwork;value_HitBar;value_OutOfBoxDeepLeft;value_HighCentre;value_Reaching;value_OtherBodyPart;value_BigChance;value_SetPiece;value_FantasyAssistId;value_SmallBoxCentre;value_FantasyAssistTeam;value_FantasyAssistType;value_FantasyAssistedBy;value_DrinksBreak;value_CloseLeft;value_Penalty;value_Handball;value_PenaltyTakerId;value_CausingPlayer;value_Second(2Nd)OppositeRelatedEventId;value_Scored;value_Minutes;value_LeadingToAttempt;value_RelatedError1Id;value_Weak;value_Standing;value_EndType;value_Tactical;value_PositionSideId;value_FormationSlot;value_DetailedPositionId;value_Straight;value_DrivenCross;value_ThroughBall;value_HitRightPost;value_Caught;value_GkHoof;value_SmallBoxRight;value_GkKickFromHands;value_BoxDeepRight;value_FloatedCross;value_TimeWasting;value_AerialFoul;value_Saved;value_MisHit;value_SixYardBlocked;value_BoxLeft;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2699949313;57;61;1;6;42;7fbej4xwoq4imaf5l39304m37;1;94,3;30,7;2024-07-08T02:11:15.795Z;2024-07-08T02:11:15Z;[{'id': 5098806835, 'qualifierId': 56, 'value': 'Center'}];3tkdn8arq1j3il4ako7rcio2y;M. Goumballe;;;dyct050hhmkjjox911y3io3kk;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;;;;;;;;;;0;6;42;Tacoma Defiance;402;MR;1,0
2699949319;58;5;1;6;42;7fbej4xwoq4imaf5l39304m37;0;101,0;37,0;2024-07-08T02:11:16.217Z;2024-07-08T03:05:58Z;[{'id': 5098806847, 'qualifierId': 346}, {'id': 5098806853, 'qualifierId': 233, 'value': '91'}, {'id': 5098806845, 'qualifierId': 56, 'value': 'Center'}];3tkdn8arq1j3il4ako7rcio2y;M. Goumballe;;;dyct050hhmkjjox911y3io3kk;Out;;;;;;;;;;;;;;;;;;;;91,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;;;;;;;;;;0;6;42;Tacoma Defiance;402;MR;1,0
2699949317;91;5;1;6;42;5icuo8utnztpsd9l03gdd68dl;1;-1,0;63,0;2024-07-08T02:11:16.217Z;2024-07-08T02:11:17Z;[{'id': 5098806849, 'qualifierId': 233, 'value': '58'}, {'id': 5098806837, 'qualifierId': 56, 'value': 'Back'}, {'id': 5098806839, 'qualifierId': 346}];7mnh4dln104xhunf6u9f2546i;C. Baker;;;dyct050hhmkjjox911y3io3kk;Out;;;;;;;;;;;;;;;;;;;;58,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;;0;6;42;Sporting KC II;402;DC;1,0
2699949333;92;1;1;6;56;5icuo8utnztpsd9l03gdd68dl;1;5,1;51,9;2024-07-08T02:11:30.261Z;2024-07-08T02:11:36Z;[{'id': 5098806989, 'qualifierId': 237}, {'id': 5098806977, 'qualifierId': 56, 'value': 'Back'}, {'id': 5098806975, 'qualifierId': 124}, {'id': 5098806981, 'qualifierId': 141, 'value': '23.6'}, {'id': 5098806983, 'qualifierId': 212, 'value': '19.4'}, {'id': 5098806979, 'qualifierId': 140, 'value': '7.6'}, {'id': 5098806985, 'qualifierId': 213, 'value': '4.85'}];e53v53mch02yplr516gcm3v2s;T. Wilson;;;dyct050hhmkjjox911y3io3kk;Pass;;;;;;;;;;;4,85;;19,4;7,6;;23,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;7,6;23,6;;;;;;;;0;6;56;Sporting KC II;416;GK;1,0
2699949335;93;1;1;7;2;5icuo8utnztpsd9l03gdd68dl;1;8,8;34,8;2024-07-08T02:11:36.120Z;2024-07-08T02:12:39Z;[{'id': 5098806999, 'qualifierId': 213, 'value': '2.70'}, {'id': 5098806991, 'qualifierId': 56, 'value': 'Back'}, {'id': 5098806997, 'qualifierId': 212, 'value': '8.4'}, {'id': 5098806993, 'qualifierId': 140, 'value': '1.6'}, {'id': 5098806995, 'qualifierId': 141, 'value': '40.1'}];6u67oyyybg2bljzmzo6ujsl3p;Nathan;;;dyct050hhmkjjox911y3io3kk;Pass;;;;;;;;;;;2,7;;8,4;1,6;;40,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;1,6;40,1;;;;;;;;0;7;2;Sporting KC II;422;DL;1,0
2699949353;94;1;1;7;5;5icuo8utnztpsd9l03gdd68dl;1;1,7;42,8;2024-07-08T02:11:38.650Z;2024-07-08T02:11:45Z;[{'id': 5098807107, 'qualifierId': 212, 'value': '24.2'}, {'id': 5098807103, 'qualifierId': 140, 'value': '8.7'}, {'id': 5098807105, 'qualifierId': 141, 'value': '76.7'}, {'id': 5098807109, 'qualifierId': 213, 'value': '1.26'}, {'id': 5098807101, 'qualifierId': 56, 'value': 'Back'}];e53v53mch02yplr516gcm3v2s;T. Wilson;;;dyct050hhmkjjox911y3io3kk;Pass;;;;;;;;;;;1,26;;24,2;8,7;;76,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;8,7;76,7;;;;;;;;0;7;5;Sporting KC II;425;GK;1,0
2699949341;59;43;1;7;5;7fbej4xwoq4imaf5l39304m37;1;0,0;0,0;2024-07-08T02:11:39.011Z;2024-07-08T02:12:12Z;[{'id': 5098807333, 'qualifierId': 144, 'value': '61'}, {'id': 5098807009, 'qualifierId': 56, 'value': 'Center'}];cqmvrx028gh19yh8qh7w01y0a;R. Avila;;;dyct050hhmkjjox911y3io3kk;Deleted event;;;;;;;;;;61,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;;;;;;;;;;0;7;5;Tacoma Defiance;425;FW;1,0
2699949355;95;1;1;7;11;5icuo8utnztpsd9l03gdd68dl;1;27,4;88,4;2024-07-08T02:11:45.071Z;2024-07-08T02:11:47Z;[{'id': 5098807119, 'qualifierId': 212, 'value': '14.6'}, {'id': 5098807121, 'qualifierId': 213, 'value': '0.17'}, {'id': 5098807113, 'qualifierId': 56, 'value': 'Back'}, {'id': 5098807117, 'qualifierId': 141, 'value': '92.1'}, {'id': 5098807115, 'qualifierId': 140, 'value': '41.1'}];e1e506479mqo8j3geie6amuj8;S. Hawkins;;;dyct050hhmkjjox911y3io3kk;Pass;;;;;;;;;;;0,17;;14,6;41,1;;92,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;41,1;92,1;;;;;;;;0;7;11;Sporting KC II;431;DC;1,0
2699955901;388;83;1;7;13;7fbej4xwoq4imaf5l39304m37;0;68,7;19,1;2024-07-08T02:11:46.616Z;2024-07-08T03:04:58Z;[{'id': 5098850001, 'qualifierId': 399, 'value': '7zr3gif60ntltgt3s5yi6qjca'}];5n0su1a4r7kb7it3ghxbhrf56;J. Robinson;;;dyct050hhmkjjox911y3io3kk;Attempted tackle;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;;;;;;;;;;0;7;13;Tacoma Defiance;433;DR;1,0
2699949357;96;4;1;7;14;5icuo8utnztpsd9l03gdd68dl;1;34,8;90,4;2024-07-08T02:11:47.821Z;2024-07-08T02:11:52Z;[{'id': 5098807125, 'qualifierId': 56, 'value': 'Back'}, {'id': 5098807179, 'qualifierId': 233, 'value': '60'}, {'id': 5098807127, 'qualifierId': 286}, {'id': 5098807175, 'qualifierId': 152}, {'id': 5098807173, 'qualifierId': 13}, {'id': 5098807177, 'qualifierId': 265}];7zr3gif60ntltgt3s5yi6qjca;T. Sousa;;;dyct050hhmkjjox911y3io3kk;Foul;;;;;;;;;;;;;;;;;;;1,0;60,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;;;;;;;;;;0;7;14;Sporting KC II;434;AML;1,0
2699949365;60;4;1;7;14;7fbej4xwoq4imaf5l39304m37;0;65,2;9,6;2024-07-08T02:11:47.822Z;2024-07-13T07:11:13Z;[{'id': 5098807171, 'qualifierId': 285}, {'id': 5098807165, 'qualifierId': 56, 'value': 'Right'}, {'id': 5098807167, 'qualifierId': 152}, {'id': 5098807183, 'qualifierId': 233, 'value': '96'}, {'id': 5098807163, 'qualifierId': 13}, {'id': 5098807169, 'qualifierId': 265}];cqmvrx028gh19yh8qh7w01y0a;R. Avila;;;dyct050hhmkjjox911y3io3kk;Foul;;;;;;;;;;;;;;;;;;;;96,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;;;;;;;;;;0;7;14;Tacoma Defiance;434;FW;1,0
2699949373;97;1;1;7;28;5icuo8utnztpsd9l03gdd68dl;1;38,1;95,7;2024-07-08T02:12:02.323Z;2024-07-08T02:12:04Z;[{'id': 5098807251, 'qualifierId': 140, 'value': '30.4'}, {'id': 5098807249, 'qualifierId': 56, 'value': 'Back'}, {'id': 5098807247, 'qualifierId': 152}, {'id': 5098807255, 'qualifierId': 212, 'value': '12.3'}, {'id': 5098807257, 'qualifierId': 213, 'value': '3.99'}, {'id': 5098807253, 'qualifierId': 141, 'value': '82.1'}, {'id': 5098807245, 'qualifierId': 5}];7mnh4dln104xhunf6u9f2546i;C. Baker;;;dyct050hhmkjjox911y3io3kk;Pass;;;;;;;;;;;3,99;;12,3;30,4;;82,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;30,4;82,1;;;;;;;;0;7;28;Sporting KC II;448;DC;1,0
2699949377;98;1;1;7;30;5icuo8utnztpsd9l03gdd68dl;1;30,3;82,4;2024-07-08T02:12:04.495Z;2024-07-13T07:11:42Z;[{'id': 5098807295, 'qualifierId': 212, 'value': '10.2'}, {'id': 5098807297, 'qualifierId': 213, 'value': '0.97'}, {'id': 5098807293, 'qualifierId': 141, 'value': '94.8'}, {'id': 5098807291, 'qualifierId': 140, 'value': '35.8'}, {'id': 5098807289, 'qualifierId': 56, 'value': 'Back'}];e1e506479mqo8j3geie6amuj8;S. Hawkins;;;dyct050hhmkjjox911y3io3kk;Pass;;;;;;;;;;;0,97;;10,2;35,8;;94,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;35,8;94,8;;;;;;;;0;7;30;Sporting KC II;450;DC;1,0
2699949383;99;1;1;7;33;5icuo8utnztpsd9l03gdd68dl;1;34,7;90,5;2024-07-08T02:12:07.416Z;2024-07-08T02:12:10Z;[{'id': 5098807325, 'qualifierId': 141, 'value': '51.0'}, {'id': 5098807323, 'qualifierId': 140, 'value': '29.2'}, {'id': 5098807327, 'qualifierId': 212, 'value': '27.5'}, {'id': 5098807321, 'qualifierId': 56, 'value': 'Back'}, {'id': 5098807329, 'qualifierId': 213, 'value': '4.50'}];7mnh4dln104xhunf6u9f2546i;C. Baker;;;dyct050hhmkjjox911y3io3kk;Pass;;;;;;;;;;;4,5;;27,5;29,2;;51,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;29,2;51,0;;;;;;;;0;7;33;Sporting KC II;453;DC;1,0
2699949385;100;1;1;7;36;5icuo8utnztpsd9l03gdd68dl;1;28,4;47,5;2024-07-08T02:12:10.370Z;2024-07-08T02:12:12Z;[{'id': 5098807337, 'qualifierId': 140, 'value': '28.1'}, {'id': 5098807335, 'qualifierId': 56, 'value': 'Back'}, {'id': 5098807341, 'qualifierId': 212, 'value': '20.5'}, {'id': 5098807343, 'qualifierId': 213, 'value': '4.70'}, {'id': 5098807339, 'qualifierId': 141, 'value': '17.3'}];8khtu1w0lp1f5d5t4zmfxiei;S. Kitahara;;;dyct050hhmkjjox911y3io3kk;Pass;;;;;;;;;;;4,7;;20,5;28,1;;17,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;28,1;17,3;;;;;;;;0;7;36;Sporting KC II;456;MC;1,0
2699949393;101;1;1;7;38;5icuo8utnztpsd9l03gdd68dl;1;27,9;15,0;2024-07-08T02:12:12.572Z;2024-07-08T02:12:16Z;[{'id': 5098807385, 'qualifierId': 212, 'value': '13.9'}, {'id': 5098807383, 'qualifierId': 141, 'value': '1.9'}, {'id': 5098807379, 'qualifierId': 56, 'value': 'Back'}, {'id': 5098807387, 'qualifierId': 213, 'value': '5.59'}, {'id': 5098807381, 'qualifierId': 140, 'value': '38.1'}];6u67oyyybg2bljzmzo6ujsl3p;Nathan;;;dyct050hhmkjjox911y3io3kk;Pass;;;;;;;;;;;5,59;;13,9;38,1;;1,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;38,1;1,9;;;;;;;;0;7;38;Sporting KC II;458;DL;1,0
2699949407;102;1;1;7;42;5icuo8utnztpsd9l03gdd68dl;1;30,4;6,5;2024-07-08T02:12:16.259Z;2024-07-08T02:12:21Z;[{'id': 5098807445, 'qualifierId': 141, 'value': '17.6'}, {'id': 5098807443, 'qualifierId': 140, 'value': '21.9'}, {'id': 5098807447, 'qualifierId': 212, 'value': '11.7'}, {'id': 5098807441, 'qualifierId': 56, 'value': 'Back'}, {'id': 5098807449, 'qualifierId': 213, 'value': '2.44'}];e5oov2tctv9yrbh5uldfyrey2;D. Teves;;;dyct050hhmkjjox911y3io3kk;Pass;;;;;;;;;;;2,44;;11,7;21,9;;17,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;21,9;17,6;;;;;;;;0;7;42;Sporting KC II;462;AMR;1,0
2699949409;103;1;1;7;47;5icuo8utnztpsd9l03gdd68dl;0;24,8;31,9;2024-07-08T02:12:21.180Z;2024-07-13T07:12:09Z;[{'id': 5098807457, 'qualifierId': 141, 'value': '41.2'}, {'id': 5098807453, 'qualifierId': 56, 'value': 'Back'}, {'id': 5098807455, 'qualifierId': 140, 'value': '43.6'}, {'id': 5098807461, 'qualifierId': 213, 'value': '0.31'}, {'id': 5098807459, 'qualifierId': 212, 'value': '20.7'}];6u67oyyybg2bljzmzo6ujsl3p;Nathan;;;dyct050hhmkjjox911y3io3kk;Pass;;;;;;;;;;;0,31;;20,7;43,6;;41,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5icuo8utnztpsd9l03gdd68dl;Tacoma Defiance;home;43,6;41,2;;;;;;;;0;7;47;Sporting KC II;467;DL;1,0
2699949415;61;8;1;7;51;7fbej4xwoq4imaf5l39304m37;1;54,1;60,1;2024-07-08T02:12:25.219Z;2024-07-13T07:12:12Z;[{'id': 5102082365, 'qualifierId': 384}, {'id': 5098807489, 'qualifierId': 56, 'value': 'Center'}];4cfvnypovkt900sfxmdhvxtec;C. Rindov;;;dyct050hhmkjjox911y3io3kk;Interception;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;;;;;;;;;;0;7;51;Tacoma Defiance;471;DC;1,0
2699949419;62;49;1;7;52;7fbej4xwoq4imaf5l39304m37;1;60,1;53,7;2024-07-08T02:12:26.483Z;2024-07-08T02:12:26Z;[];c7luarkv7hwdspd9xhidhisk4;C. Tschantret;;;dyct050hhmkjjox911y3io3kk;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;;;;;;;;;;0;7;52;Tacoma Defiance;472;MC;1,0
2699949421;63;1;1;7;52;7fbej4xwoq4imaf5l39304m37;1;60,1;53,7;2024-07-08T02:12:26.547Z;2024-07-08T02:12:27Z;[{'id': 5098807505, 'qualifierId': 140, 'value': '72.2'}, {'id': 5098807503, 'qualifierId': 56, 'value': 'Center'}, {'id': 5098807507, 'qualifierId': 141, 'value': '61.8'}, {'id': 5098807509, 'qualifierId': 212, 'value': '13.8'}, {'id': 5098807511, 'qualifierId': 213, 'value': '0.41'}];c7luarkv7hwdspd9xhidhisk4;C. Tschantret;;;dyct050hhmkjjox911y3io3kk;Pass;;;;;;;;;;;0,41;;13,8;72,2;;61,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;72,2;61,8;;;;;;;;0;7;52;Tacoma Defiance;472;MC;1,0
2699949427;64;1;1;7;53;7fbej4xwoq4imaf5l39304m37;1;72,8;60,9;2024-07-08T02:12:27.603Z;2024-07-13T07:12:37Z;[{'id': 5098807531, 'qualifierId': 56, 'value': 'Center'}, {'id': 5098807539, 'qualifierId': 213, 'value': '5.34'}, {'id': 5098807535, 'qualifierId': 141, 'value': '42.1'}, {'id': 5098807533, 'qualifierId': 140, 'value': '81.6'}, {'id': 5098807537, 'qualifierId': 212, 'value': '15.8'}];4oz12ku4mdjsq7y4sgogpwg2y;K. Habibullah;;;dyct050hhmkjjox911y3io3kk;Pass;;;;;;;;;;;5,34;;15,8;81,6;;42,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;81,6;42,1;;;;;;;;0;7;53;Tacoma Defiance;473;FW;1,0
2699949429;65;1;1;7;55;7fbej4xwoq4imaf5l39304m37;1;83,5;39,2;2024-07-08T02:12:28.931Z;2024-07-08T02:12:30Z;[{'id': 5098807551, 'qualifierId': 213, 'value': '5.33'}, {'id': 5098807545, 'qualifierId': 140, 'value': '89.9'}, {'id': 5098807547, 'qualifierId': 141, 'value': '25.2'}, {'id': 5098807543, 'qualifierId': 56, 'value': 'Center'}, {'id': 5098807549, 'qualifierId': 212, 'value': '11.7'}];cqmvrx028gh19yh8qh7w01y0a;R. Avila;;;dyct050hhmkjjox911y3io3kk;Pass;;;;;;;;;;;5,33;;11,7;89,9;;25,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7fbej4xwoq4imaf5l39304m37;Sporting KC II;away;89,9;25,2;;;;;;;;0;7;55;Tacoma Defiance;475;FW;1,0
