id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamFormation;value_Resume;value_Captain;value_PlayerPosition;value_JerseyNumber;value_TeamKit;value_Involved;value_TeamPlayerFormation;value_DirectionOfPlay;value_PassEndX;value_Angle;value_Length;value_PassEndY;value_KickOff;value_Zone;value_Chipped;value_LongBall;value_Defensive;value_OppositeRelatedEventId;value_Offensive;value_HeadPass;value_Launch;value_DeletedEventType;value_LayOff;value_TouchTypePass;value_NextEventThrowIn;value_ThrowIn;value_TouchTypeControl;value_IntendedTackleTarget;value_BlockedPass;value_Assist;value_IntentionalAssist;value_LowLeft;value_BlockedY;value_Blocked;value_GoalmouthZ;value_RightFooted;value_Assisted;value_RelatedEventId;value_RegularPlay;value_GkY;value_FirstTouch;value_BoxCentre;value_BlockedX;value_GoalmouthY;value_GkX;value_DefBlock;value_Left;value_InSwinger;value_Cross;value_CornerTaken;value_Head;value_Foul;value_Direct;value_AttemptedTackle;value_FreeKickTaken;value_TouchTypeClearance;value_TakeOnSpace;value_TakeOnOvertake;value_OutOfPlay;value_FlickOn;value_Shove/Push;value_HighCentre;value_NotAssisted;value_FreeKick;value_OutOfBoxCentre;value_Collected;value_Reaching;value_HighGkIntervention;value_Hands;value_MediumGkIntervention;value_KeeperThrow;value_BoxRight;value_FastBreak;value_IndividualPlay;value_NextEventGoalKick;value_GoalKick;value_High;value_PlayersCaughtOffside;value_Indirect;value_SwitchOfPlay;value_NotVisible;value_Low;value_Volley;value_LeadingToAttempt;value_LowCentre;value_RelatedError1Id;value_Stooping;value_OverArm;value_YellowCard;value_TacticalFoul;value_35Right;value_LowGkIntervention;value_DrivenCross;value_Straight;value_ShirtPull/Holding;value_ThroughBall;value_GkKickFromHands;value_HighClaim;value_FloatedCross;value_LeftFooted;value_GkHoof;value_OutSwinger;value_DrinksBreak;value_RefereeDelay;value_OutOfBoxDeepRight;value_OverhitCross;value_BigChance;value_GoalShotGameClock;value_GoalShotTimestamp;value_GkYTimeOfGoal;value_GkXTimeOfGoal;value_Minutes;value_EndType;value_Overrun;value_Right;value_LowRight;value_InjuredPlayerId;value_Injury;value_Tactical;value_FormationSlot;value_DetailedPositionId;value_PositionSideId;value_PullBack;value_Diving;value_ParriedSafe;value_SmallBoxLeft;value_FromCorner;value_HighRight;value_RecklessOffence;value_BlockedCross;value_OutOfBoxDeepLeft;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;value_PostMatchComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2718508563;119;1;1;12;15;5b4ccd62yeeqdl2qk6jzsmjv8;1;63,1;100,0;2024-09-08T19:18:25.789Z;2024-09-08T19:18:27Z;[{'id': 5201145889, 'qualifierId': 213, 'value': '4.68'}, {'id': 5201145885, 'qualifierId': 141, 'value': '91.8'}, {'id': 5201145879, 'qualifierId': 107}, {'id': 5201145881, 'qualifierId': 56, 'value': 'Left'}, {'id': 5201145883, 'qualifierId': 140, 'value': '62.9'}, {'id': 5201145887, 'qualifierId': 212, 'value': '6.9'}];79606fy6lyfs1h12645q4shzo;T. Williams;;;f4x8tfkk8t2z8xl8euz0kyfbo;Pass;;;;;;;;;;62,9;4,68;6,9;91,8;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;62,9;91,8;;;;;;;0;0;12;15;Chattanooga;735;DML;1,0
2718508569;120;1;1;12;16;5b4ccd62yeeqdl2qk6jzsmjv8;1;63,9;90,1;2024-09-08T19:18:26.957Z;2024-09-11T06:31:55Z;[{'id': 5201145951, 'qualifierId': 141, 'value': '94.3'}, {'id': 5201145955, 'qualifierId': 213, 'value': '2.13'}, {'id': 5204526179, 'qualifierId': 156}, {'id': 5201145947, 'qualifierId': 56, 'value': 'Left'}, {'id': 5201145949, 'qualifierId': 140, 'value': '62.2'}, {'id': 5201145953, 'qualifierId': 212, 'value': '3.4'}];3gtqm8npkg5prbfnvqxq92dm2;I. Sy;;;f4x8tfkk8t2z8xl8euz0kyfbo;Pass;;;;;;;;;;62,2;2,13;3,4;94,3;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;62,2;94,3;;;;;;;0;0;12;16;Chattanooga;736;MC;1,0
2718508571;121;1;1;12;17;5b4ccd62yeeqdl2qk6jzsmjv8;0;62,3;94,3;2024-09-08T19:18:28.012Z;2024-09-08T19:18:28Z;[{'id': 5201145971, 'qualifierId': 213, 'value': '5.39'}, {'id': 5201145967, 'qualifierId': 141, 'value': '88.2'}, {'id': 5201145965, 'qualifierId': 140, 'value': '65.5'}, {'id': 5201145963, 'qualifierId': 56, 'value': 'Left'}, {'id': 5201145969, 'qualifierId': 212, 'value': '5.3'}];79606fy6lyfs1h12645q4shzo;T. Williams;;;f4x8tfkk8t2z8xl8euz0kyfbo;Pass;;;;;;;;;;65,5;5,39;5,3;88,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;65,5;88,2;;;;;;;0;0;12;17;Chattanooga;737;DML;1,0
2718508577;115;8;1;12;18;cwnjxlibb02fuh0vwgvac6h45;1;39,6;8,8;2024-09-08T19:18:29.162Z;2024-09-11T06:32:09Z;[{'id': 5201145997, 'qualifierId': 56, 'value': 'Back'}, {'id': 5204526243, 'qualifierId': 384}];2d3dwhrtafkd1b8q1nzerqew9;J. Pérez;;;f4x8tfkk8t2z8xl8euz0kyfbo;Interception;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;0;0;12;18;Columbus Crew II;738;DMR;1,0
2718508591;116;43;1;12;20;cwnjxlibb02fuh0vwgvac6h45;1;0,0;0,0;2024-09-08T19:18:31.570Z;2024-09-08T19:18:47Z;[{'id': 5201146065, 'qualifierId': 285, 'value': '0'}, {'id': 5201146063, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201146569, 'qualifierId': 144, 'value': '44'}];4hdai9za2ls03tjpcw0ahu5wq;T. Gray;;;f4x8tfkk8t2z8xl8euz0kyfbo;Deleted event;;;;;;;;;;;;;;;;;;0,0;;;;;44,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;0;0;12;20;Columbus Crew II;740;FW;1,0
2718508599;117;1;1;12;21;cwnjxlibb02fuh0vwgvac6h45;0;44,0;27,1;2024-09-08T19:18:32.099Z;2024-09-08T19:18:33Z;[{'id': 5201146121, 'qualifierId': 3}, {'id': 5201146127, 'qualifierId': 141, 'value': '16.4'}, {'id': 5201146125, 'qualifierId': 140, 'value': '59.6'}, {'id': 5201146123, 'qualifierId': 56, 'value': 'Right'}, {'id': 5201146129, 'qualifierId': 212, 'value': '17.9'}, {'id': 5201146131, 'qualifierId': 213, 'value': '5.87'}];4hdai9za2ls03tjpcw0ahu5wq;T. Gray;;;f4x8tfkk8t2z8xl8euz0kyfbo;Pass;;;;;;;;;;59,6;5,87;17,9;16,4;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;59,6;16,4;;;;;;;0;0;12;21;Columbus Crew II;741;FW;1,0
2718508601;122;1;1;12;21;5b4ccd62yeeqdl2qk6jzsmjv8;1;47,2;82,1;2024-09-08T19:18:32.396Z;2024-09-08T19:18:34Z;[{'id': 5201146197, 'qualifierId': 140, 'value': '58.4'}, {'id': 5201146195, 'qualifierId': 56, 'value': 'Left'}, {'id': 5201146203, 'qualifierId': 213, 'value': '0.06'}, {'id': 5201146193, 'qualifierId': 3}, {'id': 5201146199, 'qualifierId': 141, 'value': '83.1'}, {'id': 5201146201, 'qualifierId': 212, 'value': '11.8'}];a12t1zv0y8gzzf6p3jrotkoic;O. Presthus;;;f4x8tfkk8t2z8xl8euz0kyfbo;Pass;;;;;;;;;;58,4;0,06;11,8;83,1;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;58,4;83,1;;;;;;;0;0;12;21;Chattanooga;741;DC;1,0
2718508605;123;1;1;12;23;5b4ccd62yeeqdl2qk6jzsmjv8;1;58,4;83,5;2024-09-08T19:18:34.540Z;2024-09-08T19:18:35Z;[{'id': 5201146227, 'qualifierId': 56, 'value': 'Center'}, {'id': 5201146235, 'qualifierId': 213, 'value': '3.91'}, {'id': 5201146231, 'qualifierId': 141, 'value': '75.1'}, {'id': 5201146233, 'qualifierId': 212, 'value': '8.2'}, {'id': 5201146229, 'qualifierId': 140, 'value': '52.8'}];290iohuheoqdrdocbg25ipgk4;A. Alaouieh;;;f4x8tfkk8t2z8xl8euz0kyfbo;Pass;;;;;;;;;;52,8;3,91;8,2;75,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;52,8;75,1;;;;;;;0;0;12;23;Chattanooga;743;FWL;1,0
2718508607;124;43;1;12;24;5b4ccd62yeeqdl2qk6jzsmjv8;1;0,0;0,0;2024-09-08T19:18:35.212Z;2024-09-11T06:32:57Z;[{'id': 5204526469, 'qualifierId': 144, 'value': '49'}];8warl67c0id3dorr48mn7h82c;G. De Libera;;;f4x8tfkk8t2z8xl8euz0kyfbo;Deleted event;;;;;;;;;;;;;;;;;;;;;;;49,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;;;;;;;;;0;0;12;24;Chattanooga;744;MC;1,0
2718508609;125;1;1;12;24;5b4ccd62yeeqdl2qk6jzsmjv8;0;57,4;88,5;2024-09-08T19:18:35.325Z;2024-09-08T20:06:57Z;[{'id': 5201146251, 'qualifierId': 213, 'value': '6.17'}, {'id': 5201146249, 'qualifierId': 212, 'value': '9.8'}, {'id': 5201146243, 'qualifierId': 56, 'value': 'Left'}, {'id': 5201146245, 'qualifierId': 140, 'value': '66.7'}, {'id': 5201146247, 'qualifierId': 141, 'value': '86.9'}];8warl67c0id3dorr48mn7h82c;G. De Libera;;;f4x8tfkk8t2z8xl8euz0kyfbo;Pass;;;;;;;;;;66,7;6,17;9,8;86,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;66,7;86,9;;;;;;;0;0;12;24;Chattanooga;744;MC;1,0
2718508615;118;8;1;12;26;cwnjxlibb02fuh0vwgvac6h45;1;33,3;15,2;2024-09-08T19:18:36.882Z;2024-09-11T06:33:04Z;[{'id': 5201146267, 'qualifierId': 56, 'value': 'Back'}, {'id': 5204526503, 'qualifierId': 385}];cpbyoj822ivx6qrqbkun1zr3d;A. Prepeliţă;;;f4x8tfkk8t2z8xl8euz0kyfbo;Interception;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;0;0;12;26;Columbus Crew II;746;DC;1,0
2718508625;119;49;1;12;27;cwnjxlibb02fuh0vwgvac6h45;1;35,3;7,7;2024-09-08T19:18:38.475Z;2024-09-08T19:18:38Z;[];6zbb5xiauoixj3clxdgud8lxw;C. Watson;;;f4x8tfkk8t2z8xl8euz0kyfbo;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;0;0;12;27;Columbus Crew II;747;MC;1,0
2718508629;120;1;1;12;28;cwnjxlibb02fuh0vwgvac6h45;1;35,3;7,7;2024-09-08T19:18:38.874Z;2024-09-08T19:18:40Z;[{'id': 5201146363, 'qualifierId': 141, 'value': '10.4'}, {'id': 5201146365, 'qualifierId': 212, 'value': '6.5'}, {'id': 5201146361, 'qualifierId': 140, 'value': '29.4'}, {'id': 5201146367, 'qualifierId': 213, 'value': '2.85'}, {'id': 5201146359, 'qualifierId': 56, 'value': 'Back'}];6zbb5xiauoixj3clxdgud8lxw;C. Watson;;;f4x8tfkk8t2z8xl8euz0kyfbo;Pass;;;;;;;;;;29,4;2,85;6,5;10,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;29,4;10,4;;;;;;;0;0;12;28;Columbus Crew II;748;MC;1,0
2718508639;121;1;1;12;29;cwnjxlibb02fuh0vwgvac6h45;1;29,4;10,4;2024-09-08T19:18:40.066Z;2024-09-08T19:18:42Z;[{'id': 5201146417, 'qualifierId': 140, 'value': '66.6'}, {'id': 5201146421, 'qualifierId': 141, 'value': '11.6'}, {'id': 5201146425, 'qualifierId': 212, 'value': '39.1'}, {'id': 5201146413, 'qualifierId': 56, 'value': 'Right'}, {'id': 5201146429, 'qualifierId': 213, 'value': '0.02'}, {'id': 5201146409, 'qualifierId': 157}, {'id': 5201146431, 'qualifierId': 1}];87nhafgkozygrd5f06ore0xzo;F. Sar-Sar;;;f4x8tfkk8t2z8xl8euz0kyfbo;Pass;;;;;;;;;;66,6;0,02;39,1;11,6;;;;1,0;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;66,6;11,6;;;;;;;0;0;12;29;Columbus Crew II;749;DC;1,0
2718508647;122;44;1;12;31;cwnjxlibb02fuh0vwgvac6h45;1;64,2;9,0;2024-09-08T19:18:42.434Z;2024-09-08T19:18:47Z;[{'id': 5201146479, 'qualifierId': 233, 'value': '126'}, {'id': 5201146559, 'qualifierId': 189}, {'id': 5201146453, 'qualifierId': 56, 'value': 'Right'}, {'id': 5201146459, 'qualifierId': 286}];adfocor2tbcmxo03ednm8vywa;J. Ibarra;;;f4x8tfkk8t2z8xl8euz0kyfbo;Aerial;;;;;;;;;;;;;;;;;;;126,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;;;;;;;;;0;0;12;31;Columbus Crew II;751;FW;1,0
2718508645;126;44;1;12;31;5b4ccd62yeeqdl2qk6jzsmjv8;0;35,8;91,0;2024-09-08T19:18:42.435Z;2024-09-08T21:06:52Z;[{'id': 5201146449, 'qualifierId': 285}, {'id': 5201146447, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201146495, 'qualifierId': 233, 'value': '122'}];a12t1zv0y8gzzf6p3jrotkoic;O. Presthus;;;f4x8tfkk8t2z8xl8euz0kyfbo;Aerial;;;;;;;;;;;;;;;;;;1,0;122,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;;;;;;;;;0;0;12;31;Chattanooga;751;DC;1,0
2718508655;123;1;1;12;32;cwnjxlibb02fuh0vwgvac6h45;0;66,6;11,6;2024-09-08T19:18:43.146Z;2024-09-08T19:19:00Z;[{'id': 5201146531, 'qualifierId': 141, 'value': '29.7'}, {'id': 5201146535, 'qualifierId': 213, 'value': '1.34'}, {'id': 5201146527, 'qualifierId': 56, 'value': 'Center'}, {'id': 5201146911, 'qualifierId': 168}, {'id': 5201146529, 'qualifierId': 140, 'value': '69.4'}, {'id': 5201146533, 'qualifierId': 212, 'value': '12.7'}, {'id': 5201146525, 'qualifierId': 3}];adfocor2tbcmxo03ednm8vywa;J. Ibarra;;;f4x8tfkk8t2z8xl8euz0kyfbo;Pass;;;;;;;;;;69,4;1,34;12,7;29,7;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;cwnjxlibb02fuh0vwgvac6h45;Chattanooga;home;69,4;29,7;;;;;;;0;0;12;32;Columbus Crew II;752;FW;1,0
2718508651;127;49;1;12;33;5b4ccd62yeeqdl2qk6jzsmjv8;1;37,6;72,2;2024-09-08T19:18:43.878Z;2024-09-08T19:18:43Z;[];bezle40rjwnkdskjbf9yg4sq2;X. Zengue;;;f4x8tfkk8t2z8xl8euz0kyfbo;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;;;;;;;;;0;0;12;33;Chattanooga;753;DC;1,0
2718508653;128;1;1;12;33;5b4ccd62yeeqdl2qk6jzsmjv8;1;37,6;72,2;2024-09-08T19:18:43.949Z;2024-09-08T19:18:44Z;[{'id': 5201146509, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201146513, 'qualifierId': 141, 'value': '60.4'}, {'id': 5201146515, 'qualifierId': 212, 'value': '9.1'}, {'id': 5201146517, 'qualifierId': 213, 'value': '4.23'}, {'id': 5201146511, 'qualifierId': 140, 'value': '33.6'}];bezle40rjwnkdskjbf9yg4sq2;X. Zengue;;;f4x8tfkk8t2z8xl8euz0kyfbo;Pass;;;;;;;;;;33,6;4,23;9,1;60,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;33,6;60,4;;;;;;;0;0;12;33;Chattanooga;753;DC;1,0
2718508665;129;1;1;12;34;5b4ccd62yeeqdl2qk6jzsmjv8;1;33,1;60,4;2024-09-08T19:18:44.667Z;2024-09-08T19:18:49Z;[{'id': 5201146625, 'qualifierId': 141, 'value': '76.5'}, {'id': 5201146627, 'qualifierId': 212, 'value': '11.0'}, {'id': 5201146621, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201146629, 'qualifierId': 213, 'value': '1.45'}, {'id': 5201146623, 'qualifierId': 140, 'value': '34.4'}];cc7auv8d89ohifqg7qwz62mwa;J. Greene;;;f4x8tfkk8t2z8xl8euz0kyfbo;Pass;;;;;;;;;;34,4;1,45;11,0;76,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;34,4;76,5;;;;;;;0;0;12;34;Chattanooga;754;DC;1,0
2718508687;130;1;1;12;39;5b4ccd62yeeqdl2qk6jzsmjv8;1;35,9;70,5;2024-09-08T19:18:49.836Z;2024-09-08T19:18:54Z;[{'id': 5201146759, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201146765, 'qualifierId': 212, 'value': '24.0'}, {'id': 5201146761, 'qualifierId': 140, 'value': '14.3'}, {'id': 5201146767, 'qualifierId': 213, 'value': '3.47'}, {'id': 5201146763, 'qualifierId': 141, 'value': '59.0'}];bezle40rjwnkdskjbf9yg4sq2;X. Zengue;;;f4x8tfkk8t2z8xl8euz0kyfbo;Pass;;;;;;;;;;14,3;3,47;24,0;59,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;14,3;59,0;;;;;;;0;0;12;39;Chattanooga;759;DC;1,0
2718508701;131;1;1;12;44;5b4ccd62yeeqdl2qk6jzsmjv8;1;15,6;51,9;2024-09-08T19:18:54.685Z;2024-09-08T19:18:57Z;[{'id': 5201146851, 'qualifierId': 140, 'value': '19.5'}, {'id': 5201146857, 'qualifierId': 213, 'value': '4.93'}, {'id': 5201146855, 'qualifierId': 212, 'value': '19.3'}, {'id': 5201146849, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201146853, 'qualifierId': 141, 'value': '24.1'}];3me8mlpj9tgn82v2mwyibpkb8;C. Johnson;;;f4x8tfkk8t2z8xl8euz0kyfbo;Pass;;;;;;;;;;19,5;4,93;19,3;24,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;19,5;24,1;;;;;;;0;0;12;44;Chattanooga;764;GK;1,0
2718508725;132;1;1;12;46;5b4ccd62yeeqdl2qk6jzsmjv8;1;19,8;24,0;2024-09-08T19:18:57.444Z;2024-09-08T19:19:03Z;[{'id': 5201146983, 'qualifierId': 140, 'value': '10.3'}, {'id': 5201146991, 'qualifierId': 212, 'value': '15.1'}, {'id': 5201146987, 'qualifierId': 141, 'value': '40.7'}, {'id': 5201146993, 'qualifierId': 213, 'value': '2.29'}, {'id': 5201146979, 'qualifierId': 56, 'value': 'Back'}];cc7auv8d89ohifqg7qwz62mwa;J. Greene;;;f4x8tfkk8t2z8xl8euz0kyfbo;Pass;;;;;;;;;;10,3;2,29;15,1;40,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;10,3;40,7;;;;;;;0;0;12;46;Chattanooga;766;DC;1,0
2718508733;133;1;1;12;52;5b4ccd62yeeqdl2qk6jzsmjv8;1;12,1;42,0;2024-09-08T19:19:02.980Z;2024-09-08T19:19:04Z;[{'id': 5201147035, 'qualifierId': 141, 'value': '69.2'}, {'id': 5201147031, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201147037, 'qualifierId': 212, 'value': '18.6'}, {'id': 5201147039, 'qualifierId': 213, 'value': '1.67'}, {'id': 5201147033, 'qualifierId': 140, 'value': '10.4'}];3me8mlpj9tgn82v2mwyibpkb8;C. Johnson;;;f4x8tfkk8t2z8xl8euz0kyfbo;Pass;;;;;;;;;;10,4;1,67;18,6;69,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;10,4;69,2;;;;;;;0;0;12;52;Chattanooga;772;GK;1,0
2718508785;134;1;1;12;54;5b4ccd62yeeqdl2qk6jzsmjv8;1;10,2;69,2;2024-09-08T19:19:04.860Z;2024-09-08T19:19:13Z;[{'id': 5201147403, 'qualifierId': 56, 'value': 'Back'}, {'id': 5201147409, 'qualifierId': 212, 'value': '19.8'}, {'id': 5201147407, 'qualifierId': 141, 'value': '40.5'}, {'id': 5201147405, 'qualifierId': 140, 'value': '7.3'}, {'id': 5201147411, 'qualifierId': 213, 'value': '4.56'}];bezle40rjwnkdskjbf9yg4sq2;X. Zengue;;;f4x8tfkk8t2z8xl8euz0kyfbo;Pass;;;;;;;;;;7,3;4,56;19,8;40,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5b4ccd62yeeqdl2qk6jzsmjv8;Columbus Crew II;away;7,3;40,5;;;;;;;0;0;12;54;Chattanooga;774;DC;1,0
