id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_TeamPlayerFormation;value_TeamFormation;value_Involved;value_PlayerPosition;value_TeamKit;value_Captain;value_JerseyNumber;value_Resume;value_DirectionOfPlay;value_KickOff;value_PassEndX;value_Angle;value_Length;value_PassEndY;value_Zone;value_Launch;value_LongBall;value_HeadPass;value_OppositeRelatedEventId;value_NextEventThrowIn;value_ThrowIn;value_LayOff;value_Chipped;value_IntentionalAssist;value_Assist;value_Cross;value_LeftFooted;value_GkX;value_RegularPlay;value_FirstTouch;value_BigChance;value_GkY;value_SmallBoxCentre;value_Assisted;value_High;value_RelatedEventId;value_GoalmouthY;value_GoalmouthZ;value_RightFooted;value_BlockedX;value_BlockedY;value_Blocked;value_NotAssisted;value_BoxCentre;value_LowCentre;value_DefBlock;value_Right;value_CornerTaken;value_OutSwinger;value_Defensive;value_Offensive;value_NotVisible;value_Head;value_FlickOn;value_Direct;value_Foul;value_AttemptedTackle;value_DeletedEventType;value_FreeKickTaken;value_SetPiece;value_PlayersCaughtOffside;value_Indirect;value_IntendedTackleTarget;value_SwitchOfPlay;value_BlockedPass;value_GoalShotGameClock;value_GoalShotTimestamp;value_LowLeft;value_AerialFoul;value_ShirtPull/Holding;value_Handball;value_BlockedCross;value_OverArm;value_KeeperThrow;value_RecklessOffence;value_YellowCard;value_IndividualPlay;value_Deflection;value_OutOfBoxDeepLeft;value_ParriedDanger;value_Diving;value_BoxRight;value_NextEventGoalKick;value_Low;value_GoalKick;value_OutOfPlay;value_OutOfBoxCentre;value_Standing;value_Collected;value_Hands;value_GkHoof;value_PullBack;value_BoxLeft;value_ParriedSafe;value_Left;value_InSwinger;value_Overrun;value_GkKickFromHands;value_Minutes;value_EndType;value_Tactical;value_DetailedPositionId;value_PositionSideId;value_FormationSlot;value_SixYardBlocked;value_Volley;value_FromCorner;value_IncorrectOutOfPlayDecision;value_OtherReason;value_AdvantagePlayed;value_OtherObstacle;value_CloseHigh;value_Injury;value_InjuredPlayerId;value_HighCentre;value_BoxDeepRight;value_HighRight;value_2NdAssist;value_2NdRelatedEventId;value_2NdAssisted;value_CloseLeft;value_Shove/Push;value_HighClaim;value_GoesToExtraTime;value_Tap;value_TacticalFoul;value_KeeperTouched;value_TimeWasting;value_CaptainChange;value_SecondYellow;value_NotPastGoalLine;value_BlockedClearance;value_1On1;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2740408273;1;34;16;0;0;dqx48fglv1l96cyrmjdod0xec;1;0,0;0,0;2024-10-27T20:11:15.343Z;2024-10-27T23:03:27Z;[{'id': 5320818967, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5320818965, 'qualifierId': 130, 'value': '8'}, {'id': 5320818959, 'qualifierId': 30, 'value': 'brbc088u7sq9wh9d9gkonn5gq, 2dqtrnq0k1fphyw71yh41gvtg, 7zkzjmk1go1u2vi5qkqlmezu, 1extjwx4b7nlpu8fm6526dsrt, 9ulwk81vyj5rbz88h62i2ejv8, 910fd7rfysvvfzp2s1ywna5pm, 5jigl7kp5d2i5ws1602jm7n1m, 3dyn7hheqvs3gm3m84jrra9lg, f2nvagw4mjjpn1ytj6rdl5ene, e9jko5f45qmjw3va7cp05l5w4, 9gswafduy82n4o6f0uk0khhck, cnskozf15ladiqa70l9uo920a, bbnk87q7t8pahznohwjjcvu5m, 632mpv8dpnxjm69f8ip1e4l5g, 9k050zmkegfu3gdw2b4g4uwwk, dpedfgxin5nc4qmziaokpmiy2, 8bwjj53jwbsi0emx370uka5g4, 92oqt9q51us5rpmqmvvrdso6i, 276kl5oc1k19y1linbxml0xec, aqlp0y1zs77s1gjh0rmpjnfo4'}, {'id': 5320818961, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5321515973, 'qualifierId': 197, 'value': '15030'}, {'id': 5321102491, 'qualifierId': 194, 'value': '9ulwk81vyj5rbz88h62i2ejv8'}, {'id': 5320818963, 'qualifierId': 59, 'value': '31, 33, 99, 98, 50, 40, 41, 49, 80, 85, 59, 70, 72, 64, 46, 43, 77, 56, 42, 61'}, {'id': 5320818969, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}];;;;;ciiw2updoxy6sc5s6bpaetul0;Team set up;;8,0;;;15030,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;0;0;0;0;The Town;0;;
2740418227;1;34;16;0;0;ew2zirzye0sw1txr2m33nr25y;1;0,0;0,0;2024-10-27T20:19:23.540Z;2024-10-27T23:03:26Z;[{'id': 5320877127, 'qualifierId': 59, 'value': '41, 45, 72, 38, 66, 77, 64, 99, 60, 20, 2, 50, 54, 58, 71, 63, 52, 78, 51'}, {'id': 5320877125, 'qualifierId': 44, 'value': '1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5'}, {'id': 5321086849, 'qualifierId': 194, 'value': '5n1wehugx0qtun8oopg2jbndg'}, {'id': 5320877133, 'qualifierId': 227, 'value': '0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5321515929, 'qualifierId': 197, 'value': '15999'}, {'id': 5320877129, 'qualifierId': 130, 'value': '4'}, {'id': 5320877131, 'qualifierId': 131, 'value': '1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0'}, {'id': 5320877123, 'qualifierId': 30, 'value': '71y61qa3ywym9sa89dpkzfcyy, 4h8dml0qrwpqza4kqazp5dnqi, 3q8dpwqkikbugz3ikwcmkbg4q, 1on6mxrbdqnh12s4h1y0vb3mc, dqa88ma3jbk33lsyzo45uy2cq, 79z5vt08ga8prn33vi2a260kq, dhrxi7hj8xh15ky7q6u5wqi5m, 5n1wehugx0qtun8oopg2jbndg, 1bmbt6h6bsiimpzxt07cqwfvu, au9595t3oo0zbzexhr01ts0h6, 658wqca9ctixqav113prm06ei, dwyatw1wz3nrh1fcwu27ie8ve, bpfl7nj8llr3dfadhtju52rro, 4nzrv75trp05nqos781kk62hg, 7jtxek694d60c5udhyv0zsjro, 35jkg2v338kipzlf0iwvvypuy, cac9hjmdwt1gsz0qt3f6d4b2s, f2nxaemhqi8kbtbejnqekgd4a, 23j7p7rylg9rwke4vbgquzjai'}];;;;;ciiw2updoxy6sc5s6bpaetul0;Team set up;;4,0;;;15999,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;;;;;;;;;0;0;0;0;St. Louis City II;0;;
2740454937;2;32;1;0;0;ew2zirzye0sw1txr2m33nr25y;1;0,0;0,0;2024-10-27T21:03:43.536Z;2024-10-27T21:03:43Z;[{'id': 5321079901, 'qualifierId': 127, 'value': 'Left to Right'}];;;;;ciiw2updoxy6sc5s6bpaetul0;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;;;;;;;;;0;0;0;0;St. Louis City II;0;;
2740454959;2;32;1;0;0;dqx48fglv1l96cyrmjdod0xec;1;0,0;0,0;2024-10-27T21:03:43.536Z;2024-10-27T21:03:45Z;[{'id': 5321080029, 'qualifierId': 127, 'value': 'Right to Left'}];;;;;ciiw2updoxy6sc5s6bpaetul0;Start;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;0;0;0;0;The Town;0;;
2740454991;3;1;1;0;0;ew2zirzye0sw1txr2m33nr25y;1;49,9;50,1;2024-10-27T21:03:43.537Z;2024-10-27T21:03:48Z;[{'id': 5321080211, 'qualifierId': 279, 'value': 'S'}, {'id': 5321080203, 'qualifierId': 140, 'value': '35.0'}, {'id': 5321080209, 'qualifierId': 213, 'value': '2.99'}, {'id': 5321080207, 'qualifierId': 212, 'value': '15.8'}, {'id': 5321080205, 'qualifierId': 141, 'value': '53.7'}, {'id': 5321080201, 'qualifierId': 56, 'value': 'Back'}];1bmbt6h6bsiimpzxt07cqwfvu;E. Blancas;;;ciiw2updoxy6sc5s6bpaetul0;Pass;;;;;;;;;;;35,0;2,99;15,8;53,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;35,0;53,7;;;;;;;0;0;0;0;St. Louis City II;0;FW;1,0
2740455005;4;1;1;0;4;ew2zirzye0sw1txr2m33nr25y;0;35,8;53,1;2024-10-27T21:03:48.136Z;2024-10-27T21:03:49Z;[{'id': 5321080289, 'qualifierId': 140, 'value': '71.6'}, {'id': 5321080283, 'qualifierId': 157}, {'id': 5321080299, 'qualifierId': 1}, {'id': 5321080293, 'qualifierId': 212, 'value': '42.4'}, {'id': 5321080291, 'qualifierId': 141, 'value': '82.1'}, {'id': 5321080297, 'qualifierId': 213, 'value': '0.48'}, {'id': 5321080285, 'qualifierId': 56, 'value': 'Left'}];dhrxi7hj8xh15ky7q6u5wqi5m;B. Leroux;;;ciiw2updoxy6sc5s6bpaetul0;Pass;;;;;;;;;;;71,6;0,48;42,4;82,1;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;71,6;82,1;;;;;;;0;0;0;4;St. Louis City II;4;MC;1,0
2740455029;3;1;1;0;5;dqx48fglv1l96cyrmjdod0xec;0;29,6;10,1;2024-10-27T21:03:49.373Z;2024-10-27T21:03:51Z;[{'id': 5321080443, 'qualifierId': 3}, {'id': 5321080449, 'qualifierId': 141, 'value': '0.0'}, {'id': 5321080451, 'qualifierId': 212, 'value': '17.6'}, {'id': 5321080447, 'qualifierId': 140, 'value': '44.9'}, {'id': 5321080445, 'qualifierId': 56, 'value': 'Back'}, {'id': 5321080453, 'qualifierId': 213, 'value': '5.86'}];2dqtrnq0k1fphyw71yh41gvtg;T. Pearce;;;ciiw2updoxy6sc5s6bpaetul0;Pass;;;;;;;;;;;44,9;5,86;17,6;0,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;44,9;0,0;;;;;;;0;0;0;5;The Town;5;DR;1,0
2740455033;4;5;1;0;8;dqx48fglv1l96cyrmjdod0xec;0;44,2;-0,9;2024-10-27T21:03:51.701Z;2024-10-27T22:55:52Z;[{'id': 5321080457, 'qualifierId': 56, 'value': 'Back'}, {'id': 5321080811, 'qualifierId': 233, 'value': '5'}, {'id': 5321080459, 'qualifierId': 347}];2dqtrnq0k1fphyw71yh41gvtg;T. Pearce;;;ciiw2updoxy6sc5s6bpaetul0;Out;;;;;;;;;;;;;;;;;;;5,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;home;;;;;;;;;0;0;0;8;The Town;8;DR;1,0
2740455099;5;5;1;0;8;ew2zirzye0sw1txr2m33nr25y;1;55,8;100,9;2024-10-27T21:03:51.701Z;2024-10-27T22:55:52Z;[{'id': 5321080797, 'qualifierId': 347}, {'id': 5321080795, 'qualifierId': 56, 'value': 'Left'}, {'id': 5321080801, 'qualifierId': 233, 'value': '4'}];dhrxi7hj8xh15ky7q6u5wqi5m;B. Leroux;;;ciiw2updoxy6sc5s6bpaetul0;Out;;;;;;;;;;;;;;;;;;;4,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;;;;;;;;;0;0;0;8;St. Louis City II;8;MC;1,0
2740455115;6;1;1;0;13;ew2zirzye0sw1txr2m33nr25y;1;56,3;100,0;2024-10-27T21:03:57.240Z;2024-10-27T21:03:59Z;[{'id': 5321080889, 'qualifierId': 140, 'value': '73.3'}, {'id': 5321080893, 'qualifierId': 212, 'value': '19.0'}, {'id': 5321080895, 'qualifierId': 213, 'value': '5.94'}, {'id': 5321080885, 'qualifierId': 56, 'value': 'Left'}, {'id': 5321080891, 'qualifierId': 141, 'value': '92.6'}, {'id': 5321080881, 'qualifierId': 107}];3q8dpwqkikbugz3ikwcmkbg4q;R. Ibarra;;;ciiw2updoxy6sc5s6bpaetul0;Pass;;;;;;;;;;;73,3;5,94;19,0;92,6;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;73,3;92,6;;;;;;;0;0;0;13;St. Louis City II;13;DC;1,0
2740455127;7;1;1;0;15;ew2zirzye0sw1txr2m33nr25y;1;73,2;92,6;2024-10-27T21:03:58.984Z;2024-10-27T21:04:00Z;[{'id': 5321080971, 'qualifierId': 56, 'value': 'Left'}, {'id': 5321080977, 'qualifierId': 212, 'value': '5.5'}, {'id': 5321080975, 'qualifierId': 141, 'value': '90.0'}, {'id': 5321080979, 'qualifierId': 213, 'value': '3.47'}, {'id': 5321080973, 'qualifierId': 140, 'value': '68.2'}, {'id': 5321080987, 'qualifierId': 156}];658wqca9ctixqav113prm06ei;J. Ricketts;;;ciiw2updoxy6sc5s6bpaetul0;Pass;;;;;;;;;;;68,2;3,47;5,5;90,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;68,2;90,0;;;;;;;0;0;0;15;St. Louis City II;15;FWL;1,0
2740455159;8;1;1;0;17;ew2zirzye0sw1txr2m33nr25y;1;69,1;89,6;2024-10-27T21:04:01.208Z;2024-10-27T21:04:03Z;[{'id': 5321081203, 'qualifierId': 56, 'value': 'Left'}, {'id': 5321081211, 'qualifierId': 213, 'value': '0.13'}, {'id': 5321081209, 'qualifierId': 212, 'value': '23.5'}, {'id': 5321081207, 'qualifierId': 141, 'value': '94.2'}, {'id': 5321081205, 'qualifierId': 140, 'value': '91.3'}, {'id': 5321081201, 'qualifierId': 155}];5n1wehugx0qtun8oopg2jbndg;C. Medina;;;ciiw2updoxy6sc5s6bpaetul0;Pass;;;;;;;;;;;91,3;0,13;23,5;94,2;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;91,3;94,2;;;;;;;0;0;0;17;St. Louis City II;17;MC;1,0
2740455201;9;1;1;0;19;ew2zirzye0sw1txr2m33nr25y;1;91,3;94,2;2024-10-27T21:04:03.353Z;2024-10-27T21:04:27Z;[{'id': 5321081499, 'qualifierId': 155}, {'id': 5321082779, 'qualifierId': 154}, {'id': 5321081505, 'qualifierId': 141, 'value': '55.1'}, {'id': 5321081507, 'qualifierId': 212, 'value': '26.9'}, {'id': 5321081501, 'qualifierId': 56, 'value': 'Center'}, {'id': 5321081509, 'qualifierId': 213, 'value': '4.85'}, {'id': 5321081503, 'qualifierId': 140, 'value': '94.9'}, {'id': 5321082777, 'qualifierId': 210, 'value': '14'}, {'id': 5321081497, 'qualifierId': 2}];658wqca9ctixqav113prm06ei;J. Ricketts;1,0;;ciiw2updoxy6sc5s6bpaetul0;Pass;;;;;;;;;;;94,9;4,85;26,9;55,1;;;;;;;;;1,0;1,0;14,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;away;94,9;55,1;;;;;;;0;0;0;19;St. Louis City II;19;FWL;1,0
