id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;matchId;type_displayName;value_TeamPlayerFormation;value_Involved;value_PlayerPosition;value_TeamKit;value_TeamFormation;value_JerseyNumber;value_Resume;value_Captain;value_DirectionOfPlay;value_PassEndY;value_PassEndX;value_KickOff;value_Angle;value_Zone;value_Length;value_LongBall;value_Chipped;value_NextEventThrowIn;value_OppositeRelatedEventId;value_ThrowIn;value_HeadPass;value_NextEventGoalKick;value_Low;value_GoalKick;value_Launch;value_Defensive;value_Offensive;value_FlickOn;value_TouchTypePass;value_Head;value_BlockedPass;value_IntentionalAssist;value_Assist;value_BlockedX;value_LeftFooted;value_GkY;value_RegularPlay;value_GoalmouthY;value_LowLeft;value_RelatedEventId;value_BlockedY;value_IndividualPlay;value_Blocked;value_Assisted;value_GoalmouthZ;value_GkX;value_BoxRight;value_DefBlock;value_LowCentre;value_BoxCentre;value_RightFooted;value_NotAssisted;value_ParriedDanger;value_Diving;value_Hands;value_MediumGkIntervention;value_SwitchOfPlay;value_DeletedEventType;value_AttemptedTackle;value_Foul;value_Direct;value_FreeKickTaken;value_Cross;value_OutSwinger;value_NotVisible;value_KeeperThrow;value_TouchTypeClearance;value_OutOfPlay;value_Left;value_InSwinger;value_CornerTaken;value_OutOfBoxDeepLeft;value_FreeKick;value_ByWall;value_LayOff;value_ThroughBall;value_PlayersCaughtOffside;value_TempShotOn;value_Indirect;value_TakeOnOvertake;value_Shove/Push;value_FirstTouch;value_IntendedTackleTarget;value_ShirtPull/Holding;value_TakeOnSpace;value_Right;value_High;value_TouchTypeControl;value_Injury;value_InjuredPlayerId;value_PositionSideId;value_DetailedPositionId;value_FormationSlot;value_BigChance;value_SetPiece;value_SmallBoxCentre;value_OtherBodyPart;value_Stooping;value_LowGkIntervention;value_OverArm;value_HighGkIntervention;value_YellowCard;value_Dissent;value_LowRight;value_OutOfBoxCentre;value_GkStart;value_FloatedCross;value_Straight;value_Minutes;value_GkKickFromHands;value_EndType;value_HighClaim;value_Overrun;value_HighRight;value_Strong;value_Collected;value_Standing;value_RecklessOffence;value_Defensive1V1;value_NotPastGoalLine;value_ThrowInSetPiece;value_Volley;value_HighLeft;value_DrivenCross;value_1On1;value_ParriedSafe;value_Feet;value_Tactical;value_Handball;value_CaptainChange;value_FromCorner;value_OverhitCross;value_Penalty;value_PenaltyTakerId;value_GkYTimeOfGoal;value_GkXTimeOfGoal;value_CausingPlayer;value_GoalShotGameClock;value_Second(2Nd)OppositeRelatedEventId;value_GoalShotTimestamp;value_Scored;value_GameEnd;value_PostMatchComplete;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2706309727;153;5;1;18;23;ew2zirzye0sw1txr2m33nr25y;0;100,8;23,2;2024-08-05T00:21:56.280Z;2024-08-05T00:30:37Z;[{'id': 5133892759, 'qualifierId': 233, 'value': '162'}, {'id': 5133892749, 'qualifierId': 346}, {'id': 5133892747, 'qualifierId': 56, 'value': 'Center'}];dwyatw1wz3nrh1fcwu27ie8ve;A. Edwards;;ehrltz9n09d567x7mfxzdacd0;Out;;;;;;;;;;;;;;;;;;;162,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;;0;18;23;Portland Timbers II;1103;AMR;1,0
2706309717;162;5;1;18;23;5ou8b446l1sl8frblkz3xi17g;1;-0,8;76,8;2024-08-05T00:21:56.280Z;2024-08-05T00:21:57Z;[{'id': 5133892707, 'qualifierId': 56, 'value': 'Back'}, {'id': 5133892755, 'qualifierId': 233, 'value': '153'}, {'id': 5133892709, 'qualifierId': 346}];d1xlw5bza316m39f9n82hir1m;K. Rad;;ehrltz9n09d567x7mfxzdacd0;Out;;;;;;;;;;;;;;;;;;;153,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;;;;;;;;0;18;23;The Town;1103;DC;1,0
2706309955;163;1;1;18;49;5ou8b446l1sl8frblkz3xi17g;0;4,4;50,0;2024-08-05T00:22:22.448Z;2024-08-05T00:23:17Z;[{'id': 5133893859, 'qualifierId': 140, 'value': '67.0'}, {'id': 5133893863, 'qualifierId': 212, 'value': '68.0'}, {'id': 5133893867, 'qualifierId': 1}, {'id': 5133893871, 'qualifierId': 74}, {'id': 5133893865, 'qualifierId': 213, 'value': '6.02'}, {'id': 5133893857, 'qualifierId': 56, 'value': 'Center'}, {'id': 5133893855, 'qualifierId': 124}, {'id': 5133893861, 'qualifierId': 141, 'value': '24.1'}];dv0qqd4mx117y4al165nsdic4;T. Clegg;;ehrltz9n09d567x7mfxzdacd0;Pass;;;;;;;;;;24,1;67,0;;6,02;;68,0;1,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;67,0;24,1;;;;;;;;0;18;49;The Town;1129;DC;1,0
2706309961;155;44;1;18;53;ew2zirzye0sw1txr2m33nr25y;1;27,5;76,4;2024-08-05T00:22:25.962Z;2024-08-05T00:22:37Z;[{'id': 5133893891, 'qualifierId': 56, 'value': 'Back'}, {'id': 5133893893, 'qualifierId': 285}, {'id': 5133893895, 'qualifierId': 233, 'value': '164'}];79z5vt08ga8prn33vi2a260kq;C. Walls;;ehrltz9n09d567x7mfxzdacd0;Aerial;;;;;;;;;;;;;;;;;;;164,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;;0;18;53;Portland Timbers II;1133;DC;1,0
2706309959;164;44;1;18;53;5ou8b446l1sl8frblkz3xi17g;0;72,5;23,6;2024-08-05T00:22:25.963Z;2024-08-05T00:22:28Z;[{'id': 5133893887, 'qualifierId': 56, 'value': 'Center'}, {'id': 5133893915, 'qualifierId': 233, 'value': '155'}, {'id': 5133893889, 'qualifierId': 286}];7t8o8pe93me2pef74vw21nr6y;J. Penn;;ehrltz9n09d567x7mfxzdacd0;Aerial;;;;;;;;;;;;;;;;;;;155,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;;;;;;;;0;18;53;The Town;1133;FWR;1,0
2706309981;156;1;1;18;53;ew2zirzye0sw1txr2m33nr25y;1;24,4;74,7;2024-08-05T00:22:26.594Z;2024-08-08T13:08:49Z;[{'id': 5133894023, 'qualifierId': 212, 'value': '15.4'}, {'id': 5133894019, 'qualifierId': 140, 'value': '35.8'}, {'id': 5133894021, 'qualifierId': 141, 'value': '89.0'}, {'id': 5133894025, 'qualifierId': 213, 'value': '0.68'}, {'id': 5133894015, 'qualifierId': 3}, {'id': 5133894017, 'qualifierId': 56, 'value': 'Back'}];79z5vt08ga8prn33vi2a260kq;C. Walls;;ehrltz9n09d567x7mfxzdacd0;Pass;;;;;;;;;;89,0;35,8;;0,68;;15,4;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;35,8;89,0;;;;;;;;0;18;53;Portland Timbers II;1133;DC;1,0
2706309987;157;49;1;18;58;ew2zirzye0sw1txr2m33nr25y;1;35,8;89,0;2024-08-05T00:22:31.050Z;2024-08-05T00:24:53Z;[];3q8dpwqkikbugz3ikwcmkbg4q;R. Ibarra;;ehrltz9n09d567x7mfxzdacd0;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;;0;18;58;Portland Timbers II;1138;DC;1,0
2706309991;158;1;1;18;58;ew2zirzye0sw1txr2m33nr25y;1;35,8;89,0;2024-08-05T00:22:31.114Z;2024-08-05T00:24:55Z;[{'id': 5133894085, 'qualifierId': 213, 'value': '5.28'}, {'id': 5133894077, 'qualifierId': 56, 'value': 'Back'}, {'id': 5133894079, 'qualifierId': 140, 'value': '41.0'}, {'id': 5133894083, 'qualifierId': 212, 'value': '10.2'}, {'id': 5133894081, 'qualifierId': 141, 'value': '76.3'}];3q8dpwqkikbugz3ikwcmkbg4q;R. Ibarra;;ehrltz9n09d567x7mfxzdacd0;Pass;;;;;;;;;;76,3;41,0;;5,28;;10,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;41,0;76,3;;;;;;;;0;18;58;Portland Timbers II;1138;DC;1,0
2706309999;159;1;1;18;58;ew2zirzye0sw1txr2m33nr25y;0;41,0;76,3;2024-08-05T00:22:31.850Z;2024-08-05T00:22:32Z;[{'id': 5133894129, 'qualifierId': 141, 'value': '72.9'}, {'id': 5133894133, 'qualifierId': 213, 'value': '6.18'}, {'id': 5133894125, 'qualifierId': 56, 'value': 'Center'}, {'id': 5133894131, 'qualifierId': 212, 'value': '21.8'}, {'id': 5133894127, 'qualifierId': 140, 'value': '61.6'}];1on6mxrbdqnh12s4h1y0vb3mc;E. Mendoza;;ehrltz9n09d567x7mfxzdacd0;Pass;;;;;;;;;;72,9;61,6;;6,18;;21,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;61,6;72,9;;;;;;;;0;18;58;Portland Timbers II;1138;MC;1,0
2706310007;165;49;1;19;0;5ou8b446l1sl8frblkz3xi17g;1;39,3;33,7;2024-08-05T00:22:33.180Z;2024-08-05T00:22:33Z;[];dv0qqd4mx117y4al165nsdic4;T. Clegg;;ehrltz9n09d567x7mfxzdacd0;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;;;;;;;;0;19;0;The Town;1140;DC;1,0
2706310029;166;1;1;19;0;5ou8b446l1sl8frblkz3xi17g;1;39,3;33,7;2024-08-05T00:22:33.367Z;2024-08-05T00:22:35Z;[{'id': 5133894257, 'qualifierId': 141, 'value': '33.4'}, {'id': 5133894255, 'qualifierId': 140, 'value': '44.7'}, {'id': 5133894261, 'qualifierId': 213, 'value': '6.25'}, {'id': 5133894253, 'qualifierId': 56, 'value': 'Back'}, {'id': 5133894259, 'qualifierId': 212, 'value': '5.7'}];dv0qqd4mx117y4al165nsdic4;T. Clegg;;ehrltz9n09d567x7mfxzdacd0;Pass;;;;;;;;;;33,4;44,7;;6,25;;5,7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;44,7;33,4;;;;;;;;0;19;0;The Town;1140;DC;1,0
2706310045;167;1;1;19;2;5ou8b446l1sl8frblkz3xi17g;1;44,6;28,9;2024-08-05T00:22:35.039Z;2024-08-05T00:22:38Z;[{'id': 5133894353, 'qualifierId': 213, 'value': '6.23'}, {'id': 5133894349, 'qualifierId': 141, 'value': '27.8'}, {'id': 5133894347, 'qualifierId': 140, 'value': '58.5'}, {'id': 5133894345, 'qualifierId': 56, 'value': 'Center'}, {'id': 5133894351, 'qualifierId': 212, 'value': '14.6'}];druwx3n136woly4objqgk7tp0;A. Enriquez;;ehrltz9n09d567x7mfxzdacd0;Pass;;;;;;;;;;27,8;58,5;;6,23;;14,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;58,5;27,8;;;;;;;;0;19;2;The Town;1142;MC;1,0
2706310075;168;1;1;19;4;5ou8b446l1sl8frblkz3xi17g;1;67,6;29,0;2024-08-05T00:22:37.788Z;2024-08-05T00:22:41Z;[{'id': 5133894511, 'qualifierId': 212, 'value': '11.6'}, {'id': 5133894509, 'qualifierId': 141, 'value': '21.8'}, {'id': 5133894513, 'qualifierId': 213, 'value': '5.85'}, {'id': 5133894507, 'qualifierId': 140, 'value': '77.6'}, {'id': 5133894505, 'qualifierId': 56, 'value': 'Center'}];1l275l4mj1o6y4ntho7bap016;T. Ikoba;;ehrltz9n09d567x7mfxzdacd0;Pass;;;;;;;;;;21,8;77,6;;5,85;;11,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;77,6;21,8;;;;;;;;0;19;4;The Town;1144;FW;1,0
2706310099;169;1;1;19;8;5ou8b446l1sl8frblkz3xi17g;0;88,5;21,8;2024-08-05T00:22:40.928Z;2024-08-05T00:22:45Z;[{'id': 5133894633, 'qualifierId': 140, 'value': '86.2'}, {'id': 5133894631, 'qualifierId': 56, 'value': 'Center'}, {'id': 5133894639, 'qualifierId': 213, 'value': '1.68'}, {'id': 5133894635, 'qualifierId': 141, 'value': '55.2'}, {'id': 5133894637, 'qualifierId': 212, 'value': '22.8'}];7t8o8pe93me2pef74vw21nr6y;J. Penn;;ehrltz9n09d567x7mfxzdacd0;Pass;;;;;;;;;;55,2;86,2;;1,68;;22,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;86,2;55,2;;;;;;;;0;19;8;The Town;1148;FWR;1,0
2706310089;160;8;1;19;10;ew2zirzye0sw1txr2m33nr25y;1;11,1;39,7;2024-08-05T00:22:43.498Z;2024-08-08T08:13:18Z;[{'id': 5136473375, 'qualifierId': 384}, {'id': 5133894581, 'qualifierId': 56, 'value': 'Back'}];dwyatw1wz3nrh1fcwu27ie8ve;A. Edwards;;ehrltz9n09d567x7mfxzdacd0;Interception;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;;0;19;10;Portland Timbers II;1150;AMR;1,0
2706310105;170;43;1;19;12;5ou8b446l1sl8frblkz3xi17g;1;0,0;0,0;2024-08-05T00:22:45.365Z;2024-08-05T00:26:14Z;[{'id': 5133894659, 'qualifierId': 56, 'value': 'Center'}, {'id': 5133901127, 'qualifierId': 144, 'value': '61'}];a89drfd4adts1cbtqa77l1boq;B. Pope;;ehrltz9n09d567x7mfxzdacd0;Deleted event;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;61,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;;;;;;;;0;19;12;The Town;1152;DML;1,0
2706310121;171;50;1;19;13;5ou8b446l1sl8frblkz3xi17g;1;84,4;53,8;2024-08-05T00:22:46.586Z;2024-08-05T00:22:48Z;[{'id': 5133894737, 'qualifierId': 56, 'value': 'Center'}, {'id': 5133894785, 'qualifierId': 233, 'value': '161'}, {'id': 5133894739, 'qualifierId': 286}];8p8xhni028mqjv6kz6fdz850q;K. Linhares;;ehrltz9n09d567x7mfxzdacd0;Dispossessed;;;;;;;;;;;;;;;;;;;161,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;;;;;;;;0;19;13;The Town;1153;FWL;1,0
2706310125;161;7;1;19;13;ew2zirzye0sw1txr2m33nr25y;1;15,6;46,2;2024-08-05T00:22:46.587Z;2024-08-08T08:13:32Z;[{'id': 5133894759, 'qualifierId': 233, 'value': '171'}, {'id': 5136473415, 'qualifierId': 385}, {'id': 5133894755, 'qualifierId': 56, 'value': 'Back'}, {'id': 5133894757, 'qualifierId': 285}];35jkg2v338kipzlf0iwvvypuy;S. Bilter;;ehrltz9n09d567x7mfxzdacd0;Tackle;;;;;;;;;;;;;;;;;;;171,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;;0;19;13;Portland Timbers II;1153;DR;1,0
2706310127;162;49;1;19;14;ew2zirzye0sw1txr2m33nr25y;1;20,4;31,5;2024-08-05T00:22:47.866Z;2024-08-05T00:25:43Z;[];dhrxi7hj8xh15ky7q6u5wqi5m;B. Leroux;;ehrltz9n09d567x7mfxzdacd0;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;;0;19;14;Portland Timbers II;1154;MC;1,0
2706310167;163;3;1;19;17;ew2zirzye0sw1txr2m33nr25y;1;20,6;14,1;2024-08-05T00:22:50.875Z;2024-08-08T08:14:15Z;[{'id': 5133894927, 'qualifierId': 233, 'value': '172'}, {'id': 5136473441, 'qualifierId': 465}, {'id': 5133894901, 'qualifierId': 56, 'value': 'Back'}, {'id': 5133894903, 'qualifierId': 285}];dhrxi7hj8xh15ky7q6u5wqi5m;B. Leroux;;ehrltz9n09d567x7mfxzdacd0;Take On;;;;;;;;;;;;;;;;;;;172,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;;0;19;17;Portland Timbers II;1157;MC;1,0
2706310155;172;45;1;19;17;5ou8b446l1sl8frblkz3xi17g;0;79,4;85,9;2024-08-05T00:22:50.875Z;2024-08-08T08:14:36Z;[{'id': 5133894879, 'qualifierId': 56, 'value': 'Left'}, {'id': 5133894931, 'qualifierId': 233, 'value': '163'}, {'id': 5133894881, 'qualifierId': 286}];dv0qqd4mx117y4al165nsdic4;T. Clegg;;ehrltz9n09d567x7mfxzdacd0;Challenge;;;;;;;;;;;;;;;;;;;163,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;;;;;;;;0;19;17;The Town;1157;DC;1,0
2706310187;164;1;1;19;22;ew2zirzye0sw1txr2m33nr25y;1;37,7;7,0;2024-08-05T00:22:55.082Z;2024-08-05T00:22:58Z;[{'id': 5133895005, 'qualifierId': 213, 'value': '6.21'}, {'id': 5133894999, 'qualifierId': 140, 'value': '63.8'}, {'id': 5133895003, 'qualifierId': 212, 'value': '27.5'}, {'id': 5133894997, 'qualifierId': 56, 'value': 'Right'}, {'id': 5133895001, 'qualifierId': 141, 'value': '4.1'}];dhrxi7hj8xh15ky7q6u5wqi5m;B. Leroux;;ehrltz9n09d567x7mfxzdacd0;Pass;;;;;;;;;;4,1;63,8;;6,21;;27,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;63,8;4,1;;;;;;;;0;19;22;Portland Timbers II;1162;MC;1,0
2706310189;165;3;1;19;25;ew2zirzye0sw1txr2m33nr25y;0;66,8;10,8;2024-08-05T00:22:58.858Z;2024-08-08T08:14:52Z;[{'id': 5136473479, 'qualifierId': 465}, {'id': 5133895009, 'qualifierId': 56, 'value': 'Right'}, {'id': 5133895047, 'qualifierId': 233, 'value': '173'}, {'id': 5133895011, 'qualifierId': 286}];cac9hjmdwt1gsz0qt3f6d4b2s;J. Donnery;;ehrltz9n09d567x7mfxzdacd0;Take On;;;;;;;;;;;;;;;;;;;173,0;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;;;;;;;;;;0;19;25;Portland Timbers II;1165;FW;1,0
2706310193;173;7;1;19;25;5ou8b446l1sl8frblkz3xi17g;0;33,2;89,2;2024-08-05T00:22:58.859Z;2024-08-08T08:14:56Z;[{'id': 5133895035, 'qualifierId': 285}, {'id': 5133895041, 'qualifierId': 233, 'value': '165'}, {'id': 5133895033, 'qualifierId': 56, 'value': 'Back'}, {'id': 5136473481, 'qualifierId': 383}];d1xlw5bza316m39f9n82hir1m;K. Rad;;ehrltz9n09d567x7mfxzdacd0;Tackle;;;;;;;;;;;;;;;;;;;165,0;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;;;;;;;;0;19;25;The Town;1165;DC;1,0
2706310241;166;1;1;19;29;ew2zirzye0sw1txr2m33nr25y;1;67,9;22,7;2024-08-05T00:23:02.746Z;2024-08-05T00:23:09Z;[{'id': 5133895269, 'qualifierId': 141, 'value': '43.0'}, {'id': 5133895273, 'qualifierId': 213, 'value': '1.38'}, {'id': 5133895267, 'qualifierId': 140, 'value': '70.4'}, {'id': 5133895265, 'qualifierId': 56, 'value': 'Center'}, {'id': 5133895271, 'qualifierId': 212, 'value': '14.1'}];cac9hjmdwt1gsz0qt3f6d4b2s;J. Donnery;;ehrltz9n09d567x7mfxzdacd0;Pass;;;;;;;;;;43,0;70,4;;1,38;;14,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;70,4;43,0;;;;;;;;0;19;29;Portland Timbers II;1169;FW;1,0
2706310249;167;1;1;19;36;ew2zirzye0sw1txr2m33nr25y;0;86,8;13,9;2024-08-05T00:23:09.802Z;2024-08-08T08:15:29Z;[{'id': 5133895301, 'qualifierId': 140, 'value': '88.0'}, {'id': 5133895305, 'qualifierId': 212, 'value': '4.3'}, {'id': 5133895307, 'qualifierId': 213, 'value': '1.27'}, {'id': 5133895299, 'qualifierId': 56, 'value': 'Right'}, {'id': 5136473497, 'qualifierId': 224}, {'id': 5133895303, 'qualifierId': 141, 'value': '19.9'}, {'id': 5136473499, 'qualifierId': 20}, {'id': 5133895297, 'qualifierId': 155}, {'id': 5133895295, 'qualifierId': 2}];1bmbt6h6bsiimpzxt07cqwfvu;E. Blancas;;ehrltz9n09d567x7mfxzdacd0;Pass;;;;;;;;;;19,9;88,0;;1,27;;4,3;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ew2zirzye0sw1txr2m33nr25y;The Town;home;88,0;19,9;;;;;;;;0;19;36;Portland Timbers II;1176;AMC;1,0
2706310263;174;61;1;19;39;5ou8b446l1sl8frblkz3xi17g;1;11,1;81,2;2024-08-05T00:23:12.188Z;2024-08-05T00:23:12Z;[{'id': 5133895371, 'qualifierId': 56, 'value': 'Back'}];d1xlw5bza316m39f9n82hir1m;K. Rad;;ehrltz9n09d567x7mfxzdacd0;Ball touch;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5ou8b446l1sl8frblkz3xi17g;Portland Timbers II;away;;;;;;;;;;0;19;39;The Town;1179;DC;1,0
