id;eventId;typeId;periodId;timeMin;timeSec;contestantId;outcome;x;y;timeStamp;lastModified;qualifier;playerId;playerName;keyPass;assist;matchId;type_displayName;value_PlayerPosition;value_TeamPlayerFormation;value_Involved;value_TeamFormation;value_JerseyNumber;value_Captain;value_Resume;value_TeamKit;value_DirectionOfPlay;value_Length;value_Angle;value_Zone;value_PassEndY;value_PassEndX;value_KickOff;value_LongBall;value_PlayersCaughtOffside;value_Direct;value_FreeKickTaken;value_NotVisible;value_Indirect;value_OppositeRelatedEventId;value_Defensive;value_Offensive;value_Cross;value_Foul;value_ShirtPull/Holding;value_DeletedEventType;value_Chipped;value_IntendedTackleTarget;value_Assist;value_IntentionalAssist;value_BlockedX;value_RegularPlay;value_Blocked;value_Deflection;value_GkY;value_GoalmouthZ;value_BlockedY;value_RelatedEventId;value_LowLeft;value_GoalmouthY;value_SixYardBlocked;value_RightFooted;value_Assisted;value_BoxCentre;value_FirstTouch;value_GkX;value_DefBlock;value_NotAssisted;value_LeftFooted;value_LowCentre;value_BigChance;value_AerialFoul;value_BlockedPass;value_NextEventThrowIn;value_ThrowIn;value_HeadPass;value_Launch;value_OutOfPlay;value_NextEventGoalKick;value_Low;value_GoalKick;value_SwitchOfPlay;value_ThroughBall;value_GoalShotTimestamp;value_GoalShotGameClock;value_HighRight;value_IndividualPlay;value_OutOfBoxCentre;value_Standing;value_ParriedDanger;value_OtherBodyPart;value_KeeperThrow;value_AttemptedTackle;value_YellowCard;value_RecklessOffence;value_Head;value_SetPiece;value_Diving;value_Hands;value_Overrun;value_High;value_Left;value_CornerTaken;value_OutSwinger;value_LayOff;value_CloseHigh;value_BoxRight;value_Handball;value_VideoCoverageLost;value_Right;value_InSwinger;value_LeadingToAttempt;value_FromCorner;value_RelatedError1Id;value_Minutes;value_TacticalFoul;value_FlickOn;value_EndType;value_OverArm;value_BoxLeft;value_SoloRun;value_Tactical;value_FormationSlot;value_PositionSideId;value_DetailedPositionId;value_CaptainChange;value_GkKickFromHands;value_NotPastGoalLine;value_35Right;value_OwnPlayer;value_OwnShotBlocked;value_FairPlay;value_Injury;value_InjuredPlayerId;value_Shove/Push;value_BlockedCross;value_GameEnd;value_ChecksComplete/LiveCollectionChecksComplete;teamId;teamName;field;endX;endY;blockedX;blockedY;goalMouthY;goalMouthZ;relatedEventId;relatedPlayerId;is_penalty;isGoal;minute;second;oppositionTeamName;time_seconds;position;isFirstEleven
2703991491;202;4;1;28;20;dqx48fglv1l96cyrmjdod0xec;1;31,6;22,8;2024-07-28T00:47:18.423Z;2024-07-28T00:47:20Z;[{'id': 5121166019, 'qualifierId': 56, 'value': 'Back'}, {'id': 5121166029, 'qualifierId': 265}, {'id': 5121166033, 'qualifierId': 285}, {'id': 5121166137, 'qualifierId': 233, 'value': '313'}, {'id': 5121166025, 'qualifierId': 152}, {'id': 5121166015, 'qualifierId': 13}];9ulwk81vyj5rbz88h62i2ejv8;G. Mikina;;;eam8fvksb4dxnr3419yzo6uxg;Foul;;;;;;;;;;;;;;;;;;1,0;;;;313,0;1,0;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;;;;;;;;;0;0;28;20;North Texas;1700;DL;1,0
2703991503;313;4;1;28;20;99l7fsj6ykgbyqcb9zqqu9dgq;0;68,4;77,2;2024-07-28T00:47:18.424Z;2024-07-28T00:47:21Z;[{'id': 5121166165, 'qualifierId': 233, 'value': '202'}, {'id': 5121166093, 'qualifierId': 265}, {'id': 5121166089, 'qualifierId': 56, 'value': 'Center'}, {'id': 5121166091, 'qualifierId': 152}, {'id': 5121166095, 'qualifierId': 286}, {'id': 5121166087, 'qualifierId': 13}];fgue58g7u6f2c53ggb0r2oa2;M. Henry-Scott;;;eam8fvksb4dxnr3419yzo6uxg;Foul;;;;;;;;;;;;;;;;;;1,0;;;;202,0;;1,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;0;0;28;20;St. Louis City II;1700;FW;1,0
2703992029;203;1;1;28;51;dqx48fglv1l96cyrmjdod0xec;1;36,1;23,3;2024-07-28T00:47:48.841Z;2024-07-28T00:47:56Z;[{'id': 5121169119, 'qualifierId': 141, 'value': '86.6'}, {'id': 5121169111, 'qualifierId': 196}, {'id': 5121169123, 'qualifierId': 212, 'value': '53.5'}, {'id': 5121169117, 'qualifierId': 140, 'value': '66.4'}, {'id': 5121169113, 'qualifierId': 152}, {'id': 5121169109, 'qualifierId': 155}, {'id': 5121169127, 'qualifierId': 213, 'value': '0.93'}, {'id': 5121169115, 'qualifierId': 56, 'value': 'Left'}, {'id': 5121169131, 'qualifierId': 1}, {'id': 5121169107, 'qualifierId': 5}];9ulwk81vyj5rbz88h62i2ejv8;G. Mikina;;;eam8fvksb4dxnr3419yzo6uxg;Pass;;;;;;;;;;53,5;0,93;;86,6;66,4;;1,0;;1,0;1,0;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;66,4;86,6;;;;;;;0;0;28;51;North Texas;1731;DL;1,0
2703992069;204;1;1;28;59;dqx48fglv1l96cyrmjdod0xec;1;89,9;79,3;2024-07-28T00:47:56.583Z;2024-07-28T00:47:59Z;[{'id': 5121169387, 'qualifierId': 141, 'value': '61.3'}, {'id': 5121169385, 'qualifierId': 140, 'value': '90.9'}, {'id': 5121169383, 'qualifierId': 56, 'value': 'Center'}, {'id': 5121169391, 'qualifierId': 213, 'value': '4.80'}, {'id': 5121169389, 'qualifierId': 212, 'value': '12.3'}];9gswafduy82n4o6f0uk0khhck;M. Joyner;;;eam8fvksb4dxnr3419yzo6uxg;Pass;;;;;;;;;;12,3;4,8;;61,3;90,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;90,9;61,3;;;;;;;0;0;28;59;North Texas;1739;ML;1,0
2703992075;205;50;1;29;1;dqx48fglv1l96cyrmjdod0xec;1;94,0;58,8;2024-07-28T00:47:58.835Z;2024-07-28T00:48:00Z;[{'id': 5121169445, 'qualifierId': 233, 'value': '315'}, {'id': 5121169419, 'qualifierId': 56, 'value': 'Center'}, {'id': 5121169421, 'qualifierId': 286}];92oqt9q51us5rpmqmvvrdso6i;R. Becher;;;eam8fvksb4dxnr3419yzo6uxg;Dispossessed;;;;;;;;;;;;;;;;;;;;;;315,0;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;;;;;;;;;0;0;29;1;North Texas;1741;FW;1,0
2703992071;315;7;1;29;1;99l7fsj6ykgbyqcb9zqqu9dgq;1;6,0;41,2;2024-07-28T00:47:58.836Z;2024-07-28T00:48:00Z;[{'id': 5121169437, 'qualifierId': 233, 'value': '205'}, {'id': 5121169395, 'qualifierId': 167}, {'id': 5121169399, 'qualifierId': 285}, {'id': 5121169397, 'qualifierId': 56, 'value': 'Back'}];1j010cibh247p8kjchww6ny3u;N. Gordon;;;eam8fvksb4dxnr3419yzo6uxg;Tackle;;;;;;;;;;;;;;;;;;;;;;205,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;0;0;29;1;St. Louis City II;1741;DL;1,0
2703992105;206;6;1;29;2;dqx48fglv1l96cyrmjdod0xec;1;98,9;67,0;2024-07-28T00:47:59.646Z;2024-07-28T00:58:36Z;[{'id': 5121169641, 'qualifierId': 56, 'value': 'Center'}, {'id': 5121169643, 'qualifierId': 73}, {'id': 5121169667, 'qualifierId': 233, 'value': '316'}];92oqt9q51us5rpmqmvvrdso6i;R. Becher;;;eam8fvksb4dxnr3419yzo6uxg;Corner Awarded;;;;;;;;;;;;;;;;;;;;;;316,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;;;;;;;;;0;0;29;2;North Texas;1742;FW;1,0
2703992077;316;6;1;29;2;99l7fsj6ykgbyqcb9zqqu9dgq;0;1,1;33,0;2024-07-28T00:47:59.646Z;2024-07-28T00:48:04Z;[{'id': 5121169525, 'qualifierId': 56, 'value': 'Back'}, {'id': 5121169527, 'qualifierId': 73}, {'id': 5121169723, 'qualifierId': 233, 'value': '206'}];1j010cibh247p8kjchww6ny3u;N. Gordon;;;eam8fvksb4dxnr3419yzo6uxg;Corner Awarded;;;;;;;;;;;;;;;;;;;;;;206,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;0;0;29;2;St. Louis City II;1742;DL;1,0
2703992525;207;1;1;29;31;dqx48fglv1l96cyrmjdod0xec;0;99,5;99,5;2024-07-28T00:48:28.823Z;2024-07-28T00:48:30Z;[{'id': 5121171881, 'qualifierId': 6}, {'id': 5121171883, 'qualifierId': 155}, {'id': 5121171893, 'qualifierId': 212, 'value': '28.8'}, {'id': 5121171889, 'qualifierId': 140, 'value': '93.3'}, {'id': 5121171891, 'qualifierId': 141, 'value': '58.2'}, {'id': 5121171895, 'qualifierId': 213, 'value': '4.48'}, {'id': 5121171879, 'qualifierId': 2}, {'id': 5121171887, 'qualifierId': 56, 'value': 'Center'}, {'id': 5121171885, 'qualifierId': 224}];92oqt9q51us5rpmqmvvrdso6i;R. Becher;;;eam8fvksb4dxnr3419yzo6uxg;Pass;;;;;;;;;;28,8;4,48;;58,2;93,3;;;;;;;;;;;1,0;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;93,3;58,2;;;;;;;0;0;29;31;North Texas;1771;FW;1,0
2703992545;317;12;1;29;33;99l7fsj6ykgbyqcb9zqqu9dgq;1;5,2;46,7;2024-07-28T00:48:31.172Z;2024-07-28T00:48:34Z;[{'id': 5121171973, 'qualifierId': 140, 'value': '21.6'}, {'id': 5121172013, 'qualifierId': 15}, {'id': 5121171977, 'qualifierId': 141, 'value': '32.2'}, {'id': 5121171989, 'qualifierId': 213, 'value': '5.76'}, {'id': 5121171969, 'qualifierId': 56, 'value': 'Back'}, {'id': 5121171985, 'qualifierId': 212, 'value': '19.8'}];e7vsajjh4e7t51ciycjg0skd0;T. Humphrey;;;eam8fvksb4dxnr3419yzo6uxg;Clearance;;;;;;;;;;19,8;5,76;;32,2;21,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;21,6;32,2;;;;;;;0;0;29;33;St. Louis City II;1773;DC;1,0
2703992575;208;1;1;29;35;dqx48fglv1l96cyrmjdod0xec;0;76,0;69,8;2024-07-28T00:48:32.920Z;2024-07-28T00:48:34Z;[{'id': 5121172171, 'qualifierId': 140, 'value': '90.4'}, {'id': 5121172173, 'qualifierId': 141, 'value': '63.2'}, {'id': 5121172169, 'qualifierId': 56, 'value': 'Center'}, {'id': 5121172167, 'qualifierId': 3}, {'id': 5121172177, 'qualifierId': 213, 'value': '5.99'}, {'id': 5121172175, 'qualifierId': 212, 'value': '15.8'}];1extjwx4b7nlpu8fm6526dsrt;M. Kidd;;;eam8fvksb4dxnr3419yzo6uxg;Pass;;;;;;;;;;15,8;5,99;;63,2;90,4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;90,4;63,2;;;;;;;0;0;29;35;North Texas;1775;MR;1,0
2703992599;318;12;1;29;37;99l7fsj6ykgbyqcb9zqqu9dgq;1;9,0;39,2;2024-07-28T00:48:34.774Z;2024-07-28T00:48:41Z;[{'id': 5121172295, 'qualifierId': 141, 'value': '48.4'}, {'id': 5121172325, 'qualifierId': 15}, {'id': 5121172297, 'qualifierId': 212, 'value': '21.7'}, {'id': 5121172299, 'qualifierId': 213, 'value': '0.29'}, {'id': 5121172293, 'qualifierId': 140, 'value': '28.8'}, {'id': 5121172291, 'qualifierId': 56, 'value': 'Back'}];e7vsajjh4e7t51ciycjg0skd0;T. Humphrey;;;eam8fvksb4dxnr3419yzo6uxg;Clearance;;;;;;;;;;21,7;0,29;;48,4;28,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;28,8;48,4;;;;;;;0;0;29;37;St. Louis City II;1777;DC;1,0
2703992657;209;1;1;29;39;dqx48fglv1l96cyrmjdod0xec;1;72,4;54,9;2024-07-28T00:48:36.888Z;2024-07-28T00:48:38Z;[{'id': 5121172599, 'qualifierId': 212, 'value': '11.5'}, {'id': 5121172595, 'qualifierId': 140, 'value': '61.5'}, {'id': 5121172597, 'qualifierId': 141, 'value': '54.0'}, {'id': 5121172601, 'qualifierId': 213, 'value': '3.20'}, {'id': 5121172593, 'qualifierId': 56, 'value': 'Center'}, {'id': 5121172591, 'qualifierId': 3}];1b1vsi0l9xd0xy42q4p1bdk44;L. Demitra;;;eam8fvksb4dxnr3419yzo6uxg;Pass;;;;;;;;;;11,5;3,2;;54,0;61,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;61,5;54,0;;;;;;;0;0;29;39;North Texas;1779;DR;1,0
2703992681;210;1;1;29;41;dqx48fglv1l96cyrmjdod0xec;0;61,4;54,0;2024-07-28T00:48:38.663Z;2024-07-28T00:48:41Z;[{'id': 5121172783, 'qualifierId': 157}, {'id': 5121172791, 'qualifierId': 212, 'value': '31.1'}, {'id': 5121172789, 'qualifierId': 141, 'value': '79.0'}, {'id': 5121172793, 'qualifierId': 213, 'value': '0.58'}, {'id': 5121172795, 'qualifierId': 1}, {'id': 5121172785, 'qualifierId': 56, 'value': 'Left'}, {'id': 5121172787, 'qualifierId': 140, 'value': '86.2'}];9k050zmkegfu3gdw2b4g4uwwk;C. Glover;;;eam8fvksb4dxnr3419yzo6uxg;Pass;;;;;;;;;;31,1;0,58;;79,0;86,2;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;86,2;79,0;;;;;;;0;0;29;41;North Texas;1781;FW;1,0
2703992745;319;12;1;29;44;99l7fsj6ykgbyqcb9zqqu9dgq;1;11,6;16,8;2024-07-28T00:48:41.589Z;2024-07-28T00:48:44Z;[{'id': 5121173171, 'qualifierId': 140, 'value': '25.2'}, {'id': 5121173173, 'qualifierId': 141, 'value': '24.1'}, {'id': 5121173177, 'qualifierId': 213, 'value': '0.33'}, {'id': 5121173175, 'qualifierId': 212, 'value': '15.1'}, {'id': 5121173169, 'qualifierId': 56, 'value': 'Back'}];6girdg17h5o2qr8stoywy3vv8;A. Urzua;;;eam8fvksb4dxnr3419yzo6uxg;Clearance;;;;;;;;;;15,1;0,33;;24,1;25,2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;25,2;24,1;;;;;;;0;0;29;44;St. Louis City II;1784;MC;1,0
2703992741;211;1;1;29;45;dqx48fglv1l96cyrmjdod0xec;0;72,4;80,2;2024-07-28T00:48:42.984Z;2024-07-28T00:48:44Z;[{'id': 5121173155, 'qualifierId': 213, 'value': '3.20'}, {'id': 5121173151, 'qualifierId': 141, 'value': '79.4'}, {'id': 5121173145, 'qualifierId': 3}, {'id': 5121173149, 'qualifierId': 140, 'value': '64.1'}, {'id': 5121173147, 'qualifierId': 56, 'value': 'Left'}, {'id': 5121173153, 'qualifierId': 212, 'value': '8.7'}];9k050zmkegfu3gdw2b4g4uwwk;C. Glover;;;eam8fvksb4dxnr3419yzo6uxg;Pass;;;;;;;;;;8,7;3,2;;79,4;64,1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;dqx48fglv1l96cyrmjdod0xec;St. Louis City II;away;64,1;79,4;;;;;;;0;0;29;45;North Texas;1785;FW;1,0
2703992791;320;1;1;29;47;99l7fsj6ykgbyqcb9zqqu9dgq;1;33,8;22,5;2024-07-28T00:48:44.579Z;2024-07-28T00:48:47Z;[{'id': 5121173421, 'qualifierId': 140, 'value': '26.0'}, {'id': 5121173423, 'qualifierId': 141, 'value': '18.8'}, {'id': 5121173419, 'qualifierId': 56, 'value': 'Back'}, {'id': 5121173417, 'qualifierId': 3}, {'id': 5121173427, 'qualifierId': 213, 'value': '3.44'}, {'id': 5121173425, 'qualifierId': 212, 'value': '8.6'}];3h8rx5wumr7hktll4hnvx7or8;E. Sali;;;eam8fvksb4dxnr3419yzo6uxg;Pass;;;;;;;;;;8,6;3,44;;18,8;26,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1,0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;26,0;18,8;;;;;;;0;0;29;47;St. Louis City II;1787;FWR;1,0
2703992825;322;49;1;29;49;99l7fsj6ykgbyqcb9zqqu9dgq;1;30,9;17,0;2024-07-28T00:48:46.884Z;2024-07-28T00:55:57Z;[];auomns9j08ffqknhs9007ju38;M. Molina;;;eam8fvksb4dxnr3419yzo6uxg;Ball recovery;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;;;;;;;;;0;0;29;49;St. Louis City II;1789;DR;1,0
2703992823;321;1;1;29;49;99l7fsj6ykgbyqcb9zqqu9dgq;1;23,8;20,6;2024-07-28T00:48:47.252Z;2024-07-28T00:55:58Z;[{'id': 5121173601, 'qualifierId': 56, 'value': 'Back'}, {'id': 5121173603, 'qualifierId': 140, 'value': '34.6'}, {'id': 5121173607, 'qualifierId': 212, 'value': '13.7'}, {'id': 5121173609, 'qualifierId': 213, 'value': '0.60'}, {'id': 5121173605, 'qualifierId': 141, 'value': '31.9'}];auomns9j08ffqknhs9007ju38;M. Molina;;;eam8fvksb4dxnr3419yzo6uxg;Pass;;;;;;;;;;13,7;0,6;;31,9;34,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;34,6;31,9;;;;;;;0;0;29;49;St. Louis City II;1789;DR;1,0
2703992865;323;1;1;29;51;99l7fsj6ykgbyqcb9zqqu9dgq;1;33,6;27,9;2024-07-28T00:48:49.100Z;2024-07-28T00:48:51Z;[{'id': 5121173883, 'qualifierId': 212, 'value': '16.4'}, {'id': 5121173881, 'qualifierId': 141, 'value': '49.9'}, {'id': 5121173885, 'qualifierId': 213, 'value': '1.99'}, {'id': 5121173877, 'qualifierId': 56, 'value': 'Back'}, {'id': 5121173879, 'qualifierId': 140, 'value': '27.3'}];6girdg17h5o2qr8stoywy3vv8;A. Urzua;;;eam8fvksb4dxnr3419yzo6uxg;Pass;;;;;;;;;;16,4;1,99;;49,9;27,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;27,3;49,9;;;;;;;0;0;29;51;St. Louis City II;1791;MC;1,0
2703992911;324;1;1;29;54;99l7fsj6ykgbyqcb9zqqu9dgq;1;26,8;52,1;2024-07-28T00:48:51.509Z;2024-07-28T00:48:54Z;[{'id': 5121174137, 'qualifierId': 141, 'value': '85.6'}, {'id': 5121174145, 'qualifierId': 213, 'value': '0.94'}, {'id': 5121174129, 'qualifierId': 56, 'value': 'Back'}, {'id': 5121174141, 'qualifierId': 212, 'value': '28.3'}, {'id': 5121174133, 'qualifierId': 140, 'value': '42.8'}];7al9w77ailhli8g487tkl32tw;M. Westergren;;;eam8fvksb4dxnr3419yzo6uxg;Pass;;;;;;;;;;28,3;0,94;;85,6;42,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;42,8;85,6;;;;;;;0;0;29;54;St. Louis City II;1794;MC;1,0
2703993013;325;1;1;30;0;99l7fsj6ykgbyqcb9zqqu9dgq;1;55,5;87,4;2024-07-28T00:48:57.740Z;2024-07-28T00:49:00Z;[{'id': 5121174769, 'qualifierId': 56, 'value': 'Back'}, {'id': 5121174775, 'qualifierId': 212, 'value': '20.9'}, {'id': 5121174777, 'qualifierId': 213, 'value': '3.44'}, {'id': 5121174773, 'qualifierId': 141, 'value': '78.4'}, {'id': 5121174771, 'qualifierId': 140, 'value': '36.5'}];9acojrco6dg2i9otq02gj6904;T. Rose;;;eam8fvksb4dxnr3419yzo6uxg;Pass;;;;;;;;;;20,9;3,44;;78,4;36,5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;36,5;78,4;;;;;;;0;0;30;0;St. Louis City II;1800;DC;1,0
2703993043;326;1;1;30;4;99l7fsj6ykgbyqcb9zqqu9dgq;1;35,4;74,1;2024-07-28T00:49:02.068Z;2024-07-28T00:49:03Z;[{'id': 5121174931, 'qualifierId': 140, 'value': '51.3'}, {'id': 5121174927, 'qualifierId': 56, 'value': 'Left'}, {'id': 5121174933, 'qualifierId': 141, 'value': '93.5'}, {'id': 5121174937, 'qualifierId': 213, 'value': '0.67'}, {'id': 5121174935, 'qualifierId': 212, 'value': '21.3'}];e7vsajjh4e7t51ciycjg0skd0;T. Humphrey;;;eam8fvksb4dxnr3419yzo6uxg;Pass;;;;;;;;;;21,3;0,67;;93,5;51,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;51,3;93,5;;;;;;;0;0;30;4;St. Louis City II;1804;DC;1,0
2703993071;327;1;1;30;5;99l7fsj6ykgbyqcb9zqqu9dgq;1;51,3;93,5;2024-07-28T00:49:02.925Z;2024-07-28T00:49:04Z;[{'id': 5121175095, 'qualifierId': 56, 'value': 'Back'}, {'id': 5121175099, 'qualifierId': 141, 'value': '79.3'}, {'id': 5121175097, 'qualifierId': 140, 'value': '37.3'}, {'id': 5121175101, 'qualifierId': 212, 'value': '17.6'}, {'id': 5121175103, 'qualifierId': 213, 'value': '3.72'}];9acojrco6dg2i9otq02gj6904;T. Rose;;;eam8fvksb4dxnr3419yzo6uxg;Pass;;;;;;;;;;17,6;3,72;;79,3;37,3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;37,3;79,3;;;;;;;0;0;30;5;St. Louis City II;1805;DC;1,0
2703993091;328;1;1;30;6;99l7fsj6ykgbyqcb9zqqu9dgq;1;37,4;84,2;2024-07-28T00:49:04.364Z;2024-07-28T00:49:05Z;[{'id': 5121175235, 'qualifierId': 212, 'value': '18.5'}, {'id': 5121175237, 'qualifierId': 213, 'value': '0.38'}, {'id': 5121175229, 'qualifierId': 140, 'value': '53.8'}, {'id': 5121175227, 'qualifierId': 56, 'value': 'Left'}, {'id': 5121175231, 'qualifierId': 141, 'value': '94.2'}];e7vsajjh4e7t51ciycjg0skd0;T. Humphrey;;;eam8fvksb4dxnr3419yzo6uxg;Pass;;;;;;;;;;18,5;0,38;;94,2;53,8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99l7fsj6ykgbyqcb9zqqu9dgq;North Texas;home;53,8;94,2;;;;;;;0;0;30;6;St. Louis City II;1806;DC;1,0
